,unnamed: 0,unnamed: 0,mth_day,complicated,complicated_norm,complicated_ravg
137,137,137,05-17,4.6545544283053975,2.511555402923539,0.6736040463734048
138,138,138,05-18,3.196403283056377,-0.058182503514135675,0.748067835036322
139,139,139,05-19,3.059261856002553,-0.2998704278362617,0.6187272628852415
140,140,140,05-20,3.730522534369943,0.8831098248776377,0.5566129944254774
141,141,141,05-21,3.2506210915918787,0.03736695872893302,0.007726913293762515
142,142,142,05-22,3.380183801384498,0.2656987113731476,0.1590786494886266
143,143,143,05-23,2.785821747493689,-0.7817610838667504,0.1564818287837734
144,144,144,05-24,3.711694060956544,0.8499279136550488,-0.13487986568594998
145,145,145,05-25,3.0504207432759167,-0.3154513520653808,-0.1218600050662724
146,146,146,05-26,2.7385550950251094,-0.8650603419407027,-0.161445836839268
147,147,147,05-27,3.2949483935147823,0.11548612244699852,-0.04439273646673346
148,148,148,05-28,3.245410229828837,0.02818372073517408,-0.02781802283397516
149,149,149,05-29,3.1843396942513844,-0.0794424816315432,-0.030622539455876382
150,150,150,05-30,3.7681241839007567,0.9493761954515988,0.19132006871359372
151,151,151,05-31,3.0408725108732653,-0.3322784517967881,0.12271711675940054
152,152,152,06-01,3.4941789292016394,0.4665953070761182,0.11716462687679592
153,153,153,06-02,3.061383392098409,-0.29613158927816097,0.3745157006620271
154,154,154,06-03,3.2265062720492814,-0.005131218560453735,0.4128387613429168
155,155,155,06-04,4.06051487623608,1.4646639610798435,0.6671172422857573
156,156,156,06-05,3.898598536202512,1.1793145595369376,0.5633260873018565
157,157,157,06-06,3.906586770534034,1.1933924338602544,0.6189247253836253
158,158,158,06-07,3.140812484022891,-0.15615162282728595,0.4877139451311647
159,159,159,06-08,3.2506740219096093,0.03746023921245162,0.2706041194799485
160,160,160,06-09,2.7797872140126527,-0.7923959000752171,0.17801187212127895
161,161,161,06-10,3.3213446905333748,0.16200500717254646,0.10246415661323173
162,162,162,06-11,3.583359792541557,0.6237610753849203,0.22265334202110929
163,163,163,06-12,3.649377688752498,0.7401061408119706,0.4297878252918302
164,164,164,06-13,3.550007518061186,0.5649834896199792,0.4735143827228269
165,165,165,06-14,3.9558822454683984,1.280267138836777,0.4356061339889277
166,166,166,06-15,2.928658263397278,-0.5300365554892369,0.30959487561577725
167,167,167,06-16,3.192282603305156,-0.06544448523084884,0.44533129613688777
168,168,168,06-17,3.154342980552829,-0.1323064748539825,0.34884019819813794
169,169,169,06-18,4.111504701485639,1.5545246639386336,0.3872039236165077
170,170,170,06-19,3.2214947823150686,-0.013963098012519605,0.4471007085697351
171,171,171,06-20,4.086495044574504,1.510449491346996,0.5825182577160343
172,172,172,06-21,3.1325823259037704,-0.1706558457698728,0.8243807149369364
173,173,173,06-22,3.6533239893853926,0.7470608096469468,0.754292881215095
174,174,174,06-23,3.9777857560340735,1.3188682684714303,1.1117722437918611
175,175,175,06-24,3.8728842847804974,1.1339976616075842,0.9783390320934392
176,176,176,06-25,4.438565847745554,2.1309130774480782,1.1339521001649937
177,177,177,06-26,3.632209516159598,0.7098502211564641,0.7894415980662824
178,178,178,06-27,3.662381196494749,0.7630225626594548,0.643902119092208
179,179,179,06-28,2.4804065912482347,-1.3200022029453198,0.4957128823649942
180,180,180,06-29,3.482283337487781,0.4456313946269832,0.3061085797470177
181,181,181,06-30,3.3683605245027546,0.24486224124430125,0.182891281554928
182,182,182,07-01,3.7930407216680737,0.9932872617402188,-0.0009901683613504075
183,183,183,07-02,3.212704996208719,-0.02945356799607408,0.17603827380735515
184,184,184,07-03,3.036340043938848,-0.34026613683821555,0.0879384295629686
185,185,185,07-04,3.0831160544427663,-0.2578315499330863,0.1633884560690843
186,186,186,07-05,3.1823393896025385,-0.08296767083933622,0.15986458363633793
187,187,187,07-06,3.62523701517524,0.6975624002809956,0.06621445497456227
188,188,188,07-07,3.7810433768556364,0.9721440271437406,-0.011303200926679932
189,189,189,07-08,2.8938645992512213,-0.5913543399667279,0.18479776035113202
190,190,190,07-09,2.7724241205765896,-0.8053720722456689,0.3730396896017344
191,191,191,07-10,3.7507596469398767,0.9187742177337852,0.4044370120922741
192,192,192,07-11,3.8232261914036414,1.046483904664278,0.4815135442801031
193,193,193,07-12,3.732132060695581,0.8859463352242339,0.6519988612090132
194,194,194,07-13,4.043457454337895,1.4346032202707153,0.5859903014645979
195,195,195,07-14,3.474297396320353,0.43155756160673225,0.32072668246010033
196,196,196,07-15,2.5476919638540725,-1.201423430712161,0.17403958405489509
197,197,197,07-16,2.8476454837203926,-0.6728074962931999,0.0664687337544056
198,198,198,07-17,3.323816597926503,0.16636131423304665,-0.19294796964436786
199,199,199,07-18,3.365897298384328,0.240521233421297,-0.1622638735750284
200,200,200,07-19,3.1602496481020617,-0.12189700012192538,-0.049546040062116166
201,201,201,07-20,3.5787641974964988,0.615662138022769,-0.08660203506498154
202,202,202,07-21,2.9314500995341892,-0.5251164296346875,-0.13715677088958508
203,203,203,07-22,2.7214849719816505,-0.8951434663103923,-0.3788087556433219
204,204,204,07-23,3.1516983929786737,-0.13696710071457455,-0.25062658870123616
205,205,205,07-24,2.5431710955969864,-1.209390675101124,-0.3986119129179176
206,206,206,07-25,3.5966575161391754,0.647196001530589,-0.3809836461537156
207,207,207,07-26,3.0749346759425227,-0.2722498072773197,-0.17631402299980128
208,208,208,07-27,2.9914671401201134,-0.4193468290494751,-0.015263789279822963
209,209,209,07-28,3.4183013546608008,0.33287427261309344,0.18825529693402068
210,210,210,07-29,3.700008589484944,0.8293343016052954,0.01857896784232177
211,211,211,07-30,3.236070370420244,0.011723842181937996,-0.15155170759571682
212,212,212,07-31,3.0189789918813683,-0.3708619730196045,-0.23838419382999085
213,213,213,08-01,2.495709288145998,-1.293033859905551,-0.3991720520301053
214,214,214,08-02,2.6958380280691165,-0.9403417464551193,-0.6840406101718255
215,215,215,08-03,2.8708844395210464,-0.6318528765875931,-0.5681622833306513
216,216,216,08-04,2.7301476244600407,-0.8798770472450259,-0.6120767515535006
217,217,217,08-05,3.630588693638425,0.7069938032289826,-0.3792895264109928
218,218,218,08-06,2.8694681830823874,-0.6343487823567004,-0.025882344986803085
219,219,219,08-07,3.288254609029963,0.10368949094949584,-0.20909777027684387
220,220,220,08-08,3.8990449816855177,1.180101342090019,-0.13346834541996888
221,221,221,08-09,2.247110828497095,-1.7311454283278382,-0.2958221945563733
222,222,222,08-10,2.9876348931654766,-0.426100498103776,-0.4544366564449593
223,223,223,08-11,3.0778402196541346,-0.2671292915894438,-0.4108195260447072
224,224,224,08-12,2.3294507937373745,-1.5860355536882158,-0.5514912653198913
225,225,225,08-13,3.4367531041168107,0.36539227335100855,-0.11910263156641385
226,226,226,08-14,3.4201152265200223,0.3360709064389141,0.013875882523613334
227,227,227,08-15,3.7192173338044308,0.8631863741930269,-0.042531269273536204
228,228,228,08-16,3.4403723621379894,0.3717705864363871,0.0430030918818605
229,229,229,08-17,2.8857969312225866,-0.6055722023723411,-0.10684195341550262
230,230,230,08-18,2.620660320664848,-1.0728293867558358,-0.24812566343815176
231,231,231,08-19,2.9265919926753687,-0.5336779984331702,-0.3380355706360692
232,232,232,08-20,2.9391019611785527,-0.5116313536969805,-0.4561544813843874
233,233,233,08-21,3.413110861650736,0.3237269310055223,-0.2548932777956676
234,234,234,08-22,3.03822576683328,-0.3369428780535223,-0.04933112334209137
235,235,235,08-23,3.571009038897597,0.6019950191599779,0.1369374212517476
236,236,236,08-24,3.320515407486188,0.16054353996562154,0.09164032989249543
237,237,237,08-25,3.5607602265865697,0.5839332691298635,-0.04371343789602019
238,238,238,08-26,2.7848838859192617,-0.7834139018524935,-0.3205008554623455
239,239,239,08-27,2.952286625015192,-0.4883956757255714,-0.5506047471512758
240,240,240,08-28,2.0958777812964646,-1.9976673834514744,-0.4653545945492126
241,241,241,08-29,2.787599371276831,-0.7786283309736042,-0.7634364907543941
242,242,242,08-30,3.6107573204951495,0.6720444555780012,-0.5193936295713572
243,243,243,08-31,2.545913248050644,-1.2045581081012255,-0.4805607120324398
244,244,244,09-01,3.6157500453803153,0.680843265245728,-0.2798994440848919
245,245,245,09-02,3.0844968314511365,-0.255398170492067,0.002282206351819009
246,246,246,09-03,2.7790473534115825,-0.7936997757661869,0.3751943450718698
247,247,247,09-04,3.74831251417383,0.9144615716466612,1.2357326532543442
248,248,248,09-05,4.880370678627147,2.9095172878983058,1.2957542913692939
249,249,249,09-06,5.475694335367214,3.9586717409936214,1.6461558105639902
250,250,250,09-07,3.8200991818532137,1.040973093935425,1.949099897627792
251,251,251,09-08,4.277470734114315,1.847010944676112,2.1101885945625827
252,252,252,09-09,3.8104481037959657,1.0239647466166255,2.060812069123787
253,253,253,09-10,4.296753662199914,1.8809937532554053,1.4088619283048878
254,254,254,09-11,4.712263798302981,2.613258135265531,0.9774683877748572
255,255,255,09-12,3.256070671571457,0.04697089608022476,0.6283543514427397
256,256,256,09-13,2.351380562103617,-1.547388149244758,0.637744872950854
257,257,257,09-14,3.088880184179494,-0.2476732733165938,0.1739399492286495
258,258,258,09-15,3.842418989987681,1.0803078756653124,-0.22111849425557345
259,259,259,09-16,2.717687534864325,-0.901835789077822,-0.3618353485239836
260,260,260,09-17,3.367251327505031,0.2429074743601932,-0.058532879236441786
261,261,261,09-18,2.7769873183003906,-0.7973302295302364,0.0900839389006254
262,262,262,09-19,3.3840014574265336,0.2724266664804929,0.2256744870307101
263,263,263,09-20,3.594859684330715,0.6440276355058093,0.4281777506228807
264,264,264,09-21,4.304049366872859,1.8938511644458205,0.5151932811762953
265,265,265,09-22,3.4071283490046045,0.3131837924752016,0.5527127967908669
266,266,266,09-23,3.6635036306205744,0.7650006576806808,0.2922739006310493
267,267,267,09-24,2.904725928200301,-0.5722131358428064,0.027759477111740958
268,268,268,09-25,2.4973135027877498,-1.2902067104784125,-0.4021223622185448
269,269,269,09-26,2.6942962254114806,-0.9430589056100412,-0.4696974582908304
270,270,270,09-27,2.8404774716125414,-0.6854398715358939,-0.6598734647988346
271,271,271,09-28,3.177062776602217,-0.09226678395851226,-0.56551066988791
272,272,272,09-29,3.0160320865526065,-0.3760553813673442,-0.5140811277846291
273,273,273,09-30,3.2259926623452,-0.00603636637725883,-0.4303929614085447
274,274,274,10-01,2.6724100654286227,-0.9816294578587276,-0.4454234741798055
275,275,275,10-02,2.979220213977093,-0.4409299073535341,-0.5058407159374179
276,276,276,10-03,2.7893047212175963,-0.7756229481634588,-0.6982348861333899
277,277,277,10-04,2.9713667714782352,-0.4547702345041865,-0.8729118051291421
278,278,278,10-05,2.361008602077353,-1.5304204025431762,-0.8808345156146267
279,279,279,10-06,2.6312891740770565,-1.0540978803517729,-1.0018808320414363
280,280,280,10-07,2.6454364756186783,-1.0291657207716354,-0.8272338920550474
281,281,281,10-08,2.5671069992782263,-1.1672078059143922,-0.5601929587700438
282,282,282,10-09,3.3839061432165045,0.2722586917548742,-0.1823768560536776
283,283,283,10-10,3.880531963124613,1.147475365205835,-0.03525605123725865
284,284,284,10-11,3.6473179525116928,0.7364762137550215,0.3167352091858113
285,285,285,10-12,3.1321753605529503,-0.17137305145325926,0.2665415698945515
286,286,286,10-13,3.843822797160052,1.0827818417667845,0.0728791593815363
287,287,287,10-14,2.396218180383321,-1.468369641661951,-0.19625907825266692
288,288,288,10-15,2.724564819012659,-0.889715771323217,-0.3045564597815369
289,289,289,10-16,2.9642263077031705,-0.4673540605993847,-0.4322661540375405
290,290,290,10-17,3.278609648427791,0.08669192458180137,-0.5290229314539064
291,291,291,10-18,2.6973760688299824,-0.9376312169892808,0.011390430539668742
292,292,292,10-19,3.5144055314221765,0.5022411772685884,0.2344876806578858
293,293,293,10-20,4.236104716807226,1.7741105302995004,0.275404242017687
294,294,294,10-21,3.484119736921192,0.4488677293860853,0.07244295666349655
295,295,295,10-22,3.103530469400704,-0.2218546924405775,0.1863708502648439
296,296,296,10-23,2.5876094574611863,-1.1310757875433413,0.2800677494235405
297,297,297,10-24,3.085253964348684,-0.2540638553811969,0.1960540279799132
298,298,298,10-25,3.8334051627984334,1.0644225722207679,0.28588820333136816
299,299,299,10-26,3.950072346347748,1.2700282016377369,0.4348845240437273
300,300,300,10-27,3.7899683731024916,0.9878727814948152,0.9111330751075588
301,301,301,10-28,3.610802020651924,0.6721232318335773,1.0821807674840949
302,302,302,10-29,4.2090410480149245,1.7264155188396475,1.0043033329222837
303,303,303,10-30,3.667601419876085,0.7722222988780197,0.7177568128113959
304,304,304,10-31,3.5682643402012038,0.5971579648498996,0.6372347019677519
305,305,305,11-01,2.9744986068934463,-0.4492509190275887,0.7431204078455891
306,306,306,11-02,3.5158235091059287,0.504740116432951,0.5239986216295391
307,307,307,11-03,3.9712995552163823,1.3074374671006002,0.6754224415749418
308,308,308,11-04,3.4630209592280377,0.4116848015433482,0.7657616241164082
309,309,309,11-05,4.183137613473637,1.6807652185504354,0.9437131694392732
310,310,310,11-06,3.875832319380004,1.1391930600986977,0.9425504953369086
311,311,311,11-07,3.5803508588946835,0.6184583529096012,0.6660306137546712
312,312,312,11-08,3.511865079175,0.4977640718187635,0.6309590806316931
313,313,313,11-09,3.0298624203167837,-0.3516818223928241,0.177982684040332
314,314,314,11-10,3.343616728794744,0.2012556028054802,0.04844631722226952
315,315,315,11-11,2.6409381935115355,-1.0370931609977316,0.2916367550056847
316,316,316,11-12,3.4348139544627894,0.3619748591903229,0.21921483190298027
317,317,317,11-13,4.408314865214091,2.077600979610092,0.2922836234775549
318,318,318,11-14,3.2652980424773066,0.06323253320253676,0.33074928462432435
319,319,319,11-15,3.2786317796732662,0.08673092705462376,0.3406888777773862
320,320,320,11-16,3.4745765773771446,0.4320495696860967,0.1597809048322222
321,321,321,11-17,2.6747784441529827,-0.9774556020793604,-0.1785077274555683
322,322,322,11-18,2.8188962752150566,-0.7234729784806609,0.022297315017456503
323,323,323,11-19,3.25658038982012,0.0478691858833488,-0.2342098132023893
324,324,324,11-20,3.9489571080659576,1.2680627880406856,-0.3679759663553179
325,325,325,11-21,2.4053298872710096,-1.4523118422644508,-0.09611016395174048
326,326,326,11-22,3.0191575194408653,-0.3705473492314753,0.10285388233280804
327,327,327,11-23,3.6003703423828615,0.6537392123421042,0.023507184256957463
328,328,328,11-24,3.496287501518073,0.4703112992266304,-0.2714507661719156
329,329,329,11-25,2.986437325701757,-0.4282110025717547,0.08790521273448354
330,330,330,11-26,2.944745887597051,-0.5016849145325526,0.2267464092116981
331,331,331,11-27,3.6287900640036073,0.703824031173944,0.08797888230527312
332,332,332,11-28,3.491855024841278,0.4624998296318122,0.14567582484472572
333,333,333,11-29,3.1279236517493887,-0.17886594909644565,0.1904308559593424
334,334,334,11-30,3.692722000064807,0.8164929544633456,0.3198344533543737
335,335,335,12-01,3.138809907462597,-0.1596808158840543,0.1837595214014803
336,336,336,12-02,3.385312226914857,0.2747366698376348,0.06510679517317564
337,337,337,12-03,3.1655105582538883,-0.11262556054341605,-0.06168526899940367
338,338,338,12-04,3.0878910060906746,-0.2494165277380157,-0.29130644586959625
339,339,339,12-05,2.696248515265073,-0.9396183341319216,-0.3758819267105568
340,340,340,12-06,2.9109557790321334,-0.5612341067578102,-0.4385369093914073
341,341,341,12-07,2.850864975944209,-0.6671337009298175,-0.3581469185839415
342,342,342,12-08,3.1719976289021226,-0.1011932262474676,-0.383197559320406
343,343,343,12-09,3.4392056075477586,0.3697143843013786,-0.306445221961232
344,344,344,12-10,3.0026038169475577,-0.3997203721568026,-0.4650513007367419
345,345,345,12-11,2.9575588419107137,-0.4791043099768775,-0.3747234596552931
346,346,346,12-12,2.3709669307595043,-1.51287057941087,-0.2934536741119061
347,347,347,12-13,3.1583943420888825,-0.12516665444112507,-0.2068992918457808
348,348,348,12-14,3.4486880195463008,0.3864254870128549,-0.27813623351059746
349,349,349,12-15,3.7338878892967897,0.8890406778981301,-0.042096095346587765
350,350,350,12-16,2.760071157537354,-0.8271420221457025,0.11201352432860884
351,351,351,12-17,3.761179001600184,0.9371365190071808,0.14400728005993438
352,352,352,12-18,2.8956471742823764,-0.5882128613596902,0.2813798599875008
353,353,353,12-19,3.2673199989278428,0.06679587994682809,0.13825883838929226
354,354,354,12-20,3.9163854860748053,1.2106609665782535,0.2646144894635197
355,355,355,12-21,3.2466193292701235,0.03031454830887867,0.08391020391551167
356,356,356,12-22,3.190260485859905,-0.06900811570033763,0.019857715850083186
357,357,357,12-23,3.145954794657213,-0.14708919428086772,-0.13349792335475705
358,358,358,12-24,2.6775746418392647,-0.9725277897522612,-0.4275355023623277
359,359,359,12-25,2.7452067506232565,-0.8533379552822133,-0.6477913155699617
360,360,360,12-26,2.9153077539791625,-0.5535645074671701,-0.6887121615098484
361,361,361,12-27,2.4967383422514446,-1.291220330936926,-0.9069885159736129
362,362,362,12-28,3.050941736919036,-0.31453319133965724,-0.7693422516845403
363,363,363,12-29,2.4028130553114972,-1.4567473210634536,
364,364,364,12-30,3.1462038917161794,-0.1466502040178272,
365,365,365,12-31,,,
