,unnamed: 0,unnamed: 0,mth_day,fighting,fighting_norm,fighting_ravg
255,255,255,09-12,2.703660612074737,-0.8719124997333396,-1.0170931730049069
256,256,256,09-13,2.0964401433048248,-2.1128684468307872,-0.8396328940901793
257,257,257,09-14,2.554276687694494,-1.1772033765971457,-0.958201642767354
258,258,258,09-15,3.1566743054692017,0.053896272940723335,-1.0734417493342003
259,259,259,09-16,2.5814750578401435,-1.1216189868746202,-1.0129114294458768
260,260,260,09-17,2.53776710196239,-1.210943458910036,-0.5153444184310043
261,261,261,09-18,2.881371590308976,-0.5087305804033977,0.2907258414651589
262,262,262,09-19,3.5572472301941205,0.8725336192584472,0.3456987330244415
263,263,263,09-20,4.9208185245121605,3.6592181827798345,0.5335909887073461
264,264,264,09-21,3.3180692287636573,0.38373362229641855,0.6353928764844948
265,265,265,09-22,3.133107968778844,0.005734547222807874,0.8038914253474608
266,266,266,09-23,2.8366472845939565,-0.6001321322471445,0.4075656019836889
267,267,267,09-24,3.3760665135265158,0.5022607127743978,-0.5044365891155366
268,268,268,09-25,2.393674166324482,-1.505421320924184,-0.6008884950924801
269,269,269,09-26,2.24327110974496,-1.8127949638155192,-0.5608473818399152
270,270,270,09-27,3.0348960587664857,-0.19497781356524227,-0.6605447245636142
271,271,271,09-28,3.250664681164133,0.24598122673819736,-0.6829954911568437
272,272,272,09-29,2.5439458362046112,-1.1983161885893387,-0.5796969023453221
273,273,273,09-30,3.310153303407151,0.3675561132150208,-0.5268842266644542
274,274,274,10-01,2.6969485138214133,-0.8856297880550552,-0.41114045454466996
275,275,275,10-02,2.3983238548110744,-1.4959189097303125,-0.6975792413314154
276,276,276,10-03,3.374708222420612,0.4994848191534629,-0.5934216163864966
277,277,277,10-04,2.409708989900385,-1.4726514939822748,-0.7987594597203124
278,278,278,10-05,2.8497422280569373,-0.5733704389198261,-1.018760058645374
279,279,279,10-06,2.707301888204233,-0.8644709467878741,-0.754667572870412
280,280,280,10-07,2.0510487115533453,-2.2056333816054257,-1.0462390291395702
281,281,281,10-08,3.1736730364768655,0.0886360049194601,-0.7907158545195685
282,282,282,10-09,2.518683525799623,-1.2499439184614858,-0.7252075578761509
283,283,283,10-10,3.1598995292369896,0.06048755373773554,-0.6510456049418737
284,284,284,10-11,3.042068049239424,-0.180320659059321,-0.0958628042658832
285,285,285,10-12,2.9250339806172168,-0.4194992291822108,-0.1957336210495972
286,286,286,10-13,3.68101000680146,1.1254634224505178,0.11327613260994335
287,287,287,10-14,2.8804622855601187,-0.5105888957828236,-0.12528961498944127
288,288,288,10-15,3.4259053232074894,0.6041146034957571,-0.3327487020518469
289,289,289,10-16,2.459494303272748,-1.3709069318585725,-0.3973651610839346
290,290,290,10-17,2.4329888741506096,-1.4250751814337543,-0.496061946574957
291,291,291,10-18,2.7353265056557303,-0.807197983374737,-0.5208034507126568
292,292,292,10-19,3.3912460945911134,0.5332827095043837,-0.7089649039552017
293,293,293,10-20,2.807823698627007,-0.6590379206090223,-0.5835952198282207
294,294,294,10-21,2.8734820750997434,-0.5248541159595127,-0.4082130412156659
295,295,295,10-22,2.8275671839089047,-0.6186888270966857,-0.5417488253443375
296,296,296,10-23,2.9478934473230587,-0.37278210975842585,-0.7094254882592246
297,297,297,10-24,2.3432787703957016,-1.6084126881467664,-0.7150757083233814
298,298,298,10-25,2.8989641464924816,-0.4727772679849389,-0.6064556386974463
299,299,299,10-26,2.7912352164135874,-0.6929392409939638,-0.3768473188397288
300,300,300,10-27,3.1923797591811987,0.12686630179609815,-0.4855629077239643
301,301,301,10-28,3.5016742959796288,0.7589610920496189,-0.08747549632583036
302,302,302,10-29,2.628715328232106,-1.0250756430638388,0.32431457754054005
303,303,303,10-30,3.512023680926811,0.7801117802420376,0.5161993714323363
304,304,304,10-31,4.107938706497385,1.9979631752132843,0.4622470937766018
305,305,305,11-01,3.3545898210761727,0.4583695223568134,0.4970716030293543
306,306,306,11-02,3.0339812564497537,-0.1968473641383089,0.38166934688365706
307,307,307,11-03,3.6039155796413023,0.9679081475661336,0.18655715932251413
308,308,308,11-04,2.289905821394424,-1.7174891799380227,-0.1474007531137447
309,309,309,11-05,2.939193770546616,-0.3905613451248198,-0.06272973679834562
310,310,310,11-06,3.12747160476049,-0.00578429940426941,0.1298622594325146
311,311,311,11-07,3.6031754747660583,0.9663956202492081,0.31667441468715923
312,312,312,11-08,3.5994121366006646,0.9587046132468524,0.5755897400180177
313,313,313,11-09,4.152377423517224,2.0887810790940016,0.452224120662639
314,314,314,11-10,3.0500553766796723,-0.16399722795287214,0.6800537969679334
315,315,315,11-11,2.5770046240731617,-1.1307550612570918,0.440434872414458
316,316,316,11-12,3.7963567968708656,1.3611937584274971,0.20223730296997786
317,317,317,11-13,2.899678226372221,-0.4713179270716449,-0.2561570958343881
318,318,318,11-14,2.9000878449548484,-0.4704808034200285,-0.18915700962386012
319,319,319,11-15,2.8065772166305982,-0.6615853137321943,-0.20546485823704844
320,320,320,11-16,3.2467609431498086,0.2380032893102957,-0.2829466529952362
321,321,321,11-17,2.5291264080767406,-1.2286021529362217,-0.3368992011163245
322,322,322,11-18,3.5688779801848467,0.8963029898783709,-0.29916724994334803
323,323,323,11-19,2.7412789295814903,-0.7950332157981751,-0.2132592425156916
324,324,324,11-20,3.0108650879300614,-0.2440890963821693,-0.1828180986906823
325,325,325,11-21,3.0587945527737035,-0.14613726916625594,0.056629709882122375
326,326,326,11-22,3.336133103377812,0.42065015226035135,0.011553364631398888
327,327,327,11-23,3.232121277028793,0.2080846985006064,0.12139207039331075
328,328,328,11-24,3.436538329171775,0.6258449183740299,0.14283678333181454
329,329,329,11-25,3.0637544077376435,-0.1360009812267039,0.3127883607883561
330,330,330,11-26,3.0738246249238363,-0.1154208187511465,0.22724224975912385
331,331,331,11-27,3.5577554229289605,0.8735721955729933,0.34456944823317376
332,332,332,11-28,3.0849782589430275,-0.09262651391504204,0.4125231626337132
333,333,333,11-29,3.576582222432258,0.9120478893449059,0.6269336085097519
334,334,334,11-30,3.636043652835188,1.0335672047772666,0.8175176297089782
335,335,335,12-01,3.693242078554005,1.1504616940295282,1.0733512340806906
336,336,336,12-02,3.6333602907788376,1.0280833084442118,1.1894946620891311
337,337,337,12-03,4.3088573530355365,2.408573821803268,0.991446879932445
338,338,338,12-04,3.4259637724003804,0.6042340541356014,0.8097924396070191
339,339,339,12-05,2.9951336992934383,-0.2762388035952118,0.7322361284395016
340,340,340,12-06,3.1027243452487796,-0.05635943717528821,0.5528476124686121
341,341,341,12-07,3.4655444891269718,0.6851238270244228,0.2309320148936217
342,342,342,12-08,3.1066935109569016,-0.048247787381124826,0.04110439342007962
343,343,343,12-09,3.363745285901944,0.4770802363533249,0.002501285911100104
344,344,344,12-10,2.8686488206508964,-0.5347316747056509,-0.093969012796992
345,345,345,12-11,2.8817988282575824,-0.5078574486490889,-0.1918891501378604
346,346,346,12-12,2.81949717602856,-0.6351812294238409,-0.16898022532949086
347,347,347,12-13,3.178060738375581,0.09760300297921257,0.03884275125022306
348,348,348,12-14,3.173951827871485,0.08920576146909251,0.4187015577818228
349,349,349,12-15,3.9738928042972086,1.7240180958316085,0.8810047808721239
350,350,350,12-16,3.9838763665182495,1.7444211644839474,1.1944748060485617
351,351,351,12-17,4.2390749531449865,2.2659618898927176,1.1072875985326964
352,352,352,12-18,3.739813885472584,1.2456389216347856,1.2126856843497378
353,353,353,12-19,2.922087798438338,-0.4255202421159784,0.8681968512119554
354,354,354,12-20,3.483390089045713,0.7215942763713407,0.5380051626124035
355,355,355,12-21,2.9625079703720862,-0.3429149029950854,0.1473840532077595
356,356,356,12-22,3.0144665220947986,-0.2367289671133648,0.13071068490693294
357,357,357,12-23,3.092250360125884,-0.07776476653514612,0.34542697990338755
358,358,358,12-24,3.6908625401523167,1.1455987118298263,0.36402509439339054
359,359,359,12-25,3.552473411748337,0.8627775278627494,0.2754802542393185
360,360,360,12-26,3.537992297086717,0.8331829633113584,0.18418841053528906
361,361,361,12-27,2.7025491565015223,-0.8741839439195177,0.08981270939852119
362,362,362,12-28,2.7464427799539637,-0.7844800293375416,-0.10078364109023563
363,363,363,12-29,2.815172720333129,-0.6440189733557532,
364,364,364,12-30,3.1312906767337227,0.0020206088972854713,
365,365,365,12-31,,,
