,unnamed: 0,unnamed: 0,mth_day,ridley scott,ridley scott_norm,ridley scott_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.7615721401085711,-0.5657251241369579,
2,2,2,01-03,0.7672400362727044,-0.5414250109745501,
3,3,3,01-04,0.5697896352290035,-1.387959060007964,
4,4,4,01-05,0.3574316751361463,-2.2984066602743978,-1.1202797210240192
5,5,5,01-06,0.7655386316776491,-0.5487194855022439,-1.0668414438421674
6,6,6,01-07,0.571775972788128,-1.379442985248001,-1.1150942403989503
7,7,7,01-08,0.8363576205462842,-0.2450954610458479,-1.0612961341460219
8,8,8,01-09,0.6997115012362537,-0.8309417903152475,-0.9070828448284736
9,9,9,01-10,0.6450786871023065,-1.0651704224903942,-0.6605388454128627
10,10,10,01-11,0.5732491666365951,-1.3731269243691069,-0.4676266031974455
11,11,11,01-12,1.1105705529461265,0.9305445109914212,-0.5660246296550159
12,12,12,01-13,0.8417516433603831,-0.22196953195549787,-0.7114674312317151
13,13,13,01-14,0.6986521391792441,-0.8354836197912704,-0.6534623423303417
14,14,14,01-15,0.4961680794469302,-1.7035985997754426,-0.6083844556988259
15,15,15,01-16,0.7262553018827449,-0.7171398890821541,-0.6262276926085484
16,16,16,01-17,0.6363344977258161,-1.1026596045800128,-0.6078515219013929
17,17,17,01-18,1.085599406508967,0.8234850895330863,-0.6337322062014914
18,18,18,01-19,0.8674686167999154,-0.1117125077125657,-0.5143725131344509
19,19,19,01-20,0.6624327939549756,-0.9907677255918604,-0.5203504957110588
20,20,20,01-21,0.6632088685902618,-0.9874404413731992,-0.5004932832264507
21,21,21,01-22,0.717889270591756,-0.7530077845418023,-0.5296678331295879
22,22,22,01-23,0.6641241506512198,-0.9835163296723632,-0.6035082188788043
23,23,23,01-24,1.0447703819572334,0.6484377901142621,-0.5812341450124459
24,24,24,01-25,0.7641309155269296,-0.5547548222078635,-0.5934551606094586
25,25,25,01-26,0.6936047815872125,-0.8571232823937093,-0.5304239838386758
26,26,26,01-27,0.6461058747989543,-1.0607665349552753,-0.3996081462566627
27,27,27,01-28,0.8060997647533881,-0.3748207239171061,-0.6236722203763244
28,28,28,01-29,0.8471975163800679,-0.1986213041802843,-0.6705812910515343
29,29,29,01-30,0.7311985320481001,-0.6959466546037084,-0.15844944698148872
30,30,30,01-31,0.6984828899479237,-0.8362092462591224,-0.025543656719549758
31,31,31,02-01,1.4103199907226875,2.215667782026564,0.07186970706262576
32,32,32,02-02,0.8321040750004494,-0.26333179338364154,0.08852221787260899
33,33,33,02-03,0.9424272362905474,0.20965945877594705,0.2193689736968157
34,34,34,02-04,0.8705022725790897,-0.09870623932038504,0.5231275984757543
35,35,35,02-05,0.9143151670535544,0.0891338803415319,0.12003763079532435
36,36,36,02-06,1.1235851928138332,0.9863425024145088,0.2869900890147356
37,37,37,02-07,0.8462060543766838,-0.2028720240560152,0.3659779628187159
38,38,38,02-08,1.0657497023792482,0.7383829559328257,0.4671080003060795
39,39,39,02-09,1.0529687133498091,0.6835867015998288,0.3867275608001297
40,40,40,02-10,1.0120311323969158,0.5080739856037975,0.18855656551475386
41,41,41,02-11,0.8018248304772004,-0.3931487566941673,0.20312233132301927
42,42,42,02-12,0.8462500339575187,-0.20268346929774594,0.2315662917763525
43,43,43,02-13,0.8665904651653664,-0.11547742920642234,-0.044960907972606656
44,44,44,02-14,1.1055562859787706,0.9090467186528248,-0.2717937179571973
45,45,45,02-15,0.665976082263554,-0.9755764968939264,-0.4732796726077098
46,46,46,02-16,0.6945845085844401,-0.8529228743037461,-0.5917219769453339
47,47,47,02-17,0.5198504721214411,-1.6020644845972427,-0.8048949334107053
48,48,48,02-18,0.6804931065046395,-0.9133372953234904,-0.9025602926878968
49,49,49,02-19,0.5682604514312283,-1.3945151679986507,-0.4556102871293608
50,50,50,02-20,0.968876153293896,0.3230545629896774,0.09385223033927716
51,51,51,02-21,1.2914710020115527,1.7061235364572889,0.4748370352295619
52,52,52,02-22,1.4635430251842736,2.4438522305080816,0.567823130273431
53,53,53,02-23,1.0530288074975789,0.6838443447444659,1.077248654178231
54,54,54,02-24,0.8106247304755608,-0.3554207250602757,1.1089030258898869
55,55,55,02-25,1.2811882358133295,1.6620379754301473,0.7474413487575401
56,56,56,02-26,1.013175624033834,0.5129807932596124,0.23294601487189065
57,57,57,02-27,0.7856147766663147,-0.4626465263367899,0.17934720109825875
58,58,58,02-28,0.7435201734620422,-0.6431197728058152,0.17434809286368685
59,59,59,02-29,0.978018660270866,0.3622514621026746,-0.0881146953083685
60,60,60,03-01,0.8036286083923148,-0.3854153744677072,-0.3413842246119179
61,61,61,03-02,0.9138783832955744,0.08726124639781528,-0.3968955499921902
62,62,62,03-03,0.6587314984355641,-1.0066363825616842,-0.21515116242975385
63,63,63,03-04,0.707928119138595,-0.7957144786184233,-0.35563591406146616
64,64,64,03-05,0.9978667216200484,0.44734655256880296,-0.4716538595404082
65,65,65,03-06,0.7814139005553254,-0.4806570476875997,-0.6362153724544487
66,66,66,03-07,0.6412645081704289,-1.0815230473413595,-0.7982966839297875
67,67,67,03-08,0.6835788217480888,-0.9001078310864278,-0.9411821414398726
68,68,68,03-09,0.4319029143588608,-1.9791242514137164,-1.1755378419642497
69,69,69,03-10,0.5079636339234322,-1.6530272236789336,-1.1936591392293594
70,70,70,03-11,0.6698920079632142,-0.9587876505774596,-1.1997707801352109
71,71,71,03-12,0.7560536158755997,-0.5893848312782582,-1.2398285691938091
72,72,72,03-13,0.6327114255204872,-1.1181928927764675,-0.9712287911658256
73,73,73,03-14,0.627518986775766,-1.1404545654380185,-0.7435300667294079
74,74,74,03-15,0.8078013247235527,-0.36752558324581497,-0.6669403961540112
75,75,75,03-16,0.826622082512322,-0.2868348770604281,-0.9075224189764188
76,76,76,03-17,0.7770772619162077,-0.4992496271250785,-0.7759818498447321
77,77,77,03-18,0.4193653259402173,-2.0328769682127046,-0.6085822965771507
78,78,78,03-19,0.8167990342225188,-0.3289494779863461,-0.6074039399125818
79,79,79,03-20,0.8617903120576791,-0.1360572458325305,-0.5531726966559066
80,80,80,03-21,0.8094504042585624,-0.3604554432584015,-0.6213085023283227
81,81,81,03-22,0.9025172983682388,0.03855258247962325,-0.16553454439182114
82,82,82,03-23,0.6817229722395037,-0.9080644611595746,-0.10651046824842099
83,83,83,03-24,1.0572091377698225,0.7017667794063044,0.15402747024721378
84,84,84,03-25,0.8994016951719896,0.02519497887405498,-0.03441689184974028
85,85,85,03-26,1.226406387466348,1.4271703851412785,0.02756788036406287
86,86,86,03-27,0.5457274158238753,-1.4911216158401257,0.10615511186228199
87,87,87,03-28,0.9892633765409418,0.4104612157624421,-0.24602210037319394
88,88,88,03-29,0.791703760801678,-0.43654107217026,-0.23965743753957824
89,89,89,03-30,0.5643462798109746,-1.4112964940065509,-0.5396716662412052
90,90,90,03-31,0.9083088754356092,0.06338295587574949,-0.3372742673230336
91,91,91,04-01,0.8065442696205859,-0.3729149870684843,-0.6723921884408558
92,92,92,04-02,0.8289773167503116,-0.2767372223310961,-0.7795566502556
93,93,93,04-03,0.5202745532523922,-1.600246310944491,-0.5330412003547947
94,94,94,04-04,0.6417298809291739,-1.0795278430587247,-0.6232730333798454
95,95,95,04-05,0.9093382467752787,0.06779620539828002,-0.5864542333210375
96,96,96,04-06,0.7820317695964701,-0.47800804227455496,-0.4512631260175996
97,97,97,04-07,0.85807122364584,-0.15200218671563662,-0.3161054697267887
98,98,98,04-08,1.0181737587723538,0.5344094214895313,-0.4182729787828337
99,99,99,04-09,0.7094241814514153,-0.7893003731996262,-0.5126940418251641
100,100,100,04-10,0.4987491066074377,-1.6925328973949951,-0.5675406371136931
101,101,101,04-11,0.7771984223750569,-0.4987301728557018,-0.6314229014640576
102,102,102,04-12,0.7052753845605684,-0.8070876140057289,-0.6231268441325075
103,103,103,04-13,0.7686696545302569,-0.5352957728178235,-0.4851471862514723
104,104,104,04-14,1.029783875452715,0.5841857654788318,-0.4874842595108134
105,105,105,04-15,0.9025231275523372,0.03857757408658487,-0.5393937127605394
106,106,106,04-16,0.4954784333047941,-1.7065553369510411,-0.5116356620206074
107,107,107,04-17,0.7045524913071637,-0.8101868923540579,-0.3807979980008536
108,108,108,04-18,0.7441220553380693,-0.6405393095661369,-0.2523876012515886
109,109,109,04-19,0.9517735657916102,0.24973021130069906,-0.5318967480054131
110,110,110,04-20,1.2094908892363203,1.3546481459744222,-0.6333892377173392
111,111,111,04-21,0.5113573391122298,-1.6384773064363618,-0.7071679666144361
112,112,112,04-22,0.35344233101623146,-2.3155102752225982,-0.5856671411163449
113,113,113,04-23,0.6013010771966986,-1.2528592657366402,-0.7094908266386829
114,114,114,04-24,0.9141593036859518,0.08846564342241088,-1.0364585574701632
115,115,115,04-25,0.7784855351942983,-0.4932119018333294,-0.8984942932193941
116,116,116,04-26,0.7519080454884036,-0.6071582390144594,-0.4759937973639472
117,117,117,04-27,0.7044347422275645,-0.8106917209317471,-0.2152370720107073
118,118,118,04-28,0.944720797202494,0.21949269991008466,-0.1108338902980376
119,119,119,04-29,0.9662233391278816,0.31168108638279873,0.1693750928186185
120,120,120,04-30,1.060268843801506,0.7148847336984292,0.04238636503121648
121,121,121,05-01,1.1706307264404512,1.1880419968666072,0.19966650496562707
122,122,122,05-02,0.5741906204779264,-1.3690906057388716,0.15269206516213166
123,123,123,05-03,0.9245442114808184,0.13298911867471655,0.27438128954234936
124,124,124,05-04,0.8789812892269281,-0.062353938910887814,-0.017429502864781694
125,125,125,05-05,1.1365242468161616,1.041816432664105,-0.348644948125061
126,126,126,05-06,0.6518872219013058,-1.0359800207443572,-0.30898288233625376
127,127,127,05-07,0.7071033167171211,-0.7992506746950688,-0.4728165134071222
128,128,128,05-08,0.6296966510161914,-1.131118211006028,-0.3803722325233128
129,129,129,05-09,0.6952633016604135,-0.8500126677504942,-0.5005041597777469
130,130,130,05-10,1.0083546583587175,0.4923117463919684,-0.4354102837306187
131,131,131,05-11,0.9684027359924112,0.32102486913750045,-0.1768949105432279
132,132,132,05-12,0.7429844101053948,-0.6454167644615885,-0.1194390017062265
133,133,133,05-13,1.0688888645288963,0.7518415644292759,-0.004400495699284543
134,134,134,05-14,0.7101047025657998,-0.7863827579840198,0.07502026321145043
135,135,135,05-15,0.8562567017898558,-0.15978163170884252,0.11588643804968002
136,136,136,05-16,1.119501946877297,0.9688362998563782,0.13343749927911838
137,137,137,05-17,1.0255938858591682,0.566221918166878,-0.05522937269407977
138,138,138,05-18,0.7675466642695509,-0.5401103970849583,0.13833519368139813
139,139,139,05-19,0.8048544793038447,-0.3801596674099129,0.14111708134339782
140,140,140,05-20,0.9809932838508246,0.3750046402688476,0.12527337777770084
141,141,141,05-21,0.8601498812914781,-0.1430903057368443,-0.052869486793837996
142,142,142,05-22,1.0973290954015429,0.8737740784621962,0.12985877413817482
143,143,143,05-23,0.7762875755491219,-0.502635269262355,0.3125972511039591
144,144,144,05-24,1.0232701176444536,0.5562591685071185,0.2947095725285717
145,145,145,05-25,1.060592229752569,0.7162711943847929,0.2888738937906521
146,146,146,05-26,0.9559599424572879,0.2676785688165237,0.23335164091866245
147,147,147,05-27,0.8519830005252755,-0.1781043781643619,0.4835381114610269
148,148,148,05-28,1.0196271451330925,0.5406405612302582,0.3452336734052815
149,149,149,05-29,1.1264170405177405,0.9984835539918316,0.15212372794720122
150,150,150,05-30,0.8297166501277367,-0.273567459827354,0.18286420367507106
151,151,151,05-31,0.7903398786290988,-0.4423884783636889,0.3233243535453981
152,152,152,06-01,0.9989804395135319,0.4521214231837426,0.20971465337191866
153,153,153,06-02,1.048553330714981,0.6646565210576004,-0.08151463551526777
154,154,154,06-03,0.8606333216431452,-0.14101763981061838,-0.12452321090697348
155,155,155,06-04,0.7188492176845892,-0.7488921793312872,-0.10896413315456366
156,156,156,06-05,0.7695272663520439,-0.5316189121775882,-0.09779717999103817
157,157,157,06-06,0.8121144036745446,-0.34903401184923,-0.13790414822473646
158,158,158,06-07,1.0146083003167117,0.5191231421648955,-0.06207883525177749
159,159,159,06-08,0.9924246707649208,0.4240147116554108,0.15742668590285466
160,160,160,06-09,0.9667488769917092,0.3139342380271353,0.30839176437142085
161,161,161,06-10,1.0260414911633229,0.5681409475965058,0.2695392808530554
162,162,162,06-11,0.9807989711670899,0.3741715586338091,0.3015348295642581
163,163,163,06-12,0.7577413624885149,-0.582148912959423,0.2383214853377147
164,164,164,06-13,1.0593852394027674,0.7110964344321119,0.3088855967285823
165,165,165,06-14,0.9039592379821796,0.04473464629615007,0.4496005609239648
166,166,166,06-15,1.0655015174271036,0.7373189063723409,0.5226462762987655
167,167,167,06-16,1.222968427380143,1.4124307327688013,0.8985393280252318
168,168,168,06-17,1.0830245518988757,0.8124458508826131,0.7558295507032119
169,169,169,06-18,1.2837939216101044,1.6732093973993756,0.8252382981973241
170,170,170,06-19,0.8596666140461314,-0.14516222950000734,0.7977986273530208
171,171,171,06-20,1.0010949766637016,0.4611871312608226,0.9821361845010816
172,172,172,06-21,1.0271004110411206,0.5726808813065207,1.06041367324751
173,173,173,06-22,1.4809440489953165,2.5184560756571672,0.6898095311552438
174,174,174,06-23,1.1925718635279157,1.2821107833611842,0.7124796206733385
175,175,175,06-24,0.7651430541006771,-0.5504154551542219,0.5864833002757583
176,176,176,06-25,0.8913928152933609,-0.009141692391440156,0.4801194765222958
177,177,177,06-26,0.8247664000097162,-0.2947907911246577,0.02448116123334339
178,178,178,06-27,0.8782470033325283,-0.06550206121425471,0.050683491016746594
179,179,179,06-28,0.8432900655265748,-0.21537381607654768,0.21729878635735567
180,180,180,06-29,1.2292413432488056,1.4393247620616034,-0.038287875629085436
181,181,181,06-30,0.998316830791042,0.4492763168894325,-0.0949021672879172
182,182,182,07-01,0.5337059227110756,-1.5426616643100868,0.025360363331290697
183,183,183,07-02,0.7455361698333505,-0.6344765410776482,0.3372872907284811
184,184,184,07-03,1.046551290171833,0.6560731225009926,-0.06322544163559599
185,185,185,07-04,1.2798236956710152,1.6561877483065948,0.05224243738619967
186,186,186,07-05,0.6687341807641408,-0.9637516321228592,0.4444703808804595
187,187,187,07-06,1.159911127298441,1.1420835910202063,0.5986646573511442
188,188,188,07-07,1.0826187384347876,0.8107059966554722,0.42202228367543854
189,189,189,07-08,0.9613270533486212,0.2906891177464598,0.4113309025329386
190,190,190,07-09,0.799344877883488,-0.4037811195532415,0.490853143700493
191,191,191,07-10,1.2648613855545483,1.5920394614515947,0.16912586296916554
192,192,192,07-11,0.7800234910643418,-0.4866181851175328,0.1926977729527148
193,193,193,07-12,0.7096621573039037,-0.788280093367758,0.4138370967295874
194,194,194,07-13,1.1156070139915628,0.9521374565567676,0.3478121787682668
195,195,195,07-14,1.2708057911463455,1.6175250604076952,0.08660217637099339
196,196,196,07-15,0.7069447207116011,-0.799930627321165,0.4367265222381079
197,197,197,07-16,0.8993047741776662,0.02477944706795436,0.4967051316835264
198,198,198,07-17,1.2700134158799694,1.6141278900851543,0.2245744371268322
199,199,199,07-18,0.7936006628080617,-0.4284084366952465,-0.005665977159273565
200,200,200,07-19,0.7347671776881849,-0.680646710783398,0.007566840649748051
201,201,201,07-20,0.9485903136531422,0.2360825746910606,0.05570739670099775
202,202,202,07-21,0.7254637054091185,-0.7205337204670353,-0.36553819825878736
203,203,203,07-22,0.9666762315429503,0.3136227833754526,-0.5216698759985009
204,204,204,07-23,0.6804911508912947,-0.9133456796735564,-0.22180587471127947
205,205,205,07-24,0.5750984365559753,-1.3651985031335279,-0.3281372689423302
206,206,206,07-25,1.1544190561708214,1.118537296939931,-0.4614255865925824
207,207,207,07-26,0.7997822902185538,-0.4019057906952437,-0.5837105147358769
208,208,208,07-27,0.5389301680668276,-1.5202636263685487,-0.120213344644502
209,209,209,07-28,0.7955416519163209,-0.4200867854843145,0.2656741864183676
210,210,210,07-29,1.3291433974606477,1.867637340874693,-0.14295794470184714
211,211,211,07-30,1.115138009823888,0.9501266832436897,-0.16482532953222231
212,212,212,07-31,0.5825490060919932,-1.3332554897813576,-0.1143097658613344
213,213,213,08-01,0.7691794533252388,-0.5331100996774946,-0.19648401106365965
214,214,214,08-02,0.6096253868863489,-1.2171702443432209,-0.5279976345957498
215,215,215,08-03,0.6805409308760587,-0.9131322566982659,-0.3613353701830014
216,216,216,08-04,0.8651986949934373,-0.12144440031784773,-0.09226488956768024
217,217,217,08-05,1.348377518510322,1.9501002697201801,-0.00836094589011388
218,218,218,08-06,0.9591061524974734,0.28116739391056955,0.1195813391403912
219,219,219,08-07,0.8866008424391195,-0.029686437612096495,0.1796557791075196
220,220,220,08-08,0.7886772904824222,-0.4495165341601906,-0.08755528433598543
221,221,221,08-09,0.7646135487054004,-0.5526856168954956,-0.4474630956545626
222,222,222,08-10,0.4912437546069721,-1.7247107809788778,-0.30365912502696896
223,223,223,08-11,0.8446958879976049,-0.20934659819128326,-0.16040541547382045
224,224,224,08-12,1.1603560729550086,1.1439912176761309,-0.0013299427291292947
225,225,225,08-13,1.0870806868203151,0.8298358197067948,0.3071514111164049
226,226,226,08-14,1.0112992813558157,0.5049363023079563,0.5859709752192108
227,227,227,08-15,1.1963251881900896,1.2982025061777098,0.6157315903203529
228,228,228,08-16,0.8814444900442956,-0.051793396362042735,0.21283730082853813
229,229,229,08-17,0.8863450955663067,-0.03078290758443125,-0.1291791958173113
230,230,230,08-18,0.5965159831496964,-1.273374519274757,-0.3699665315628193
231,231,231,08-19,0.6084374863248864,-1.2222631601683018,-0.6600323120140109
232,232,232,08-20,0.6743236613191675,-0.9397877121650916,-0.7614471929524247
233,233,233,08-21,0.7903856651818576,-0.4421921765294395,-0.4631820257211554
234,234,234,08-22,0.7395169992177671,-0.6602826819925255,-0.2468815801601504
235,235,235,08-23,1.30375944732989,1.7588080958031849,-0.2034729614280115
236,236,236,08-24,0.8992228366121201,0.0244281540912725,-0.2888476223573153
237,237,237,08-25,0.6691867203612526,-0.9618114477754685,-0.4644918171599332
238,238,238,08-26,0.5548440416248935,-1.4520356777409151,-0.43140824415176704
239,239,239,08-27,0.5445761782908755,-1.496057345345147,-0.8521589684354692
240,240,240,08-28,0.7858166000374603,-0.4617812439435289,-0.7123044489888847
241,241,241,08-29,0.7149297409942472,-0.7656962498990281,-0.35493316808143954
242,242,242,08-30,1.0949456027597972,0.8635552707707795,0.02493886184969973
243,243,243,08-31,1.1693185424698582,1.182416237669203,0.2200176412994175
244,244,244,09-01,1.0864650773587623,0.8271965018459206,0.006168806116110583
245,245,245,09-02,0.8175838614297406,-0.32558466864683994,0.2057359701129936
246,246,246,09-03,0.48654071159882106,-1.7448742550433705,0.07381333909547927
247,247,247,09-04,0.9942188016858856,0.43170673408227006,-0.09083465490467164
248,248,248,09-05,0.9103233083756036,0.07201948466569394,-0.19496364565583635
249,249,249,09-06,0.9388979528893856,0.194528273668297,0.23162203181656416
250,250,250,09-07,0.9407392603695742,0.2024225573389323,0.436198413009955
251,251,251,09-08,1.4145794331443033,2.233929396187563,0.2834972953213644
252,252,252,09-09,0.7728400416032755,-0.5174159678830256,0.7146328733600696
253,253,253,09-10,0.7805175550896475,-0.4844999720492735,0.9310742498190022
254,254,254,09-11,1.513686347713364,2.6588329528979258,0.7682188241757085
255,255,255,09-12,1.2418020354816737,1.4931765324218924,0.3488810900552395
256,256,256,09-13,0.7128273236285037,-0.7747099965208298,0.4692493908297971
257,257,257,09-14,0.8277271698286051,-0.2820970085352511,0.4992730273334782
258,258,258,09-15,0.9412923510267828,0.2047938367643196,-0.02131716101488649
259,259,259,09-16,0.8225348542771594,-0.3043581530271865,-0.2918350179889577
260,260,260,09-17,0.7851339055322004,-0.4647081771922623,-0.027346116598511758
261,261,261,09-18,0.8632193234690734,-0.12993060942253498,0.2985317126688279
262,262,262,09-19,1.082972668951218,0.8122234118218459,0.4423420728623239
263,263,263,09-20,1.2837847246562466,1.6731699670687867,0.7991060551681562
264,264,264,09-21,1.1425512135157794,1.0676559979252958,1.1225533270204069
265,265,265,09-22,1.3218167777721512,1.8362257408078075,1.4287528869344932
266,266,266,09-23,1.2377899584102132,1.4759754539212422,1.1359248601048046
267,267,267,09-24,1.2917376516341907,1.7072667500619805,0.6734179133185059
268,268,268,09-25,0.6731674539072899,-0.9447447491562831,0.5658767547109842
269,269,269,09-26,0.6365182698735323,-1.1018717136490064,0.4582832024394562
