,unnamed: 0,unnamed: 0,mth_day,journalism,journalism_norm,journalism_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.564217343279113,1.3287615843037686,
2,2,2,01-03,1.2240616119377203,0.010219278888377792,
3,3,3,01-04,1.2878166628031007,0.2573523535492443,
4,4,4,01-05,0.949850419832336,-1.0527028596966166,-0.4199952950757273
5,5,5,01-06,0.8397644505754532,-1.4794280162166955,-0.768413174883027
6,6,6,01-07,0.8127421969656085,-1.584174111282442,-0.7622483018172383
7,7,7,01-08,1.0249111493185072,-0.7617456945400294,-1.0634848858097403
8,8,8,01-09,1.2336040448094188,0.04720851728310877,-0.6257511108568626
9,9,9,01-10,0.8215410638454864,-1.550067150405768,-0.5919422573758789
10,10,10,01-11,1.6274061648716267,1.5736997900206502,-0.15865916834803084
11,11,11,01-12,0.8920962198379417,-1.276574895330794,-0.12466160515803168
12,12,12,01-13,1.4834088509856056,1.0155244228846465,-0.1409912934739326
13,13,13,01-14,1.0775350170088631,-0.5577603154000343,0.3210073797918482
14,14,14,01-15,1.2083277815502478,-0.0507696126122967,-0.09347772282330463
15,15,15,01-16,1.5366557595425634,1.2219248891889167,0.2334210663862137
16,16,16,01-17,0.9858363830097427,-0.9132108256702666,0.2542741569946813
17,17,17,01-18,1.3980936213387536,0.6848178399263164,0.3988425020342907
18,18,18,01-19,1.5156867608752709,1.1406429665354518,0.5451099368308362
19,19,19,01-20,1.3013082744938596,0.309649754837622,0.3482119681590585
20,20,20,01-21,1.4347310120737045,0.8268349961669764,0.5325093348299089
21,21,21,01-22,1.2318829558572848,0.04053707715824992,0.37557175786370944
22,22,22,01-23,1.2711050708026597,0.19257337435483574,0.11527720473248936
23,23,23,01-24,1.1551743791636642,-0.25680762187088024,-0.024021603501668917
24,24,24,01-25,1.1127841749473777,-0.4211243522518686,-0.3483777705874474
25,25,25,01-26,1.085691584174862,-0.5261430945673278,-0.340458972009319
26,26,26,01-27,0.9326692635336208,-1.1193020063476946,-0.6437901259912124
27,27,27,01-28,1.2441402404842192,0.08804986862702048,-0.6376536430116372
28,28,28,01-29,0.8015873461263896,-1.6274135495365247,-0.4964684438122682
29,29,29,01-30,1.1646728678228828,-0.21998872399342928,-0.6765916216845888
30,30,30,01-31,1.3313207565541934,0.4259868429443454,-0.6117424054959371
31,31,31,02-01,0.806884005309688,-1.6068821618012508,-0.9000546015061941
32,32,32,02-02,1.033047533395584,-0.7302067092157849,-0.7330016797901489
33,33,33,02-03,0.7978699365930632,-1.6418233074345212,-0.8781156958102558
34,34,34,02-04,1.060163844699044,-0.6250960192402526,-1.0799213602718714
35,35,35,02-05,0.9400549816414208,-1.0906728201140712,-0.7945538899074366
36,36,36,02-06,1.0189514691896109,-0.7848471438253478,-0.5451934680039755
37,37,37,02-07,1.248596251557003,0.105322660385358,-0.4594811563196067
38,38,38,02-08,1.419025486466031,0.7659558222049817,-0.2749143295009751
39,39,39,02-09,0.9305416026270452,-1.1275494373283084,-0.16304584915301568
40,40,40,02-10,1.3458496222429357,0.482304941671537,0.14841171718069582
41,41,41,02-11,1.1132130422839528,-0.41946193802631454,0.04741662732618149
42,42,42,02-12,1.501047837988385,1.0838982541769209,-0.042630159713712014
43,43,43,02-13,1.092268804905092,-0.5006478787417279,0.1279814436192299
44,44,44,02-14,1.2796446084705475,0.2256750999656208,0.06993073602375936
45,45,45,02-15,1.1946264839479888,-0.10387981733065707,0.1456560566617094
46,46,46,02-16,1.255994571786431,0.1340006960987139,0.005977580217046789
47,47,47,02-17,1.2304261269921384,0.03488998580138558,0.045385784822546966
48,48,48,02-18,1.2848434699713078,0.2458273955089456,0.1220128340896628
49,49,49,02-19,1.1532676516013858,-0.2641986511087268,0.09084316625771938
50,50,50,02-20,1.3982534534515692,0.6854373955683157,0.08835361673073543
51,51,51,02-21,1.1463798355992911,-0.29089782432231753,0.13840019999916253
52,52,52,02-22,1.2521410683990135,0.11906339893681014,0.487538823615005
53,53,53,02-23,1.3078918195052656,0.3351694854119483,0.3975243336367189
54,54,54,02-24,1.8252652829134104,2.340659137204,0.5101411892893795
55,55,55,02-25,1.0139367653152294,-0.8042855909784433,0.5597257625381764
56,56,56,02-26,1.57256990308796,1.361138529484279,0.6791673440329103
57,57,57,02-27,1.2231303958540038,0.006609615170464073,0.475428197691933
58,58,58,02-28,1.4370213183798328,0.8357128879052141,0.05454096700343144
59,59,59,02-29,0.9925297501570856,-0.8872653926339162,0.18350995749348997
60,60,60,03-01,1.1737858278556632,-0.18466424692700864,-0.34412500741880825
61,61,61,03-02,1.213564222547342,-0.03047164803809212,-0.4740102653114373
62,62,62,03-03,0.7558586456611884,-1.8046712599895105,-0.5830431902474605
63,63,63,03-04,1.022084674192397,-0.7727019321853104,-0.6971312842166087
64,64,64,03-05,1.268252333859977,0.18151533828907448,-0.7529977853670138
65,65,65,03-06,0.8159360122905014,-1.5717939564488057,-0.9312792927518316
66,66,66,03-07,1.0873116488554802,-0.5198632538294382,-0.3753307579253896
67,67,67,03-08,0.9376073134058166,-1.1001606923470004,-0.3820857029170805
68,68,68,03-09,1.616395678149446,1.5310199489691432,-0.5570338774521634
69,69,69,03-10,1.0116288856550897,-0.8132316021354559,-0.5348749948357511
70,70,70,03-11,0.9974549964757584,-0.868173708921423,-0.6319516485678142
71,71,71,03-12,0.8502351207429338,-1.438840660750332,-0.36450821472703465
72,72,72,03-13,0.9370494387885736,-1.1023231762218169,-0.3045613721765893
73,73,73,03-14,1.3515754498407142,0.504499910697677,-0.4540161598227821
74,74,74,03-15,1.7091857023402741,1.8907010042718155,-0.4567462148104229
75,75,75,03-16,0.7802920416927835,-1.7099603280126123,0.0022643756276174987
76,76,76,03-17,0.9932292214796474,-0.8845540388472678,0.08505297697638615
77,77,77,03-18,1.5607246474390428,1.3152228818779104,-0.1020571160687248
78,78,78,03-19,1.0651955761837617,-0.6055915681292049,-0.4507278141341251
79,79,79,03-20,1.061953022347659,-0.6181606475729888,-0.2373116160003577
80,80,80,03-21,1.1694881781396258,-0.2013231841205864,-0.25874692167614155
81,81,81,03-22,1.1106329461513076,-0.429463139210008,-0.5725279760791391
82,82,82,03-23,0.9600501173338362,-1.0131658729019706,-0.20450177574380066
83,83,83,03-24,1.0750318170922777,-0.5674634445400739,0.03456331607885995
84,84,84,03-25,1.6348529355891055,1.6025656338828251,0.11619342999222865
85,85,85,03-26,1.431995124811026,0.8162299033629747,0.4270388954391631
86,86,86,03-27,1.2958411255587934,0.2884574993596258,0.9437767419823648
87,87,87,03-28,1.5917818612782146,1.4356096534715992,1.0501654348018168
88,88,88,03-29,1.759894033061537,2.08726120635724,0.5633713273768354
89,89,89,03-30,1.2397078694138055,0.0708687123766383,0.41379315950481016
90,90,90,03-31,0.881358087784464,-1.3181990106670638,0.22113134550167726
91,91,91,04-01,1.2004673040824283,-0.08123910386917654,0.2232726172107342
92,92,92,04-02,0.9976253460211816,-0.8675133846591716,-0.18562437047987287
93,93,93,04-03,1.5950962752694993,1.4484572837259408,-0.24897137886285925
94,94,94,04-04,1.126973936436926,-0.3661207197864024,-0.2593068956674301
95,95,95,04-05,1.1416548245794995,-0.30921333792128003,-0.2720133633534986
96,96,96,04-06,0.8653600332828644,-1.380212111494489,-0.14520716707014544
97,97,97,04-07,1.1807993216865564,-0.1574779099855877,-0.6438605720257254
98,98,98,04-08,1.1939050751958724,-0.1066762069590525,-0.8333420166148519
99,99,99,04-09,0.8232447558215689,-1.5434631460075388,-0.8801088999458747
100,100,100,04-10,0.8336809608754049,-1.5030093873211618,-0.9118575987465912
101,101,101,04-11,1.069265686953718,-0.5898146379074175,-0.8967848201714044
102,102,102,04-12,0.8162171192542099,-1.5707043042987892,-1.1511229525947972
103,103,103,04-13,1.2041300498635688,-0.06704123853446582,-0.8293690403375301
104,104,104,04-14,0.8002222646232019,-1.6327050014994098,-0.642685140218749
105,105,105,04-15,1.3212785476217281,0.3870603275360648,-0.743773988568766
106,106,106,04-16,1.1226436963769957,-0.3829059866084761,-0.26634436658061306
107,107,107,04-17,0.9127931141751314,-1.1963477280075192,-0.3581919179362371
108,108,108,04-18,1.5552169445814497,1.2938734276301285,0.05064934726642386
109,109,109,04-19,1.0619618196521952,-0.6181265466682097,0.013034100840358886
110,110,110,04-20,1.4330561099827832,0.8203425897165559,0.3309139782337346
111,111,111,04-21,1.263054970243463,0.161368848979675,0.6114104210880589
112,112,112,04-22,1.6146809790460173,1.5243732777517782,0.25142654488001365
113,113,113,04-23,1.3469656345375178,0.4866309291184269,0.27988816500393016
114,114,114,04-24,0.9980080715112124,-0.8660298296181429,0.13016329455975598
115,115,115,04-25,1.1060167574512294,-0.4473568259247109,0.0689262174085609
116,116,116,04-26,1.2013012124868463,-0.07800663294848892,-0.3051682616728639
117,117,117,04-27,1.1682678283609955,-0.2060536139274956,0.17693077462712234
118,118,118,04-28,1.0356307023878215,-0.7201935967367706,0.20227587239822573
119,119,119,04-29,2.093193114375292,3.3792251469183445,0.11661868166795815
120,120,120,04-30,1.0372390323966096,-0.7139592429915221,-0.10226133475901553
121,121,121,05-01,0.9734304115850304,-0.9612999703063168,-0.2550249552846027
122,122,122,05-02,0.8625030180355379,-1.391286731510331,-0.12584509018310272
123,123,123,05-03,0.9318093354533916,-1.1226353370810185,-0.5632387543601467
124,124,124,05-04,1.2355845664741472,0.05488559387222909,-0.2926376919706079
125,125,125,05-05,1.4161638171983817,0.7548631618560807,-0.4127081764684311
126,126,126,05-06,1.4560947728646716,0.909647131345711,0.3200978361641729
127,127,127,05-07,0.7875767004111348,-1.681722877293256,0.5305391340961889
128,128,128,05-08,1.996792744506853,3.0055493442852934,0.8536108777776016
129,129,129,05-09,1.2575454759253302,0.14001245051107775,0.884798336060586
130,130,130,05-10,1.7356581923093182,1.993316055960705,0.7247264340526011
131,131,131,05-11,1.4644380028836976,0.9419879115539872,0.9421589530624772
132,132,132,05-12,1.2083239974965791,-0.05078428070219973,0.4542476093342637
133,133,133,05-13,1.1241343544997775,-0.3771277632339989,0.5501040197338439
134,134,134,05-14,1.2415685581884015,0.07808128191601209,0.22166018437091228
135,135,135,05-15,1.4059189058076171,0.7151509129085591,0.02079726795150923
136,136,136,05-16,1.2272692575124782,0.022653043783115303,0.04191799074304662
137,137,137,05-17,1.1535279685826794,-0.26318958696243105,0.1594783818569314
138,138,138,05-18,1.241016167682279,0.07594005604702461,0.09862783006584797
139,139,139,05-19,1.306102763030404,0.3282345834493097,0.05734677270129378
140,140,140,05-20,1.1473797079921886,-0.2870220288304885,-0.0065779426314626676
141,141,141,05-21,1.3420211232303847,0.4674645687212342,-0.1726532560389098
142,142,142,05-22,1.1283219964098294,-0.36089524821342345,-0.3382522027136969
143,143,143,05-23,0.8964646822951866,-1.2596414674071137,-0.3589504327836268
144,144,144,05-24,0.9846902360037472,-0.9176536240016984,-0.20656630856920186
145,145,145,05-25,1.274064557393803,0.20404520302973064,-0.2731632890958783
146,146,146,05-26,1.3832507892798491,0.6272827164560614,-0.5280377627065741
147,147,147,05-27,1.2389375383208654,0.06788268556117566,-0.34785674913796466
148,148,148,05-28,0.7338089984640291,-1.8901420898775985,-0.30864996378208304
149,149,149,05-29,1.1753617834008896,-0.17855538599545656,-0.4673149203108432
150,150,150,05-30,1.0453773115332965,-0.6824129118664085,-0.6196193621325002
151,151,151,05-31,1.028471553189264,-0.7479445361428304,-0.7153086030362394
152,152,152,06-01,1.1475030461170663,-0.2865439344738813,-0.5596753359787061
153,153,153,06-02,1.0908228653789462,-0.5062527598612591,-0.3642862494140571
154,154,154,06-03,0.9747093361759585,-0.9563424875323988,-0.12166347283867655
155,155,155,06-04,1.4777990310958131,0.9937791333924372,0.004156079444140444
156,156,156,06-05,1.4209262537270533,0.7733237475858745,0.014823212331048637
157,157,157,06-06,1.2232240839864852,0.00697277755407164,0.20225524287205826
158,158,158,06-07,1.1640143997849441,-0.22254113715243207,0.4707587743104098
159,159,159,06-08,1.3809436108277342,0.6183394233847987,0.4236698986927159
160,160,160,06-09,1.3903183677362427,0.6546787010977112,0.25642455550505644
161,161,161,06-10,1.4049114907052094,0.7112458796862734,0.3215795776801016
162,162,162,06-11,1.162051911394056,-0.2301483115400823,0.4823629647941636
163,163,163,06-12,1.3240757022963048,0.39790291060434224,0.4217165913837122
164,164,164,06-13,1.4128864628505289,0.7421591855319398,0.2494283876995681
165,165,165,06-14,1.2870708025792208,0.2544611829220905,0.044264601695647575
166,166,166,06-15,1.1236383240926882,-0.3790505210071534,0.12097176411879293
167,167,167,06-16,1.0873442618663278,-0.51973683633725,-0.06978705238373835
168,168,168,06-17,1.2807847612662393,0.2300946629987897,-0.2263977914098237
169,169,169,06-18,1.0288055188335374,-0.7466499884108454,-0.2658489343591066
170,170,170,06-19,1.170473123890344,-0.19750524862457244,-0.02485138892051832
171,171,171,06-20,1.226005492833519,0.017754325226393062,0.13080479083498034
172,172,172,06-21,1.4966716169197294,1.0669347516243763,0.22365013914172674
173,173,173,06-22,1.3282800654961942,0.4142002421957419,0.4419635815884145
174,174,174,06-23,1.424497453192244,0.7871667528392683,0.7075339207954818
175,175,175,06-24,1.366726729425481,0.5632306662692811,0.540401715099035
176,176,176,06-25,1.5815419500533519,1.3959167866178324,0.0761348891282028
177,177,177,06-26,0.9673062728272339,-0.9850389089522882,-0.13785605578407042
178,178,178,06-27,0.7780461117218332,-1.7186662042006169,0.0006140014560216215
179,179,179,06-28,0.9970495267348078,-0.8697454272778975,0.010624101128265524
180,180,180,06-29,1.6388313432582864,1.6179870962798206,-0.09052208487059256
181,181,181,06-30,1.3822210799404142,0.6232912643027445,0.2366227784541389
182,182,182,07-01,1.424980625947812,0.7890396706246839,0.5099921350482126
183,183,183,07-02,1.4736845654998223,0.9778302709961004,0.6692381964547174
184,184,184,07-03,1.201186816589646,-0.07845006463617425,0.4024377387402501
185,185,185,07-04,1.2435420067644154,0.08573094116113074,0.4026872421469681
186,186,186,07-05,1.2258584514063615,0.017184349993017437,0.3038907031498808
187,187,187,07-06,1.38260727921564,0.6247882847430527,0.03619839303707928
188,188,188,07-07,1.2720562540629123,0.1962604366421601,0.17377648942567547
189,189,189,07-08,1.0593312005137796,-0.6283235896807089,0.2345893200783611
190,190,190,07-09,1.4141400656499852,0.7470185136954028,0.13329229031730253
191,191,191,07-10,1.3376724694760584,0.4506079250772443,0.1844090970181614
192,192,192,07-11,1.0690636405023828,-0.590597828573334,0.2658632972096697
193,193,193,07-12,1.4617295403478965,0.931489124948206,0.3402082684180523
194,194,194,07-13,1.3981369096012657,0.6849856377912099,0.06845205628830303
195,195,195,07-14,1.1744076813323845,-0.18225376243041366,0.09824209820699707
196,196,196,07-15,0.9934963015300028,-0.8835187590830929,0.17150932254016296
197,197,197,07-16,1.3837836338456466,0.6293481765894088,0.2322287633410612
