,unnamed: 0,unnamed: 0,mth_day,journalism,journalism_norm,journalism_ravg
198,198,198,07-17,1.1824719073772958,-0.1509944825743386,0.2854419474283631
199,199,199,07-18,1.5557154475460568,1.2958057697535952,0.3726396204495073
200,200,200,07-19,1.4805040940710184,1.0042647423150215,0.5219190980339047
201,201,201,07-20,1.309378496220712,0.3409322756964511,0.5942266084768039
202,202,202,07-21,1.2245617879998572,0.01215810642329169,0.7200176155198298
203,203,203,07-22,1.4957063867000473,1.0631932392468029,0.298848339632962
204,204,204,07-23,1.377180253804197,0.6037515596838174,0.23283711163643275
205,205,205,07-24,0.9037994226930396,-1.2312098855676117,0.12678550590279464
206,206,206,07-25,1.3783271789564338,0.6081973743358461,0.14107347144263332
207,207,207,07-26,1.1452242114771969,-0.2953773587053773,0.19174931534323125
208,208,208,07-27,1.2466777262490436,0.09788589966232387,0.3136802426491943
209,209,209,07-28,1.574146093970204,1.3672483026503908,0.6518335270249048
210,210,210,07-29,1.565913691846571,1.335337123519596,0.5632350513477247
211,211,211,07-30,1.42721733934188,0.7977098206866512,0.3764894599716549
212,212,212,07-31,1.2411881012070425,0.07660652027276542,0.4610033135875053
213,213,213,08-01,0.8561659858211191,-1.4158509069617955,0.3386678346574607
214,214,214,08-02,1.3774943328931013,0.6049690213574264,0.2684630520111588
215,215,215,08-03,1.3847864618967871,0.6332354290701231,0.246877180960917
216,216,216,08-04,1.4572456919501562,0.9141084276417842,0.15524431526583504
217,217,217,08-05,1.3938051793061528,0.6681945943852008,0.23664950763346385
218,218,218,08-06,1.099352176865129,-0.4731906738977262,0.028092625673630026
219,219,219,08-07,0.9821707835332744,-0.9274197527560232,-0.2625274383264124
220,220,220,08-08,1.0546750266730625,-0.6463722704015764,-0.16348685011611333
221,221,221,08-09,0.9349438743374592,-1.1104849549301314,-0.08011804783487388
222,222,222,08-10,1.6105478207182249,1.5083519569035786,-0.0053342168170144606
223,223,223,08-11,1.5228493933350549,1.1684074080726374,0.5033335690959224
224,224,224,08-12,1.2151079563858045,-0.02448768779056968,1.1316046342547923
225,225,225,08-13,1.7695232803764258,2.1245869627215983,1.551670657183136
226,226,226,08-14,2.0271580608784365,3.1232541205516435,1.6470564385870048
227,227,227,08-15,1.585152205100935,1.4099111826399304,1.4321381284614307
228,228,228,08-16,1.758192777272492,2.080666645326789,1.5252504832578768
229,229,229,08-17,1.1901834121564387,-0.12110245268080724,1.012328786139048
230,230,230,08-18,1.3592339401147506,0.5341864409881061,0.4913963736346818
231,231,231,08-19,0.9755862745431938,-0.9529432199913755,0.34611652149467736
232,232,232,08-20,1.2208214949885705,-0.0023403544745530464,0.04509735736321111
233,233,233,08-21,1.360277625874063,0.538232069799904,-0.04824181091643468
234,234,234,08-22,1.2922537163760457,0.2745516605379917,0.13735771227052124
235,235,235,08-23,1.04570635024393,-0.681137462358682,0.4350386084619206
236,236,236,08-24,1.6465181991953128,1.6477835801098415,0.5435329758827849
237,237,237,08-25,1.436358124795416,0.8331421571570203,0.49261701845059
238,238,238,08-26,1.3887568615440158,0.6486258500506332,0.4309446958848298
239,239,239,08-27,1.2814662536511323,0.2327363252067339,0.4228620046618365
240,240,240,08-28,1.1967928704112911,-0.09548227485656947,0.4226333389477768
241,241,241,08-29,1.0331953808216885,-0.7296336096966416,0.017859627850651056
242,242,242,08-30,1.6461642539959245,1.6464115858254833,-0.018205458562415358
243,243,243,08-31,0.8098203315345338,-1.595500109425734,0.14325065784391466
244,244,244,09-01,1.3329327330605736,0.43223533157223465,0.1769141508390241
245,245,245,09-02,1.5313796153847978,1.2014730236447138,0.4540132034746538
246,246,246,09-03,1.2488996402838737,0.1064986831140874,-0.0320766656900322
247,247,247,09-04,1.4621091768348635,0.9329607061171368,0.394260426696296
248,248,248,09-05,0.8937594767009004,-1.2701276291626329,0.2619516778520141
249,249,249,09-06,1.469735473565327,0.9625224448922354,-0.18922059238399214
250,250,250,09-07,1.128135758214266,-0.3616171614934565,-0.13511783994834084
251,251,251,09-08,0.8330228031106397,-1.5055605977713236,-0.10702945087045346
252,252,252,09-09,1.3326437624712928,0.4311151977279952,0.2540968356732948
253,253,253,09-10,1.5055864008408708,1.1014910405844611,-0.07376164117744001
254,254,254,09-11,1.4527366544586866,0.8966300900998565,-0.11298327633109105
255,255,255,09-12,0.9622525986741663,-1.0046284162121732,-0.10494883540041526
256,256,256,09-13,1.0674256971022302,-0.5969469724153629,-0.30318014938800897
257,257,257,09-14,0.8454590872683888,-1.457353952187269,-0.6084943726295343
258,258,258,09-15,1.0258071112363258,-0.7582726861975674,-0.5614994878290529
259,259,259,09-16,1.0329991392758402,-0.7303942988646904,-0.2627857752722629
260,260,260,09-17,1.5254787091184026,1.178599398902745,-0.2801327904841444
261,261,261,09-18,1.4246231162031289,0.7876538591285672,0.24131098700993586
262,262,262,09-19,1.0405747422784688,-0.7010290636866519,0.7007693544225235
263,263,263,09-20,1.652587180580671,1.6713087127772126,0.8479667069085356
264,264,264,09-21,1.7369897392624236,1.9984775182779588,0.6308306236419132
265,265,265,09-22,1.2608417631222806,0.1527898160513812,0.4782689700495595
266,266,266,09-23,1.1893798995429534,-0.12421710069698885,0.7643815727981683
267,267,267,09-24,1.188477242206266,-0.1277160624255552,0.4743313354262198
268,268,268,09-25,1.483440357894566,1.0156465528050012,0.1533830157286902
269,269,269,09-26,1.2036266115623675,-0.06899271145447902,0.019019634500991183
270,270,270,09-27,1.2402029014289075,0.0727876000927817,0.2747705163569503
271,271,271,09-28,1.0528644808494374,-0.653390471314813,0.4860748771937301
272,272,272,09-29,1.5852494650546032,1.4102881904387656,0.16639734251976024
273,273,273,09-30,1.5155492933684769,1.1401101025951237,0.09226507817396096
274,274,274,10-01,0.9886205323015732,-0.9024186552388176,-0.08895223023625633
275,275,275,10-02,1.0888793736877604,-0.5137862975292746,-0.03614067021261926
276,276,276,10-03,0.9597017488113888,-1.014516250368522,-0.4556387207013236
277,277,277,10-04,1.1346100027762174,-0.3365211111729905,-0.7256852227518632
278,278,278,10-05,0.9359202827862212,-1.1067001124934601,-0.598478978122407
279,279,279,10-06,1.0975519411837964,-0.4801689097081149,-0.4979770387454075
280,280,280,10-07,1.1855194850105335,-0.1391811874620803,-0.2001957380545332
281,281,281,10-08,1.244443486646161,0.08922533873272225,-0.4689162037104229
282,282,282,10-09,1.4206290123520977,0.7721715537767236,-0.4682613925237053
283,283,283,10-10,0.7186651848686163,-1.9488439051083293,-0.3525094428655235
284,284,284,10-11,0.9369338465248755,-1.102771245373154,-0.22689928318286245
285,285,285,10-12,1.2767211142704349,0.21434278824097566,-0.11296434255700814
286,286,286,10-13,1.3799479029169464,0.614479770633886,-0.2827520844155701
287,287,287,10-14,1.4208001627789733,0.7728349824878478,0.4710859840459971
288,288,288,10-15,1.157819362934707,-0.24655489737464845,0.8231714355203756
289,289,289,10-16,1.885509836438949,2.5741845056610746,0.645646544924266
290,290,290,10-17,1.4819169710664954,1.0097414634731168,0.5136721682024934
291,291,291,10-18,1.001935350883056,-0.8508065553356822,0.17606128695249226
292,292,292,10-19,1.1756684932336456,-0.17736648969674965,0.1723280542853712
293,293,293,10-20,0.8982218166064827,-1.2528303050121592,-0.2187006476743157
294,294,294,10-21,1.1520407975465359,-0.2689542933773749,-0.7062168949544535
295,295,295,10-22,1.2802475545495433,0.2280122939029533,-0.8207707912301642
296,296,296,10-23,0.7273043433792399,-1.9153560202077096,-0.596615464877563
297,297,297,10-24,0.8246206107842409,-1.5381299329899458,-0.5971837887712678
298,298,298,10-25,1.5226321909005935,1.1675654684188577,-0.5417471846098628
299,299,299,10-26,0.8973421241055687,-1.2562402483743882,-0.3215264098617108
300,300,300,10-27,1.2378495511412808,0.06366533159105522,0.008545208919951879
301,301,301,10-28,1.621121070932136,1.5493369423918648,0.1949549718997257
302,302,302,10-29,1.2382128781479116,0.06507369248226658,0.12308843434688392
303,303,303,10-30,1.113159017152255,-0.4196713551113027,0.037166319248608616
304,304,304,10-31,1.4113920075260031,0.7363662431018068,0.13180937530377185
305,305,305,11-01,0.7643457092937788,-1.77177293896404,0.22044464113212925
306,306,306,11-02,1.3843448641089735,0.6315236679220346,0.4244038645789195
307,307,307,11-03,1.7583170951172775,2.0811485373620093,0.5544068293197041
308,308,308,11-04,1.5539155986313875,1.288829033163008,0.22187207364541106
309,309,309,11-05,1.31438693391911,0.3603464333334052,0.6143654551724788
310,310,310,11-06,0.8966708527405195,-1.2588422909439516,0.5369105976876695
311,311,311,11-07,1.3718751273109082,0.583187350198366,0.0667685464670044
312,312,312,11-08,1.264454678171913,0.16679452301317935,0.08621960869915968
313,313,313,11-09,1.0305974947199583,-0.7397037699619812,0.1200984759641652
314,314,314,11-10,1.5840233484021982,1.4055354065559396,0.21860628512454602
315,315,315,11-11,1.3668270755401195,0.5636196369234384,0.14085830546231706
316,316,316,11-12,1.049148307867292,-0.6677954359816668,0.4823543626301608
317,317,317,11-13,1.2515312258356062,0.11669947222499233,0.7850540511812151
318,318,318,11-14,1.793046778398237,2.2157708660202413,0.8772916134249368
319,319,319,11-15,1.4991377918936222,1.0764943613443452,0.8693529388285568
320,320,320,11-16,1.7267952654501355,1.95896078001827,1.1308325066732186
321,321,321,11-17,1.3545390253859964,0.5159875893451585,1.186776882313169
322,322,322,11-18,1.4538851445955376,0.9010819710863036,0.8834857513503575
323,323,323,11-19,1.338125944558339,0.4523657260646955,0.7510462236996215
324,324,324,11-20,1.323591004222623,0.3960240802433717,0.3817026286019343
325,325,325,11-21,1.2941383882270756,0.2818571954399288,0.18275419830060588
326,326,326,11-22,1.15509874790624,-0.2571007905678532,0.1321798171874702
327,327,327,11-23,1.0465923700662758,-0.6777029924628117,0.16126057433430674
328,328,328,11-24,1.375602488707948,0.5976356844074896,0.11381378842472505
329,329,329,11-25,1.3831392270656182,0.6268502689457148,0.2265949773400133
330,330,330,11-26,1.250149464601544,0.11134336478588144,0.1183613806972334
331,331,331,11-27,1.4687092046785617,0.9585443289316584,0.3519119984860771
332,332,332,11-28,0.9875670210718752,-0.9065023704245326,0.32656933922093323
333,333,333,11-29,1.408098773946903,0.7236007142702505,0.11715358373759532
334,334,334,11-30,1.3363753023170422,0.4455797288166266,-0.06128714049052495
335,335,335,12-01,1.0589904947802158,-0.6296442639543127,-0.5065965817166277
336,336,336,12-02,0.9739461082058674,-0.95930098058284,-0.4712699697556603
337,337,337,12-03,0.7794272998142121,-1.713312318424958,-0.5345867092248596
338,338,338,12-04,1.0422480858115195,-0.6945426986587282,-0.3445129185513216
339,339,339,12-05,1.3100925815092046,0.3437002774550552,-0.2554035899034604
340,340,340,12-06,1.6305851536498872,1.5860224728578545,-0.1658216709037946
341,341,341,12-07,1.1969203074122252,-0.0949882920671455,0.0269104839686712
342,342,342,12-08,1.1126074300935878,-0.4218094665848454,0.09940335257460298
343,343,343,12-09,1.0777519579964585,-0.5569193891901634,-0.29525148924126005
344,344,344,12-10,1.154457749330436,-0.2595854870231375,-0.8582810654970432
345,345,345,12-11,0.6992175001685054,-2.024228773440123,-1.1140156607096203
346,346,346,12-12,0.7590875771601355,-1.7921549846768443,-1.0188548566271882
347,347,347,12-13,0.8010759515357969,-1.629395863342609,-1.1162303997198602
348,348,348,12-14,1.2599041506072184,0.14915535790974946,-1.0817376903396676
349,349,349,12-15,0.9270271055313652,-1.141172647746194,-0.5914806276361338
350,350,350,12-16,1.2078480398215816,-0.05262923074198385,-0.09159552052905418
351,351,351,12-17,1.458072558626414,0.9173136027810794,-0.03611062527011477
352,352,352,12-18,1.5328456135749502,1.207155657965634,-0.2817422173747743
353,353,353,12-19,0.8869594535562768,-1.296486491788973,-0.10262841056041604
354,354,354,12-20,0.8796979478494442,-1.3246341947182074,-0.08274769214193474
355,355,355,12-21,1.2042723074488788,-0.06648980686004463,-0.5140975503709749
356,356,356,12-22,1.2386208422661735,0.06665507976890404,-0.5528128526081675
357,357,357,12-23,0.7903982979495172,-1.6707855465931618,-0.5931689321381739
358,358,358,12-24,1.4729192908812851,0.9748638445424788,-0.4673637406947197
359,359,359,12-25,0.8244934180401414,-1.5386229689690123,-0.5432604754281412
360,360,360,12-26,1.074428249909084,-0.5698030460574817,-0.8736858186010864
361,361,361,12-27,1.0867938957044605,-0.5218702152605735,-0.9296453566494052
362,362,362,12-28,0.7271647875043288,-1.9158969792687668,-1.4184142241691386
363,363,363,12-29,0.7037801097631818,-2.006542774883076,
364,364,364,12-30,0.7163677677094811,-1.9577493605759213,
365,365,365,12-31,,,
