,unnamed: 0,unnamed: 0,mth_day,steven spielberg,steven spielberg_norm,steven spielberg_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.6736444143362117,-0.4910524886693929,
2,2,2,01-03,1.5410263939019322,-0.8205700606376436,
3,3,3,01-04,1.6112197829320198,-0.6461597124385488,
4,4,4,01-05,1.7544409791530449,-0.2902963035398444,-0.670235418257553
5,5,5,01-06,1.4238014530285954,-1.1118402648241568,-0.7809283568706045
6,6,6,01-07,1.6050484569647148,-0.6614936794357318,-0.8135649126113885
7,7,7,01-08,1.40634677116839,-1.1552101203477014,-0.8231774102277106
8,8,8,01-09,1.46221671968123,-1.0163893950823473,-0.7003580321308976
9,9,9,01-10,1.5880078419537338,-0.7038346981364811,-0.4896106067565053
10,10,10,01-11,2.0510211468851254,0.4466199650410331,-0.2760331154392654
11,11,11,01-12,1.9327073580672345,0.15264428742219788,-0.1822832329043594
12,12,12,01-13,2.120788311539892,0.6199712684677074,-0.13664744871880555
13,13,13,01-14,1.6327308834959116,-0.5927108251382653,0.021333693345848632
14,14,14,01-15,1.5724165003515718,-0.7425746899690242,-0.2233541578083316
15,15,15,01-16,1.9694954731246697,0.24405215425144394,-0.09373028603761246
16,16,16,01-17,1.4601570254261664,-1.0215071418840482,0.10154435797604544
17,17,17,01-18,2.2457187918292423,0.9303875180465128,-0.06882153565606834
18,18,18,01-19,2.592331056445679,1.7916191325496549,-0.2509648074219225
19,19,19,01-20,1.221336964293603,-1.6149061869309482,-0.21086934714572428
20,20,20,01-21,1.1325829583757658,-1.8354343205641488,-0.4849557256645542
21,21,21,01-22,2.0663166630564107,0.4846249159086334,-0.9590978292427258
22,22,22,01-23,0.7983023134594852,-2.6660254129970284,-1.4132673869178158
23,23,23,01-24,1.1007761387471668,-1.9144651034225169,-1.4723971987311348
24,24,24,01-25,1.4956174459280709,-0.933398213500886,-1.5391994986662587
25,25,25,01-26,1.0785522524891096,-1.969685057810863,-1.8973133644492988
26,26,26,01-27,0.971270976287478,-2.2362481201748925,-1.474025543408137
27,27,27,01-28,1.2015551569576124,-1.664058278789608,-1.3352378062083379
28,28,28,01-29,1.8204437288343296,-0.12629848675005784,-1.4151365958321735
29,29,29,01-30,1.4359161713357247,-1.0817386802237223,-1.1542425276275046
30,30,30,01-31,1.3026804941585493,-1.4127909512439008,-0.8301991132955967
31,31,31,02-01,1.7085506103008026,-0.4043206485828483,-0.4148202273992277
32,32,32,02-02,1.7537602842798872,-0.29198763418344564,-0.5597478298473454
33,33,33,02-03,2.2045983376062086,0.8282150365886062,-0.5530280687774415
34,34,34,02-04,1.4704773529323951,-0.9958641014387644,-0.525521746589004
35,35,35,02-05,1.452142827878967,-1.041420113804299,-0.5665374960541074
36,36,36,02-06,1.3691018502568435,-1.2477530181132754,-0.6054467351313145
37,37,37,02-07,1.6095071365060676,-0.6504151453734685,-0.8752370073964959
38,38,38,02-08,1.6598035420242032,-0.5254430686466879,-0.6001700819575287
39,39,39,02-09,1.5531177207786309,-0.7905265970024828,-0.445468138536171
40,40,40,02-10,2.1346998571363427,0.6545374511950388,-0.4508085311707151
41,41,41,02-11,1.8257119587389088,-0.11320845327615316,-0.35623964691184995
42,42,42,02-12,1.35620604694102,-1.27979537392054,-0.10292803904401024
43,43,43,02-13,1.8378689470798155,-0.08300183982027748,-0.14721200925365446
44,44,44,02-14,2.271492025666479,0.9944265785603508,-0.485898071787835
45,45,45,02-15,1.446182255739344,-1.056230418260348,-0.5214507045960234
46,46,46,02-16,1.3168519670767884,-1.377578924010044,-0.22209109445772304
47,47,47,02-17,1.73986063816588,-0.3265242501252838,-0.07453181587560385
48,48,48,02-18,2.0790897218367093,0.5163622869092614,0.07881328416335164
49,49,49,02-19,2.1941902073764856,0.8023538316724377,0.15782324802601014
50,50,50,02-20,2.6417846960510896,1.9144971787940839,0.24726235767891405
51,51,51,02-21,1.6369729004894082,-0.5821706350843971,0.42405294013169176
52,52,52,02-22,1.5328265677766637,-0.8409442660926203,0.2581266387894545
53,53,53,02-23,2.16676868321368,0.7342192445913827,0.00837798045660563
54,54,54,02-24,1.6784163831030277,-0.4791955211441624,-0.4805846843086485
55,55,55,02-25,1.5911054163035991,-0.6961381183246554,-0.036000749490828245
56,56,56,02-26,1.4610538425167718,-1.0192788097974417,-0.0020016229828451557
57,57,57,02-27,2.710539466307078,2.0853329738225246,-0.3699572382053266
58,58,58,02-28,1.614926532771874,-0.6369495070447218,-0.5485545718485075
59,59,59,02-29,1.2782416464245552,-1.473514446743506,-0.4836158612620804
60,60,60,03-01,1.2471454551013867,-1.5507795230032482,-0.19425512881334986
61,61,61,03-02,1.7479172645352858,-0.30650585480609216,-0.6199859577219397
62,62,62,03-03,2.1597925586261733,0.7168855848949419,-0.5635718848064568
63,63,63,03-04,1.6824987564208944,-0.4690519996290146,-0.4207648266113459
64,64,64,03-05,1.7511533682028042,-0.2984650695518244,-0.1840550425923136
65,65,65,03-06,1.6230874022746251,-0.6166720975728405,-0.37918790626403737
66,66,66,03-07,1.8187444041927177,-0.13052081888905456,-0.3236602360452765
67,67,67,03-08,1.2767168861049156,-1.4773030368364348,-0.3065910789047969
68,68,68,03-09,2.293878938173466,1.0500516062075074,-0.15307271689353905
69,69,69,03-10,1.7237167919313676,-0.3666370567861371,-0.19853540099056385
70,70,70,03-11,2.1218644258615025,0.6226451025157227,-0.31218621303178984
71,71,71,03-12,1.5133056179667943,-0.889448202154989,-0.09454925662574827
72,72,72,03-13,1.5443041862044409,-0.8124256911364103,-0.40005302175989294
73,73,73,03-14,1.8022594025694096,-0.17148129840018564,-0.5124539995507803
74,74,74,03-15,1.556158561224107,-0.7829709845973604,-0.3912654895174483
75,75,75,03-16,1.4522946323093409,-1.0410429235314609,-0.5786235436334557
76,76,76,03-17,2.4145064273912205,1.3497761627157143,-0.2363415092472357
77,77,77,03-18,1.0608795922310106,-2.0135965268510336,-0.15760204069213413
78,78,78,03-19,2.3708355100312386,1.2412665151809097,-0.1426286981209767
79,79,79,03-20,1.9923968642067675,0.30095551293042405,-0.05347402257083589
80,80,80,03-21,1.5923156931040885,-0.6931309291704159,-0.2500574073173445
81,81,81,03-22,1.667582390955353,-0.5061148702306161,0.2975192981197302
82,82,82,03-23,1.93980337869558,0.17027585423666242,-0.002525805872361397
83,83,83,03-24,2.3831496904942893,1.2718637057714148,-0.057228664156741535
84,84,84,03-25,1.6462965272738168,-0.5590041087716403,-0.030792901314564525
85,85,85,03-26,1.8603022132094533,-0.027261636775856874,0.10158422419808184
86,86,86,03-27,1.656151897938786,-0.5345163521173538,0.0842118871352026
87,87,87,03-28,1.9872422906943348,0.28814788284526194,-0.1509552969667907
88,88,88,03-29,1.8978532343466512,0.06604183185938703,-0.09475172309073386
89,89,89,03-30,1.8152757606078125,-0.1391393988405448,-0.15481443786713514
90,90,90,03-31,1.7820150565938724,-0.22178266551529932,-0.1250485751054961
91,91,91,04-01,1.7152647582177198,-0.3876379254342648,-0.2794208133325256
92,92,92,04-02,1.7280295178008434,-0.35592117554751945,-0.4757300529249069
93,93,93,04-03,1.6144693210212606,-0.6380855465169151,-0.4888945298066258
94,94,94,04-04,1.4238121822923713,-1.1118136056949008,-0.4784253398759335
95,95,95,04-05,1.7834866177039324,-0.21812626013085792,-0.5200208147053397
96,96,96,04-06,1.8072957098081903,-0.1589675259311457,-0.3065869052351258
97,97,97,04-07,1.6148213828077207,-0.6372107744107018,-0.4388552051254852
98,98,98,04-08,2.243422655685754,0.9246822812737636,-0.4037890091440897
99,99,99,04-09,1.2950722097918086,-1.431695345859071,-0.3062053550888939
100,100,100,04-10,1.5084888713217726,-0.9014164298065276,-0.4138918311139507
101,101,101,04-11,2.0191283945641447,0.3673756642003164,-0.12298112639553535
102,102,102,04-12,1.5472579729551916,-0.8050863820814865,-0.007727642306086671
103,103,103,04-13,2.3173029206350497,1.1082534538997904,0.3824939488535672
104,104,104,04-14,2.5217329530723056,1.6162031858104555,0.5283543917285699
105,105,105,04-15,2.237366388057254,0.9096342010988516,0.4075945569583305
106,106,106,04-16,1.8607078394006085,-0.02625377255651114,0.5430290136378867
107,107,107,04-17,1.7275215438664924,-0.3571833444211187,0.1842359607902928
108,108,108,04-18,1.8743006147691241,0.0075203579958495045,-0.08810220880362862
109,109,109,04-19,1.4509013361003549,-1.0445048631857727,-0.302680244054022
110,110,110,04-20,1.8640997581350576,-0.017825831753072733,-0.2003453034706336
111,111,111,04-21,1.7192104531198722,-0.3778340104035087,-0.3468220232914627
112,112,112,04-22,2.1078228656560736,0.5877558709438196,-0.30096432806050816
113,113,113,04-23,1.3738144106235357,-1.2360436633460938,0.1701823716291204
114,114,114,04-24,1.9850362588845207,0.2826665293815769,0.16895053138606966
115,115,115,04-25,2.588610787048894,1.7823753349519986,0.2811323359005235
116,116,116,04-26,1.8611251511018323,-0.025216873211377003,0.13446119814367904
117,117,117,04-27,1.9901033603706988,0.295256816683214,0.4818734572155243
118,118,118,04-28,1.7536462584183208,-0.2922709555972468,0.5996332449653653
119,119,119,04-29,2.2127340311616766,0.8484298910849781,0.4439253048525284
120,120,120,04-30,2.269398695367566,0.9892252558806232,0.5705721176560586
121,121,121,05-01,2.21261240868648,0.8481276942749771,0.6246010385743911
122,122,122,05-02,2.166947681438998,0.7346640036098046,0.6493737747924434
123,123,123,05-03,2.1205706097302537,0.6194303421932088,0.2688054325040116
124,124,124,05-04,1.8134666416231693,-0.1436345382889331,0.2377930473874464
125,125,125,05-05,1.2937501986555942,-1.4349801626456125,0.05463857552807831
126,126,126,05-06,2.1945110145946454,0.8031509451812322,-0.04027191697765766
127,127,127,05-07,1.7703370542052512,-0.2507991368812316,-0.21539977020183496
128,128,128,05-08,1.9377609665812068,0.16520104857538875,-0.22405427726408572
129,129,129,05-09,1.6976776681714376,-0.43133677715185503,-0.03898519033392852
130,130,130,05-10,1.7925680245162046,-0.19556158066243806,-0.08545437908174541
131,131,131,05-11,1.7406489022176934,-0.3245656410646689,0.015247182081192412
132,132,132,05-12,2.0822987561810127,0.5243358126943308,-0.1696289208272801
133,133,133,05-13,2.013507849916693,0.3534102300963954,-0.04166465239256428
134,134,134,05-14,1.491328274445055,-0.9440555688754464,0.07357974911667542
135,135,135,05-15,2.0066815467464085,0.33644883345644,0.2020067546041648
136,136,136,05-16,2.0708563895887884,0.4959048283930002,0.4408024068714362
137,137,137,05-17,2.050770182906679,0.445996391860267,0.5328670014246538
138,138,138,05-18,2.6589345908560023,1.9571097262979589,0.6038980889657989
139,139,139,05-19,2.235822384625185,0.9057977974157017,0.9030291540071902
140,140,140,05-20,1.6628517928310471,-0.5178690436285767,0.8711755894912826
141,141,141,05-21,2.7290133385091098,2.131235223704788,1.0217382063977491
142,142,142,05-22,1.9939374566534187,0.3047834412975549,0.7329814754919189
143,143,143,05-23,2.4143438051497594,1.3493720932990658,0.6262864347012502
144,144,144,05-24,1.9616543976741687,0.2245693408629772,0.8577625355254361
145,145,145,05-25,1.9781787327501976,0.26562755267168897,0.5430026620341889
146,146,146,05-26,2.221812617028434,0.8709875613165393,0.4484613030526029
147,147,147,05-27,1.9689416175647352,0.2426759827573044,0.34831686866526024
148,148,148,05-28,1.7656421132078943,-0.2624647125919612,0.4739725638868124
149,149,149,05-29,2.1725183407298005,0.7485054869750104,0.4408550688397753
150,150,150,05-30,2.2650836100898455,0.9785035121922904,0.7239730433904938
151,151,151,05-31,1.898207702216446,0.06692258238946636,0.6036490386052797
152,152,152,06-01,2.90547652806071,2.569695408620851,0.579694874006494
153,153,153,06-02,1.6783871946847804,-0.4792680459539804,1.0152735248285596
154,154,154,06-03,1.7077983896467013,-0.4061897001846754,1.2660411403870515
155,155,155,06-04,3.2243392449155523,3.3619773919074047,1.5957479477327308
156,156,156,06-05,2.8706289453339853,2.4831092055432404,1.3006642882517685
157,157,157,06-06,2.694372784146036,2.045163426463543,1.3814283697805143
158,158,158,06-07,2.1929182772374967,0.7991934517350767,1.6906482695394578
159,159,159,06-08,1.8734136246968416,0.005316443218497025,1.1817838142304182
160,160,160,06-09,2.454492365448425,1.4491296983689828,1.0323048409415596
161,161,161,06-10,1.995550206515717,0.30879066005316824,0.9598423962059068
162,162,162,06-11,2.509672069819735,1.5862353658100878,1.2213409449507218
163,163,163,06-12,2.5193928717983587,1.6103887580496261,1.159856950705736
164,164,164,06-13,2.824376314643447,2.3681847442039667,1.0840190293081704
165,165,165,06-14,1.7249441111023145,-0.3635875222514179,1.1883096136181557
166,166,166,06-15,2.271361463818123,0.99410216998359,1.1535167709363163
167,167,167,06-16,2.2473876564916555,0.93453416591308,1.0645726426092803
168,168,168,06-17,2.4256554652874938,1.3774783097190528,0.5953287684390017
169,169,169,06-18,2.304613535615574,1.0767239880874115,0.8893068853717758
170,170,170,06-19,1.6912617437573094,-0.4472785008177051,0.7319293569214586
171,171,171,06-20,2.4348327343841945,1.4002811793452257,0.6359733820616641
172,172,172,06-21,1.8913314188177035,0.049836999281685584,0.4472055271486901
173,173,173,06-22,2.01567634546075,0.35879831675431395,0.4871883075870001
174,174,174,06-23,1.9698250992650848,0.2448711802412083,0.5100178136518478
175,175,175,06-24,2.401162630005562,1.3166206707172712,0.4365928189519388
176,176,176,06-25,1.7463896791277036,-0.31030146442861817,0.6003085414801367
177,177,177,06-26,2.257528488252442,0.9597312111457724,0.7227950682343044
178,178,178,06-27,2.286666725022544,1.0321313344508725,0.94013172428341
179,179,179,06-28,2.311452754791173,1.0937174772793197,0.7263907735811266
180,180,180,06-29,2.494642460370464,1.5488911165358417,0.5915308856153628
181,181,181,06-30,1.8850280591194524,0.034174966503571866,0.4772969731951877
182,182,182,07-01,1.4207344868201168,-1.1194607922232012,0.3034830026527941
183,183,183,07-02,1.981680218775278,0.27432773662472143,0.10481647475721652
184,184,184,07-03,1.866946503861616,-0.010752488803488749,-0.11459383120840465
185,185,185,07-04,1.831719400991124,-0.0982816900941456,0.005613717654586462
186,186,186,07-05,1.9648177181043285,0.2324292807421147,0.13996791439441222
187,187,187,07-06,2.175301268094228,0.7554202596815185,-0.04324184185331111
188,188,188,07-07,1.7451685526985246,-0.31333561178424657,-0.13278759062193252
189,189,189,07-08,1.5392713653834913,-0.8249308008616185,0.22261010135247805
190,190,190,07-09,1.6507143945558806,-0.5480269814152172,0.09942065328134657
191,191,191,07-10,2.689921980508175,2.0341044617523183,-0.2748730185953194
192,192,192,07-11,1.6673439176511191,-0.5067074076846743,-0.0359206495674296
193,193,193,07-12,1.2714693019468728,-1.4903417715784772,0.07698839522454247
194,194,194,07-13,2.322182821818232,1.1203786023830922,0.053427977707970635
195,195,195,07-14,1.8119203883778603,-0.147476532109786,-0.2423938715558465
196,196,196,07-15,1.5938214784120237,-0.6893894865146483,-0.3252231128043489
197,197,197,07-16,1.9755811734384665,0.2591733661694149,0.11677848646309295
198,198,198,07-17,1.4673306083243298,-1.0036828551756882,-0.19418102949800434
199,199,199,07-18,2.338800129377494,1.1616678240261742,-0.34261060339587296
200,200,200,07-19,1.5712880784094807,-0.7453784933834916,0.006154221873840497
201,201,201,07-20,1.4534975677678168,-1.0380539754969975,-0.31481380634944744
202,202,202,07-21,2.4360072310218994,1.4031994651036326,-0.2443485994368008
203,203,203,07-22,1.200518205996458,-1.6666348031703129,-0.29253136215034864
204,204,204,07-23,1.6374876569046857,-0.5808916136998081,-0.187509489563928
205,205,205,07-24,2.2224499892871017,0.8725712477448869,-0.085946878178547
206,206,206,07-25,1.82489141910272,-0.1152472578649676,-0.3256552875630437
207,207,207,07-26,1.6987475990474168,-0.4286783071847117,-0.08726768373740712
208,208,208,07-27,1.8571673006812248,-0.035050991203347384,0.11578083855396487
209,209,209,07-28,1.7761686988048941,-0.2363091802164932,-0.10352743783779876
210,210,210,07-29,2.127802505685774,0.6373995200484238,-0.2842818812712541
211,211,211,07-30,1.6928716246577624,-0.4432784106056949,-0.3728309254665574
212,212,212,07-31,1.3884115738004899,-1.1997739184656997,-0.349989849297273
213,213,213,08-01,1.4849222989448758,-0.9599725723565314,-0.4124285106978332
214,214,214,08-02,1.9123231751567311,0.10199546581235898,-0.4957016320612223
215,215,215,08-03,1.6253938865716997,-0.6109411486198544,-0.34024991578513203
216,216,216,08-04,1.9267173293542328,0.1377607918680893,-0.3274866425146404
217,217,217,08-05,2.0682512821826604,0.4894318870508465,-0.1906104066430474
218,218,218,08-06,1.4192319035076553,-1.1231942788427498,-0.20453980213353987
219,219,219,08-07,1.815446501415058,-0.13871515712697366,0.008304091693931112
220,220,220,08-08,1.8786869321225064,0.018419092869404186,-0.20606022997230367
221,221,221,08-09,2.1393622742176754,0.6661222143449715,-0.4374535518323745
222,222,222,08-10,1.4090774629039138,-1.1484251381293196,-0.3861382035998357
223,223,223,08-11,1.5094903498870436,-0.8989280441095786,-0.2334877389449485
224,224,224,08-12,1.5431465073907649,-0.8153021894475171,-0.19827660925169
225,225,225,08-13,2.184061789273296,0.7771876308023496,-0.2516396259816532
226,226,226,08-14,1.9637136022806223,0.22968587102895524,0.11172413779341228
227,227,227,08-15,2.010503028244397,0.34594411396519203,0.09863510070990976
228,228,228,08-16,2.28651624885202,1.0317574445210729,0.18579026765362527
229,229,229,08-17,1.4778833765101174,-0.9774622666105938,-0.17617372281922605
230,230,230,08-18,1.7536059188568405,-0.292371187785224,-0.3127122187553733
231,231,231,08-19,1.3100031295494925,-1.3945963120347582,-0.01857012179409302
232,232,232,08-20,1.6340049630241325,-0.5895451045879284,-0.16362404530848873
233,233,233,08-21,2.7207876250698058,2.1107966957328737,0.4656089844250697
234,234,234,08-22,1.936244837021673,0.16143390343469904,0.9028391760800734
235,235,235,08-23,2.99733446307922,2.7979359117907565,1.1796461942493903
236,236,236,08-24,2.8094149091641736,2.3310099621447984,1.3886494778241454
237,237,237,08-25,1.9784275520649768,0.26624579698114564,1.0845072789725327
238,238,238,08-26,2.1386991721927817,0.6644745968606004,1.9247209612760467
239,239,239,08-27,1.98635511329864,0.2859435026231977,1.5423413264112404
240,240,240,08-28,3.9651650179392086,5.2027159972557815,1.0711798278702411
241,241,241,08-29,2.0739767812308147,0.5036581026019171,1.20777004663337
242,242,242,08-30,1.6716697224393269,-0.4959590291011978,1.0198726147189066
243,243,243,08-31,2.3082610898915417,1.0857871095599188,0.8827852112448941
244,244,244,09-01,1.68497067480785,-0.4629099946261809,-0.15297258338841946
245,245,245,09-02,1.6553209902938024,-0.5365809182208765,-0.4303771152753876
246,246,246,09-03,1.4640513889480444,-1.0118307705440999,-0.32952310062630497
247,247,247,09-04,1.4041095023733658,-1.1607690887198918,-0.3023382469134454
248,248,248,09-05,1.9152086577814431,0.10916505879329827,0.025808624876169584
249,249,249,09-06,2.373906174558692,1.248896231837076,0.2688362168725203
250,250,250,09-07,2.4773688760054418,1.5059712361115092,0.21160419121489035
251,251,251,09-08,2.242175972908892,0.921584633757228,0.2253428161956925
252,252,252,09-09,1.3258493883174365,-1.3552229244898797,0.1121685086769972
253,253,253,09-10,1.4372850790971192,-1.0783373388350788,-0.0632316441205212
254,254,254,09-11,1.6419190871373162,-0.5698807863188736,-0.6114716356495203
255,255,255,09-12,1.950355693005892,0.1964953150519656,-0.7186887215528498
256,256,256,09-13,1.1534970964484978,-1.7834687130624858,-0.6410185443431112
