,unnamed: 0,unnamed: 0,mth_day,quotable,quotable_norm,quotable_ravg
31,31,31,02-01,6.5496200952943076,-1.2765188766640685,-0.7412630117714295
32,32,32,02-02,6.787250756278152,-1.0210198248554476,-0.9483512073059231
33,33,33,02-03,8.091643509662314,0.3814553872904524,-0.9060401759105652
34,34,34,02-04,6.494630754780493,-1.3356430835433148,-0.7478947171115444
35,35,35,02-05,6.88705386573571,-0.9137121242061144,-0.5531902358206174
36,36,36,02-06,7.4374497613473025,-0.32192978069077754,-0.4349669477740537
37,37,37,02-07,7.636146740105565,-0.10829198891850683,-0.6860550023703329
38,38,38,02-08,7.446982631210472,-0.3116800965760653,-0.4397786909357823
39,39,39,02-09,6.6904746217976125,-1.1250729402872237,-0.17470870866090935
40,40,40,02-10,7.868948246526606,0.14201478506398854,-0.17213484495388925
41,41,41,02-11,8.36624734177574,0.6767077694431229,-0.15485897992422226
42,42,42,02-12,7.451812920732483,-0.3064865984486567,0.11046892034076294
43,43,43,02-13,7.732552778335621,-0.004636798740504742,0.2360844577375944
44,44,44,02-14,8.927615389831852,1.2802873050138457,0.11463846783529298
45,45,45,02-15,7.391458119861058,-0.371379715906235,-0.015260700080877616
46,46,46,02-16,7.1912324432772525,-0.5866611543498198,0.013349668500069758
47,47,47,02-17,7.641359521300558,-0.1026872380539006,-0.2276671948791405
48,48,48,02-18,7.611469892030546,-0.13482438696297247,-0.4723260021781591
49,49,49,02-19,6.38758504993979,-1.4507379790157664,-0.4962534303929218
50,50,50,02-20,7.562324199533429,-0.18766553878026587,-0.32502886005174875
51,51,51,02-21,7.2579337750448625,-0.5149442851948105,-0.12338368449998748
52,52,52,02-22,8.146732063463514,0.44068626769721797,-0.06574266959178582
53,53,53,02-23,8.766617936422827,1.1071838152566669,0.1762883845079052
54,54,54,02-24,7.933129147721455,0.2110217024862375,0.4120073278432495
55,55,55,02-25,7.738212356550855,0.001448345582379704,0.6431783197001844
56,56,56,02-26,8.877727475937329,1.2266481212317997,0.4341646783465965
57,57,57,02-27,8.547957715401445,0.8720816659467989,-0.03348819996005429
58,58,58,02-28,6.980354746649902,-0.8133955804243094,-0.1553804454479444
59,59,59,02-29,6.156933200694403,-1.6987334545832375,-0.28305290543133554
60,60,60,03-01,7.252923064942204,-0.5203317704411031,-0.607932326909295
61,61,61,03-02,7.02575043137678,-0.7645864143179671,-0.9423318294350032
62,62,62,03-03,7.064774094246883,-0.7226284076359573,-0.9696538688023864
63,63,63,03-04,6.681878583083383,-1.1343153492074498,-0.8759580089587774
64,64,64,03-05,6.827887152856377,-0.9773278166286092,-0.8589667881692796
65,65,65,03-06,6.679792497787153,-1.1365582955215834,-0.8200227990486105
66,66,66,03-07,7.3477406777329195,-0.4183844457041165,-0.7424952719316948
67,67,67,03-08,7.243073019713213,-0.5309224795939528,-0.7294432737839481
68,68,68,03-09,7.4974078136166575,-0.2574632449344631,-0.6196229220249628
69,69,69,03-10,6.754713803215601,-1.0560033603209689,-0.6444908187384976
70,70,70,03-11,7.440727378913581,-0.3184057060746974,-0.7132184005607254
71,71,71,03-12,6.541019973392621,-1.2857656758027909,-0.7341066989920021
72,72,72,03-13,6.9642140717288274,-0.8307499366374839,-0.9168336853828004
73,73,73,03-14,7.126508199736422,-0.656252270181612,-0.992719485697266
74,74,74,03-15,6.4777202433906185,-1.3538251632792528,-1.0104386354696941
75,75,75,03-16,6.331241557184992,-1.5113181622077627,-1.3024068476597586
76,76,76,03-17,7.341847639610728,-0.42472060470926665,-1.0366867857007656
77,77,77,03-18,4.9117239249446865,-3.0375749489431776,-0.7898134922130998
78,78,78,03-19,8.447035244950575,0.7635704351164736,-0.5667939984195202
79,79,79,03-20,8.504157083255764,0.8249874907443809,-0.3500207095665184
80,80,80,03-21,7.722255657842505,-0.015708200517774572,-0.3104787406654929
81,81,81,03-22,7.540920721529575,-0.21067842908975126,0.21713799234207745
82,82,82,03-23,7.562507187425994,-0.1874687913031139,0.1833812994945155
83,83,83,03-24,7.856030264789092,0.12812544910224433,0.10547574570008254
84,84,84,03-25,8.258659784989886,0.5610302780311018,0.20093505923596555
85,85,85,03-26,8.069413828168843,0.3575541679777832,0.26223065478384633
86,86,86,03-27,8.254955711608355,0.5570476806975234,0.27425902149152376
87,87,87,03-28,7.882973956929094,0.15709514419753334,0.0925644255474438
88,88,88,03-29,7.629630146460122,-0.11529859105704922,-0.1325673625866455
89,89,89,03-30,6.8421038343209615,-0.9620421265622356,-0.24751708802988506
90,90,90,03-31,7.002336947529392,-0.7897604507734339,-0.3083393093604653
91,91,91,04-01,7.427949704283582,-0.3321441846816541,-0.3847284144332532
92,92,92,04-02,7.9155440882387875,0.1921143527140416,-0.4808981495825565
93,93,93,04-03,7.4566930748221525,-0.30123948623919383,-0.331329217670816
94,94,94,04-04,7.092965664105297,-0.6923170019528688,-0.0436651341316994
95,95,95,04-05,7.676756579242861,-0.06462853509179296,0.06307821726913307
96,96,96,04-06,8.607614286028054,0.9362240504612658,0.0884288544103961
97,97,97,04-07,8.023619072982699,0.3083159237233408,-0.10326420146618948
98,98,98,04-08,8.057010491756062,0.34421817556161977,0.030314818385759206
99,99,99,04-09,6.386971353707821,-1.4513978214987067,0.012006598246121046
100,100,100,04-10,7.838388487938771,0.10915711715882337,-0.4224618695497326
101,101,101,04-11,7.574589598447673,-0.17447785592962192,-0.4987372189800763
102,102,102,04-12,6.183111452499722,-1.670586756313856,-0.5865369498386492
103,103,103,04-13,7.59797299155263,-0.14933617285872158,-0.36444129691945615
104,104,104,04-14,7.567053884940449,-0.18258020958981824,-0.3605777869655393
105,105,105,04-15,7.626351377184977,-0.1188239039835487,-0.2692668389818998
106,106,106,04-16,7.859948374386129,0.13233817688232427,0.08835015604566321
107,107,107,04-17,8.0841401608662,0.3733878319722155,-0.07475379845207529
108,108,108,04-18,8.178753212558629,0.4751152138515217,-0.07611096317910593
109,109,109,04-19,6.687789562486715,-1.1279598998451523,-0.23950382190788275
110,110,110,04-20,7.5594803785294005,-0.1907231979520021,-0.255463204903431
111,111,111,04-21,6.7145557502757445,-1.0991810563562097,-0.3489705329966459
112,112,112,04-22,7.770888817336176,0.0365818789090346,-0.4073902737414632
113,113,113,04-23,7.562332944181862,-0.18765613658707345,-0.05214818863724754
114,114,114,04-24,7.852748364178348,0.12459676938261785,-0.189612459673642
115,115,115,04-25,8.670178402563328,1.0034926107801414,0.07851790535917767
116,116,116,04-26,6.79237634373614,-1.0155088241703685,0.12434343196027745
117,117,117,04-27,8.21082735100907,0.5096011338407079,0.16562187361914368
118,118,118,04-28,8.026613058167618,0.3115350385156331,0.1954962159172534
119,119,119,04-29,7.792682684574485,0.06001451336612406,0.05518793076125531
120,120,120,04-30,8.019458799849357,0.30384282317127626,0.03866760186107299
121,121,121,05-01,7.887203664134067,0.1616428998441529,-0.01239201845098246
122,122,122,05-02,6.70018649062088,-1.1146307975714624,0.009024759414145371
123,123,123,05-03,7.925894833918723,0.20324341196837525,-0.0950440933417796
124,124,124,05-04,8.146126998690104,0.4400357057064001,-0.2763508389901512
125,125,125,05-05,7.2119380573088305,-0.5643986031694259,-0.2372344669455817
126,126,126,05-06,7.007696724704182,-0.783997650718953,-0.08044793147153344
127,127,127,05-07,8.105488216153548,0.39634113211156985,-0.14290839265444144
128,128,128,05-08,7.575116267330324,-0.173911584727173,-0.1523345168681436
129,129,129,05-09,7.577341195746291,-0.17151935512907274,0.019769945097595814
130,130,130,05-10,8.093525563697014,0.3834789604241872,0.2666801356258465
131,131,131,05-11,8.172347814582329,0.4682281686250106,0.2493543510395219
132,132,132,05-12,8.385551508043829,0.6974634924505511,-0.020296433591231577
133,133,133,05-13,8.008803607404488,0.292386424593622,0.09055168738314263
134,134,134,05-14,6.070360134584711,-1.7918162925116938,0.21140441794275824
135,135,135,05-15,8.19591677329532,0.4935693707171726,0.22037365193945446
136,136,136,05-16,8.76793074934354,1.108595343781881,0.3622074836485645
137,137,137,05-17,8.22239962467085,0.5220435726051876,0.1197258954242622
138,138,138,05-18,9.177039388886996,1.5484664827052113,0.6320956684223735
139,139,139,05-19,6.655662145353642,-1.162503104752192,1.0737858252619232
140,140,140,05-20,8.929582514405126,1.2824023454769742,0.944308055615236
141,141,141,05-21,10.660719437184481,3.1437103117544702,1.0607310512696573
142,142,142,05-22,8.045394494917764,0.33172872590175745,0.9311850903268972
143,143,143,05-23,8.872085168673625,1.2205815465317156,1.3423221848086844
144,144,144,05-24,8.454122600538032,0.7711907170486493,1.1837211702388644
145,145,145,05-25,8.949966851968332,1.3043194621385312,0.6767607072098709
146,146,146,05-26,8.044527239448607,0.3307962580580545,0.9325101483155684
147,147,147,05-27,7.831683108411897,0.10194753358050836,0.6690534668360592
148,148,148,05-28,9.472575730370286,1.8662253725359408,0.5728932937673362
149,149,149,05-29,7.4018945378102226,-0.3601585423453397,0.4586160259613624
150,150,150,05-30,7.917511478307545,0.19422967863631127,0.6533575195932689
151,151,151,05-31,8.312255302936777,0.6186558553026886,0.885151357288418
152,152,152,06-01,9.131260427501163,1.4992452198494932,0.5836980949209865
153,153,153,06-02,9.12518277051018,1.4927105597514028,0.7334151420489468
154,154,154,06-03,7.790349417160328,0.057505798331351984,0.9791588837518632
155,155,155,06-04,8.237373823178741,0.5381437404224225,1.0428440413711453
156,156,156,06-05,9.288857024057323,1.6686921288538097,0.9362970558266096
157,157,157,06-06,8.667643222996835,1.000766801018382,0.9415735966737449
158,158,158,06-07,8.536686856564803,0.8599633065822797,1.0637873324054994
159,159,159,06-08,9.15462791827892,1.5243698048342136,0.9548117921628164
160,160,160,06-09,8.472349540393553,0.7907882127218792,1.1547771589230438
161,161,161,06-10,7.629247973576666,-0.1157095010336741,1.1803395984734562
162,162,162,06-11,10.404741453547171,2.8684843294151734,1.0536861345302109
163,163,163,06-12,8.81029156623861,1.1541414383208537,0.8845478505767196
164,164,164,06-13,7.82991132515648,0.10004252292281228,0.897054843171354
165,165,165,06-14,8.21077058662086,0.5095401011132636,1.0821222170671732
166,166,166,06-15,8.542143417814495,0.8658301682896856,0.7518937924665764
167,167,167,06-16,8.661995815279399,0.9946947423412408,0.6543309955329426
168,168,168,06-17,8.561938556440388,0.8871137818115926,0.6554488848382928
169,169,169,06-18,8.265853257947638,0.5687646567190504,0.6605975232925773
170,170,170,06-19,7.83614958176033,0.10674985875491308,0.7650737840380598
171,171,171,06-20,8.239501989349703,0.5404319318389712,0.7558796208453101
172,172,172,06-21,9.125161539932595,1.4926877327625807,0.5769602375076195
173,173,173,06-22,8.610688812895932,0.9395297631847436,0.4745363809899494
174,174,174,06-23,7.563498890436361,-0.1864025182145516,0.4779847916285779
175,175,175,06-24,7.694288348743057,-0.04577848238697016,0.4424656979960089
176,176,176,06-25,7.855393052769723,0.12744032258668495,0.2562843366461674
177,177,177,06-26,8.041291648347498,0.3273173700435567,0.27505601052427425
178,178,178,06-27,8.086197215472222,0.3755995646635319,0.7168978751712002
179,179,179,06-28,8.71544204559526,1.0521598064533848,1.0746522339824065
180,180,180,06-29,10.029148142826447,2.464648669667004,1.2218764842432075
181,181,181,06-30,9.690696652078069,2.100747670480267,1.1134824146676463
182,182,182,07-01,8.676961563212505,1.0107858241514929,1.0844179887811551
183,183,183,07-02,7.436410630958912,-0.3230470474098113,0.6804331816057118
184,184,184,07-03,7.924006428016081,0.20121300934458372,0.3099634126959185
185,185,185,07-04,6.461049880685643,-1.3717490365992744,-0.014199769725763124
186,186,186,07-05,7.9617829114319685,0.24183005620824405,-0.26328258088619244
187,187,187,07-06,7.881740162567715,0.15576857595017696,-0.035933297662220746
188,188,188,07-07,7.286982712721051,-0.4837110428110826,0.02165634034324586
189,189,189,07-08,8.705107952478121,1.0410486519340187,0.5706071558331681
190,190,190,07-09,8.24537898063072,0.5467508373773834,0.6298017943620697
191,191,191,07-10,9.524408688690967,1.92195585634026,0.7030347667873911
192,192,192,07-11,8.292111990481366,0.5969978873816536,1.1572884968974049
193,193,193,07-12,8.290408598400719,0.5951664105021045,0.8829552977017223
194,194,194,07-13,9.821894996182868,2.241811337849,0.6632762908458929
195,195,195,07-14,7.174222127425913,-0.6049505432400761,0.3334639328187385
196,196,196,07-15,7.019484781010897,-0.7713232037575927,0.4866464689059719
197,197,197,07-16,7.683927604698411,-0.05691829182266742,0.5472945526805502
198,198,198,07-17,9.146930050523094,1.5160931039050538,-0.056320299093530875
199,199,199,07-18,8.62884846655847,0.9590549131495744,0.07797878140278597
200,200,200,07-19,6.453489629711733,-1.3798777727954858,0.3812816139798336
201,201,201,07-20,7.923663169385638,0.2008439397378249,0.4615524950774236
202,202,202,07-21,8.712032414515452,1.0484937917046926,0.1525491465643438
203,203,203,07-22,8.131870305024293,0.4247069947628732,-0.16138360972579666
204,204,204,07-23,7.422571323547016,-0.3379269871734253,0.11195047760193187
205,205,205,07-24,6.876981729199655,-0.9245416245912682,0.10633273638449084
206,206,206,07-25,7.978800022403671,0.26012675117088513,-0.11947309288183144
207,207,207,07-26,7.8923139910003535,0.16713749243317855,-0.24509300545598764
208,208,208,07-27,7.451948165684175,-0.3063411838932409,-0.14600142431957355
209,209,209,07-28,7.430862391771699,-0.32901248068206396,-0.015124193674067275
210,210,210,07-29,7.975540841594817,0.2566224996450589,-0.3878793096808714
211,211,211,07-30,7.607327519664405,-0.1392782407182305,-0.5562132121201581
212,212,212,07-31,5.898681666391405,-1.97640394486994,-0.5715998205321995
213,213,213,08-01,6.952945420679384,-0.8428659222025415,-0.517167710148687
214,214,214,08-02,7.3660849133228705,-0.3986608343654894,-0.4530956730713973
215,215,215,08-03,7.734614713612839,-0.002419818380989189,-0.2491147895217037
216,216,216,08-04,8.333087699326303,0.6410547221087977,0.09156845313407262
217,217,217,08-05,8.74562009279591,1.0846070605799305,0.15939599043157354
218,218,218,08-06,7.799826509755879,0.06769551106471842,0.17615336637276893
219,219,219,08-07,7.331449428584301,-0.4359006984175358,0.1971551809552565
220,220,220,08-08,7.459597581015519,-0.29811657871831704,-0.07355582268339493
221,221,221,08-09,7.851812997812378,0.1235910691139361,-0.30671690184869
222,222,222,08-10,6.822415132640503,-0.9832112997231108,-0.5155375973681197
223,223,223,08-11,7.4444906921453615,-0.31435941441184,-0.4399404743871567
224,224,224,08-12,6.6345259056528745,-1.1852286620518593,-0.2945151594323044
225,225,225,08-13,7.753310742947985,0.017682039468241526,-0.1931986256350322
226,226,226,08-14,8.27112733359692,0.5744353110107969,0.2139497613432831
227,227,227,08-15,8.417198616062073,0.7314902718975693,0.10193423338030112
228,228,228,08-16,9.094461301844307,1.459679022146781,0.14950762164049552
229,229,229,08-17,6.819400530083168,-0.9864525821897321,-0.10859484795507267
230,230,230,08-18,6.900003893555051,-0.8997883324906929,-0.31628499176083186
231,231,231,08-19,6.312998694412508,-1.5309327781051676,-0.13696026292920724
232,232,232,08-20,7.1121356472553146,-0.6717055518237579,-0.36048152214276397
233,233,233,08-21,9.417900267391724,1.8074386448873168,0.038002258048495774
234,234,234,08-22,7.8471258414220575,0.1185514668654405,0.5883868984784293
235,235,235,08-23,9.043094827370467,1.4044500989578266,0.8614534567748541
236,236,236,08-24,9.971364001740977,2.4025195100889083,1.2532161707470115
237,237,237,08-25,7.836816171179532,0.10746657167338076,1.1030685569341645
238,238,238,08-26,9.298323784026033,1.6788707320091876,1.3984050878053766
239,239,239,08-27,8.580018252654082,0.9065529620102328,1.1980734134748328
240,240,240,08-28,9.49521841664235,1.8905706520927144,0.9142291424458012
241,241,241,08-29,7.925166259334317,0.2024600529745631,1.1106595265963584
242,242,242,08-30,8.387402700977418,0.6994538839147193,1.070199395729315
243,243,243,08-31,8.93297402442991,1.2860488765767235,1.1334171593508768
244,244,244,09-01,9.072540535750882,1.4361099468069285,0.7577158715343248
245,245,245,09-02,8.932797932632651,1.2858595437396028,0.727577036873149
246,246,246,09-03,7.398659277396648,-0.3636370748065974,0.4064939481460879
247,247,247,09-04,7.756979853526849,0.02162704500750736,0.3619856194614233
248,248,248,09-05,6.595634330844348,-1.2270446484476472,0.10894652872235497
249,249,249,09-06,8.684600259680003,1.0189989044687358,0.09232408872060256
250,250,250,09-07,7.660484108266786,-0.0821245976274818,0.027371803721449862
251,251,251,09-08,8.840038259902293,1.1861249037290884,-0.012281559379902269
252,252,252,09-09,7.036200294300595,-0.7533507848015136,0.2492224935330181
253,253,253,09-10,7.535698682799102,-0.21629313360060545,0.12394028452435665
254,254,254,09-11,8.054928535744917,0.3419796690298752,-0.1530900024412728
255,255,255,09-12,7.985476863514664,0.26730565041676685,-0.3319993459870246
256,256,256,09-13,6.114547485687924,-1.7443063194212585,-0.1395141225468515
257,257,257,09-14,7.841654619837565,0.11266884245457764,-0.0535586767247199
258,258,258,09-15,8.11034261816267,0.40156055583952494,-0.2524961272302124
259,259,259,09-16,8.01536346263963,0.29943954133218403,-0.14477861278980686
260,260,260,09-17,6.944780278283568,-0.8516450340030794,0.3352853728986369
261,261,261,09-18,8.586582440419512,0.9136107370591996,0.7922436664864191
262,262,262,09-19,8.793491022099943,1.1360775947094035,0.7456327726225616
263,263,263,09-20,10.391659418179858,2.854418603981272,0.8595350631305232
264,264,264,09-21,7.850235722903907,0.12189519265637933,1.0416303863641494
265,265,265,09-22,8.650982492676304,0.9828532843799536,1.0977022952019244
266,266,266,09-23,7.960942922702751,0.240926905398679,0.9654616502286782
267,267,267,09-24,8.899485474667802,1.25004219008585,0.4377040500048919
268,268,268,09-25,8.05553685002433,0.34263372486992605,0.2583416486313118
269,269,269,09-26,7.4465669845445746,-0.3121269973614456,0.04350525533005534
270,270,270,09-27,6.8493238441550375,-0.9542792155851016,-0.1486603421062405
271,271,271,09-28,7.452111957959733,-0.3061650754275854,-0.5862265990526688
272,272,272,09-29,6.888584236111294,-0.912066679219096,-0.8351908402460713
273,273,273,09-30,6.457695774243593,-1.3753553515927204,-0.9063591413382208
274,274,274,10-01,6.666219666011197,-1.151151722290488,-0.7549640057870929
275,275,275,10-02,7.049420216838545,-0.7391368039143437,-0.7989475816776127
276,276,276,10-03,7.694167514832162,-0.04590840227833404,-0.5436518804730707
277,277,277,10-04,7.206666517658228,-0.5700665307707034,-0.3101598528036384
278,278,278,10-05,8.313233426645535,0.6197075280081562,-0.12070123777770153
279,279,279,10-06,7.7606719961148025,0.02559681442387313,-0.26150016527749514
280,280,280,10-07,7.7234723391386115,-0.014400032134866497,-0.625437737982519
281,281,281,10-08,6.263707503525135,-1.5839303689131057,-0.9216472345365896
282,282,282,10-09,5.663254475901664,-2.229533838508477,-0.9208412762609408
283,283,283,10-10,5.5537024547960385,-2.3473235100951264,-0.8974688560241612
284,284,284,10-11,8.317730986924026,0.6245432776620473,-0.6813817457953776
285,285,285,10-12,7.891099180803184,0.16583133584455328,-0.5068441344982229
286,286,286,10-13,8.929322360191934,1.2821226292378345,-0.07727558264437302
287,287,287,10-14,7.237695179302919,-0.5367047011301773,0.2372233028123555
288,288,288,10-15,8.06041387494393,0.34787747261462204,-0.027495571720363786
289,289,289,10-16,7.308728412835468,-0.4603301973547552,0.4136864418725768
290,290,290,10-17,6.84049682848429,-0.9637699695342684,0.046557686333764704
291,291,291,10-18,10.353066207971708,2.8129234174021964,0.15786868637879228
292,292,292,10-19,6.8806012813314545,-0.920649903995038,0.3736408449897057
293,293,293,10-20,7.858853801886432,0.13116129913998809,0.3753438260388887
294,294,294,10-21,9.264506343616466,1.6425104242801023,0.7472503891285918
295,295,295,10-22,7.318231708667582,-0.4501123110596572,0.10477078348988116
296,296,296,10-23,8.915879929571506,1.2676694090039504,0.39921958022188025
297,297,297,10-24,6.767780416674317,-1.041954216430067,0.4243225146153807
298,298,298,10-25,8.523739955186104,0.8460428763969565,0.1888748075642047
299,299,299,10-26,7.998937927843107,0.28177890550099066,0.499556011394372
300,300,300,10-27,7.950616671048674,0.2298241819730463,0.2386259885663881
301,301,301,10-28,9.051953520129784,1.4139749119213467,0.61771291949707
302,302,302,10-29,7.4597890355453,-0.2979107279639532,0.8828490837184355
303,303,303,10-30,8.88323275975865,1.2325673691540242,0.8400579778242064
304,304,304,10-31,10.003302752198064,2.4368598617251505,0.7700780413640276
305,305,305,11-01,7.760146933374164,0.025032270135616503,0.6996635455018927
306,306,306,11-02,7.5601014396474415,-0.1900554367880272,0.6763428158823519
307,307,307,11-03,8.659013278447084,0.9914879367485376,0.517663461217375
308,308,308,11-04,7.3296503045819925,-0.4378351056811983,0.2165759531879282
309,309,309,11-05,7.997740316637429,0.2804912411641627,0.14319623879445126
310,310,310,11-06,8.32311749028308,0.6303348135484695,0.2370839995314912
311,311,311,11-07,7.350659620352221,-0.4152460162252449,0.23294687501979064
312,312,312,11-08,8.0840316182756,0.3732711276342123,0.4421628658524623
313,313,313,11-09,8.635926516472932,0.9666651896783344,0.2576840992819928
314,314,314,11-10,8.497156810098044,0.8174608393148315,0.26086467603509234
315,315,315,11-11,6.968277132473563,-0.826381358258654,0.3847575282132241
316,316,316,11-12,8.340866344162546,0.6494182740670664,0.25609963629855304
317,317,317,11-13,8.042029865662931,0.3281110968435455,0.16330125862616954
318,318,318,11-14,7.366070600102304,-0.3986762238538138,0.10726341609421207
319,319,319,11-15,8.11807551855139,0.4098749236440337,0.1563161418781667
320,320,320,11-16,8.184443879070367,0.4812337841230866,0.20878875472029848
321,321,321,11-17,7.242010398454488,-0.5320650035549264,0.13086239793329746
322,322,322,11-18,8.63368390849304,0.9642539511198572,0.3951473426076832
323,323,323,11-19,7.607170521795889,-0.1394470438784607,0.5259362587689619
324,324,324,11-20,8.840883261358552,1.1870334441925003,0.4058084418399732
325,325,325,11-21,8.847928479885551,1.1946084206117054,0.5955189825414962
326,326,326,11-22,7.5140839930987156,-0.23953311745084555,0.3894784908349671
327,327,327,11-23,8.300668914720289,0.6061982406542116,0.31380179009351483
328,328,328,11-24,7.483897921725467,-0.27198899911931673,0.2374408098741635
329,329,329,11-25,7.184865132614138,-0.5935072483271744,0.3023033975460157
330,330,330,11-26,8.414759326859791,0.7288675628763922,0.3814007042742115
331,331,331,11-27,9.209886917049461,1.5837839466428187,0.4432799111161005
332,332,332,11-28,7.955477692530731,0.2350507229183291,0.6366054653287648
333,333,333,11-29,8.645978927862924,0.977473481705546,0.7897077652243927
334,334,334,11-30,8.562729617751517,0.8879643261566692,0.6711497075827991
335,335,335,12-01,8.039235443536382,0.3251065510465924,0.6177846775921024
336,336,336,12-02,7.753159307535203,0.017519217026830056,0.5970793802785516
337,337,337,12-03,8.912089318341877,1.263593766698639,0.34551140195601343
338,338,338,12-04,7.839934089883509,0.11081893903702324,0.0510965211597871
339,339,339,12-05,7.242131879163916,-0.5319343882296825,0.034955662851000435
340,340,340,12-06,6.919780207994216,-0.8785249586206887,-0.15111589584528767
341,341,341,12-07,7.949163183738648,0.2282614011938725,-0.5014215705694945
342,342,342,12-08,6.714807724538024,-1.0989101351508987,-0.5974513917782608
343,343,343,12-09,6.957247565892841,-0.8382402816466021,-0.6991735656113178
344,344,344,12-10,7.304050381670946,-0.4653599882155744,-0.5916931362956795
345,345,345,12-11,6.674482631930647,-1.1422674312280243,-0.7709953942711
346,346,346,12-12,7.519562757799534,-0.2336423827268591,-0.4967699067068277
347,347,347,12-13,6.94858692851614,-0.8475521466586501,-0.10731778867967463
348,348,348,12-14,8.245092476842924,0.5464427902347357,0.058371462764551685
349,349,349,12-15,9.130541679665244,1.4984724265163163,0.2321157735803193
350,350,350,12-16,8.228660772039875,0.5287755204497836,0.2314428947157197
351,351,351,12-17,7.644043382839246,-0.09980156633341844,0.3278576973118114
352,352,352,12-18,7.515807832333666,-0.2376796559144575,0.21692285448381965
353,353,353,12-19,7.486618982428363,-0.2690633310820995,-0.071888984460078
354,354,354,12-20,7.62603295766082,-0.11916626673321486,-0.028096932020772087
355,355,355,12-21,7.518859420125461,-0.2343986071470697,-0.10072153623389346
356,356,356,12-22,8.473037437080173,0.7915278350856191,-0.16078408594009047
357,357,357,12-23,7.238769877970482,-0.5355491916121466,-0.3244630495063032
358,358,358,12-24,7.180635471746992,-0.5980549541516395,-0.4679462152025374
359,359,359,12-25,6.573226779379628,-1.2511371124793758,-0.67805506030167
360,360,360,12-26,6.825341152432751,-0.9800652609106206,-1.0660545895272782
361,361,361,12-27,6.346370440944648,-1.4950516777418656,-1.2888164042891121
362,362,362,12-28,6.307849333125152,-1.5364693402680305,-1.2793596228753052
363,363,363,12-29,5.995672412619432,-1.8721200801831503,
364,364,364,12-30,7.233407985826441,-0.5413142656687986,
365,365,365,12-31,,,
