,unnamed: 0,unnamed: 0,mth_day,loss of loved one,loss of loved one_norm,loss of loved one_ravg
54,54,54,02-24,4.130633251263381,0.33725795860251045,0.8693959672459463
55,55,55,02-25,5.065191699049056,2.0259092000349552,0.8525824925570841
56,56,56,02-26,4.475737797010816,0.9608264694657634,0.3980088844773469
57,57,57,02-27,3.8725358784492703,-0.12909751659078855,0.014824955029940856
58,58,58,02-28,3.1307757224841657,-1.4693820233366444,-0.0996386469393102
59,59,59,02-29,3.0382511920523885,-1.6365643579961515,-0.6435506713553232
60,60,60,03-01,3.75054437242444,-0.3495236532129959,-0.8451152598450745
61,61,61,03-02,3.259072478697792,-1.237562946461123,-0.6113771563150044
62,62,62,03-03,3.8064205893164185,-0.2485610614727445,-0.4549482216735756
63,63,63,03-04,4.648688753112,1.2733311045896316,-0.16587921907710315
64,64,64,03-05,3.6502150670699054,-0.5308084154880709,0.011604876166845031
65,65,65,03-06,3.9981363539180763,0.09784965758268252,0.07535816225501375
66,66,66,03-07,4.339899675004714,0.7153809182506933,0.05903467128480544
67,67,67,03-08,3.4707722209272904,-0.8550432299321108,-0.3758744623763229
68,68,68,03-09,3.752216656582668,-0.3465020072939945,-0.3420749704960919
69,69,69,03-10,3.2045255242239215,-1.3361236973771382,-0.4944904660063114
70,70,70,03-11,3.7624499675366407,-0.3280114642066849,-0.5869765134483415
71,71,71,03-12,3.4920240718519966,-0.8166433154786342,-0.4611914826758559
72,72,72,03-13,4.0327896638246585,0.16046463359851293,-0.4169771418067
73,73,73,03-14,3.888455139326792,-0.10033304529719783,-0.19694755875272715
74,74,74,03-15,3.899035199424565,-0.08121596207905889,-0.13529366151747435
75,75,75,03-16,3.935157760983781,-0.015946199053301073,-0.2890433794058264
76,76,76,03-17,3.967178460027151,0.04191191920483177,-0.4272397137003587
77,77,77,03-18,2.981481358809593,-1.7391416228087468,-0.4967604780176473
78,78,78,03-19,3.5738936579504856,-0.6687133721686808,-0.5215017365203111
79,79,79,03-20,3.6576038563793714,-0.51745763120093,-0.44985137927519997
80,80,80,03-21,3.816879151182538,-0.2296635130950413,-0.30442193857750605
81,81,81,03-22,4.173080589596319,0.4139559444173651,-0.020788907997025447
82,82,82,03-23,4.450092784877857,0.9144885633909956,0.06117387088318708
83,83,83,03-24,3.923315782506888,-0.03734343932586326,0.3464236334452951
84,84,84,03-25,3.8460600077345233,-0.1769366988874056,0.3626319995554957
85,85,85,03-26,4.604806815014479,1.1940409441717181,0.1548616036116601
86,86,86,03-27,3.8707007992579854,-0.13241331643383752,0.20487454412726613
87,87,87,03-28,3.48315632116879,-0.8326664312456485,0.19850507514487106
88,88,88,03-29,4.61616621049941,1.214566206484632,0.2371354813312092
89,89,89,03-30,3.902165265812784,-0.07556025322023384,-0.0021225955399438727
90,90,90,03-31,3.9743364862294297,0.05484573823062313,-0.05985536663640015
91,91,91,04-01,3.810324266618462,-0.24150751705520024,0.07198339202066494
92,92,92,04-02,3.6789928339240623,-0.4788099430125752,-0.06662620780200741
93,93,93,04-03,3.9209413034983087,-0.04163387930325803,0.11111460946837998
94,94,94,04-04,4.155897911349896,0.3829086075485977,0.2854478025645009
95,95,95,04-05,4.492373041891392,0.9908846504020904,0.2858815263171161
96,96,96,04-06,4.5532288744500775,1.1008448968073488,0.3240578303323606
97,97,97,04-07,3.8117644936602564,-0.2389051745395095,0.3452901923913229
98,98,98,04-08,3.8057614166152383,-0.2497521189211082,0.34478860516958737
99,99,99,04-09,3.991445678262449,0.08576029305051586,0.1940435695289829
100,100,100,04-10,4.154232336254675,0.3798990842181844,-0.02304516615586252
101,101,101,04-11,3.9918077040771447,0.08641443655846412,-0.040064531702892085
102,102,102,04-12,3.832362042239239,-0.201687517301724,-0.09525384550218867
103,103,103,04-13,3.7552498334710864,-0.3410213678216869,-0.11998185856586185
104,104,104,04-14,3.6224992787393018,-0.5808880017168877,-0.1510002029681826
105,105,105,04-15,3.909333612945728,-0.0626077853315232,-0.21355262797682828
106,106,106,04-16,4.051232539424191,0.1937890178042601,-0.20614058042810368
107,107,107,04-17,3.7840955520816135,-0.28890011349341016,-0.26898041958203195
108,108,108,04-18,3.856974554812908,-0.15721523200937645,-0.2375593998071507
109,109,109,04-19,3.546583291447953,-0.7180604027452565,-0.08903064116862874
110,110,110,04-20,3.7268362030780895,-0.3923618830676003,-0.11231984634515432
111,111,111,04-21,4.40253956116865,0.8285647664996086,-0.0066133978933548545
112,112,112,04-22,3.9738981926772334,0.054053786745106684,0.13584294815354328
113,113,113,04-23,4.135105347220543,0.3453385772173866,0.2111373858649257
114,114,114,04-24,4.330016394497487,0.6975228442720124,0.21063023024595387
115,115,115,04-25,3.796606686834513,-0.2662937764769622,0.06692413936152365
116,116,116,04-26,3.7251521375123056,-0.3954048167814311,0.2487770191119148
117,117,117,04-27,3.9253478073981967,-0.03367177880697274,0.4705000418812618
118,118,118,04-28,4.577760520865431,1.1451710652474534,0.5800684574183336
119,119,119,04-29,4.871360835317287,1.675676713833469,0.6930551300620479
120,120,120,04-30,4.693850272701252,1.3549333374944432,0.6988600956855984
121,121,121,05-01,4.1717912607082965,0.411626259385324,0.7932256072404975
122,122,122,05-02,3.7444281592134816,-0.3605750230401281,0.8486468244858046
123,123,123,05-03,4.238698784223126,0.5325212905224217,0.5649365998561425
124,124,124,05-04,4.761792719435567,1.477698368719296,0.4437055587231045
125,125,125,05-05,3.9292700803574623,-0.02658463394450344,0.2286711804839819
126,126,126,05-06,4.291289373760536,0.6275470906962151,0.04016038272928546
127,127,127,05-07,3.457746146535732,-0.8785800100494119,-0.24598154355645915
128,128,128,05-08,3.1184574878828264,-1.4916398095683068,-0.6571221584885714
129,129,129,05-09,3.28853329860456,-1.184330267192046,-0.6693227670600064
130,130,130,05-10,3.396555450240779,-0.9891453208733774,-0.774816543578424
131,131,131,05-11,3.8887566284540767,-0.09978828537311377,-0.7132925321387921
132,132,132,05-12,3.9409857789798775,-0.005415568414291356,-0.4889384833147055
133,133,133,05-13,3.6620433390707503,-0.5094359414116202,-0.08646522545162799
134,134,134,05-14,3.86344958505125,-0.14551551662378806,0.3838923414382318
135,135,135,05-15,4.624989663003506,1.2305092799864192,0.5690520374303899
136,136,136,05-16,4.958429069250299,1.8330000804657816,0.8275643101320851
137,137,137,05-17,4.503599600761766,1.011169890579835,0.9656719003702022
138,138,138,05-18,4.799403985351623,1.5456580677958802,0.9689264201880968
139,139,139,05-19,4.120644660623215,0.3192096000170825,0.6831438476336321
140,140,140,05-20,3.8742565731894976,-0.12598839771641993,0.33365262606131063
141,141,141,05-21,3.6760174506567824,-0.4841861553403693,0.2531607933651809
142,142,142,05-22,3.797905336936155,-0.26394724896814664,-0.04568149472139138
143,143,143,05-23,4.2363176882689,0.5282188944030567,-0.2303665211875003
144,144,144,05-24,3.8070655627061214,-0.2473956607235537,-0.03069246867530585
145,145,145,05-25,3.5073778802653783,-0.7889005587795709,-0.1247443083251865
146,146,146,05-26,4.537296049904337,1.0720559173567468,-0.13937490533813568
147,147,147,05-27,3.3637080556154992,-1.0484971932396532,0.9166970298567948
148,148,148,05-28,3.749322843289921,-0.3517308310458418,1.1663199340833172
149,149,149,05-29,7.743119771339312,6.864650505572637,1.5197056414294965
150,150,150,05-30,4.635965651185488,1.25034176463558,1.2622369014108763
151,151,151,05-31,4.680833677497743,1.3314136852975054,1.244940718792935
152,152,152,06-01,3.6823430076609083,-0.4727565227549727,1.264107128016028
153,153,153,06-02,3.3062741941403653,-1.1522742889473,0.7823832001368078
154,154,154,06-03,3.8129669962576975,-0.2367323757072845,0.5809563619879224
155,155,155,06-04,6.143502910542897,3.9743069382973175,0.6401348832988072
156,156,156,06-05,3.9671058585271233,0.04178073574226703,0.8830279056785502
157,157,157,06-06,4.877342414156606,1.6864848131628143,1.1448021791397718
158,158,158,06-07,4.488895789207299,0.9846016115234844,1.4934192592911273
159,159,159,06-08,4.175524229933251,0.4183713518200293,1.1404256347310875
160,160,160,06-09,4.970588046610715,1.8549701052008487,1.3019968993625468
161,161,161,06-10,4.971349066979926,1.8563451909370792,1.1736458045261169
162,162,162,06-11,4.5036208708963725,1.011208323531024,0.9803243513403034
163,163,163,06-12,4.451138600063508,0.9163782441442356,0.9287642421015468
164,164,164,06-13,3.8469508116532114,-0.17532710759139866,0.6917992047914687
165,165,165,06-14,4.004313261763326,0.10901069638749024,0.6959135986640005
166,166,166,06-15,4.183719786258303,0.4331798813403805,0.7655322320674757
167,167,167,06-16,4.985011360732769,1.8810315541722689,0.8247471940983582
168,168,168,06-17,4.7347971388224375,1.428920123951875,0.8852064943530514
169,169,169,06-18,4.647768342108972,1.2716680163295302,0.7791489373559655
170,170,170,06-19,4.0477125145338055,0.18742869393676068,0.7029394983697722
171,171,171,06-20,3.652137572392234,-0.5273346455950251,0.5802312605919455
172,172,172,06-21,3.9306580293079287,-0.0240767525767794,0.6419542632459603
173,173,173,06-22,4.577545269164153,1.1447821275053085,0.5179572203953902
174,174,174,06-23,4.939755103395663,1.7992581398759642,0.6266406827619926
175,175,175,06-24,4.236022632681812,0.5276857592261092,0.90590081056795
176,176,176,06-25,4.408607809182608,0.8395294681363754,1.0685278530263116
177,177,177,06-26,4.579451295323124,1.1482261212407192,0.9995216375800732
178,178,178,06-27,4.470678867141572,0.9516855021733904,0.562967788100841
179,179,179,06-28,4.348402601882678,0.7307448348278768,0.6197628440759478
180,180,180,06-29,3.490130416187587,-0.8200649569994279,0.7483292156057918
181,181,181,06-30,4.424616812646307,0.8684560950767499,0.5739426888919525
182,182,182,07-01,4.835526473023856,1.6109276973154385,0.6289453700525307
183,183,183,07-02,4.000381807005903,0.1019069609576838,0.6987120969760455
184,184,184,07-03,4.653321270978173,1.2817015891368593,0.9932423369150808
185,185,185,07-04,4.580070630499713,1.1493451963689658,0.7539062644201989
186,186,186,07-05,4.468150212495111,0.947116482634784,0.6053811710078872
187,187,187,07-06,3.629875271272022,-0.5675603398925413,0.4024640644640278
188,188,188,07-07,4.342332695584458,0.7197771368415675,0.26426359354308754
189,189,189,07-08,3.326573415546962,-1.1155956783054726,0.015604272705841268
190,190,190,07-09,4.1944115289846895,0.4524987636112174,-0.26437920310128243
191,191,191,07-10,3.7543702257957694,-0.3426107286545117,-0.3373914055445593
192,192,192,07-11,3.5384345336057867,-0.7327843722079583,-0.4513714117815833
193,193,193,07-12,3.387430287095464,-1.0056335545522022,-0.3953889755593721
194,194,194,07-13,3.963849649136873,0.035897099419423775,-0.8431739818418128
195,195,195,07-14,3.5124692029614533,-0.7797010609722054,-0.8427457500520408
196,196,196,07-15,2.7074925602412243,-2.234211274083427,-0.790480685403482
197,197,197,07-16,3.755792216175746,-0.3400413379158792,-0.5822875606923237
198,198,198,07-17,3.7119863831278033,-0.4191939843166063,-0.6554957417582353
199,199,199,07-18,4.078758272516521,0.24352519371474785,-0.6792607699269874
200,200,200,07-19,3.7207538965616966,-0.4033519869760459,-0.34162720031290106
201,201,201,07-20,3.4335548340543536,-0.922291229984718,-0.4353746782857589
202,202,202,07-21,3.828641665504239,-0.208409856398909,-0.2858908168404064
203,203,203,07-22,3.444493487290262,-0.9025262057530268,-0.4268554061352173
204,204,204,07-23,4.20836385442687,0.4777091843555091,-0.2463924109877481
205,205,205,07-24,3.6106699738847015,-0.6022623420541177,-0.1469283696288677
206,206,206,07-25,4.320000961283153,0.6794259839087687,-0.14685836693908594
207,207,207,07-26,3.7638360353662152,-0.3255069818314353,-0.061134968840278775
208,208,208,07-27,3.828874117073272,-0.20798984026021847,-0.12869775700093822
209,209,209,07-28,3.7291473834903193,-0.3881858171601835,0.14215647291054453
210,210,210,07-29,3.984014244931649,0.07233245539155257,-0.05242556135506293
211,211,211,07-30,4.510070995735263,1.0228630374147791,0.1311609227594667
212,212,212,07-31,3.673870086718477,-0.4880662216848761,0.08794989017628267
213,213,213,08-01,4.373454985989661,0.7760119228557424,0.2265642472509372
214,214,214,08-02,3.685387168860446,-0.4672560357593227,0.12676935407498538
215,215,215,08-03,4.189431479614076,0.4435003252877437,0.1375805991621423
216,216,216,08-04,3.6526344140637614,-0.5264369036641584,0.047354508893898514
217,217,217,08-05,4.545970914603221,1.0877305079377204,-0.025962918416938114
218,218,218,08-06,3.3742645099055917,-1.0294227632943391,0.09228518477667287
219,219,219,08-07,4.129996469338948,0.3361073589907226,-0.06151983357337368
220,220,220,08-08,4.078042896921186,0.2422325834023432,0.02967161073437078
221,221,221,08-09,3.6787051353550826,-0.4793297848125356,-0.10111910773565798
222,222,222,08-10,3.955445554289328,0.02071176218230833,0.017613186047545287
223,223,223,08-11,4.111666064060713,0.3029861971175478,0.10379049070947724
224,224,224,08-12,3.768528045646472,-0.3170290005951193,0.2044015033878861
225,225,225,08-13,4.416157611805134,0.8531711869623143,0.3612736387359621
226,226,226,08-14,4.412132741639334,0.8458986594727962,0.5593568995215038
227,227,227,08-15,4.199616176242459,0.4619030272759197,0.24471924628451985
228,228,228,08-16,4.6132026335132,1.209211326895559,0.17160996516174887
229,229,229,08-17,3.0668774080870262,-1.5848397223043558,-0.08298180638901781
230,230,230,08-18,3.5257607011229264,-0.7556846873317451,0.034610389331004764
231,231,231,08-19,3.570757857249568,-0.6743794423422858,0.030724563933150567
232,232,232,08-20,4.802610457371532,1.5514518337929315,-0.2627961423020084
233,233,233,08-21,4.186712869047644,0.4385880748887945,0.14233377224558905
234,234,234,08-22,3.6385351040141214,-0.5519129105153947,0.31697704182849035
235,235,235,08-23,4.4121554908602585,0.8459397649812289,0.4509809515061822
236,236,236,08-24,4.105682732148684,0.2921749301656628,0.40373440162951857
237,237,237,08-25,4.015732459770911,0.12964401572386566,0.4163551537596612
238,238,238,08-26,4.6457231336924005,1.26797253453295,0.13049750264985555
239,239,239,08-27,4.2286214534772935,0.5143125876696503,0.05677695273879685
240,240,240,08-28,2.689313585132976,-2.2670588171742283,0.17784381039360406
241,241,241,08-29,4.1673583616329966,0.4036164655148766,0.229083150837434
242,242,242,08-30,4.5076984419367685,1.0185760760945062,0.03581974729154317
243,243,243,08-31,4.185878280159946,0.4370800583868453,0.06282484396538164
244,244,244,09-01,4.0039709163011565,0.10839211325760513,0.6477602855881527
245,245,245,09-02,4.318294823361755,0.6763431677126811,1.0630302570290058
246,246,246,09-03,4.631655538160848,1.2425538325623977,0.9229685276484192
247,247,247,09-04,5.546307609646653,2.895236294159996,0.9405863736678516
248,248,248,09-05,4.042608188156258,0.17820569981098605,0.9679797387484096
249,249,249,09-06,4.2443802600546725,0.5427871345034393,1.003183428942813
250,250,250,09-07,4.094933573791983,0.2727523037409543,0.5829974733190381
251,251,251,09-08,4.435192517535128,0.8875653088791025,0.059248904529738036
252,252,252,09-09,3.236382228311548,-1.2785619011802518,0.06911871030503768
253,253,253,09-10,3.807143343628686,-0.2472551185758045,0.07190374343535931
254,254,254,09-11,4.0753819550738815,0.23742453446278386,0.3503947074936708
255,255,255,09-12,4.253628266423698,0.5594973332853691,0.42819844269191387
256,256,256,09-13,5.019693204579549,1.9436980880908232,0.6229480544806868
257,257,257,09-14,4.693548309002588,1.3543877200685612,0.5213164363444939
258,258,258,09-15,3.8830695623253657,-0.11006423044761438,0.4655840817776012
259,259,259,09-16,3.469664467135265,-0.8570448273929624,0.3793236525988097
260,260,260,09-17,3.890316591080922,-0.0969695929385722,0.06120195517111696
261,261,261,09-18,3.967191099930017,0.04193475821261971,-0.2735572055771969
262,262,262,09-19,3.9633353997455334,0.034967903524666916,-0.2748105058574972
263,263,263,09-20,3.5819439919894625,-0.6541672444213217,0.07390282011703607
264,264,264,09-21,3.878907842003864,-0.1175840321294164,0.17576120854479094
265,265,265,09-22,4.627605112245001,1.235235128454237,0.3369636403155873
266,266,266,09-23,4.2285484830691455,0.514180737627957,0.2248387470919556
267,267,267,09-24,4.5024813625440885,1.0091493488373977,0.2967081408089923
268,268,268,09-25,3.591012458460192,-0.6377814558171232,0.28737898937375217
269,269,269,09-26,3.8205941551049056,-0.22295088211910166,0.19014836081794714
270,270,270,09-27,3.847929376810258,-0.1735589407408571,0.115060725604244
271,271,271,09-28,4.304740201821256,0.6518513571194072,-0.19586476935067407
272,272,272,09-29,3.979211797939224,0.06365492634573829,-0.3657777185182153
273,273,273,09-30,3.4700193331593687,-0.8564036208921111,-0.6934048395076021
274,274,274,10-01,3.026797972473128,-1.65725915082237,-0.8423970104062531
275,275,275,10-02,2.7326725542493016,-2.1887136080554224,-0.9923286188474
276,276,276,10-03,3.35318461761719,-1.0675119661327634,-1.1126297695710818
277,277,277,10-04,3.8068759377714185,-0.2477382935274736,-1.0139889233230557
278,278,278,10-05,3.5797387015580515,-0.6581519779963535,-0.8854571298873142
279,279,279,10-06,3.7975670252913054,-0.2645585434039521,-0.510085241635294
280,280,280,10-07,3.453601815980282,-0.8860683902079209,-0.31246939622499065
281,281,281,10-08,3.979135863971934,0.06351772145669687,-0.2298015202427894
282,282,282,10-09,4.009389593090436,0.118183106329057,0.08033869948192106
283,283,283,10-10,4.081383639411913,0.2482689623657341,0.09150557953412164
284,284,284,10-11,4.6095931388637625,1.2026893403519092,0.15955189209550935
285,285,285,10-12,3.8346478688620858,-0.19755726309074856,0.006618823807699144
286,286,286,10-13,3.679557021002835,-0.4777905148395946,0.2023845752808449
287,287,287,10-14,3.4713049250283183,-0.8540806882701644,0.04203702584673828
288,288,288,10-15,4.659451129791679,1.2927776151679318,-0.286179145301748
289,289,289,10-16,3.548932106868375,-0.7138163342389059,-0.6095215773269684
290,290,290,10-17,3.519715532686817,-0.7666076865390085,-0.4270514740222279
291,291,291,10-18,2.7609540451910686,-2.137611855242071,0.06964090980144481
292,292,292,10-19,4.285468907345147,0.6170301049888482,-0.15205870202033256
293,293,293,10-20,5.120626176914973,2.126073614671872,0.09271274939947187
294,294,294,10-21,3.923273380300583,-0.03742005576273244,0.16264150907788055
295,295,295,10-22,4.361722416987449,0.7548123742799208,0.2571444455249053
296,296,296,10-23,3.751921608744989,-0.34703512846855644,0.0543411577419227
297,297,297,10-24,3.074761356363982,-1.5705942365599226,-0.15238277552795168
298,298,298,10-25,3.6120384634998435,-0.5997896217090474,0.04979418133736598
299,299,299,10-26,4.434176801970174,0.8857300150526256,0.011787411096071232
300,300,300,10-27,4.594624023998226,1.1756416854291736,0.07809768422829039
301,301,301,10-28,4.23551678968958,0.5267717528321523,0.27547159826341644
302,302,302,10-29,3.9721121054331823,0.05082651032475852,0.4539567436148237
303,303,303,10-30,3.7301629723101364,-0.3863507523491661,0.32246559368302496
304,304,304,10-31,4.20471786218106,0.4711212503993962,0.13213933492936292
305,305,305,11-01,3.997546092338596,0.09678311546183313,0.06509176548113793
306,306,306,11-02,3.962624916345447,0.03368413290720128,0.17541141244617256
307,307,307,11-03,4.012878020141703,0.12448633614280245,0.5181378487707091
308,308,308,11-04,4.338440529556268,0.7127443921149661,0.32405475700902364
309,309,309,11-05,4.868223497140145,1.6700078655980533,0.3757422895792169
310,310,310,11-06,3.560243780637556,-0.6933773001707166,0.5966370432665117
311,311,311,11-07,4.169180183583022,0.4069083108829928,0.6441409279988316
312,312,312,11-08,4.696130046587308,1.3590526550309698,0.5602788172432156
313,313,313,11-09,4.170619852285447,0.4095096445367223,0.4403647068150261
314,314,314,11-10,4.059967241054199,0.20957172758127068,0.524110110838461
315,315,315,11-11,4.470035610288011,0.9505232030289148,0.6100248627376713
316,316,316,11-12,3.8383295317021817,-0.19090487603010586,0.462039603389733
317,317,317,11-13,4.454469490954888,0.922396822278254,0.3264573165254722
318,318,318,11-14,4.204728847057016,0.4711410989433403,0.3866388846470081
319,319,319,11-15,3.7204040761079664,-0.4039840766488424,0.19886431301222213
320,320,320,11-16,4.259806704084803,0.5706611363104854,0.467945747455003
321,321,321,11-17,3.846509658114141,-0.17612422677980086,0.3407928339434461
322,322,322,11-18,4.731843792778864,1.4235837306265793,0.1899154087710142
323,323,323,11-19,4.032244368678065,0.15947934120891233,0.035601422406477734
324,324,324,11-20,3.7037238953580363,-0.4341234520912502,-0.09836612185245118
325,325,325,11-21,3.2079876480261325,-1.3298679948360612,-0.01869494241171557
326,326,326,11-22,3.814952856904096,-0.23314412924308806,-0.1189460641714326
327,327,327,11-23,4.111066501935465,0.3019028498646128,-0.06653582842138016
328,328,328,11-24,4.398949005121969,0.8220770000682768,0.05709683223973131
329,329,329,11-25,4.20627827468142,0.4739407557092271,0.3012668700568548
330,330,330,11-26,4.114259633969343,0.3076725118754186,0.3014745379510104
331,331,331,11-27,4.018780898660543,0.13515223206667956,0.3968694045955206
332,332,332,11-28,3.815642440804152,-0.23189812187815445,0.3629816850547273
333,333,333,11-29,4.427835564642773,0.8742720497316738,0.3003675600348063
334,334,334,11-30,4.286421135082297,0.6187506828235176,0.2513223012235113
335,335,335,12-01,3.998361241066696,0.09825600558969977,0.12759504632385826
336,336,336,12-02,3.9513995010254352,0.013400959007648887,-0.08123565971882955
337,337,337,12-03,3.607931049559496,-0.607211297331239,-0.2717628669676518
338,338,338,12-04,3.1221972970087246,-1.4848823581342812,-0.5989419104305019
339,339,339,12-05,3.7951691855874192,-0.2688911937612597,-0.8492532456785716
340,340,340,12-06,3.1999874245408564,-1.3443235779535834,-0.9841808720138472
341,341,341,12-07,3.167175142269321,-1.4036120058987185,-1.0009058766142649
342,342,342,12-08,3.5033575965608934,-0.7961647990040047,-0.7503530358984106
343,343,343,12-09,3.552393847009669,-0.7075613249337477,-0.8737758140962498
344,344,344,12-10,3.954185341061225,0.018434686160846658,-0.7678554616964343
345,345,345,12-11,3.38533038459454,-1.0094278629482951,-0.7507810914084997
346,346,346,12-12,3.5517075110770686,-0.7088014635546899,-0.7350049544542926
347,347,347,12-13,3.2238724517019337,-1.3011657841711108,-0.4840069115816891
348,348,348,12-14,3.5557439805656967,-0.7015079772787625,-0.6462092405973676
349,349,349,12-15,4.385860233397237,0.7984269323018734,-0.3188346319210145
350,350,350,12-16,3.4155748105521817,-0.9547792879332242,-0.44773375762698336
351,351,351,12-17,4.472413490764472,0.9548197891098236,-0.36642819671188737
352,352,352,12-18,3.1236839006890014,-1.4821962177905033,-0.2858213130382822
353,353,353,12-19,3.4938564375273304,-0.8133324186805353,-0.6536321489214809
354,354,354,12-20,3.8234079323818553,-0.21786667523713127,-0.6661043534268488
355,355,355,12-21,3.1645042230105083,-1.408438082997319,-0.9910866055622772
356,356,356,12-22,3.3741594947178197,-1.029612514965431,-0.8581007051707084
357,357,357,12-23,3.393274465505669,-0.9950737237027476,-0.8207302542484922
358,358,358,12-24,3.565278092306326,-0.6842808154410887,-0.6858084719033702
359,359,359,12-25,3.6179490971008654,-0.589109713147239,-0.648636747678724
360,360,360,12-26,4.271430431239486,0.5916640188336012,-0.7634144410164012
361,361,361,12-27,3.2879369889027736,-1.1854077376494423,-0.7533527602444271
362,362,362,12-28,2.993027641221221,-1.7182786749914942,-0.7867223651760291
363,363,363,12-29,3.4266853742841845,-0.9347036390709034,
364,364,364,12-30,3.4544706783551367,-0.8844984450307006,
365,365,365,12-31,,,
