,unnamed: 0,unnamed: 0,mth_day,satirical,satirical_norm,satirical_ravg
187,187,187,07-06,5.040422049929455,0.024655013565410645,0.15581172990177716
188,188,188,07-07,5.027884631587501,0.005385467910087018,0.2098143393726918
189,189,189,07-08,4.950234218956218,-0.1139603280538394,0.0999531690738427
190,190,190,07-09,5.3192512659459625,0.4532051473747643,0.14483871685841462
191,191,191,07-10,4.506735742658722,-0.7956009899501962,0.4482053996260049
192,192,192,07-11,5.867177891427798,1.2953479903042646,0.8326835384903192
193,193,193,07-12,6.2247058148610925,1.8448551101709525,0.5873491518086174
194,194,194,07-13,6.5288115418012005,2.3122543010959733,0.3519006830794807
195,195,195,07-14,3.992497105322064,-1.58596664814405,0.7554073516144721
196,196,196,07-15,4.400106828428584,-0.9594856650000556,0.8038892461975164
197,197,197,07-16,6.0819462840013125,1.6254390212597527,0.5161327799098733
198,198,198,07-17,6.0564416567299775,1.5862393578025304,0.11675634534500536
199,199,199,07-18,5.101361259784719,0.11831631244509268,0.4778980294357562
200,200,200,07-19,4.969724620203412,-0.08400430629323456,0.6025356905748064
201,201,201,07-20,5.402323093485713,0.5808834564004551,0.36699202130862857
202,202,202,07-21,4.886667703338862,-0.21165969816575475,-0.07685721668542463
203,203,203,07-22,5.162430202342256,0.212177005662686,-0.3256399229944507
204,204,204,07-23,4.323741671885791,-1.0768560701617886,-0.1975192369384903
205,205,205,07-24,4.130162585659877,-1.3743799254090636,-0.17281126169305971
206,206,206,07-25,5.469882538217825,0.6847198100425277,-0.07807977600880646
207,207,207,07-26,5.498778161262266,0.7291313078730388,0.1119124666965806
208,208,208,07-27,5.256480760923907,0.3567292159397648,0.49660812199665705
209,209,209,07-28,5.904122488542706,1.3521304618950083,0.8855153354375619
210,210,210,07-29,5.825517723412994,1.2313178616386695,0.7378598077707266
211,211,211,07-30,5.64837973047309,0.959063355236366,0.5867998593603213
212,212,212,07-31,4.893464447005705,-0.20121335595848366,0.5358776037971661
213,213,213,08-01,4.90906988215336,-0.1772283825893924,0.4691977895141933
214,214,214,08-02,5.057690307117398,0.051195682560833726,0.499291013327319
215,215,215,08-03,5.643817629803557,0.952051576197171,0.6317135622536479
216,216,216,08-04,5.942995740679781,1.4118772045174242,0.7011291622806383
217,217,217,08-05,6.165331273647201,1.7535986487943396,0.8951935015758031
218,218,218,08-06,5.164449274327472,0.2152802442034581,0.7525524977578146
219,219,219,08-07,5.666658831219068,0.9871576531815968,0.4089385918569661
220,220,220,08-08,4.500847929127555,-0.8046503403470974,0.2795889016720669
221,221,221,08-09,4.302416634642607,-1.1096318592079206,-0.11518197601580447
222,222,222,08-10,5.438040032665301,0.6357790634080293,-0.06689245556566767
223,223,223,08-11,4.624223538781908,-0.6150266173328888,-0.021422029455851848
224,224,224,08-12,5.352962048913347,0.5050173669042791,0.13728386692381048
225,225,225,08-13,5.8441664168745175,1.2599802098404915,0.6289528518129162
226,226,226,08-14,5.120404482822503,0.14758503793087666,0.8413378199656028
227,227,227,08-15,6.221795490661112,1.8403820501267127,0.8907509152861849
228,228,228,08-16,6.267149107544965,1.9100888723241487,0.7385686790426352
229,229,229,08-17,4.817122528312726,-0.318548045409396,0.3785962692577843
230,230,230,08-18,4.758872579199566,-0.40807605055701895,0.2743181980659947
231,231,231,08-19,4.438905045248837,-0.8998542488686135,0.2076256711922133
232,232,232,08-20,4.7133234361360685,-0.4780833892198606,0.034076323407653535
233,233,233,08-21,5.961441004471885,1.4402268888840248,0.1839064137209011
234,234,234,08-22,5.589646643791598,0.8687927856167907,0.5651179365826906
235,235,235,08-23,5.402029683697876,0.5804324964700893,0.8562908927390911
236,236,236,08-24,6.247047264077368,1.8791930866137183,0.8329078112303768
237,237,237,08-25,5.575586903709056,0.8471834880697894,0.6449583512120798
238,238,238,08-26,4.622040492497666,-0.6183818782721457,0.487510526822063
239,239,239,08-27,5.227723339444508,0.31253012877424274,0.3242760920688437
240,240,240,08-28,4.975001355298419,-0.07589416072330969,0.2035464569714661
241,241,241,08-29,4.764794608334871,-0.3989741120492269,-0.06152279060071888
242,242,242,08-30,5.7757425529351725,1.1548152760294528,0.1146586084206741
243,243,243,08-31,4.540808781014298,-0.7432319973633208,0.25277223270620824
244,244,244,09-01,5.3098179657537665,0.4387065158562121,0.0637979264320802
245,245,245,09-02,5.766891719653662,1.1412118744874475,0.16799985284986318
246,246,246,09-03,4.237282892387574,-1.2097399983680779,-0.3028563441733452
247,247,247,09-04,5.171578400824443,0.226237446457471,-0.1659486794753466
248,248,248,09-05,3.9376127205328544,-1.6703219061097978,-0.2308448596728604
249,249,249,09-06,5.075269332573145,0.0782139908246711,-0.4948669351788129
250,250,250,09-07,5.0564760631003605,0.049329434671129366,-0.14550416822503465
251,251,251,09-08,4.7362015504078965,-0.4429205785482678,-0.2177628575723541
252,252,252,09-09,5.601126308547831,0.8864366033545921,0.2770434911349827
253,253,253,09-10,4.88949471289742,-0.20731468962644609,0.18904558000554614
254,254,254,09-11,5.869239226823032,1.2985161861342231,0.09577468736851626
255,255,255,09-12,4.731742823505807,-0.449773475951948,0.06051652297603821
256,256,256,09-13,4.692364873028313,-0.5102959211510499,-0.1062687226823434
257,257,257,09-14,4.598560622635707,-0.6544695649031361,0.06685941413094447
258,258,258,09-15,4.9500295669366965,-0.1142748705956975,-0.045757601931652826
259,259,259,09-16,5.5653528519993865,0.8314541312532812,0.0601432722226809
260,260,260,09-17,5.429604582170393,0.6228140897586395,0.28043151517838577
261,261,261,09-18,5.145158973258574,0.18563176897405434,0.6837972418482633
262,262,262,09-19,5.552326775758486,0.8114335365831793,0.8377322639852887
263,263,263,09-20,6.17322095470307,1.7657247951161281,0.7224339938975991
264,264,264,09-21,5.550961567471949,0.8093352622264544,0.6454338782001855
265,265,265,09-22,5.115251119851821,0.13966451072714375,0.7726455773240658
266,266,266,09-23,5.129011299854796,0.16081339557415786,0.41710711923768296
267,267,267,09-24,5.641768385364636,0.9489019637173364,-0.025142617645157458
268,268,268,09-25,4.164374678055311,-1.3217972119351178,-0.4272712332305175
269,269,269,09-26,4.446765107088185,-0.8877736261809147,-0.4398388647426758
270,270,270,09-27,3.9811306733621263,-1.6034364312857057,-0.4872116425878459
271,271,271,09-28,5.066189562307959,0.06425872165419391,-0.8801669837475483
272,272,272,09-29,4.944077307796318,-0.12342327149686284,-0.961403772469362
273,273,273,09-30,4.1077481474365,-1.4088300832408778,-1.0040197479388837
274,274,274,10-01,3.847242258895986,-1.8092179442660001,-0.9305298929425928
275,275,275,10-02,4.280400734392901,-1.1434694789980422,-1.030182032754293
276,276,276,10-03,4.268020589437595,-1.1624973013079614,-1.0375864167296762
277,277,277,10-04,4.6771672404002285,-0.5336541172160071,-0.8447039096626107
278,278,278,10-05,4.915172051453175,-0.16784957534916278,-0.7441346249231282
279,279,279,10-06,4.860723456309941,-0.25153504083848466,-0.4977958510580105
280,280,280,10-07,4.239844933920128,-1.205802235829105,-0.517187176752384
281,281,281,10-08,5.242058777722345,0.3345631641926642,-0.9080727578612464
282,282,282,10-09,4.192320674104631,-1.2788452554742027,-0.7491906699301482
283,283,283,10-10,3.151226937958586,-2.8789676038691807,-0.4960200942960703
284,284,284,10-11,5.535416422254405,0.7854429522374268,-0.2646244825473659
285,285,285,10-12,5.849051507849906,1.2674884129659827,-0.4988797925669782
286,286,286,10-13,5.14316781621685,0.18257143466312145,-0.4266679369358917
287,287,287,10-14,4.327572196749347,-1.0709686959250095,0.23236480822131314
288,288,288,10-15,4.474221532429934,-0.8455741216876835,-0.1570034468947911
289,289,289,10-16,5.723960942654598,1.0752288670740482,0.417628365385736
290,290,290,10-17,4.015399461568486,-1.5507665784591986,0.3191125378502995
291,291,291,10-18,8.09230089795655,4.715279286649143,0.4441569215831412
292,292,292,10-19,4.758581433577052,-0.40852353054949775,0.5713209736069047
293,293,293,10-20,4.815720836539619,-0.3207023935279589,0.6351093316421761
294,294,294,10-21,4.970644939643832,-0.0825898095451024,0.7458580826321342
295,295,295,10-22,5.972978125832528,1.4579590152856756,0.07165111289405157
296,296,296,10-23,4.447740767434116,-0.8862740725194499,0.2781245534544847
297,297,297,10-24,5.460329709886889,0.6700374682206498,0.4178829930108763
298,298,298,10-25,5.564613069333928,0.8303171128131005,0.3904712687958909
299,299,299,10-26,5.361310251530236,0.517848243810391,0.3466493728766822
300,300,300,10-27,4.863634968540773,-0.24706015483501514,0.41158683076504055
301,301,301,10-28,5.8019060772733875,1.1950276397704236,0.32754501115648177
302,302,302,10-29,4.701243810060689,-0.4966493251892997,0.2705573154497574
303,303,303,10-30,5.132247002749338,0.16578655056929684,0.1950851955613173
304,304,304,10-31,5.3421443321257565,0.4883909385727549,0.3161536231750502
305,305,305,11-01,5.066681963830863,0.06501552447975008,0.16294642024690306
306,306,306,11-02,5.3362622589231785,0.4793504108473822,0.19542582871970451
307,307,307,11-03,5.203815339545955,0.2757844222015408,0.07815733900810456
308,308,308,11-04,4.828037022149802,-0.3017728743524905,-0.0012568296610812324
309,309,309,11-05,4.674453921332102,-0.5378243877003032,-0.10217934770426436
310,310,310,11-06,5.032127062587589,0.011905926557640095,-0.2214358080657441
311,311,311,11-07,4.672700335577615,-0.5405195837793487,-0.28515771828121644
312,312,312,11-08,4.870708531727918,-0.2361883513214965,-0.019484255717160483
313,313,313,11-09,4.955057555566002,-0.10654703909129283,0.10538396213665388
314,314,314,11-10,5.86517388113977,1.2922679010318452,0.013038887899495628
315,315,315,11-11,5.161914844236116,0.21138491942258286,-0.01703754025531997
316,316,316,11-12,4.671630085158278,-0.5421645188653094,-0.01822932566030684
317,317,317,11-13,4.555287885252051,-0.7209781527082423,0.2012218595669768
318,318,318,11-14,4.866056036293903,-0.2433390637514178,0.1306181290476015
319,319,319,11-15,5.811751749828532,1.2101600722724088,0.12598677584122894
320,320,320,11-16,5.589550826442752,0.8686455179155936,0.4156050712810176
321,321,321,11-17,5.143834953715729,0.1835968001843474,0.4497112443385865
322,322,322,11-18,5.802242854455957,1.1955452537734224,0.6166873986952972
323,323,323,11-19,4.688431665800199,-0.5163411143628283,0.5173067016451082
324,324,324,11-20,5.5178980478534445,0.7585178623888464,0.276586866620648
325,325,325,11-21,5.423789086986304,0.6138758899712744,0.1972375811197178
326,326,326,11-22,4.6498280133911605,-0.5756734922311669,-0.05744368265263596
327,327,327,11-23,4.834070975284158,-0.2924989128212338,0.3633171786707653
328,328,328,11-24,4.808017374036481,-0.33254232886070034,0.1812017098795025
329,329,329,11-25,6.330999176635609,2.008224053577579,0.22155351901383968
330,330,330,11-26,4.806955135254053,-0.33417495035872985,0.166404122535876
331,331,331,11-27,5.581314600359919,0.8559867447772974,0.38265807546915775
332,332,332,11-28,4.4345356342189,-0.9065698710989492,0.6213016590222739
333,333,333,11-29,5.678283804539964,1.005024804778457,0.20190616107089587
334,334,334,11-30,5.739634910374773,1.0993191724579956,-0.0050551662335343115
335,335,335,12-01,4.693761775421889,-0.5081489341306884,-0.143730960844566
336,336,336,12-02,3.9990188857644817,-1.575942914185311,-0.0813329461750608
337,337,337,12-03,5.0399516179500905,0.023931977111107342,-0.4381789003724467
338,338,338,12-04,4.67812519080074,-0.5321817830819179,-0.7285649301093615
339,339,339,12-05,4.285227499602014,-1.1360509204058584,-0.6940248909133763
340,340,340,12-06,4.6060250576282,-0.6429970059634932,-0.5795062837554417
341,341,341,12-07,4.828599283900845,-0.3009086989547771,-0.7470174295729416
342,342,342,12-08,4.4460769674313685,-0.8888312712377032,-0.5967527449877238
343,343,343,12-09,4.386021105123338,-0.9811348977938912,-0.4853076099656155
344,344,344,12-10,5.2647289166066455,0.3694063244293887,-0.6334796608264629
345,345,345,12-11,4.7202873515383885,-0.46738011027320897,-0.5677684394267631
346,346,346,12-12,4.027590561624035,-1.5320293111285774,-0.4805303209427069
347,347,347,12-13,5.0851229468408246,0.09335862944342184,-0.462466798381495
348,348,348,12-14,4.78663739569369,-0.3654025603333656,-0.5040057220336832
349,349,349,12-15,4.456537538607592,-0.8727537624266196,-0.2254476259334066
350,350,350,12-16,5.102569142022206,0.12017278251625955,0.08879249154753023
351,351,351,12-17,5.80772328152334,1.2039684663284504,0.08310815127464526
352,352,352,12-18,5.254322073561316,0.3534113937570436,0.11348179531413588
353,353,353,12-19,5.0629324022559326,0.05925258780611205,0.3171345828868823
354,354,354,12-20,4.905210118280167,-0.18316069609642185,0.2272251395472548
355,355,355,12-21,5.251557900781791,0.3491629630098589,-0.157442635565203
356,356,356,12-22,4.751580387786677,-0.4192838775215056,-0.4540824637597434
357,357,357,12-23,4.306056068756076,-1.104038184346296,-0.8281025085724046
358,358,358,12-24,4.096298623662436,-1.426427575410199,-0.9887646928890113
359,359,359,12-25,3.602831830928594,-2.184867681069856,-1.0999021320455082
360,360,360,12-26,4.27801660187686,-1.1471338019960613,-1.1962122705506577
361,361,361,12-27,4.817699232887302,-0.3176616719291231,-1.4842464429644255
362,362,362,12-28,4.375604580590519,-0.9971447085524014,-1.3367474181733094
363,363,363,12-29,3.1816274036726626,-2.8322432188289035,
364,364,364,12-30,4.672105758479515,-0.5414334266635026,
365,365,365,12-31,,,
