,unnamed: 0,unnamed: 0,mth_day,oscar (best supporting actor),oscar (best supporting actor)_norm,oscar (best supporting actor)_ravg
98,98,98,04-08,1.0270560318904296,0.4405506302656391,-0.14106616286954046
99,99,99,04-09,0.5788032827792939,-1.326762457746644,-0.07568966600123903
100,100,100,04-10,0.7459034869755221,-0.6679413384760502,-0.33153215703476485
101,101,101,04-11,0.9248089072009684,0.03742386298170432,-0.20433629740402173
102,102,102,04-12,0.7864133710887399,-0.5082241955714775,-0.11434874165499402
103,103,103,04-13,1.1179550922601085,0.7989357141226984,0.1869096192441675
104,104,104,04-14,1.1640000839338431,0.9804759647598056,0.3832713329458744
105,105,105,04-15,1.0372615697067495,0.4807877076483251,0.2970534975499952
106,106,106,04-16,1.0447289025196145,0.5102289437341911,0.4440345906750893
107,107,107,04-17,0.7936016570512575,-0.4798831493935711,0.1508867142028066
108,108,108,04-18,1.0100908151395318,0.3736623631790869,-0.08167450938468536
109,109,109,04-19,0.6718394297345138,-0.9599515447109976,-0.3198623892366402
110,110,110,04-20,0.8100858561147427,-0.4148913767651464,-0.26982290965475364
111,111,111,04-21,0.6747846345010858,-0.9483395714634038,-0.42585488804498417
112,112,112,04-22,1.1208795328934282,0.8104658212255105,-0.5548325911826493
113,113,113,04-23,0.556150476260192,-1.4160750197349543,-0.3849282533647776
114,114,114,04-24,0.8138111279771748,-0.40020385564690375,-0.6897406381646602
115,115,115,04-25,0.9304017196740724,0.059474482196233074,-0.4692820955902093
116,116,116,04-26,0.3462190165271695,-2.2437656855644423,-0.7914461753232516
117,117,117,04-27,1.0102808692463756,0.3744116839833019,-0.59793135912309
118,118,118,04-28,0.6306066931185045,-1.122518657172743,-0.4980461206378597
119,119,119,04-29,0.8506434518755764,-0.2549861225339855,-0.494228084912778
120,120,120,04-30,0.9658175824656104,0.19910757526447886,-0.3037551916977295
121,121,121,05-01,0.9362120484321668,0.08238269654672235,-0.3165601348045115
122,122,122,05-02,0.6360827602880166,-1.1009283262741507,-0.1450445821820006
123,123,123,05-03,0.9907941659946644,0.2975820253426095,-0.3385738097937621
124,124,124,05-04,0.8916209474682867,-0.09342534143767753,-0.1926320762706696
125,125,125,05-05,0.5561285448155191,-1.4161614882045543,-0.3586589479122579
126,126,126,05-06,1.1879133176429522,1.074757976403034,-0.1092478993631072
127,127,127,05-07,0.6835505291649715,-0.9137785333028074,-0.1875445121876186
128,128,128,05-08,1.015639237052152,0.3955379650207533,-0.2689602358768261
129,129,129,05-09,0.8716415194735513,-0.17219765160445905,-0.07911144129592995
130,130,130,05-10,0.7677216037285558,-0.5819196835729222,-0.228057321953683
131,131,131,05-11,0.8450425284109276,-0.2770687207191776,-0.020510843626666702
132,132,132,05-12,0.9612458383157592,0.1810826924565157,-0.2307703477585442
133,133,133,05-13,0.9993970425285612,0.33150033665929035,-0.2483285150253533
134,134,134,05-14,0.6956640111802211,-0.8660190597705116,0.04118400562572764
135,135,135,05-15,0.8449213074180211,-0.2775466552053139,0.2414373559663281
136,136,136,05-16,1.2083049417829377,1.1551554403335635,0.4103888917052875
137,137,137,05-17,1.1497902793932335,0.9244513813244254,0.5228495098859093
138,138,138,05-18,1.218358143572485,1.1947919068902717,0.6480386335694517
139,139,139,05-19,1.1705408481444606,1.006264045743021,1.0589197766963965
140,140,140,05-20,0.8861781964615961,-0.11488431766925752,0.8697760441305427
141,141,141,05-21,1.4702047499971511,2.1877402035563542,1.0309930347316179
142,142,142,05-22,0.9204639293164599,0.02029304493844152,0.9019210795292728
143,143,143,05-23,1.3951320687927602,1.8917533249308771,0.6659922891193103
144,144,144,05-24,1.0219350225814916,0.4203601756762017,0.7278895440878969
145,145,145,05-25,0.8115018200976234,-0.4093086967167557,0.3601453320498729
146,146,146,05-26,0.9803741198335246,0.25649921214226273,0.3873436515097169
147,147,147,05-27,0.9105675635793692,-0.0187250686717902,0.08281362673030113
148,148,148,05-28,0.9618546310040378,0.183482961697506,0.12767498540682765
149,149,149,05-29,0.9316949277897958,0.06457317625438251,0.23955514091066585
150,150,150,05-30,1.0902055316113233,0.6895283277353608,0.43082822512293134
151,151,151,05-31,0.9817622712279268,0.2619722363062734,0.5508846274417564
152,152,152,06-01,1.2714556030546271,1.4041377174158556,0.40841108143026894
153,153,153,06-02,1.093270717037027,0.7016133452411603,0.5302026655369368
154,154,154,06-03,0.7450368217258079,-0.6713583143714187,0.9399067665930696
155,155,155,06-04,1.117038699976135,0.7953226808943895,1.039463267987251
156,156,156,06-05,1.7136977386217036,3.147752934072159,0.9720179382928394
157,157,157,06-06,1.133268449995675,0.8593112446713612,0.8619294027549559
158,158,158,06-07,1.1688165585458932,0.9994657392493861,1.129823897885578
159,159,159,06-08,0.925736772875576,0.04108213201385905,0.9525313496473086
160,160,160,06-09,1.1527216107829683,0.9360086564123136,0.7655001234495936
161,161,161,06-10,0.8472329501615198,-0.2684326085352265,0.633539009300825
162,162,162,06-11,1.4290715615801073,2.0255655768858687,0.5685112267012155
163,163,163,06-12,0.9324485751443568,0.06754455977874903,0.469072164513698
164,164,164,06-13,1.0698565637947863,0.6092990436517285,0.3687705382282857
165,165,165,06-14,0.7744093143841532,-0.5555522411112451,0.5333290550568665
166,166,166,06-15,1.0000814927606838,0.33419889869983954,0.197005538655538
167,167,167,06-16,1.0976599109249645,0.7189184924362579,0.2437618713412325
168,168,168,06-17,0.9172507353545328,0.007624478477897919,0.028973029887948736
169,169,169,06-18,1.0036028764627152,0.3480825558929161,0.3024345276653681
170,170,170,06-19,0.7429885425724103,-0.6794340050679741,0.2778865231181766
171,171,171,06-20,1.190566029296429,1.085216745553271,0.1274803842415556
172,172,172,06-21,0.9627240694559748,0.1869108714166904,0.003963065051033149
173,173,173,06-22,0.8687701945800312,-0.1835183408234677,0.11970342730703085
174,174,174,06-23,0.7292807205375392,-0.7334794366652369,0.16197629469841965
175,175,175,06-24,1.179737832683927,1.0425247294289022,0.04141188806417687
176,176,176,06-25,0.8073198570956766,-0.4257968007196413,0.09688451648357876
177,177,177,06-26,1.0070897892844164,0.3618303057478145,0.3845488638752464
178,178,178,06-27,1.0471429254857827,0.5197466419331016,0.7974475583398256
179,179,179,06-28,1.3065409622415889,1.5424677435265384,0.5532662751239101
180,180,180,06-29,1.3576344949317911,1.7439127301222381,0.6886267289408501
181,181,181,06-30,0.8081400703221122,-0.4225629698665903,0.7597191949752897
182,182,182,07-01,1.0133128844407642,0.3863659221819983,0.6541674237793291
183,183,183,07-02,1.1152790859874786,0.7883851019544531,0.2808990612473201
184,184,184,07-03,0.8865130791962834,-0.1135639852426616,-0.10331760768394853
185,185,185,07-04,0.7384970628461391,-0.6971424316655159,-0.01957417523895469
186,186,186,07-05,0.7729293424458705,-0.5613872834653733,-0.1066644001792238
187,187,187,07-06,0.9355817468470934,0.07989762480337273,-0.3777505147307962
188,188,188,07-07,0.8807780222876531,-0.13617542745961644,-0.4591496783491094
189,189,189,07-08,0.7027372553933264,-0.8381315853549809,-0.15205433290072365
190,190,190,07-09,0.7626389367545708,-0.6019589669525415,-0.11293900518327442
191,191,191,07-10,1.2058381370571487,1.1454296410247988,-0.24134089924489224
192,192,192,07-11,0.8324554783659631,-0.32669531716067784,-0.02303975071497005
193,193,193,07-12,0.7401783322695503,-0.6905137395663343,0.061584100268964936
194,194,194,07-13,1.212991111048446,1.1736314637199168,0.012025395902905632
195,195,195,07-14,0.8315187625339208,-0.330388479451371,-0.1962724405067653
196,196,196,07-15,0.687219955391883,-0.8993111931488973,-0.2341016287951677
197,197,197,07-16,0.8888481986997602,-0.10435737743322678,0.12238904432398935
198,198,198,07-17,0.7748866035742614,-0.553670446891092,-0.16110892582542322
199,199,199,07-18,1.2826897593915023,1.4484302991486075,-0.2965497907471019
200,200,200,07-19,0.7815607820969606,-0.5273563571765586,0.016147136078479268
201,201,201,07-20,0.6254033646852613,-1.1430336689814429,-0.15513619552425975
202,202,202,07-21,1.163085577750233,0.97687036780459,-0.04555520048812476
203,203,203,07-22,0.6281873408518889,-1.1320573670496608,-0.031029451145814124
204,204,204,07-23,0.9416481670181004,0.10381552332571788,0.11003668079020416
205,205,205,07-24,1.3047952044982774,1.5355847952024717,0.10112610111870857
206,206,206,07-25,0.9962367731560668,0.3190404344395512,-0.06667474370087957
207,207,207,07-26,0.6118431465405045,-1.1964971470104169,0.15505902232529248
208,208,208,07-27,0.9077244065901786,-0.02993470111293895,0.1905004231122743
209,209,209,07-28,0.9656242246712188,0.19834522910737132,-0.04841483627784097
210,210,210,07-29,0.9955832805286854,0.3164639280476088,-0.2980878414448747
211,211,211,07-30,0.941211335111548,0.10209323886177983,-0.2636687875486595
212,212,212,07-31,0.6162816479297758,-1.1789975965626514,-0.2100708745544829
213,213,213,08-01,0.6642224413087067,-0.9899828236331252,-0.3119391829864054
214,214,214,08-02,0.9892903000673128,0.29165277685212065,-0.1948171734952464
215,215,215,08-03,0.8105999125276321,-0.4128646214841637,0.12007643895757925
216,216,216,08-04,1.1738208427080503,1.0191959849945624,0.16969906820480846
217,217,217,08-05,1.4204198978171094,1.9914549135787336,0.2896422842033731
218,218,218,08-06,0.6917979108796891,-0.8812618210792759,0.3837301324110404
219,219,219,08-07,0.8467533465793421,-0.2703235276417372,0.6007228433783413
220,220,220,08-08,1.1324742222702755,0.8561798660981247,0.2193356192593544
221,221,221,08-09,1.1408218066151206,0.8890916443196419,-0.4311092101566489
222,222,222,08-10,0.5934215704563672,-1.2691273597193589,-0.2810446223597735
223,223,223,08-11,0.4305658026648845,-1.9112140629172856,-0.019904274709908604
224,224,224,08-12,0.9201678510350056,0.019125705701976088,0.011948296215442486
225,225,225,08-13,1.2441595997165658,1.296518558257452,-0.019626184815437486
226,226,226,08-14,1.1809478150266264,1.0472952916502312,0.5419614540574887
227,227,227,08-15,1.0927714141186746,0.6996447581343621,0.5708415803713033
228,228,228,08-16,1.44805181576762,2.100398473518198,0.5294470882623916
229,229,229,08-17,0.4745158965197463,-1.7379333050343986,0.13125642236101562
230,230,230,08-18,0.8571732576771933,-0.2292412469514938,-0.12003420166126505
231,231,231,08-19,0.638188664952193,-1.0926254371508042,0.044642277778698114
232,232,232,08-20,0.7985309796354637,-0.46044845248345295,-0.3638993305337314
233,233,233,08-21,1.3433778916815018,1.6877036347741412,0.18147516566942226
234,234,234,08-22,0.8263287029999794,-0.3508511763563784,0.5856632453288259
235,235,235,08-23,1.3044728030001396,1.5343136721845234,0.7790433998662601
236,236,236,08-24,1.4722711226595149,2.1958872310049267,0.9956736413170626
237,237,237,08-25,0.9324767109681984,0.0676554900738019,0.7315374264158955
238,238,238,08-26,1.1282012636262189,0.8393329962213619,2.1996497890521503
239,239,239,08-27,0.9414124948119862,0.10288634536713924,2.070237471612008
240,240,240,08-28,3.0605182431088065,8.45782299946115,1.7650716741712014
241,241,241,08-29,1.1075317150122812,0.7578397675436692,2.0591059485268968
242,242,242,08-30,1.0078664558280677,0.3648924463600873,1.7022040334510031
243,243,243,08-31,1.3799413035415855,1.8318611362079764,1.7553120926544503
244,244,244,09-01,0.5850640039715671,-1.3020784942340031,0.3892066453908429
245,245,245,09-02,1.02223292340286,0.4215347005878234,0.11373903173683148
246,246,246,09-03,0.9815639487103934,0.2611903158795068,0.11449079869600105
247,247,247,09-04,0.6883220708952678,-0.8949659143804001,0.01898610216937387
248,248,248,09-05,1.0090105030546437,0.3694030481151045,0.11228929678191604
249,249,249,09-06,1.2346012059839948,1.2588329570482135,0.14929295663161232
250,250,250,09-07,0.7270538317036616,-0.7422593265587502,-0.14185515750827934
251,251,251,09-08,1.0785454999371806,0.6435566596860011,-0.001329712052564454
252,252,252,09-09,0.5384915464960934,-1.4856983689598429,-0.1856730977707477
253,253,253,09-10,0.9021752393220496,-0.05181324164611064,-0.4063532346622493
254,254,254,09-11,0.7284747112163077,-0.7366572661939951,-0.5331456717575852
255,255,255,09-12,0.8987677465698704,-0.06524786430079615,-0.6101455707453924
256,256,256,09-13,0.5340997064385968,-1.5030139491307657,-0.5142366284206871
257,257,257,09-14,0.9613662067943312,0.18155726575915807,-0.5625213726839552
258,258,258,09-15,0.6844468297551911,-0.910244715011611,-0.5600247401003157
259,259,259,09-16,0.8286949844551056,-0.3415217072257197,-0.5312534439423421
260,260,260,09-17,0.7322741141406492,-0.7216774706921582,-0.1972018812100922
261,261,261,09-18,0.9425522214966334,0.10737991264704566,-0.054446906043728316
262,262,262,09-19,1.0424630485830804,0.5012954272627335,0.1301296326418605
263,263,263,09-20,1.1786122980556768,1.0380871167573409,0.4543601690111019
264,264,264,09-21,0.9653374363435966,0.197214517101922,0.6888873294321147
265,265,265,09-22,1.3221125806663792,1.6038615109897292,0.4731899349798616
266,266,266,09-23,1.0891801262548424,0.6854854918339188,0.3446355322145118
267,267,267,09-24,0.614301554327944,-1.1868044540664726,0.2276098566036369
268,268,268,09-25,0.8468275445828709,-0.2700309893293653,0.16795685629211998
269,269,269,09-26,1.0005213378348308,0.33593306309209164,-0.018324865077749514
270,270,270,09-27,0.8745568443916435,-0.16070348476717927,-0.061702397016503034
271,271,271,09-28,1.0386270083150302,0.486171182770512,0.20388552656735948
272,272,272,09-29,1.0231677210740329,0.4252203002013977,0.4323590143897065
273,273,273,09-30,1.0184761774370232,0.4067230874367024,0.2680439576696422
274,274,274,10-01,1.1945210111566833,1.1008099376047171,0.2554442880809785
275,275,275,10-02,0.7504648773421585,-0.6499572772282942,0.259297933680156
276,276,276,10-03,0.8553825286374519,-0.2363015022991616,0.5873812474572201
277,277,277,10-04,1.0444915285711696,0.5092930563655774,0.4096795672418
278,278,278,10-05,1.5224485163182933,2.3937201828637824,0.4936354738944015
279,279,279,10-06,0.7480478060798491,-0.6594869938558188,0.4158527351002385
280,280,280,10-07,1.3222860332676436,1.6045453775203251,0.2428978741993149
281,281,281,10-08,0.6320942499721384,-1.116653709993272,0.12887214003708464
282,282,282,10-09,0.5921779191197264,-1.2740306677047035,-0.15353463971990342
283,283,283,10-10,0.8709659122409408,-0.17486134860780364,-0.13478303264000138
284,284,284,10-11,1.0926787729071707,0.6992795043218539,-0.44841854366835054
285,285,285,10-12,0.7765842079686789,-0.5469773513764066,-0.3630700164288358
286,286,286,10-13,0.844992063146749,-0.2772676886497697,-0.05325105769698494
287,287,287,10-14,0.7619785774086358,-0.6045625465561834,-0.15247622789555584
288,288,288,10-15,1.0636638179804598,0.5848830846864015,-0.11574985133258699
289,289,289,10-16,0.7199639569307317,-0.770212369799229,-0.11625616061837395
290,290,290,10-17,1.148569376686122,0.919637763699667,-0.0743495639596278
291,291,291,10-18,0.7758137009290583,-0.5500152070911284,0.14586175337156915
292,292,292,10-19,0.908765982840747,-0.025828108697292698,0.15319768197523645
293,293,293,10-20,1.0970985820596997,0.7167053574309985,0.13795579118821036
294,294,294,10-21,1.0748277148118084,0.628898656308405,0.0255779258706757
295,295,295,10-22,0.696768679897095,-0.8616637145213856,0.016719291815396067
296,296,296,10-23,0.9775515052874044,0.24537057179445906,0.5171794753961246
297,297,297,10-24,0.7623325341943693,-0.6031670114228062,0.5657323051497586
298,298,298,10-25,1.6703717943940402,2.9769329927870785,0.4784736728036292
299,299,299,10-26,1.1709868123743503,1.0080223359528029,0.7348052713155714
300,300,300,10-27,0.9420365684162744,0.1053468622316282,0.8088574240036966
301,301,301,10-28,1.086856925708461,0.6763258765502675,0.9721066599148896
302,302,302,10-29,1.0902448856913831,0.689683487923211,0.6453156628851556
303,303,303,10-30,1.0107670168579506,0.3763284040443524,0.5130029250182789
304,304,304,10-31,1.1730576609890735,1.0161870106086741,0.6103195265647834
305,305,305,11-01,0.9696318326815742,0.21414590875154266,0.72216586131026
306,306,306,11-02,1.0901340429608768,0.6892464715106551,0.4931672693537839
307,307,307,11-03,1.2570659080367208,1.3474038850231271,0.5180247712556783
308,308,308,11-04,0.7417523098710329,-0.6843080638156459,0.5522177676427265
309,309,309,11-05,1.048595436640972,0.5254734154557185,0.40132043685013946
310,310,310,11-06,1.2250929389535914,1.2213449889309642,0.23821060448714074
311,311,311,11-07,0.7399946150766782,-0.6912380760039795,0.208326534543702
312,312,312,11-08,0.8419117061501311,-0.28941252266733714,0.3851201297602049
313,313,313,11-09,1.2115880017246865,1.1680994653624943,0.04473263448957345
314,314,314,11-10,1.01079874748952,0.37645350748337203,-0.2562615698669688
315,315,315,11-11,0.5305900026754862,-1.5168515561680704,0.1255142556963201
316,316,316,11-12,0.7670366483579503,-0.5846202372082896,0.12546090063296048
317,317,317,11-13,1.3209852652802314,1.5994168773757542,-0.008426044754229589
318,318,318,11-14,0.8418305098278988,-0.2897326530474949,-0.18822590198976155
319,319,319,11-15,1.0078373757139882,0.3647777930393539,-0.14545381954295394
320,320,320,11-16,0.7371773472668899,-0.7023456359298197,0.12290523688778165
321,321,321,11-17,0.5956810281605747,-1.2602190614872248,0.009487894065198937
322,322,322,11-18,1.1754284119109792,1.025534101376124,-0.03829845034156542
323,323,323,11-19,1.1483855055819108,0.9189128204402576,-0.1923328560432288
324,324,324,11-20,0.7691087253441024,-0.576450719488081,-0.051659810848288
325,325,325,11-21,0.7734261230101638,-0.5594286411706264,0.1764975795798079
326,326,326,11-22,0.9512551346001628,0.14169263523982514,-0.1096307784685264
327,327,327,11-23,0.9428934542433012,0.10872528108135053,-0.3647627832652831
328,328,328,11-24,0.7399951297252827,-0.6912360469138817,-0.12460106964374824
329,329,329,11-25,0.760122814679731,-0.6118792083402828,-0.046024979237110734
330,330,330,11-26,1.1345894624890065,0.8645195622411282,0.04756221071291139
331,331,331,11-27,0.8930040815895174,-0.0879720987308016,0.02546896209181845
332,332,332,11-28,1.0936771495602826,0.7032157749399579,0.3054516006290479
333,333,333,11-29,0.9092717055049184,-0.023834210645207115,0.4869772666375383
334,334,334,11-30,1.1660757883668948,0.9886597843094952,0.2623549327486692
335,335,335,12-01,1.0363705696739047,0.4772747877106594,0.3615348389167985
336,336,336,12-02,0.7927567243270678,-0.4832144410920859,0.04722919794216082
337,337,337,12-03,1.0439371536003759,0.5071073382779742,-0.032444293453911435
338,338,338,12-04,0.6153633683168777,-1.1826180709078682,0.0292383257463702
339,339,339,12-05,0.7880237100303661,-0.5018751590216406,-0.12358940323897112
340,340,340,12-06,1.2599450766660014,1.3587554995111848,-0.08060240486555999
341,341,341,12-07,0.8037956508682967,-0.4396915862013887,-0.2548755725740058
342,342,342,12-08,0.858174811232958,-0.22529245085161906,-0.07845769053396179
343,343,343,12-09,0.7787263302839114,-0.5385316679727006,-0.21044930776984694
344,344,344,12-10,0.8838380414912467,-0.12411077866760425,-0.34108637248099144
345,345,345,12-11,0.5871574152455936,-1.2938248624369515,-0.4907522717079023
346,346,346,12-12,1.0611401548110702,0.5749331112443176,-0.21854273629355792
347,347,347,12-13,0.576032439363624,-1.3376869815628538,0.11329104756979402
348,348,348,12-14,1.2724262760517266,1.4079647616344475,0.1930126218294891
349,349,349,12-15,1.2837146321540465,1.4524710352074108,0.4123363051594204
350,350,350,12-16,1.0051592099964872,0.35421866689056625,0.17410073773486676
351,351,351,12-17,0.9209266087111214,0.02211723754263619,0.19878829471489531
352,352,352,12-18,0.6985906481329464,-0.8544802933030041,-0.12933461847983418
353,353,353,12-19,0.6136022350954555,-1.1895616396826822,-0.6155187960929216
354,354,354,12-20,0.7730852179781393,-0.5607727175339299,-0.5772438102206616
355,355,355,12-21,0.5438342034932192,-1.464634030471113,-0.6013962839666701
356,356,356,12-22,1.0634065044542913,0.5838685821241261,-0.27659015703838113
357,357,357,12-23,0.8841711085297944,-0.12279760493341485,-0.05078271300300393
358,358,358,12-24,1.1928841843874598,1.0943564682667295,-0.15571623837485468
359,359,359,12-25,0.9572384869124736,0.16528302452958138,-0.012275542154578378
360,360,360,12-26,0.613396224983385,-1.1903738697650343,-0.37475170575414624
361,361,361,12-27,0.762123832596132,-0.6039898531494552,-0.5930025510701479
362,362,362,12-28,0.5117862920894019,-1.5909883994732807,-0.8272727979811147
363,363,363,12-29,0.5520345717531925,-1.4323026768294242,
364,364,364,12-30,0.8363691460784507,-0.3112650131990717,
365,365,365,12-31,,,
