,unnamed: 0,unnamed: 0,mth_day,pirates,pirates_norm,pirates_ravg
92,92,92,04-02,0.7349946552126969,0.23771450089923105,-0.19173879403787847
93,93,93,04-03,0.4709309505747904,-1.2907623876930725,0.06068522449713084
94,94,94,04-04,0.7739344782443759,0.4631094283520956,-0.03132990155061347
95,95,95,04-05,0.7555421830430092,0.3566495186799031,-0.003958819607248165
96,96,96,04-06,0.7085004038404441,0.08435813199358058,0.22537884727876856
97,97,97,04-07,0.7155525330777224,0.12517789012477334,0.3343589330802665
98,98,98,04-08,0.9727205418764202,1.6137405022153315,0.2714936236178616
99,99,99,04-09,0.583897075492796,-0.6368818728840849,0.28025754432339345
100,100,100,04-10,0.7087698167421411,0.08591757157766622,0.2618675150868434
101,101,101,04-11,0.7646266515852335,0.4092330429130941,0.2693357796203932
102,102,102,04-12,0.6894377436791567,-0.02598204342571973,-0.16080192712016075
103,103,103,04-13,0.7232939557240065,0.16998747732607214,-0.0990817167153914
104,104,104,04-14,0.5268501835055882,-0.9670857382279924,-0.07677964203770282
105,105,105,04-15,0.6478747549676541,-0.26656061045546875,-0.12883392889146605
106,106,106,04-16,0.73188760872626,0.21973001964379765,0.16108033281904696
107,107,107,04-17,0.7106684350175687,0.0969073217905149,0.2558652598891081
108,108,108,04-18,0.9899558655271672,1.7135035268373582,0.17087550767007129
109,109,109,04-19,0.8215457219342456,0.7386970397464385,0.22332722290048104
110,110,110,04-20,0.4387518589785387,-1.4770242515422132,0.17471155647343287
111,111,111,04-21,0.7022449361920912,0.04814968092698979,0.06896467211876063
112,112,112,04-22,0.6814937830453618,-0.07196397891849142,-0.3816287968507384
113,113,113,04-23,0.6010537686329364,-0.5375739843375187,-0.2390187535700697
114,114,114,04-24,0.5228815580655163,-0.9900572869796362,0.2286810379294465
115,115,115,04-25,0.9693718485639308,1.594357299430451,0.38551769725663104
116,116,116,04-26,0.9235581672328248,1.3291744974548847,0.3838585747607865
117,117,117,04-27,0.864818029422615,0.9891696368900968,0.3807303861577804
118,118,118,04-28,0.6797739767363337,-0.08191871389355841,0.6475799039400504
119,119,119,04-29,0.5978111638772571,-0.5563431159555555,0.5276875599450745
120,120,120,04-30,0.7994913234038287,0.611039819713984,0.4271949910993101
121,121,121,05-01,0.8450943403490973,0.8750032354605958,0.07282302358310801
122,122,122,05-02,0.8193899974055455,0.7262190843802978,0.5245985187610827
123,123,123,05-03,0.4974846064815542,-1.1370621682071158,0.4478608471604495
124,124,124,05-04,1.1480735440180792,2.628734257174289,0.2414449721706562
125,125,125,05-05,0.5182667468197797,-1.0167691455593544,0.2916198018052519
126,126,126,05-06,0.5855256126259066,-0.6274554302247759,0.4261233877146407
127,127,127,05-07,0.8971043569549337,1.17605221326817,0.7820284934539083
128,128,128,05-08,0.9588131661066192,1.5332405998366307,0.27009412811721195
129,129,129,05-09,0.8664072434771796,0.9983684662284902,0.2978648094440924
130,130,130,05-10,0.6174147448519444,-0.4428719348458893,0.5140726908853805
131,131,131,05-11,0.5470531643818347,-0.8501450575980718,0.2018906505920416
132,132,132,05-12,0.8096414808005875,0.6697918584229533,0.02138499801865024
133,133,133,05-13,0.5735039936264394,-0.6970400284918641,-0.18556372232099028
134,134,134,05-14,0.7717053661168748,0.4502066843962829,-0.13757261602274404
135,135,135,05-15,0.6518891980785778,-0.24332385580935284,0.06202511333269658
136,136,136,05-16,0.6671611665873405,-0.15492529705641198,-0.1179447691257634
137,137,137,05-17,0.7539513500630858,0.34744131853457194,-0.1486312707043684
138,138,138,05-18,0.6230890471723719,-0.4100274363278065,-0.25654997837392063
139,139,139,05-19,0.5416951072126464,-0.8811590379634942,-0.2714066355797509
140,140,140,05-20,0.6598394401366551,-0.19730556162103047,-0.4380151336645096
141,141,141,05-21,0.6364891460283826,-0.33246379904433443,-0.5352561476778098
142,142,142,05-22,0.4944588213044975,-1.1545762855649642,-0.22733823218528285
143,143,143,05-23,0.6531536634454723,-0.2360047655452295,-0.02177351824273765
144,144,144,05-24,0.9422693217170136,1.4374800566273551,0.21899630070898768
145,145,145,05-25,0.7547785250057389,0.3522292456917771,0.87152690637061
146,146,146,05-26,0.9094156195289854,1.2473133520893216,1.4180963818461192
147,147,147,05-27,1.3128866123164806,3.5827198349254,1.4143942255756885
148,148,148,05-28,1.0610195391534325,2.1248405672880897,1.0978106678323525
149,149,149,05-29,0.6493160976678746,-0.25821770316781595,1.0298681572134998
150,150,150,05-30,0.6141064517027492,-0.4620212898326598,1.2488536883394872
151,151,151,05-31,0.6843509594063483,-0.055425818021338016,0.9239751499669504
152,152,152,06-01,1.1364107322826411,2.5612265388452453,0.6361130321473559
153,153,153,06-02,0.9761253657175478,1.6334486046901786,0.580908574289131
154,154,154,06-03,0.7626286201005589,0.3976678603705233,0.9519617659530416
155,155,155,06-04,0.5920924899180878,-0.5894444503171657,1.073566550187756
156,156,156,06-05,0.9987312287200736,1.764297860150804,0.6833200594412062
157,157,157,06-06,0.8104035418158315,0.6742028873869484,0.4172280077374662
158,158,158,06-07,0.7318906449816807,0.2197475943659454,0.3366304090584795
159,159,159,06-08,0.7003007714223582,0.036896294467738434,0.5697331491868106
160,160,160,06-09,0.6790830958563804,-0.08591773170339685,0.2302002516980185
161,161,161,06-10,0.8337211605729289,0.809171990452821,0.013561846878827258
162,162,162,06-11,0.646779627384813,-0.27289952478194884,-0.05759971110688285
163,163,163,06-12,0.5858414035053673,-0.625627541528199,0.05223052066586842
164,164,164,06-13,0.6581262926263705,-0.20722175354831526,0.3412452694447093
165,165,165,06-14,0.8141481371219327,0.6958776851042461,0.30865083288737555
166,166,166,06-15,0.9786688043239342,1.6481707609696483,0.7824575893582474
167,167,167,06-16,0.7999345548395247,0.6136053711088186,0.7569472133810032
168,168,168,06-17,1.13791626803653,2.569941014043281,0.4903587279108523
169,169,169,06-18,0.5593979638791613,-0.7786897973916642,0.1549756360426416
170,170,170,06-19,0.3817871070784998,-1.8067526663692208,0.05182003478149348
171,171,171,06-20,0.4664981240692681,-1.3164208661050183,0.12359784298435668
172,172,172,06-21,0.8717401994108825,1.0292371534027596,-0.3986504870663913
173,173,173,06-22,0.8743376972866179,1.0442722203259978,-0.3606756027373224
174,174,174,06-23,0.5965662621447037,-0.5635489662612067,-0.13666546157994475
175,175,175,06-24,0.598761811827292,-0.5508404914172511,0.1627269391430812
176,176,176,06-25,0.6139906092392274,-0.4626918194249545,-0.17350862585182622
177,177,177,06-26,0.7768410559071331,0.4799335382331373,-0.5231460172333395
178,178,178,06-27,0.5232065333035207,-0.988176236566685,-0.5941698420082925
179,179,179,06-28,0.5119120216200387,-1.0535521279630822,-0.2714446954905657
180,180,180,06-29,0.5229446807092117,-0.9896919149109241,0.07420656033798277
181,181,181,06-30,0.933290904437,1.38551038768911,-0.1786356754219617
182,182,182,07-01,0.9722843530624372,1.6112157155463358,-0.0915909377101153
183,183,183,07-02,0.5147509008174118,-1.0371198763265297,-0.1494766574823648
184,184,184,07-03,0.6134350061615989,-0.4659078102956065,-0.1173019907869573
185,185,185,07-04,0.4519090825264568,-1.4008664465965792,-0.13204394103137387
186,186,186,07-05,0.5562961631417814,-0.7966439147384793,-0.10843478836122264
187,187,187,07-06,0.91800975485267,1.2970586862226106,0.2296785258608169
188,188,188,07-07,0.9967570305257534,1.752870631567243,0.2737232622184172
189,189,189,07-08,0.8652309964233085,0.9915600090057072,0.4734188914223933
190,190,190,07-09,0.6590907161269595,-0.2016393921500045,0.4480179310755559
191,191,191,07-10,0.6589087488262794,-0.20269267137272254,0.3482746009280728
192,192,192,07-11,0.5299661411155123,-0.9490496768195036,-0.023270620102514388
193,193,193,07-12,0.8146182277648507,0.6985987053377121,-0.11795535727091636
194,194,194,07-13,0.61162222775014,-0.4764006946162797,-0.07091107783455003
195,195,195,07-14,0.7670830846454008,0.4234515859952954,-0.3467075819332579
196,196,196,07-15,0.7078556800045441,0.08062628446819348,-0.11391894564784275
197,197,197,07-16,0.3730247535547721,-1.85747169596497,-0.27128701947237605
198,198,198,07-17,0.7712692193128405,0.4476821408929874,-0.19269287004971852
199,199,199,07-18,0.6514942831007897,-0.24560973760948795,0.062415777346895324
200,200,200,07-19,0.6930910248813521,-0.004835798080334815,0.10813181216054707
201,201,201,07-20,1.0315225473006342,1.9541034703749791,0.34680199193836003
202,202,202,07-21,0.7552438175852166,0.35492249335010395,0.25841907888375265
203,203,203,07-22,0.6204244976886925,-0.4254506172980925,0.020164267080497244
204,204,204,07-23,0.6796536262132912,-0.08261533743465689,0.09621304607755768
205,205,205,07-24,0.4045250993775692,-1.6751386084290203,-0.21774158049844114
206,206,206,07-25,0.7719213525037006,0.4514568759020279,0.050196945850045686
207,207,207,07-26,0.7060847638420106,0.07037571091898583,0.12965112554402894
208,208,208,07-27,1.032982422902166,1.962553651441025,-0.07776972801715383
209,209,209,07-28,0.7027847814282085,0.05127446086580688,0.3845833632522048
210,210,210,07-29,0.4646461789199264,-1.3271404588017537,0.1770497269821899
211,211,211,07-30,0.8837891473036771,1.0989799391871315,0.23001275170275026
212,212,212,07-31,0.5567969973782231,-0.7937449417180616,-0.2648121547915697
213,213,213,08-01,0.7609849561350873,0.3881538592423477,-0.42016426518892497
214,214,214,08-02,0.5200588755543121,-1.0063957875248943,-0.33764147066605993
215,215,215,08-03,0.5417505357643807,-0.8808382015183255,-0.7434006255310214
216,216,216,08-04,0.5501873146796559,-0.8320036916645627,-0.7601301301796967
217,217,217,08-05,0.463189007030438,-1.3355749900026377,-0.8016691750771795
218,218,218,08-06,0.5394555969006998,-0.8941219696101143,-0.5258993288803554
219,219,219,08-07,0.7179265854212775,0.1389195898574504,-0.49037813228984495
220,220,220,08-08,0.8059152378885528,0.6482232896560499,-0.5699187896076852
221,221,221,08-09,0.578570950262765,-0.6677110219752631,-0.6533697281653499
222,222,222,08-10,0.4677373903238072,-1.3092476355716032,-0.6791802058440587
223,223,223,08-11,0.3766857795802317,-1.8362806213486265,-0.3852944660318171
224,224,224,08-12,0.5127010790986378,-1.048984835682367,-0.4370621335265429
225,225,225,08-13,1.0225614455527041,1.9022340287309,-0.22744999064702398
226,226,226,08-14,0.7522541240262016,0.3376172846876949,0.16182785056442558
227,227,227,08-15,0.7958498351407682,0.5899618353018506,0.7372313584725388
228,228,228,08-16,0.8712533989109443,1.0264194116970942,0.7076665846043625
229,229,229,08-17,0.9731351590659758,1.616140426100054,0.4319698119948176
230,230,230,08-18,0.4820549485381581,-1.226373478891425,0.4260163661933527
231,231,231,08-19,0.7367808295342061,0.24805339307363056,0.28317774986437605
232,232,232,08-20,0.7460829258925733,0.3018966098789056,0.23353678736322084
233,233,233,08-21,0.6477867752095704,-0.26706986267200983,0.0797794197090426
234,234,234,08-22,0.8197967760819829,0.7285736366901633,0.3212167207358228
235,235,235,08-23,0.8137539852144235,0.6935962201749845,0.3574474628722424
236,236,236,08-24,0.7323230237288504,0.2222503272692561,0.631354801400385
237,237,237,08-25,0.7743367418089473,0.46543784589214793,1.0686293448745572
238,238,238,08-26,1.030008657759664,1.9453406410477607,0.6569021642550456
239,239,239,08-27,1.1010550061737296,2.3565773981730245,0.3870503138282526
240,240,240,08-28,0.393010324447874,-1.7417894470269073,0.3544857372506372
241,241,241,08-29,0.5340320743673954,-0.9255148823857736,0.2675143984255693
242,242,242,08-30,0.6985673701292613,0.02686286780356377,0.2387462909434287
243,243,243,08-31,0.6841843524642164,-0.056390187058259676,0.13330156774524254
244,244,244,09-01,1.0001883323343241,1.7727319961549175,0.5856714738872665
245,245,245,09-02,0.9917535527462898,1.7239090589839083,0.673478980431478
246,246,246,09-03,0.8619260437790839,0.9724299898252364,0.7770307206264345
247,247,247,09-04,0.6250512149751527,-0.3986698431205049,0.7962587050163873
248,248,248,09-05,0.8059066030937809,0.6481733089733028,0.7998430441194904
249,249,249,09-06,0.7041156166997141,0.05897771928145645,0.3219849190549361
250,250,250,09-07,1.0039037716817216,1.7942380307735362,0.04525757378034617
251,251,251,09-08,0.4964173612566661,-1.1432396914034173,0.07062620906292656
252,252,252,09-09,0.5750771610257934,-0.6879340818223032,0.05111703937211722
253,253,253,09-10,0.6513477296205092,-0.2464580314250225,-0.1173288337362239
254,254,254,09-11,0.7856838689664396,0.5311182908284467,-0.5233905124953436
255,255,255,09-12,0.5295086928426413,-0.9516975193685904,-0.6437568260531118
256,256,256,09-13,0.5829900424461799,-0.6421320417811821,-0.6435491682316344
257,257,257,09-14,0.37164854764007976,-1.8654375727500268,-0.7518064181490947
258,258,258,09-15,0.5752924141083057,-0.6866881348934386,-0.90464923603224
259,259,259,09-16,0.539130878922384,-0.8960015309297841,-0.6906861501353366
260,260,260,09-17,0.6272506953198644,-0.3859386164704249,-0.4728613924824606
261,261,261,09-18,0.7512976601710128,0.3320809960128298,0.14394561591677638
262,262,262,09-19,0.8087819254519363,0.6648165041360745,0.2476861562304116
263,263,263,09-20,1.0110157957815915,1.835404477645395,0.3919404709318994
264,264,264,09-21,0.6828273527160567,-0.06424489301162746,0.2163062781049251
265,265,265,09-22,0.6886614175954008,-0.030475642720857038,-0.05891813201594622
266,266,266,09-23,0.4451925328505854,-1.4397437734322711,-0.2752339331175311
267,267,267,09-24,0.4660066837000491,-1.3192654647123978,-0.6507519167120711
268,268,268,09-25,0.5845541903638051,-0.6330783024734346,-0.6947359221907301
269,269,269,09-26,0.6217629232800419,-0.4177034239218452,-0.8025637059111528
270,270,270,09-27,0.6372345949130696,-0.328148925883582,-0.35771540693117004
271,271,271,09-28,0.5768897411849062,-0.6774423450433928,-0.06173678056689633
272,272,272,09-29,0.9063115358551171,1.2293460204476254,0.32424494258926256
273,273,273,09-30,0.77281097948513,0.4566062934732442,0.3990319446115331
274,274,274,10-01,0.9846535225807594,1.6828120364635188,0.2605479134581086
275,275,275,10-02,0.6992853233640288,0.03101858821177745,0.4490309421591956
276,276,276,10-03,0.4936853928054337,-1.1590531128041284,0.18287594811054228
277,277,277,10-04,0.7722666966036583,0.4534558271631292,0.16460015506335055
278,278,278,10-05,0.6304216970453376,-0.3675839438442945,-0.2844705986724776
279,279,279,10-06,0.7538667337987653,0.346951535190094,-0.5348151978683565
280,280,280,10-07,0.5191576249545966,-1.01161248595145,-0.643113840631986
281,281,281,10-08,0.43978415801514814,-1.4710490069634958,-0.7643559148313225
282,282,282,10-09,0.38142563528266543,-1.808844969385905,-0.5940086879143354
283,283,283,10-10,0.6465900906568852,-0.2739966180328908,-0.6737590771626132
284,284,284,10-11,0.8069995183400582,0.6544994176576283,-0.3470468905150212
285,285,285,10-12,0.6711994063891489,-0.13155080029957275,-0.2889987955694184
286,286,286,10-13,0.8578195870702419,0.948660633934102,-0.03222881412936066
287,287,287,10-14,0.499955411291837,-1.1227604372898794,-0.2711990604619736
288,288,288,10-15,0.6475871966837564,-0.2682250807455588,-0.248342603814326
289,289,289,10-16,0.3988793047792925,-1.7078180960285685,-0.12029012186006427
290,290,290,10-17,0.8306919692851248,0.7916381575435136,0.039534229652867625
291,291,291,10-18,0.8039355165336591,0.6367640914259975,0.3098885277533072
292,292,292,10-19,1.0234896498635029,1.9076067430116928,0.3964054831043091
293,293,293,10-20,0.7801981472625423,0.4993653513127579,0.4252811750639232
294,294,294,10-21,0.7372685830932766,0.2508766513604526,0.3646801214713243
295,295,295,10-22,0.42881114967566336,-1.5345639442708834,0.09003594501068518
296,296,296,10-23,0.7678743807325363,0.4280318359879202,-0.3908065069991753
297,297,297,10-24,0.519245996261425,-1.0111009673378373,-0.3031451673963863
298,298,298,10-25,0.5250599771381079,-0.9774479690474692,-0.533265175723587
299,299,299,10-26,0.8710657747489603,1.025333388929492,-0.1707190489776658
300,300,300,10-27,0.4987317401862787,-1.1298433986027518,-0.26294740860892946
301,301,301,10-28,0.804617708656698,0.6407128162046438,0.03697939817598408
302,302,302,10-29,0.6722726905846206,-0.12533832179966162,0.1430319758697515
303,303,303,10-30,0.8301428805163774,0.7884598733716438,-0.2797687506617658
304,304,304,10-31,0.6349915178551182,-0.34113250288486485,-0.2889223817729702
305,305,305,11-01,0.4328007528643249,-1.5114709702596116,-0.3281621995885525
306,306,306,11-02,0.489243307249594,-1.1847651852699783,-0.4633451308349135
307,307,307,11-03,0.7639426612063873,0.4052739093111497,-0.6053150131082621
308,308,308,11-04,0.5321453289143963,-0.9364359092778272,-0.5007182244752214
309,309,309,11-05,0.6829803293260827,-0.0633594202684477,-0.35541904314066497
310,310,310,11-06,0.7434140227911521,0.2864482289133792,-0.39585451865849786
311,311,311,11-07,0.5834143750541677,-0.6396758822522729,-0.5154131200751602
312,312,312,11-08,0.44732886990196186,-1.427378038376975,-0.3077382072176978
313,313,313,11-09,0.6400111024878762,-0.3120776991888241,-0.2842062265085368
314,314,314,11-10,0.7474161279383916,0.309613567866947,-0.34350833121803986
315,315,315,11-11,0.7073730121984487,0.07783246398651841,-0.3553222346907768
316,316,316,11-12,0.6819428932793207,-0.0693643993436395,-0.18480083848037865
317,317,317,11-13,0.5711683680368735,-0.7105593030886946,-0.2357558067807277
318,318,318,11-14,0.6240872308797967,-0.4042496611145857,-0.1789041721477298
319,319,319,11-15,0.5871924129825764,-0.6178075089909183,-0.23977648650362024
320,320,320,11-16,0.8063471593512498,0.6507233756649341,0.3143503914875954
321,321,321,11-17,0.6442742412899649,-0.2874014221488241,0.33563381432533324
322,322,322,11-18,1.2563374320540346,3.2553968686036545,0.29203770415391306
323,323,323,11-19,0.5932302501255879,-0.5828587660622677,0.6830081780537846
324,324,324,11-20,0.5788965559840709,-0.6658263221431072,0.4888330828333305
325,325,325,11-21,0.9924629637350488,1.728015334408311,0.4566455934727622
326,326,326,11-22,0.6050699452500111,-0.5143271956577904,-0.07527026817566347
327,327,327,11-23,0.610909467192375,-0.4805263583122341,0.2796521953111923
328,328,328,11-24,0.7049662963926718,0.06390169871310067,0.5571522432102648
329,329,329,11-25,0.9611343038945688,1.5466760148588667,0.307289325964172
330,330,330,11-26,0.8665464036160343,0.999173965251328,0.3903403617480756
331,331,331,11-27,0.7334610982620132,0.2288378309317537,0.3615209214722427
332,332,332,11-28,0.6911586431431564,-0.0160209809543688,0.26459837369693945
333,333,333,11-29,0.5810359314328538,-0.6534429999672313,-0.13415724772547766
334,334,334,11-30,0.6044987241859542,-0.5176335879387188,-0.34459349728388305
335,335,335,12-01,0.5477938572425936,-0.845857713675636,-0.5875687587391275
336,336,336,12-02,0.6484132696580439,-0.26344353209910426,-0.5222519382551525
337,337,337,12-03,0.4815988104351029,-1.2290137377997137,-0.3790884076185373
338,338,338,12-04,0.7588644817628785,0.3758799419494816,-0.3895626685536344
339,339,339,12-05,0.7294357896882078,0.20553818385245992,-0.5191132995679529
340,340,340,12-06,0.5936413582689077,-0.5804791535493022,-0.7726456996726706
341,341,341,12-07,0.4135048019648557,-1.6231614997615476,-0.5637676862478278
342,342,342,12-08,0.3856077068769799,-1.7846379327274091,-0.8375571774296336
343,343,343,12-09,0.6981167144506577,0.02425434274934252,-0.9451898872354182
344,344,344,12-10,0.4750609076088198,-1.2668570051413541,-0.5914633381253717
345,345,345,12-11,0.6178663221863151,-0.4402580749822467,-0.2088933028401304
346,346,346,12-12,0.9603057560779188,1.541880141110977,0.05460689484659968
347,347,347,12-13,0.8100676609319238,0.6722587119499007,0.458039419578877
348,348,348,12-14,0.6587456478950919,-0.20363674660702905,0.6200705835727919
349,349,349,12-15,1.1163051261197778,2.4448494911430068,0.8951081593269671
350,350,350,12-16,0.6430184989222123,-0.2946700211778651,0.8925849702047269
351,351,351,12-17,0.9029636306650768,1.2099673795428036,0.8494607488922455
352,352,352,12-18,0.9576902791724048,1.5267410063775364,0.8296040703218521
353,353,353,12-19,0.7653661346305881,0.4135133840750129,0.4675243803965752
354,354,354,12-20,0.6381626944560065,-0.3227768180293906,0.6531246307022326
355,355,355,12-21,0.7409820642819117,0.27237135159134634,0.30974496739668617
356,356,356,12-22,0.8354072358794542,0.8189314806560793,0.4848242291509903
357,357,357,12-23,0.5470245647890257,-0.8503106002904749,0.3953261309420412
358,358,358,12-24,1.1391732134941273,2.5772165769033606,0.4492843768164244
359,359,359,12-25,0.6725945675333531,-0.12347520517868214,0.3100681928072136
360,360,360,12-26,0.6940945089611319,0.0009726572169084473,0.09586925793657644
361,361,361,12-27,0.5966739302064988,-0.5629257524639181,0.02021606862922188
362,362,362,12-28,0.6133737932009975,-0.4662621285677437,-0.5819298299444361
363,363,363,12-29,0.4686042958849736,-1.3042297361346022,
364,364,364,12-30,0.5150033177111892,-1.035658814538587,
365,365,365,12-31,,,
