,unnamed: 0,unnamed: 0,mth_day,anti-hero,anti-hero_norm,anti-hero_ravg
91,91,91,04-01,2.9883599139441115,0.5666184764049828,-0.06916009777432339
92,92,92,04-02,2.8198084672296937,0.2308948042423369,-0.15442702064575395
93,93,93,04-03,2.309559239419164,-0.7854283885745701,-0.20208735104079206
94,94,94,04-04,2.305707509893999,-0.7931003297270938,-0.2494921537680128
95,95,95,04-05,2.47943039020174,-0.44707610713821866,-0.3973556983784152
96,96,96,04-06,2.568903826077324,-0.2688613778155145,-0.3970770697266448
97,97,97,04-07,2.542946919384746,-0.32056279125743176,-0.32489935794246044
98,98,98,04-08,2.820647787174864,0.23256657615295945,-0.2699692605493009
99,99,99,04-09,2.526981937021495,-0.3523621178694644,-0.30619967271425924
100,100,100,04-10,2.4711747941782383,-0.4635197453681368,-0.4086573510150657
101,101,101,04-11,2.3702926279559207,-0.6644585801279685,-0.4034660986602784
102,102,102,04-12,2.2602680401044792,-0.8836074476203529,-0.6109020723493542
103,103,103,04-13,2.5585846566170813,-0.2894152771287085,-0.6183310503704759
104,104,104,04-14,2.195783298340685,-1.012049265981495,-0.6891625218843375
105,105,105,04-15,2.50460344369089,-0.3969359859961944,-0.5765068890861379
106,106,106,04-16,2.2578074092750637,-0.8885085744513062,-0.4035200280203129
107,107,107,04-17,2.709647963247241,0.011475216661228388,-0.4673351611890069
108,108,108,04-18,2.781360619142608,0.15431371877459746,-0.3836344809425743
109,109,109,04-19,2.366352760392993,-0.6723060761408723,-0.6249678264797318
110,110,110,04-20,2.44791691743828,-0.5098451845028993,-0.22059399505481625
111,111,111,04-21,1.7776290673768178,-1.8449360592191395,-0.08899070744212434
112,112,112,04-22,3.4759126538841154,1.5377344140981872,-0.0752292970421447
113,113,113,04-23,3.106079785464648,0.8010949423373799,-0.1037021669351474
114,114,114,04-24,2.8228144543781,0.2368821811744753,-0.029856118688438814
115,115,115,04-25,2.2805832336569942,-0.8431432954988887,0.3670222691510072
116,116,116,04-26,2.670365186026776,-0.06676889502264773,0.15243305995910425
117,117,117,04-27,2.973155602799968,0.536334267817537,-0.06154328333201824
118,118,118,04-28,2.8295002976936,0.25019915894676953,-0.13346122641513528
119,119,119,04-29,2.461513580310544,-0.482763117409355,0.09520005587650077
120,120,120,04-30,2.6061742644272656,-0.19462547732422691,-0.02693213961284852
121,121,121,05-01,2.9693852419793125,0.5288243982509275,-0.1630208938011937
122,122,122,05-02,2.3024633677093918,-0.7995620679587433,-0.23843304207955304
123,123,123,05-03,2.5632120992230907,-0.2801982573125341,-0.11025553667451764
124,124,124,05-04,2.6023344274358418,-0.20227373072338645,-0.2289509657276841
125,125,125,05-05,2.8476258344705156,0.2863019150208575,-0.2770796491105503
126,126,126,05-06,2.2486251022292407,-0.9067980516432264,-0.14617028615840316
127,127,127,05-07,2.8244060245106293,0.2400522979537309,-0.18319213073836507
128,128,128,05-08,2.696804863593377,-0.014105890245860604,-0.1827415410804267
129,129,129,05-09,2.4516902856352942,-0.5023293247923057,-0.08150869654795788
130,130,130,05-10,2.6036917497520937,-0.1995701927757561,0.22130142040734704
131,131,131,05-11,3.152572023538118,0.8936989822156705,0.1988054655291392
132,132,132,05-12,3.160787470115864,0.9100626500886028,0.19726735534573686
133,133,133,05-13,2.756640905973967,0.10507656868448396,0.17676928107721324
134,134,134,05-14,2.692171576432864,-0.023334551346274605,0.11283159245829008
135,135,135,05-15,2.3899434320298307,-0.6253177704034475,0.18147610890918445
136,136,136,05-16,2.411090676729019,-0.5831963244892951,0.2480459549939088
137,137,137,05-17,3.359351589881081,1.3055660809210368,0.23677483316043704
138,138,138,05-18,3.361317455854264,1.309481726596949,0.5642541789704949
139,139,139,05-19,2.7226886282768654,0.03744983768365373,0.7056467454015446
140,140,140,05-20,3.6786456695430174,1.9415415235140727,0.7867924977333779
141,141,141,05-21,2.8158637397596733,0.2230376281828509,0.5892808818128147
142,142,142,05-22,2.655528023589103,-0.09632181049829523,0.41812392211357735
143,143,143,05-23,2.764382488205372,0.12049638539765666,0.44818420585792335
144,144,144,05-24,2.8457371337391484,0.2825399684015251,0.16546697263638485
145,145,145,05-25,2.8132399608257503,0.21781154014972973,-0.07950639640783942
146,146,146,05-26,2.8270095898417016,0.2452381241848415,-0.16617185295209055
147,147,147,05-27,2.0779244310491736,-1.2468025860824947,-0.0879149060132705
148,148,148,05-28,2.3944635358822817,-0.616314549763802,-0.1765645827954445
149,149,149,05-29,3.0001178154825245,0.5900380670305769,-0.3062736372241536
150,150,150,05-30,2.5786955305751857,-0.2493580922915191,-0.3642413404291604
151,151,151,05-31,2.422514183848194,-0.5604427864225251,-0.21282148284195124
152,152,152,06-01,2.65239205081069,-0.10256809504519906,-0.033426218560486075
153,153,153,06-02,2.5340501947144296,-0.3382834405592397,-0.12920059577208806
154,154,154,06-03,2.9348603056466844,0.460057035924989,-0.1346592580117125
155,155,155,06-04,2.711614301866116,0.015391803760965219,0.029353598760486814
156,156,156,06-05,2.5622522679654227,-0.28211006572926584,0.021432638784372373
157,157,157,06-06,2.916574148889788,0.4236343542106707,0.053266948357108636
158,158,158,06-07,2.6285315481286946,-0.1500938549018857,-0.06623731748363454
159,159,159,06-08,2.6299454689274406,-0.14727758312282208,0.03499092028864036
160,160,160,06-09,2.5748746644868343,-0.25696855911947003,0.2001454837604984
161,161,161,06-10,3.016546613876607,0.6227612303946146,0.4050800703987972
162,162,162,06-11,3.059751424197404,0.7088173151018822,0.586735366618759
163,163,163,06-12,3.533903647948264,1.6532418740404635,0.889695854348535
164,164,164,06-13,3.17573626772399,0.9398379224178852,0.7622282461790563
165,165,165,06-14,3.542560802398839,1.6704853432558342,0.7552447113291058
166,166,166,06-15,2.190900851241097,-1.0217742081363421,0.6609622365189459
167,167,167,06-16,2.9955099399735023,0.5808600212949111,0.5952816574038454
168,168,168,06-17,2.7757420049026704,0.143122466240923,0.391196868405628
169,169,169,06-18,3.336052422988572,1.2591583993498598,0.24653955412613365
170,170,170,06-19,2.5609666350114444,-0.2846708115714194,0.5584040052736289
171,171,171,06-20,3.106806014375098,0.8025414575788676,0.7165380751147814
172,172,172,06-21,3.130337812854733,0.8494124987486291,0.8706427136192901
173,173,173,06-22,3.471861090457504,1.529664440341827,0.8546991516084971
174,174,174,06-23,3.239955200201336,1.0677502972679755,1.1759491076508295
175,175,175,06-24,3.288025238750012,1.163497027285102,1.2175356264453685
176,176,176,06-25,3.5286757840102516,1.642828924682575,1.0516860555725656
177,177,177,06-26,3.2320781084425074,1.052060570346101,0.8313365443296487
178,178,178,06-27,2.6307450687237783,-0.14568492648818826,0.8944584471486309
179,179,179,06-28,2.8080968346295982,0.2075673728843264,0.8635632647925843
180,180,180,06-29,3.430098861581615,1.446481714181869,0.8198500045557156
181,181,181,06-30,3.1949589205650737,0.9781259331488212,0.6985441402479581
182,182,182,07-01,3.3969972543540194,1.3805493632613628,0.7861595764175918
183,183,183,07-02,2.8666654678806016,0.32422538449955585,0.7128711297227035
184,184,184,07-03,2.8946712034364714,0.3800076905296136,0.4626647882711936
185,185,185,07-04,2.5873282429190074,-0.2321633072850033,0.4537666465733696
186,186,186,07-05,2.6763961412978508,-0.05475633452719003,0.4223438964779303
187,187,187,07-06,3.168154829332958,0.9247370829618776,0.11286169885228782
188,188,188,07-07,3.3023417308835263,1.1920128626887263,-0.13638583331798934
189,189,189,07-08,1.9344046271814472,-1.5326678012542987,0.01080996650407115
190,190,190,07-09,2.1438567279482066,-1.1154775024920494,-0.06609133957376771
191,191,191,07-10,3.0307297734183134,0.6510114916473596,-0.24258835392473274
192,192,192,07-11,2.444744444350456,-0.5161641709942232,-0.2583379745212796
193,193,193,07-12,2.6364885291642013,-0.1342450031439127,-0.0703672151982591
194,194,194,07-13,3.2548987611402715,1.0975151391094449,0.11798363273193067
195,195,195,07-14,2.500633571714501,-0.4048432453161756,-0.02245214681081707
196,196,196,07-15,2.7112306227471508,0.014627585089089259,0.0850253860964061
197,197,197,07-16,2.607691618379972,-0.19160318560912684,0.19998616632201505
198,198,198,07-17,2.7685016618998803,0.12870102644911588,-0.05288773155531047
199,199,199,07-18,2.982787716784022,0.555519678209741,0.033201781646421936
200,200,200,07-19,2.493160494982713,-0.4197282481545079,0.05402673826626698
201,201,201,07-20,2.759963131115879,0.11169383389421876,0.2347889518198413
202,202,202,07-21,2.7739621521045335,0.13957732480815954,0.25165053951516464
203,203,203,07-22,3.1522060830792897,0.8929700957123191,-0.05877733902338344
204,204,204,07-23,2.819294237501852,0.22987055262105616,0.11761196814355125
205,205,205,07-24,2.047678178196387,-1.3070475930215475,-0.009375520354110291
206,206,206,07-25,3.0245023461501903,0.6386075948471001,-0.11874573697563873
207,207,207,07-26,2.3774355941739764,-0.6502310970917504,-0.2675559256219893
208,208,208,07-27,2.444503556820904,-0.516643974921011,-0.019123658287966642
209,209,209,07-28,2.7039414893922,0.00010896383421506009,0.33546734419493635
210,210,210,07-29,3.567652870659054,1.7204641566251924,0.07903627698213088
211,211,211,07-30,3.1158213819580927,0.8204984218758706,-0.04097685185140426
212,212,212,07-31,2.252048731256434,-0.8999788084297329,0.062102752671552935
213,213,213,08-01,2.015917092497106,-1.3703098700929612,0.07883726358797165
214,214,214,08-02,2.7550127864592118,0.1018336522167322,-0.2111392478435876
215,215,215,08-03,2.7543512684855385,0.10051602933272732,-0.3687939099133517
216,216,216,08-04,2.694149488544662,-0.019394911964162924,-0.36511757938802814
217,217,217,08-05,2.640914363302744,-0.12542955054271368,0.023647266890857426
218,218,218,08-06,2.2631230321775218,-0.8779208252777918,0.1472290200998331
219,219,219,08-07,3.1870030069917297,0.962279207580352,0.061697544165030864
220,220,220,08-08,3.1272811431710776,0.8433241714705864,0.03731770637736799
221,221,221,08-09,2.4967026984774146,-0.4126728262760862,0.0010404554097151366
222,222,222,08-10,2.620709503154845,-0.16567393869014016,0.10206159470714336
223,223,223,08-11,2.5316355073787995,-0.3430930563486308,0.13858207884054088
224,224,224,08-12,2.5674314963552485,-0.2717939894932225,0.12356899939458545
225,225,225,08-13,3.2970145601671565,1.1814021123807374,0.32162338315060673
226,226,226,08-14,3.0820568744630608,0.7532456947948536,0.4807360518555068
227,227,227,08-15,3.0933067930621525,0.7756534762600416,0.2699429705173341
228,228,228,08-16,3.1000085110808047,0.7890020735392603,0.27975711677794884
229,229,229,08-17,1.8966583205501129,-1.6078515443776669,0.12792324022107318
230,230,230,08-18,2.596994890676018,-0.21290911192953413,-0.009086438472046245
231,231,231,08-19,2.8396416369699864,0.2703988530394834,0.011474232630761805
232,232,232,08-20,2.669339247335208,-0.06881237736386303,-0.2335380450856805
233,233,233,08-21,3.1552422086521266,0.8990175028768899,-0.1103311387526091
234,234,234,08-22,2.3619519968193856,-0.681071592759394,0.01279338876183482
235,235,235,08-23,2.2677975167921853,-0.8686101063792381,-0.00877596000612888
236,236,236,08-24,2.96788593517528,0.5258380531571294,0.2634334869805241
237,237,237,08-25,2.7746677568242903,0.14098276043170122,0.05123951458406351
238,238,238,08-26,3.4893224639498053,1.5644443045560548,-0.012196154706110759
239,239,239,08-27,2.5160450832106642,-0.3741463315018736,0.023069862342053767
240,240,240,08-28,2.1708631689757016,-1.0616856085004396,-0.3469339203760015
241,241,241,08-29,2.3740302078925684,-0.6570140040902509,-0.4661019969225408
242,242,242,08-30,1.8533144341810623,-1.6941846431512022,-0.7614225702724146
243,243,243,08-31,2.41569482694946,-0.5740256988475346,-0.816625509303221
244,244,244,09-01,2.5997210325940068,-0.20747913554318712,-0.5482136888386279
245,245,245,09-02,2.349755911346324,-0.7053639656867124,-0.13329460530684262
246,246,246,09-03,2.9794067017529766,0.5487853142871187,0.4911431311439591
247,247,247,09-04,3.623901174956605,1.8325004971004608,1.1338565477689222
248,248,248,09-05,3.734323595981288,2.0524417755536084,1.3167249142123516
249,249,249,09-06,4.351756269928462,3.282254800902243,1.6276584731757664
250,250,250,09-07,3.1505799134788166,0.8897310631173911,1.636359874110778
251,251,251,09-08,3.2863887235232903,1.1602373880937755,1.3450993705368663
252,252,252,09-09,3.0056181459432088,0.6009937198971904,1.2470373005966413
253,253,253,09-10,2.746529991710955,0.08493747565699161,0.5811597843630816
254,254,254,09-11,3.4389288092551165,1.4640693559122588,0.14780925342224002
255,255,255,09-12,2.3459170395974684,-0.7130102964991157,0.21977401889193085
256,256,256,09-13,1.84518744376068,-1.7103721225276582,0.30462698310428576
257,257,257,09-14,3.503169957701565,1.5920259809119206,0.2343559619729716
258,258,258,09-15,3.261222818390678,1.1101115051713202,0.13321954912589545
259,259,259,09-16,2.5348508652885986,-0.33668865113089363,0.17450207423166805
260,260,260,09-17,3.1342731037267417,0.8572508788298018,0.49362014085974
261,261,261,09-18,2.470273405994494,-0.46531514586448,0.1952164196415836
262,262,262,09-19,2.8064746498081186,0.20433627724077327,-0.0087620361453055
263,263,263,09-20,2.6042810841415407,-0.1983963463970176,0.09624659902138896
264,264,264,09-21,2.646773495827626,-0.11375922955001465,0.034934501008158925
265,265,265,09-22,2.851170961411188,0.293363159869273,0.016476941047575532
266,266,266,09-23,2.949581161904668,0.4893782907504216,-0.21628626501551165
267,267,267,09-24,2.4146732438587617,-0.5760605056279804,-0.4000847925471416
268,268,268,09-25,2.105316315554954,-1.19224295913775,-0.6786683851757295
269,269,269,09-26,2.050620256118175,-1.3011875115867977,-0.7736335168281318
270,270,270,09-27,1.8075892834191536,-1.7852607853215412,-0.9127780154805776
271,271,271,09-28,2.565105158109424,-0.2764276300451414,-0.8330369337854107
272,272,272,09-29,2.53043276407242,-0.34548870116425284,-0.9011453588139524
273,273,273,09-30,2.654879266789099,-0.09761401545697976,-0.8526332433555447
274,274,274,10-01,1.9001516305975048,-1.6008935093090009,-0.7245131064400577
275,275,275,10-02,2.196754495464816,-1.01011481883635,-0.846107186196011
276,276,276,10-03,2.19352872506614,-1.0165399638286194,-0.8880867443381981
277,277,277,10-04,2.198824319059532,-1.0059921085808603,-0.8592036651013814
278,278,278,10-05,2.40397670790484,-0.5973660500173752,-0.6877567792459599
279,279,279,10-06,2.741884477227297,0.0756844599639211,-0.7617524474819289
280,280,280,10-07,2.4166053044083835,-0.5722121941764716,-0.7802500831671123
281,281,281,10-08,1.9738555229003116,-1.4540888282521651,-0.5222154092896036
282,282,282,10-09,2.137807841838875,-1.1275257779397192,-0.329686847118252
283,283,283,10-10,2.976108517776385,0.5422159346841908,-0.2190750114632256
284,284,284,10-11,2.983935234131849,0.5578053230107346,0.0008579825612932875
285,285,285,10-12,3.0750832320835206,0.7393554738940797,0.09472155360142166
286,286,286,10-13,3.0791148751682367,0.7473857699706413,0.09635370654193874
287,287,287,10-14,2.256603068058769,-0.8909074020113944,-0.015049467988841122
288,288,288,10-15,2.1427244163111703,-1.1177328602966168,-0.1603184540515563
289,289,289,10-16,2.640525993348769,-0.1262031125004883,-0.38973832458436775
290,290,290,10-17,2.546337892141411,-0.31380859336555633,-0.4783663922392893
291,291,291,10-18,2.3839961097323874,-0.6371637493027889,-0.2482131724597464
292,292,292,10-19,2.812138365710126,0.2156173640411118,0.196453787396445
293,293,293,10-20,2.9498992763945866,0.4900119166658632,0.062074509688592724
294,294,294,10-21,3.4822056433642214,1.5502688988405318,-0.011713536359324908
295,295,295,10-22,2.235731987846697,-0.932478778747602,0.15361195036055006
296,296,296,10-23,2.3240643450038485,-0.7565368696530621,0.17357383346296715
297,297,297,10-24,2.8820101422710307,0.35478917101646096,0.4361985906979587
298,298,298,10-25,2.8722700374695087,0.3353886626556145,0.6500133226273004
299,299,299,10-26,3.7410102961775817,2.0657604600758126,0.8905819158788065
300,300,300,10-27,4.1262850226357495,2.8331572904165823,1.0053371718446178
301,301,301,10-28,2.9604026820290748,0.510932780761435,1.0131075947669876
302,302,302,10-29,2.669744426837641,-0.06800533385819373,0.9631823741668812
303,303,303,10-30,2.9054171784811036,0.4014117085506792,0.48933862022687
304,304,304,10-31,2.721879066726029,0.035837339054976214,0.2042266507659715
305,305,305,11-01,2.3136390942239715,-0.777302063564254,0.25618361078194396
306,306,306,11-02,3.267435220022787,1.122485473651191,0.3541793213951984
307,307,307,11-03,3.1169139114189286,0.8226745408572701,0.5135540252320752
308,308,308,11-04,2.9649393177299825,0.5199689298213329,0.6679552141106142
309,309,309,11-05,3.385505521284169,1.3576599315719395,0.8693688080174645
310,310,310,11-06,3.186985568014906,0.96224447232621,0.8552688602651403
311,311,311,11-07,2.9203622202209303,0.43117949987684795,0.8506321452807634
312,312,312,11-08,3.2249616003889483,1.0378857871372449,0.9598380467344384
313,313,313,11-09,3.102946620755424,0.7948542509510084,0.685920185886724
314,314,314,11-10,3.2939029423894604,1.1752043385433837,0.6339334499442044
315,315,315,11-11,2.5603760075494315,-0.2858472335143472,0.8489584437950901
316,316,316,11-12,3.0303846438686888,0.650324056671093,0.7749858854233841
317,317,317,11-13,3.5680873012649714,1.7213294629821618,0.5884376312141079
318,318,318,11-14,3.002132242237331,0.5940504369070094,0.4935154469692044
319,319,319,11-15,2.5410027233863492,-0.3244352743046495,0.31524168070594244
320,320,320,11-16,3.0079665106203017,0.6056712330739626,0.200938956461064
321,321,321,11-17,2.023357553866904,-1.3554898310939187,0.07525252340587234
322,322,322,11-18,2.6860677344753046,-0.0354922887981779,0.19029012692541414
323,323,323,11-19,3.1894789656532216,0.9672108646510121,0.2882597493357245
324,324,324,11-20,3.3486628465561954,1.2842760580242605,0.23337416333392424
325,325,325,11-21,2.836119028142895,0.2633824601572127,0.4935710849882921
326,326,326,11-22,2.8426333090957416,0.2763577170631609,0.6157089955614891
327,327,327,11-23,2.807155144777944,0.20569169883228794,0.3825380007423581
328,328,328,11-24,3.0539867684804203,0.6973351746410045,0.07184130263131228
329,329,329,11-25,2.4870922392939727,-0.431815104263774,0.08402728596926783
330,330,330,11-26,2.4127435361542986,-0.5799041306420146,-0.0007697834321604794
331,331,331,11-27,2.8728271656659787,0.3364983601849461,-0.09345620541657353
332,332,332,11-28,2.5871970099628765,-0.2324246993454089,-0.08669230440976257
333,333,333,11-29,2.527953554691309,-0.3504268330741903,0.059705400216928974
334,334,334,11-30,3.074361833952337,0.7379185806818701,0.2441770187753753
335,335,335,12-01,2.9280896479940246,0.44657112349637534,0.3464192782548698
336,336,336,12-02,2.968431932843458,0.5269255807086635,0.35786286614662544
337,337,337,12-03,3.1808140402216267,0.9499519170619128,0.4713918499218799
338,338,338,12-04,2.621668811411978,-0.16376317199487506,0.2177917997703657
339,339,339,12-05,2.869939706625206,0.33074706957733657,0.13796379638266698
340,340,340,12-06,2.3104361614276145,-0.7836817202272146,0.01588858629072017
341,341,341,12-07,2.6876217887100102,-0.032396896829816835,-0.06432141936613661
342,342,342,12-08,2.6007017730411586,-0.20552567984301767,-0.16786791737188408
343,343,343,12-09,2.939195466100613,0.4686918831207722,-0.3265089080070996
344,344,344,12-10,2.309753147044558,-0.78504216002936,-0.3520016500337901
345,345,345,12-11,2.392061546157217,-0.6210988742339565,-0.3491773516729981
346,346,346,12-12,2.2336437472084385,-0.9366381723873572,-0.1291818227112513
347,347,347,12-13,2.6961294921721715,-0.015451106665065547,-0.23410600468736664
348,348,348,12-14,3.263399719331495,1.1144474939274631,-0.2814832494717727
349,349,349,12-15,2.623129770402517,-0.16085320873591974,-0.04325671459338989
350,350,350,12-16,2.1670375065599745,-1.0693056287357965,0.15409275393755034
351,351,351,12-17,3.1096772002608897,0.8082603350363403,0.2866608545614065
352,352,352,12-18,2.8281244083117114,0.2474586387982843,0.1970616020123648
353,353,353,12-19,3.0954676443685103,0.7799574970780713,0.2328629886212505
354,354,354,12-20,2.993497685714604,0.576851978633213,0.36128360127161496
355,355,355,12-21,2.730975168406857,0.05395511091739415,0.17047742442892366
356,356,356,12-22,2.553882078658261,-0.29878195283360937,-0.06811591496202839
357,357,357,12-23,2.534907057749725,-0.3365767260198076,-0.4929189837143688
358,358,358,12-24,2.109403819947252,-1.1841013975474275,-0.5876834491832582
359,359,359,12-25,1.8158229053658417,-1.7688609154359711,-0.6573232132758005
360,360,360,12-26,2.7080363540961128,0.008265185819875991,-0.6796894826686984
361,361,361,12-27,2.5211975930985155,-0.363883473637859,-0.6846652532669726
362,362,362,12-28,2.486507614900741,-0.4329795691909968,-0.5772971052944303
363,363,363,12-29,2.5199184215158428,-0.3664313496094526,
364,364,364,12-30,2.43283153456582,-0.5398925097121744,
365,365,365,12-31,,,
