,unnamed: 0,unnamed: 0,mth_day,matt damon,matt damon_norm,matt damon_ravg
43,43,43,02-13,0.4321082923330308,-0.3586332203291853,-0.2301136403440696
44,44,44,02-14,0.5760566274775165,0.6068802668501087,-0.2374194553983977
45,45,45,02-15,0.5883808945039747,0.6895435781117549,-0.1500850596759298
46,46,46,02-16,0.3919810633605779,-0.6277810415745435,0.26347771527930863
47,47,47,02-17,0.497728228572851,0.0815033981582621,0.3150040499712003
48,48,48,02-18,0.6628974909221685,1.1893533104594551,0.09176049915843316
49,49,49,02-19,0.4782006371432365,-0.049475212177835334,-0.16431602867807985
50,50,50,02-20,0.376356439559124,-0.7325810380264944,-0.08454432946269097
51,51,51,02-21,0.3593103097356351,-0.8469155889073229,-0.16729810649943294
52,52,52,02-22,0.46334000414916704,-0.14915084628221026,-0.441345765136824
53,53,53,02-23,0.4237017011993712,-0.4150192640621898,-0.2217255694990128
54,54,54,02-24,0.4177510186982881,-0.4549326413648911,-0.3076626143935082
55,55,55,02-25,0.6746595905144297,1.268245961649032,-0.5349043525554186
56,56,56,02-26,0.2994823531539341,-1.2482033073934673,-0.6222797614601008
57,57,57,02-27,0.15603358506153367,-2.210366017878785,-0.4851224696569666
58,58,58,02-28,0.3851792442338865,-0.6734032997103037,-0.4610216262840693
59,59,59,02-29,0.5463943247835382,0.4079244867566156,-0.71905486243865
60,60,60,03-01,0.4393101765464622,-0.3103275811275077,-0.4101239711526372
61,61,61,03-02,0.44383865274643136,-0.2799534552784521,-0.011336409164182474
62,62,62,03-03,0.5758332569941762,0.6053820403226093,0.1615712258273235
63,63,63,03-04,0.5127648356561088,0.18235935405194328,0.061352077657606974
64,64,64,03-05,0.5398519641158972,0.3640425102387321,0.058258387474820775
65,65,65,03-06,0.4567443319857663,-0.1933904022616834,-0.0211334710258716
66,66,66,03-07,0.4365427482887839,-0.32888972222422497,0.02541697324485126
67,67,67,03-08,0.3728194945039798,-0.7563046062826063,-0.08148956889564446
68,68,68,03-09,0.6174744709719301,0.8846847059469465,-0.30007849189307745
69,69,69,03-10,0.4171327043921333,-0.4590798987910311,-0.3634528558229084
70,70,70,03-11,0.3443155249195988,-0.9474910277458658,-0.3381028728101105
71,71,71,03-12,0.4000534563034931,-0.5736365858406689,-0.2837404347261053
72,72,72,03-13,0.4592193109619408,-0.1767898241474376,-0.5502772261417497
73,73,73,03-14,0.4214488459972411,-0.4301299777785753,-0.3897584142303521
74,74,74,03-15,0.3790467666145888,-0.7145360425469197,-0.17138515624148853
75,75,75,03-16,0.5607231319159636,0.5040329726773539,-0.29809217238799474
76,76,76,03-17,0.5396590432338295,0.3627485201873161,-0.1901360884563016
77,77,77,03-18,0.28670901771651736,-1.3338786827197062,0.09537623980016764
78,78,78,03-19,0.555790298878963,0.4709466794427214,0.0741637515475666
79,79,79,03-20,0.6768509187480652,1.28294399176024,0.18797598487887948
80,80,80,03-21,0.3600713566874552,-0.8418109720625259,0.07928304989691957
81,81,81,03-22,0.6625326771455017,1.1869063726652311,0.08351496656810062
82,82,82,03-23,0.4424289129018511,-0.2894090897044434,-0.06329379485927816
83,83,83,03-24,0.2904946345973321,-1.30848718269262,-0.12463784805968604
84,84,84,03-25,0.4244640538950594,-0.40990588912155135,-0.13277802705039898
85,85,85,03-26,0.6219762363341861,0.9148796725577928,-0.05716298560689589
86,86,86,03-27,0.35278964454743417,-0.8906520460068038,0.07996569415791792
87,87,87,03-28,0.7301733231160057,1.6405966213262495,0.35852232483478313
88,88,88,03-29,0.5650959418858224,0.5333629888844394,0.2980824312118245
89,89,89,03-30,0.5396745606895259,0.3628526013685714,0.030728719943408294
90,90,90,03-31,0.3703981779925775,-0.7725452508593033,0.1790311163389212
91,91,91,04-01,0.3828177648504535,-0.6892425950527046,-0.1638763307573999
92,92,92,04-02,0.4854520050998812,-0.0008376676337265048,-0.4641787884390229
93,93,93,04-03,0.4234290459602273,-0.4168480612516768,-0.4314118231146347
94,94,94,04-04,0.2964635132533284,-1.2684517572052991,0.10507373191082817
95,95,95,04-05,0.5689859074629152,0.5594543933149007,0.13971625512794572
96,96,96,04-06,0.8503057308156486,2.446368079293474,0.0025660651059938692
97,97,97,04-07,0.4138068723576523,-0.4813874557499992,-0.2737080471998539
98,98,98,04-08,0.3627657343399348,-0.8237388077654376,-0.005288385977990789
99,99,99,04-09,0.17629092284939554,-2.0744927350867632,-0.05439583789305682
100,100,100,04-10,0.5365755191403614,0.3420662101258799,-0.3030161021612376
101,101,101,04-11,0.525057348989766,0.2648096818245045,-0.0370053248167169
102,102,102,04-12,0.6279050687856991,0.9546464936843896,-0.16229231549744275
103,103,103,04-13,0.6517640363187821,1.1146772083171248,0.10357493181085248
104,104,104,04-14,0.25069156470958875,-1.5754607518497925,0.4025869287963975
105,105,105,04-15,0.4141196935149439,-0.4792892512369918,0.30132329504215205
106,106,106,04-16,0.8040535796284237,2.1361381920391502,0.17227399830285592
107,107,107,04-17,0.4344730225158404,-0.3427721207009683,-0.14301690406744175
108,108,108,04-18,0.5124653675457383,0.18035071324861265,0.0919204738068842
109,109,109,04-19,0.369723850955868,-0.7770682059046612,0.1087023479840186
110,110,110,04-20,0.4608523435528991,-0.16583648460383674,-0.2274668600996141
111,111,111,04-21,0.4291317438724806,-0.37859800617418543,-0.36728602572043023
112,112,112,04-22,0.5033369238403124,0.11912294353735353,-0.1309632211359468
113,113,113,04-23,0.3093992474956262,-1.1816871144258645,0.04993906600569676
114,114,114,04-24,0.7238654653900157,1.5982875407555133,0.08368039010102273
115,115,115,04-25,0.5315481034618319,0.3083455169452001,0.1376575323649584
116,116,116,04-26,0.4910352927934047,0.03661145996811899,-3.723604490514972e-05
117,117,117,04-27,0.4774164330120394,-0.05473515259057129,0.3510654238110555
118,118,118,04-28,0.3801635061683663,-0.7070456669218278,0.2182412216966364
119,119,119,04-29,0.623474466674916,0.9249288447098992,0.26370897102862084
120,120,120,04-30,0.6050489619533436,0.8013423280689984,0.3611514324333789
121,121,121,05-01,0.5722208039844953,0.5811520129371069,0.3119920122477651
122,122,122,05-02,0.5782014294316866,0.6212662283966676,0.6359298823985108
123,123,123,05-03,0.4334413868649735,-0.3496916737042541,0.4694505154850786
124,124,124,05-04,0.6699387462927413,1.2365815539826457,0.3407571017790974
125,125,125,05-05,0.4745520868968298,-0.07394735677069349,0.2300265840343595
126,126,126,05-06,0.4899276121657371,0.02918184583311141,-0.032661082537802366
127,127,127,05-07,0.4731679752625987,-0.08323109353132023,0.02568801876100363
128,128,128,05-08,0.3432169195216934,-0.9548597710363038,0.008665278340685534
129,129,129,05-09,0.4856369663198694,0.00040293408858184463,0.01677462422275514
130,130,130,05-10,0.6547112315517908,1.134445111460737,-0.0723337448187263
131,131,131,05-11,0.4818062176013837,-0.025291281478275862,-0.2468841442719779
132,132,132,05-12,0.4102166508506225,-0.5054683684157772,-0.3313730036693675
133,133,133,05-13,0.3170257375803116,-1.1305334902508302,-0.3687091440382284
134,134,134,05-14,0.26763829233519004,-1.4617929274206416,-0.5504254433436827
135,135,135,05-15,0.4522383117085103,-0.2236139081245833,-0.5479602861443411
136,136,136,05-16,0.4921588129622422,0.04414731562801101,-0.3067467012659265
137,137,137,05-17,0.4840113982400386,-0.010500338282226702,-0.0694224663408027
138,138,138,05-18,0.6259917451515042,0.9418131408547108,0.15353800404828993
139,139,139,05-19,0.5293216544817799,0.2934119192999125,0.367278104611601
140,140,140,05-20,0.4670852536156886,-0.1240301050860858,0.3349603342882717
141,141,141,05-21,0.6434372874136945,1.0588266952552832,0.2426534594667437
142,142,142,05-22,0.4632492888878598,-0.14975930631196469,0.1772425104987371
143,143,143,05-23,0.4014392469688967,-0.5643415872113943,0.0909428463322391
144,144,144,05-24,0.5674790635834405,0.5493474470466709,0.08315240902241977
145,145,145,05-25,0.452123190792238,-0.22438606569907546,0.2309613293600827
146,146,146,05-26,0.4601163992453235,-0.17077272894500176,0.2287212210904232
147,147,147,05-27,0.7756582141100365,1.9456802172812608,0.0623006396527487
148,148,148,05-28,0.4612454234199443,-0.1631999559299218,-0.08421382468934117
149,149,149,05-29,0.2525694531244821,-1.5628650758374412,-0.11488650568345052
150,150,150,05-30,0.4364160789849861,-0.3297393390058683,-0.1042697074287065
151,151,151,05-31,0.4246852642040616,-0.4084221516637317,-0.4491909344230437
152,152,152,06-01,0.4696135452943138,-0.10707193941653764,-0.1194986294413027
153,153,153,06-02,0.4671125311685324,-0.1238471446847622,0.04005665915918366
154,154,154,06-03,0.7561682331512806,1.814953873960524,0.2626496250157422
155,155,155,06-04,0.3952979709288506,-0.605533344234523,0.4434677171968259
156,156,156,06-05,0.6355342929223219,1.0058184561334829,0.43869996281312296
157,157,157,06-06,0.5864342009869761,0.6764864014227709,0.5402809084813202
158,158,158,06-07,0.4653486003814247,-0.1356784657187554,0.5192189637274665
159,159,159,06-08,0.5579807057026335,0.485638529324421,0.5404596736944195
160,160,160,06-09,0.7373274903394132,1.6885822054374018,0.4725428463404738
161,161,161,06-10,0.41429862629594855,-0.4780890844328044,0.5035961748738766
162,162,162,06-11,0.5747800040032248,0.5983174920098083,0.5259422595521018
163,163,163,06-12,0.6142126318578108,0.8628063726231884,0.4922756080411279
164,164,164,06-13,0.4853380571573767,-0.0016019576494048224,-0.0015158375601008744
165,165,165,06-14,0.5278645540429456,0.2836386202585775,0.4498211468783156
166,166,166,06-15,0.2956115074138245,-1.274166468169971,0.6544902592321085
167,167,167,06-16,0.8180374141745982,2.2299328221976937,0.6648096342085573
168,168,168,06-17,0.7578646218985138,1.8263321661325649,0.7054159184438188
169,169,169,06-18,0.6234437210180328,0.9247226224818816,0.6953773203510453
170,170,170,06-19,0.5216619848270739,0.24203574776216344,1.0949581338768908
171,171,171,06-20,0.5188846309129582,0.2234070317019364,0.74954132736566
172,172,172,06-21,0.6530523528903425,1.1233184129851024,0.6854659631312648
173,173,173,06-22,0.5090484157496596,0.1574319831303096,0.928207739758582
174,174,174,06-23,0.7005466737116032,1.4418799807261948,0.9773931413644804
175,175,175,06-24,0.8405858432949527,2.381173282245784,0.5815898491477489
176,176,176,06-25,0.5656602723824331,0.5371481573975547,0.456410596689909
177,177,177,06-26,0.1648229276895954,-2.1514127215984526,0.5192124633850158
178,178,178,06-27,0.5410745593625893,0.3722428982380632,0.10860145902156593
179,179,179,06-28,0.5652271700069648,0.5342431833009502,-0.5133520325723866
180,180,180,06-29,0.33323888616654257,-1.021786045454505,-0.5787650404820482
181,181,181,06-30,0.2842238400226525,-1.3505476673179315,0.00599644914995201
182,182,182,07-01,0.5071457490096054,0.14467010993958518,-0.12710626969571373
183,183,183,07-02,0.6879152138577616,1.3571562161935484,-0.4724562500866858
184,184,184,07-03,0.4220089116914438,-0.4263734148359313,-0.3970462783108002
185,185,185,07-04,0.2562979501902993,-1.5378566990448819,0.025252484253090863
186,186,186,07-05,0.4006960892066215,-0.5693262147991913,-0.199239882970504
187,187,187,07-06,0.6619867896562717,1.1832449080654148,-0.6945387151603183
188,188,188,07-07,0.3063284454074232,-1.2022840934019838,-0.5469979912685785
189,189,189,07-08,0.2448508139951089,-1.6146367769453382,-0.5714452517609465
190,190,190,07-09,0.5539899260568141,0.4588709285145076,-0.358345916041261
191,191,191,07-10,0.2344289085241847,-1.68454026199909,-0.42462016387444096
192,192,192,07-11,0.5913218754099472,0.7092697995189222,-0.04778658091866731
193,193,193,07-12,0.602701853100428,0.7855994210663348,0.5146540638897567
194,194,194,07-13,0.6434209932380386,1.0587174043326582,0.3287780758532126
195,195,195,07-14,0.7479762214358179,1.7600070919052049,0.34462853683489164
196,196,196,07-15,0.38771650133626506,-0.6563849997047562,-0.04694064581354904
197,197,197,07-16,0.2486077729308399,-1.5894374961090154,0.17504041116442196
198,198,198,07-17,0.24104775070061674,-1.640145296371722,-0.2528795769658276
199,199,199,07-18,0.8012726903381997,2.117485762934161,-0.6626020694572302
200,200,200,07-19,0.26062963495455466,-1.5088025244488392,-0.5617412447639357
201,201,201,07-20,0.3814632429106352,-0.6983278630432108,-0.33909155051640155
202,202,202,07-21,0.47794049916968,-0.05122005154498916,-0.13672237317951771
203,203,203,07-22,0.4477767326581297,-0.25353933062381057,-0.799117352681017
204,204,204,07-23,0.4220749857357754,-0.4259302323504192,-0.5230102283883092
205,205,205,07-24,0.20873417623083448,-1.856884114074835,-0.5704046675035901
206,206,206,07-25,0.507618380681436,0.1478402213074072,-0.4417366606869009
207,207,207,07-26,0.3390670421552262,-0.9826944977348964,-0.4653846283864727
208,208,208,07-27,0.5930391214896953,0.7207879893551461,-0.16913554043122722
209,209,209,07-28,0.4266226900159157,-0.3954271368212407,0.06155679573483785
210,210,210,07-29,0.6870815147930597,1.3515642953810536,-0.016679094065959826
211,211,211,07-30,0.41509759732842383,-0.4727300970784445,0.1533896502979251
212,212,212,07-31,0.43763328217220543,-0.3215751174973789,-0.05958868833696361
213,213,213,08-01,0.4912002620617542,0.037717968448412915,-0.09383040697855356
214,214,214,08-02,0.4025215719654743,-0.5570820424541861,-0.5522258162905288
215,215,215,08-03,0.39599211805771706,-0.6008774486707804,-0.541299051306882
216,216,216,08-04,0.27702868662735264,-1.3988081604907978,-0.32795222939048563
217,217,217,08-05,0.4248720208789813,-0.4071695071765639,-0.23796005427782985
218,218,218,08-06,0.6284804545692663,0.9585058140009998,-0.07677122464875273
219,219,219,08-07,0.5717018228717002,0.5776710191243479,-0.018234133678945736
220,220,220,08-08,0.5467113568442747,0.4100509353202764,0.1942810257831008
221,221,221,08-09,0.4483558617103644,-0.24965490285193845,0.3917495059057991
222,222,222,08-10,0.4671319040576801,-0.1237172037185188,0.5908077847750746
223,223,223,08-11,0.6015153883800457,0.7776413735596256,0.4238003266955787
224,224,224,08-12,0.8065459599430174,2.152855487216652,0.12925333404719522
225,225,225,08-13,0.4223070446538068,-0.4243737293526272,-0.03611832082781687
226,226,226,08-14,0.2832274193754052,-1.3572310205700244,-0.11002234048187692
227,227,227,08-15,0.3004243741727329,-1.241884832102011,-0.16705465147454515
228,228,228,08-16,0.4010218347673993,-0.567141321642879,-0.08220357689141962
229,229,229,08-17,0.5504977299474031,0.4354475076036161,-0.02490449187492187
230,230,230,08-18,0.8824486029427212,2.6619619347154053,0.5872135548283045
231,231,231,08-19,0.4735633430045861,-0.08057921925364069,1.116989285666321
232,232,232,08-20,0.8307912280938733,2.315477259649334,1.142568363599436
233,233,233,08-21,0.7743297238134321,1.9367695529260882,1.0611061472628909
234,234,234,08-22,0.4239033319099817,-0.41366685404418896,0.5204463564967955
235,235,235,08-23,0.4776265547155569,-0.05332579041565185,0.23143405589223645
236,236,236,08-24,0.3988070311131203,-0.5819968098811692,-0.18663112940898072
237,237,237,08-25,0.2150304065263304,-1.8146530228809952,-0.3425845530105546
238,238,238,08-26,0.4568153808058538,-0.19291385215796905,-0.4659072482186785
239,239,239,08-27,0.6348232167436213,1.0010490113166448,-0.322067118778469
240,240,240,08-28,0.31358630228918005,-1.1536030252929321,-0.3037791323487294
241,241,241,08-29,0.6062972409451767,0.8097149862256051,0.11158214311257596
242,242,242,08-30,0.4151663584637725,-0.4722688913027314,0.22647871724073002
243,243,243,08-31,0.5865874994934349,0.6775146298868369,0.07504730984210373
244,244,244,09-01,0.559594911775667,0.4964655926109554,0.1508773164469311
245,245,245,09-02,0.4993618320623897,0.09246056692488692,-0.1993931587254665
246,246,246,09-03,0.3814192431007044,-0.6986229856639681,0.07963799447477167
247,247,247,09-04,0.2929664438873112,-1.2919078648087805,-0.04654604941662164
248,248,248,09-05,0.6647707637256628,1.2019180278986978,-0.28982704423440103
249,249,249,09-06,0.4737108802779122,-0.07958963346152308,0.2458095255217265
250,250,250,09-07,0.3419704374954202,-0.9632203762957212,0.1680886000214139
251,251,251,09-08,0.9785099339754167,3.306279985461652,0.3361891430886064
252,252,252,09-09,0.31189480053071017,-1.1649485386658438,0.18484066180352854
253,253,253,09-10,0.443339029870128,-0.28330460640562555,0.7826871452646933
254,254,254,09-11,0.5293835597336323,0.2938271401882311,0.9967573915271032
255,255,255,09-12,1.0085082110804326,3.5074892673054654,0.2100173907374571
256,256,256,09-13,0.5334647415893099,0.3212011012787364,0.5903275031920645
257,257,257,09-14,0.2747398791245272,-1.4141600192762227,0.6122736337567952
258,258,258,09-15,0.6520972415326773,1.1169121360618008,0.8202839133518552
259,259,259,09-16,0.4629707118690136,-0.15162782301724154,0.2302812458685747
260,260,260,09-17,0.7154569839058266,1.5418888177585908,0.37252704632832506
261,261,261,09-18,0.4807274839785696,-0.032526737594217404,0.9330926038696994
262,262,262,09-19,0.6607092374728154,1.1746759040372383,0.9461967894605912
263,263,263,09-20,0.7761879468247156,1.9492333259720243,0.7320052429671416
264,264,264,09-21,0.66381945395714,1.1955372496071517,0.31508237215879825
265,265,265,09-22,0.2713678999197121,-1.436777101977938,0.11549269646599698
266,266,266,09-23,0.34250298212267505,-0.9596484070914694,-0.27172906981261397
267,267,267,09-24,0.30218662312363664,-1.2300647917510248,-0.7196020486340059
268,268,268,09-25,0.3143240486940133,-1.148654693634427,-0.898705498301508
269,269,269,09-26,0.3755478490096831,-0.7380045469563287,-0.8605788955446991
270,270,270,09-27,0.5036043327354298,0.12091655160213916,-0.8403737233496864
271,271,271,09-28,0.3054736544084961,-1.2080174854370855,-0.7649724577805497
272,272,272,09-29,0.3605773079859634,-0.838417373921393,-0.6694351815817511
273,273,273,09-30,0.3696360381173533,-0.7776571983362052,-0.7346201028905811
274,274,274,10-01,0.3997859217947181,-0.5754310364416356,-0.6656358253813207
275,275,275,10-02,0.3172373581246111,-1.1291140748093091,-0.4999214518234829
276,276,276,10-03,0.5653134980477476,0.534822216657702,-0.2870501562359065
277,277,277,10-04,0.4537117173661755,-0.21373124409005936,-0.2740090659584516
278,278,278,10-05,0.5509991032696439,0.4388103996040651,-0.19931571997215647
279,279,279,10-06,0.3813018092878391,-0.6994106566714761,0.07665814817354884
280,280,280,10-07,0.4666020747156453,-0.12727096052386488,-0.2101203442503193
281,281,281,10-08,0.5641069009562654,0.5267291340649229,-0.08068249625009316
282,282,282,10-09,0.30877879135858777,-1.1858487378855072,-0.2089641669033245
283,283,283,10-10,0.5694989930804767,0.5628958439112974,0.2289939331786822
284,284,284,10-11,0.43624607393164894,-0.3308796243153229,0.3598821577195349
285,285,285,10-12,0.7730726558289391,1.928337943820564,0.242677256027808
286,286,286,10-13,0.583686769623742,0.658058386721251,0.3833454173898008
287,287,287,10-14,0.4592624796613144,-0.17650027608543808,0.19127782139852967
288,288,288,10-15,0.4346120266563224,-0.34183976971355057,0.5052981925118177
289,289,289,10-16,0.39768693009882494,-0.5895097320363292,0.19297076496839527
290,290,290,10-17,0.7171497188218046,1.5532426023644053,0.15253418505498706
291,291,291,10-18,0.493683415936404,0.054373378560029655,0.16716525391812925
292,292,292,10-19,0.5475146491835985,0.4154389072408019,0.09166828362979068
293,293,293,10-20,0.4723505495776854,-0.08871386290658502,0.019262421969930183
294,294,294,10-21,0.3670770000051145,-0.794821591443582,-0.0881401731220467
295,295,295,10-22,0.33291702240283816,-1.023944901995492,-0.27011701099664365
296,296,296,10-23,0.6210738485684266,0.908827031812544,-0.149010950898905
297,297,297,10-24,0.3308979352896164,-1.0374876486875522,-0.11375719918796638
298,298,298,10-25,0.6558488110060748,1.1420752678272337,0.06274575054787629
299,299,299,10-26,0.5038864251533581,0.1228086473590468,0.29909718732345
300,300,300,10-27,0.5249658711598308,0.264196106971474,0.21797484976774992
301,301,301,10-28,0.5443427328747611,0.3941637186579503,0.21265498570152605
302,302,302,10-29,0.5485067083519573,0.4220930064783432,0.08300694615956679
303,303,303,10-30,0.3261391064237549,-1.0694068330848954,0.21309058498576605
304,304,304,10-31,0.5398735106423262,0.3641870305754782,0.13045654712371954
305,305,305,11-01,0.6202513863095602,0.9033104803162422,-0.031307087472188126
306,306,306,11-02,0.4510464552151061,-0.2316081202008048,-0.3497438424603521
307,307,307,11-03,0.39963876221332745,-0.5764180889174957,0.03966991357226727
308,308,308,11-04,0.2636524333695927,-1.4885275234506408,-0.3355719583310088
309,309,309,11-05,0.6744851167546108,1.267075703110821,-0.5591416717595972
310,310,310,11-06,0.20420481131769594,-1.8872642008441776,-0.33441327310835506
311,311,311,11-07,0.4202594330280282,-0.4381078002552881,-0.269482343841165
312,312,312,11-08,0.6520748982669351,1.116762271706648,0.11670241421240884
313,313,313,11-09,0.4577220471689981,-0.18683251331435544,-0.1701737051611034
314,314,314,11-10,0.6091099772661177,0.8285810248708022,0.2315557889994789
315,315,315,11-11,0.4178630788967841,-0.4541810131302523,0.2744315564158158
316,316,316,11-12,0.5635677366257312,0.5231127641193158,0.40828803274551184
317,317,317,11-13,0.4586135031860007,-0.18085319575726666,0.2734347447076814
318,318,318,11-14,0.7718148118268722,1.9199011296848243,0.07965700717026312
319,319,319,11-15,0.33709044610136407,-0.995952241541338,0.13817362915136416
320,320,320,11-16,0.43576812501669415,-0.3340854003537075,0.13326565183492498
321,321,321,11-17,0.4702085122292623,-0.103081281243646,0.13790294328886454
322,322,322,11-18,0.5591773567521637,0.4936649002206807,-0.33473337365309863
323,323,323,11-19,0.4627617438469853,-0.153029447033629,-0.2877236298311212
324,324,324,11-20,0.3490229284029811,-0.9159167719669548,-0.16510332633148891
325,325,325,11-21,0.3791425216980199,-0.7138937786094735,-0.03032300125424038
326,326,326,11-22,0.5454568374670001,0.4016364206440863,-0.07948674130123952
327,327,327,11-23,0.5907748450421754,0.7056006692198451,-0.17468023002283184
328,328,328,11-24,0.5151984463181911,0.19868245993868572,0.0914050362750987
329,329,329,11-25,0.3776074022451844,-0.724190379363183,0.08184191139573088
330,330,330,11-26,0.5870467256797862,0.6805948258206282,-0.06534223764710848
331,331,331,11-27,0.37058792816757335,-0.7712725278856803,-0.02719473785897231
332,332,332,11-28,0.41379479341039416,-0.4814684736129498,-0.04072563767052086
333,333,333,11-29,0.6248992927521871,0.9344856679486622,0.09078574501875904
334,334,334,11-30,0.5030945211421511,0.11749706106939445,-0.10589299015406599
335,335,335,12-01,0.4952495367697481,0.06487791677249642,0.12247898428925605
336,336,336,12-02,0.4111098162794064,-0.4994775852163218,0.2302873972980473
337,337,337,12-03,0.574875693908565,0.5989593187742519,0.16639508379951987
338,338,338,12-04,0.5102336838448857,0.1653820044397979,0.3145983591991514
339,339,339,12-05,0.5677450906901624,0.5511317869574974,0.2255875504338653
340,340,340,12-06,0.6356682140424663,1.0067167134671842,0.3433239747506643
341,341,341,12-07,0.4156258469812628,-0.4691869358192203,0.2718133925543938
342,342,342,12-08,0.5164297055899992,0.20694096068447185,0.13256841356752885
343,343,343,12-09,0.5109066491108231,0.16989582559662886,-0.367082639203012
344,344,344,12-10,0.38567354148408217,-0.6700878694813919,-0.6710616435167803
345,345,345,12-11,0.12078745734027548,-2.446774529665748,-0.6485674680657426
346,346,346,12-12,0.3637469690000151,-0.8171573124154257,-0.4518155344524584
347,347,347,12-13,0.4357477768121004,-0.33422188311299345,-0.7859260580862731
348,348,348,12-14,0.6924320938911661,1.3874525623641767,-0.7707915306934178
349,349,349,12-15,0.21203156800648892,-1.83476731620626,-0.3569009354111086
350,350,350,12-16,0.3992119749725557,-0.5792807051242589,-0.278163011934946
351,351,351,12-17,0.4910289687058326,0.036569042028107006,-0.25877301655198626
352,352,352,12-18,0.434181156492765,-0.3447297715584501,-0.4071011448970685
353,353,353,12-19,0.4530928947678769,-0.21788191081523486,0.034734036326785483
354,354,354,12-20,0.5597467150918501,0.4974837922936835,0.005513757201424348
355,355,355,12-21,0.6072706170098009,0.8162437711368643,-0.037305465968129184
356,356,356,12-22,0.3730732793143034,-0.7546023798764256,0.04159544563781495
357,357,357,12-23,0.4527254796135493,-0.22034629698921407,0.3772224600602723
358,358,358,12-24,0.504761143315562,0.1286756980772146,0.3068131475379816
359,359,359,12-25,0.7533245368763962,1.7958801757195093,0.3395136911361317
360,360,360,12-26,0.4967627995847054,0.07502791715993842,0.2564471106112439
361,361,361,12-27,0.6365225469213668,1.0124470327257649,0.03589633289844005
362,362,362,12-28,0.2987669368458889,-1.2530018630257522,0.03454122903071273
363,363,363,12-29,0.2554340837616083,-1.5436509632660371,
364,364,364,12-30,0.5035489492967478,0.12054507487085064,
365,365,365,12-31,,,
