,unnamed: 0,unnamed: 0,mth_day,future,future_norm,future_ravg
77,77,77,03-18,5.391441417652024,-1.4519846168983397,0.27374058135240664
78,78,78,03-19,7.6470030155580915,1.3686230358001463,-0.0688037402084713
79,79,79,03-20,6.325650539205692,-0.28374456532039805,0.2456679374533633
80,80,80,03-21,5.783323511802727,-0.9619312152341464,0.07343972724491576
81,81,81,03-22,7.960658771942057,1.7608534353560041,0.3501145235796302
82,82,82,03-23,6.559608127217702,0.00882228976623306,0.149995490922726
83,83,83,03-24,6.718936317818008,0.20806416110994694,0.13351002562675654
84,84,84,03-25,6.686825222721461,0.16790883985872085,0.27973208125920257
85,85,85,03-26,6.246552726910613,-0.3826573570962146,-0.0229101996346539
86,86,86,03-27,6.484901811363598,-0.08459888143947028,-0.07793910645423151
87,87,87,03-28,6.508571014822464,-0.05500025000713472,-0.2529895860015489
88,88,88,03-29,6.295577597034089,-0.3213511511512325,-0.4377563213398104
89,89,89,03-30,5.879038278859851,-0.8422387161739573,-0.4552183295550673
90,90,90,03-31,5.80030826443253,-0.9406915721708484,-0.5931396230636113
91,91,91,04-01,6.16276942912021,-0.4874294063877562,-0.8687948405595884
92,92,92,04-02,5.823150845311055,-0.912126642490735,-0.96001184977664
93,93,93,04-03,5.185968087928608,-1.7089315549829969,-1.0541628431921766
94,94,94,04-04,5.857915344641795,-0.8686532064535424,-0.8840933023305765
95,95,95,04-05,5.42729867243223,-1.4071446766671771,-1.0823223118425158
96,96,96,04-06,6.616307593457853,0.07972567299875256,-0.9229493483774518
97,97,97,04-07,5.211660030367084,-1.6768034634593925,-0.6510517094836209
98,98,98,04-08,6.58782763924737,0.04411113829964917,-0.5527476806084198
99,99,99,04-09,6.49054202737076,-0.0775457216200111,-0.3964523727293385
100,100,100,04-10,6.329581353712333,-0.27882903320233554,-0.4446774193588084
101,101,101,04-11,6.177208772224432,-0.4693728293926893,-0.2405261875088087
102,102,102,04-12,6.384922211381199,-0.2096246067780672,-0.32119488037884314
103,103,103,04-13,6.191184449409637,-0.451896072359394,-0.2607111396028167
104,104,104,04-14,6.200776560483855,-0.4399010189205577,-0.4845116513956734
105,105,105,04-15,6.780745032801009,0.2853567230361473,-0.3141652182401752
106,106,106,04-16,5.2557790341828845,-1.6216321039594757,-0.2358115743190852
107,107,107,04-17,6.994536639710482,0.5527057695402997,-0.03891191845120425
108,108,108,04-18,6.760865608078724,0.26049725674847296,0.10029470714873427
109,109,109,04-19,7.1359155650434385,0.7295018628478915,0.20897964834634328
110,110,110,04-20,6.868694592777885,0.39533873467907343,0.362329542326157
111,111,111,04-21,7.302219005407176,0.9374663702218012,0.24786505118867794
112,112,112,04-22,5.991556939854213,-0.7015327400805932,0.264523139649994
113,113,113,04-23,6.445332193739658,-0.1340811772845748,0.1327844134521204
114,114,114,04-24,6.840791672078272,0.3604457875163691,0.3528052668433403
115,115,115,04-25,6.503828763141644,-0.060930494339349765,0.04475484533535808
116,116,116,04-26,7.924361985241291,1.7154638550263923,0.19456758851544564
117,117,117,04-27,5.824182809254679,-0.9108361588260918,0.17309116553873696
118,118,118,04-28,6.710363478021308,0.19734371899993214,-0.07863563579276983
119,119,119,04-29,6.342287600039485,-0.2629397151448268,-0.14449791137201834
120,120,120,04-30,5.632998083975638,-1.1499150204726716,-0.5330676861135478
121,121,121,05-01,6.187819368346585,-0.456104147814841,-0.2007340363769481
122,122,122,05-02,6.059991246881754,-0.6159547934227844,-0.17619864741005142
123,123,123,05-03,7.418730744315472,1.083165739593507,0.014796581612979743
124,124,124,05-04,6.828085092561655,0.34455605280131185,0.2445967490484741
125,125,125,05-05,7.258689078753778,0.8830316589933602,0.22855139532726199
126,126,126,05-06,6.735586951372348,0.2288859841402951,0.4705001773957658
127,127,127,05-07,6.1108332260653055,-0.5523762701421141,0.4481012210805387
128,128,128,05-08,7.220869572454814,0.835737898988239,0.6246821964621657
129,129,129,05-09,7.311259804889778,0.948772001702144,0.5365276293402049
130,130,130,05-10,7.675326501576233,1.4040419050910742,0.5440498867612699
131,131,131,05-11,6.8357205256689175,0.35410425626159553,0.9927109318358388
132,132,132,05-12,6.771678993352633,0.2740195286666842,0.9745336550201694
133,133,133,05-13,8.263523883580401,2.1395900003052994,0.8637914125471121
134,134,134,05-14,7.133654392064786,0.7266742380942234,0.5757286256878791
135,135,135,05-15,6.77991483215117,0.28431854686379904,0.6752310445082483
136,136,136,05-16,6.2931916430739365,-0.3243348160643228,0.7980796806983849
137,137,137,05-17,7.31313644966375,0.9511187691838108,0.6917989432815702
138,138,138,05-18,7.361110846904848,1.011111345807504,0.8542073685141821
139,139,139,05-19,7.753585360896831,1.5019055758044109,0.9243817143017
140,140,140,05-20,7.9128954327971615,1.701124789489895,0.8813436423833548
141,141,141,05-21,7.116613683616903,0.7053646215889054,0.8874255335352998
142,142,142,05-22,6.086693538651508,-0.5825632475743938,0.8436850985962424
143,143,143,05-23,7.342317566247294,0.9876101160954808,0.7416931394525893
144,144,144,05-24,7.151242781284608,0.748668736173159,0.4388220530176776
145,145,145,05-25,7.264224539402484,0.8899538209424933,0.7568817141929339
146,146,146,05-26,6.459709859060715,-0.11610172911957567,1.204403598321252
147,147,147,05-27,8.642674545510081,2.613722588640444,1.1788792976157076
148,148,148,05-28,8.233918463954453,2.1025680571955143,1.0485561796960583
149,149,149,05-29,7.219851120203825,0.8344643118622149,0.9650468089932884
150,150,150,05-30,6.525948115113536,-0.033269971344734764,1.098582857069662
151,151,151,05-31,6.863543793658358,0.3888975967258719,0.6508681771752202
152,152,152,06-01,7.100420271277846,0.6851145593386659,0.0472801847806145
153,153,153,06-02,6.494524579691363,-0.07256549072620788,0.19452650096016005
154,154,154,06-03,5.3378831462455025,-1.5189598971721192,0.2267989683763815
155,155,155,06-04,7.926343856029684,1.717942208939488,0.12883254473929606
156,156,156,06-05,6.680792490092232,0.16036483315259373,0.11407751163784093
157,157,157,06-06,6.393497625779733,-0.19890094509664066,0.3876468393192296
158,158,158,06-07,7.029625130363507,0.5965843607299351,0.8597529261601676
159,159,159,06-08,7.8071193376885315,1.5688504753621242,0.6773803369817579
160,160,160,06-09,7.603063896068757,1.3136766238735091,0.7640064083202581
161,161,161,06-10,7.051314090862639,0.6237066738690293,0.8914151734084923
162,162,162,06-11,7.096427269431348,0.6801212611835942,0.9878644807838058
163,163,163,06-12,7.0048091298694,0.5655516454327641,0.9220380942940866
164,164,164,06-13,7.492392123820966,1.1752802049818167,0.9934769629536321
165,165,165,06-14,7.491282139941967,1.1738921564238076,1.1644436913962208
166,166,166,06-15,7.9458299704474475,1.7423098358307807,1.3192906256771275
167,167,167,06-16,7.871618155823554,1.6495070445245632,1.2858300201388388
168,168,168,06-17,7.839388024394952,1.6092028668690357,1.1202487925619935
169,169,169,06-18,6.844264028555554,0.3647880122030317,1.0271620554036365
170,170,170,06-19,6.697927871625162,0.1817928395207462,0.9182260886608696
171,171,171,06-20,7.044648870530193,0.6153717334736639,1.0311793578418635
172,172,172,06-21,7.423151568903687,1.08869403537418,0.9885569767036428
173,173,173,06-22,8.413571708446561,2.3272266596105284,1.1197563939624782
174,174,174,06-23,7.63488441819922,1.3534685800397106,1.1989363001729585
175,175,175,06-24,7.473763208181409,1.1519845157560435,1.2319340475112293
176,176,176,06-25,7.077835702343768,0.6568722767836279,1.1777100849014364
177,177,177,06-26,7.202973162763612,0.8133582175032881,0.913476500379702
178,178,178,06-27,7.162983187884227,0.7633502597154236,0.9239382188311565
179,179,179,06-28,7.145770157484801,0.7418251524801214,1.064965933593368
180,180,180,06-29,7.685080092236968,1.416238890748437,0.7049073649331166
181,181,181,06-30,8.150418887010979,1.998150804329314,0.4212800598555868
182,182,182,07-01,5.350262681636439,-1.5034791351778811,0.21247680486138776
183,183,183,07-02,5.842119893777214,-0.8884056129618906,0.15970444656446467
184,184,184,07-03,6.161138206646672,-0.4894692702497701,-0.036627380083977146
185,185,185,07-04,6.8925666223707935,0.4251910026985829,-0.2399396930327669
186,186,186,07-05,6.7430734401356505,0.2382479308577861,0.16120062582071762
187,187,187,07-06,7.174919628835126,0.7782769266365754,0.2034870756212388
188,188,188,07-07,7.274947309884029,0.9033627779430256,0.1527446686884377
189,189,189,07-08,6.045011690211053,-0.6346869141587635,0.26713954967289844
190,190,190,07-09,5.917674445878418,-0.7939237118465767,0.4688569224627125
191,191,191,07-10,7.441437076505878,1.1115602886053473,0.3422632641467961
192,192,192,07-11,7.7109201222360575,1.448552167596671,0.4966839261670739
193,193,193,07-12,6.567519034223579,0.01871497674107711,0.5406960758828475
194,194,194,07-13,8.015862796324575,1.8298867500646925,0.3360562664999913
195,195,195,07-14,6.256183452391911,-0.3706140158641221,0.20103003741308087
196,196,196,07-15,4.93580581553872,-2.021762568143714,0.272368690946698
197,197,197,07-16,6.793576726101321,0.3014029140838851,0.4336560886331367
198,198,198,07-17,8.05320536109828,1.876584088798374,-0.16252223265405938
199,199,199,07-18,7.341381347402144,0.9864393628597088,0.07056455459625703
200,200,200,07-19,5.155379327708136,-1.7471831776584836,0.4106374811809717
201,201,201,07-20,7.374541631271848,1.0279067076377764,0.4349461442517355
202,202,202,07-21,6.5674870590285765,0.018674991364573613,0.16605352817421284
203,203,203,07-22,6.910210502230513,0.44725489250846817,-0.27776944378659946
204,204,204,07-23,6.763049621348977,0.263228392333238,0.11722523145238058
205,205,205,07-24,5.211903926040922,-1.676498468905165,-0.12926723913466542
206,206,206,07-25,7.050576952930621,0.6227848737753968,-0.17264509665295802
207,207,207,07-26,6.1918625366507465,-0.4510481158844997,-0.4875503675332639
208,208,208,07-27,6.359358651965447,-0.2415921537451818,-0.5744634093077217
209,209,209,07-28,5.399284510174245,-1.4421767327733674,-0.1974957316575435
210,210,210,07-29,6.3460379482874165,-0.2582498583135085,-0.4830236120269722
211,211,211,07-30,7.020607415615834,0.5853075969959042,-0.5305351725739725
212,212,212,07-31,5.680604660307803,-1.090382408441175,-0.5998424503762413
213,213,213,08-01,5.963900484593181,-0.7361174791665022,-0.4835030791075459
214,214,214,08-02,6.026820021610433,-0.6574358205587942,-0.3429511988609942
215,215,215,08-03,5.957484693543576,-0.7441405051611956,-0.2915703043755453
216,216,216,08-04,7.020410557241343,0.5850614231658019,-0.028848938519982895
217,217,217,08-05,7.267134660955825,0.893592963908598,0.1515102211356677
218,218,218,08-06,6.941150535675424,0.4859457866921991,0.22504036163512506
219,219,219,08-07,6.829269747760353,0.3460374787674014,0.3310445728194562
220,220,220,08-08,6.379620088022808,-0.2162549775620501,0.33284628204440303
221,221,221,08-09,6.466096434141291,-0.10811523805520863,0.23407982816758624
222,222,222,08-10,7.029055218191253,0.5958716785154825,0.2520040282397577
223,223,223,08-11,6.7932499213052475,0.30099424064769764,0.04770006737024488
224,224,224,08-12,7.027151445409813,0.5934909871252277,-0.22786613896205685
225,225,225,08-13,5.849012529788524,-0.8797862864496755,-0.2457290956638429
226,226,226,08-14,5.057444239660868,-1.8696522155558604,-0.42194470725728617
227,227,227,08-15,6.380389372140533,-0.21529297826592528,-0.5529504749337696
228,228,228,08-16,6.1835668368175885,-0.461421991045177,-0.8778246387992023
229,229,229,08-17,6.164679878833902,-0.4850403654112032,-1.0088784334023977
230,230,230,08-18,5.468394372339408,-1.3557539960673677,-0.8773972507608563
231,231,231,08-19,5.2202120525210765,-1.6661090540688481,-0.8470445033084196
232,232,232,08-20,5.6882953389900734,-1.0807651197066122,-0.8904788501305964
233,233,233,08-21,6.52602286670861,-0.033176493551305176,-0.7118199438443985
234,234,234,08-22,5.975167392190452,-0.7220280719782372,-0.4414900770566123
235,235,235,08-23,7.021891269629467,0.5869130723059834,-0.2527675724152017
236,236,236,08-24,6.765446088930153,0.2662252046593491,-0.18469380689997908
237,237,237,08-25,6.125708923854963,-0.5337740262203847,-0.07545589087448873
238,238,238,08-26,6.014915536253103,-0.6723225266152761,0.007460827809041652
239,239,239,08-27,7.050150030981157,0.6222510026016371,-0.3611275862500905
240,240,240,08-28,6.3730045737807925,-0.22452775987705492,-0.14764784583205767
241,241,241,08-29,5.253391766220332,-1.6246174120488093,-0.07213952137038716
242,242,242,08-30,7.789729003196237,1.547103647167546,0.283780681078935
243,243,243,08-31,6.488000382892243,-0.08072407945036178,0.17961716097272792
244,244,244,09-01,7.722632537862178,1.4631986880806571,0.07593932725860296
245,245,245,09-02,6.550369987564976,-0.0027301180356056713,0.3780818768820094
246,246,246,09-03,5.875554869871897,-0.8465947621618047,0.07081504429359971
247,247,247,09-04,6.7030817960378215,0.18823788569162966,0.25539081917426404
248,248,248,09-05,6.3154524928132405,-0.2964973483629124,0.022831328423189436
249,249,249,09-06,7.373601106536919,1.0267305698336242,0.0973747428175493
250,250,250,09-07,6.606804345171412,0.06784174357420912,0.18598514207101105
251,251,251,09-08,6.908031775918684,0.4445303683305536,0.06530354329010679
252,252,252,09-09,6.300710520726111,-0.3149323666410343,0.5086490900746706
253,253,253,09-10,6.124047460247739,-0.5358517069937957,0.3722293763947269
254,254,254,09-11,8.442639212256267,2.3635759323444705,-0.09794892120299747
255,255,255,09-12,6.719054770581031,0.20821228775396167,-0.3223101026522701
256,256,256,09-13,4.350873192430594,-2.7532280420121364,-0.1639515093990195
257,257,257,09-14,5.831539344678919,-0.9016367203650824,-0.24471053900967954
258,258,258,09-15,7.060520332555988,0.6352191928784693,-0.562782011644577
259,259,259,09-16,5.736562942789893,-1.020405884657756,-0.6641932672057217
260,260,260,09-17,6.9165216785858075,0.4551470965350865,0.0593653340330255
261,261,261,09-18,6.232480184242543,-0.4002552456129063,0.5755304280402441
262,262,262,09-19,7.8225314925008895,1.588123565420346,0.5480729722492247
263,263,263,09-20,8.308116680293297,2.195353843678229,0.7711263440376026
264,264,264,09-21,6.928778543939959,0.4704744581323533,0.6423300855775959
265,265,265,09-22,6.8067804596600645,0.31791434607251146,0.7305989163747403
266,266,266,09-23,6.2985529350242295,-0.31763045422495395,0.2664896885382752
267,267,267,09-24,6.655996978251731,0.12935773916996027,-0.34664624054456405
268,268,268,09-25,5.5957199388835,-1.1965318015984447,-0.4784169903872972
269,269,269,09-26,5.366270043921969,-1.4834617308188065,-0.374309519421182
270,270,270,09-27,6.296538091522112,-0.3201500409240456,-0.4968054914559395
271,271,271,09-28,7.306291577432798,0.9425591718692026,-0.4572569989865655
272,272,272,09-29,5.710813175851188,-1.0526062864334993,-0.6302578272840136
273,273,273,09-30,6.845751964097397,0.3666486939862042,-0.7076238116542685
274,274,274,10-01,4.76565619497992,-2.2345367713831332,-0.6076522013974942
275,275,275,10-02,4.995065470688681,-1.9476576370403358,-0.8591580229013571
276,276,276,10-03,6.7762052116767695,0.2796796206165998,-0.6848599007440104
277,277,277,10-04,6.0995582579130705,-0.5664757571539737,-0.9078187762966508
278,278,278,10-05,6.547101378960472,-0.006817553489419604,-0.5045030105456346
279,279,279,10-06,5.775987843317827,-0.9711045593296396,-0.0592636845252638
280,280,280,10-07,6.700778689994968,0.18535782312296464,-0.3375399768726915
281,281,281,10-08,7.131338606064341,0.7237783190818897,-0.4322812288073726
282,282,282,10-09,5.441026280230461,-1.3899781334679664,-0.5177881316495658
283,283,283,10-10,5.644986571424947,-1.13492326876206,-0.3828642703561262
284,284,284,10-11,6.136836407391907,-0.5198589705425791,-0.0662272598212464
285,285,285,10-12,6.423357029635255,-0.16156139156900134,0.027255901601584736
286,286,286,10-13,8.220013626668946,2.085179886332244,0.38085025988322135
287,287,287,10-14,7.579873932318168,1.2846772876188766,0.5624942118731379
288,288,288,10-15,7.137583803953997,0.7315880162218534,0.6275278734029541
289,289,289,10-16,6.516520311060897,-0.045059556822561006,0.4797267496088784
290,290,290,10-17,6.448870084342767,-0.12965700136368166,0.05105502386786923
291,291,291,10-18,5.714202308371549,-1.048368134333456,-0.19512912700594265
292,292,292,10-19,6.163232389977959,-0.4868504681138112,-0.10503214520550958
293,293,293,10-20,6.398674165963903,-0.19242761762399452,-0.17264683494936994
294,294,294,10-21,7.569872127447437,1.2721699070244517,-0.11845383592444055
295,295,295,10-22,6.192102774659452,-0.4507476952857234,0.3098453145069417
296,296,296,10-23,6.708889901049389,0.19550099278589486,0.6758961483190853
297,297,297,10-24,7.769195916301228,1.5214267682548372,0.7888360985347155
298,298,298,10-25,7.919556498731472,1.7094545347590502,0.5184637249638105
299,299,299,10-26,6.940563813746892,0.4852120836697864,0.9287992978939194
300,300,300,10-27,6.272616461893648,-0.3500643344009781,0.8602525931845708
301,301,301,10-28,8.160906538636635,2.0112657422949285,0.5903424871239569
302,302,302,10-29,6.380000525759997,-0.2157792354701968,0.5552772289035097
303,303,303,10-30,6.474158225678853,-0.09803386810884576,0.4832589265169104
304,304,304,10-31,7.751312220332029,1.4990629854363682,0.4998864243511568
305,305,305,11-01,6.5950175970211635,0.05310226935019064,0.28206319594194285
306,306,306,11-02,6.352395751044292,-0.25029934739549986,0.17995082269727122
307,307,307,11-03,7.115783424129652,0.7043263718396447,0.15675993827201765
308,308,308,11-04,5.890061953393046,-0.8284534749382265,0.1259250102135908
309,309,309,11-05,6.362887588769738,-0.2371791746603671,0.4212877074808388
310,310,310,11-06,7.603365207135256,1.3140534170858067,0.6897013402813553
311,311,311,11-07,8.012177669119662,1.8252784529536792,0.7581573757239989
312,312,312,11-08,7.640253313055999,1.3601824494075987,0.8817784141752577
313,313,313,11-09,7.444237765253493,1.1150625844955064,0.8591399759469888
314,314,314,11-10,6.483199818754432,-0.08672724423067353,0.7379118642642514
315,315,315,11-11,6.254267607138331,-0.3730098040299813,0.4687483018860026
316,316,316,11-12,7.021708684215484,0.5866847469893831,0.34045906249179025
317,317,317,11-13,6.7207219199831725,0.21029707868418626,0.3405094599367329
318,318,318,11-14,7.024717263881643,0.5904470130423249,0.6117995945151068
319,319,319,11-15,7.444479573875125,1.1153649691651621,0.5976554666276327
320,320,320,11-16,7.784858932230207,1.5410135632395696,0.6032931524289585
321,321,321,11-17,6.18640360981491,-0.4578745713548261,0.8086394052087124
322,322,322,11-18,7.048758488712112,0.6205108617973382,0.8743579486044073
323,323,323,11-19,7.705980089301705,1.4423745953627094,0.7002191536793917
324,324,324,11-20,7.340037026866415,0.9847582734164944,0.2967425581642665
325,325,325,11-21,6.608955828140272,0.07053219961506862,0.3237562843092912
326,326,326,11-22,5.848964770643147,-0.879846009851182,0.3614923888149402
327,327,327,11-23,6.3160163687906765,-0.29579221448467763,0.09280906370104372
328,328,328,11-24,7.229817576663066,0.8469274888312324,-0.004160465339793917
329,329,329,11-25,6.416828534575921,-0.1697253553206696,0.2821793226240775
330,330,330,11-26,6.874773992507912,0.4029410991714686,0.3687698791087229
331,331,331,11-27,7.982823680479071,1.7885709273982968,0.6252021411573175
332,332,332,11-28,6.264429148529017,-0.3603026709433091,0.5826975290132497
333,333,333,11-29,7.546386914345226,1.2428013578068895,0.7059079781366145
334,334,334,11-30,7.025879030028981,0.5918998159668251,0.6475985742696904
335,335,335,12-01,7.007996378648553,0.5695373394195198,0.4714469504493112
336,336,336,12-02,6.595003528083618,0.0530846759699241,0.556658143754898
337,337,337,12-03,7.1376423145746175,0.7316611844760222,0.1813669945589023
338,338,338,12-04,6.6732752958787644,0.15096448889021094,0.11648661703688495
339,339,339,12-05,5.745727464207206,-1.008945537369084,-0.015305244351480387
340,340,340,12-06,6.714580814859698,0.20261755083472108,-0.0857405099721112
341,341,341,12-07,6.37565463233067,-0.22121382891067226,-0.1832354229118268
342,342,342,12-08,6.257052774556698,-0.3695269177538609,-0.2499067850587804
343,343,343,12-09,6.669858470747278,0.14669170683772909,-0.2387193779581338
344,344,344,12-10,6.353383876748098,-0.24906368399151074,-0.3637378300365735
345,345,345,12-11,5.799405016586144,-0.9418210947652048,-0.402113583561055
346,346,346,12-12,6.114738112310102,-0.5474931616359171,-0.2779552239110386
347,347,347,12-13,6.191526487054491,-0.4514683500575614,-0.26916517229570275
348,348,348,12-14,6.8527687249498666,0.3754232401462373,-0.17114555092780906
349,349,349,12-15,6.712033431553747,0.1994320165297445,0.3821392274446664
350,350,350,12-16,6.82368528911333,0.3390540442158511,0.4710402983182072
351,351,351,12-17,8.454083835759716,2.377887575469648,0.4806749964747042
352,352,352,12-18,6.541288415291612,-0.014086736394671834,0.3332240865022706
353,353,353,12-19,6.237754090135168,-0.3936601611185797,0.2429653566921299
354,354,354,12-20,6.145294341282344,-0.5092822196883645,-0.05008762355463525
355,355,355,12-21,6.27896903571529,-0.34212036233109955,-0.5323885662715645
356,356,356,12-22,5.417607316310239,-1.4192638372647397,-0.7517202148441964
357,357,357,12-23,6.139987827435889,-0.5159180808319282,-0.7406087145581576
358,358,358,12-24,5.488927850533386,-1.3300766278304634,-0.6656025755439059
359,359,359,12-25,6.291067439086058,-0.3269911594023465,-0.8348680706344357
360,360,360,12-26,6.505176297794575,-0.05924538560285415,-0.7868091851394284
361,361,361,12-27,5.4668275451152075,-1.3577133328742783,-1.0306498040011791
362,362,362,12-28,5.648195451722118,-1.130910524294696,-0.8253121476282277
363,363,363,12-29,4.970032405834384,-1.978961794002433,
364,364,364,12-30,6.474144774005383,-0.09805068959275333,
365,365,365,12-31,,,
