,unnamed: 0,unnamed: 0,mth_day,feminism,feminism_norm,feminism_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.17976727745015772,-1.0494563665467411,
2,2,2,01-03,0.2010581588334404,-0.88238185506354,
3,3,3,01-04,0.18989954260795816,-0.96994611889739,
4,4,4,01-05,0.1930294631136312,-0.9453849027573584,-0.9232225383312104
5,5,5,01-06,0.2529429127439601,-0.4752300910302908,-0.9013525597272396
6,6,6,01-07,0.15842478326894913,-1.2169358956919418,-0.7994634070479801
7,7,7,01-08,0.1964890783823922,-0.9182364949229171,-0.3994396808629928
8,8,8,01-09,0.2789626762135941,-0.2710469389879825,0.024892816591237
9,9,9,01-10,0.4957579633483226,1.4301962382125344,0.013455450216169156
10,10,10,01-11,0.5174743873633173,1.6006100819680198,0.0551154448669966
11,11,11,01-12,0.2441978944164985,-0.5438542892806979,0.2139398843207912
12,12,12,01-13,0.19027804430792475,-0.9669759277869772,0.1601311661217627
13,13,13,01-14,0.317926355839897,0.03471014179985014,-0.2222232910472305
14,14,14,01-15,0.23782049265519345,-0.5938992481821533,-0.6569195302816231
15,15,15,01-16,0.2034094780520609,-0.8639305048014251,-0.7081634380944754
16,16,16,01-17,0.18510533890211964,-1.0075673534383354,-0.6322075353910338
17,17,17,01-18,0.20501676667270105,-0.8513177361578118,-0.7660990179740086
18,18,18,01-19,0.24835398062386235,-0.5112405115663282,-0.8699478472937408
19,19,19,01-20,0.21555283463911487,-0.7686387536979984,-0.6528708543475109
20,20,20,01-21,0.15841760514551506,-1.2169922241005466,-0.09498530814860592
21,21,21,01-22,0.3693866986404651,0.4385314528759535,0.16024692428667667
22,22,22,01-23,0.6116650176031888,2.3397459237550957,-0.014970056297773591
23,23,23,01-24,0.4001675100528392,0.6800756584538836,0.11617833710331428
24,24,24,01-25,0.11438295475608146,-1.5625423950730295,0.35489133736595435
25,25,25,01-26,0.31582898793343955,0.018251606708528732,0.09173602504005307
26,26,26,01-27,0.3409377320560908,0.215285777475294,-0.4198710247540472
27,27,27,01-28,0.16817796283608827,-1.1404004210794545,-0.5821813730183174
28,28,28,01-29,0.22048990961147427,-0.7298963750095071,-0.369915809227916
29,29,29,01-30,0.2760649042814735,-0.2937864311317378,-0.3448864387654412
30,30,30,01-31,0.2766813532477552,-0.2889490123306213,-0.3858337173430013
31,31,31,02-01,0.3349664620897547,0.16842782948337762,-0.2023833883931816
32,32,32,02-02,0.3096294142250714,-0.030397893990066063,-0.008508518920630648
33,33,33,02-03,0.30844421262084404,-0.03969844738053647,0.10268658103770688
34,34,34,02-04,0.3687267703688204,0.4333528418257989,0.3906849574920968
35,35,35,02-05,0.3610847554579922,0.3733841686182875,0.22264952008103867
36,36,36,02-06,0.4968851132552146,1.4390412463957185,0.1491818080417104
37,37,37,02-07,0.20648644915373346,-0.8397847949829712,0.057888618261422074
38,38,38,02-08,0.2534559502306747,-0.4712041662260356,-0.21114884665021613
39,39,39,02-09,0.2386413758820134,-0.5874575860622665,-0.5157413985580303
40,40,40,02-10,0.1630205365845478,-1.1808719476440304,-0.8179725963436676
41,41,41,02-11,0.12819307729608362,-1.4541711428285975,-0.7866752940183184
42,42,42,02-12,0.2657989281061975,-0.3743459403181056,-0.5676853590005861
43,43,43,02-13,0.2304163883949832,-0.6520009810308753,-0.736432766870141
44,44,44,02-14,0.4208958076644919,0.8427354438803578,-0.6563077102820157
45,45,45,02-15,0.10961698983561084,-1.5999420332795966,-0.5571611864426105
46,46,46,02-16,0.22428421087581554,-0.7001216081152786,-0.42563181432226144
47,47,47,02-17,0.20400057874761984,-0.8592919997921665,-0.3188789999069863
48,48,48,02-18,0.3663663779956522,0.4148302924039887,-0.5643278248451092
49,49,49,02-19,0.31203966493919993,-0.011484094539224594,-0.16085968218957755
50,50,50,02-20,0.2332254644973073,-0.6299575057483799,-0.03247734257487241
51,51,51,02-21,0.418109013817713,0.8208668226535937,0.31284177067112434
52,52,52,02-22,0.3224454375110283,0.0701724295729522,0.43148998072804906
53,53,53,02-23,0.4680318141849928,1.212622679683814,0.7463591642854147
54,54,54,02-24,0.4570848823648162,1.1267195527455376,0.8513763152748157
55,55,55,02-25,0.5527888628458466,1.8777310068049693,0.6383603695756279
56,56,56,02-26,0.3135216515725129,0.00014540018802560633,0.8017653547895182
57,57,57,02-27,0.2552368727939091,-0.4572288515415326,0.5767531754496426
58,58,58,02-28,0.447385003459451,1.0506023408562928,0.6720614645816226
59,59,59,02-29,0.2959873445316705,-0.13745039635543926,0.14876573687171116
60,60,60,03-01,0.5299576668753353,1.6985692875374183,-0.025922442444890826
61,61,61,03-02,0.15267658354689945,-1.262043359454499,-0.007113383955572049
62,62,62,03-03,0.17995494752387026,-1.0479836757115863,-0.05691037543779845
63,63,63,03-04,0.2696182920662645,-0.34437450060561997,0.0295883289117726
64,64,64,03-05,0.40931018895374394,0.7518203919629344,-0.1608162009827772
65,65,65,03-06,0.3621243143578377,0.3815418297419872,-0.13164373386732667
66,66,66,03-07,0.384374230185814,0.5561421081701194,-0.22378845461664468
67,67,67,03-08,0.1749818723009613,-1.0870085567617958,-0.31075122714563513
68,68,68,03-09,0.1095010296107232,-1.6008520002074944,-0.4549512503364971
69,69,69,03-10,0.2031264953856335,-0.866151135779563,-0.707819330849933
70,70,70,03-11,0.29905475039636925,-0.1133797471822372,-0.7231624409707615
71,71,71,03-12,0.16878120319017473,-1.1356666533386277,-0.487535776778604
72,72,72,03-13,0.3726428774594211,0.4640834474451485,-0.4696355318641796
73,73,73,03-14,0.3551421844940588,0.3267514283911498,-0.4471528167944689
74,74,74,03-15,0.12318756938826565,-1.4934505307209485,-0.5675597428612563
75,75,75,03-16,0.2203167950480024,-0.7312548453612987,-0.626614891608206
76,76,76,03-17,0.20699153053635808,-0.8358213035829615,-0.9029770592615316
77,77,77,03-18,0.12362759516649345,-1.4899975458203256,-0.9833108170299883
78,78,78,03-19,0.16133617083737212,-1.1940895584748048,-0.739617335497631
79,79,79,03-20,0.2937189371343845,-0.15525111821959,-0.4581729770423916
80,80,80,03-21,0.3095157757600538,-0.0312896415268038,-0.4499279301029169
81,81,81,03-22,0.4355093483106972,0.9574113053701376,0.09661397578695152
82,82,82,03-23,0.2132956991912735,-0.7863510219461141,0.4079603289081717
83,83,83,03-24,0.5415139185557225,1.7892538895188856,0.32398415753636184
84,84,84,03-25,0.3993918101293549,0.6739885602525162,0.5109809732332721
85,85,85,03-26,0.2295106977867857,-0.6591081464504492,0.1865072601658584
86,86,86,03-27,0.4524936717913629,1.090691252654658,0.3675442553506325
87,87,87,03-28,0.18741652042511506,-0.9894309730343446,0.1321543670812285
88,88,88,03-29,0.351716712291856,0.2998709491625305,-0.0999567126667465
89,89,89,03-30,0.36153464539871777,0.3769145599024621,-0.14883598358712133
90,90,90,03-31,0.22191951626040005,-0.7186779182353337,-0.318297106249932
91,91,91,04-01,0.19213757306434687,-0.9523837719726984,-0.2806697247312116
92,92,92,04-02,0.3229235789150028,0.07392451667779408,-0.1980068775317071
93,93,93,04-03,0.2161864426436509,-0.7636666839220227,-0.2003488451219578
94,94,94,04-04,0.4149207830590248,0.7958480323595577,-0.2301949547132945
95,95,95,04-05,0.35974397534169233,0.3628627543609578,-0.1682244945230841
96,96,96,04-06,0.19909915999826028,-0.8977545757833534,0.030551592547321413
97,97,97,04-07,0.2395202302559509,-0.5805610108314365,0.3928719658529947
98,98,98,04-08,0.4749079140746333,1.2665810391002272,0.2944885646569259
99,99,99,04-09,0.4932168534100498,1.4102555559120171,0.3444207344590669
100,100,100,04-10,0.3396967657141641,0.2055476251831448,0.7251892554289032
101,101,101,04-11,0.39792214728532377,0.6624557731738043,0.9173703231648259
102,102,102,04-12,0.4902350373677491,1.3868565500356649,0.8641186695423921
103,103,103,04-13,0.3864620090211535,0.5725253955841009,0.5607447205500863
104,104,104,04-14,0.43419166248100016,0.9470711173656232,0.4328513442737399
105,105,105,04-15,0.2612569198893944,-0.4099881380418179,0.28016999899326817
106,106,106,04-16,0.24190940078934706,-0.5618126324749333,0.11572331475957255
107,107,107,04-17,0.28118188392803506,-0.2536322985090261,0.06172481774530999
108,108,108,04-18,0.36449898762042,0.4001764446334907,-0.11017690214863374
109,109,109,04-19,0.3451747204479302,0.2485344134985256,-0.2079534284024761
110,110,110,04-20,0.3027554872552335,-0.0843392019980392,-0.2972268037954929
111,111,111,04-21,0.18649691954969114,-0.9966472955648722,0.09343701503577882
112,112,112,04-22,0.17365091554329226,-1.097452884833034,0.03940459689833221
113,113,113,04-23,0.5798837129612373,2.0903506144786044,0.2347643972777076
114,114,114,04-24,0.3231857629326923,0.07598193580881105,0.2497316403889749
115,115,115,04-25,0.4945469604149081,1.4206932157747778,0.4881791951504324
116,116,116,04-26,0.3141994518033071,0.005464256669564371,0.4182867961416463
117,117,117,04-27,0.36881408664446136,0.4340380330038729,0.15435915719496562
118,118,118,04-28,0.12021113839193133,-1.5168072788857512,0.31524350280050034
119,119,119,04-29,0.3780844556825965,0.5067847807985204,0.14509836983457386
120,120,120,04-30,0.4461980460741181,1.0412880094420194,-0.052208123225819934
121,121,121,05-01,0.36445387278252095,0.3998224179792187,-0.19633244290594692
122,122,122,05-02,0.1633387692512817,-1.1783747016927983,0.2529080557862477
123,123,123,05-03,0.25861653104432697,-0.4307078850768895,0.3169568017565785
124,124,124,05-04,0.4637007378040101,1.1786357132674172,0.4419595639271828
125,125,125,05-05,0.4270561716348323,0.8910772566205052,0.25826217159486553
126,126,126,05-06,0.5417752454325476,1.7913045824656448,0.3515007115428192
127,127,127,05-07,0.2239987181627591,-0.7023619360146849,0.6356920397497815
128,128,128,05-08,0.23462902208851136,-0.6189434620050767,0.5025292140926116
129,129,129,05-09,0.4759094192998891,1.2744400841648842,0.3585931402208057
130,130,130,05-10,0.3618843481981803,0.3796587593243981,0.2964890419032664
131,131,131,05-11,0.31700254891136304,0.027460813389670047,0.2880901978998741
132,132,132,05-12,0.4942904084353471,1.4186799925604086,0.27810004360788443
133,133,133,05-13,0.21757695616523628,-0.7527550000350381,0.1572100567266533
134,134,134,05-14,0.2269905431316719,-0.6788843877570148,0.29100034961415194
135,135,135,05-15,0.3834768508033948,0.5491001628774974,0.1825971256590326
136,136,136,05-16,0.4641804996870488,1.1824005166493896,-0.002707108895713609
