,unnamed: 0,unnamed: 0,mth_day,feminism,feminism_norm,feminism_ravg
137,137,137,05-17,0.2341173680790038,-0.622958530341046,0.014719976518388984
138,138,138,05-18,0.35260666112880096,0.3068545852319313,0.2494392754154205
139,139,139,05-19,0.23090171785799635,-0.6481924875504226,0.051369996358446524
140,140,140,05-20,0.4064570831856801,0.7294314056251751,-0.3340733049263296
141,141,141,05-21,0.2320329415450389,-0.6393155114643471,-0.2453391560119225
142,142,142,05-22,0.16947028202011874,-1.1302592910592668,-0.0573722546011703
143,143,143,05-23,0.30196356038248273,-0.09055363685460373,-0.1108403314009332
144,144,144,05-24,0.4963262853752041,1.4346559936964447,-0.34382323458912784
145,145,145,05-25,0.19001998895165287,-0.969000948349,-0.4157351354853708
146,146,146,05-26,0.2283181925047484,-0.6684660135039932,-0.3652618353242733
147,147,147,05-27,0.17704905183847902,-1.0707869168418052,-0.5762916966373596
148,148,148,05-28,0.20806220261457029,-0.8274194900926818,-0.8495328428539665
149,149,149,05-29,0.14060998086897578,-1.3567328047331215,-0.8382414102479255
150,150,150,05-30,0.28740591392590986,-0.20479088360319594,-0.7041926600042506
151,151,151,05-31,0.19865342621727866,-0.9012523527127548,-0.4967585335946298
152,152,152,06-01,0.3308119606688645,0.13582648795805716,-0.1684484671854538
153,153,153,06-02,0.3356533299306338,0.17381784161591934,0.2432451516717143
154,154,154,06-03,0.4590883089476683,1.142440908362374,0.3673140668915668
155,155,155,06-04,0.4553912097061583,1.1134289084098872,0.6455525045367114
156,156,156,06-05,0.3822690932528425,0.5396226077159191,0.6845116914829267
157,157,157,06-06,0.4113947301869733,0.7681782731581135,0.6998939801592524
158,158,158,06-07,0.3606001822484705,0.3695816096353486,0.39622538982675204
159,159,159,06-08,0.3474146386079539,0.2661115736738745,0.4372664716862328
160,160,160,06-09,0.22690309245228485,-0.6795706336326287,0.5359239856895496
161,161,161,06-10,0.4867712495921222,1.359675399566772,0.9807798996342671
162,162,162,06-11,0.4577026974417865,1.1315676917358195,1.3824983316101214
163,163,163,06-12,0.7515318730353995,3.43731375682642,1.6104866531660644
164,164,164,06-13,0.6677543762214814,2.779892201490473,1.6515262135747195
165,165,165,06-14,0.5217346686806207,1.6340415030095348,1.2668029956983675
166,166,166,06-15,0.2582819690358837,-0.4333332711806977,0.9767664513090754
167,167,167,06-16,0.19261160820276066,-0.948663907691338,0.6753707963017307
168,168,168,06-17,0.2359405528061996,-0.6086515745999348,0.4451607884803155
169,169,169,06-18,0.5210845444788821,1.6289398267823512,0.477134349138053
170,170,170,06-19,0.4917356432768166,1.3986321545619815,0.7126394028329015
171,171,171,06-20,0.5461816755156589,1.8258828669559601,0.6681818743793291
172,172,172,06-21,0.43834929775770776,0.979697050988393,0.8199056467938656
173,173,173,06-22,0.15861935086215145,-1.215409078412773,0.7859755770043283
174,174,174,06-23,0.3519486552806527,0.3016910598872841,0.5635705494893656
175,175,175,06-24,0.4951415893936652,1.4253594080451268,0.2346176917530369
176,176,176,06-25,0.321684603731761,0.06420198947220519,0.08505456077309538
177,177,177,06-26,0.29466409048437586,-0.1478342794620121,0.2054285770467616
178,178,178,06-27,0.3239932232348812,0.08231826510874406,0.02711050351476647
179,179,179,06-28,0.2506574078713314,-0.4931649807707755,-0.2023643083433
180,180,180,06-29,0.21560653157687365,-0.7682173813046865,-0.09955265003861764
181,181,181,06-30,0.3196849877966309,0.04851053689672823,-0.03049323729209472
182,182,182,07-01,0.4002944695581352,0.6810719393002992,0.14008264301187887
183,183,183,07-02,0.3474669657571806,0.2665221970171254,-0.013588504360970402
184,184,184,07-03,0.4544156605831206,1.1057735469325856,0.4523495231436821
185,185,185,07-04,0.13316034114213446,-1.4151918650078712,0.5679477023146203
186,186,186,07-05,0.5718630731939839,2.027410783723228,0.5242474621932668
187,187,187,07-06,0.4080714364177672,0.7420996119223583,0.4291044209902069
188,188,188,07-07,0.3668812354058417,0.4188704985721773,0.4174208038912153
189,189,189,07-08,0.2747205299286564,-0.304336050201234,0.7252280173544637
190,190,190,07-09,0.4454823587799667,1.035671844338636,0.22895020165461605
191,191,191,07-10,0.3685099517770413,0.4316514157716193,0.23077044346438544
192,192,192,07-11,0.19240870830904008,-0.9502561104758588,0.3716657257372941
193,193,193,07-12,0.4094631945782425,0.7530210627809752,0.4794139768448906
194,194,194,07-13,0.4746098667466519,1.2642421922096296,0.08975389381236748
195,195,195,07-14,0.3571049180638381,0.3421534564443445,-0.14937182020193826
196,196,196,07-15,0.14754798684030665,-1.3022886538565026,-0.21786796547471576
197,197,197,07-16,0.18567426364336972,-1.0031028683142151,-0.4647430651936333
198,198,198,07-17,0.1400365077405015,-1.3612329821125235,-0.9622887537599576
199,199,199,07-18,0.2207023207164013,-0.7282295355325301,-1.2136306010015707
200,200,200,07-19,0.0941860853814948,-1.7210319391883155,-1.1273679040557445
201,201,201,07-20,0.1649287659229634,-1.1658976270053352,-0.975485633254056
202,202,202,07-21,0.2135045052405527,-0.7847124721815443,-0.7413100388453748
203,203,203,07-22,0.3018035540954624,-0.0918092435040849,-0.8304599567359382
204,204,204,07-23,0.31908733096255504,0.04382058433956328,-0.4604703383670096
205,205,205,07-24,0.15253823116304474,-1.26312904287591,-0.220999507995996
206,206,206,07-25,0.3770804062856472,0.4989057710252558,-0.030919235987346524
207,207,207,07-26,0.34802833026428154,0.2709273552207466,-0.1556851575427206
208,208,208,07-27,0.35884001412379124,0.3557691598703525,-0.0899649077773922
209,209,209,07-28,0.2064074432370384,-0.8404047728363294,0.32733675147981817
210,210,210,07-29,0.3693370798851729,0.4381420829315337,0.3756308506304452
211,211,211,07-30,0.4716073716112797,1.240680912667352,0.3370745508666517
212,212,212,07-31,0.4140061082637808,0.7886703659290177,0.24713558284082604
213,213,213,08-01,0.3185481565060567,0.039589556637985454,0.9066039553469002
214,214,214,08-02,0.2900726162853039,-0.1838646482846013,1.0001476536852352
215,215,215,08-03,0.7106374219599754,3.1164054622001154,1.0910938466592834
216,216,216,08-04,0.4408606570410569,0.9994042729615442,0.8928579886041849
217,217,217,08-05,0.5411448943494366,1.7863580705116409,0.7177907717900308
218,218,218,08-06,0.26243483258698563,-0.4007447824015745,0.6093321551499665
219,219,219,08-07,0.18469164012176012,-1.0108137442469387,-0.09857770907883284
220,220,220,08-08,0.2071450821673048,-0.8346163481249869,-0.5468690833544408
221,221,221,08-09,0.16936904479522058,-1.1310537231726812,-0.9642503296655208
222,222,222,08-10,0.09809675882153472,-1.690343972692104,-0.991839356215646
223,223,223,08-11,0.2220149015841651,-0.7179294073548388,-0.8411182040560848
224,224,224,08-12,0.2413402435963241,-0.5662789417023248,-0.5540462400316173
225,225,225,08-13,0.29993313844822017,-0.10648683128957223,-0.4199376316873217
226,226,226,08-14,0.4266405065830917,0.8878154360218181,-0.17729164211429851
227,227,227,08-15,0.2719085805049242,-0.32640207310690905,-0.15002242950856484
228,228,228,08-16,0.2836240521088025,-0.2344680352539637,0.3482504663403391
229,229,229,08-17,0.2428649606093289,-0.5543141317204366,0.28356839418617324
230,230,230,08-18,0.62232004815821,2.423358433391099,-0.05818789067985555
231,231,231,08-19,0.2504771808529981,-0.4945792642145674,0.35470984112659004
232,232,232,08-20,0.16533341221619624,-1.1627222731743545,0.8415608023846084
233,233,233,08-21,0.5876104749450483,2.1509843177317642,1.2256371381937026
234,234,234,08-22,0.6558706374962026,2.686637732294147,0.9006273206271205
235,235,235,08-23,0.5365299955177609,1.7501438831341278,1.5285411146957082
236,236,236,08-24,0.37381731439771576,0.4732995279916061,2.056346245353073
237,237,237,08-25,0.730580506839456,3.272903500196958,1.7951169996797836
238,238,238,08-26,0.5688935841617718,2.004108510769836,1.0655723688833243
239,239,239,08-27,0.3878744110499772,0.583608843692026,0.9395487550751288
240,240,240,08-28,0.09806030268663826,-1.6906300524846094,1.0692945944524952
241,241,241,08-29,0.4401722522834428,0.9940022002849559,0.3381987056405231
242,242,242,08-30,0.4730210739048275,1.2517745642558034,-0.075468415623405
243,243,243,08-31,0.17158407906658055,-1.1136718326748742,0.06218380040249096
244,244,244,09-01,0.25260341400449426,-0.477894216813733,0.3334627727791463
245,245,245,09-02,0.4931233916707474,1.4095221398474018,0.1753672080448024
246,246,246,09-03,0.3054803946459403,-0.06295621822467742,0.020924699594152142
247,247,247,09-04,0.3192922729460642,0.04542881187889283,0.3167082052701174
248,248,248,09-05,0.3549342239562029,0.3251195135519019,0.49631792338671604
249,249,249,09-06,0.3977403543202721,0.6610292013809171,0.15402540435217535
250,250,250,09-07,0.3899331300607879,0.5997640918858587,0.11831978239401635
251,251,251,09-08,0.2314062922836691,-0.6442329743598423,0.02536543026888544
252,252,252,09-09,0.27817985113111704,-0.27718994997363144,-0.169279198922637
253,253,253,09-10,0.2482193103168709,-0.5122973008718926,-0.06392089698694417
254,254,254,09-11,0.20610880437951004,-0.8427482615972327,0.2733233461323788
255,255,255,09-12,0.4782973856475475,1.293179012995074,1.0266771605841414
256,256,256,09-13,0.6477903141533017,2.6232295506017964,1.185192810464394
257,257,257,09-14,0.8074211455636221,3.8758899123507327,1.595464775167961
258,258,258,09-15,0.399381027864784,0.6739039493078851,1.705708139118011
259,259,259,09-16,0.5619135413941796,1.9493344873495089,1.4885561477859524
260,260,260,09-17,0.29040095753863165,-0.18128807789693333,0.861782018319563
261,261,261,09-18,0.3122628212408992,-0.009732934997277664,0.12322158561558386
262,262,262,09-19,0.16855837651854585,-1.1374152261965391,-0.09994604697689737
263,263,263,09-20,0.2427173223116579,-0.5554726838731416,-0.3597360289389114
264,264,264,09-21,0.22874689994423905,-0.6651018462470021,-0.455769908107945
265,265,265,09-22,0.3632779395390929,0.3905945955774248,-0.4543189902511988
266,266,266,09-23,0.216973386378444,-0.757491352911135,-0.24203218926605266
267,267,267,09-24,0.31337219404865896,-0.0010274278568002222,-0.02048095278246821
268,268,268,09-25,0.3308730129841706,0.13630557971433774,0.04247861257526963
269,269,269,09-26,0.4121155526371452,0.7738347350283651,0.3486368533634938
270,270,270,09-27,0.27688582763852376,-0.2873444541005749,0.5679975362067292
271,271,271,09-28,0.5973667445137033,2.22754404030677,0.7534722263637877
272,272,272,09-29,0.3846967178588703,0.5586727441482775,0.7029078181885539
273,273,273,09-30,0.4551862718279169,1.1118207130855513,0.6039674820273503
274,274,274,10-01,0.292211431138407,-0.16708086933706595,0.39838220034422944
275,275,275,10-02,0.3364657024285297,0.1801927180611437,-0.14195507167223534
276,276,276,10-03,0.11969517751697573,-1.5208561441992996,-0.3340258792142817
277,277,277,10-04,0.1842244885224012,-1.0144795917920189,-0.8135800152061129
278,278,278,10-05,0.2378392441150004,-0.5937521011040008,-0.9219921333381372
279,279,279,10-06,0.0885188441410336,-1.7655041028654364,-1.245615545556594
280,280,280,10-07,0.20931944981216746,-0.8175535781292109,-1.168668011784239
281,281,281,10-08,0.08902301516659629,-1.7615477552495968,-0.9038488826675992
282,282,282,10-09,0.17852931564155974,-1.0591709415651702,-0.7754697900178672
283,283,283,10-10,0.3867053798083288,0.5744351829078201,-0.3552332806531601
284,284,284,10-11,0.33599798811852444,0.17652245479439158,-0.06774524018982847
285,285,285,10-12,0.40983197303352775,0.7559149533228057,0.3475308913565274
286,286,286,10-13,0.4291330065640333,0.9073746646507788,0.5858402983026321
287,287,287,10-14,0.4065434357108491,0.7301090340285384,0.3853018602779772
288,288,288,10-15,0.3607408548201173,0.3706855001114577,0.2680656100641244
289,289,289,10-16,0.23337354987683145,-0.6287954452401088,-0.0076329837616181204
290,290,290,10-17,0.2463590692326253,-0.5268950464887252,0.026961362634126167
291,291,291,10-18,0.19903263542402413,-0.8982766096316495,-0.1213879165517513
292,292,292,10-19,0.4555838680068228,1.1149407430252445,-0.20086357516150308
293,293,293,10-20,0.2931154731184974,-0.15998664108672636,-0.014356299497087647
294,294,294,10-21,0.29997371067717743,-0.10616845154705294,0.11871679935779444
295,295,295,10-22,0.3759771432570052,0.4902482087463837,0.388991813113974
296,296,296,10-23,0.34810685366268823,0.2715435466405673,0.194760696747821
297,297,297,10-24,0.4056850999201356,0.7233734729054276,0.3430984498575232
298,298,298,10-25,0.3070746206255384,-0.05044595517167321,0.2360961167807597
299,299,299,10-26,0.4065346228649464,0.7300398775714871,-0.13949852995044967
300,300,300,10-27,0.2181596519899216,-0.7481824500076336,-0.1520845988609756
301,301,301,10-28,0.08879721374797869,-1.7633196716408728,-0.5250185114876316
302,302,302,10-29,0.3384835365734347,0.1960271331774118,-0.7000932425163136
303,303,303,10-30,0.12053956956785425,-1.5142300028545082,-0.9835216489804284
304,304,304,10-31,0.1732123588675597,-1.1008943413437655,-0.788577626435643
305,305,305,11-01,0.18982506510740546,-0.9705305612132026,-0.5304638002430964
306,306,306,11-02,0.3672139879338573,0.4214816852610789,-0.7048361233049828
307,307,307,11-03,0.28615122572975105,-0.2146367144855928,-0.3772831849861353
308,308,308,11-04,0.20515833643799647,-0.8502068051939061,-0.07419411488214622
309,309,309,11-05,0.3709867752336979,0.4510876270585766,0.12524260063241247
310,310,310,11-06,0.4049544737910188,0.7176400792801687,0.02781987365522813
311,311,311,11-07,0.3423145172373514,0.2260897318741495,0.07710237602047215
312,312,312,11-08,0.2927245027684657,-0.16305467660202705,0.15837242134999832
313,313,313,11-09,0.32383266149687906,0.08105829970587124,0.05137588005419237
314,314,314,11-10,0.2672974699215233,-0.3625865332167491,-0.26078840399301056
315,315,315,11-11,0.2891771449462118,-0.19089162071625915,-0.3045238953798687
316,316,316,11-12,0.16627344394112675,-1.1553456250030492,-0.5023440938463779
317,317,317,11-13,0.3088743299428052,-0.03632321644699922,-0.5847341569127158
318,318,318,11-14,0.14147104070373795,-1.3499758674010836,-0.599566244393936
319,319,319,11-15,0.2608371616686621,-0.4132820786921551,-0.4612614804725592
320,320,320,11-16,0.2559568454626854,-0.4515790581040706,-0.05321519707067568
321,321,321,11-17,0.39492506414413264,0.6389369628120023,-0.05464585016903644
322,322,322,11-18,0.4782659175389567,1.2929320754082518,-0.020452397638864826
323,323,323,11-19,0.30778045158347617,-0.04490713503716375,-0.032921431397956134
324,324,324,11-20,0.16761537841660284,-1.1448151522200538,-0.11616611986763414
325,325,325,11-21,0.2513033297380273,-0.48809628124670296,-0.2459315950270368
326,326,326,11-22,0.1923078984535145,-0.9510471889221388,-0.4669993417176053
327,327,327,11-23,0.2957062911043464,-0.1396558881444134,-0.6388858634582107
328,328,328,11-24,0.3092373638472688,-0.03347440473515926,-0.492970780421448
329,329,329,11-25,0.17635589687637854,-1.0762262654807968,-0.4553352552668247
330,330,330,11-26,0.27918215293133475,-0.2693246539994782,-0.3424095479687277
331,331,331,11-27,0.2800794785862687,-0.2622831303189627,-0.3018184781446814
332,332,332,11-28,0.2786509732120657,-0.2734929451335573,-0.4116426103303025
333,333,333,11-29,0.3267422514733657,0.10389053079986496,-0.2523049882764576
334,334,334,11-30,0.2252657555883591,-0.6924191978488862,-0.33667079631410873
335,335,335,12-01,0.29818555410870257,-0.12020053315772758,-0.26590273967632005
336,336,336,12-02,0.2146759971165972,-0.7755195022253849,-0.1670867727042539
337,337,337,12-03,0.3341887841730307,0.1623252095077693,-0.1370381574450907
338,338,338,12-04,0.35420573065170685,0.3194028566988397,-0.1627221165868879
339,339,339,12-05,0.349717443710719,0.2841822223548443,-0.2433100952415197
340,340,340,12-06,0.2056277824701412,-0.8465229526996695,-0.3194284892046931
341,341,341,12-07,0.2365679292817057,-0.6037284050855184,-0.2617016369662743
342,342,342,12-08,0.15647581986985354,-1.2322298660044253,-0.32721416853586865
343,343,343,12-09,0.3783267757575353,0.5086863229382821,-0.676198303102245
344,344,344,12-10,0.30411480320678524,-0.07367233271872632,-0.3934051610291174
345,345,345,12-11,0.08288393040917577,-1.8097225850434144,-0.34329099306832633
346,346,346,12-12,0.42185161663015214,0.8502358997390966,-0.17828692563601015
347,347,347,12-13,0.27488525714469525,-0.303043397320772,-0.3780723634729936
348,348,348,12-14,0.2826380452005741,-0.2422054614105283,-0.4948176944093585
349,349,349,12-15,0.2255706902960343,-0.6900263040836189,-0.21368985639441127
350,350,350,12-16,0.21485124154370744,-0.7741443183369157,-0.4523913347124304
351,351,351,12-17,0.2978344719219099,-0.12295555695373166,-0.5903024903514605
352,352,352,12-18,0.23934029940648985,-0.5819729701690181,-0.4959182102091791
353,353,353,12-19,0.1694382911146703,-1.1305103311549531,-0.5790374668557059
354,354,354,12-20,0.3548043317914962,0.3241002194431607,-0.7000767258930881
355,355,355,12-21,0.1620176485465477,-1.188741843962779,-0.6267423772664305
356,356,356,12-22,0.12230453945224788,-1.5003798725612092,-0.6545695011787073
357,357,357,12-23,0.3539059661577301,0.3170505348062146,-0.6576920509344094
358,358,358,12-24,0.2180636610062478,-0.7489357136426789,-0.7383344679907586
359,359,359,12-25,0.16705078738815235,-1.1492456296891655,-0.39291041994884734
360,360,360,12-26,0.2931450833244824,-0.15975428289493498,-0.0880105127525513
361,361,361,12-27,0.4261291172022481,0.8838024442886887,-0.1404856274908007
362,362,362,12-28,0.3554312216826346,0.329019570616567,-0.026276791592244924
363,363,363,12-29,0.3137834567379057,0.002199846376718262,
364,364,364,12-30,0.3053878167898821,-0.06368269825134422,
365,365,365,12-31,,,
