,unnamed: 0,unnamed: 0,mth_day,ben affleck,ben affleck_norm,ben affleck_ravg
26,26,26,01-27,0.14951577909057528,0.17646523118527027,-0.20498429581886946
27,27,27,01-28,0.1408698036449307,0.06894994459455323,-0.06948804809148305
28,28,28,01-29,0.1890530002266397,0.6681223829050218,0.3652170114702136
29,29,29,01-30,0.12555057978303968,-0.121549178866209,0.4709088152709666
30,30,30,01-31,0.3422557377572245,2.5732441746145787,0.21908453696416896
31,31,31,02-01,0.09191805542823844,-0.5397796628074166,0.3507149675072801
32,32,32,02-02,0.02801120448179265,-1.3344804386555151,0.4907131604560903
33,33,33,02-03,0.20438115201947665,0.85873252785322,0.3689930441686665
34,34,34,02-04,0.2566017727064705,1.508111540597883,-0.15838207319259726
35,35,35,02-05,0.06682093286306771,-0.8518698765907515,-0.14858834257543338
36,36,36,02-06,0.08779858324819685,-0.5910065295530039,-0.1107752890649371
37,37,37,02-07,0.096643505573366,-0.4810172791044335,0.008611586126735606
38,38,38,02-08,0.046255906749357804,-1.1076021175925372,-0.2497629548312076
39,39,39,02-09,0.2619850160375571,1.5750537790032562,-0.04645598387024715
40,40,40,02-10,0.13193671300723278,-0.04213570514977598,0.21644657144388052
41,41,41,02-11,0.16491602991926296,0.3679719491750112,0.2770474477812341
42,42,42,02-12,0.21464839837240748,0.9864088023317624,0.4686301272510902
43,43,43,02-13,0.12588327447014766,-0.1174120210803123,0.09946720685659544
44,44,44,02-14,0.13869406294268488,0.041893959226599366,0.08391548700434394
45,45,45,02-15,0.08386484468052001,-0.6399237433637126,0.2034324515878952
46,46,46,02-16,0.12443304768239595,-0.13544602426328506,0.13904229739060356
47,47,47,02-17,0.2225826617384768,1.0850737366763186,0.26299022969238595
48,48,48,02-18,0.18358031253358206,0.6000678771480129,0.2762904886659057
49,49,49,02-19,0.185687836958036,0.6262755727303821,0.4513347212946283
50,50,50,02-20,0.1451114041126071,0.1216955130677178,0.5746979670877529
51,51,51,02-21,0.16832324228332027,0.4103416524086234,0.25790547486422993
52,52,52,02-22,0.1839555004150548,0.6047334504954623,0.2462981563561065
53,53,53,02-23,0.06973108894460682,-0.8156812166648191,0.10057518233372104
54,54,54,02-24,0.17797981083787207,0.5304239660992727,0.2713125422802532
55,55,55,02-25,0.11537687215207156,-0.2480622714039305,0.11525970193525995
56,56,56,02-26,0.22749174658640106,1.1461196727469103,0.12543242368260754
57,57,57,02-27,0.09302814321622267,-0.5259753896613361,0.1070811030954676
58,58,58,02-28,0.18886381281779752,0.665769780979548,-0.15604857787116158
59,59,59,02-29,0.060876623376623314,-0.9257891401876588,-0.26737654391402793
60,60,60,03-01,0.05102040816326525,-1.0483541197005024,-0.5760272549684675
61,61,61,03-02,0.0616614113273623,-0.9160300676611284,-0.3624665223705516
62,62,62,03-03,0.0785685625251776,-0.7057845935797273,-0.467911295826461
63,63,63,03-04,0.19607065421604208,0.7553890059261597,-0.4950326194420995
64,64,64,03-05,0.13798697747203773,0.033101140244091436,-0.09320140864694547
65,65,65,03-06,0.0477906536246102,-1.0885170818814895,-0.043968301920572966
66,66,66,03-07,0.2449029466558985,1.362633145070422,0.11453150253729705
67,67,67,03-08,0.08541626026281228,-0.6206314273028936,-0.07686293961886866
68,68,68,03-09,0.15504431556105508,0.2452142331674929,-0.2976070310460404
69,69,69,03-10,0.10372332204841746,-0.3929776470108346,-0.29791509352272616
70,70,70,03-11,0.03147851408399143,-1.2913634083189391,-0.6880229754217836
71,71,71,03-12,0.04764201426213766,-1.0903654567416041,-0.695726464386938
72,72,72,03-13,0.05667688457648733,-0.9780141463239224,-0.7833722236671637
73,73,73,03-14,0.08169934640522858,-0.6668523610938204,-0.7932812052388493
74,74,74,03-15,0.11275545934269847,-0.28066032251386097,-0.5703212779909466
75,75,75,03-16,0.09894226361048916,-0.4524315364409479,-0.4359032170641456
76,76,76,03-17,0.13905611262696035,0.04639615516847717,-0.4129142237426013
77,77,77,03-18,0.11249838721578354,-0.2838570911807983,-0.5469927403543702
78,78,78,03-19,0.06776901545838485,-0.8400801863946568,-0.6704276325135453
79,79,79,03-20,0.017006802721088395,-1.471323460764434,-0.7745575131088409
80,80,80,03-21,0.053198437420413504,-1.021269675468912,-0.7498095300971706
81,81,81,03-22,0.0486998607299358,-1.0772108200127215,-0.7058177713341501
82,82,82,03-23,0.15099695156622647,0.1948840532384998,-0.728884183863979
83,83,83,03-24,0.13372429907278452,-0.019906538602676323,-0.6350178976676478
84,84,84,03-25,0.05663953000514733,-0.9784786615736296,-0.5346993419386198
85,85,85,03-26,0.06229704737532515,-0.9081257435864466,-0.3158012794456759
86,86,86,03-27,0.10160188573437216,-0.4193583410947433,-0.0488524884337662
87,87,87,03-28,0.15431761984642806,0.23617755494494144,0.2703634830166073
88,88,88,03-29,0.2797990651365262,1.796576799309958,0.4300446552089425
89,89,89,03-30,0.2877451944375821,1.8953892900995648,0.5706930725115479
90,90,90,03-31,0.13368528997203982,-0.020391628419618262,0.4996914975026858
91,91,91,04-01,0.13015955145418745,-0.06423523977081465,0.672331630686848
92,92,92,04-02,0.06734380614803825,-0.8453677911479162,0.3968744791585556
93,93,93,04-03,0.2376160455740279,1.2720183540499148,-0.002784403623062648
94,94,94,04-04,0.14689168922967855,0.14383389014020312,0.03578173431750824
95,95,95,04-05,0.09491079869341673,-0.5025640065901447,-0.07467164916067773
96,96,96,04-06,0.15229335356416016,0.21100519922380706,0.009197328339133616
97,97,97,04-07,0.0768660744953558,-0.7269555406399304,-0.16897161583125372
98,98,98,04-08,0.1078103747509793,-0.34215392614904805,0.16984391383713635
99,99,99,04-09,0.1516499825896453,0.20300468902759086,0.1921332468736826
100,100,100,04-10,0.3103693216486329,2.1767270681505435,0.2366692866036808
101,101,101,04-11,0.10566534526505256,-0.36882800837086704,0.4102080142673962
102,102,102,04-12,0.17378187960516658,0.47822143760379604,0.3342029930043295
103,103,103,04-13,0.16059806977676527,0.3142768253423621,0.4060238314659521
104,104,104,04-14,0.07113814505655146,-0.7981840537274484,-0.16898807030698035
105,105,105,04-15,0.18630335471087486,0.6339297197973265,-0.19811726761775586
106,106,106,04-16,0.03292753966608398,-1.2733443424870508,-0.03941397138539133
107,107,107,04-17,0.09161058155545858,-0.5436031922355201,-0.11000143622430908
108,108,108,04-18,0.25035581690533576,1.4304412149979833,0.3006220280919247
109,109,109,04-19,0.126539797295523,-0.10924796369114424,0.5496770785370423
110,110,110,04-20,0.2692629235393648,1.6655567321699538,1.5477660533567106
111,111,111,04-21,0.306471783910682,2.128260022468032,1.5291467967402188
112,112,112,04-22,0.5145029347097407,4.715189506430961,1.0475004625545534
113,113,113,04-23,0.08262683753391349,-0.6553187319344711,0.9937386995483652
114,114,114,04-24,0.017962684120055937,-1.4594367901160106,0.9737142922705472
115,115,115,04-25,0.10059988320857864,-0.431818541728274,0.8669291303178085
116,116,116,04-26,0.259601197893039,1.545410288503046,0.2574156321676647
117,117,117,04-27,0.2549482145200049,1.4875490507516005,0.354237970738821
118,118,118,04-28,0.2204142201148018,1.0581085175300973,0.5331216766007114
119,119,119,04-29,0.12934336995015402,-0.07438470050753285,0.4896218969501291
120,120,120,04-30,0.10427361780497893,-0.38613455494466814,0.317150184431883
121,121,121,05-01,0.07961135002362275,-0.6928172196317681,0.010038419906627016
122,122,122,05-02,0.17638403470892802,0.5105800133935693,-0.20344050349658485
123,123,123,05-03,0.1067675682499404,-0.3551215363999353,-0.13996660898544105
124,124,124,05-04,0.11741118184361862,-0.22276502288917405,-0.27846098112354545
125,125,125,05-05,0.1599693628178603,0.3064586665593301,-0.02579914649367465
126,126,126,05-06,0.037450435046366484,-1.217100787773295,-0.08468888290874332
127,127,127,05-07,0.2015200434307602,0.8231537881474567,0.14652472484580356
128,128,128,05-08,0.14796988647807768,0.1572415949031572,0.1091187565546317
129,129,129,05-09,0.21832754667168652,1.0321601101273459,0.12972131235825887
130,130,130,05-10,0.09936289716031546,-0.4472008326362051,0.20873086602249205
131,131,131,05-11,0.16991004365929868,0.4300740013810931,0.011296043899136445
132,132,132,05-12,0.07557234399236068,-0.7430434657878955,-0.11035506165193676
133,133,133,05-13,0.106258243272505,-0.36145514459267697,-0.40137624085333795
134,134,134,05-14,0.08927353706309646,-0.5726650384032821,-0.369937920853724
135,135,135,05-15,0.07791056694770235,-0.7139669650810615,-0.3317188865575749
136,136,136,05-16,0.11453180670173027,-0.25857091263852106,-0.2829601817984737
137,137,137,05-17,0.18835063062468466,0.6593882071579873,-0.5031856795824274
138,138,138,05-18,0.09909829518365967,-0.4504912372332883,-0.4960243434352809
139,139,139,05-19,0.0,-1.6828081312963992,-0.4592815118365598
140,140,140,05-20,0.09272886356314684,-0.5296970215204031,-0.38616957332454
141,141,141,05-21,0.09563888986137213,-0.4935099754887345,-0.7231670778908481
142,142,142,05-22,0.1498081313176744,0.180100718433598,-0.5234755531006287
143,143,143,05-23,0.025750190699408242,-1.3625968202398604,-0.15892584493107273
144,144,144,05-24,0.19544894864628812,0.7476579115080275,-0.026232252547293042
145,145,145,05-25,0.1758943081768065,0.5044901177209362,0.4397319393057464
146,146,146,05-26,0.15675318482521292,0.26646453278227505,0.2219492798203172
147,147,147,05-27,0.3204654288063284,2.302275175629502,0.2801398258792555
148,148,148,05-28,0.044728551319004564,-1.126595238478977,0.16614960295922607
149,149,149,05-29,0.053826981359481836,-1.0134535438862309,0.358421422074838
150,150,150,05-30,0.14044895564090915,0.06371657398785087,0.14659522251176094
151,151,151,05-31,0.26866497249868504,1.6581210324146085,-0.3433109574204618
152,152,152,06-01,0.054547581608709934,-1.0044926645961871,0.03190547996287048
153,153,153,06-02,0.08408694142967403,-0.6371619039638347,0.3794039458428069
154,154,154,06-03,0.2257695292462471,1.1247033858210167,0.3269658578204444
155,155,155,06-04,0.22149410844445008,1.0715372513933878,0.8028976021342479
156,156,156,06-05,0.115147711371313,-0.2509119541463241,1.4198414883372892
157,157,157,06-06,0.4983008301867705,4.513711498297429,1.58149114605596
158,158,158,06-07,0.3522214395647887,2.6971706526220602,1.6600562906072778
159,159,159,06-08,0.16208249066275307,0.3327360423481913,2.11694003709645
160,160,160,06-09,0.26367701192413034,1.5960942531289233,2.150390364010704
161,161,161,06-10,0.4419393555671349,3.81283973032842,1.804500400182758
162,162,162,06-11,0.13128740913821965,-0.05020999266080228,1.3390160709782082
163,163,163,06-12,0.3314098012560333,2.438371715329754,1.101243571144699
164,164,164,06-13,0.12762643312880015,-0.09573532260524012,0.9565648091998532
165,165,165,06-14,0.047357863473550366,-1.093898956652864,0.4267149181645079
166,166,166,06-15,0.1938698767931119,0.7280216814598488,0.2348821421202366
167,167,167,06-16,0.1862881290466868,0.633740384116348,-0.18926248173987195
168,168,168,06-17,0.03872858198302287,-1.2012066489264297,-0.2923452671216278
169,169,169,06-18,0.12676109763922444,-0.10649602783089726,-0.16179889111844906
170,170,170,06-19,0.07788925102898914,-0.714232034895775,-0.1840432963043778
171,171,171,06-20,0.11034615828625216,-0.3106207006337914,-0.09847315589910728
172,172,172,06-21,0.18313700779527506,0.5945552503442763,0.13870514743067347
173,173,173,06-22,0.227575504430284,1.1471612265479711,0.18652129520459668
174,174,174,06-23,0.15316651086853147,0.22186317105225487,0.26501632201826403
175,175,175,06-24,0.1498322674794217,0.1804008588126419,0.353646164284392
176,176,176,06-25,0.11576290207656645,-0.2432618740137707,0.1297668902693197
177,177,177,06-26,0.15310983204557724,0.22115835296297626,0.039043462972814656
178,178,178,06-27,0.07511582677243572,-0.7487203937461576,0.015845012915867537
179,179,179,06-28,0.18380168121184529,0.6028206627689409,-0.0062630157107346675
180,180,180,06-29,0.14197331764385596,0.08267247071057217,0.07031757623962502
181,181,181,06-30,0.13916519982504144,0.047752687053028674,-0.01806693620383495
182,182,182,07-01,0.15271284316557085,0.21622167768838751,0.1180745072675626
183,183,183,07-02,0.11046452930251216,-0.3091487216977837,0.3461619528634711
184,184,184,07-03,0.14080372742618008,0.06812826708222773,0.1639247213269063
185,185,185,07-04,0.2938532943330041,1.9713453363443918,0.15599223998023354
186,186,186,07-05,0.054044316339398206,-1.0107509185088166,0.1991042386498759
187,187,187,07-06,0.13533779772505275,0.00015779897299227405,0.4722155447991045
188,188,188,07-07,0.17351427301224934,0.4748936697062413,0.2339262125002061
189,189,189,07-08,0.24224004077278674,1.3295191151975878,-0.1086692452294492
190,190,190,07-09,0.02582972988526488,-1.361607726711162,0.03674987412112698
191,191,191,07-10,0.1285518562261156,-0.08422741003354059,0.20095320063914024
192,192,192,07-11,0.12420867203805447,-0.13823620240535933,0.0658358214371828
193,193,193,07-12,0.2145654856670842,0.9853777580810718,-0.2252806246362383
194,194,194,07-13,0.10832048076722156,-0.3358106055055033,-0.02765297164737424
195,195,195,07-14,0.10177709502504613,-0.4171795612429387,-0.06933452683112537
196,196,196,07-15,0.12118457044630646,-0.1758418087779776,-0.017688601031303788
197,197,197,07-16,0.1084406117278226,-0.3343167411360475,-0.3053582001375914
198,198,198,07-17,0.14912770004749434,0.17163935239357025,0.3408053182925374
199,199,199,07-18,0.07576563482543873,-0.7406398365566541,0.7118563352286436
200,200,200,07-19,0.4200927370502957,3.5411705050752693,1.1378378552089436
201,201,201,07-20,0.2808082681673412,1.8091265403736985,1.0785985829677531
202,202,202,07-21,0.3267195717750957,2.3800473111038243,1.0638854358531369
203,203,203,07-22,0.0798578133487459,-0.6897523745831894,1.2104015739513372
204,204,204,07-23,0.14202864393845666,0.08336046970587271,0.4769434249780538
205,205,205,07-24,0.1464592992832192,0.1384569920325472,0.11278545128340095
206,206,206,07-25,0.06620104327257813,-0.8595783887644316,-0.334384587103639
207,207,207,07-26,0.10510297087960677,-0.3758213017942183,-0.10759158631520148
208,208,208,07-27,0.11096116413730576,-0.3029729192184156,-0.17424735305726546
209,209,209,07-28,0.1892848601383984,0.6710056301474355,-0.3903563423490201
210,210,210,07-29,0.10986740580179956,-0.31657413074651114,-0.06863439310745617
211,211,211,07-30,0.042187260901605336,-1.1581969437179804,0.04844252087983771
212,212,212,07-31,0.22143106655603767,1.0707533066849522,-0.11678455499402045
213,213,213,08-01,0.16159228448424814,0.326640182129545,-0.2855260344587417
214,214,214,08-02,0.03123951973156748,-1.2943353744615644,-0.046495159075682635
215,215,215,08-03,0.10786752492722007,-0.3414432466408923,-0.022327617983913844
216,216,216,08-04,0.2251991959971834,1.1176111215518434,-0.3081231285174667
217,217,217,08-05,0.05384803808893493,-1.0131916971673676,-0.555880642263891
218,218,218,08-06,0.08353545869024978,-0.6440197565163652,-0.5219401445601676
219,219,219,08-07,0.042049913445608295,-1.1599049003490007,-0.5958272123821637
220,220,220,08-08,0.04761572365928053,-1.0906923882392237,-0.5997950385645542
221,221,221,08-09,0.07221720238816574,-0.7847656535728693,-0.4934292252758377
222,222,222,08-10,0.22328472994309795,1.093804164457501,-0.5776945582271137
223,223,223,08-11,0.1051692728144345,-0.3749968174350689,-0.5873209317914602
224,224,224,08-12,0.04287764958878372,-1.1496117542240216,-0.43051608979642203
225,225,225,08-13,0.03740521265335122,-1.2176631417350794,-0.4608962797146266
226,226,226,08-14,0.1232736616123194,-0.14986333626899478,-0.8313273908425659
227,227,227,08-15,0.05755883792321007,-0.9670467930820966,-0.4059125466281193
228,228,228,08-16,0.044552659778582734,-1.1287825023101348,-0.1652206912939235
229,229,229,08-17,0.3104308545256471,2.1774922478516108,0.10537794754573382
230,230,230,08-18,0.1590108583914343,0.29453937778115336,0.0856662042266903
231,231,231,08-19,0.16796836852933755,0.4059286913028646,0.438710610371311
232,232,232,08-20,0.1137627955318854,-0.2681337961832559,0.4260221985549105
233,233,233,08-21,0.2279018670983065,1.1512196437856272,-0.15333432829990154
234,234,234,08-22,0.03843053330778018,-1.2049129732085375,-0.04454399261302935
235,235,235,08-23,0.030892801977139093,-1.2986469132772611,-0.21334964723847524
236,236,236,08-24,0.21150191901536644,0.9472813919023864,-0.04713714167508299
237,237,237,08-25,0.0865200689661249,-0.6069052364498108,0.2288027362233621
238,238,238,08-26,0.1939599072596737,0.7291412371970976,0.321170149766105
239,239,239,08-27,0.36104215725254996,2.8068589111762976,0.4953796423313924
240,240,240,08-28,0.08299757571403865,-0.6507084919520804,0.2898472808492349
241,241,241,08-29,0.11494843961970612,-0.2533899578855367,0.2829331679162185
242,242,242,08-30,0.1123330766855442,-0.2859127769905582,0.015780990747563856
243,243,243,08-31,0.08318402703890551,-0.6483899140479091,-0.3067901841702875
244,244,244,09-01,0.06505966038537811,-0.8737718258148304,0.1435180017585854
245,245,245,09-02,0.2054023847374518,0.8714318616691895,0.3010098740313818
246,246,246,09-03,0.3002701315693625,2.051140623621157,0.20892803109323288
247,247,247,09-04,0.19093786793659573,0.6915612757512416,0.2442929549483728
248,248,248,09-05,0.06790382137060698,-0.8384038346194517,0.21440180008955528
249,249,249,09-06,0.10024751296640504,-0.4362003709170696,-0.0010030729338517306
250,250,250,09-07,0.05063725409434879,-1.0531187549677357,0.08459822238128949
251,251,251,09-08,0.10147008066674687,-0.4209973764712521,-0.15750122850762852
252,252,252,09-09,0.3415725391178338,2.5647483955120043,-0.17574487757559898
253,253,253,09-10,0.07412549785431123,-0.7610354295822664,0.21862089301659784
254,254,254,09-11,0.05910130703711975,-0.9478657290272744,0.5655294098066498
255,255,255,09-12,0.2905279955245325,1.929994252636112,0.5030782772066752
256,256,256,09-13,0.21801973224201354,1.028332345772576,-0.1486125705672323
257,257,257,09-14,0.07133756782319965,-0.7957041720710998,-0.2953397565465166
258,258,258,09-15,0.027133360466693696,-1.3453966911314408,-0.18518402521406235
259,259,259,09-16,0.003330003330003296,-1.6413985454579727,-0.2722725548899916
260,260,260,09-17,0.11225116759172027,-0.2869313410325486,-0.4339612988981169
261,261,261,09-18,0.248508001174796,1.4074630745805359,-0.2680949690572636
262,262,262,09-19,0.14000532397355825,0.058199881723824176,-0.14350837700308985
263,263,263,09-20,0.15136765064420502,0.1994938069740202,0.03462408479007687
264,264,264,09-21,0.08724607466281215,-0.5978771388063986,0.05919770767925741
265,265,265,09-22,0.0892784636600481,-0.5726037746989722,-0.0459197767455957
266,266,266,09-23,0.12410787821478785,-0.13948960369746538,-0.16389617288849154
267,267,267,09-24,0.197789081955154,0.7767581680314172,-0.3852091313964897
268,268,268,09-25,0.08308201251366855,-0.6496584951335509,-0.4456753862613678
269,269,269,09-26,0.04458471033467408,-1.1283839440739685,-0.4068443366522286
270,270,270,09-27,0.058071260284539614,-0.9606746679956679,-0.2752646964224185
271,271,271,09-28,0.10801434645933433,-0.3396174770441368,-0.2953798472649141
272,272,272,09-29,0.1875947203921816,0.6499882376813956,-0.3133680859639193
273,273,273,09-30,0.1880835727693744,0.6560672629764431,0.011096882278911998
274,274,274,10-01,0.07440273303442359,-0.7575879273275816,0.22024916905565087
275,275,275,10-02,0.20113823331853484,0.8184058653830193,0.2598644624417241
276,276,276,10-03,0.1589867073738038,0.2942390526647653,-0.004998615450583777
277,277,277,10-04,0.1271286248888856,-0.101925716727698,-0.3351007296728583
278,278,278,10-05,0.05979895810404238,-0.9391902296724514,-0.22086628786861487
279,279,279,10-06,0.028810141169691418,-1.3245454223572042,-0.5038757227750337
280,280,280,10-07,0.1295205610310805,-0.07218127650212125,-0.7172155471123981
281,281,281,10-08,0.06458689986575808,-0.8796507440554934,-0.8243950618170417
282,282,282,10-09,0.05605078404855796,-0.9857998933594216,-0.6904768678262253
283,283,283,10-10,0.0754147812971339,-0.7450028049555594,-0.6023396982310766
284,284,284,10-11,0.12441414653081825,-0.13568106572755334,-0.4985726473463916
285,285,285,10-12,0.07133610161673701,-0.7957224047863121,-0.43096240794248536
286,286,286,10-13,0.1795878994979102,0.5504210288059889,-0.36777926733397465
287,287,287,10-14,0.09720866863723963,-0.4739893076320565,-0.12333921664936293
288,288,288,10-15,0.08653648889680557,-0.6067010497083575,-0.06177948059348652
289,289,289,10-16,0.19335648483534001,0.721637499152111,-0.07014657419601944
290,290,290,10-17,0.15411656280612895,0.2336773506077051,-0.13899639571678038
291,291,291,10-18,0.06729900020728094,-0.8459249664015096,0.2075614643986564
292,292,292,10-19,0.14636803550378455,0.1373220996814233,0.3910496909848313
293,293,293,10-20,0.264421955830127,1.605357853060564,0.3395393084644909
294,294,294,10-21,0.17506909213497115,0.4942283098086919,0.19794512855855909
295,295,295,10-22,0.168502856113948,0.4125752040300688,0.21923565484574584
296,296,296,10-23,0.08579773067355105,-0.6158877288278857,0.04979762214243855
297,297,297,10-24,0.0775716250594809,-0.7181818086783892,-0.15207136808077534
298,298,298,10-25,0.06461461512434598,-0.8793060965384205,-0.09342110474047116
299,299,299,10-26,0.1670206808271917,0.3941439117212807,-0.1998865268248413
300,300,300,10-27,0.20336769521554784,0.8461298898505171,-0.2778477002013139
301,301,301,10-28,0.1171335603975679,-0.2262173284761519,-0.13283728462141234
302,302,302,10-29,0.048181662553346466,-1.0836547690867209,0.11042334463714028
303,303,303,10-30,0.14753878222696007,0.15188068480101993,0.1694669526829842
304,304,304,10-31,0.18198725082039904,0.5802576790128954,0.2840055761782535
305,305,305,11-01,0.1955090717290324,0.7484055599963442,0.4173004382280169
306,306,306,11-02,0.25863229010545424,1.5333616308221332,0.8188623493341679
307,307,307,11-03,0.1814479927461493,0.5735518438224286,0.6854285488923155
308,308,308,11-04,0.24193426463010026,1.3257166975501842,0.3586617477468632
309,309,309,11-05,0.08315731245712163,-0.6487221178500945,0.21916211567574206
310,310,310,11-06,0.024323099308050083,-1.3803431278598188,-0.13097709421405815
311,311,311,11-07,0.1282008536062616,-0.08859223243038246,-0.332311423010948
312,312,312,11-08,0.089691010743642,-0.5674736285166688,-0.5285910790211193
313,313,313,11-09,0.08430469052328918,-0.6344541289589105,-0.3027021328746879
314,314,314,11-10,0.1472298291871484,0.14803876148915587,-0.18091486092696948
315,315,315,11-11,0.19214815517845066,0.7066115590284942,-0.3171817608586243
316,316,316,11-12,0.08308514866352801,-0.6496194961735086,-0.3863043896777813
317,317,317,11-13,0.06245242052912274,-0.9061936320203114,-0.29288213830768123
318,318,318,11-14,0.05633951792101478,-0.9822094014316104,-0.31542659387638666
319,319,319,11-15,0.1293806895017894,-0.07392062073831032,-0.4725729711517874
320,320,320,11-16,0.1363521866417981,0.012772028076923372,-0.4791901118314564
321,321,321,11-17,0.11632542732019145,-0.23626670462391056,-0.10463207399146032
322,322,322,11-18,0.07989239509419138,-0.6893223402515224,-0.10298917837134954
323,323,323,11-19,0.2431757223491465,1.341154595019665,0.04578387482128776
324,324,324,11-20,0.05713221088449859,-0.9723520277109458,0.07078571568195341
325,325,325,11-21,0.20116330975970773,0.8187176984175135,-0.07896183509742534
326,326,326,11-22,0.14841551134836456,0.16278307324091726,-0.08632035630479412
327,327,327,11-23,0.04407261445205129,-1.1347520093001828,-0.4547924309164378
328,328,328,11-24,0.0763419273034656,-0.7334734674957349,-0.3800601442548049
329,329,329,11-25,0.06538888232747546,-0.8696778526501969,-0.5587850946710433
330,330,330,11-26,0.0931903493666856,-0.5239583077411484,-0.34028456968868515
331,331,331,11-27,0.11492897517404745,-0.2536320040799168,0.04391187242808359
332,332,332,11-28,0.2538414596258086,1.4737862231350665,0.05546320737766334
333,333,333,11-29,0.2294464218525178,1.1704266434004291,0.09332254617561604
334,334,334,11-30,0.08191541707438561,-0.6641654577982565,0.3587262639197904
335,335,335,12-01,0.08365591712866623,-0.6425218198624808,0.2989113049500826
336,336,336,12-02,0.2212469690100381,1.068463998723898,-0.1440582453191396
337,337,337,12-03,0.0860684094107981,-0.6125217578981637,-0.3401445911910889
338,338,338,12-04,0.04010977683494903,-1.1840310784802668,0.13371720607789858
339,339,339,12-05,0.13483525806021918,-0.006091431831266207,0.2056315988158519
340,340,340,12-06,0.3105525305713464,2.1790053258156683,-0.015743874921322558
341,341,341,12-07,0.11835442895058247,-0.21103546343476087,-0.06065513678083865
342,342,342,12-08,0.11443386526122833,-0.25978884369914884,0.3655451347818547
343,343,343,12-09,0.06439883964542395,-0.8819893290552602,0.21154935948035766
344,344,344,12-10,0.2457503252465787,1.3731705508958936,-0.2411909628398983
345,345,345,12-11,0.06053268765133181,-0.9300660836402485,-0.31002109021905155
346,346,346,12-12,0.09210647508519858,-0.5374366081058675,-0.41082412023650255
347,347,347,12-13,0.08514406732975623,-0.6240162277096805,-0.15485831159182226
348,348,348,12-14,0.06579665933374843,-0.8646070238038545,-0.4398248504800252
349,349,349,12-15,0.18790169212208047,0.6538055228128214,-0.3876223168711705
350,350,350,12-16,0.10825469409395053,-0.3366286824333241,-0.10524030763264464
351,351,351,12-17,0.08572027751475665,-0.6168508819871202,0.11947475024693535
352,352,352,12-18,0.2283550772469793,1.1568554473252874,0.2355480613787879
353,353,353,12-19,0.1935685119441948,0.7242741195677996,0.00526131693586207
354,354,354,12-20,0.12180173710995235,-0.16816715701273896,-0.001697817353213125
355,355,355,12-21,0.07678892289380933,-0.7279149438447337,-0.01779188524807616
356,356,356,12-22,0.10489692947679427,-0.3783834881677753,-0.4636152834314638
357,357,357,12-23,0.07795493063701117,-0.7134152893562984,-0.7758837109230807
358,358,358,12-24,0.013246420086768459,-1.5180849417750386,-0.9415327237030988
359,359,359,12-25,0.04289978889161604,-1.1493364453819022,-0.7875996734600502
360,360,360,12-26,0.04187650921877962,-1.162061233692848,-0.8055275200680064
361,361,361,12-27,0.1510612286213271,0.19568335761355807,-0.6334618013001244
362,362,362,12-28,0.0962467890280748,-0.4859505678155121,-0.4855277189901126
363,363,363,12-29,0.16097620286786102,0.318979023250994,
364,364,364,12-30,0.08462423902494122,-0.6304804479149675,
365,365,365,12-31,,,
