,unnamed: 0,unnamed: 0,mth_day,cgi,cgi_norm,cgi_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.5766915483420486,-1.5798496982096868,
2,2,2,01-03,0.7659801518808679,-0.9536401589084368,
3,3,3,01-04,0.996004478691173,-0.1926676279318376,
4,4,4,01-05,1.3206981533519917,0.8814925307999741,-0.7419176825285816
5,5,5,01-06,0.6825409008455939,-1.229676084862768,-0.7700761518289597
6,6,6,01-07,0.6379584094542722,-1.377165056058734,-0.5871535212330112
7,7,7,01-08,0.5256216396567852,-1.7488005140119556,-0.6308895992103303
8,8,8,01-09,1.0977397351646732,0.1438956246672545,-0.8689133943604098
9,9,9,01-10,0.9166820736013748,-0.4550840957957518,-0.7421640105183543
10,10,10,01-11,0.8890037542863726,-0.546650240100503,-0.6127210231210403
11,11,11,01-12,0.9124212750121068,-0.4691797818104344,-0.4845773943302088
12,12,12,01-13,0.8727240664866223,-0.6005071316748504,-0.6513580835727147
13,13,13,01-14,0.7580307010704389,-0.9799387412669665,-0.7440205506490581
14,14,14,01-15,0.7952561562733409,-0.8567885107877818,-0.881234580962405
15,15,15,01-16,0.7486238002038027,-1.0110588982538118,-0.725108920053482
16,16,16,01-17,0.6401440622453176,-1.369934421980585,-0.6532738024920117
17,17,17,01-18,1.1955802479303552,0.4675741836431037,-0.7183131552706676
18,18,18,01-19,1.0030085949219159,-0.16949642630602826,-0.8694252803751036
19,19,19,01-20,0.6400713840378901,-1.3701748579389021,-0.5984604153602925
20,20,20,01-21,0.521190036130368,-1.7634612614143972,-0.4370041293168413
21,21,21,01-22,1.2400621225644328,0.6147302918350548,-0.7616802262448239
22,22,22,01-23,0.9329709803899804,-0.4011967057198776,-0.9218558486401346
23,23,23,01-24,0.6067279759719091,-1.480482397924792,-0.8762958304414322
24,24,24,01-25,0.7125043660850199,-1.1305501606778925,-0.8107531732884364
25,25,25,01-26,0.7227017977967597,-1.096814748746688,-1.0517813913960328
26,26,26,01-27,0.6400621765186268,-1.3702053184964222,-1.053464235635947
27,27,27,01-28,0.8029187197033473,-0.8314390168105238,-0.8032262240235366
28,28,28,01-29,0.9299188719551382,-0.4112937711593618,-0.8069899444914351
29,29,29,01-30,1.0605748192183235,0.02094567174966929,-0.576439056518272
30,30,30,01-31,0.7056782542476886,-1.1531324834852843,-0.501496355860225
31,31,31,02-01,1.1408428789221363,0.2864905790922908,-0.18788322654615172
32,32,32,02-02,0.7759828062377322,-0.9205491145481404,-0.2312888331356457
33,33,33,02-03,1.371706522254616,1.0502397590739156,-0.3885499872781696
34,34,34,02-04,0.8511958298285494,-0.6717274106963256,-0.2936401268378114
35,35,35,02-05,0.7753564468656053,-0.9226212531054736,-0.5100867217550723
36,36,36,02-06,0.8778125366305419,-0.5836733208431347,-0.4412791322622402
37,37,37,02-07,0.7482821995846313,-1.0121889904112749,-0.6675571898965282
38,38,38,02-08,0.9007764260459241,-0.5077035775911474,-0.5123597029375314
39,39,39,02-09,0.96131490552328,-0.30742858673181284,-0.2560117111085412
40,40,40,02-10,1.1326714101461166,0.2594575110576556,-0.3729733849388626
41,41,41,02-11,1.2402847210094483,0.6154666978684671,-0.33799058417615
42,42,42,02-12,0.6656837472964615,-1.2854433638250633,-0.13775740012419393
43,43,43,02-13,0.8117291299361511,-0.8022921858349988,-0.18768533374274776
44,44,44,02-14,1.2639314795472032,0.6936955267205888,-0.4237236821166749
45,45,45,02-15,0.8707625752973897,-0.6069961884431355,-0.8606724877508526
46,46,46,02-16,0.7045779378381247,-1.1567725791859074,-0.7859281772888221
47,47,47,02-17,0.4478078514101225,-2.0062261359365983,-0.6159315196894767
48,48,48,02-18,0.8012445645170063,-0.8369775010528799,-0.30078142804760205
49,49,49,02-19,1.120045384196534,0.21768775976107332,-0.2913048946785808
50,50,50,02-20,1.8355068102448424,2.5845960765718363,-0.3054386526052957
51,51,51,02-21,0.8879497912872258,-0.5501369882290076,0.009545955951522005
52,52,52,02-22,0.6789440967725077,-1.241575126746197,0.2104822019488559
53,53,53,02-23,1.0190830519425649,-0.11631848459569225,0.10842768745655534
54,54,54,02-24,1.1656747338268727,0.3686399749311234,-0.3612468422355428
55,55,55,02-25,0.9349531236605292,-0.39463932719272987,-0.08909694215547058
56,56,56,02-26,0.9836765815737328,-0.23345110158075266,-0.045677023891180966
57,57,57,02-27,1.38153736515461,1.0827624122514259,-0.3099489707379991
58,58,58,02-28,0.7576930954209923,-0.9810556171604594,-0.4230347470122257
59,59,59,02-29,0.5397834121229186,-1.701950165676601,-0.3635644729249145
60,60,60,03-01,0.9605755075046049,-0.30987468271423624,-0.31161311454597745
61,61,61,03-02,1.04281202162576,-0.037817682668862616,-0.5828577092695979
62,62,62,03-03,1.0778987177340988,0.07825704869286959,-0.4733429612016717
63,63,63,03-04,0.8895917080190294,-0.5447051560902973,-0.20066801318065366
64,64,64,03-05,0.9563156882848564,-0.32396712875290257,-0.1951860766631844
65,65,65,03-06,1.0343232447978912,-0.06590047755049247,-0.3828952686421485
66,66,66,03-07,0.9705178802372664,-0.27698306360942065,-0.3589956984229325
67,67,67,03-08,0.7023712401511238,-1.1640728345426468,-0.22847342599190865
68,68,68,03-09,1.1212444285997107,0.2216544700081652,-0.15374813009621582
69,69,69,03-10,1.1263148218836014,0.2384284784958457,-0.2168346161119288
70,70,70,03-11,1.0918420195340155,0.12438464662125442,-0.2280049826997909
71,71,71,03-12,0.9199057654339348,-0.4444193936447704,-0.1485264563580332
72,72,72,03-13,0.9502586255335536,-0.3440052631365933,-0.3189303816546191
73,73,73,03-14,0.8465183185812133,-0.6872016764921004,-0.3703870192661768
74,74,74,03-15,0.8121895289290728,-0.8007690817713506,-0.35494841414131617
75,75,75,03-16,1.0329899413284764,-0.07031134717350035,-0.5484513702913824
76,76,76,03-17,1.119842410661238,0.21701627737041812,-0.34042195287493016
77,77,77,03-18,0.5689570616711306,-1.6054371305451682,-0.3379792495783405
78,78,78,03-19,1.3275534009695218,0.90417124136212,-0.2647600047257382
79,79,79,03-20,0.8509485535123552,-0.6725454567125629,-0.2890853491868261
80,80,80,03-21,0.9449843946136268,-0.3614536126557362,-0.3902084485163996
81,81,81,03-22,0.9888720204602188,-0.21626341394002802,0.1264250688516191
82,82,82,03-23,0.936439421186139,-0.389722318607023,-0.036907902982782737
83,83,83,03-24,1.5059549600397355,1.4943639736629444,0.029626623796492182
84,84,84,03-25,1.0313228115900204,-0.07582658964429119,0.14396242048313848
85,85,85,03-26,0.9716196088452228,-0.2733382960369134,0.23804032711171405
86,86,86,03-27,1.1523507338118113,0.3245611674641417,0.4006564137244781
87,87,87,03-28,1.1594974209239286,0.3482040258314251,0.4091005280156432
88,88,88,03-29,1.2313698240243798,0.5859742010695619,0.3777504160127061
89,89,89,03-30,1.5212697181388888,1.5450286594099345,0.16826741503097012
90,90,90,03-31,0.9744643460184816,-0.2639272616619139,0.03792175644942866
91,91,91,04-01,0.5916885260463243,-1.530236301927329,-0.05331503380140184
92,92,92,04-02,0.9159479375422548,-0.4575127840251071,-0.39900034524363776
93,93,93,04-03,0.9940248415325524,-0.19921671567355792,-0.7134376263072353
94,94,94,04-04,0.6044139657045251,-1.4881376675838538,-0.7973270295006661
95,95,95,04-05,0.9509871839620472,-0.3415950269716499,-0.4393078116847519
96,96,96,04-06,0.8223174336615576,-0.7672636808224995,-0.12366233497938775
97,97,97,04-07,1.2410139054334297,0.6178790049681568,-0.08203640516244219
98,98,98,04-08,1.4884217286528725,1.4363600762070778,0.10077346412889376
99,99,99,04-09,1.06952015386695,0.05053886322811541,0.4973284818128098
