,unnamed: 0,unnamed: 0,mth_day,artistic,artistic_norm,artistic_ravg
100,100,100,04-10,0.5029934137426666,-0.1676887613753007,0.14390858222976227
101,101,101,04-11,0.6249100399185744,0.5009633404139161,-0.016246368030925714
102,102,102,04-12,0.5564852819261391,0.12568755005496615,0.18068451584505527
103,103,103,04-13,0.7419037103102593,1.1426154764446763,0.5481205777116274
104,104,104,04-14,0.6386085474079249,0.5760928458097896,0.6043589750116216
105,105,105,04-15,0.7361488658816103,1.1110530149217173,0.4735846603109729
106,106,106,04-16,0.5645177458311371,0.1697416224246648,0.3891672615767803
107,107,107,04-17,0.4818440431518836,-0.2836825477899762,0.2068685034918868
108,108,108,04-18,0.4641333600521524,-0.3808168423501895,0.3223484503881341
109,109,109,04-19,0.5424704072610654,0.04882292793531533,0.7184544374482944
110,110,110,04-20,0.7649426348554059,1.2689725271872738,0.7788957870367694
111,111,111,04-21,1.1694854732554332,3.4876889372826785,0.9565289475572768
112,112,112,04-22,0.6306400722573392,0.5323897199555145,1.0333146188444828
113,113,113,04-23,0.676173221835455,0.7821164153330676,1.1160957273955676
114,114,114,04-24,0.5481362364981118,0.0798971853730471,0.6799516584212353
115,115,115,04-25,0.633032241482276,0.5455095792418237,-0.08624750906318979
116,116,116,04-26,0.28780470372171946,-1.3478918866587188,-0.061721910729190525
117,117,117,04-27,0.3312700494630104,-1.1095060676238713,-0.19362750529508446
118,118,118,04-28,0.6574708698798305,0.6795433099595101,-0.06218592373275026
119,119,119,04-29,0.5318696144422901,-0.009317152062296141,-0.2961858623308332
120,120,120,04-30,0.6919322175808738,0.8685466747470526,0.016954838100748118
121,121,121,05-01,0.3770382832228785,-0.8584900523466739,0.5244776589019331
122,122,122,05-02,0.6303779876117069,0.5309523159307686,0.5860653340178877
123,123,123,05-03,0.8864957327783589,1.9356308571832384,0.4695679095615311
124,124,124,05-04,0.7248472667600313,1.0490693606552386,0.7285301265444019
125,125,125,05-05,0.40442241512985294,-0.708301698800437,0.8170691423810421
126,126,126,05-06,0.9752346977534784,2.4223199766442773,0.6597745556640789
127,127,127,05-07,0.4738992194274092,-0.3272559573268329,0.5638634494233502
128,128,128,05-08,0.4582990370457716,-0.4128152043710098,0.3421099563241525
129,129,129,05-09,0.7815697918798302,1.3601642197388648,0.5600192359939012
130,130,130,05-10,0.4822508165369598,-0.2814515979399477,0.2316230198937997
131,131,131,05-11,0.6428133282998193,0.5991539792180556,0.3441723922271939
132,132,132,05-12,0.6159720084530879,0.4519426800436675,0.4781344684486086
133,133,133,05-13,0.5970272830322616,0.3480402766735329,0.22554296960575315
134,134,134,05-14,0.6048524180168211,0.3909572529574781,0.6055387049044074
135,135,135,05-15,0.5052368235942294,-0.15538477331826794,0.6578405133621333
136,136,136,05-16,0.8979629444271922,1.9985228138519784,0.9436871699664524
137,137,137,05-17,0.7000310654130536,0.9129648299644108,0.5733766733157539
138,138,138,05-18,0.9286858387119896,2.167022619669581,0.4925060321395403
139,139,139,05-19,0.1919107244957276,-1.8738227032306567,0.2895458476380322
140,140,140,05-20,0.5163806189825801,-0.09426659409980312,-0.008595740980881525
141,141,141,05-21,0.2832000943930349,-1.3731458803273169,0.0761744956158049
142,142,142,05-22,0.5717985622929229,0.20967328213849568,-0.4572088558292846
143,143,143,05-23,0.7927689889312488,1.4215862495445293,-0.16191964461430608
144,144,144,05-24,0.3451689530917026,-1.0332774890009553,-0.2533694506363164
145,145,145,05-25,0.5149546298193716,-0.10208743594078644,-0.19101105975235488
146,146,146,05-26,0.4163353028774404,-0.6429654302318648,-0.07608271372650087
147,147,147,05-27,0.3514196478198869,-0.9989955350235478,-0.5038937630912304
148,148,148,05-28,0.6975292030427794,0.8992433582936195,-0.3619707470785861
149,149,149,05-29,0.3247473109337623,-1.1452800466438475,-0.4277963291983492
150,150,150,05-30,0.5004315350173814,-0.1817393929250898,-0.4505855620886018
151,151,151,05-31,0.4429419984378297,-0.49704092865936494,-0.4436306577866673
152,152,152,06-01,0.3914040743983965,-0.7797008275733811,-0.4946969949810045
153,153,153,06-02,0.35902825443847924,-0.95726610921194,0.09027056419063767
154,154,154,06-03,0.6416630610663876,0.5928453351275963,0.2511448642950301
155,155,155,06-04,0.9646968845227264,2.3645253083860047,0.3831931959575716
156,156,156,06-05,0.6764266618223891,0.7835064077012643,0.7243559720921741
157,157,157,06-06,0.5874017590102655,0.2952490613158842,0.8681248721632581
158,158,158,06-07,0.7646332726481823,1.2672758292342334,0.8362810264039507
159,159,159,06-08,0.5163102179479265,-0.09465270878543552,0.8040852833396379
160,160,160,06-09,0.6068261625143399,0.40178226057175215,0.6184476227346801
161,161,161,06-10,0.9294750132884256,2.171350850000129,0.7868175258512992
162,162,162,06-11,0.4733406275909803,-0.33031955592848306,0.7353814169935452
163,163,163,06-12,0.7715970122603348,1.3054684800155982,0.9395862863698256
164,164,164,06-13,0.708362603592265,0.95865917608771,0.9442164217361684
165,165,165,06-14,0.7397086218990697,1.1305765074722467,0.5032342794982488
166,166,166,06-15,0.6118914915345444,0.4295630727698096,0.4885494615368656
167,167,167,06-16,0.44704427082959625,-0.4745420034273886,0.0938971382234205
168,168,168,06-17,0.4572755606564543,-0.4184284636967826,-0.1981714937361524
169,169,169,06-18,0.3398507007589352,-1.0624454598650723,-0.455232660355492
170,170,170,06-19,0.3888419847977489,-0.7937526156697275,-0.4867977342698348
171,171,171,06-20,0.4584858747824927,-0.4117904922437905,-0.563948752128678
172,172,172,06-21,0.5773595670285212,0.24017262928375305,-0.12870438367185374
173,173,173,06-22,0.3626417083171779,-0.9374481105804481,0.3836696724581248
174,174,174,06-23,0.9334292270159499,2.193037747044164,0.8250722262836004
175,175,175,06-24,0.9003835945876967,2.011798876914799,0.930586867042468
176,176,176,06-25,0.8717326539857962,1.8546627072831263,0.9760678312496464
177,177,177,06-26,0.5739180014061452,0.22129735230941408,1.1797894970726956
178,178,178,06-27,0.6271153580881391,0.5130584145268242,1.150448229940746
179,179,179,06-28,0.5855114916585136,0.28488188435784745,1.4112714527122423
180,180,180,06-29,0.9013301283646667,2.0169901442524667,1.2606984793948823
181,181,181,06-30,1.185721999389291,3.5767382135437766,1.358110099376735
182,182,182,07-01,0.7070070917598864,0.951224867378967,1.4276431261607359
183,183,183,07-02,0.6804854916756444,0.8057670722005285,1.389284362850489
184,184,184,07-03,0.7031839026477441,0.9302565752308304,0.8503427342069091
185,185,185,07-04,0.5435473282807123,0.05472930449636677,0.19736068826706674
186,186,186,07-05,0.3117325343917659,-1.2166596276090118,-0.033906777129589415
187,187,187,07-06,0.4713651512040774,-0.34115406209527754,-0.08397227712207367
188,188,188,07-07,0.4540024361253602,-0.4363799250009698,-0.2911139345018016
189,189,189,07-08,0.6257142571526928,0.5053740722456228,-0.2875081610188121
190,190,190,07-09,0.4765726774023929,-0.31259336904753715,-0.2431987851432061
191,191,191,07-10,0.5474920140444239,0.07636394539430383,-0.4111566804144071
192,192,192,07-11,0.3602066177028833,-0.950803372355376,-0.4707184947572906
193,193,193,07-12,0.2876206310602402,-1.348901433722484,-0.4202840133025827
194,194,194,07-13,0.3888423138360332,-0.7937508110582708,-0.1772336784246923
195,195,195,07-14,0.6808891542817326,0.8079809609738703,-0.290831477535894
196,196,196,07-15,0.742467692821739,1.1457086402198051,0.0679999632362301
197,197,197,07-16,0.4232169803916133,-0.6052228492729064,0.5257480533622853
198,198,198,07-17,0.7527651859722305,1.2021852722773687,0.7762597063777156
199,199,199,07-18,0.7883931790322177,1.397587107033847,0.6083570019227829
200,200,200,07-19,0.6628999483368404,0.7093191070343113,0.14285359648485788
201,201,201,07-20,0.4972050124251752,-0.19943526575572584,0.09444564105286812
202,202,202,07-21,0.2332108953404262,-1.6473117924077447,0.313238815119168
203,203,203,07-22,0.37025908563094734,-0.895670581864845,-0.04987760950902905
204,204,204,07-23,0.992123072153438,2.514944316675168,-0.16921454822266174
205,205,205,07-24,0.3911468745824017,-0.7811114407353352,-0.17830404545934575
206,206,206,07-25,0.53234634438768,-0.006702525247484928,-0.0033636401419305426
207,207,207,07-26,0.4872611791483503,-0.2539722491758298,-0.029060783841970726
208,208,208,07-27,0.4245942225541512,-0.5976693605032536,-0.4082879775184032
209,209,209,07-28,0.3421466272638847,-1.0498534440650862,-0.3141695302788453
210,210,210,07-29,0.5772517223127144,0.2395811546165731,-0.1862287133621132
211,211,211,07-30,0.4941116616606838,-0.21640075729798736,-0.23101221362743185
212,212,212,07-31,0.6723125184887337,0.7609423762529083,-0.016595840162427006
213,213,213,08-01,0.4382684077557016,-0.5226732507677418,0.11104201590151493
214,214,214,08-02,0.659163925810396,0.6888288802867752,-0.244573661871254
215,215,215,08-03,0.4817813647484672,-0.2840263076814346,-0.3321586920874787
216,216,216,08-04,0.1882111716290171,-1.89411291202004,-0.6076146204239077
217,217,217,08-05,0.3982943776748495,-0.741910938595336,-0.3377137752905239
218,218,218,08-06,0.37096605727458937,-0.8917931937656652,-0.4532862336388219
219,219,219,08-07,0.7335376548212973,1.0967318200325609,-0.7939231680305644
220,220,220,08-08,0.5327286316150129,-0.004605869803013348,-0.6061000792623096
221,221,221,08-09,0.10912743292814804,-2.32784791403189,-0.4658675148058281
222,222,222,08-10,0.3936880458297253,-0.7671743794105109,-0.486099391813746
223,223,223,08-11,0.5517076198626613,0.0994844481435528,-0.5666867252413746
224,224,224,08-12,0.34883255455102663,-1.0131844558131722,-0.7893589126874261
225,225,225,08-13,0.6453757920733659,0.6132078194667889,-0.19670113092050728
226,226,226,08-14,0.2891271375287224,-1.3406389944793229,-0.2437734820979396
227,227,227,08-15,0.7574900451437679,1.228098776569623,-0.35180029939958524
228,228,228,08-16,0.34219129085328603,-1.0496084864751054,0.2593417179696092
229,229,229,08-17,0.4335271932997648,-0.5486764556663207,0.24164158587729856
230,230,230,08-18,1.0174167645395982,2.6536676484019943,0.4519258240197286
231,231,231,08-19,0.6260119969237979,0.5070070269129251,0.4639326867190105
232,232,232,08-20,0.5191763196103601,-0.07893356562474238,0.8130139378644808
233,233,233,08-21,0.7706254516190048,1.300139952765314,0.8881940276462862
234,234,234,08-22,0.7240832339463167,1.0448790203977163,0.3007838477485185
235,235,235,08-23,0.5157735771272299,-0.09759591697548882,0.6186965841347023
236,236,236,08-24,0.3747949844878736,-0.8707934309846119,0.7264188326605759
237,237,237,08-25,0.9738058478801428,2.414483445230028,0.4598382021603266
238,238,238,08-26,0.6370235505026115,0.567399925530499,0.11980149587509875
239,239,239,08-27,0.4789884913450171,-0.2993438302361814,0.19517882589760305
240,240,240,08-28,0.35208594660960635,-0.9953412173136512,0.2089306838612389
241,241,241,08-29,0.5982357401136432,0.3546680631595369,-0.13447294839335494
242,242,242,08-30,0.3898394010574812,-0.7882822832027966,-0.3518769047159507
243,243,243,08-31,0.5981251719441529,0.3540616517024646,-0.2801976543496499
244,244,244,09-01,0.3991854568103493,-0.7370238124050753,-0.142518353458358
245,245,245,09-02,0.5574049863931317,0.13073167196162333,-0.01641857389798146
246,246,246,09-03,0.5027059400023617,-0.16926541196589973,0.13454972748837346
247,247,247,09-04,0.7361878348821105,1.1112667405217962,-0.17571034269195948
248,248,248,09-05,0.5549974488549659,0.11752752511533272,-0.3377536320371988
249,249,249,09-06,0.2587032732413446,-1.5074987693795328,-0.3133305794948627
250,250,250,09-07,0.22191146564016306,-1.7092835484765116,-0.4918272493578677
251,251,251,09-08,0.5841235997848581,0.2772699872156403,-0.7936349931556156
252,252,252,09-09,0.30743208938466804,-1.2402454311439297,-0.9181482632373872
253,253,253,09-10,0.4060127099183956,-0.699579722264692,-0.6351178342704191
254,254,254,09-11,0.4187809820686142,-0.6295520953752965,-0.15589784185179714
255,255,255,09-12,0.5683361742292211,0.19068380442227584,-0.2693500485113202
256,256,256,09-13,0.7461740935333763,1.1660364060352202,-0.2483529963289636
257,257,257,09-14,0.4600078430456278,-0.403443252741498,-0.19405105470135184
258,258,258,09-15,0.33040268729227196,-1.11426311804979,-0.12045020689846835
259,259,259,09-16,0.4654185758417167,-0.3737680724990215,-0.44611033290068897
260,260,260,09-17,0.4992996884972918,-0.18794700855799568,-0.9063907416749264
261,261,261,09-18,0.21206674440790235,-1.7632769515910482,-0.7961998040804721
262,262,262,09-19,0.2426312103288085,-1.5956460466102036,-0.5189432760927777
263,263,263,09-20,0.5805557989473122,0.25770237282522696,-0.4735687601373226
264,264,264,09-21,0.6337189893308606,0.5492760498763765,-0.5707150585221926
265,265,265,09-22,0.5150579134121938,-0.1015209767662908,-0.2658871992734135
266,266,266,09-23,0.3930224578160221,-0.7708247988672162,-0.1991208897185134
267,267,267,09-24,0.5455458501903376,0.06569020390162658,-0.4604316819658108
268,268,268,09-25,0.3156729895862289,-1.1950481892808031,-0.5208964638133212
269,269,269,09-26,0.2946839972534601,-1.3101623806585574,-0.4212751757753921
270,270,270,09-27,0.5675710282110025,0.1864873587913136,-0.3313230476190579
271,271,271,09-28,0.6240427618891496,0.4962067514612842,-0.5120524995607616
272,272,272,09-29,0.4914293269740008,-0.2311120299292109,-0.40480969381560944
273,273,273,09-30,0.3478293548194824,-1.0186865077485954,-0.3781465390205844
274,274,274,10-01,0.4329957141220637,-0.5515913548098905,-0.4157935572530822
275,275,275,10-02,0.3238532636069233,-1.1501834518884069,-0.6377616302362513
276,276,276,10-03,0.5263855079423242,-0.03939475060367322,-0.8993636914169646
277,277,277,10-04,0.3812115630837077,-0.8356016864377306,-0.4995084600043404
278,278,278,10-05,0.20523887952481287,-1.80072439701349,-0.4470160847635897
279,279,279,10-06,0.7852676038775684,1.3804448807271499,-0.4670330606592981
280,280,280,10-07,0.4904219296878632,-0.2366371033653864,-0.5994291967084505
281,281,281,10-08,0.30195486088671275,-1.2702853072626576,-0.1687143359060891
282,282,282,10-09,0.3815452523058217,-0.8337715668985877,-0.04221053278711728
283,283,283,10-10,0.8524099862906667,1.7486874783764383,-0.27328773925459626
284,284,284,10-11,0.3436329726571024,-1.041701578299659,-0.22445805649701914
285,285,285,10-12,0.5324710899060959,-0.006018358077723942,-0.19328319309334388
286,286,286,10-13,0.5438411905840506,0.056340993180076335,-0.026541371689373244
287,287,287,10-14,0.3360598983867878,-1.0832361268406059,-0.4892379597733873
288,288,288,10-15,0.563959397900532,0.16667936152523627,-0.486000745251523
289,289,289,10-16,0.34622382330970297,-1.027492050127646,-0.4894194580001173
290,290,290,10-17,0.34717445802736235,-1.0222782911684734,-0.7182728924187609
291,291,291,10-18,0.5287310470073339,-0.02653063456928973,-0.8102818049625374
292,292,292,10-19,0.29347746446909845,-1.3167796133317862,-0.8792119753692705
293,293,293,10-20,0.2354029244647569,-1.6352896021032646,-0.8640715505914555
294,294,294,10-21,0.4885503731305617,-0.2469016609151618,-0.7042260642600143
295,295,295,10-22,0.3627873202568483,-0.9366495014607554,-0.6337298201882094
296,296,296,10-23,0.5220440712462235,-0.06320537317982669,-0.4907986324555429
297,297,297,10-24,0.6058533431518583,0.3964468298615391,-0.42272377355780505
298,298,298,10-25,0.4498429777492038,-0.4591924869357863,-0.5192188739050619
299,299,299,10-26,0.30987624566128075,-1.2268404487168372,-0.5165971456058459
300,300,300,10-27,0.3829855476074219,-0.8258722629987031,-0.5608885316642155
301,301,301,10-28,0.36565546889320216,-0.9209191316654596,-0.5648459915442411
302,302,302,10-29,0.4735896686433588,-0.3289536895300444,-0.7021067458967228
303,303,303,10-30,0.6015239154374324,0.3727020705813858,-0.7222980310256796
304,304,304,10-31,0.2996808707380761,-1.2827570130506771,-0.5524292146256081
305,305,305,11-01,0.2877871501107741,-1.3479881594905776,-0.5881559165004356
306,306,306,11-02,0.5688205993412746,0.19334063540172472,-0.6166992628554734
307,307,307,11-03,0.32657075851556683,-1.1352793429144246,-0.566778797712587
308,308,308,11-04,0.4423634885889042,-0.5002137676602709,-0.2531643981709681
309,309,309,11-05,0.6561364830587748,0.6722248614387042,0.1648760346654868
310,310,310,11-06,0.6427723774572189,0.5989293841990361,0.17584065212885286
311,311,311,11-07,0.7451198560739398,1.1602544375281525,0.2464048123015635
312,312,312,11-08,0.5808157983232207,0.2591283401819208,0.3447664143195829
313,313,313,11-09,0.4037673543013843,-0.7118943818781608,0.35137740106644305
314,314,314,11-10,0.5499702511897155,0.08995584444784571,0.15914322568839293
315,315,315,11-11,0.6633688467742028,0.7118907819198653,-0.3065087133033573
316,316,316,11-12,0.4324698117275653,-0.5544756680692647,-0.3868069124013667
317,317,317,11-13,0.2357005641381163,-1.6336571964223492,-0.2289933452656249
318,318,318,11-14,0.4929702460920842,-0.2226608544061361,-0.3743970378388584
319,319,319,11-15,0.5764140650661396,0.2349870209362901,-0.5813295815719134
320,320,320,11-16,0.39089983847782295,-0.7824663109915548,-0.4576760858640996
321,321,321,11-17,0.4369863900937435,-0.5297044804784652,-0.12135448589108384
322,322,322,11-18,0.5677456926038605,0.18744530617761812,0.11283750451129725
323,323,323,11-19,0.603633556518531,0.3842724034157453,0.07037256898871601
324,324,324,11-20,0.7491743074047889,1.1824910880081505,0.2880045730708464
325,325,325,11-21,0.5299577839372489,-0.019802592199197395,0.39269800496501545
326,326,326,11-22,0.6289874144946755,0.5233257135012276,0.4421506638332213
327,327,327,11-23,0.5515201211490411,0.09845611088654922,0.5140127245642829
328,328,328,11-24,0.6218464841082025,0.4841612593868533,0.2909922644393457
329,329,329,11-25,0.6822500445630815,0.8154447678021163,0.2224177343532888
330,330,330,11-26,0.5051918059466344,-0.1556316727414736,0.07039781793757137
331,331,331,11-27,0.4549378266770907,-0.4312497727155389,-0.0004286603978825229
332,332,332,11-28,0.4626789087289348,-0.3887937849930768,-0.13742066196259595
333,333,333,11-29,0.4740365515067077,-0.3265027591261742,-0.32103107708806794
334,334,334,11-30,0.4719783903790708,-0.3377907500014272,-0.4252297762207325
335,335,335,12-01,0.4813817997796797,-0.2862177229507153,-0.3615346458060784
336,336,336,12-02,0.3911993083577082,-0.7808238675374607,-0.2502046220459064
337,337,337,12-03,0.5246197618706815,-0.04907899022761436,-0.345945733899109
338,338,338,12-04,0.5844730152839384,0.2791863575679552,-0.4428627106453438
339,339,339,12-05,0.36929658303366536,-0.9009494302453898,-0.2823779476628461
340,340,340,12-06,0.36595203563537815,-0.9192926104788364,-0.2023531399107564
341,341,341,12-07,0.6569507762603743,0.6766908549442708,-0.2398729020670292
342,342,342,12-08,0.4787457727633728,-0.3006750210249223,-0.2486966345810083
343,343,343,12-09,0.4835734586755656,-0.2741975631652509,-0.31595791873111506
344,344,344,12-10,0.5748199263711442,0.2262439624840803,-0.00849730991003933
345,345,345,12-11,0.295713305745844,-1.3045171351460303,-0.19349442110069254
346,346,346,12-12,0.7023113472339164,0.9254710424476179,-0.18335914996724853
347,347,347,12-13,0.4545654976830526,-0.4332918121996486,-0.12476371985474945
348,348,348,12-14,0.4898336738586759,-0.2398633942242581,-0.2216251508041909
349,349,349,12-15,0.5476763647715137,0.07737501750974356,-0.052988267504268695
350,350,350,12-16,0.4688543382604302,-0.35492462321256857,-0.2478558560507951
351,351,351,12-17,0.4802006330635822,-0.2926958353464971,-0.29408374460444403
352,352,352,12-18,0.4891278497195389,-0.2437344888315401,-0.4228101812083912
353,353,353,12-19,0.4039925776911845,-0.7106591435215424,-0.4141834791022702
354,354,354,12-20,0.3490080384491212,-1.012222013847941,-0.3178166129175953
355,355,355,12-21,0.557113904080717,0.12913523014646902,-0.4208758915255352
356,356,356,12-22,0.5742788766917865,0.2232765738954808,-0.5124164356304031
357,357,357,12-23,0.3674546519139072,-0.9110515069941364,-0.5541148243919153
358,358,358,12-24,0.3889832669174301,-0.7929777534607473,-0.4029014125336273
359,359,359,12-25,0.3583748922505348,-0.9608494760906158,-0.5058236792114741
360,360,360,12-26,0.5144342350345796,-0.10494154269821272,-0.5967255907229544
361,361,361,12-27,0.44451781282641306,-0.4883983699206114,-0.5858317124093372
362,362,362,12-28,0.474832952557856,-0.3221348951734012,-0.32760987428956595
363,363,363,12-29,0.3793724628629479,-0.8456882371124329,
364,364,364,12-30,0.6714757788613591,0.7563532752578798,
365,365,365,12-31,,,
