,unnamed: 0,unnamed: 0,mth_day,owen wilson,owen wilson_norm,owen wilson_ravg
104,104,104,04-14,0.07979416000231496,-0.5666007000865255,-0.6828992728282653
105,105,105,04-15,0.0768049155145931,-0.6020700058683733,-0.45987828587801705
106,106,106,04-16,0.045553935860058466,-0.9728829513808228,-0.4291353388147179
107,107,107,04-17,0.1341206065836212,0.07801748144673107,-0.4594101775598726
108,108,108,04-18,0.12019395205318087,-0.08723121938295764,-0.5072503327026104
109,109,109,04-19,0.07649952418953124,-0.6056936700872871,-0.3193468472991843
110,110,110,04-20,0.055603229241210486,-0.8536416309429521,-0.2634317264709139
111,111,111,04-21,0.17182049795997134,0.5253509065521835,-0.2878017154063561
112,112,112,04-22,0.07382806692045517,-0.6373922264112005,-0.1965344152569556
113,113,113,04-23,0.121797638289994,-0.0682024521659221,-0.21158436508362125
114,114,114,04-24,0.16634432368303212,0.4603725815134455,0.062089310207479535
115,115,115,04-25,0.06888934205009828,-0.6959933690472812,-0.02450934074920218
116,116,116,04-26,0.19398950558899947,0.7884004208036528,0.053900277124349326
117,117,117,04-27,0.1280308830841895,0.005759000812093182,-0.06342065921890322
118,118,118,04-28,0.11347680199090746,-0.16693451916989147,-0.3296945042657606
119,119,119,04-29,0.06247294255186998,-0.7721280702254375,-0.06362209222521792
120,120,120,04-30,0.03169985754777955,-1.1372704887676983,-0.2075356329289618
121,121,121,05-01,0.20343195124332755,0.9004411031959746,-0.09176490489558277
122,122,122,05-02,0.12121795022170585,-0.07508082341881046,-0.19645942241739808
123,123,123,05-03,0.1865716979637012,0.7003833690123673,-0.11732055354661608
124,124,124,05-04,0.06053680175719299,-0.7951016243007833,0.034053785154577236
125,125,125,05-05,0.10249043186922704,-0.29729485700074537,0.07029217944114591
126,126,126,05-06,0.10824405218098664,-0.2290244565605385,0.1253820961275399
127,127,127,05-07,0.2217563167154797,1.1178714689153866,-0.10052040179099242
128,128,128,05-08,0.14907480721180852,0.2554586766995535,-0.0689911340593103
129,129,129,05-09,0.07234147296541686,-0.6550316184988266,-0.08139865984662112
130,130,130,05-10,0.07647994262640127,-0.6059260179106907,-0.09062382603654896
131,131,131,05-11,0.09621642217293913,-0.3717400117246104,-0.28335886728466697
132,132,132,05-12,0.1035792396214458,-0.2843754537001054,-0.3043241055258369
133,133,133,05-13,0.12429760187308847,-0.03853877857332134,-0.29516659552918384
134,134,134,05-14,0.1384734906991636,0.12966724725253398,0.030578062270168942
135,135,135,05-15,0.0769720743840827,-0.6000865585189085,0.22109312604087208
136,136,136,05-16,0.24119651679119106,1.348541928885426,0.3319416443376981
137,137,137,05-17,0.1925525795886848,0.7713503708996078,0.1151934963133352
138,138,138,05-18,0.15963108190934866,0.38071565608085095,0.1413769410956163
139,139,139,05-19,0.01469638035090172,-1.3390276667194985,0.4081503960438442
140,140,140,05-20,0.15171345402966538,0.28676791594622064,0.15557696729148576
141,141,141,05-21,0.21186917407571806,1.0005541711704589,-0.0900815936939116
142,142,142,05-22,0.11347982547166954,-0.16689864362872428,-0.17091588290286375
143,143,143,05-23,0.06833247156563582,-0.7026009950127763,0.07143969923054504
144,144,144,05-24,0.11875628358266098,-0.10429007917286194,0.2710452653974091
145,145,145,05-25,0.1372462987084814,0.11510582608095415,0.06594061356289482
146,146,146,05-26,0.2526463296916847,1.4844013129474052,-0.1077999352322339
147,147,147,05-27,0.1081556217992815,-0.2300737398366268,0.21438660888545052
148,148,148,05-28,0.025625896617150257,-1.2093419363994966,0.3264212202514763
149,149,149,05-29,0.23124984417147235,1.2305182696933306,0.8385609284840588
150,150,150,05-30,0.17540788762358542,0.5679175890232921,0.6351136826973002
151,151,151,05-31,0.3962156976350095,3.1879440754764503,0.5240557825670447
152,152,152,06-01,0.14977086405657822,0.263717838226853,0.7793709062085755
153,153,153,06-02,0.0519979031524912,-0.8964211406181597,0.8654303159972784
154,154,154,06-03,0.15472895783940624,0.3225488054496884,0.7233706915296478
155,155,155,06-04,0.2747667854800554,1.7468747284255477,-0.02100445108761743
156,156,156,06-05,0.10357378655949992,-0.28444015778249154,-0.034908476880800225
157,157,157,06-06,0.01981375074301562,-1.2783067802271415,0.6949369470813767
158,158,158,06-07,0.14274013173014774,0.18029368346775626,0.922506098035437
159,159,159,06-08,0.4210527288465111,3.482651403154901,0.4794914365768894
160,160,160,06-09,0.2698019453259172,1.687963711174051,0.32299859110926193
161,161,161,06-10,0.05075127028111024,-0.9112132403257394,0.7511753556650618
162,162,162,06-11,0.02444135945886847,-1.223397230588256,0.9731257030007604
163,163,163,06-12,0.2363263108293817,1.2907538071076579,0.2666663287987703
164,164,164,06-13,0.254971905828314,1.5119957674819482,0.08094036467882885
165,165,165,06-14,0.06382333116033279,-0.7561048420570401,0.2421458877781765
166,166,166,06-15,0.17588745183901838,0.5736079264544024,0.6090090202912002
167,167,167,06-16,0.1322667176279805,0.0560198982703465,0.3458932897163723
168,168,168,06-17,0.2099499685121912,0.9777815644898861,-0.14820041345114898
169,169,169,06-18,0.10327878200130472,-0.28794057634130904,-0.07592658765535057
170,170,170,06-19,0.005127679212388458,-1.4525664515231798,-0.193634436607232
171,171,171,06-20,0.10036943161610633,-0.3224618872822497,-0.2206427958516116
172,172,172,06-21,0.11636710924109606,-0.13263916725688632,-0.029736842518192474
173,173,173,06-22,0.11860962670713295,-0.10603025719593112,0.32210341494553074
174,174,174,06-23,0.3064837837808157,2.123217284490401,0.6448662968136101
175,175,175,06-24,0.2811908995912105,1.8231009684410304,0.7269164200259497
176,176,176,06-25,0.1683364837037031,0.4840108396852964,0.7989557003346947
177,177,177,06-26,0.14185903054503252,0.16983885199178753,0.7840732313821187
178,178,178,06-27,0.1527946090439095,0.2995965145955833,0.3367280979806728
179,179,179,06-28,0.1110841332192486,-0.19532507091138626,0.0640352521421722
180,180,180,06-29,0.08027851508669492,-0.5608535159182748,-0.2291751130014829
181,181,181,06-30,0.14330059106178486,0.18694389341002704,-0.44764423893078026
182,182,182,07-01,0.02007125294796517,-1.275251351176634,-0.588513722910418
183,183,183,07-02,0.031387576532682496,-1.1409759035839968,-0.7658595286548106
184,184,184,07-03,0.08156231635722412,-0.5456203892822435,-0.8740218780425629
185,185,185,07-04,0.02140716426430704,-1.2593999053777414,-0.9802485268108933
186,186,186,07-05,0.025584965344001325,-1.2098276122447889,-0.8964961284712555
187,187,187,07-06,0.08958585084675591,-0.4504159991999542,-0.7694601921984736
188,188,188,07-07,0.06242162709005598,-0.7727369611388083,-0.7825110711019553
189,189,189,07-08,0.0956247749568488,-0.3787602859473056,-0.4809887566147725
190,190,190,07-09,0.0749629876764599,-0.6239256627031327,-0.404661881177897
191,191,191,07-10,0.17387542886178642,0.5497339815453554,-0.057440957700074464
192,192,192,07-11,0.06418053748200665,-0.7518663596235354,0.31543031163593743
193,193,193,07-12,0.2651621484903858,1.6329095416669808,0.2196901391444963
194,194,194,07-13,0.25096832039403605,1.4644906548772634,0.12237287289959005
195,195,195,07-14,0.04721264341408076,-0.9532013208959524,-0.015534705802247232
196,196,196,07-15,0.0257533803378878,-1.2078292601725702,-0.03921437813106656
197,197,197,07-16,0.10414085802158003,-0.2777114906656684,-0.21483768263598052
198,198,198,07-17,0.05220663580792175,-0.8939443935964514,-0.5636998459534066
199,199,199,07-18,0.17635618231743388,0.5791697146374968,-0.4693117835535013
200,200,200,07-19,0.07456211074021812,-0.6286823250272927,-0.3468188667858453
201,201,201,07-20,0.09494106476594028,-0.3868729464965207,-0.3817935547472202
202,202,202,07-21,0.0876933481204112,-0.4728717595666342,-0.3669054291787083
203,203,203,07-22,0.08645550034787508,-0.4875596184339174,-0.4797286852148348
204,204,204,07-23,0.05973498962943258,-0.8046156401853799,-0.31054441588963383
205,205,205,07-24,0.11930579092825355,-0.09776982157926224,-0.4150644781549218
206,206,206,07-25,0.16011210389769792,0.3864232909239133,-0.3137666325338329
207,207,207,07-26,0.042089279861356174,-1.0139933200882485,-0.17835285898000044
208,208,208,07-27,0.1389157817090448,0.13491531415989996,-0.07697283804552582
209,209,209,07-28,0.15492904961557452,0.3249230228890771,-0.08104517663008391
210,210,210,07-29,0.110998976120862,-0.1963355145785322,-0.22980489658866546
211,211,211,07-30,0.11724656556744754,-0.12220385308661075,-0.2097687056093185
212,212,212,07-31,0.08489002163600158,-0.5061350288275759,-0.2351311480823836
213,213,213,08-01,0.05222081282255778,-0.8937761742121672,-0.2815253006130664
214,214,214,08-02,0.12609096774329104,-0.017259340678490036,0.18556022259616145
215,215,215,08-03,0.13146930689021594,0.04655810770498001,0.2327086594886973
216,216,216,08-04,0.3471862024740343,2.606177624676835,0.3473524024801932
217,217,217,08-05,0.14108772095163488,0.16068676826860462,0.4684298421395137
218,218,218,08-06,0.14286096342384672,0.18172742912139925,0.5760534808096854
219,219,219,08-07,0.1134450281452594,-0.16731153625624387,0.606283964123343
220,220,220,08-08,0.1805121121471981,0.6284824913425401,0.5891635942336577
221,221,221,08-09,0.14675570231542864,0.2279410075869251,0.6668431729239717
222,222,222,08-10,0.33852908835368545,2.5034554053387232,0.7709206717869058
223,223,223,08-11,0.1803673032197624,0.6267642404104884,0.9213104025873508
224,224,224,08-12,0.19548896099764568,0.8061924222990041,1.2473552079267023
225,225,225,08-13,0.1894913443438592,0.7350268485464266,1.680295424994944
226,226,226,08-14,0.34538045940587875,2.5847513233786517,1.3089455256640716
227,227,227,08-15,0.3656769575569099,2.8255823099963715,1.027139721054256
228,228,228,08-16,0.15075169348418044,0.2753560093534882,0.9027535180401616
229,229,229,08-17,0.03786892111683071,-1.064070587248404,1.008327370370225
230,230,230,08-18,0.1325916310083758,0.059875204214437074,0.4820951513264459
231,231,231,08-19,0.24287599044878136,1.3684699625268062,-0.027062733988704697
232,232,232,08-20,0.07928501851174803,-0.5726419908840229,-0.3004099255957935
233,233,233,08-21,0.10821535206295442,-0.22936500189453224,-0.2354483015246473
234,234,234,08-22,0.012530507407754505,-1.3647271402890446,-0.2248301779969896
235,235,235,08-23,0.0707175217399946,-0.6743008428215272,-0.15860215616894072
236,236,236,08-24,0.13796080864385876,0.1235839453803837,0.4633621842806422
237,237,237,08-25,0.2763649598241336,1.7658380934950997,0.5004382686520741
238,238,238,08-26,0.3937885198235716,3.159144051813475,0.7676351693631953
239,239,239,08-27,0.12696330526766572,-0.006908495665940893,0.8495382466643399
240,240,240,08-28,0.14764172737347087,0.2384542639776828,0.8987022295718091
241,241,241,08-29,0.1121327651939896,-0.1828823790146596,0.7587457938838132
242,242,242,08-30,0.1628211483084398,0.4185678428251997,0.23332890520529995
243,243,243,08-31,0.2055943606235741,0.926099479367124,0.06450859423469728
244,244,244,09-01,0.12810536020977373,0.006642719742394955,-0.07515569875413386
245,245,245,09-02,0.041597351884508235,-1.019830361489557,-0.2394921576149953
246,246,246,09-03,0.07701885352594945,-0.5995314939553039,0.2047069152973666
247,247,247,09-04,0.029034123770965807,-1.1689011321798286,0.2336370045373526
248,248,248,09-05,0.3874355749320321,3.0837622802993714,0.18001327707687373
249,249,249,09-06,0.2202231966636954,1.09968001480704,0.22978918476285184
250,250,250,09-07,0.10098989885145708,-0.3150996450204781,0.2982562489752582
251,251,251,09-08,0.06676711842915986,-0.7211749153736882,0.5225276286119653
252,252,252,09-09,0.1116400207198406,-0.1887291086808658,0.04077598439481034
253,253,253,09-10,0.14243955484245208,0.1767271456404142,-0.1932810249511152
254,254,254,09-11,0.14383225394500693,0.19325241499644136,0.13507697312915998
255,255,255,09-12,0.10186954813674286,-0.3046620412685133,0.36358096842314414
256,256,256,09-13,0.2670279389187376,1.6550483434611731,0.20304121207957027
257,257,257,09-14,0.1823128208270676,0.6498490563902168,0.16219105166247091
258,258,258,09-15,0.030461226074950838,-1.151967646742309,0.3894233338016015
259,259,259,09-16,0.1217831961980953,-0.06837381686218184,0.4573361732134536
260,260,260,09-17,0.2587348997979419,1.5566461078312248,0.19078856551736115
261,261,261,09-18,0.13621046511538507,0.10281499520259924,0.8123542678237049
262,262,262,09-19,0.13224504151642774,0.05576269728461802,1.017872365652062
263,263,263,09-20,0.4966147461261658,4.3792432702282795,1.0771434445220471
264,264,264,09-21,0.13438384212596466,0.081140940227831,0.8248682034695003
265,265,265,09-22,0.1517543064673192,0.28725265635772884,0.6772891572495525
266,266,266,09-23,0.1311689905563305,0.04299466151594504,0.6541132745334294
267,267,267,09-24,0.061585404259190575,-0.7826592821170872,-0.32799554696949285
268,268,268,09-25,0.12052588691836165,-0.08329259901212048,0.4330804480270373
269,269,269,09-26,0.0,-1.5134096587892545,0.22021807041899485
270,270,270,09-27,0.5192307692307694,4.647596910207012,0.09645360532277912
271,271,271,09-28,0.044117969942145764,-0.9899216092905258,0.28165383759884505
272,272,272,09-29,0.06858604957516654,-0.6995921290613493,0.08104879057748544
273,273,273,09-30,0.15523405532571774,0.328542111539308,0.6177289394274755
274,274,274,10-01,0.019087612139721342,-1.2869228811402782,-0.007808098983735838
275,275,275,10-02,0.2713785580952524,1.7066712343106862,0.055561337308616836
276,276,276,10-03,0.20292069164923632,0.8943746797397435,-0.08007491764603386
277,277,277,10-04,0.0761614623000762,-0.6097049915364097,-0.3870668793674608
278,278,278,10-05,4.758098676964956e-17,-1.5134096587892536,-0.3683680637730649
279,279,279,10-06,4.758098676964956e-17,-1.5134096587892536,-0.6642308387855488
280,280,280,10-07,0.02854288568574288,-1.174729987573902,-1.0021697866463533
281,281,281,10-08,0.12177210544557487,-0.06850541576421665,-0.8736823601598361
282,282,282,10-09,0.03203793291256854,-1.1332590074250837,-0.8638042030827217
283,283,283,10-10,0.14113262362959111,0.16121956738269355,-0.8202157735733916
284,284,284,10-11,0.004995004995005036,-1.4541407163265672,-0.7278711761056572
285,285,285,10-12,0.02204099625303068,-1.2518790817332732,-0.8679748525462848
286,286,286,10-13,0.07523800523205013,-0.6206624027674957,-0.35340697709094343
287,287,287,10-14,0.05092705224624601,-0.9091274744079816,-0.3347661807772919
288,288,288,10-15,0.2922351628314268,1.9541482453069643,-0.2548334639077625
289,289,289,10-16,0.15055855905162227,0.2730643452646033,-0.2984218934170926
290,290,290,10-17,0.04541391278425543,-0.9745444151093912,-0.32052761650566075
291,291,291,10-18,3.1720657846433036e-17,-1.5134096587892538,-0.17095561144915336
292,292,292,10-19,0.06405998929409643,-0.7532967412989046,-0.19658957093555168
293,293,293,10-20,0.12655987591343265,-0.011695444068937376,-0.4102890399421916
294,294,294,10-21,0.27927305313052314,1.8003444883885749,0.1958445350286125
295,295,295,10-22,0.04249893752656183,-1.0091324687752363,0.34441651354500663
296,296,296,10-23,0.3519124034423759,2.662257034715433,0.287552539166982
297,297,297,10-24,0.07512714861828756,-0.6219777876908885,0.18419666958019626
298,298,298,10-25,0.03530605940244492,-1.094480587567053,-0.17293494384821145
299,299,299,10-26,0.07429677857464352,-0.6318306615896517,0.10589094540661437
300,300,300,10-27,0.0986852998661066,-0.34244519218187114,-0.3142636020568888
301,301,301,10-28,0.1834904907780522,0.6638228667537185,-0.26149548733346745
302,302,302,10-29,0.139456370715741,0.14132974993441405,0.11710326131524365
303,303,303,10-30,0.10180995944654804,-0.30536909935036016,0.28690225376950146
304,304,304,10-31,0.22674891922335555,1.1771119043252138,0.5298744423109342
305,305,305,11-01,0.16015761363068934,0.38696329313589495,0.529042854205517
306,306,306,11-02,0.22154701242416192,1.1153879390667252,0.2838313705807735
307,307,307,11-03,0.18306998858235726,0.6588333381212156,0.3576790507093744
308,308,308,11-04,0.015462332558982503,-1.329939151814047,0.37069434438941823
309,309,309,11-05,0.13915189764739774,0.13771698142124553,0.5031224771558275
310,310,310,11-06,0.2333302538220829,1.2552036664054769,0.7169189458719262
311,311,311,11-07,0.22712143891545875,1.1815320897343498,0.5504990158174231
312,312,312,11-08,0.32965568298027925,2.3981667513633167,1.0653946996167296
313,313,313,11-09,0.09891781572245256,-0.33968624220580257,0.9747390649545964
314,314,314,11-10,0.2758253225789131,1.7594349509817926,1.0525086398791992
315,315,315,11-11,0.0933108217839857,-0.406216826551553,0.6709175320821005
316,316,316,11-12,0.27265534373260697,1.7218211159530927,0.2195989890310941
317,317,317,11-13,0.034165457894271334,-1.1080145570482434,0.3875926826792387
318,318,318,11-14,0.10144121349173728,-0.3097445069427213,0.02190220451117671
319,319,319,11-15,0.1838657804441216,0.6682759196830651,0.06069704533893381
320,320,320,11-16,0.09090967983142773,-0.4347079180265794,-0.18625216122221944
321,321,321,11-17,0.11292788417753867,-0.1734477815850104,-0.02918224326172325
322,322,322,11-18,0.14778260576579885,0.24012587658617324,-0.14666544125387124
323,323,323,11-19,0.11358968841145685,-0.16559504928526614,-0.4658487112352722
324,324,324,11-20,0.04203446826397635,-1.0146436948956092,-0.5115659732653429
325,325,325,11-21,0.022467048329117164,-1.2468237002053406,-0.48646824017299
326,326,326,11-22,0.06779221465898046,-0.7090114902070046,-0.4981285328952365
327,327,327,11-23,0.12561884476674062,-0.0228613830308923,-0.4741683047688237
328,328,328,11-24,0.14188644315812188,0.17016412025269415,-0.32786747458831755
329,329,329,11-25,0.1257054563870611,-0.02183368052678916,-0.006239977210353668
330,330,330,11-26,0.11601318431598685,-0.1368387138125724,-0.05061894422629328
331,331,331,11-27,0.18510173245009293,0.6829412840624427,-0.05306609003979106
332,332,332,11-28,0.04535147392290231,-0.9752852923026422,0.2503733883319741
333,333,333,11-29,0.12438141702930908,-0.03754425791187899,0.22587209311342185
334,334,334,11-30,0.29532414396773826,1.9908009904832853,0.17822936911039444
335,335,335,12-01,0.11331609154447338,-0.16884145183810267,0.13935336002566415
336,336,336,12-02,0.09192208690652116,-0.4226950578307371,0.2294282490742548
337,337,337,12-03,0.16544362638352975,0.4496852295540609,0.2452438900361891
338,338,338,12-04,0.09089888901357847,-0.4348359580110985,-0.01325739851715535
339,339,339,12-05,0.132378779795193,0.05734958785972685,0.11250600807912804
340,340,340,12-06,0.16460996140724302,0.4397932591632188,0.1374635188282485
341,341,341,12-07,0.1769098205400022,0.5857389877395976,0.34117335249947245
342,342,342,12-08,0.10454214243728054,-0.2729499933360141,0.6770299101743263
343,343,343,12-09,0.2684518726359409,1.6719442315814048,0.4732488362578702
344,344,344,12-10,0.2607286629374748,1.5803033880380248,0.5570304882588254
345,345,345,12-11,0.02933451008435709,-1.1653368556390105,0.6086780641416532
346,346,346,12-12,0.20697512800335768,0.9424831711689502,0.8936546774108206
347,347,347,12-13,0.20302601787323848,0.8956244430365645,0.5330566714476896
348,348,348,12-14,0.2486438808108229,1.4369096862789907,0.4222797801351261
349,349,349,12-15,0.08611129767711077,-0.4916438041973818,0.6465473393160172
350,350,350,12-16,0.2047130396670845,0.9156420401626432,0.23723186765631624
351,351,351,12-17,0.1427380092979334,0.1802684994463352,-0.1044188811496526
352,352,352,12-18,0.0,-1.5134096587892545,-0.32061170791797616
353,353,353,12-19,0.03026634382566573,-1.1542800497992485,-0.18908750145785147
354,354,354,12-20,0.1393234639393513,0.13975272566904914,-0.3362187028346532
355,355,355,12-21,0.15261804211372604,0.2975014345633666,-0.3823655828138763
356,356,356,12-22,0.1303144367636274,0.032854831901832665,-0.07146693383921003
357,357,357,12-23,0.11940330281364968,-0.09661278042900302,0.01684534532058594
358,358,358,12-24,0.1572095171645522,0.3519822350587431,-0.12900352106992458
359,359,359,12-25,0.07492247472941878,-0.6244063748404728,-0.3402021252009087
360,360,360,12-26,0.0655732886334502,-0.7353404726740139,-0.5152972568561395
361,361,361,12-27,0.045823011994553874,-0.969690190222538,-0.5884505359189669
362,362,362,12-28,0.04177554733401923,-1.017715958029552,-0.6329227978126956
363,363,363,12-29,0.08241249658660828,-0.5355324548059675,
364,364,364,12-30,0.13472160078863288,0.08514866369637145,
365,365,365,12-31,,,
