,unnamed: 0,unnamed: 0,mth_day,brutal,brutal_norm,brutal_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.5727105364627296,-0.6009143946681477,
2,2,2,01-03,1.8386114920585293,0.10289174075686153,
3,3,3,01-04,1.537484848884558,-0.6941523260119088,
4,4,4,01-05,1.7672282310789666,-0.08605070561941826,-0.5458281194745503
5,5,5,01-06,1.4011405402389092,-1.0550384339240562,-0.7744568673459707
6,6,6,01-07,1.443958546393454,-0.9417045973806326,-1.089017175368566
7,7,7,01-08,1.054449048171177,-1.9726868818966696,-1.225520189788375
8,8,8,01-09,1.1255581472319045,-1.78447010737871,-1.3563630078154876
9,9,9,01-10,1.2280563274578495,-1.5131704125307612,-1.3133102494343825
10,10,10,01-11,1.4706303874817623,-0.8711076137820943,-1.1762973591425894
11,11,11,01-12,1.4987336331521266,-0.7967218836374257,-0.7763125687754782
12,12,12,01-13,1.7545428674766743,-0.11962725562987375,-0.447710824080567
13,13,13,01-14,1.9611447926023469,0.4272218603059976,-0.005137057001854739
14,14,14,01-15,1.8704409795368,0.18714036079075652,0.16205879083850935
15,15,15,01-16,2.2312938526618464,1.1422721899415125,0.3051627058554191
16,16,16,01-17,1.849634208062748,0.1320674732600901,0.2842015147425709
17,17,17,01-18,1.8231252447386173,0.0619016064640328,0.2319865875115788
18,18,18,01-19,1.7070275037980094,-0.2453944023069631,0.14774030843951222
19,19,19,01-20,1.8427826612006208,0.1139322969200448,-0.26236202034877404
20,20,20,01-21,1.6794693612192741,-0.3183373136416428,0.3035546955670949
21,21,21,01-22,1.3016634135834655,-1.3183417827882054,0.1711495498591811
22,22,22,01-23,3.132468681724705,3.5275677687553038,0.003434807949013463
23,23,23,01-24,1.522985876829228,-0.7325292677834497,-0.18816395764791474
24,24,24,01-25,1.3268474408792357,-1.251682853767969,-0.30004193798520146
25,25,25,01-26,1.4084616830315364,-1.0356602966615245,-0.34466433441107985
26,26,26,01-27,1.4258614963445382,-0.9896051956653628,-0.9136214253444044
27,27,27,01-28,1.2005122250381943,-1.586076161343476,-0.8401494314604968
28,28,28,01-29,1.8427422082762759,0.1138252231553559,-0.8065664726037173
29,29,29,01-30,1.6895340701449544,-0.2916973044800041,-0.6509114533744106
30,30,30,01-31,1.4029741502296136,-1.0501851006272922,-0.5052912949255712
31,31,31,02-01,1.7613044583906488,-0.10173018128568433,-0.27747491524229434
32,32,32,02-02,1.7559569928452263,-0.11588424497232715,-0.39314597968930576
33,33,33,02-03,1.7169322163607623,-0.2191778832438146,-0.3010383380153618
34,34,34,02-04,1.5805360834092028,-0.5802011635267125,-0.16978217429461606
35,35,35,02-05,1.8983260261058448,0.2609485455636602,-0.1322910306817228
36,36,36,02-06,1.7005089764082106,-0.2626481183028179,0.09907378814941137
37,37,37,02-07,1.8462903408200002,0.12321668039167495,0.05388850816116721
38,38,38,02-08,2.2804206767086592,1.2723046680144778,-0.009348975160589836
39,39,39,02-09,1.6145050689718086,-0.4902895631732795,-0.16450890308651964
40,40,40,02-10,1.437187740179078,-0.9596260634572548,-0.23241744117209584
41,41,41,02-11,1.5466055363653055,-0.6700110219919185,-0.3412232201874661
42,42,42,02-12,1.5465721668704728,-0.6700993468162753,-0.5820803040374077
43,43,43,02-13,1.5996466204120094,-0.5296179937005473,-0.6845649296101955
44,44,44,02-14,1.7344396839253888,-0.1728378350851719,-0.6292656253678178
45,45,45,02-15,1.382190300724788,-1.1051973166100064,-0.5365375663943798
46,46,46,02-16,1.5625416162115882,-0.6278302380029883,-0.5597084500968849
47,47,47,02-17,1.7568038701154782,-0.11364266815128965,-0.5278611392026117
48,48,48,02-18,1.4940478155607928,-0.8091246490313055,-0.6296760522761095
49,49,49,02-19,1.6718389186064264,-0.3385341283349086,-0.5765517405970336
50,50,50,02-20,1.503643037086288,-0.7837273135261585,-0.3165039748378329
51,51,51,02-21,1.5026138480327855,-0.7864514465355505,-0.4063451309829313
52,52,52,02-22,2.152024537165395,0.9324563565522156,-0.249385540168527
53,53,53,02-23,1.5531496414715011,-0.6526896050218798,-0.19991154816810475
54,54,54,02-24,1.8498478271273824,0.13263289585512014,0.0916294159820936
55,55,55,02-25,1.7839878279827892,-0.04169017633237486,-0.01446669993179659
56,56,56,02-26,2.1645155449627285,0.9655184713750316,-0.06447655454643007
57,57,57,02-27,1.2621124611887768,-1.4230281420188915,0.0919579942702377
58,58,58,02-28,2.0386609207211484,0.6323972288644149,-0.06617819564813311
59,59,59,02-29,1.9077594744201527,0.2859176878781267,-0.2721325900982096
60,60,60,03-01,1.4913806706438852,-0.8161842436551047,-0.6064675950912221
61,61,61,03-02,1.3171251434707298,-1.2774165430328337,-0.3378250075776716
62,62,62,03-03,1.4066364117004049,-1.0404915585830432,-0.4297383171429199
63,63,63,03-04,1.8710783437363507,0.18882738306241129,-0.6045381381293556
64,64,64,03-05,1.8303094817504133,0.08091737147292515,-0.4779475884708701
65,65,65,03-06,1.5115187731918207,-0.7628812380404876,-0.3893223208380565
66,66,66,03-07,1.7783393636362006,-0.05664094570419158,-0.15753668656304284
67,67,67,03-08,1.5180231649629812,-0.7456649372359522,-0.1802998405882324
68,68,68,03-09,1.932054010765979,0.35022224706703875,-0.3875026682421204
69,69,69,03-10,1.8194782444787576,0.052248458911274005,-0.2463491357078505
70,70,70,03-11,1.3606168169481947,-1.1622995944504029,-0.3327537925833408
71,71,71,03-12,1.8314892079245624,0.08403995716513148,-0.42849425482498815
72,72,72,03-13,1.5824750793564448,-0.5750688869571329,-0.5287752631937052
73,73,73,03-14,1.3009962385023484,-1.3201077106858359,-0.7394210734584563
74,74,74,03-15,1.7047344583106705,-0.2514638031452629,-0.5563260522701844
75,75,75,03-16,1.3419809387086783,-1.2116264026772336,-0.6860793922725793
76,76,76,03-17,1.7756612899782156,-0.06372946732077096,-0.6461389466914386
77,77,77,03-18,1.5373610209554418,-0.6944800828492378,-0.4644736757417173
78,78,78,03-19,1.6730131020794274,-0.3354262134702889,-0.5285110118628767
79,79,79,03-20,1.7127997171542992,-0.2301160849875079,-0.1778320336787623
80,80,80,03-21,1.5595729883145906,-0.6356878198722193,-0.09335924997669667
81,81,81,03-22,2.1369090080714668,0.8924474664274531,0.2578685755665518
82,82,82,03-23,1.9671463547793573,0.4431072348916226,0.20226698094233786
83,83,83,03-24,2.3335332315377317,1.412886870410253,0.4788796307987474
84,84,84,03-25,1.5469739864843284,-0.6690357812155726,0.4778827765373992
85,85,85,03-26,2.3398323406959216,1.4295598141509496,0.3531240972618369
86,86,86,03-27,1.557313293600317,-0.6416689454403087,0.18678674345153654
87,87,87,03-28,1.8541028456766817,0.14389539077407934,-0.029716852999260187
88,88,88,03-29,1.5900885904045698,-0.5549168879701796,-0.04764370984810775
89,89,89,03-30,1.842757346345169,0.11386529170547285,-0.4436439182141976
90,90,90,03-31,1.506336929257831,-0.776596922308658,-0.4572541920598535
91,91,91,04-01,1.442168948570817,-0.9464414360455896,-0.606419099586483
92,92,92,04-02,1.5264611770359018,-0.7233305885142443,-0.7292184547752258
93,93,93,04-03,1.5159720213802572,-0.7510940543856973,-0.9208591246106116
94,94,94,04-04,1.3117238739203905,-1.2917130191026367,-0.7969963546482228
95,95,95,04-05,1.4083413785774843,-1.0359787273068417,-0.6623320062276051
96,96,96,04-06,1.787112221526517,-0.03342030253432598,-0.5771044643488592
97,97,97,04-07,1.7474295349233775,-0.13845534552188313,-0.506511737328841
98,98,98,04-08,1.719657146959818,-0.2119653372417689,-0.2658767916780695
99,99,99,04-09,1.6759934189891414,-0.3275376922655883,-0.13959406425285048
100,100,100,04-10,1.857201318157032,0.1520966548019925,-0.3070434679636885
101,101,101,04-11,1.694602292265022,-0.2782823627555276,-0.4227101705968673
102,102,102,04-12,1.4075336340187117,-1.0381167247993541,-0.5620283494326661
103,103,103,04-13,1.4852332975273663,-0.8324555613209558,-0.5728218722471746
104,104,104,04-14,1.403847138893306,-1.0478744102565618,-0.7049185555916866
105,105,105,04-15,1.6515263856443148,-0.39229882915263947,-0.7773315348881216
106,106,106,04-16,1.5577611806157687,-0.6404834452650797,-0.6462242386791958
107,107,107,04-17,1.5304547002793376,-0.7127602385341377,-0.6256435243700814
108,108,108,04-18,1.7047310035172,-0.25147294754579985,-0.5574477028389654
109,109,109,04-19,1.5318861866642284,-0.7089712754662691,-0.31538777719977223
110,110,110,04-20,1.558435169886933,-0.638699481069866,-0.32990215827081976
111,111,111,04-21,2.2002340109341287,1.0600607246825196,-0.3336410933825689
112,112,112,04-22,1.5248596106883407,-0.7275697316913651,-0.3818880452195473
113,113,113,04-23,1.5219791866193912,-0.7351938492046326,-0.3596639746474892
114,114,114,04-24,1.5953635801403914,-0.5409546585676698,-0.11540416262639334
115,115,115,04-25,1.5822642777739646,-0.5756268520339204,-0.3182840592162722
116,116,116,04-26,2.1121295538454268,0.8268593910567092,-0.1212447175064587
117,117,117,04-27,1.7403406767404792,-0.15721865485675338,-0.07216880951281313
118,118,118,04-28,1.9715134258242497,0.4546663185675161,0.05997439107099481
119,119,119,04-29,1.6332257089961402,-0.4407384012427592,0.0200246298658093
120,120,120,04-30,1.8949091641484401,0.25190454493517783,-0.2430599964713792
121,121,121,05-01,1.491705138156336,-0.8153254192650334,-0.12245273473531335
122,122,122,05-02,1.5157625997263462,-0.7516483669664218,-0.2558545198914077
123,123,123,05-03,2.0137362997670962,0.5664249155596418,-0.22881010881758201
124,124,124,05-04,1.6691148501445645,-0.3457443923690504,-0.24834618488224744
125,125,125,05-05,1.6945306711392738,-0.27847193479980475,-0.24930617013889664
126,126,126,05-06,1.8506242876798664,0.13468808854718525,-0.18508038506031046
127,127,127,05-07,1.4895290190441026,-0.8210853308049288,-0.3903186954618039
128,128,128,05-08,1.6613512506349413,-0.3662936564949052,-0.09650279842253384
129,129,129,05-09,1.5484968528759209,-0.665004946849318,-0.15589192531900395
130,130,130,05-10,2.3351442340299515,1.4171509898665695,-0.11117831781814624
131,131,131,05-11,1.5599058805988888,-0.6348066961786254,-0.1188214113538158
132,132,132,05-12,1.951982235820804,0.40296973355233145,0.021982954636413282
133,133,133,05-13,1.4722034592978919,-0.8669438920189462,0.12668971768293913
134,134,134,05-14,1.9805301857226867,0.4785325394464694,-0.10585076007137197
135,135,135,05-15,1.7858488191352213,-0.036764368570162895,0.14490388635685755
136,136,136,05-16,1.808015536475452,0.021908123340703217,0.2836420206173343
137,137,137,05-17,2.128322921167221,0.8697211823907516,0.5987766668315978
138,138,138,05-18,2.2664773840209134,1.235398539115192,0.6006322081958014
139,139,139,05-19,2.1865587286146253,1.0238639852666345,0.6820149001646004
140,140,140,05-20,1.9847363743054955,0.4896657876316906,0.8365779234753579
141,141,141,05-21,1.9703291850279798,0.4515317832426319,0.549728556391727
142,142,142,05-22,2.158382947580398,0.949286263205248,0.4423135096900077
143,143,143,05-23,1.4780854454152232,-0.8513750201110336,0.24039279110529066
144,144,144,05-24,2.0229862111617254,0.5909082589048755,0.2506902490233727
145,145,145,05-25,1.7288396836349076,-0.1876603262416677,-0.05932076856545877
146,146,146,05-26,2.008078915066145,0.5514505351401829,-0.4030852883688321
147,147,147,05-27,1.2675882880139058,-1.408534322290357,1.367086460842464
148,148,148,05-28,1.3791287491743278,-1.1133008556149926,1.223341672578239
149,149,149,05-29,5.490756003335852,9.769655475156744,1.1106345579799421
150,150,150,05-30,1.6971418517206798,-0.2715604706804739,1.1606742974572295
151,151,151,05-31,1.4733523160287556,-0.863903013831448,1.3692713012782312
152,152,152,06-01,2.1215102752807646,0.8516889720039079,1.69220504092325
153,153,153,06-02,1.7404413069799638,-0.1569522993643489,-0.013238148252185056
154,154,154,06-03,2.1111632027860354,0.8243015822551183,-0.06641473985252433
155,155,155,06-04,1.6248137994454035,-0.4630036598958658,0.09837350753791137
156,156,156,06-05,1.5765997949511472,-0.5906200202825095,-0.0202772353903022
157,157,157,06-06,1.8468985263835191,0.12482647051116615,0.033049887203773574
158,158,158,06-07,1.8525497390867016,0.13978451443462647,-0.1620179883951821
159,159,159,06-08,1.8613245912529242,0.16301043620010575,-0.13406782462315314
160,160,160,06-09,1.6689783574111128,-0.3461056713386158,-0.02719636266386971
161,161,161,06-10,1.68817194495137,-0.2953026772636921,-0.0929027524725695
162,162,162,06-11,1.818858756024852,0.050608751473191126,-0.08887191650731385
163,163,163,06-12,1.6979536028357902,-0.2694118683410325,0.2597878405633178
164,164,164,06-13,1.8616869410609147,0.16396953022616031,0.39112077890212543
165,165,165,06-14,2.651675438594395,2.254968978623896,0.35042430527137314
166,166,166,06-15,1.966687218255911,0.4418919586942299,0.4319989359551801
167,167,167,06-16,1.5959201385252009,-0.5394815190482061,0.5956373550941609
168,168,168,06-17,2.003774213501792,0.5400565355760327,0.5681875242520434
169,169,169,06-18,2.0688933531262497,0.7124186464928525,0.3230502167501449
170,170,170,06-19,1.799462963026499,-0.0007294548265449872,0.2795391595830326
171,171,171,06-20,2.095991925455586,0.7841451336125048,0.3497797479890177
172,172,172,06-21,1.8680552419427288,0.1808256156915561,0.2520339185391892
173,173,173,06-22,1.755143299324879,-0.11803798861229575,0.2359785153537214
174,174,174,06-23,1.7822014694064157,-0.04641844112293828,0.6339493089900651
175,175,175,06-24,2.0324985548889734,0.6160862273800459,0.7353433140593099
176,176,176,06-25,2.7015933282005995,2.387095306991517,1.0429568751985108
177,177,177,06-26,2.325834447274325,1.3925091640279734,1.2267015592988713
178,178,178,06-27,2.5653615234096865,2.0265069825267616,1.549596572312715
179,179,179,06-28,2.171660444846183,0.9844301159898668,1.8377271055707287
180,180,180,06-29,2.514148136500916,1.8909516369601247,1.3884945281289471
181,181,181,06-30,2.6856402108653152,2.3448694269281303,1.2251868761352176
182,182,182,07-01,1.6832614414994358,-0.30830015765917623,0.8470309290505843
183,183,183,07-02,1.9556444884014887,0.4126632520655969,0.7231205810256336
184,184,184,07-03,1.7081479587681838,-0.2424286999810378,0.4701639924188806
185,185,185,07-04,1.8907773014094216,0.2409680278401616,0.17475828830703768
186,186,186,07-05,1.9407396771315872,0.3732121053196065,0.275904956671662
187,187,187,07-06,2.0160070116802378,0.572435202257073,0.030776370884404613
188,188,188,07-07,1.9125432941554423,0.29857985252856944,0.07019763269999807
189,189,189,07-08,1.3999807458683131,-1.0581082626579472,0.2100931701031716
190,190,190,07-09,1.7975090824636626,-0.005901129087476954,0.01782500067460819
191,191,191,07-10,2.20789608063088,1.0803412522592026,0.05511175383034509
192,192,192,07-11,1.5049012772503108,-0.7803969112517739,-0.08957415280116461
193,193,193,07-12,2.100529576598101,0.7961557211914944,-0.06527923232518902
194,194,194,07-13,1.5845655835491188,-0.5695355872604887,-0.21075316498460192
195,195,195,07-14,1.4550530924608995,-0.9123387398020938,-0.3508091624376053
196,196,196,07-15,1.467745054319252,-0.8787447250439542,-0.247896325993605
197,197,197,07-16,1.8904135664679047,0.2400052675411821,-0.39547675404819066
198,198,198,07-17,1.7381867248431415,-0.16291989258777173,-0.2103087751322837
199,199,199,07-18,1.7659904908603403,-0.0893268471360195,-0.051016100774656514
200,200,200,07-19,2.0043090901306586,0.5414722862349529,0.08992278976808947
201,201,201,07-20,1.8161417974253082,0.04341730634366942,0.01482652285661675
202,202,202,07-21,1.7872289331004232,-0.033111381787478286,0.021181661614414177
203,203,203,07-22,1.7201834295449328,-0.2105723339276542,0.1209278678328142
204,204,204,07-23,1.7525927157851369,-0.12478906004098718,0.4552151735774822
205,205,205,07-24,1.9920977401344209,0.5091503901743807,0.5404684767507765
206,206,206,07-25,2.7620800975178783,2.5471961207029605,0.6853620345255115
207,207,207,07-26,2.0093961637100373,0.5549371253834351,0.5687869840003269
208,208,208,07-27,2.1156773526247434,0.8362499648609324,0.5613360906367469
209,209,209,07-28,1.455928125934457,-0.9100226370787621,0.6005216201324429
210,210,210,07-29,1.7357028403007015,-0.16949442022246747,0.003302660885072509
211,211,211,07-30,2.0809244997830074,0.7442635671485568,-0.0998102954761211
212,212,212,07-31,1.4082888987420172,-1.0361176347812622,0.06632194241882693
213,213,213,08-01,1.7756570791748405,-0.06374061278372659,0.31139724886323195
214,214,214,08-02,2.492270155000865,1.8330433922306208,0.2900105098711278
215,215,215,08-03,2.0114710934917004,0.5604292015876684,0.4338181286106616
216,216,216,08-04,1.6872228338144464,-0.2978148541750922,0.7529141553218771
217,217,217,08-05,2.4069112849511183,1.607109279585759,0.7479659510991343
218,218,218,08-06,2.1316239266024755,0.8784585254860308,0.5108166896980432
219,219,219,08-07,1.764440363391174,-0.09342983812018374,0.3678861636420477
220,220,220,08-08,1.9546941488981973,0.4101478238240734,0.24658722063968835
221,221,221,08-09,1.6874725244327722,-0.2971539547483043,-0.10630346800818524
222,222,222,08-10,1.412259290017453,-1.0256085121892484,-0.15965673693256666
223,223,223,08-11,1.6069696537887326,-0.5102348523014824,-0.0860681972918889
224,224,224,08-12,2.0106813731598083,0.5583389119397425,0.13034669694832635
225,225,225,08-13,1.9312527456066784,0.3481013997238826,0.2914920910097428
226,226,226,08-14,2.4452689616530257,1.7086371892653651,0.7852733652446925
227,227,227,08-15,2.0527610217680547,0.6697184096201942,0.7313326368783879
228,228,228,08-16,2.5315753010530626,1.93707913322045,0.32962523597344323
229,229,229,08-17,1.484695432270565,-0.8338792224993095,0.1967826908048788
230,230,230,08-18,1.1000807711400975,-1.8519054934899264,-0.1130184336317368
231,231,231,08-19,1.6301218694221258,-0.4489538712875039,0.03784435895238447
232,232,232,08-20,1.7430038558002223,-0.1501695573543284,-0.2935279314776933
233,233,233,08-21,2.3947406553023205,1.574895165124922,-0.22520175507588924
234,234,234,08-22,1.7804121248742866,-0.05115460936001677,0.14138371624325785
235,235,235,08-23,1.6395789550162916,-0.4239221640884849,0.5595052128582761
236,236,236,08-24,1.9310660856324344,0.34760733442495595,0.9284168622286816
237,237,237,08-25,2.5779303630602906,2.0597751084026057,0.7045000884857405
238,238,238,08-26,2.5792622101447242,2.063300338868105,0.5718674103796432
239,239,239,08-27,1.887160390379889,0.2313945226672757,0.6132963898297404
240,240,240,08-28,1.4797569807100954,-0.8469506779966006,0.5328632613428789
241,241,241,08-29,1.7334912243529663,-0.17534828738790173,0.2353930500167795
242,242,242,08-30,1.748738214506664,-0.1349914364962137,-0.140760257402229
243,243,243,08-31,1.9036172861633736,0.27495384044600923,-0.11154921287954128
244,244,244,09-01,1.7265882802747938,-0.193619505645946,0.15506293579937622
245,245,245,09-02,1.9533767325933056,0.4066607898034021,0.2658213361897431
246,246,246,09-03,2.0841202126193794,0.7527222140769042,0.2196455768947468
247,247,247,09-04,1.9845611967931152,0.4892021149542994,0.0952853556240076
248,248,248,09-05,1.6440658233134269,-0.4120459922661914,0.0719234673118659
249,249,249,09-06,1.621714358556531,-0.4712074871784258,0.1787734887827003
250,250,250,09-07,1.6736309548348594,-0.3337908355187962,0.1988870801608245
251,251,251,09-08,2.1955870918198817,1.0477609186284085,-0.025042836175067928
252,252,252,09-09,2.1297142155589275,0.8734037623456489,-0.01680208521520721
253,253,253,09-10,1.4769511399051214,-0.8543773830610549,0.07161804406401721
254,254,254,09-11,1.662746168181953,-0.3626014865070271,0.3931468465372377
255,255,255,09-12,1.822147367186548,0.05931328849692074,0.3829005105935668
256,256,256,09-13,2.4024806609623104,1.5953819793205264,0.3726337428064836
257,257,257,09-14,2.1723604356572515,0.9862829029663824,0.4114415644405774
258,258,258,09-15,2.106441243971514,0.8118031556231496,0.5011623576363021
259,259,259,09-16,1.564921701720689,-0.6215304532564919,0.4202402106917704
260,260,260,09-17,1.86612755501641,0.17572327266732096,0.25487314752023443
261,261,261,09-18,1.6387109765240448,-0.42621959317027003,0.2777158073063158
262,262,262,09-19,2.027622376203289,0.6031796002913108,0.14628462043544638
263,263,263,09-20,2.224140760605408,1.1233388616828708,0.31260144563605863
264,264,264,09-21,1.808509670843493,0.023216034397932992,0.20759916454840974
265,265,265,09-22,1.9419329313184264,0.3763704979471817,0.3114083216904221
266,266,266,09-23,1.6281057009095168,-0.4542904138585723,0.09155985211260698
267,267,267,09-24,1.8740282267806398,0.19663534968180432,-0.16744202366647773
268,268,268,09-25,1.5292642471280369,-0.7159112171755802,-0.29602481566033706
269,269,269,09-26,1.637028689786287,-0.4306723929916371,-0.3276408083402536
270,270,270,09-27,1.5170349120135211,-0.7482807175652231,-0.15734072702941948
271,271,271,09-28,1.8702649911636589,0.18667454186768234,0.1979403984558568
272,272,272,09-29,2.0141462772501715,0.5675100740064324,0.021826307561578884
273,273,273,09-30,2.6793885612537567,2.3283221025934617,-0.11654372094996544
274,274,274,10-01,1.1300443252863892,-1.7725957625412474,-0.12033057504948436
275,275,275,10-02,1.3233679731048136,-1.2608925640609032,-0.16713762489911402
276,276,276,10-03,1.5084507743675266,-0.7710018421623367,-0.2310736750259817
277,277,277,10-04,1.7641615744085242,-0.09416775723009528,-0.6142697276414052
278,278,278,10-05,1.8692144049343202,0.1838937732452257,-0.4146274399531953
279,279,279,10-06,1.8107499565949647,0.029145786900921032,0.03772705518383868
280,280,280,10-07,1.5825985648845138,-0.5747420364119876,0.08209845913344327
281,281,281,10-08,2.3487767026183035,1.4532344067613006,-0.0617356943532667
282,282,282,10-09,1.6090330067534582,-0.504773418464709,-0.051587770666384695
283,283,283,10-10,1.4381146395974176,-0.9571726781503552,-0.14752881281591915
284,284,284,10-11,1.892217977678332,0.24478131536651784,-0.08552046150904656
285,285,285,10-12,1.5932683504733058,-0.5465004659962858,-0.39297839300301823
286,286,286,10-13,1.7231606802527817,-0.2026919285707521,-0.17303518997565584
287,287,287,10-14,1.6518232064082727,-0.3915131822025295,0.3064751544115792
288,288,288,10-15,2.107605880033061,0.8148857996994654,0.33421866183183435
289,289,289,10-16,2.525080942160056,1.919889388173055,0.3539114884583721
290,290,290,10-17,1.9551076692849856,0.4112423598880487,0.3758571959074639
291,291,291,10-18,1.6379085531212982,-0.4283435062370593,0.30526806736137496
292,292,292,10-19,1.7729077707217975,-0.07101768387620094,-0.00942351844467452
293,293,293,10-20,1.4918099659120505,-0.8150479534790629,-0.3421364670729872
294,294,294,10-21,1.394254951372093,-1.0732637151368318,-0.35696998361784504
295,295,295,10-22,1.7708787277169475,-0.07638830359682129,-0.21954275907301848
296,296,296,10-23,1.9214826749100047,0.3222412606189017,0.08321768345799027
297,297,297,10-24,1.9494320976776232,0.39621984103190017,0.5298688289736161
298,298,298,10-25,2.4592128789060688,1.7455449713098514,0.8345685714510976
299,299,299,10-26,2.504290196754409,1.8648589196146923,1.1074179933606418
300,300,300,10-27,2.0849561142339152,0.7549347397280579,1.1338331051172377
301,301,301,10-28,2.3893807699791783,1.560708227860443,1.1546187523730242
302,302,302,10-29,1.9813611252790733,0.4807319311584767,0.9792923553666172
303,303,303,10-30,1.9965495340550712,0.5209337245666206,0.6069707030711922
304,304,304,10-31,2.061778521698994,0.6935865892714069,0.4865464576860641
305,305,305,11-01,1.660301960636716,-0.3690709941578569,0.379344319951618
306,306,306,11-02,1.8119753573485944,0.03238926741728923,0.4019749333160009
307,307,307,11-03,2.146372224607902,0.9174954014537664,0.14770050406017973
308,308,308,11-04,2.0326607779796686,0.6165156113447747,0.3601131583719725
309,309,309,11-05,1.4201537598249652,-1.0047128509683074,0.5040019703196298
310,310,310,11-06,2.543280954706676,1.968062515142164,0.5950742380951998
