,unnamed: 0,unnamed: 0,mth_day,historical,historical_norm,historical_ravg
84,84,84,03-25,5.58050338864028,-0.25566183642947576,0.07017968140302723
85,85,85,03-26,5.73740557110755,-0.04781483521427124,0.17158936616288376
86,86,86,03-27,5.4592929235212075,-0.4162283199209033,0.09682221278066236
87,87,87,03-28,6.0408282128980755,0.3541265859008353,-0.04417389611726941
88,88,88,03-29,5.594993345141798,-0.2364671129449383,0.16863256341596208
89,89,89,03-30,6.027901095255027,0.3370021419051333,0.1964745032314669
90,90,90,03-31,6.544379636515273,1.0211769207699128,0.25275520220416164
91,91,91,04-01,5.863511632651888,0.11923680367875772,0.08089933794009005
92,92,92,04-02,5.714208253970146,-0.07854412608473509,0.08135409789373065
93,93,93,04-03,5.2624317958649725,-0.6770085996835942,0.0930253295927332
94,94,94,04-04,5.597053114938077,-0.2337385532230947,0.2107755679515514
95,95,95,04-05,6.080764260418287,0.4070295320991487,0.14296393080521966
96,96,96,04-06,7.07771240369079,1.7276783509228222,0.3290121638709526
97,97,97,04-07,5.556368576382677,-0.28763301919923284,0.30303450537693194
98,98,98,04-08,6.556886964026723,1.037745272309663,0.2098162678319305
99,99,99,04-09,5.1447697284036975,-0.8328745506477183,0.0834334604872037
100,100,100,04-10,5.174834516708144,-0.7930479784931035,-0.3720841926857985
101,101,101,04-11,5.508331513750086,-0.351267311969212,-0.2714778981364265
102,102,102,04-12,5.014510716372405,-1.005427568115191,-0.3876885947974221
103,103,103,04-13,6.0120503160984375,0.3160047480969989,-0.03879395646046981
104,104,104,04-14,6.030527329520199,0.3404810923436897,0.3952689922046992
105,105,105,04-15,6.725037806926985,1.2604932793739954,0.4400008547745992
106,106,106,04-16,7.140860206053366,1.8113297134979107,0.7095035253252391
107,107,107,04-17,5.710938050924313,-0.08287613654981199,0.6617876072537184
108,108,108,04-18,6.23518429673464,0.6115884551886488,0.6124785696989253
109,109,109,04-19,5.795927928763173,0.02970923966787514,0.5569609284006921
110,110,110,04-20,5.807189136643497,0.0446268670149312,0.3485362498251617
111,111,111,04-21,6.4735786364545085,0.9273874315845959,0.33616037525744386
112,112,112,04-22,6.196830604740622,0.5607816420447278,0.3407265539109597
113,113,113,04-23,5.654883307244687,-0.15713138395611911,0.2574649403616785
114,114,114,04-24,6.255866146135881,0.6389855271097437,0.1306673491614296
115,115,115,04-25,5.418806426737684,-0.4698604416278117,0.14000380340905896
116,116,116,04-26,5.2328776861651916,-0.7161586801865625,-0.024432043192488696
117,117,117,04-27,6.515866762991648,0.9834061570703722,0.17752564356926148
118,118,118,04-28,5.452042090397162,-0.4258334375645581,0.30409025679172125
119,119,119,04-29,6.5696215993642015,1.054614736614382,0.40305257407919776
120,120,120,04-30,6.82912235637589,1.3983732064445022,0.28248394552567285
121,121,121,05-01,5.867042007919239,0.12391346209704755,0.3619622290297347
122,122,122,05-02,4.686779426006612,-1.439570451507712,0.6514408637579
123,123,123,05-03,6.875852215780393,1.4602758580947433,0.3681618410924824
124,124,124,05-04,6.763193927111909,1.3110383708044333,0.3448892249584263
125,125,125,05-05,5.286550013720915,-0.6450593993781234,0.2308550664399104
126,126,126,05-06,6.723712389184429,1.2587375096401658,0.5474784920516383
127,127,127,05-07,5.350540689850719,-0.5602914890140477,0.2110463868255706
128,128,128,05-08,6.120879688458003,0.4601701021626557,-0.04817420979269834
129,129,129,05-09,5.352031388342833,-0.5583167732616632,0.11696310610000688
130,130,130,05-10,5.589091521628693,-0.2442852089051804,0.03539792362433125
131,131,131,05-11,6.034515732317685,0.34576449597810804,0.1412110358277673
132,132,132,05-12,6.354274627688207,0.7693464147861119,-0.10257586874936617
133,133,133,05-13,5.829805961169689,0.07458718420656872,0.03944110923767883
134,134,134,05-14,5.01668197105661,-1.0025513253001452,0.17168157663344086
135,135,135,05-15,5.995276862079603,0.2937850946606068,0.09755719726372414
136,136,136,05-16,6.188055696918484,0.5491575954693916,0.0831440428697024
137,137,137,05-17,5.698780018187318,-0.09898178024019204,0.3052023762357689
138,138,138,05-18,6.288992318082454,0.6828674884219813,0.5163024070452488
139,139,139,05-19,6.835587240759254,1.4069371844029679,0.6674476008045155
140,140,140,05-20,5.972829195484081,0.2640488595567337,0.7594715313108146
141,141,141,05-21,6.6798672761326605,1.2006562572162065,1.5629041577095797
142,142,142,05-22,6.604864853208543,1.1013011785071871,1.4768813253822923
143,143,143,05-23,9.337812531825184,4.721613978152397,1.0967589014583727
144,144,144,05-24,5.899364272782179,0.16673049445825847,1.1766364098174382
145,145,145,05-25,5.1138773992977935,-0.8737973591405496,0.8291625777824357
146,146,146,05-26,6.334622879828125,0.7433139097111273,0.5747981736786881
147,147,147,05-27,5.106034535381938,-0.8841867349938101,-0.2185494372847198
148,148,148,05-28,5.452757873193718,-0.4248852461152987,-0.02129532303047685
149,149,149,05-29,5.744458644949466,-0.038471687628050984,0.2523830594725517
150,150,150,05-30,6.792798409801852,1.3502551799837157,0.2410321898256409
151,151,151,05-31,6.353464266304162,0.7682729358776217,0.4686805203384439
152,152,152,06-01,6.283210748498184,0.6752086918296631,0.6141008298940489
153,153,153,06-02,6.137134902969331,0.4817032480830075,0.6090747847830635
154,154,154,06-03,6.1114182477270775,0.4476366112183324,0.5578700090871856
155,155,155,06-04,5.7216938965773885,-0.0686279582939638,0.6071034874786829
156,156,156,06-05,6.560873743702531,1.0430265258084486,0.6229730233313209
157,157,157,06-06,6.576460224819323,1.0636738062266056,0.4665612349652495
158,158,158,06-07,6.355089528431411,0.7704259069454913,0.4780654927668752
159,159,159,06-08,5.428690206204083,-0.456767482113421,0.5125199504747401
160,160,160,06-09,6.163525128640089,0.516662158028087,0.5721780449286927
161,161,161,06-10,5.8777504067550685,0.13809878795322555,0.7651040169017174
162,162,162,06-11,6.831086501171333,1.4009750925321638,0.7536606103534335
163,163,163,06-12,7.4502906639463635,2.2212296380647527,0.7862651989148928
164,164,164,06-13,6.303258264517424,0.7017654676557875,0.7918943691269215
165,165,165,06-14,5.576368000172644,-0.2611399507446649,0.9255976748529507
166,166,166,06-15,6.189021645402413,0.550437179300259,1.0300897365776622
167,167,167,06-16,6.483340297843706,0.9403186223094024,0.5587588718951192
168,168,168,06-17,7.304368264369921,2.027927462880432,0.4774716957426928
169,169,169,06-18,5.315465309704983,-0.6067555500305054,0.6074901885991251
170,170,170,06-19,5.935079692673278,0.21404241074122932,0.5762039803252991
171,171,171,06-20,6.1652680614005755,0.5189710063939287,0.6218514586292786
172,172,172,06-21,6.047315265307772,0.3627199296573037,0.476920271161007
173,173,173,06-22,6.690093984781128,1.2142034921332794,0.7194121207208068
174,174,174,06-23,6.64792329797467,1.1583403380708033,1.040062283408734
175,175,175,06-24,6.413797261689117,0.8481955473282935,1.2098354218331735
176,176,176,06-25,7.387418481495999,2.1379433868687925,1.3108064841172358
177,177,177,06-26,6.934231071327237,1.5376098369405655,1.4849655168233329
178,178,178,06-27,6.504649168008768,0.9685463033616772,1.5818946749429288
179,179,179,06-28,7.478922271979227,2.2591576883698594,1.7145369932709007
180,180,180,06-29,7.0869499771597,1.7399152867883807,1.5986026550762291
181,181,181,06-30,7.014581562973169,1.6440494572961228,1.6681450731631131
182,182,182,07-01,6.8623105729106415,1.4423373577007654,1.8352258420183605
183,183,183,07-02,7.249213450907082,1.9548643454618704,1.5049102081819787
184,184,184,07-03,7.261417477248533,1.9710309164931599,1.0810461505262121
185,185,185,07-04,5.982805121893644,0.27726388535157004,0.7528592429070879
186,186,186,07-05,5.167118697609137,-0.8032690591462195,0.3902241673091347
187,187,187,07-06,5.5281061720876785,-0.3250719884186221,-0.016625119360190583
188,188,188,07-07,5.219807160270405,-0.7334730958869542,-0.5804790059217441
189,189,189,07-08,5.406448129094998,-0.4862313745540821,-0.4737100733943083
190,190,190,07-09,4.707522404134874,-1.4120924028761617,-0.24500427235055275
191,191,191,07-10,6.46639964388273,0.9178774805161845,-0.3912789508883394
192,192,192,07-11,6.203008725857433,0.568965747116314,-0.1255207321064544
193,193,193,07-12,4.8655760561439685,-1.2027200596453422,-0.25009602699545763
194,194,194,07-13,6.423520784956797,0.861076216804356,0.015030743240575553
195,195,195,07-14,4.842202250098161,-1.2336831438881015,-0.22378666541829229
196,196,196,07-15,5.908375973461872,0.17866821854003756,-0.30267951633782264
197,197,197,07-16,5.384710543419162,-0.5150269714370225,0.028947902481513126
198,198,198,07-17,5.845674905750327,0.09560864159913182,0.005151065014536421
199,199,199,07-18,6.367634747619609,0.7870444532706723,0.2095416335879252
200,200,200,07-19,6.3157364326431,0.7182951920024957,0.2446288132787553
201,201,201,07-20,5.76795993043206,-0.007339732447768771,0.23491551327200896
202,202,202,07-21,6.067298306849183,0.3891912966850186,0.31689809151177856
203,203,203,07-22,5.340715548222484,-0.573306771477501,0.24756793621221865
204,204,204,07-23,6.217003201320825,0.5875041110377495,0.1940471672499597
205,205,205,07-24,6.053613781802569,0.3710635214733131,-0.06406430589658124
206,206,206,07-25,6.073321808181616,0.3971705782289422,-0.2461046966262275
207,207,207,07-26,4.598881140175113,-1.5560085713270146,-0.17995551182516914
208,208,208,07-27,5.242772542156458,-0.7030510476928588,-0.3544479200894872
209,209,209,07-28,5.640328765724825,-0.17641166267115094,-0.10174526634842747
210,210,210,07-29,5.4266649374852856,-0.4594503385481591,-0.17419053550692046
211,211,211,07-30,7.198194102579673,1.8872794439196718,-0.05586358255962435
212,212,212,07-31,5.745191382225831,-0.03750103672201556,0.010852601133914749
213,213,213,08-01,5.134826053123161,-0.8460468536432381,-0.0039351293955229814
214,214,214,08-02,5.544953899583841,-0.30275394553162416,0.00278634979577456
215,215,215,08-03,5.573349867393618,-0.2651380458477773,0.13160875631937471
216,216,216,08-04,5.457108910648921,-0.4191214634003739,0.2084818298568472
217,217,217,08-05,7.781676662810906,2.6602138830612723,0.2836166487808253
218,218,218,08-06,6.0933769112104255,0.4237374045028189,0.2172043787764109
219,219,219,08-07,5.47513840787056,-0.3952379400993688,0.3894437890341503
220,220,220,08-08,5.244149075495692,-0.7012275655581103,0.3722214747309721
221,221,221,08-09,6.353483500834879,0.7682984156986588,-0.22210978136429327
222,222,222,08-10,5.3791029153108,-0.522455349219443,-0.4787562380927648
223,223,223,08-11,5.0897387283306905,-0.9057736535103202,-0.4501812405794704
224,224,224,08-12,4.930933702087723,-1.1161413358680097,-0.4592445957790228
225,225,225,08-13,5.604564748812294,-0.2237879550196028,-0.6380714828170259
226,226,226,08-14,5.203097911813608,-0.7556076967554254,-0.4514913783697648
227,227,227,08-15,5.54351283887554,-0.30466290652935896,-0.32184465043263205
228,228,228,08-16,6.2241906602843775,0.5970252774641229,-0.3514934264470873
229,229,229,08-17,5.676954933832192,-0.12789328588752366,-0.4785217347637605
230,230,230,08-18,4.7966438358798005,-1.2940339919547417,-0.4812817235480513
231,231,231,08-19,5.029208298342037,-0.9859578049196418,-0.19543552758527813
232,232,232,08-20,5.1905969396184295,-0.7721676294611696,-0.4781258592782798
233,233,233,08-21,6.8382120667009625,1.41041426924728,-0.331332878266958
234,234,234,08-22,4.943785465721959,-1.0991167126938872,0.16088069757985554
235,235,235,08-23,6.341832626275936,0.7528646001804076,0.6279937242923631
236,236,236,08-24,7.026054426521537,1.6592474631261398,0.8770261807789517
237,237,237,08-25,7.144929562201858,1.816720355355404,0.977484715944924
238,238,238,08-26,6.3185536298611975,0.722027109458361,1.6208635702480914
239,239,239,08-27,7.293224551543673,2.013165480243114,1.4911311800758658
240,240,240,08-28,7.857877441163183,2.7611564131251183,1.0864268484452366
241,241,241,08-29,5.754228426002438,-0.025529740852946275,0.8533981182635362
242,242,242,08-30,5.19300437002186,-0.768978526657635,0.6559851315658699
243,243,243,08-31,6.089459448243518,0.4185479742652016,0.3072594135751645
244,244,244,09-01,5.424399902961622,-0.4624508107276367,-0.07162134955671433
245,245,245,09-02,5.713721573430811,-0.07918882770111822,0.13897528922764169
246,246,246,09-03,6.14179152365587,0.4878718343338455,-0.006824705599691801
247,247,247,09-04,6.7080956086612025,1.2380500918531898,0.04470910569661327
248,248,248,09-05,4.532624265665028,-1.643778495621636,0.2851112538332342
249,249,249,09-06,6.322874433765718,0.7277508420430321,0.33191742303429256
250,250,250,09-07,6.513266852937028,0.9799620780920892,0.11535198166118706
251,251,251,09-08,5.925723384117732,0.20164818750523172,-0.17716538916033908
252,252,252,09-09,5.160889508237943,-0.8115208139047877,0.04605922045512615
253,253,253,09-10,5.383180253910512,-0.5170541330759669,-0.0849049503485188
254,254,254,09-11,5.543688025766328,-0.3044308379288446,-0.1672982546188778
255,255,255,09-12,5.7296910603044235,-0.05803418277883764,-0.27679219283029444
256,256,256,09-13,6.140078232890772,0.4856022524699351,-0.11970656004933375
257,257,257,09-14,5.429786340854268,-0.4553154417632681,-0.03254768610963673
258,258,258,09-15,5.872386286353067,0.13099298278097635,0.13343906891833188
259,259,259,09-16,5.777953836283302,0.005899110562215238,0.2439616304721779
260,260,260,09-17,6.2955011567409525,0.691489692238967,-0.02569268597272098
261,261,261,09-18,6.230287105037823,0.6051011865442385,-0.02860651483075992
262,262,262,09-19,4.918717794263592,-1.132323646199458,-0.006583913147002694
263,263,263,09-20,5.416588572173767,-0.4727984149115017,-0.030861227869876037
264,264,264,09-21,5.972134492896915,0.2631285928835197,0.005872099487836902
265,265,265,09-22,5.667993231351996,-0.13976477777502486,-0.2425607630332277
266,266,266,09-23,6.461879479199662,0.9118896563852446,-0.0783771007045797
267,267,267,09-24,5.105046189414893,-0.8854959885821495,-0.07325231815563081
268,268,268,09-25,5.662364076217733,-0.14722167222756996,-0.08932321963444005
269,269,269,09-26,5.439800537568476,-0.4420497196178084,-0.12419285950712047
270,270,270,09-27,5.899343656324849,0.1667031840106644,-0.3352158407356993
271,271,271,09-28,5.510056213279562,-0.3489826170111074,-0.3007056748537324
272,272,272,09-29,5.506081239765887,-0.3542482309862278,-0.39600078394817184
273,273,273,09-30,5.261355021753976,-0.6784349932903483,-0.5073599037517728
274,274,274,10-01,5.230738587046702,-0.7189923267942071,-0.7959832561822809
275,275,275,10-02,4.935415422575317,-1.1102044384394136,-0.7269966486898608
276,276,276,10-03,4.592065697751528,-1.5650369305723846,-0.7992248998246144
277,277,277,10-04,5.822521128720885,0.06493702794341373,-0.7399637302824035
278,278,278,10-05,5.178933765732249,-0.7876177377947485,-0.6748581375955113
279,279,279,10-06,5.529769964929656,-0.3228679760370829,-0.6557987688522624
280,280,280,10-07,5.525625004180667,-0.328358770672853,-0.7182771366855448
281,281,281,10-08,5.021742091753513,-0.9958482259799202,-0.9724119771534654
282,282,282,10-09,4.3090789176857935,-1.9399071375720802,-0.9612257601478316
283,283,283,10-10,4.671453924173567,-1.45987201486411,-1.0170653697536975
284,284,284,10-11,5.229600126607549,-0.7205004357609464,-1.1372673873570625
285,285,285,10-12,5.276852485320436,-0.6579056336722786,-0.9221108430093222
286,286,286,10-13,4.981187255586658,-1.0495708762930431,-0.5937242112941096
287,287,287,10-14,5.996262710754102,0.2950910401065207,-0.5744986135156412
288,288,288,10-15,5.796458930135733,0.03041265271919593,-0.4290614795419764
289,289,289,10-16,4.758533503856016,-1.3445184281932998,-0.3400610909234822
290,290,290,10-17,5.8883367049224455,0.15212236808104268,-0.026902987587558533
291,291,291,10-18,5.679966943543046,-0.12390330196131295,-0.2743014220749587
292,292,292,10-19,6.399591839249885,0.8293777437224987,-0.3782223960715709
293,293,293,10-20,4.8757070881151,-1.1892995668178803,-0.2630912124911912
294,294,294,10-21,5.325763826654972,-0.5931131912604766,-0.3724694477122259
295,295,295,10-22,5.280003639143586,-0.653731326711022,-0.2498122274528458
296,296,296,10-23,5.392923721710929,-0.5041470432451656,-0.15741116182846174
297,297,297,10-24,6.2355251794053626,0.6120400195949676,0.037288167729079086
298,298,298,10-25,6.818109174809308,1.3837841374688031,0.15998275306432627
299,299,299,10-26,5.757569695337289,-0.02110358947263528,0.32028018927547475
300,300,300,10-27,5.8814913022537505,0.14305432075100638,0.3106207599958426
301,301,301,10-28,6.006047818902402,0.3080532905558689,0.2411277911034976
302,302,302,10-29,5.349172726223824,-0.5621036189229585,0.3818821147856967
303,303,303,10-30,5.920766772839293,0.19508220624089734,0.28176796895430256
304,304,304,10-31,7.455635637495438,2.228310079561998,0.5139819581685866
305,305,305,11-01,5.304117072447781,-0.6217884644610001,0.6735735006757579
306,306,306,11-02,6.933271164194433,1.5363382560367111,0.6592000657894131
307,307,307,11-03,6.7288947546664595,1.2656025455988975,0.6390293077629191
308,308,308,11-04,5.284070320414744,-0.648344228241028,0.35555631017663925
309,309,309,11-05,5.82940622576748,0.07405765808193332,0.4582351118075222
310,310,310,11-06,6.171685470349913,0.5274720940443187,0.244448424317438
311,311,311,11-07,5.769185934874963,-0.005715654675701842,0.3637984168848216
312,312,312,11-08,5.964955114787169,0.2536181310962056,0.7551228771151303
313,313,313,11-09,7.269473378417274,1.981702501003199,0.6911027307159792
314,314,314,11-10,7.0565181739987874,1.6996025331408244,0.5918719410244395
315,315,315,11-11,5.5394361814606965,-0.31006322031297234,0.8340367148692532
316,316,316,11-12,5.722233882031852,-0.06791264410491962,0.9458000331520694
317,317,317,11-13,6.866036444455405,1.4472729883931807,0.5080384209995285
318,318,318,11-14,6.471170988651076,0.9241980407931027,0.12327942763527112
319,319,319,11-15,5.286695124830438,-0.6448671719120467,0.04135005197762908
320,320,320,11-16,5.313807658192356,-0.6089514270447194,0.28391010951779955
321,321,321,11-17,5.168348859333159,-0.8016394742588245,0.16926901522049406
322,322,322,11-18,6.82087477225188,1.3874477011361033,0.16549601169823233
323,323,323,11-19,6.346786098079926,0.7594264226093479,0.22726609592487715
324,324,324,11-20,6.454081711914675,0.9015600196595324,0.3914010707990841
325,325,325,11-21,5.566473836181084,-0.2742466665521777,0.5738209597017906
326,326,326,11-22,6.0572334173249205,0.3758584222005223,0.524710466080187
327,327,327,11-23,5.9945935064128495,0.29287985915741443,0.5703025624938561
328,328,328,11-24,6.598435855561537,1.0927847394064825,0.6889635940122741
329,329,329,11-25,6.553288940711447,1.032979001091362,0.8449281676138863
330,330,330,11-26,6.991539785695976,1.6135262087700404,0.809498782956178
331,331,331,11-27,6.272892937999135,0.6615407750574958,0.6472722045619492
332,332,332,11-28,5.896761115763702,0.16328211425427208,0.5310620022978224
333,333,333,11-29,5.259811554628113,-0.6804796112079584,0.2341045244586946
334,334,334,11-30,6.072078460354513,0.3955235258217224,-0.18828314648651406
335,335,335,12-01,5.208262759899948,-0.7487658659434052,-0.5990744968248928
336,336,336,12-02,5.0783955873839535,-0.920799816901212,-0.876364485677779
337,337,337,12-03,4.412272605833767,-1.8032073269727764,-0.7866771643214393
338,338,338,12-04,4.640815997297594,-1.5004578188630449,-0.6256131681211564
339,339,339,12-05,5.666037375876777,-0.14235568306991986,-0.5004448101229767
340,340,340,12-06,6.8015946633203255,1.3619075030234198,-0.2829975161560802
341,341,341,12-07,5.775194832942209,0.0022442820456730827,0.21679812436931187
342,342,342,12-08,6.063291827277709,0.3838839469001672,0.5044411751024618
343,343,343,12-09,6.676025067815143,1.195566516179576,0.39501960256904206
344,344,344,12-10,5.943653820341631,0.2254004855358549,0.2761454961429874
345,345,345,12-11,5.1704281025425525,-0.7988851182704392,0.16635411437801845
346,346,346,12-12,6.263171497394079,0.6486628644670922,0.13909935936351195
347,347,347,12-13,5.2779105618879125,-0.6565040085441404,0.10262295348326796
348,348,348,12-14,5.939845334827454,0.22035541681312826,-0.06411387992466877
349,349,349,12-15,6.51081043423244,0.976708080898112,0.010095095362833187
350,350,350,12-16,5.188443317237974,-0.7750205149117655,-0.2422697553801131
351,351,351,12-17,5.506546981714053,-0.3536312665454274,-0.3353320819519308
352,352,352,12-18,5.1201212067065525,-0.8655262399905854,-0.6609910133999171
353,353,353,12-19,4.856398139984416,-1.2148779679750468,-0.9365833063082808
354,354,354,12-20,4.464820048379104,-1.73359817187479,-0.8418560744899007
355,355,355,12-21,5.262554785346473,-0.6768456765520703,-0.7338921919653093
356,356,356,12-22,5.6174966879718955,-0.20665712400148492,-0.6413434627440426
357,357,357,12-23,5.995553857830844,0.2941520286021215,-0.5328323288812233
358,358,358,12-24,5.539307363287778,-0.310233864662986,-0.08621067035881498
359,359,359,12-25,5.347883712319791,-0.5638111647981305,-0.0931230371743588
360,360,360,12-26,6.487728607548381,0.9461317792596602,-0.4448476060923353
361,361,361,12-27,5.231246214146539,-0.7183198774453332,-0.8967663496655937
362,362,362,12-28,4.0244108459457175,-2.3170045375093444,-1.0648327767621355
363,363,363,12-29,3.948652913868892,-2.4173604328374285,
364,364,364,12-30,4.7780746568234616,-1.3186324272422378,
365,365,365,12-31,,,
