,unnamed: 0,unnamed: 0,mth_day,space adventure,space adventure_norm,space adventure_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.4779928499803856,0.6859431655551902,
2,2,2,01-03,1.0828048295897328,-0.4697690240188706,
3,3,3,01-04,1.3921966848339091,0.4350355753390842,
4,4,4,01-05,1.0062471261248622,-0.6936590878236487,-0.3522825392041081
5,5,5,01-06,0.9746340739532616,-0.7861102448912222,-0.5488176462709315
6,6,6,01-07,0.8039956990619718,-1.2851356193851815,-0.5170092630551822
7,7,7,01-08,1.0747696914829692,-0.4932674768457503,-0.7207891312824259
8,8,8,01-09,1.1480648075059925,-0.2789187247243749,-0.7840194504795821
9,9,9,01-10,0.9741097418388414,-0.7876436340243783,-0.6503313456021684
10,10,10,01-11,0.8765200285086164,-1.0730410030065856,-0.5264123790516488
11,11,11,01-12,1.2489165708909515,0.016018384373259437,-0.2268094654402133
12,12,12,01-13,1.0582352486058964,-0.5416218200820643,-0.1953312186338376
13,13,13,01-14,1.6894529148744846,1.3043500048228631,-0.2927269130375129
14,14,14,01-15,1.212647457856153,-0.0900492438861207,-0.19615214012163296
15,15,15,01-16,0.7742869208293296,-1.3720178004464298,-0.15000733442075398
16,16,16,01-17,1.0746585979860357,-0.4935923655113064,0.12501243660063438
17,17,17,01-18,1.3435900090397481,0.2928872185785335,-0.15352684879527312
18,18,18,01-19,1.62248222908443,1.1084968060462659,-0.3682694236513793
19,19,19,01-20,1.1179850885956728,-0.3668857075525823,-0.16289930414627873
20,20,20,01-21,0.7720687714848371,-1.3785046930227576,-0.17370570538084348
21,21,21,01-22,1.1956365182815674,-0.13979708341582686,-0.5303063951561701
22,22,22,01-23,1.0524875400879166,-0.5584307729186949,-0.7823627890276607
23,23,23,01-24,0.6119667453921241,-1.8467169200734264,-0.7016333775174366
24,24,24,01-25,1.105348284044399,-0.4038415571826776,-0.7180373222385824
25,25,25,01-26,1.2836143686699055,0.11749076150876175,-0.6224025841595068
26,26,26,01-27,0.7384134592050391,-1.4769283613496331,-0.6423357865836269
27,27,27,01-28,1.3918464561691866,0.4340113450586269,-0.4306976838375571
28,28,28,01-29,1.0115913920135209,-0.6780299874634155,-0.5160502481417937
29,29,29,01-30,1.0461761114503505,-0.576888303597007,-0.7756262444131418
30,30,30,01-31,0.9302338677029648,-0.9159569430080968,-0.6291848695411528
31,31,31,02-01,0.7510527584378007,-1.4399652161193273,-0.5014452432648019
32,32,32,02-02,1.038861326213912,-0.5982801121176989,-0.4858203177229949
33,33,33,02-03,1.6539246992940488,1.2004491027167323,-0.5473669734567495
34,34,34,02-04,1.0436484220387579,-0.5842804342125737,-0.5462526652654263
35,35,35,02-05,0.9199033183077002,-0.946168237999534,-0.3956750520528103
36,36,36,02-06,0.9325200489107428,-0.909271093860158,-0.4422518906045471
37,37,37,02-07,1.0599867789532769,-0.5364995368436314,-0.8107102494200144
38,38,38,02-08,0.9433015036766088,-0.87774114342812,-0.9591039902427196
39,39,39,02-09,0.8979735339593393,-1.010301050176071,-0.5879760703901716
40,40,40,02-10,0.7391949644921956,-1.4746428791488049,-0.4633766387859249
41,41,41,02-11,1.6813315144347114,1.2805992811157532,-0.15497391213810374
42,42,42,02-12,1.1881556811815959,-0.1616745042346777,0.34057163881500324
43,43,43,02-13,1.6927242241053435,1.3139168230432956,0.5247082243027182
44,44,44,02-14,1.959992339307901,2.095532162290522,0.6184787382676441
45,45,45,02-15,1.2757591454126709,0.09451846275021884,0.4043783359297024
46,46,46,02-16,0.9315801488959556,-0.9120197953592492,0.5830546631721919
47,47,47,02-17,1.2420703475383583,-0.004003132911897272,0.3253486938133278
48,48,48,02-18,1.5547387008501292,0.9103834592202601,-0.08138699882907408
49,49,49,02-19,1.1639992727245791,-0.2323189931098894,-0.1774341465449234
50,50,50,02-20,1.12550911079677,-0.3448819935638893,-0.06595665894953162
51,51,51,02-21,1.0787030832940356,-0.48176442354487703,-0.11962725432921265
52,52,52,02-22,1.1602940174786662,-0.2431548697868987,-0.24970791551737306
53,53,53,02-23,1.1319565500066349,-0.32602670518998345,-0.13947368440278407
54,54,54,02-24,1.2878574507440683,0.12989949209129786,-0.05652914019089403
55,55,55,02-25,1.3901624020908032,0.4290863935776442,-0.06546332422590133
56,56,56,02-26,1.2956830893617053,0.1527852717074509,-0.1716818644226958
57,57,57,02-27,1.0603731779709729,-0.5353695277549209,-0.15015674406158971
58,58,58,02-28,0.9423697193298688,-0.8804661109676655,-0.021482544964224328
59,59,59,02-29,1.1761187719555672,-0.1968759830233469,-0.11084767486096384
60,60,60,03-01,1.5518531192610627,0.90194468667549,-0.2990904456741985
61,61,61,03-02,1.206815566635887,-0.10710438580279284,-0.4332629976394711
62,62,62,03-03,0.9094729829616826,-0.9766713531719567,-0.2300734848685788
63,63,63,03-04,0.7850967604670964,-1.3404048395465569,-0.13160985465877365
64,64,64,03-05,1.3592454538273866,0.33867096565768817,-0.3910413911348847
65,65,65,03-06,1.3781326338190358,0.39390579823548416,-0.4390865195345631
66,66,66,03-07,1.0195878913688907,-0.6546445321811761,-0.4750521834441765
67,67,67,03-08,1.1082433129919351,-0.3953751562008634,-0.2717858827315565
68,68,68,03-09,0.835683679790723,-1.1924653366296367,-0.49815976322692995
69,69,69,03-10,1.202130037689983,-0.12080703527083693,-0.6940101932262253
70,70,70,03-11,0.8948032864357583,-1.0195723173145528,-0.7490455616917004
71,71,71,03-12,0.9763141996675124,-0.7811967817602871,-0.8725709896423793
72,72,72,03-13,0.906674043899529,-0.9848567429740268,-0.8818411019935231
73,73,73,03-14,0.8548111707330832,-1.136527723904937,-0.8262297206782624
74,74,74,03-15,0.816664563879879,-1.2480860107364988,-0.651451004833357
75,75,75,03-16,1.316225667509033,0.2128612526207271,-0.6436628358918802
76,76,76,03-17,1.2533897338796909,0.029099977754879387,-0.004514627559965641
77,77,77,03-18,0.9922928720093754,-0.7344677681114268,0.3107521512335225
78,78,78,03-19,2.21798866426368,2.850032507017461,0.8079516823767849
79,79,79,03-20,1.5016313150403997,0.7550729488559917,0.9576971199900528
80,80,80,03-21,1.8367488040093305,1.735111176123077,0.8351201353109832
81,81,81,03-22,1.6234523468853015,1.1113338783003333,0.8780874949062185
82,82,82,03-23,1.0019034744574562,-0.7063619303195382,0.3451699478238543
83,83,83,03-24,1.0804472720392608,-0.4766636105400142,0.09610737158375113
84,84,84,03-25,1.1246232103237683,-0.3474727754767246,-0.10157235428641513
85,85,85,03-26,0.9906396649791624,-0.7393025085846273,-0.09040385584050632
86,86,86,03-27,1.4311772772430198,0.5490328209020797,-0.10830278820637294
87,87,87,03-28,1.6463663050388526,1.1783448689757858,-0.17561665399107548
88,88,88,03-29,0.9651809562773204,-0.8137555245147379,-0.12793029063102024
89,89,89,03-30,0.9423421264626476,-0.8805468052482293,0.136759983688632
90,90,90,03-31,1.2224594001947169,-0.06135459531639325,0.16515267262386515
91,91,91,04-01,1.5336940333695843,0.8488391373332862,-0.05419214633591874
92,92,92,04-02,1.4894294128617556,0.7193889545134785,0.005101757403311313
93,93,93,04-03,1.196345379917642,-0.13772404478291728,0.14618600180167005
94,94,94,04-04,1.0868318689422265,-0.4579921020793575,-0.07330025572887798
95,95,95,04-05,1.2317989847794937,-0.03404133885807683,-0.22005873313007795
96,96,96,04-06,0.7721482912580647,-1.3782721404996814,-0.3904861652506692
97,97,97,04-07,1.2325955798812562,-0.03171172707391354,-0.4684584835326449
98,98,98,04-08,1.1397703188714718,-0.3031756382100689,-0.4195034680586641
99,99,99,04-09,1.0363727169046455,-0.6055579544747715,-0.4357500530527789
100,100,100,04-10,1.1872709012266558,-0.16426200923547254,-0.04182553408615775
101,101,101,04-11,1.1984665211098031,-0.13152084882276535,-0.13767564557859127
102,102,102,04-12,1.5803473510488926,0.9852749733000452,-0.031234028479385983
103,103,103,04-13,1.0359437690413351,-0.6068123960285147,0.2566749597064449
104,104,104,04-14,1.3581522949105984,0.33547406438516275,0.33456824073812635
105,105,105,04-15,1.6270639847838957,1.1218959746402135,0.4023656231452151
106,106,106,04-16,1.347081406698548,0.3030976769546161,0.07917378367061917
107,107,107,04-17,1.3375636782540912,0.27526344561976723,0.09855365972798197
108,108,108,04-18,0.9172676791344628,-0.9538760635475306,0.04803458564667664
109,109,109,04-19,1.0757046797089715,-0.4905331396843379,-0.11181272337796587
110,110,110,04-20,1.2545043466155246,0.03235961989733056,0.02639450285608673
111,111,111,04-21,1.299111702954095,0.1628121204923588,-0.048111015293631015
112,112,112,04-22,1.6306356027960096,1.1323410343589315,-0.07554977258813539
113,113,113,04-23,1.184703709354992,-0.1717696632785392,-0.2387386347056961
114,114,114,04-24,0.8609726866180762,-1.1185086073145571,-0.2380508344562056
115,115,115,04-25,0.7408966680682362,-1.4696663123897018,-0.2762825652065785
116,116,116,04-26,1.2559154786679805,0.03648642139427324,-0.494328871909581
117,117,117,04-27,1.22067320177198,-0.06657826400987854,-0.3247021239941443
118,118,118,04-28,1.1832787829399665,-0.1759368058590837,-0.09903228250384737
119,119,119,04-29,1.5327200718303828,0.8459908242140809,0.3044789620877029
120,120,120,04-30,1.3239704055568595,0.2355104416272246,0.4461923275558966
121,121,121,05-01,1.5687644264637246,0.9514011551595996,0.7564279451100355
122,122,122,05-02,1.5466630793292455,0.8867666142034357,1.1010548453380486
