,unnamed: 0,unnamed: 0,mth_day,space travel,space travel_norm,space travel_ravg
54,54,54,02-24,3.0776943474916614,-0.3923580294565632,0.3469052780607514
55,55,55,02-25,3.432063080865997,0.2891215179015647,0.28086100133543784
56,56,56,02-26,3.734809837646018,0.8713278565083352,0.1199099255098352
57,57,57,02-27,3.3535736002353644,0.1381799401184166,0.15276062291486528
58,58,58,02-28,3.2485986036203243,-0.0636954129804401,0.11346890098149942
59,59,59,02-29,3.320193780841558,0.07398786539787959,-0.05466396488617529
60,60,60,03-01,2.955104393434188,-0.6281083610567584,-0.4240246092894976
61,61,61,03-02,2.9074894738038246,-0.7196756773044836,-0.6236177274694502
62,62,62,03-03,2.582406679931743,-1.3448360099115986,-0.7166681737664667
63,63,63,03-04,2.7308441808079515,-1.0593787689612988,-0.6131700262226333
64,64,64,03-05,2.958281728327262,-0.6219980907625389,-0.6396155398165535
65,65,65,03-06,3.643107425958695,0.6949767506608796,-0.643054541398681
66,66,66,03-07,2.8725945379994235,-0.7867814426202798,-0.6317335535392643
67,67,67,03-08,2.8967598079807906,-0.7403096867972487,-0.642100711660181
68,68,68,03-09,2.6177280991335974,-1.2769100827550983,-0.8272709594660893
69,69,69,03-10,2.6984987050890443,-1.121581717686799,-1.0516525500080405
70,70,70,03-11,2.3805515843077703,-1.7330195775979895,-1.0941026650318355
71,71,71,03-12,2.943038110530648,-0.6513127925908275,-1.1670199416288929
72,72,72,03-13,2.740150415053456,-1.0414821327630492,-0.744887054839459
73,73,73,03-14,2.669258310255934,-1.177813346379592,-0.3660712350749685
74,74,74,03-15,3.9347803597961866,1.2558872379815038,0.15927911313055296
75,75,75,03-16,3.8804019573804087,1.1513132009001443,-0.08883407644461368
76,76,76,03-17,4.019641750928921,1.419082511635139,0.5094801284761026
77,77,77,03-18,2.1689263380139034,-2.139991930041828,0.6920538631558549
78,78,78,03-19,4.606887409109171,2.5484030967612483,0.3969180705548952
79,79,79,03-20,3.23888734775266,-0.08237093830107793,0.2950976499249233
80,80,80,03-21,3.0139583271801085,-0.5149275176242548,-0.1238168866154978
81,81,81,03-22,3.5627228109100875,0.540390677120313,0.1496336006357869
82,82,82,03-23,2.712630725156378,-1.0944047076073875,-0.2799065751288848
83,83,83,03-24,3.022090338461086,-0.4992890065341191,-0.3043259624020742
84,84,84,03-25,3.2667244480118995,-0.02883795782678184,-0.10017621966129754
85,85,85,03-26,3.1626989951778177,-0.2288872619402145,-0.3655399891231029
86,86,86,03-27,3.6509043899125895,0.7099709388204053,-0.2718420360440466
87,87,87,03-28,2.734789325021906,-1.051791939650519,-0.41238178449147816
88,88,88,03-29,3.0049678180107064,-0.5322169891330495,-0.6234219064938965
89,89,89,03-30,2.58360710439368,-1.3425274972187082,-0.5408668148420618
90,90,90,03-31,2.608280440278288,-1.295078689841292,-0.7530384052341194
91,91,91,04-01,3.420270422308753,0.2664432879707935,-0.8430194806119321
92,92,92,04-02,2.9889302070917525,-0.5630586035319399,-0.8805266700729661
93,93,93,04-03,2.4540488699378806,-1.5916783919173951,-0.7394577252413502
94,94,94,04-04,2.887945595348875,-0.7572601258992534,-0.5552053384357273
95,95,95,04-05,3.023741428238586,-0.4961138282290126,-0.9463006402108204
96,96,96,04-06,3.1831468630781563,-0.18956436900755388,-0.7431040412787362
97,97,97,04-07,2.2000552543909317,-2.080128522679765,-0.614632212387364
98,98,98,04-08,3.6229024664384735,0.6561209900605658,-0.5215468251267196
99,99,99,04-09,2.8548802620611875,-0.8208474185691624,-0.3959802735984555
100,100,100,04-10,3.1783714862542625,-0.1987478023353864,-0.5203364164046532
101,101,101,04-11,3.41550837113588,0.2572854809405715,-0.15169481244068428
102,102,102,04-12,2.7951563886665283,-0.93570122584474,-0.278611753683351
103,103,103,04-13,3.3502150099306918,0.13172110110404858,0.003412824497681118
104,104,104,04-14,3.226922315137409,-0.10538065739543463,-0.07285661256888608
105,105,105,04-15,3.7347953785562966,0.8713000505170303,0.030023868209178774
106,106,106,04-16,2.9404112664950954,-0.6563644247347896,0.28459551956838336
107,107,107,04-17,3.736494899376673,0.8745683656089607,0.16867009504233588
108,108,108,04-18,3.5894185260547813,0.5917286823104874,0.16122825897852885
109,109,109,04-19,2.9885283296970795,-0.5638314460522362,0.17263290417791846
110,110,110,04-20,3.2037038279783965,-0.1500316737782767,0.19702716139254475
111,111,111,04-21,3.770377808193918,0.9397279217133676,0.014733572707626838
112,112,112,04-22,3.016521213426888,-0.5099988814470318,0.0945459389692968
113,113,113,04-23,3.1677399158268416,-0.21919316650054665,0.4235289602977612
114,114,114,04-24,3.8384326652118586,1.0706028798805072,0.6653123235027537
115,115,115,04-25,4.014953527827623,1.4100666819185494,0.3998045073729713
116,116,116,04-26,3.9580665773999613,1.300668505451679,0.4946540695915216
117,117,117,04-27,2.9419948975022274,-0.6533189750653265,0.5661550990787932
118,118,118,04-28,3.3124513203960504,0.059098491864269964,0.3825536740569228
119,119,119,04-29,3.3908227304403527,0.20981301042308287,0.1584395917838587
120,120,120,04-30,3.2655972395593977,-0.03100567025071552,-0.043414581166065516
121,121,121,05-01,3.315718836711752,0.06538218828016483,0.18269726282559487
122,122,122,05-02,3.3282826796566747,0.08954346775213366,0.3034045520733476
123,123,123,05-03,3.647462594077005,0.7033520888846363,0.4494543115766723
124,124,124,05-04,3.689057391984844,0.7833422273507857,0.3713121368404829
125,125,125,05-05,3.8464971683787335,1.0861115674430315,0.25111802159058416
126,126,126,05-06,3.0217940886792682,-0.4998587186678519,0.3035182101464931
127,127,127,05-07,2.940713865144156,-0.6557825032192276,0.3101565582833873
128,128,128,05-08,3.4917709767225484,0.4039445990875873,0.3039665531213592
129,129,129,05-09,3.6681742033696563,0.7431821777060015,-0.006476786275591932
130,130,130,05-10,3.6697446102819846,0.7462021963786172,0.13242173439955274
131,131,131,05-11,2.877915674835094,-0.7765484689386751,0.4395653548145008
132,132,132,05-12,3.4551567012187165,0.3335324053830164,0.31402055160036796
133,133,133,05-13,3.899000253803048,1.187079219270461,0.16068145385008878
134,134,134,05-14,3.1000718884444725,-0.34932422019721016,-0.028091925821622232
135,135,135,05-15,3.1897570706132936,-0.17685240879567365,-0.06351774859378062
136,136,136,05-16,3.0807727148665918,-0.38643808165164906,0.043116297334376726
137,137,137,05-17,2.7673873046747817,-0.9891034055716256,-0.017491410554959768
138,138,138,05-18,3.7878543318663214,0.9733366809519606,0.3483383032061603
139,139,139,05-19,3.7099045420324415,0.8234329719344418,0.4719998480139718
140,140,140,05-20,4.2414585621792025,1.8456540623695104,0.5354514278913701
141,141,141,05-21,3.575580403130378,0.5651168600511954,0.6798087765750994
142,142,142,05-22,3.2787412914343443,-0.0057286023872585475,0.5039218657402068
143,143,143,05-23,3.217781430262067,-0.12295931346924995,0.4746294432036368
144,144,144,05-24,3.2390881476016817,-0.08198478405739551,0.2974357831889769
145,145,145,05-25,3.618512346519096,0.6476784367150213,0.2953213834586621
146,146,146,05-26,3.6886153277363096,0.7824921022815517,0.5981994710838062
147,147,147,05-27,3.5689834877231577,0.5524304616693061,0.8037997137755161
148,148,148,05-28,4.223719241495928,1.8115399233636056,0.8241905621885491
149,149,149,05-29,3.859253044779904,1.1106421426810091,0.8753949870561869
150,150,150,05-30,3.3027074813225568,0.04036030642080276,0.8045570275306232
151,151,151,05-31,3.7782698675233513,0.9549049859208479,0.8672547307028143
152,152,152,06-01,3.4676012877181326,0.35746434512816944,0.483966225557025
153,153,153,06-02,3.7645999731605424,0.9286166807024526,0.16847694584688386
154,154,154,06-03,3.0278612356730985,-0.4881911075111306,0.31139348511082804
155,155,155,06-04,2.8749282455033223,-0.7822935355798379,0.244370551129804
156,156,156,06-05,3.7486062895278094,0.8978595420044676,0.22434726971691105
157,157,157,06-06,3.5691586860010767,0.5527673820347042,0.18961940764974786
158,158,158,06-07,3.405128760994839,0.23732465665081146,0.5618258188274438
159,159,159,06-08,3.6562492365207055,0.7202495082994737,0.8553410565626974
160,160,160,06-09,4.189143169907283,1.7450473595550449,0.6777124136201826
161,161,161,06-10,3.79069415594508,0.9787978908316848,0.6532770643905744
162,162,162,06-11,3.194405910767548,-0.1679123156506212,0.7353038163455875
163,163,163,06-12,3.4929205322109205,0.4061552866570546,0.7418274239009442
164,164,164,06-13,3.661051771208085,0.7294851683808898,0.6998445106613129
165,165,165,06-14,3.6766028558366624,0.7593911536316136,0.7068092270280943
166,166,166,06-15,4.058156713931303,1.4931498801172571,0.6649685823226957
167,167,167,06-16,3.8124240323010974,1.020586189032374,0.6925940647498355
168,168,168,06-17,3.0638633318276765,-0.4189561838830128,0.4511473267943694
169,169,169,06-18,3.579111883847326,0.5719081812198934,0.4783697513691256
170,170,170,06-19,2.9077392906941544,-0.7191952593519075,0.34465136197491514
171,171,171,06-20,3.761536669213737,0.9227257010801508,0.43197166861909736
172,172,172,06-21,3.6409560821983535,0.6908395437519941,0.6209947151774496
173,173,173,06-22,4.084862903724156,1.5445080288974675,0.6151795122941147
174,174,174,06-23,3.653614186541797,0.7151820954671009,0.7118489527586075
175,175,175,06-24,3.560968483170922,0.5370169639198836,0.5843592587480274
176,176,176,06-25,3.209347407676181,-0.1391786165649502,0.5249397399611194
177,177,177,06-26,3.3637695324600143,0.15778753701666984,0.3576421841411239
178,178,178,06-27,3.455567513823635,0.3343224310305467,0.42060231432868656
179,179,179,06-28,3.5628954593682765,0.5407226939774946,0.6499196691252145
180,180,180,06-29,3.8500494428086296,1.0929428765924771,0.7176880453117022
181,181,181,06-30,4.276437355641372,1.9129210926990519,0.5543825620396042
182,182,182,07-01,3.4207843647365017,0.2674316405539758,0.6327937698985727
183,183,183,07-02,2.8542573322665263,-0.8220453626159173,0.5922098014997589
184,184,184,07-03,3.7002100465516095,0.8047896781843573,0.4472668020969655
185,185,185,07-04,3.4362737035206226,0.2972188835846117,0.3102890248140757
186,186,186,07-05,3.3978280902327813,0.2232848801757166,0.3336590580385512
187,187,187,07-06,3.8490674518106935,1.0910544290017128,0.5256197707711794
188,188,188,07-07,3.493698738511432,0.4076518399008284,0.16212673187894933
189,189,189,07-08,3.4531736891174942,0.3297189137798521,0.2349598997891155
190,190,190,07-09,2.566113785421099,-1.376168555169023,0.6863596920759231
191,191,191,07-10,3.6635127826098373,0.7342178910456086,0.7398011964129941
192,192,192,07-11,4.8061929333882425,2.931683633896562,1.1309347990784178
193,193,193,07-12,4.015804648326393,1.4117034550241392,1.001178647434253
194,194,194,07-13,4.7140334049942165,2.7544534558933718,1.007994348700037
195,195,195,07-14,3.048335217143453,-0.44881799608513584,0.8613014583192649
196,196,196,07-15,2.587378735490196,-1.3352743475743216,0.5693844478397615
197,197,197,07-16,3.2058317799081992,-0.14593945123902133,0.5505768004595519
198,198,198,07-17,3.8954134831018354,1.180181571019542,0.07020886402698505
199,199,199,07-18,3.957124893028849,1.2988575707428809,0.25565502652344146
200,200,200,07-19,3.2152881131024715,-0.1277541627020303,0.6305291799431734
201,201,201,07-20,3.626926213463984,0.663858978893603,0.8163744030354741
202,202,202,07-21,3.756984010692817,0.9139705729440699,0.5153569019480847
203,203,203,07-22,3.7856678430698727,0.9691318873147828,0.11184951620912316
204,204,204,07-23,2.956240552697321,-0.6259234355047943,0.05550936241175136
205,205,205,07-24,2.6981840921273514,-1.1221867436908877,0.004655220127756339
206,206,206,07-25,3.0395071463806818,-0.4657950854862611,-0.40232427885797534
207,207,207,07-26,3.468261572173901,0.3587341251896329,-0.6679657002507606
208,208,208,07-27,2.4872102357586274,-1.5279064209703204,-0.4423691882484455
209,209,209,07-28,2.9568680847001616,-0.6247166410419287,-0.08117495418935261
210,210,210,07-29,3.6601004163294415,0.7276556365090969,-0.176449072537477
211,211,211,07-30,3.825108094954719,1.0449786606636693,-0.16481442252238587
212,212,212,07-31,2.742252426646836,-1.0374397955750074,0.17469352392863402
213,213,213,08-01,3.5045616155581962,0.4285420252801796,0.3318240205923636
214,214,214,08-02,3.5464731417763566,0.509141257735799,0.2765120159921261
215,215,215,08-03,3.4471143609947403,0.31806633894044883,0.09177378067190772
216,216,216,08-04,3.4875272693884867,0.3957836089076717,0.4513320188600651
217,217,217,08-05,3.2487258274895505,-0.0634507512576411,0.3545504102005503
218,218,218,08-06,3.864072131449385,1.1199096335539371,0.33632702649579976
219,219,219,08-07,3.2026035344311063,-0.15214762667690976,0.2142437344592252
220,220,220,08-08,3.4896162858990385,0.39980095550729583,0.0023929024427388665
221,221,221,08-09,3.0662151683523384,-0.4144334132789984,-0.094498389767456
222,222,222,08-10,2.8265538509167283,-0.8753213831912464,-0.21572037707069427
223,223,223,08-11,2.9464255342939367,-0.6447985045188103,-0.10400830877414778
224,224,224,08-12,3.4858602047880534,0.3925777097345074,-0.2928877542186133
225,225,225,08-13,3.5511445666455685,0.5181247831023693,-0.3323928118437973
226,226,226,08-14,2.9003134658621414,-0.7334757171594972,-0.09331734942246872
227,227,227,08-15,2.9429596081220653,-0.6514637590301018,-0.0256527899001871
228,228,228,08-16,3.57246796494317,0.5591313913367246,-0.24535533022166675
229,229,229,08-17,3.157538583938924,-0.2388111473851205,-0.6220938161260177
230,230,230,08-18,2.8003895000427597,-0.9256375321943704,-0.6981973581741201
231,231,231,08-19,2.3757225844524816,-1.742306132323736,-0.207092713707686
232,232,232,08-20,2.6628708376385766,-1.1900969694481118,-0.4111256204064629
233,233,233,08-21,4.4752033694072475,2.2951641077685028,-0.21999366613527974
234,234,234,08-22,2.9358864300123795,-0.6650660488559369,-0.22070846040643768
235,235,235,08-23,3.753869218996238,0.9079805782419784,-0.0990758665349604
236,236,236,08-24,2.798159345889414,-0.9299262978213181,0.1700079162941016
237,237,237,08-25,2.75521560132466,-1.0125105690948724,0.003741344579999195
238,238,238,08-26,3.5024107445575936,0.42440572752626027,0.018928241281862084
239,239,239,08-27,3.9564525897317737,1.2975646774838885,-0.3349516456448631
240,240,240,08-28,2.9832694633168058,-0.5739446686447596,0.09285514644594456
241,241,241,08-29,2.649765938570348,-1.2152987433183724,0.419131269438028
242,242,242,08-30,4.1329141595579895,1.6369144547235277,0.4600919441437858
243,243,243,08-31,3.773195291690032,0.9451461688576286,0.1185923298059709
244,244,244,09-01,3.6302078219892633,0.6701697757608074,0.02187888901302941
245,245,245,09-02,2.8909756909764885,-0.7514330085430014,0.24249122585113736
246,246,246,09-03,2.681524065554565,-1.1542253134024083,-0.13520103020863325
247,247,247,09-04,3.3380752033910754,0.1083752777102753,-0.07145355640292228
248,248,248,09-05,2.9545164197808345,-0.6292390816350959,0.08061618740040022
249,249,249,09-06,3.9720870556696073,1.3276310116918943,0.19676577903772485
250,250,250,09-07,4.104664577485907,1.5825882385807424,0.1486016704939194
251,251,251,09-08,3.2533617713514147,-0.0545354587190537,-0.056160855269671406
252,252,252,09-09,2.531252314583266,-1.4432099646652412,0.2358197092324873
253,253,253,09-10,2.6992172610331258,-1.1201998768712695,-0.03631004590080104
254,254,254,09-11,3.865494158264708,1.1226443053778568,-0.7947803457649711
255,255,255,09-12,3.1230437320902382,-0.30514751910783605,-0.9326753197850088
256,256,256,09-13,1.7382414573184743,-2.9682335606042787,-0.8063374727076211
257,257,257,09-14,2.8231302187984104,-0.8819053028392799,-0.734879297570012
258,258,258,09-15,2.9254256953071365,-0.6851828822009149,-0.968924211630262
259,259,259,09-16,2.9221663703138647,-0.6914508260456143,-1.1173328394894184
260,260,260,09-17,3.1352753271661653,-0.28162517898364275,-0.4579216014326142
261,261,261,09-18,2.660009637991726,-1.1955992862627751,-0.16676765013208295
262,262,262,09-19,3.7956008551950986,0.9882338677365464,0.008426926819713576
263,263,263,09-20,3.7315289286873377,0.8650184049639079,0.3604675794078505
264,264,264,09-21,3.472031801704353,0.3659845795098641,0.4270190132479779
265,265,265,09-22,4.020531249825415,1.4207930894832073,0.6657963622501488
266,266,266,09-23,3.3429154308693363,0.11768342405712275,0.1108072886118764
267,267,267,09-24,3.404993639807244,0.2370648077502501,-0.38828752499109537
268,268,268,09-25,2.0640380299491907,-2.341700574093088,-0.6125457603089617
269,269,269,09-26,2.174355884103736,-2.129550476653923,-1.016819144545893
270,270,270,09-27,2.77234735388987,-0.9795648323973336,-1.2834277885117296
271,271,271,09-28,2.7592005378675006,-1.0048472159383806,-1.3384134476823115
272,272,272,09-29,2.511097943447312,-1.4819684397378972,-1.2251722712297852
273,273,273,09-30,3.2334386887930604,-0.0928491472732412,-1.1577154038523163
274,274,274,10-01,2.4173498711118686,-1.6622535153779303,-0.9092023198173635
275,275,275,10-02,2.384820935411213,-1.7248092723891102,-1.0382214940341608
276,276,276,10-03,3.5477067948986227,0.5115136718123822,-1.0651751659877635
277,277,277,10-04,2.35666143137089,-1.7789622612391651,-1.1089062619603098
278,278,278,10-05,2.42700263675457,-1.6436904714595115,-1.087751496392399
279,279,279,10-06,3.0969979124063944,-0.3552357231085188,-0.8411461287267094
280,280,280,10-07,2.48335262211028,-1.5353249219704688,-1.1007841603654858
281,281,281,10-08,3.1542283119505283,-0.2451770663949698,-0.9857771324417596
282,282,282,10-09,2.7376375791959173,-1.046314518020278,-0.7600752988007663
283,283,283,10-10,2.7154827193095032,-1.0889200936968066,-0.6231366027698838
284,284,284,10-11,3.131191103314012,-0.2894794696135519,-0.27102997465520284
285,285,285,10-12,3.524245882948013,0.4663964530767754,-0.3380585347321172
286,286,286,10-13,3.5819233448979686,0.5773148467176172,-0.06490827447516079
287,287,287,10-14,2.9450995770403443,-0.6473484268564559,-0.05538559899794608
288,288,288,10-15,3.5898648730893905,0.5925870435214603,-0.20171832601307568
289,289,289,10-16,2.7451934138735066,-1.0317840408335184,-0.5073733757021024
290,290,290,10-17,2.6746338083114702,-1.1674758317043294,-0.4799136388885454
291,291,291,10-18,2.570603826680852,-1.3675338450573848,-0.1834482144296216
292,292,292,10-19,3.6675975711411732,0.7420732675989588,0.08823195545057799
293,293,293,10-20,3.870070053663473,1.1314441198970868,0.6101146874763457
294,294,294,10-21,4.437505493177817,2.2226680628026583,0.9799669674872958
295,295,295,10-22,4.373464637286063,2.099512351321088,1.2796657837151426
296,296,296,10-23,3.8285708663891453,1.0516378483613724,1.3925272301123253
297,297,297,10-24,3.5056624676525487,0.4306590523096947,1.2935119681423288
298,298,298,10-25,4.019724656641634,1.4192419459820549,0.8697134895721407
299,299,299,10-26,3.561142986621828,0.5373525480771069,0.6750746090901747
300,300,300,10-27,3.1152565954162617,-0.3201228086184703,0.406758773796924
301,301,301,10-28,3.7661924119418217,0.931679068429292,0.4665785210610995
302,302,302,10-29,2.991426951513777,-0.5582571633981317,0.3415387117332472
303,303,303,10-30,3.692299746651962,0.7895775358947482,0.5431650351018953
304,304,304,10-31,3.6296011464821087,0.6690030900149408,0.4364249086643667
305,305,305,11-01,4.190215994937868,1.747110488288995,0.2888918450478021
306,306,306,11-02,2.782227994168991,-0.9605635672436416,0.22211841638636146
307,307,307,11-03,3.305890073414005,0.046480686729904526,0.058925290171961735
308,308,308,11-04,2.7830942252019075,-0.9588977353667758,0.07349278732746707
309,309,309,11-05,3.1831380998540366,-0.18958122139165,0.0014737330676268439
310,310,310,11-06,3.6750516566443854,0.7564080729479729,0.3993120373512039
311,311,311,11-07,3.9655169459130097,1.3149961627299536,0.4738574318225633
312,312,312,11-08,4.023481292437179,1.4264662584578205,0.6545343949537836
313,313,313,11-09,3.538471289857968,0.4937530535580609,0.8694704398133811
314,314,314,11-10,3.346805346009047,0.12516404342054616,0.9854514868752888
315,315,315,11-11,3.8537373652493767,1.1000350477659346,0.991513393585946
316,316,316,11-12,4.036911878880743,1.4522943553194194,1.2166181939103142
317,317,317,11-13,3.984430061159535,1.3513676029938966,1.1728110905622704
318,318,318,11-14,4.725807018366927,2.777095060404029,1.1396082180575828
319,319,319,11-15,3.4017933708821824,0.2309104334697979,0.7925597272741639
320,320,320,11-16,3.243212568328582,-0.07405319160757905,0.7048267459261769
321,321,321,11-17,2.7709480028232254,-0.9822558969345796,0.9496931508251232
322,322,322,11-18,3.763185464675368,0.9258964672314972,0.8072623984452756
323,323,323,11-19,4.748411883531377,2.820566032387574,0.7478176730161633
324,324,324,11-20,4.281423862540162,1.9225105461249443,0.6011204344359725
325,325,325,11-21,3.216326157923879,-0.1257579191048762,0.8096893582616231
326,326,326,11-22,2.785517999268924,-0.9542366230887241,0.8713110043123847
327,327,327,11-23,3.42168188597969,0.26915764601932474,0.5892705434704516
328,328,328,11-24,3.955444657874378,1.2956263435360664,0.3494137053527672
329,329,329,11-25,3.8684472132225283,1.1283232673359749,0.44911065382535065
330,330,330,11-26,3.5330718606838016,0.4833695174188381,0.4742300098586006
331,331,331,11-27,3.5273800830649327,0.4724237717306242,0.7068782438703133
332,332,332,11-28,2.863890250484885,-0.8035204868892244,0.5895711966330643
333,333,333,11-29,4.147543083089232,1.6650470500896004,0.6570192452259529
334,334,334,11-30,3.589447322460569,0.5917840601125731,0.7197794605600567
335,335,335,12-01,4.078884749971128,1.5330115588933062,0.7182894062899373
336,336,336,12-02,3.7288833837189244,0.8599308094234606,0.8822811612746334
337,337,337,12-03,3.5227311220235498,0.4634834461099084,0.4870931187706161
338,338,338,12-04,3.3755436146075337,0.1804300430189512,0.2504484726684568
339,339,339,12-05,2.914558586843707,-0.7060812049345029,0.05452567327756441
340,340,340,12-06,2.8511173418400007,-0.8280838165003825,-0.013249246952363958
341,341,341,12-07,3.46760670476677,0.3574747625479518,-0.1094932193566495
342,342,342,12-08,3.5174260092794407,0.4532812880438904,-0.2252901274707227
343,343,343,12-09,3.2224504630247144,-0.11398038831580486,-0.290768696038128
344,344,344,12-10,3.014257904865017,-0.5143514056654881,-0.3407365747895533
345,345,345,12-11,2.7102658168286844,-1.0989526163389347,-0.3741396914574326
346,346,346,12-12,2.6952178378458806,-1.1278910890089338,-0.5216803431459315
347,347,347,12-13,3.36338916641006,0.15705606254067633,-0.4420152975262723
348,348,348,12-14,3.0570999960093634,-0.4319626220871029,-0.3711990508654249
349,349,349,12-15,3.471004962597493,0.3640098854021497,0.17310264552072094
350,350,350,12-16,3.2352042008659545,-0.08945392570040413,0.6260920241148019
351,351,351,12-17,4.408484084446017,2.1668575619779413,0.5655523545625042
352,352,352,12-18,4.108542181445468,1.5900451825555522,0.5994299796370568
353,353,353,12-19,3.174505733872873,-0.2061819547731092,0.5743384872293452
354,354,354,12-20,3.162797997957681,-0.2286968716397871,0.3813071444458505
355,355,355,12-21,3.3927196457383526,0.21346093095588056,-0.1701749634131214
356,356,356,12-22,2.6329474842066056,-1.2476419824013731,-0.3087906304411433
357,357,357,12-23,2.6878629729405934,-1.1420350851758898,-0.2865105961279257
358,358,358,12-24,3.676062070713005,0.7583511803874204,-0.4079128594556823
359,359,359,12-25,3.2440193171026506,-0.07250174889380333,-0.6713856242304739
360,360,360,12-26,2.7840236111017878,-0.9571104516063268,-0.6360340023636988
361,361,361,12-27,2.570686083963872,-1.3673756576928684,-0.5714573862438185
362,362,362,12-28,2.7432443479545134,-1.0355322512007223,-0.5437806664299988
363,363,363,12-29,2.8893416563321885,-0.7545753884566079,
364,364,364,12-30,3.762413282711086,0.9244114992703386,
365,365,365,12-31,,,
