,unnamed: 0,unnamed: 0,mth_day,witch,witch_norm,witch_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.7989320669517472,-0.6176629254205421,
2,2,2,01-03,1.2754949299552671,0.9334268617388168,
3,3,3,01-04,0.7405310554660376,-0.8077432264837653,
4,4,4,01-05,0.7279147717257943,-0.8488059915050747,-0.5293462817079325
5,5,5,01-06,0.6070346769620844,-1.2422396704895429,-0.3849563103434501
6,6,6,01-07,0.8064933966900941,-0.5930527380874864,-0.7624375150175055
7,7,7,01-08,1.0651096875334924,0.248676902766352,-0.6395937630667182
8,8,8,01-09,0.5796221631352124,-1.3314603663055151,-0.42468819013274106
9,9,9,01-10,0.9669890101882166,-0.07068071477904192,-0.3548943695861944
10,10,10,01-11,1.1240853195329241,0.4406274460987885,-0.195482462975508
11,11,11,01-12,0.7356970273236196,-0.8234767472102641,-0.2392597476857901
12,12,12,01-13,1.1003634043717319,0.3634187015766323,0.1943178659609936
13,13,13,01-14,0.9844078675275996,-0.013986805495340477,0.31091777931609604
14,14,14,01-15,1.3789066040655802,1.2700053155751867,0.19690370852190744
15,15,15,01-16,1.181936677284529,0.628918765351573,0.2763919849057575
16,16,16,01-17,0.9139045584312504,-0.2434569786663432,0.2398182710775438
17,17,17,01-18,0.8822307517371274,-0.3465470889071637,0.15529919459275338
18,18,18,01-19,1.0329411032892186,0.14397641860735014,-0.013574410984123595
19,19,19,01-20,0.8286000474976415,-0.521101264404083,0.25782123720488365
20,20,20,01-21,1.0675943010937523,0.2567636821139249,0.14800972703174234
21,21,21,01-22,1.6822446085662452,2.2572926544856164,0.3333634718544852
22,22,22,01-23,0.7114710638183078,-0.9023260397051912,0.17249889414981975
23,23,23,01-24,1.2239235874417116,0.7655753800292937,0.11206299131252603
24,24,24,01-25,0.7363931496835724,-0.8212110476206423,-0.13255049230614727
25,25,25,01-26,0.7171886754825249,-0.8837166814278452,-0.5976764712627499
26,26,26,01-27,0.6166583086800415,-1.210917219598115,-0.5013766308001929
27,27,27,01-28,0.8248019123771817,-0.5334632192539995,-0.6638025588032757
28,28,28,01-29,0.8889962904977999,-0.324526996929849,-0.6551427220511731
29,29,29,01-30,0.9244973417815692,-0.20898018798920232,-0.6712757373223514
30,30,30,01-31,0.7523572413688765,-0.7692520271080264,-0.4801928431984942
31,31,31,02-01,0.6874480530756454,-0.9805147730549152,-0.4568743803684459
32,32,32,02-02,0.968912621158374,-0.06441985485497159,-0.4905046087586176
33,33,33,02-03,0.8677886440253112,-0.3935524422737102,-0.319015746249767
34,34,34,02-04,0.8270001969469529,-0.5263083672708794,-0.2108850083147263
35,35,35,02-05,1.2406307750631014,0.8199529870639014,0.1163255250080492
36,36,36,02-06,0.9516922939581126,-0.12046759949778227,0.20040465949517852
37,37,37,02-07,1.290648679587886,0.9827484268817376,0.19092474891737107
38,38,38,02-08,1.1239094242387144,0.4400549520678047,0.29887241554202143
39,39,39,02-09,0.8503127762965278,-0.4504319057405552,-0.0125719169619522
40,40,40,02-10,1.0259977642847136,0.12137763247702282,-0.0011393444817359086
41,41,41,02-11,0.6664945619578638,-1.0487130079599405,-0.3674910086582848
42,42,42,02-12,0.972767822342495,-0.051872164616484535,-0.4982051819604072
43,43,43,02-13,0.6152928127976566,-1.2153615581775559,-0.4780372848601846
44,44,44,02-14,0.8829426361919139,-0.34423008774492936,-0.5521414875197753
45,45,45,02-15,0.8874915554842022,-0.32942452313921977,-0.4414319361823761
46,46,46,02-16,0.8893893824654115,-0.3232475834805214,-0.4823908902989336
47,47,47,02-17,0.8705835625455476,-0.3844556999355453,-0.2628781152685898
48,48,48,02-18,0.8972614914994655,-0.2976258893158297,-0.2151203933883648
49,49,49,02-19,1.0199565688238978,0.10171509200450696,0.014296467180518526
50,50,50,02-20,0.970982246244846,-0.05768375646357918,0.10843708173200124
51,51,51,02-21,1.3104131302340989,1.04707664027408,0.3960044731301687
52,52,52,02-22,1.0629341553095233,0.2415961038283749,0.4746044216594137
53,53,53,02-23,1.4007035097685046,1.3409486484534596,0.5757449111807253
54,54,54,02-24,1.0421576160686021,0.1739738018596408,0.6705601111105121
55,55,55,02-25,1.206405354642259,0.7085580291323771,0.38578114092300936
56,56,56,02-26,1.1457705925115396,0.5112074431151418,0.2900764005267268
57,57,57,02-27,0.7854335353224591,-0.6615971808509363,-0.005453254669754955
58,58,58,02-28,0.8865059737928779,-0.3326323385493205,-0.14715057398419687
59,59,59,02-29,0.8559054210357779,-0.4322292827254309,-0.33094471855238905
60,60,60,03-01,0.7809438008603278,-0.6762101140270107,-0.35151054176480834
61,61,61,03-02,0.8675875848504389,-0.39420683827677616,-0.35689167943074745
62,62,62,03-03,1.1078582511192956,0.38781250384062615,-0.25114196193792804
63,63,63,03-04,0.7755136052441653,-0.6938840068465711,-0.17453841078448096
64,64,64,03-05,1.0814517024569288,0.3018659664075965,0.07217864749076464
65,65,65,03-06,0.9971212602069476,0.027392024195251226,0.00616157190080278
66,66,66,03-07,1.2357576560612615,0.8040922356244629,-0.2493163869397273
67,67,67,03-08,0.7458875254055641,-0.7903092918165473,-0.1486494797382252
68,68,68,03-09,0.6368939967972611,-1.1450552492025543,-0.2280629017495125
69,69,69,03-10,0.9610893594118846,-0.08988256363755824,-0.2925590740157019
70,70,70,03-11,0.9350559693359644,-0.17461456566012712,-0.37932112814093183
71,71,71,03-12,0.8782249303011188,-0.35958500940188565,-0.20478599902338576
72,72,72,03-13,1.0758149889521864,0.2835199108730834,-0.06927915145764929
73,73,73,03-14,1.06763663954012,0.25690148288872905,-0.1151150713919632
74,74,74,03-15,0.8866959042062778,-0.3320141638081357,0.06520475872729321
75,75,75,03-16,0.8765925208157092,-0.3648980832434416,-0.1312125028841307
76,76,76,03-17,1.2674689677684492,0.9073044150554114,-0.12201071820488606
77,77,77,03-18,0.5161369068542806,-1.5380885790704288,-0.2364217392312162
78,78,78,03-19,1.0927781417797753,0.3387306189485513,-0.18329644975136605
79,79,79,03-20,0.8567241152329942,-0.4295646432692519,-0.2935413353496599
80,80,80,03-21,0.9846304284175718,-0.013262426929034557,-0.4998281055605616
81,81,81,03-22,0.6733601144889153,-1.0263673968332054,-0.10033834552560143
82,82,82,03-23,0.8871868669179342,-0.33041620620999856,-0.005653744181729407
83,83,83,03-24,1.252581638908815,0.8588499811393315,0.0244796028152931
84,84,84,03-25,1.2673257343395343,0.9068382270117834,0.07888362431781924
85,85,85,03-26,0.9122738360898855,-0.24876456128711685,0.045113859507292964
86,86,86,03-27,1.0849222482494765,0.3131617020861223,0.15291422286267806
87,87,87,03-28,0.6111067906608996,-1.2289859856963632,0.05628320517372857
88,88,88,03-29,1.0859128860772,0.3163859739223119,0.0030679967949837073
89,89,89,03-30,1.0744458991495085,0.27906387500563473,0.02642684336375549
90,90,90,03-31,1.1692254479334916,0.5875469767393142,-0.09559683401800943
91,91,91,04-01,0.9553350136803616,-0.10861148187448616,0.25330814164192605
92,92,92,04-02,0.8599760709410551,-0.4189803622044673,0.3749776550647757
93,93,93,04-03,1.2543003265600146,0.8644438682632498,0.4258761433872663
94,94,94,04-04,1.310206175106823,1.0464030544594096,0.33365446093965145
95,95,95,04-05,1.1682753970354047,0.5844548049405788,0.497690696479742
96,96,96,04-06,0.9992181560975044,0.034216882053625615,0.4447600921291193
97,97,97,04-07,1.2577298022701484,0.8756059313660569,0.28622319284978714
98,98,98,04-08,0.7624004416306377,-0.736563988308203,0.3951466379930069
99,99,99,04-09,0.962043362826308,-0.08677752741274355,0.06671775531293887
100,100,100,04-10,1.5110025543830663,1.6999437253187286,0.03394642608890755
101,101,101,04-11,0.5628287881332735,-1.3861184911398297,-0.00451025225536376
102,102,102,04-12,0.9388054116823518,-0.1624110932905623,0.1378545028522655
103,103,103,04-13,1.1868363251094929,0.644865861300429,0.1652269171962488
104,104,104,04-14,1.0248446502633504,0.11762454233757252,-0.0018679354235355086
105,105,105,04-15,1.0125034055204596,0.07745695865115625,0.28172007822401396
106,106,106,04-16,1.2029693172995926,0.6973746096000228,0.2551110054477202
107,107,107,04-17,1.0856128983098912,0.3154095907454673,0.17273452901305256
108,108,108,04-18,0.8897525611931618,-0.3220655299483249,0.21939498339331634
109,109,109,04-19,1.0349783097495584,0.1506070026924234,0.04560394622465738
110,110,110,04-20,1.1108614878929532,0.3975872686191553,0.02371160451748433
111,111,111,04-21,0.6921259976240665,-0.9652892643607976,-0.08395821183995729
112,112,112,04-22,1.1626115876767495,0.5660205593569846,-0.1971454749404372
113,113,113,04-23,0.8871275377570251,-0.3306093073991825,-0.18484461671720795
114,114,114,04-24,0.6810959897738486,-1.0011891085512044,-0.2451551555284859
115,115,115,04-25,1.0576544910800991,0.22441215203179884,-0.16112389886419504
116,116,116,04-26,0.999681219865434,0.03572403575148764,-0.32201726286095383
117,117,117,04-27,0.8470345396926386,-0.4611017243750527,-0.20152279163873635
118,118,118,04-28,0.8660105675965942,-0.399339624623568,-0.04390732965847932
119,119,119,04-29,1.1092546795529328,0.3923575199341223,-0.1393107549215326
120,120,120,04-30,0.9716543176157038,-0.05549633666966208,-0.15249417994295444
121,121,121,05-01,0.8817817729689125,-0.3480083995465209,-0.034387064765655805
122,122,122,05-02,0.9753780589868865,-0.04337651437704333,-0.19355423245123268
123,123,123,05-03,1.0647606781119765,0.2475409666887392,-0.17220295429336452
124,124,124,05-04,0.5725917271541613,-1.3543426307370294,0.06469888953724952
125,125,125,05-05,1.1486149783516229,0.5204651888813311,0.10128571879107598
126,126,126,05-06,1.408374184697638,1.365914726314022,0.02331632925141649
127,127,127,05-07,0.9492282518578864,-0.12848742402356195,0.2693970115105457
128,128,128,05-08,0.8316443468062158,-0.5111928516150004,0.4049117836378073
129,129,129,05-09,1.518401397449218,1.7240250602435143,0.3874320254259816
130,130,130,05-10,0.8224082432019288,-0.5412539979734597,0.4411280100683849
131,131,131,05-11,1.1163916846893285,0.4155866396103768,0.5183075454125009
132,132,132,05-12,1.5073607645261635,1.6880906341684416,0.5799668435480009
133,133,133,05-13,1.0915058967757858,0.33458978804113393,0.0775756045110579
134,134,134,05-14,0.9453110032183728,-0.14123706280200096,0.1277293538999613
135,135,135,05-15,0.5922615600057528,-1.290322373978143,0.01007090658864121
136,136,136,05-16,0.9148648421570784,-0.2403315016400395,-0.2007189413070487
137,137,137,05-17,0.8994926490380647,-0.29036404425754364,-0.13649912795960165
138,138,138,05-18,1.1187774049933124,0.4233515467943023,0.18762529429973826
139,139,139,05-19,1.2098927691429626,0.7199086681258162,0.15993458312518308
140,140,140,05-20,1.5428224970855031,1.8035094707540384,0.3833603103037311
141,141,141,05-21,0.5412147487694393,-1.4564666410254743,2.1239128173783133
142,142,142,05-22,1.3267419820659858,1.1002228614312486,2.1016054880095725
143,143,143,05-23,4.108137407760323,10.152950998189946,1.9397301424401767
144,144,144,05-24,1.0776546608249102,0.28950757058186183,1.5055655864483777
145,145,145,05-25,0.9114815020214824,-0.25134340529055604,1.6686928354335342
146,146,146,05-26,0.7424560494524626,-0.8014778651967593,1.5128447087125994
147,147,147,05-27,0.8419338539579019,-0.4777031471145354,-0.12981493369188554
148,148,148,05-28,1.039441672005083,0.16513410110564072,-0.20743699321963235
149,149,149,05-29,1.0799545574627287,0.2969931437630353,-0.3869771709708241
150,150,150,05-30,0.9345612387921902,-0.176224786584619,-0.3638473691845921
151,151,151,05-31,0.5805057641566896,-1.3285844717977076,-0.13349999262635068
152,152,152,06-01,0.7850949913803997,-0.6626990544793665,0.01627124200423001
153,153,153,06-02,1.2665708008324692,0.9043811122349134,-0.2007949517261665
154,154,154,06-03,1.3155394542044123,1.0637615088891248,-0.07382948797926754
155,155,155,06-04,0.679800984400205,-1.005404018619344,0.1458030714656091
156,156,156,06-05,1.1686174181572937,0.5855679958967749,0.14590058116741514
157,157,157,06-06,0.9853903383612422,-0.010789115128447577,-0.0221583538589898
