,unnamed: 0,unnamed: 0,mth_day,witch,witch_norm,witch_ravg
158,158,158,06-07,0.7852747469421267,-0.6621139962685303,-0.22333634603681404
159,159,159,06-08,0.9567603131642493,-0.10397249792351636,0.09191519793753374
160,160,160,06-09,0.9446751984304934,-0.14330644417782054,0.15059412591075058
161,161,161,06-10,1.260955652323732,0.8861052452267426,0.401482283579526
162,162,162,06-11,1.2767898714004036,0.937641563736076,0.4233832645503243
163,163,163,06-12,1.4478934624309752,1.4945398308842046,0.5916780229512906
164,164,164,06-13,0.8256484027308497,-0.5307081104437403,0.527700091903091
165,165,165,06-14,1.267005532580977,0.9057960524822808,0.5828969225442532
166,166,166,06-15,0.8267342272174351,-0.5271740304670183,0.8242555293989288
167,167,167,06-16,1.3627089867477054,1.2172862290737156,0.5174931548528785
168,168,168,06-17,1.7217256177849722,2.3857932048641297,0.6918621918370986
169,169,169,06-18,0.8823882672359631,-0.3460344163920975,0.8560818317949774
170,170,170,06-19,1.1470913321045926,0.5155061114615807,1.2152583110859112
171,171,171,06-20,1.5697384204935196,1.8911138922295536,0.9570253822472138
172,172,172,06-21,1.4888629036284513,1.6278848452785843,0.5490079254805549
173,173,173,06-22,0.886666046198667,-0.3321113439584692,0.5281077317236439
174,174,174,06-23,0.9695603893300582,-0.06231153573582385,0.658307924225523
175,175,175,06-24,0.8438595259990181,-0.4714355789335634,0.5071489708209126
176,176,176,06-25,1.3871106153826018,1.2967072664728554,0.2797371668401953
177,177,177,06-26,1.2910824295916246,0.9841601718018916,0.7954703542058241
178,178,178,06-27,1.0696375772171776,0.26341402139428066,0.6162454698878754
179,179,179,06-28,1.8374012764280312,2.762287780235303,0.7312016950593656
180,180,180,06-29,0.6391658833545208,-1.137660841643516,0.4623893722218406
181,181,181,06-30,1.0557771141670105,0.2183017720953775,0.3455377391220936
182,182,182,07-01,0.8915649497121886,-0.3161666705522949,0.37493574546730063
183,183,183,07-02,1.0756707263711287,0.2830503732034094,-0.29245471149696817
184,184,184,07-03,1.1238317245313387,0.4398020594655232,-0.3076185014741605
185,185,185,07-04,0.6070914276554563,-1.2420549615503096,-0.4461460651238305
186,186,186,07-05,0.6112119922567679,-1.2286435815066703,-0.3287780410938025
187,187,187,07-06,0.8004066273609887,-0.6128636098026422,-0.2837390362976385
188,188,188,07-07,1.107928600687873,0.3880414736278727,-0.5639954634997936
189,189,189,07-08,1.1586984811156091,0.5532844019803937,-0.3612347462742447
190,190,190,07-09,0.6071892718702485,-1.2417365037474075,-0.26450812212541064
191,191,191,07-10,0.980873379050874,-0.025490658197016368,-0.3265077192601053
192,192,192,07-11,0.7895239790210694,-0.6482838366136661,-0.3119078833166142
193,193,193,07-12,0.6861126422151529,-0.9848611926108098,-0.5067225821182898
194,194,194,07-13,1.1348428631923826,0.4756404892888193,-0.3112711292606395
195,195,195,07-14,0.7995647234775423,-0.61560379082966,-0.2592819031202113
196,196,196,07-15,0.9674968622746316,-0.06902778660150596,-0.07692978619360147
197,197,197,07-16,1.0767136121305894,0.2864446986455524,0.048980525453151465
198,198,198,07-17,1.125683423703311,0.4458288649459932,-0.13613627367228376
199,199,199,07-18,0.9182236873530338,-0.2293993227302921,-0.15946948446779488
200,200,200,07-19,0.7935868281971582,-0.635060305463792,-0.25440779177110023
201,201,201,07-20,0.7565508044955679,-0.7556030556027268,-0.2845692913375142
202,202,202,07-21,0.7924815720765169,-0.6386576304213378,-0.48944394957161
203,203,203,07-22,1.0211119930437649,0.10547570124706858,-0.5193960034512451
204,204,204,07-23,0.7480044995307136,-0.7834190844585819,-0.4260982707921429
205,205,205,07-24,0.8630081737139845,-0.4091116460081031,-0.2753978965158967
206,206,206,07-25,0.9655777791627479,-0.07527390950917852,-0.04909775546103745
207,207,207,07-26,1.034361421580411,0.14859919005475036,-0.13610967443882924
208,208,208,07-27,1.2096575886243868,0.7191432159078175,0.016409227942876525
209,209,209,07-28,0.8607087092360826,-0.4165958126196821,0.1447732808601246
210,210,210,07-29,1.0291675065322383,0.13169432983165258,0.16257332150946474
211,211,211,07-30,1.0996426009588882,0.3610726714953855,-0.14326468472960413
212,212,212,07-31,0.9983915017608341,0.031526334386862434,-0.2136340964295344
213,213,213,08-01,0.4705602654829093,-1.6864288473796631,-0.2535926437213197
214,214,214,08-02,1.0799341570659529,0.296926745708236,-0.34513459936489504
215,215,215,08-03,0.787046591711438,-0.6563470963703942,-0.4796391343910546
216,216,216,08-04,0.8604132661487521,-0.41755740402979935,-0.4855904836324257
217,217,217,08-05,0.8516884199836581,-0.4459545386615718,-0.2066545515825024
218,218,218,08-06,0.9874204075404442,-0.004181761061364168,-0.488410993758929
219,219,219,08-07,0.9847684337245952,-0.012813255080122994,-0.4807465288294483
220,220,220,08-08,0.5605264817726018,-1.3936119073503237,-0.4702900920863806
221,221,221,08-09,0.8011757519202976,-0.6103603067935098,-0.5922169295668654
222,222,222,08-10,0.8796893240752925,-0.3548187835713936,-0.6805678893095349
223,223,223,08-11,0.6269207634842412,-1.177515563544481,-0.6304213384060171
224,224,224,08-12,0.8245486511561076,-0.5342875195173807,-0.3836301880304884
225,225,225,08-13,1.0772117625357478,0.2880660503409841,0.000890329641762333
226,226,226,08-14,1.015476923045067,0.08713499490284872,0.1742423270675476
227,227,227,08-15,1.5100252342745637,1.6967627992399943,0.2414328542506557
228,228,228,08-16,1.1992573782957026,0.6852932009833179,0.36083445280199183
229,229,229,08-17,0.7507840379362237,-0.7743724004458326,0.20347074180967847
230,230,230,08-18,1.0446611222350326,0.18212207179063647,0.020280544695990586
231,231,231,08-19,0.7871175284139529,-0.6561162156128963,-0.34397275116002685
232,232,232,08-20,0.6777725082520549,-1.0120061877792783,-0.3024328492354968
233,233,233,08-21,0.8385376325818683,-0.4887569758961102,-0.2238476807589905
234,234,234,08-22,1.2758346651320536,0.9345326125304984,-0.1285080976581868
235,235,235,08-23,0.8956529160197982,-0.302861389586795,-0.011955159255310452
236,236,236,08-24,1.2204161496598105,0.7541595703954586,1.0427941570762829
237,237,237,08-25,1.0019785989073826,0.04320141480436178,1.3759849261201105
238,238,238,08-26,2.622164218273727,5.316489710210283,1.3490603492281716
239,239,239,08-27,1.4527626044811532,1.5103876383668529,1.3592908186938717
240,240,240,08-28,1.2262001943683212,0.7729851511788646,1.084531081433718
241,241,241,08-29,0.9145124115517986,-0.2414785727925973,0.9425234270698049
242,242,242,08-30,0.7139066434631549,-0.8943988531654636,-0.13200729074408116
243,243,243,08-31,0.7401926924086207,-0.8088445113791171,-0.5750139518977684
244,244,244,09-01,0.6413062195716764,-1.1306945966730328,-0.8085793767731412
245,245,245,09-02,0.6360960600291748,-1.1476523285552702,-0.7656028774616659
246,246,246,09-03,0.7956308933567141,-0.6284073980733729,-0.8176707635569843
247,247,247,09-04,0.9937380130223132,0.016380423076253845,-0.5061794262262641
248,248,248,09-05,0.6179214036393433,-1.2068061697373726,-0.0690731986963568
249,249,249,09-06,1.3144155571893246,1.060103512605204,0.3488730851188258
250,250,250,09-07,1.4470955308783302,1.4919427685064108,0.4392890290673584
251,251,251,09-08,1.4065647172746691,1.3600253743358257,0.2991333557554376
252,252,252,09-09,0.9623093724466606,-0.08591173438217745,0.3561375681016401
253,253,253,09-10,0.7353661657211769,-0.8245536167952706,0.10547104177428132
254,254,254,09-11,0.7230065799993208,-0.8647808956601576,-0.3532543937558251
255,255,255,09-12,0.8523210023751093,-0.4438956453589486,-0.7628857447176779
256,256,256,09-13,0.6014520019277885,-1.2604098446742276,-1.0415752196704868
257,257,257,09-14,0.6514243340171892,-1.097762731435291,-1.116156411506529
258,258,258,09-15,0.4485555388313026,-1.7580485840990312,-0.9603531599037884
259,259,259,09-16,0.5978784718358683,-1.2720407678115244,-0.974459753373818
260,260,260,09-17,1.0102241644244243,0.07003861395628624,-0.8274424142817419
261,261,261,09-18,0.8263160142939903,-0.5285352061791267,-0.5864516693553568
262,262,262,09-19,0.8724730786271253,-0.3783058101217707,-0.4080419597170468
263,263,263,09-20,1.0956819404184224,0.348181738123021,-0.12158729254649593
264,264,264,09-21,0.7774473001595888,-0.6875903262691712,0.19625916661955534
265,265,265,09-22,1.1259471527245242,0.4466872352117807,0.1776875037187328
266,266,266,09-23,1.5961624634049554,1.977117368952594,0.1544576065198878
267,267,267,09-24,0.7920798343538423,-0.6399651835840622,0.15002075679946533
268,268,268,09-25,0.8296496144743504,-0.5176851933148408,-0.059533072383179876
269,269,269,09-26,1.0875027705612603,0.32156063980048616,-0.015210538754892616
270,270,270,09-27,0.39114249582640775,-1.9449133013650424,-0.20329207514896475
271,271,271,09-28,1.2076541191283832,0.7126224369815043,0.004729113197777098
272,272,272,09-29,1.2494410439072037,0.8486281505881612,0.009929184475691669
273,273,273,09-30,1.1755592714745224,0.6081619464963889,-0.09854141888904566
274,274,274,10-01,0.8392357553020731,-0.4864847656473533,0.4038073850322563
275,275,275,10-02,0.8875411885078258,-0.3292629803879378,0.4087488132472544
276,276,276,10-03,1.3172041056893582,1.0691795221627696,0.15547365779767305
277,277,277,10-04,1.2167634609484148,0.7422710062714927,-0.12526303626117186
278,278,278,10-05,0.7825375769076629,-0.671022782109327,-0.11564755948075668
279,279,279,10-06,0.6580314644640276,-1.0762582178566804,-0.2232067755661752
280,280,280,10-07,0.85696153435711,-0.4287919049648625,-0.5492861172724665
281,281,281,10-08,0.6892597155031365,-0.9746182769004488,-0.7832198228734066
282,282,282,10-09,0.7160887894660001,-0.8872965280749779,-0.8156886900204613
283,283,283,10-10,0.7855152479160404,-0.661331227334148,-0.4499808500966718
284,284,284,10-11,0.7226824102467344,-0.8658359849916547,-0.10484038204377318
285,285,285,10-12,1.3322004648392776,1.117988821686056,-0.1580064839796727
286,286,286,10-13,1.4932153384449791,1.6420509033525297,0.062069151271495614
287,287,287,10-14,0.5912499550248175,-1.293614888515846,0.3938985169015783
288,288,288,10-15,1.1217901576815323,0.4331572834320319,0.4475722309163772
289,289,289,10-16,1.3972305225150354,1.3296449664463479,0.1821846110114723
290,290,290,10-17,0.8216279349894491,-0.5437937009028612,-0.11050190231254962
291,291,291,10-18,0.8429681135160431,-0.4743368977433735,0.10839431544007433
292,292,292,10-19,0.9536584775581768,-0.11406817659160196,0.20872254457432568
293,293,293,10-20,0.99477711030528,0.01976241799989757,-0.10583798522330858
294,294,294,10-21,1.3067415712442072,1.03512665823754,-0.0994964397049618
295,295,295,10-22,0.8173497139018726,-0.5577182123394576,0.11244614053743908
296,296,296,10-23,0.8333183417464629,-0.5057444277927804,-0.01993215650435914
297,297,297,10-24,1.2336764928845212,0.7973185837110317,0.11084890403453967
298,298,298,10-25,0.7096239383843788,-0.9083379588423912,0.15070721694204905
299,299,299,10-26,1.235867202521783,0.8044487812332906,0.5721518971158397
300,300,300,10-27,1.380218910354846,1.2742765356825962,0.6401997042723474
301,301,301,10-28,1.594267536624625,1.9709498687032856,0.6753041556051954
302,302,302,10-29,0.9587619804116628,-0.09745758485373428,0.8080347897356748
303,303,303,10-30,1.298390262402614,1.007945291708119,0.7897703331405596
304,304,304,10-31,0.9543079980686501,-0.11195415405951466,0.5751269942370213
305,305,305,11-01,1.2021973461476567,0.6948620416625995,0.16445861381908758
306,306,306,11-02,0.9845317813724324,-0.013583497738633163,0.2047842584010179
307,307,307,11-03,0.8372154275700949,-0.4930604138043163,0.008723584766358594
308,308,308,11-04,1.0331008283372445,0.14449628263784767,-0.15211405604368514
309,309,309,11-05,0.9369595958226432,-0.16841875009983698,-0.31527400544609124
310,310,310,11-06,0.6578097016410507,-1.076979998919777,-0.31788813643558395
311,311,311,11-07,0.901417958938405,-0.2840976547518371,-0.31721917312833753
312,312,312,11-08,0.9797127266964278,-0.029268283675589306,-0.5436671390229901
313,313,313,11-09,0.8384486369107205,-0.4890466339608381,-0.5445666857278227
314,314,314,11-10,0.6156523021147258,-1.2141915127300682,-0.31423945115040136
315,315,315,11-11,0.9353013144390278,-0.17381603032883292,-0.2905702977216851
316,316,316,11-12,1.0824095175121429,0.30498340854475153,-0.2785739726892335
317,317,317,11-13,0.9450511758530092,-0.14208273417953962,-0.09579504171732284
318,318,318,11-14,1.0018275122503548,0.042709666519120094,-0.007745190044609866
319,319,319,11-15,1.1753948976435191,0.6076269518706258,0.08018236956748068
320,320,320,11-16,0.7779689768071584,-0.6858924026937904,0.07869096868198015
321,321,321,11-17,1.0973925481994835,0.35374932734371034,0.10697779665822338
322,322,322,11-18,1.0796601746368408,0.2960350032317484,0.2954657720286638
323,323,323,11-19,0.9971969065666428,0.027638233677919687,0.3300029738440891
324,324,324,11-20,1.3492981871057954,1.1736375187417625,0.3007092585631097
325,325,325,11-21,1.2390629634649022,0.8148501627631778,0.3798565648621446
326,326,326,11-22,0.7239670862478239,-0.8616546943796669,0.2043395992266933
327,327,327,11-23,1.2432977067575652,0.8286331651379196,0.4126644615068428
328,328,328,11-24,0.7561010808640416,-0.7570667905809588,0.3186846536443852
329,329,329,11-25,1.3812361554544652,1.2775874073588165,0.1764018465583248
330,330,330,11-26,1.17604985549963,0.6097586715670171,0.2572612640957085
331,331,331,11-27,0.9767698230067065,-0.03884667975318448,-0.009733943410965527
332,332,332,11-28,0.8730284591280525,-0.3764981891553648,0.21968972293159408
333,333,333,11-29,0.7511018266056183,-0.7733380799021244,0.14829723098207545
334,334,334,11-30,1.1790352018082912,0.6194752074743984,0.1136703175720335
335,335,335,12-01,1.2496267129499372,0.8492324556617051,0.24040627739946144
336,336,336,12-02,1.1122164096413376,0.4019971911067654,0.2628358218937808
337,337,337,12-03,1.2104029203071642,0.7215690792113831,0.4877747592606702
338,338,338,12-04,0.9143765024014988,-0.2419209221894487,0.3018128704881902
339,339,339,12-05,1.1657685140403442,0.5762955442992117,0.14057195056222566
340,340,340,12-06,0.8362212750197316,-0.4962961251604812,0.01628638381770479
341,341,341,12-07,0.9523849862515807,-0.1182130638940824,-0.1958921688369604
342,342,342,12-08,0.8831005221867889,-0.3437162093603598,-0.2845855548879736
343,343,343,12-09,0.8192595344446347,-0.5515022367166077,-0.5794461196628778
344,344,344,12-10,0.7508734956670292,-0.7740812384955279,-0.6769940365535411
345,345,345,12-11,0.6222038689788542,-1.1928678443502136,-0.7045136377755
346,346,346,12-12,0.6563952651847469,-1.0815836265044605,-0.6244916547388857
347,347,347,12-13,0.9016536099420108,-0.28333067122583705,-0.4501478615817943
348,348,348,12-14,1.0306181152552938,0.13641568885932612,-0.19266786942642508
349,349,349,12-15,1.1406559277482058,0.4945605222259406,0.385117370243875
350,350,350,12-16,1.2255284250341059,0.7707987144366871,0.5973711433270755
351,351,351,12-17,1.6873297835375198,2.2738435936715864,0.5472623246160502
352,352,352,12-18,1.0476773171505902,0.191939011994743,0.5523788531095241
353,353,353,12-19,0.8092798390449024,-0.5839835834919893,0.3241974270138829
354,354,354,12-20,1.0400502480215903,0.16711485982016944,0.12190957581062425
355,355,355,12-21,0.7200118311733144,-0.8745280343479067,-0.44548978531762384
356,356,356,12-22,0.8526181848211044,-0.4429283927828648,-0.7050647384625558
357,357,357,12-23,0.6413498554476512,-1.1305525730979022,-0.8340595481811537
358,358,358,12-24,0.5691604039757475,-1.3655107068748495,-0.9739909627044141
359,359,359,12-25,0.5714826347527949,-1.3579524418035764,-0.8412451627294494
360,360,360,12-26,0.7820918135786746,-0.6724736273193931,-0.8729353093165564
361,361,361,12-27,0.9647238485360936,-0.07805323449811874,-0.7745191737885465
362,362,362,12-28,0.7941985609737532,-0.6330692723055072,-0.5768606384486881
363,363,363,12-29,0.8227763945219575,-0.5400557599298431,
364,364,364,12-30,0.9335366700505404,-0.17955949483569847,
365,365,365,12-31,,,
