,unnamed: 0,unnamed: 0,mth_day,deadpan,deadpan_norm,deadpan_ravg
0,0,0,01-01,,,
1,1,1,01-02,2.39403935450644,-1.6967004438660795,
2,2,2,01-03,2.309842971925352,-1.873159348271212,
3,3,3,01-04,2.859302521906708,-0.7216012025127564,
4,4,4,01-05,2.536549393944266,-1.3980276902984041,-1.6811783608171809
5,5,5,01-06,2.2020147663147585,-2.0991458626881694,-1.6497974684072665
6,6,6,01-07,2.1069247708422654,-2.298435617266463,-1.6579413358147566
7,7,7,01-08,2.483878661805378,-1.508415089406594,-1.7543690542522257
8,8,8,01-09,2.2865281663084103,-1.922022552716153,-1.5660777739935765
9,9,9,01-10,2.583242831962953,-1.3001675131375712,-1.4283138285590236
10,10,10,01-11,3.075602202510122,-0.2682800087465089,-1.1827963950285358
11,11,11,01-12,2.596414557975837,-1.2725621900808528,-0.932454954164097
12,12,12,01-13,2.8098084195948245,-0.8253310160835385,-0.5964194406891784
13,13,13,01-14,3.2005727998080866,-0.0063664442199582606,-0.19413026524491386
14,14,14,01-15,3.2485529986198025,0.0941905281333585,-0.304063489229578
15,15,15,01-16,3.734943057172463,1.1135675395280156,0.04177789943961685
16,16,16,01-17,2.7608780524473606,-0.9278793526544932,0.07377949216132652
17,17,17,01-18,3.5865123024085968,0.8024861419343159,0.022238825403388368
18,18,18,01-19,2.9014247090561414,-0.6333214597532805,-0.06041889294405221
19,19,19,01-20,3.0530187488023333,-0.3156104447675872,-0.3322816868474505
20,20,20,01-21,3.0119149813753125,-0.40175578195128503,0.370279549586233
21,21,21,01-22,2.9566361573687185,-0.517609223892374,0.09852441172378047
22,22,22,01-23,4.772217118010281,3.2874880659476076,0.0666324547951252
23,23,23,01-24,2.8085136074837567,-0.8280446852403991,-0.3142072350367697
24,24,24,01-25,2.810122292239825,-0.8246732013252122,-0.4012663558142954
25,25,25,01-26,1.9627255385419915,-2.6006485837589564,-0.4812466415855436
26,26,26,01-27,2.7626763363252924,-0.9241105066164396,-1.1863242942330798
27,27,27,01-28,2.727663272295828,-0.9974909385198628,-1.1676518937178988
28,28,28,01-29,2.7536738886340686,-0.9429778499376096,-0.9790142438550204
29,29,29,01-30,2.861970198391994,-0.7160102821493132,-0.5202281824160727
30,30,30,01-31,3.350166710760774,0.30715269785205945,-0.4918807766338614
31,31,31,02-01,3.276168809041884,0.15206778487472944,-0.36417058890799897
32,32,32,02-02,2.8438311762173285,-0.7540260719231717,-0.3866633573828095
33,33,33,02-03,3.093280497275828,-0.23122981216468816,-0.2624332729152428
34,34,34,02-04,2.689280094072192,-1.0779344607864725,-0.4655143916524072
35,35,35,02-05,3.2176243521511365,0.029370224656087362,-0.05950419969277529
36,36,36,02-06,2.768772568283292,-0.9113340145709272,-0.11963206833384728
37,37,37,02-07,4.438521807978214,2.5881289366325206,-0.060433592995068286
38,38,38,02-08,2.671693112152304,-1.1147932837696035,0.2813529033062092
39,39,39,02-09,3.2627578323406814,0.12396103986798578,0.34325072474193835
40,40,40,02-10,3.667769222766849,0.9727845170211924,0.3159956164068718
41,41,41,02-11,3.3948295548732363,0.4007571532704624,-0.2433970742300093
42,42,42,02-12,2.6907448302191477,-1.074864664581327,0.08901348653818585
43,43,43,02-13,2.8370551836884235,-0.7682272071887655,-0.024802395615537043
44,44,44,02-14,3.623340188601643,0.8796700808395671,-0.19897575160648107
45,45,45,02-15,2.936918150067097,-0.5589342530543515,-0.2251746546109948
46,46,46,02-16,3.1691341473916776,-0.07225561892447191,-0.03864999117950315
47,47,47,02-17,3.3198255917235464,0.24356373524337985,0.08840597418979773
48,48,48,02-18,3.2247400505577057,0.04428331600762325,-0.05556560212328141
49,49,49,02-19,3.2007994573652803,-0.005891414972960191,0.1891516112376055
50,50,50,02-20,3.2111687781220333,0.015840622961092194,0.2286044000251557
51,51,51,02-21,3.6375108752606806,0.90936902711097,0.15963108222979555
52,52,52,02-22,3.282082216853368,0.16446111380082934,0.17660760848851054
53,53,53,02-23,3.1223641871241354,-0.17027617152878108,0.2533710209597459
54,54,54,02-24,3.2733415797781857,0.1461424735599133,0.7428765871723035
55,55,55,02-25,3.4205628634607566,0.4546890598544519,0.7437822801595303
56,56,56,02-26,4.612557891377999,2.952874020236438,0.6571974717830393
57,57,57,02-27,3.640103753421541,0.9148031850343308,0.6167846914612831
58,58,58,02-28,3.0342014649121745,-0.3550477364581165,0.5518596502078529
59,59,59,02-29,3.0066677900075365,-0.4127528534593187,0.4136728757789225
60,60,60,03-01,3.0874698506899345,-0.2434077739606681,-0.09138720957949792
61,61,61,03-02,3.0249525688138297,-0.3744315867191302,-0.36927477331367137
62,62,62,03-03,3.16663826550376,-0.0774864919140849,-0.3628412705646632
63,63,63,03-04,2.8445487415768085,-0.7525221973707095,-0.5853444585052775
64,64,64,03-05,3.0526197247540807,-0.31644671996406765,-0.5142438992492914
65,65,65,03-06,2.3696708552079757,-1.7477719811030044,-0.4559831785309468
66,66,66,03-07,3.2910212637181635,0.183195581575248,-0.5338385077565694
67,67,67,03-08,3.191745237540464,-0.02486726240906244,-0.5777858571404172
68,68,68,03-09,2.943748847452956,-0.54461846726782,-0.4415948702167464
69,69,69,03-10,2.7187333449113544,-1.0162062936737968,-0.19940389151867244
70,70,70,03-11,3.442516346104332,0.5006992015779577,-0.2694367354818422
71,71,71,03-12,3.0630313076791302,-0.2946261089145605,-0.21816776026306492
72,72,72,03-13,3.0905265770903854,-0.2370014822037708,-0.03655775659765057
73,73,73,03-14,3.338521471925888,0.28274658890360105,0.1073534271143476
74,74,74,03-15,3.46367405272544,0.5450415547246665,-0.03998954912374022
75,75,75,03-16,3.1307318594332503,-0.15273919140180792,-0.3098353878132536
76,76,76,03-17,3.020693067540985,-0.3833586558505692,-0.3510929424587212
77,77,77,03-18,2.290498681497099,-1.913701141051641,-0.39388218406755343
