,unnamed: 0,unnamed: 0,mth_day,talking animals,talking animals_norm,talking animals_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.7212025944714825,-0.8714209210597555,
2,2,2,01-03,1.1152273443295726,0.7083331864162037,
3,3,3,01-04,1.0704557920872346,0.5288316612496222,
4,4,4,01-05,0.4051606523133057,-2.138520402599616,-0.5536497047377641
5,5,5,01-06,0.7842252543965182,-0.6187456616591902,-0.6521989691590966
6,6,6,01-07,0.7064979034758995,-0.9303760907738492,-0.7809164599742763
7,7,7,01-08,0.5737207208866519,-1.4627165075877508,-0.6768954357372924
8,8,8,01-09,0.9225978323790844,-0.06397175847487425,-0.432131445302889
9,9,9,01-10,1.226126315218634,1.1529578066715254,-0.4801618265598004
10,10,10,01-11,0.7714571651013941,-0.6699364599931957,-0.4680343970998133
11,11,11,01-12,0.7123463757630045,-0.9069279492006586,-0.2646695524997765
12,12,12,01-13,0.7246469584589991,-0.8576115140139263,-0.14932615074570146
13,13,13,01-14,0.8780621939459774,-0.2425274399875301,0.10331644408053342
14,14,14,01-15,1.0952126265759297,0.6280886520495759,0.32928208940655784
15,15,15,01-16,1.6042133912723515,2.6688133756289347,0.2297383081376213
16,16,16,01-17,1.1096214013762358,0.6858574119629509,0.5190758280396609
17,17,17,01-18,0.5633761784564543,-1.5041906368142777,0.523961470021561
18,18,18,01-19,1.1576490694753032,0.8784136053983113,0.3896765614264471
19,19,19,01-20,0.8853737009104002,-0.21321358809612992,-0.07362416944917667
20,20,20,01-21,0.8942513101210088,-0.17762079952110713,-0.4587540813752332
21,21,21,01-22,0.9108702169323564,-0.11099100962480796,-0.0352397849876472
22,22,22,01-23,0.5332631574265189,-1.6249220595933882,-0.5661298988529101
23,23,23,01-24,1.1971777830444004,1.0368951415112382,-0.5600995793326441
24,24,24,01-25,0.3631563949712367,-2.3069270777932664,-0.4948262305608819
25,25,25,01-26,0.8943982514880858,-0.1770316709745331,-0.3688387393473455
26,26,26,01-27,0.9919347969389146,0.2140192931094651,-0.19280368854965327
27,27,27,01-28,1.0994142041607642,0.6449339376564108,-0.5898232079258341
28,28,28,01-29,0.7967047900017545,-0.5687117548072353,-0.4037411464301291
29,29,29,01-30,0.6030263917462096,-1.3452219747458465,-0.30768394112323594
30,30,30,01-31,0.6416336746451129,-1.1904347088190368,-0.4705026973960511
31,31,31,02-01,1.038150685290288,0.399311560866826,-0.8734071368936567
32,32,32,02-02,0.7482717379514476,-0.7628932445274256,-0.8490290125263954
33,33,33,02-03,0.4964558567629913,-1.7724926993292225,-0.7022806184400449
34,34,34,02-04,0.8331873703363615,-0.4224430086036684,-0.6358913817699361
35,35,35,02-05,0.8226396809219645,-0.4647316102277427,-0.7484379242197616
36,36,36,02-06,0.7409871205329839,-0.7920992887983849,-0.7108150528128689
37,37,37,02-07,0.8697214733275258,-0.275967693832127,-0.4359173171297117
38,38,38,02-08,0.8045754718992428,-0.5371560160860707,-0.2712344705955239
39,39,39,02-09,0.9078484058686496,-0.12310628523027747,-0.30536852727423985
40,40,40,02-10,1.0796400952426228,0.565654070601458,0.035466018705881286
41,41,41,02-11,0.7715570608579013,-0.6695359503000387,-0.10680053181982016
42,42,42,02-12,1.2510560461484472,1.252907987082342,-0.05853934646439868
43,43,43,02-13,0.6568153948988008,-1.1295669969863356,-0.3845531290072153
44,44,44,02-14,0.8767997556565718,-0.2475889039535418,-0.7293929258755302
45,45,45,02-15,0.4199591887728378,-2.0791889804871766,-0.7110011317333723
46,46,46,02-16,0.5635771938361009,-1.5033847106084313,-1.2289647758532292
47,47,47,02-17,0.7990809218892252,-0.5591851854470916,-1.1124464942718486
48,48,48,02-18,0.4759082139228529,-1.8548738776367983,-1.1831761286371871
49,49,49,02-19,0.8311884313228759,-0.4304573074980527,-0.6730385781718459
50,50,50,02-20,0.7709507769206929,-0.6719667101455724,-0.3469719232508241
51,51,51,02-21,1.183395041596093,0.9816363223048701,-0.2665766098029617
52,52,52,02-22,1.0515455360014336,0.453015218917699,0.17859945314137635
53,53,53,02-23,0.9193948737421612,-0.07681330475991699,0.3571747027350023
54,54,54,02-24,1.1421272894651076,0.8161825000292297,0.6693217831481588
55,55,55,02-25,1.0984315461303944,0.6409941900637025,0.4743851301539928
56,56,56,02-26,1.2380880663127976,1.2009157723333668,0.106571278641407
57,57,57,02-27,0.8916666052373915,-0.1879835956601267,0.16174843835382874
58,58,58,02-28,0.5011012859093307,-1.7538678901578155,0.09240101457799947
59,59,59,02-29,1.0019691165968432,0.2542496535146135,0.0680984079978782
60,60,60,03-01,1.0383468295418916,0.4000979573742541,-0.0700135371391099
61,61,61,03-02,1.0620619803860207,0.4951785505829747,0.08265799346317708
62,62,62,03-03,1.0313994770792576,0.3722441015114384,0.5174546071837706
63,63,63,03-04,1.1201440424714644,0.7280455879535952,0.4781446037549728
64,64,64,03-05,1.1517872103186468,0.8549117921657451,0.7677489142954669
65,65,65,03-06,0.9431405399418332,0.01838963294182714,0.4642668257725509
