,unnamed: 0,unnamed: 0,mth_day,1970s,1970s_norm,1970s_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.080854006356489,-0.8088976907988594,
2,2,2,01-03,2.8826908172369494,-1.1962926568881087,
3,3,3,01-04,2.71438589233556,-1.5253168362249476,
4,4,4,01-05,2.6278358256361867,-1.6945160719810903,-1.2862265454709938
5,5,5,01-06,3.06403188106326,-0.8417837514566154,-1.4552927330393859
6,6,6,01-07,2.65032452287137,-1.6505522654763418,-1.5765197488998328
7,7,7,01-08,2.5619619530232547,-1.823294816209213,-1.4728011130216103
8,8,8,01-09,2.5106250831951185,-1.9236547520507896,-1.3372407334111909
9,9,9,01-10,3.032715516453934,-0.9030050209556146,-1.3397877461109422
10,10,10,01-11,3.0438930203856005,-0.8811537943185709,-1.08525266646552
11,11,11,01-12,3.0562146784123443,-0.8570658276551242,-0.8492452766642452
12,12,12,01-13,3.4315347223923283,-0.12334178760380995,-0.933900818297351
13,13,13,01-14,3.286307612300992,-0.4072504774015641,-0.7818889501315412
14,14,14,01-15,2.2508032438561933,-2.431588001849424,-1.0961345717275484
15,15,15,01-16,3.4992650467771966,0.009066188039244154,-0.857340316473766
16,16,16,01-17,2.079421305572913,-2.7666275238946136,-0.7261554405924565
17,17,17,01-18,3.789113688054299,0.5756997038675697,-0.6877902338197752
18,18,18,01-19,3.8341627735204193,0.6637674676840466,-0.35625928656523925
19,19,19,01-20,3.4040567684459924,-0.1770592367654765,-0.29685960656802746
20,20,20,01-21,3.2683264780323213,-0.4424023183222081,-0.16715813174309066
21,21,21,01-22,3.6815724753907495,0.365464268022515,-0.5408252400716008
22,22,22,01-23,2.477496553854212,-1.9884186749449928,-0.8167400508803931
23,23,23,01-24,2.6422676161557566,-1.6663029461034915,-1.0968072710156809
24,24,24,01-25,2.98733464789235,-0.991721397168708,-1.388898415927151
25,25,25,01-26,2.544484212765441,-1.857462557577204,-1.641247975936656
26,26,26,01-27,2.3718505112914503,-2.194949187791028,-1.459761605741236
27,27,27,01-28,2.9070699966020777,-1.1486330920345154,-1.1579857250905563
28,28,28,01-29,3.034508199039632,-0.8995004537724731,-1.0676498309615323
29,29,29,01-30,3.568467636452136,0.14435233780058787,-0.9233995030193638
30,30,30,01-31,3.264590427232265,-0.4497060323945648,-0.7632223554359724
31,31,31,02-01,2.9872122942135726,-0.9919605899241914,-0.5845068663947145
32,32,32,02-02,2.8634606327593164,-1.23388630229068,-0.4941165973011002
33,33,33,02-03,3.4555773498749356,-0.07634015778696883,-0.7283783192462437
34,34,34,02-04,3.3119308641266736,-0.3571588392107867,-0.9290211200140795
35,35,35,02-05,2.849479720146745,-1.2612179938702732,-0.8535256911500376
36,36,36,02-06,2.6487845326630928,-1.6535628370015787,-0.917390065590558
37,37,37,02-07,3.218920234541314,-0.5389880167399405,-1.071583953261248
38,38,38,02-08,2.6674503194914516,-1.6170725489338025,-1.1363523863936196
39,39,39,02-09,2.9823308412996363,-1.0015034838111074,-0.8741345013069085
40,40,40,02-10,3.1131458454153638,-0.7457694380050173,-0.6666853801691586
41,41,41,02-11,3.654269718491625,0.3120893166499929,-0.5865845959827248
42,42,42,02-12,3.285480148608161,-0.4088681101750789,-0.18376084647553792
43,43,43,02-13,3.4647627709934192,-0.058383311621337676,-0.2333727156445987
44,44,44,02-14,3.9037829388013954,0.7998699481093188,-0.32793238180567696
45,45,45,02-15,2.830063820713868,-1.2991746988254722,-0.4414621292924779
46,46,46,02-16,2.8229266120930396,-1.3131274349714868,-0.3473776312129677
47,47,47,02-17,3.3058281724018777,-0.3690891682708128,-0.28690372328589503
48,48,48,02-18,3.574241012607385,0.15563887830198267,-0.3785956759325709
49,49,49,02-19,3.6503671825477375,0.30446013594109805,-0.2104685729510215
50,50,50,02-20,3.622365191898452,0.2497182322292633,0.006907101680098189
51,51,51,02-21,3.346073668346904,-0.2904120809361759,0.15846577834643638
52,52,52,02-22,3.490088460220774,-0.008873387184768504,0.12803120706889093
53,53,53,02-23,3.7709867831622392,0.5402628917272163,0.2917029581109083
54,54,54,02-24,3.4808322866542207,-0.02696854936329009,0.2602605197870908
55,55,55,02-25,4.1527028192136015,1.286490642193202,0.4056356902693108
56,56,56,02-26,3.5258631555167,0.06106360228635847,0.38750620584306855
57,57,57,02-27,3.7922540773342,0.5818389419571444,0.42650860018194464
58,58,58,02-28,3.434446078174392,-0.11765029374222195,0.22132347549251205
59,59,59,02-29,3.8906915731884832,0.7742772577604725,-0.1799176177250206
60,60,60,03-01,2.851085249740257,-1.2580792974998856,-0.17688645754672536
61,61,61,03-02,2.921227633454805,-1.1209559171119938,-0.18648899802652014
62,62,62,03-03,3.5351662867431086,0.07925056335613011,-0.13635324413960767
63,63,63,03-04,3.762782294605554,0.5242236990783755,-0.3757054810352805
64,64,64,03-05,3.5883209874862607,0.18316422957925305,-0.2176492254667841
65,65,65,03-06,3.1560800257289614,-0.6618361636135643,-0.15274214686298318
66,66,66,03-07,3.336186003318925,-0.30974176408890763,-0.22161827673257187
67,67,67,03-08,3.1204381780172032,-0.7315134454891883,-0.2665398497118463
68,68,68,03-09,3.3237740683007324,-0.3340062158614021,-0.3171965157658507
69,69,69,03-10,3.624910567695375,0.25469426120272903,-0.44122132679233744
70,70,70,03-11,3.4328473126975334,-0.12077576674477306,-0.6965067988630257
71,71,71,03-12,2.7754273962268825,-1.4059850297724854,-0.6800464351269575
72,72,72,03-13,2.5526727255068424,-1.8414545965130364,-0.7932891741475475
73,73,73,03-14,3.170957752986415,-0.6327512630727796,-0.8176848227360045
74,74,74,03-15,2.9762133985973187,-1.0134626499849422,-0.7555441440071397
75,75,75,03-16,3.550036292889009,0.1083203696719868,-0.6853590951874927
76,76,76,03-17,3.623567319133462,0.2520683056284168,0.013156920199889566
77,77,77,03-18,2.990836903113572,-0.9848747368546038,0.17958801981904413
78,78,78,03-19,4.69653374658703,2.3496414958112566,0.35573686341555977
79,79,79,03-20,3.68176228618118,0.3658353346421477,0.2611189088657644
80,80,80,03-21,3.5168432930822564,0.04343041159415166,0.1911762431186502
81,81,81,03-22,3.2596381628745545,-0.4593873576267855,0.4000402299321579
82,82,82,03-23,3.4089017259293866,-0.16758768885426836,-0.019667483918032486
83,83,83,03-24,3.6318749755027335,0.2683091840264428,-0.07105921912985172
