,unnamed: 0,unnamed: 0,mth_day,great cinematography,great cinematography_norm,great cinematography_ravg
129,129,129,05-09,1.0729096348246503,-1.3664417406143332,-0.795349802987875
130,130,130,05-10,1.379564457446093,-0.31668737771091465,-0.7419340517732586
131,131,131,05-11,1.2903456004495524,-0.6221053182628977,-0.4632603701824651
132,132,132,05-12,1.415274420280321,-0.1944434522317906,-0.4655690812551545
133,133,133,05-13,1.6148698496573335,0.4888204567227893,-0.1866313506165469
134,134,134,05-14,1.2434743506217816,-0.7825570554337775,0.04916805804679653
135,135,135,05-15,1.5618102957840168,0.3071846432173125,0.2034714131713826
136,136,136,05-16,1.7928555761678433,1.098109074269146,0.3584628255577953
137,137,137,05-17,1.560796686919446,0.3037148124846186,0.024902520219217003
138,138,138,05-18,1.6869314807477618,0.7355050220866861,-0.05234326562072237
139,139,139,05-19,1.030230929076442,-1.512541375308681,-0.12529763523605064
140,140,140,05-20,1.1080838616154696,-1.2460317704734136,-0.2983809758529756
141,141,141,05-21,1.4339414720033474,-0.1305415744746572,-0.2163251063319341
142,142,142,05-22,1.4894883714697296,0.05960903056759612,-0.4080637587656894
143,143,143,05-23,1.7046179216896131,0.7960500296108678,0.033549640788601384
144,144,144,05-24,1.3508666762779338,-0.4149268925158456,0.1063194079619287
145,145,145,05-25,1.8042570259988864,1.1371390220170636,0.27942290618090265
146,146,146,05-26,1.2356291283939995,-0.8094131674334497,0.6629984501558137
147,147,147,05-27,1.7373440074003328,0.9080794148391867,0.6310014814527621
148,148,148,05-28,2.1617901663823282,2.3610622944170627,0.6640175935034806
149,149,149,05-29,1.6485360889744622,0.6040682173925576,0.6926461295389288
150,150,150,05-30,1.4087347852890375,-0.216830220211534,0.6759182546890333
151,151,151,05-31,1.8544349282783152,1.3089102382297533,0.5931365433643846
152,152,152,06-01,1.2063097923119432,-0.909780416532822,-0.008394770645380413
153,153,153,06-02,1.5922505727856953,0.4113891468912943,-0.2285753959918164
154,154,154,06-03,1.1074722140069533,-1.2481255896415278,-0.3154256635631823
155,155,155,06-04,1.2626203757582168,-0.7170155346860583,-0.6125885485419283
156,156,156,06-05,1.256510297325624,-0.7379318256397294,-0.26942168312343
157,157,157,06-06,1.3335906145811829,-0.4740670716427229,-0.23169824590247715
158,158,158,06-07,1.807786354619776,1.1492207759781674,0.21458139193039727
159,159,159,06-08,1.6583693203239327,0.6377297702170116,0.3980410755472477
160,160,160,06-09,1.889676935504032,1.4295522373557188,0.6477005729424836
161,161,161,06-10,1.5841744386464736,0.3837425670150443,0.8911453238938695
162,162,162,06-11,1.6940943165684483,0.7600251587316865,0.8458586710168399
163,163,163,06-12,1.760281902901098,0.9866014340655928,0.8462461913302014
164,164,164,06-13,1.7284113827451293,0.8775008587159907,0.7256880081604505
165,165,165,06-14,1.6590485362080796,0.6400548920971807,0.8209615007854777
166,166,166,06-15,1.6783717983294706,0.7062031383372128,0.8450268123122116
167,167,167,06-16,1.7511625094594228,0.9553835227652078,0.7345692168284912
168,168,168,06-17,1.7362741489083642,0.9044170278920892,0.6151028922296428
169,169,169,06-18,1.566680301151712,0.32385586116327075,0.6006565776297371
170,170,170,06-19,1.5190199715328696,0.1607029111229003,0.4417400419284682
171,171,171,06-20,1.6337281439465128,0.5533770044977471,0.5558049545875295
172,172,172,06-21,1.3998350827555412,-0.2472960758704009,0.3961589971152428
173,173,173,06-22,1.951086740088296,1.6397729987195762,0.17246036407689916
174,174,174,06-23,1.4564589587976544,-0.053458716941631734,0.28021190202442803
175,175,175,06-24,1.1745984938688947,-1.0183359370667908,0.18666384455347806
176,176,176,06-25,1.7078786031755968,0.8072121388080734,0.0489524391404968
177,177,177,06-26,1.4697642835383002,-0.007911340327952833,-0.1883175146729837
178,178,178,06-27,1.1584650932101717,-1.0735645083482883,0.102924478889051
179,179,179,06-28,1.5352181626117671,0.2161532758386936,0.6741898413989431
180,180,180,06-29,1.9669255881260512,1.693993244430576,0.3213028888266167
181,181,181,06-30,2.1758686077214007,2.4092562379925604,0.323740818834988
182,182,182,07-01,1.089365417592708,-1.3101095766258848,0.5597933661206893
183,183,183,07-02,1.4740373002784044,0.00671623972227538,0.8170163847450677
184,184,184,07-03,1.5721998938945656,0.34275077536591914,0.3083217055158389
185,185,185,07-04,1.9860589417760333,1.759491387584964,0.1372805258412965
186,186,186,07-05,1.0753245690301416,-1.3581748309447963,0.221855077075478
187,187,187,07-06,1.8760807460982825,1.3830091599453058,-0.020149619579077547
188,188,188,07-07,1.2376012044977949,-0.802662269220796,-0.23277754441858198
189,189,189,07-08,1.0498700286841072,-1.4453119402050578,-0.3571868470855275
190,190,190,07-09,1.1995219748677732,-0.9330167736711076,-0.3319562175935493
191,191,191,07-10,1.7680038577108124,1.0130355715832908,-0.6602833538502269
192,192,192,07-11,1.1195468813247471,-1.206791053992927,-0.2727503674883827
193,193,193,07-12,1.3006141229229653,-0.5869536575947597,0.06377240354970799
194,194,194,07-13,1.9168393009076856,1.5225356489502686,0.12261086248338733
195,195,195,07-14,1.6397013319349416,0.5738246860234867,0.12708056629954645
196,196,196,07-15,1.3026495130342606,-0.5799860200690314,0.7915010897316979
197,197,197,07-16,1.775838011753042,1.0398537944802455,1.0426506239387447
198,198,198,07-17,2.2840922166483684,2.779732086599982,0.6824184826456395
199,199,199,07-18,1.7408097644102252,0.9199435476475224,0.7007856492608345
200,200,200,07-19,1.285452031878866,-0.6388571988083622,0.8833439612450258
201,201,201,07-20,1.6718938928967062,0.6840276857146567,0.6503336257747764
202,202,202,07-21,1.6226237208560543,0.5153638518361162,-0.01911285433003
203,203,203,07-22,1.3674353666144312,-0.3582082183412505,-0.4360574690569063
204,204,204,07-23,1.110737769937813,-1.2369467940288563,-0.2305900902881712
205,205,205,07-24,1.0100212215453672,-1.5817241407137352,-0.4173106722218847
206,206,206,07-25,1.6455794949353804,0.5939470738040483,-0.6314514878094826
207,207,207,07-26,1.344624377535291,-0.4362958058876241,-0.5524232872191988
208,208,208,07-27,1.2472941229581074,-0.7694810416894712,0.1340593410255071
209,209,209,07-28,1.5059499354917312,0.1159609852004524,0.4912897243219017
210,210,210,07-29,2.3139518705099302,2.8819489754393786,0.2649192012022279
211,211,211,07-30,1.6361472393792629,0.5616581590646321,0.11640010475601595
212,212,212,07-31,1.248814603640291,-0.7642760649139944,0.10102243616876533
213,213,213,08-01,1.0843114960495088,-1.3274103845648957,0.04751676396384399
214,214,214,08-02,1.2203413248582995,-0.8617470532129751,-0.2064266323207173
215,215,215,08-03,1.412169296901992,-0.2050730480290756,-0.033892571468403965
216,216,216,08-04,1.8688593618502056,1.3582885977320105,0.00311385433367987
217,217,217,08-05,1.9385517086333208,1.5968625241785124,0.1933320849121144
218,218,218,08-06,1.3136766285551749,-0.5422375101014913,0.5440423862023435
219,219,219,08-07,1.4177114217010371,-0.1861010010942887,0.4889054706556282
220,220,220,08-08,1.8350394430135617,1.2425147545283997,0.18032307448213766
221,221,221,08-09,1.3155295400919866,-0.535894541309367,-0.11845277829849958
222,222,222,08-10,1.3279998047574897,-0.4932057793089327,0.06449928513422783
223,223,223,08-11,1.4148803086806094,-0.1957925925053114,0.19147203855166228
224,224,224,08-12,1.6343409737169488,0.5554748704948731,-0.07003840483601373
225,225,225,08-13,1.6402595256362542,0.575735519410318,0.14986097509986165
226,226,226,08-14,1.376683994550916,-0.3265479057976564,0.0986293273747415
227,227,227,08-15,1.7009523079228943,0.7835017383058851,-0.07906954115807434
228,228,228,08-16,1.2382049018682142,-0.8005956656596535,-0.19490694338256068
229,229,229,08-17,1.1034233606423272,-1.2619858037022065,-0.5756653026340989
230,230,230,08-18,1.431310059319996,-0.13954954285204504,-0.5500638021572573
231,231,231,08-19,0.9728954760410372,-1.7088146360989112,-0.10423863410411942
232,232,232,08-20,1.4215563410636074,-0.17293890293660685,-0.12954382977197135
233,233,233,08-21,2.4823604696458945,3.458452746624712,0.08423470112766827
234,234,234,08-22,1.1938518956994368,-0.9524268396667652,0.08024959257355213
235,235,235,08-23,1.4781179737248715,0.020685381695631336,0.3293239922675409
236,236,236,08-24,1.4243252666867383,-0.16346019417674176,0.2879713796809977
237,237,237,08-25,1.4094539809075497,-0.21436823793497872,-0.2593157654356035
238,238,238,08-26,1.3490766532864409,-0.4210545784558661,-0.2205842163179841
239,239,239,08-27,1.5231175362159453,0.1747298759251053,-0.3274205631794118
240,240,240,08-28,1.261737584452378,-0.7200375449610494,-0.15878246190299164
241,241,241,08-29,1.2908634188267087,-0.6203326994729349,-0.012966172882570848
242,242,242,08-30,1.7199011967992308,0.8483684134817792,0.3416848631405013
243,243,243,08-31,1.665029588830914,0.6605294961875461,0.5459110225717569
244,244,244,09-01,1.970681789044312,1.7068516376825669,0.43879497615186497
245,245,245,09-02,1.8810694852138203,1.4000868325126403,0.8059867130492732
246,246,246,09-03,1.0739927936198714,-1.3627338234804025,0.5312006004259083
247,247,247,09-04,1.9344489332602064,1.5828177219115145,0.4252809238549141
248,248,248,09-05,1.2382771734860378,-0.8003482622584094,0.025570105003819208
249,249,249,09-06,1.4793817033132204,0.02501143676158014,0.1657255009769252
250,250,250,09-07,1.2700993218337535,-0.6914132754240021,0.17461960888183228
251,251,251,09-08,2.126723113969589,2.2410192083512763,-0.19557211141469133
252,252,252,09-09,1.0895817038164153,-1.3093691760509596,0.591605010951379
253,253,253,09-10,1.2856052780103453,-0.6383325998676275,0.6812573845743972
254,254,254,09-11,2.6179808605267785,3.922714471938012,0.5483477606835616
255,255,255,09-12,1.6365175078546912,0.5629256784996893,0.18707262935524774
256,256,256,09-13,1.0371455266647591,-1.4888710187690155,0.3289584826639597
257,257,257,09-14,1.49350777199983,0.07336842038139317,0.4523115193648704
258,258,258,09-15,1.3382683454715252,-0.4580540561986881,-0.3958733026088412
259,259,259,09-16,1.5018090201012806,0.10178562033783747,-0.5798103333649834
260,260,260,09-17,1.1313475566375022,-1.1663944599042575,-0.01866714458939156
261,261,261,09-18,1.3141267875111216,-0.5406965060371645,-0.03352131191270135
262,262,262,09-19,2.02067427072224,1.877988113884536,0.12932814425459296
263,263,263,09-20,1.4674725267652005,-0.01575658355846557,0.11084234211110608
264,264,264,09-21,1.623698382400505,0.5190426808050776,0.2185752014782517
265,265,265,09-22,1.4694085238843522,-0.009129192523083732,0.3148995450239849
266,266,266,09-23,1.3201734498970994,-0.5199973037013836,-0.10992717848400213
267,267,267,09-24,1.4829567092222145,0.03724955523723461,-0.34444357271474985
268,268,268,09-25,1.2760705721091212,-0.6709722271633863,-0.4926280359665822
269,269,269,09-26,1.0564301773393083,-1.4228549489429518,-0.3745649266044286
270,270,270,09-27,1.3639720203129286,-0.3700640987059167,-0.31099579451921416
271,271,271,09-28,1.6763404870502048,0.6992494636498379,-0.1411610984819292
272,272,272,09-29,1.4315925491416566,-0.1385825111900974,-0.0279715972117983
273,273,273,09-30,1.7806299388579665,1.0562577314609445,0.13568893834022466
274,274,274,10-01,1.4744604487957018,0.008164780457399115,0.19256775187108024
275,275,275,10-02,1.3432818120075989,-0.4408917356308143,0.2441917434851599
276,276,276,10-03,1.4636648423135783,-0.02879121752078297,0.6877030489853978
277,277,277,10-04,1.766823060216988,1.0089934133343157,0.7973461081073205
278,278,278,10-05,2.2089451500450714,2.5224853218113292,1.0785271001349763
279,279,279,10-06,1.97280388374377,1.7141160861924811,1.5327587560067994
280,280,280,10-07,1.9672929262694547,1.6952507326233337,1.5952940617490423
281,281,281,10-08,2.1394242208383414,2.284498199600125,1.5421891250553148
282,282,282,10-09,1.573271930034135,0.3464206169326765,1.2616435943238276
283,283,283,10-10,1.6737448000966082,0.6903637931719485,0.8588178950970425
284,284,284,10-11,1.7172264603941407,0.8392121374224056,0.6947580376222753
285,285,285,10-12,1.2667618931084037,-0.7028381091682283,0.29581279085451473
286,286,286,10-13,1.6797413907612229,0.7108915877747302,0.6151013833099429
287,287,287,10-14,1.4401835896594208,-0.10917328100643857,0.6467617647381492
288,288,288,10-15,2.1328964868514007,2.2621521716652464,0.6418144299594145
289,289,289,10-16,1.7292366884511816,0.8803260817411868,0.7965872155636408
290,290,290,10-17,1.7085551514329147,0.8095281287499979,0.7013593925439032
291,291,291,10-18,1.5380357613197455,0.2257986044571289,0.5992651660363559
292,292,292,10-19,1.5128333661297666,0.13952464965630526,0.21437583786051906
293,293,293,10-20,1.2612406596176484,-0.7217386400517221,-0.03624202408717825
294,294,294,10-21,1.4582919917529222,-0.04718379738977599,0.0005150029137332424
295,295,295,10-22,1.2899729213231732,-0.6233810899449969,0.2453198305153829
296,296,296,10-23,1.7729800492569008,1.0300702907554669,0.7049378631134644
297,297,297,10-24,1.9671108876803127,1.694627570067027,0.968581069025435
298,298,298,10-25,2.3184166029747577,2.8972328452447957,0.9688072731741396
299,299,299,10-26,1.7233342506593203,0.8601205954201014,1.1748012646115948
300,300,300,10-27,1.4586884650359029,-0.045826572497548027,0.9469310329152772
301,301,301,10-28,1.651023390676532,0.6125828586797355,0.9044978689428536
302,302,302,10-29,1.373586583789759,-0.3371510994224391,0.6533930074829774
303,303,303,10-30,1.8927372923075407,1.4400285862324855,0.3631221089025103
304,304,304,10-31,1.8782992604525344,1.3906036764855372,0.4414435896424437
305,305,305,11-01,1.2145696821358771,-0.8815047960627013,0.5240877119162921
306,306,306,11-02,1.5959643495618303,0.4241023119420525,0.8582727298428118
307,307,307,11-03,1.7958756697554048,1.108447592322825,0.6222497349567071
308,308,308,11-04,1.9593204526820711,1.6679590081366795,0.4097880326632411
309,309,309,11-05,1.4790542888026201,0.023890616915858042,0.5936318675802147
310,310,310,11-06,1.505912683555896,0.11583346272474095,0.5669041798471202
311,311,311,11-07,1.5367970559602648,0.22155821343914006,0.6151379371381156
312,312,312,11-08,1.5491181084000158,0.2637361855434855,0.34387643844685645
313,313,313,11-09,1.8804161002168318,1.3978501360687978,0.12088004374688295
314,314,314,11-10,1.483874102346599,0.040390015989124485,0.06983742662759833
315,315,315,11-11,1.0882033110206886,-1.3140877512839828,-0.03530872345457988
316,316,316,11-12,1.4164490990147085,-0.1904222399909668,-0.1179692978254352
317,317,317,11-13,1.3525049483460698,-0.4093186870539291,-0.3892074298532771
318,318,318,11-14,1.4042369933473131,-0.2322272606816464,-0.14336780853957715
319,319,319,11-15,1.4050107051768763,-0.2295786560982536,-0.13286983786115455
320,320,320,11-16,1.914762935761496,1.5154277438713244,0.03599964091888588
321,321,321,11-17,1.1066033488773903,-1.2510999272134475,0.07584973128242363
322,322,322,11-18,1.7124305698699038,0.8227946326892758,0.0794540194545109
323,323,323,11-19,1.4223511304076353,-0.1702181448727026,-0.016617530767602338
324,324,324,11-20,1.410554313222208,-0.21060153164912285,-0.3475114184357186
325,325,325,11-21,1.2366238602152824,-0.806007957430933,-0.05009389143356665
326,326,326,11-22,1.3347975075708165,-0.4699355821373729,-0.13551703442946175
327,327,327,11-23,1.627893979583219,0.533405234799464,-0.08998477044687114
328,328,328,11-24,1.5627074364081623,0.3102557747139051,0.11054365656193232
329,329,329,11-25,1.5021565905908114,0.10297543902284108,0.64167098884141
330,330,330,11-26,1.7620251604299133,0.9925690304036979,0.4915898799689396
331,331,331,11-27,2.1675431130912903,2.3807560362459332,0.5734259358249767
332,332,332,11-28,1.0717468505038097,-1.3704222353721962,0.5935799507561677
333,333,333,11-29,1.7713299418201132,1.0244215699356871,0.5088024504235235
334,334,334,11-30,1.5980318480547535,0.4311798643010509,0.2840760738623027
335,335,335,12-01,1.3535650900712477,-0.4056895629730239,-0.1636308107603086
336,336,336,12-02,1.36814200312363,-0.3557892289636271,-0.004473982791540913
337,337,337,12-03,1.382836822884748,-0.30548527148973464,-0.3453035587111268
338,338,338,12-04,1.3507047319348449,-0.4154812675595898,-0.3617727902452726
339,339,339,12-05,1.1739500012860922,-1.020555885581828,-0.19524891460135824
340,340,340,12-06,1.569165842139732,0.3323644750961756,-0.2257493983522021
341,341,341,12-07,1.645435367646943,0.5934536908904622,-0.251729449632296
342,342,342,12-08,1.3146830944588586,-0.5387921314686898,-0.27281786990919715
343,343,343,12-09,1.3373009815573071,-0.4613655791702982,-0.15598879419212175
344,344,344,12-10,1.313742566263096,-0.5420117892209968,-0.19345512547703825
345,345,345,12-11,1.3787190449238351,-0.31958143127937577,-0.3954688103714547
346,346,346,12-12,1.5034977301672785,0.1075664873866769,-0.4430114356533304
347,347,347,12-13,1.2913612743301195,-0.6186284184760368,-0.23651232033433245
348,348,348,12-14,1.2313540271762151,-0.8240478831599442,-0.33487786565716443
349,349,349,12-15,1.699236793309441,0.7776291127436897,-0.20146908734279576
350,350,350,12-16,1.1413349826283532,-1.1322050611579888,-0.33388620105026995
351,351,351,12-17,1.6125477196834368,0.4808712386068359,-0.10701257214523836
352,352,352,12-18,1.2714071690743027,-0.6869361948581681,-0.10742110664279236
353,353,353,12-19,1.6890079708597707,0.7426133549541529,0.09160897171102128
354,354,354,12-20,1.2306379792417113,-0.826499090145268,0.05013534114440371
355,355,355,12-21,2.048081449911469,1.9718095828665718,-0.14619578078408188
356,356,356,12-22,1.0686431838172623,-1.3810468445576942,-0.2845953502352325
357,357,357,12-23,1.2684335869055705,-0.6971154929640776,-0.6303254351164939
358,358,358,12-24,1.0288310183820022,-1.5173336115650715,-0.5536516283150664
359,359,359,12-25,1.0830387940653297,-1.3317671543334155,-1.0736446779562034
360,360,360,12-26,1.3650259472576105,-0.3664562493367032,-0.996994680302442
361,361,361,12-27,1.1366775136931626,-1.1481487149802507,-1.283483688272441
362,362,362,12-28,1.20298942098519,-0.9211468586351248,-1.0055616793337043
363,363,363,12-29,0.7662976261896859,-2.4160495407840727,
364,364,364,12-30,1.5159514002472465,0.15019844206734742,
365,365,365,12-31,,,
