,unnamed: 0,unnamed: 0,mth_day,cult classic,cult classic_norm,cult classic_ravg
0,0,0,01-01,,,
1,1,1,01-02,4.5349882499665695,-1.2850725330136423,
2,2,2,01-03,4.51618872718826,-1.3116351222608085,
3,3,3,01-04,4.3415984890464925,-1.5583205747062,
4,4,4,01-05,3.9337370675625327,-2.134604107878843,-1.540277002017815
5,5,5,01-06,4.5030873587074165,-1.3301465639413357,-1.8308027090507129
6,6,6,01-07,4.296612462844843,-1.6218831103060598,-1.9561888989673728
7,7,7,01-08,3.301280663053047,-3.0282267752110292,-2.026490680385749
8,8,8,01-09,3.983740513313517,-2.0639522617607686,-1.9903922512110777
9,9,9,01-10,4.043064352445748,-1.9801312632164567,-2.006096792108833
10,10,10,01-11,4.087027825902928,-1.9180135328308152,-1.7790516227593125
11,11,11,01-12,4.436398557043606,-1.4243738093278695,-1.148935942376682
12,12,12,01-13,5.260752093926962,-0.25961209420893105,-0.8142188846380396
13,13,13,01-14,5.977045584031968,0.752467307084751,-0.2867719456394265
14,14,14,01-15,5.405105176079056,-0.055649915328913946,-0.10933303955057642
15,15,15,01-16,6.282849936250278,1.1845503707752214,0.13539039678203166
16,16,16,01-17,4.840516138146024,-0.8533800962977147,0.2629645824066067
17,17,17,01-18,5.4756083508430216,0.0439668086677788,-0.05420548821578408
18,18,18,01-19,5.80249155755911,0.505833019538519,-0.41339799433568536
19,19,19,01-20,4.630193608470188,-1.1505531166495937,-0.6753144188254082
20,20,20,01-21,3.879806349726232,-2.2108049520483206,-0.6443714612966664
21,21,21,01-22,5.170630699851882,-0.3869481761631157,-0.9390177035132554
22,22,22,01-23,4.971914360543014,-0.6677223511252641,-1.2223621313372288
23,23,23,01-24,4.2244030506628105,-1.7239106446317547,-1.3758988390933078
24,24,24,01-25,4.599279029875548,-1.1942335474053205,-1.283274673088081
25,25,25,01-26,3.978205172875572,-2.071773363186067,-1.4708803301640463
26,26,26,01-27,4.273131737345875,-1.6550599560169608,-1.3341949269941509
27,27,27,01-28,4.3739696234662855,-1.512582118618907,-1.0650217908388269
28,28,28,01-29,5.552344301264024,0.15239006789410958,-1.0066968475678424
29,29,29,01-30,5.367437667666692,-0.1088718276998108,-0.8846544596795551
30,30,30,01-31,4.846953928439916,-0.8442838877794144,-0.8166985789062947
31,31,31,02-01,4.4964540445520935,-1.3395190358563438,-0.6095847938670215
32,32,32,02-02,4.5617040862150535,-1.2473246713773989,-0.7001015919967895
33,33,33,02-03,5.253471305320533,-0.26989940838326737,-0.7519584710879968
34,34,34,02-04,5.167967780038762,-0.3907107208844984,-0.6098908088829148
35,35,35,02-05,5.1472291848378875,-0.4200131022470551,-0.3877365056749949
36,36,36,02-06,5.45023945008097,0.008122085451078563,-0.1512806948325329
37,37,37,02-07,5.439824778013773,-0.006593216608824528,-0.2895886497392352
38,38,38,02-08,5.565805688050588,0.1714101936773734,-0.3205738034047359
39,39,39,02-09,4.666151253537404,-1.0997471378234809,-0.3530911012711109
40,40,40,02-10,5.03639037317445,-0.5766216428775024,-0.4438714659340949
41,41,41,02-11,5.0091455794544535,-0.6151168894453054,-0.5320410780486603
42,42,42,02-12,5.064743702488424,-0.5365601025268254,-0.3781787536899448
43,43,43,02-13,5.065415502800669,-0.5356108892962171,-0.05268128090592717
44,44,44,02-14,6.2191768435332335,1.0945841398296667,-0.055159359817215405
45,45,45,02-15,6.04836526067636,0.8532376988806248,-0.009904572357983256
46,46,46,02-16,5.025867294906956,-0.5914901163452319,0.015419678647259146
47,47,47,02-17,5.201318503505858,-0.34358816468991243,0.11583278053491484
48,48,48,02-18,5.172282277704875,-0.384614596495371,-0.08929020100519225
49,49,49,02-19,5.4918163431582965,0.06686772202971712,-0.3123424460860013
50,50,50,02-20,5.348129041392623,-0.13615374941097594,-0.021658549298360624
51,51,51,02-21,5.101181447427337,-0.4850757716042293,0.07437942032753876
52,52,52,02-22,6.2602466292626975,1.1526132643806122,0.14505207425429098
53,53,53,02-23,5.609140492717388,0.2326396530654839,0.2462972391727521
54,54,54,02-24,5.472391311866439,0.03942132706514249,0.8137964347377803
55,55,55,02-25,5.92175051102893,0.6743387115404837,0.9641454837869836
56,56,56,02-26,7.7579951778051806,3.2688414239791928,0.6618916070914856
57,57,57,02-27,5.739633598156401,0.4170185226909909,0.3792482045165866
58,58,58,02-28,4.976735766621424,-0.6609099957923762,0.4639044371131149
59,59,59,02-29,4.408904845039501,-1.4632207623839104,0.12388814407691152
60,60,60,03-01,5.831881139807985,0.5473587226443122,-0.5160827850729885
61,61,61,03-02,4.477882824836619,-1.3657590466767362,-0.6519530528855576
62,62,62,03-03,5.040380276322728,-0.5709841509202076,-0.5383343469398016
63,63,63,03-04,5.162665102155606,-0.39820308418442346,-0.2703600794994477
64,64,64,03-05,5.459213757888144,0.020802239882159856,-0.3749971697988092
65,65,65,03-06,5.5468485066009965,0.14462484225821312,-0.24794131182519294
66,66,66,03-07,5.387543275550555,-0.08046381915185677,-0.18302833254840645
67,67,67,03-08,5.017421227633132,-0.6034238988350389,-0.1421115909554785
68,68,68,03-09,5.31603104692343,-0.18150627525948831,-0.22350866588895515
69,69,69,03-10,5.3364166611846295,-0.15270263462685596,-0.4081241984535195
70,70,70,03-11,5.113563832710859,-0.4675802097187,-0.4479721447505159
71,71,71,03-12,4.762884892802123,-0.9630683531291726,-0.37399011757945216
72,72,72,03-13,5.2183303195901365,-0.31955149693383544,-0.6211397309411621
73,73,73,03-14,5.331583403326066,-0.15953173580865634,-0.8002989415506171
74,74,74,03-15,4.266518574443469,-1.6644039554297485,-0.8633636226189342
75,75,75,03-16,4.575623133989828,-1.2276578982835846,-1.0588063216436072
76,76,76,03-17,4.845761797927566,-0.8459682961286028,-0.8547310855415904
77,77,77,03-18,3.9329440828954376,-2.1357245472772117,-0.4803715323381649
78,78,78,03-19,6.084928906171384,0.9048999196782664,-0.3525110046612774
79,79,79,03-20,6.921288582043091,2.0866255834118963,-0.01729064595998364
80,80,80,03-21,4.809473979914285,-0.8972407893684232,0.01319865380066565
81,81,81,03-22,5.999125047267432,0.7836642539241778,0.2914638537840399
82,82,82,03-23,4.975233577958841,-0.6630324975647071,0.20894460513448485
83,83,83,03-24,5.114587841375728,-0.4661333473769663,0.04243071495859304
84,84,84,03-25,5.734513708270044,0.4097844277809362,0.4949463305296105
85,85,85,03-26,6.214192980299246,1.0875422423565453,0.4661636316539721
86,86,86,03-27,6.731066233585631,1.8178529040576807,0.6620610128228944
87,87,87,03-28,5.8769002901628875,0.6109680606703481,0.6867479725473764
88,88,88,03-29,5.8071051802099385,0.5123517894488264,0.4732608095015225
89,89,89,03-30,5.219420180726936,-0.3180115890300743,0.4185303276001348
90,90,90,03-31,4.827947692311635,-0.8711385504941873,0.10350893257315456
91,91,91,04-01,5.981781840346218,0.7591593509482195,-0.16045704719615467
92,92,92,04-02,5.393338536253638,-0.07227546610419996,-0.2796785209562391
93,93,93,04-03,4.755977686602773,-0.9728278179455072,-0.28795682276126794
94,94,94,04-04,5.300835224951995,-0.20297705311167988,-0.2295706478501393
95,95,95,04-05,5.1842666521530685,-0.3676813998602477,-0.12777798251291084
96,96,96,04-06,5.075882608964512,-0.5208215010274152,-0.07938954318822168
97,97,97,04-07,6.414040950224117,1.3699153429715902,-0.10088258719957806
98,98,98,04-08,5.598818406945473,0.21805516984393492,-0.0003808541456108197
99,99,99,04-09,4.664708202282496,-1.1017860820136456,-0.1032303497969157
100,100,100,04-10,5.727612434559119,0.4000333452121236,-0.3386071807861603
101,101,101,04-11,4.747519748097256,-0.9847783737680768,-0.6840540570971746
102,102,102,04-12,4.0763628585755685,-1.9330824869628829,-0.7455230702790332
103,103,103,04-13,4.947112475862926,-0.702765914894495,-0.6008443689194455
104,104,104,04-14,5.337792321863237,-0.15075890924721705,-0.6618047489861897
105,105,105,04-15,5.2790814133660415,-0.2337138738561193,-0.4790380922322661
106,106,106,04-16,5.468746242794002,0.034271064811657835,-0.20796943992562114
107,107,107,04-17,5.523632173310639,0.1118215667554646,-0.21637957690215628
108,108,108,04-18,5.227446720793873,-0.3066705731230129,-0.12720929261216574
109,109,109,04-19,4.9113991136930215,-0.7532267367537059,-0.30599589815354755
110,110,110,04-20,5.7164509176182055,0.3842627964927261,-0.3100915342807357
111,111,111,04-21,4.5198701409882025,-1.3064335071044098,-0.20742764118541912
112,112,112,04-22,5.451354262528459,0.009697248048528714,-0.08353352993169981
