,unnamed: 0,unnamed: 0,mth_day,time loop,time loop_norm,time loop_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.1912326556036097,-0.49669812414965897,
2,2,2,01-03,1.38904321919432,0.20863726210690645,
3,3,3,01-04,1.0553267510306912,-0.9812993605873128,
4,4,4,01-05,0.9932684374834332,-1.2025813981171936,-0.5753662448719368
5,5,5,01-06,1.4567004474210992,0.4498834136679689,-0.8570367874734292
6,6,6,01-07,0.9294500750258388,-1.4301392621523306,-1.1427355352942958
7,7,7,01-08,0.7172674197919314,-2.1867213797586125,-0.8173599530948525
8,8,8,01-09,0.9082997480050078,-1.5055552248182955,-0.6150469102975684
9,9,9,01-10,1.6028341798167651,0.9709541326093484,-0.6119721888272672
10,10,10,01-11,1.3336993116230027,0.011296858666511008,-0.3325401062818418
11,11,11,01-12,1.4618742617407183,0.4683317424897764,0.02503134246172034
12,12,12,01-13,1.3996486682964482,0.24645323312022185,0.22161238152516294
13,13,13,01-14,1.3189506290405508,-0.0412926872972401,0.02052011328485448
14,14,14,01-15,1.2390854158113498,-0.3260689904376399,-0.13991061602718646
15,15,15,01-16,1.2644574952826328,-0.2355994768325023,-0.024976012423397087
16,16,16,01-17,1.0637435407868578,-0.9512875172057348,0.04159516341603441
17,17,17,01-18,1.655273990362902,1.1579393641125126,-0.29667115868121496
18,18,18,01-19,1.5116675637179593,0.6458802881568109,-0.3871857487632957
19,19,19,01-20,0.7497520339755284,-2.0708906198807364,-0.5030746501924548
20,20,20,01-21,1.0867770890817534,-0.8691565309301241,-0.4890483010689167
21,21,21,01-22,1.0694519757614134,-0.9309328854074574,-0.9714803785249186
22,22,22,01-23,1.0873455895084392,-0.8671294224645061,-1.1505259217150352
23,23,23,01-24,0.843488592988017,-1.736653100623499,-0.9837211422587308
24,24,24,01-25,1.2103887636156865,-0.4283929709838895,-1.0713344897196004
25,25,25,01-26,1.030433378568158,-1.0700619431429093,-0.8941358514263099
26,26,26,01-27,0.9393506649125346,-1.3948366156953422,-1.0160486336926502
27,27,27,01-28,1.3676230007060106,0.13225894435228636,-1.0682183296731458
28,28,28,01-29,0.8822037239031516,-1.5986061160625475,-1.265894635895202
29,29,29,01-30,0.755702976397636,-2.0496712765064733,-1.1914326017589414
30,30,30,01-31,0.8777600967072214,-1.6144508083162263,-1.2234142962747905
31,31,31,02-01,1.1557301712055823,-0.6232897383253448,-1.0175843386721553
32,32,32,02-02,0.8855352703637787,-1.5867267827904368,-0.7940027198959344
33,33,33,02-03,1.7139717650859032,1.3672386899680966,-0.2491802602577949
34,34,34,02-04,1.2584230959670406,-0.257116403405222,0.16222970055369293
35,35,35,02-05,1.6724722742195566,1.2192634813223644,0.22417372143486367
36,36,36,02-06,1.5700370287936831,0.8540089565527001,0.5304607997626917
37,37,37,02-07,1.2599629823220977,-0.2516256130383204,0.3346919450964174
38,38,38,02-08,1.4009225947355175,0.2509956871765309,0.413108238825838
39,39,39,02-09,1.3845527548141796,0.19262556197045091,0.3767318378514604
40,40,40,02-10,1.3903736961457962,0.2133813589713014,0.021636997461701463
41,41,41,02-11,1.6112619349822233,1.0010050754760982,0.20870150971123355
42,42,42,02-12,0.9725211927165076,-1.2765600857858532,0.31615293888364066
43,43,43,02-13,1.5747352508080683,0.8707614604588721,0.262219757627319
44,44,44,02-14,1.5817304331968334,0.8957042622109738,-0.0220995807264797
45,45,45,02-15,1.2937997327333712,-0.1309735255674792,-0.5825636414118881
46,46,46,02-16,0.9119513485191452,-1.4925346711514906,-0.4277054256574776
47,47,47,02-17,0.6681726142698377,-2.3617792886363524,-0.7289041626820959
48,48,48,02-18,1.2331001303275226,-0.34741079125938984,-0.6815749009838847
49,49,49,02-19,1.0679100460793414,-0.9364309616888384,-0.3275496668395568
50,50,50,02-20,1.6613710817162022,1.1796798324002415,0.10150963494790297
51,51,51,02-21,1.8895157491643064,1.9931778792984889,0.3455494109352009
52,52,52,02-22,1.633926714741946,1.0818211395732678,0.6079864727720927
53,53,53,02-23,1.0788167977366678,-0.8975406327125649,0.7598519831615289
54,54,54,02-24,1.6747013100264163,1.2272115797619614,0.780953225927567
55,55,55,02-25,1.3234531773510625,-0.02523789935222168,0.3128441525457029
56,56,56,02-26,1.6968780091043263,1.3062872889964698,0.08581365493072612
57,57,57,02-27,1.1018315799151293,-0.8154765609926958,0.23005057640607346
58,58,58,02-28,1.2519039361272717,-0.2803618461165929,0.06810363743528709
59,59,59,02-29,1.3215233508196218,-0.0321191038604811,-0.27156090406575434
60,60,60,03-01,1.4021942228125983,0.2555299459372434,-0.8229185301266969
61,61,61,03-02,0.7519018073621374,-2.0632251483584705,-0.7355007138061461
62,62,62,03-03,0.7691120281857474,-2.001858467369186,-0.747874251773243
63,63,63,03-04,1.2489289850745011,-0.2909696630693905,-0.7851000910116156
64,64,64,03-05,1.2310830622572726,-0.354603073919174,-0.989573830276932
65,65,65,03-06,1.2588836672022072,-0.25547413929071755,-0.7237100024763591
66,66,66,03-07,1.0581275584284051,-0.9713124896546548,-0.4098329268621276
67,67,67,03-08,1.199269184417158,-0.4680421815550328,-0.516201256405262
68,68,68,03-09,1.297270992859077,-0.11859601368379764,-0.4732198894303634
69,69,69,03-10,1.0699436714908477,-0.9291796403281972,-0.4709798895412118
70,70,70,03-11,1.3034075358980537,-0.09671487206978197,-0.5689481837804093
71,71,71,03-12,1.262652900810643,-0.24203413995580755,-0.4993251205369778
72,72,72,03-13,0.8932769309815605,-1.5591222550898405,-0.40652709612427296
73,73,73,03-14,1.3164234714197265,-0.050303802094443316,-0.3612610349176269
74,74,74,03-15,1.4534216400563338,0.4381921327924307,-0.4754507749763153
75,75,75,03-16,1.1461125856269196,-0.6575832730883201,-0.5591002098145444
76,76,76,03-17,1.1112611844396325,-0.7818533124219127,-0.1226145373969792
77,77,77,03-18,1.1218965272742474,-0.7439307489851824,-0.20033538957663927
78,78,78,03-19,1.627748603969044,1.0597917794155511,-0.3624273262798821
79,79,79,03-20,1.1856430863265852,-0.5166289151724042,-0.1468885866764245
80,80,80,03-21,1.18067056607762,-0.5343594874270255,0.3549939084248208
81,81,81,03-22,1.5087982559110067,0.6356491645324255,0.5611377815853691
