,unnamed: 0,unnamed: 0,mth_day,star wars,star wars_norm,star wars_ravg
47,47,47,02-17,0.9376540493466504,-0.12434232141406144,0.02737739078437992
48,48,48,02-18,0.9537858940298808,-0.06383380481378756,-0.2623816580092844
49,49,49,02-19,0.9397394436774412,-0.11652027006404199,-0.3808504970533657
50,50,50,02-20,0.8498738905074733,-0.4535946358636613,-0.25041216377217795
51,51,51,02-21,0.7962262731325441,-0.6548200883917621,-0.3089156080845525
52,52,52,02-22,0.9469799982962862,-0.08936186208575224,-0.2339203025326044
53,53,53,02-23,0.8440703493875973,-0.475362987288309,-0.12396796152482188
54,54,54,02-24,1.0737504235648798,0.3861380284979012,0.02240159439523796
55,55,55,02-25,1.1156221974470573,0.5431937759826531,0.10149154808894513
56,56,56,02-26,1.0840106112657313,0.42462269965669774,0.028499960806664632
57,57,57,02-27,0.9227407131495696,-0.18028036622951907,-0.0055740801392125785
58,58,58,02-28,0.8302206709772426,-0.5273113857794353,0.016010888634291398
59,59,59,02-29,0.7895645871756282,-0.6798072329635723,0.013076730792638493
60,60,60,03-01,1.1082783264100438,0.5156478411389249,-0.14008191902100667
61,61,61,03-02,1.1109286387974229,0.5255888289327356,-0.23296761109315034
62,62,62,03-03,0.8390138713513577,-0.4943291992251732,-0.12693500782653594
63,63,63,03-04,0.7741582349803338,-0.7375945186623811,0.05300762630747328
64,64,64,03-05,0.999833305696619,0.1088842338202511,-0.08479816466863821
65,65,65,03-06,1.0774057165410131,0.3998485718404831,-0.1910364030595114
66,66,66,03-07,0.8878404368651269,-0.3111869047177439,-0.2748100571171672
67,67,67,03-08,0.940987064543018,-0.11184060141250328,-0.11539561856934705
68,68,68,03-09,0.7050072569040967,-0.9969711235711084,-0.26009655896006456
69,69,69,03-10,1.029161904619739,0.21889211262453973,-0.4647298357529801
70,70,70,03-11,0.7683657477010047,-0.7593214085240538,-0.554433195514669
71,71,71,03-12,0.7500687639545236,-0.8279510889170096,-0.6796316264388679
72,72,72,03-13,0.7443485039725323,-0.8494070632878773,-0.6871979712680868
73,73,73,03-14,0.7407162508727156,-0.8630311869576969,-0.6251801648348817
74,74,74,03-15,0.6929039260214981,-1.0423691925464216,-0.4864994411158257
75,75,75,03-16,1.1283672737664596,0.5909989512237708,-0.4232971464463139
76,76,76,03-17,0.9902032034468939,0.07276293379028193,0.3006440931303019
77,77,77,03-18,0.8511688726847746,-0.44873732089993934,0.6518091109213313
78,78,78,03-19,1.9023845913998303,3.4942403741718184,1.0980670233479208
79,79,79,03-20,1.3024493598773776,1.2439589197884795,1.193101914990396
80,80,80,03-21,1.4067502144194253,1.6351782820131169,1.0838568391106504
81,81,81,03-22,1.2803876699951533,1.1612083010786198,1.040964891060514
82,82,82,03-23,0.8154518102033407,-0.5827075214881899,0.4101308134052071
83,83,83,03-24,0.7825577465508861,-0.7060890092007577,0.15329002780564774
84,84,84,03-25,0.8932852513332297,-0.29076409176002355,0.038930733205355006
85,85,85,03-26,0.8915998569240517,-0.29708579380887634,0.041655205840373334
86,86,86,03-27,1.2238179778786262,0.9490225144113602,0.009082047733815638
87,87,87,03-28,1.284745810487888,1.1775551368887298,-0.0021515653053657546
88,88,88,03-29,0.7633469009831818,-0.7781464701275362,0.0009133805515652664
89,89,89,03-30,0.7645881537436383,-0.7734906874358459,0.19798480297555368
90,90,90,03-31,0.8981880220476217,-0.2723744166184374,0.08339844848437113
91,91,91,04-01,1.2068406616903002,0.8853427407350543,-0.12751899801838806
92,92,92,04-02,1.0405225301636558,0.26150438746426485,-0.046079432825848005
93,93,93,04-03,0.9473565291961398,-0.08794954212782517,0.13651343048075876
94,94,94,04-04,0.8936198434287661,-0.28950907897229616,-0.02885604321682317
95,95,95,04-05,1.0566686617409349,0.3220664924037945,-0.29459338579843464
96,96,96,04-06,0.6336585162929048,-1.264591258803929,-0.3987727363628806
97,97,97,04-07,0.7817599843324122,-0.7090813147546147,-0.4172901371242108
98,98,98,04-08,0.8738744088480032,-0.3635717159224106,-0.33461255246356897
99,99,99,04-09,0.9177355915361785,-0.1990539466958062,-0.3812630426778883
100,100,100,04-10,1.0258731554715264,0.20655642899155466,0.030777323154280868
101,101,101,04-11,0.9820452693839108,0.0421635511178783,0.05612420273460757
102,102,102,04-12,1.2927694869422008,1.207650936189086,0.09558396979311612
103,103,103,04-13,0.8223055419730555,-0.5570000372726545,0.3271185750805841
104,104,104,04-14,0.9369953249626208,-0.12681311357135933,0.36275794284176616
105,105,105,04-15,1.2881046405047545,1.1901536850290018,0.3820415059038495
106,106,106,04-16,1.0828828570112243,0.4203926355586471,0.041091468055241484
107,107,107,04-17,1.0128917810885525,0.15786492949037842,-0.020964178246925685
108,108,108,04-18,0.7473765375513055,-0.838049290902562,-0.00610327856964865
109,109,109,04-19,0.7230396431432533,-0.9293339150856574,-0.1231504067228681
110,110,110,04-20,0.9607672240852458,-0.03764771550769713,-0.06445575959908778
111,111,111,04-21,1.100872872342981,0.487870916109685,-0.11679226124792134
112,112,112,04-22,1.1767724101853188,0.7725605183013292,-0.2034646711873228
113,113,113,04-23,0.9291728902646328,-0.1561540804026229,-0.2612837365292183
114,114,114,04-24,0.6087329943918928,-1.3580837505389705,-0.21203557828397546
115,115,115,04-25,0.6305506943904646,-1.2762483071370303,-0.2707099256363207
116,116,116,04-26,1.0395459168430656,0.2578412339637597,-0.4103983630890928
117,117,117,04-27,1.0070157912351307,0.13582483199561368,-0.2116279256509126
118,118,118,04-28,0.9533229881559204,-0.06557010641530366,0.06327866763560037
119,119,119,04-29,1.247131485635911,1.036468544226458,0.4268322475312297
120,120,120,04-30,1.0484810544466887,0.29135580918010745,0.5323288168066264
121,121,121,05-01,1.2121008841251195,0.9050731722367462,0.773190505863712
122,122,122,05-02,1.208301097017815,0.8908206496161393,1.138384088846543
123,123,123,05-03,1.3923046969616826,1.5809949663381269,0.942281689410187
124,124,124,05-04,1.5374965714129316,2.125591391481683,0.7336740231031108
125,125,125,05-05,0.9334407563839144,-0.1401458523916788,0.6859012524358659
126,126,126,05-06,0.7147865603481526,-0.9602901886623498,0.6581306042686162
127,127,127,05-07,1.1356822614460025,0.6184365482332762,0.6019232505661468
128,128,128,05-08,1.163878413254517,0.7241967606126409,0.5299295611292406
129,129,129,05-09,1.302393885962275,1.2437508441233105,0.41047982755384976
130,130,130,05-10,1.4223335086155573,1.6936292548602463,0.9516779072748379
131,131,131,05-11,0.7423657152731511,-0.8568442538440237,0.7872183211300064
132,132,132,05-12,1.580501721332476,2.286898289663581,0.4563928089751732
133,133,133,05-13,0.8726082365562821,-0.3683209686357136,0.3267257044861185
134,134,134,05-14,0.6346809304022221,-1.2607563123163592,-0.058914766666027164
135,135,135,05-15,1.0949748605751464,0.4657482171889827,0.0657043418369259
136,136,136,05-16,0.8054525271869701,-0.6202135720526281,-0.4418217125640453
137,137,137,05-17,0.9417098290493422,-0.10912960282630528,-0.5799421944937803
138,138,138,05-18,0.7686492474360581,-0.7582580367422462,-0.4022151176900781
139,139,139,05-19,0.6516669588069633,-1.1970438602141236,-0.4947549064438854
140,140,140,05-20,0.9189779940313324,-0.19439385149414584,-0.3203859385101964
141,141,141,05-21,0.9469456987574264,-0.08949051533386121,-0.3390967280020447
142,142,142,05-22,1.084377868576221,0.4260002355495052,0.05463583639398358
143,143,143,05-23,0.9117795415187028,-0.22139433977739456,0.3755306258402866
144,144,144,05-24,1.398474561203998,1.6041373496339235,0.7631013249236329
145,145,145,05-25,1.164978987644458,0.728324876463695,0.6792571861207247
146,146,146,05-26,1.5389466205326017,2.131030343005932,0.754350740925131
147,147,147,05-27,0.8128263349955064,-0.5925553481513115,0.9515317403399768
148,148,148,05-28,1.2044995602863933,0.8765615643759433,0.8061921825610341
149,149,149,05-29,1.2271956286184162,0.9616916567116806,0.6993382283466988
150,150,150,05-30,1.165985453473137,0.7321000029602662,0.2780335682583173
151,151,151,05-31,0.994052497620389,0.08720115117768286,0.6317335694147658
152,152,152,06-01,0.8650162329379285,-0.3967976175243575,0.3827526515300787
153,153,153,06-02,1.3786144723059188,1.5296446587873795,0.11324735687503973
154,154,154,06-03,0.8062229154030813,-0.6173239429321793,0.04717790045255869
155,155,155,06-04,0.7960876326907541,-0.6553401112185532,0.16144760924123872
156,156,156,06-05,1.0602989548580226,0.3356832644253802,0.2997921828615213
157,157,157,06-06,1.1768414302615102,0.7728194039097631,0.4906444131306168
158,158,158,06-07,1.0863159738474597,0.4332698241973376,0.5840854482253869
159,159,159,06-08,1.6839068882302457,2.6747580404019526,0.7823802992294051
160,160,160,06-09,0.9556937353685084,-0.05667773236355881,0.9602904721964108
161,161,161,06-10,1.1132854670729595,0.5344289948055551,0.9777102658454732
162,162,162,06-11,1.344888904087488,1.4031443022274157,0.7772879181256763
163,163,163,06-12,1.2047066057458469,0.8773381658041365,0.2060532372725384
164,164,164,06-13,0.7657149378819377,-0.7692642621214436,0.34345997601492845
165,165,165,06-14,0.7701443635192323,-0.7526500447168749,0.3064961292801735
166,166,166,06-15,1.1754932901119872,0.7677627000907815,-0.07149886219595286
167,167,167,06-16,1.0541570929607016,0.3126459143970249,-0.2555345287908501
168,168,168,06-17,0.7402378397937507,-0.8648256466293424,-0.25225521634257203
169,169,169,06-18,0.9103181503854799,-0.2268758337652473,-0.13308939942305134
170,170,170,06-19,0.7709606152234807,-0.7495883874317749,0.018180527170707023
171,171,171,06-20,0.9607652438288902,-0.037655143199751134,0.15138529311768345
172,172,172,06-21,1.4174687770182162,1.6753822596533319,0.3323236786460233
173,173,173,06-22,1.2672350577885092,1.1118745100788834,0.5498276752994259
174,174,174,06-23,1.0296718001593634,0.2208046665406969,0.4892027802782922
175,175,175,06-24,1.25824345635591,1.078148146155168,0.3397363396955491
176,176,176,06-25,0.673983385038303,-1.1133377575585772,0.0017111486684390962
177,177,177,06-26,0.7216746621742911,-0.9344537866962096,-0.18085400775247087
178,178,178,06-27,0.876754492115992,-0.3527688865093284,-0.10859850775699588
179,179,179,06-28,0.9751988704787948,0.016483571553423445,-0.36998425647756505
180,180,180,06-29,1.1452536622436378,0.6543376665135469,-0.15293470437703502
181,181,181,06-30,0.8401237068377748,-0.4901663461682472,-0.05445694573402773
182,182,182,07-01,1.0211817491477209,0.1889595550446032,-0.06044833754884296
183,183,183,07-02,0.8792023620526026,-0.34358723483816594,-0.1714570240550158
184,184,184,07-03,0.8671704988908923,-0.3887172373982199,-0.3112166579488929
185,185,185,07-04,0.797626357732825,-0.6495685474836136,-0.15638563710798772
186,186,186,07-05,0.9216903524515472,-0.18422013684971614,-0.30181167675182136
187,187,187,07-06,1.0877956169113558,0.43881977887718426,-0.2022502878732413
188,188,188,07-07,0.7885543026747407,-0.6835966828183987,-0.2419845433828801
189,189,189,07-08,1.0384634663146104,0.2537810984333144,0.3196883089939888
190,190,190,07-09,0.8036105035877804,-0.6271227704560527,0.31745951396067656
191,191,191,07-10,1.6960935216714843,2.7204685667776,0.1394007682345044
192,192,192,07-11,0.9181251113256738,-0.19759290704958926,0.4814890866010539
193,193,193,07-12,0.8029680066573246,-0.6295326954798489,0.20529079336949205
194,194,194,07-13,1.3357680765266966,1.368933227380898,0.0982674942323964
195,195,195,07-14,0.5966491679123911,-1.4034086609560563,-0.39561504773115264
196,196,196,07-15,0.632413124821562,-1.2692625652786265,-0.21291667589000066
197,197,197,07-16,0.9060655811737144,-0.2428266850036941,-0.02731215796824377
198,198,198,07-17,1.2103743936431155,0.8985973239973224,-0.5777574591539801
199,199,199,07-18,1.0998660392499189,0.4840944120506924,-0.3574506612481829
200,200,200,07-19,0.4552608086983524,-1.9337385797335203,0.17854328505426856
201,201,201,07-20,0.9490579109613022,-0.08156787352127373,0.17245833971449911
202,202,202,07-21,1.4898036125133722,1.9467011125360825,3.473643497407345e-05
203,203,203,07-22,0.8963319371868119,-0.27933635704231075,0.07491801981924698
204,204,204,07-23,0.9345609104400964,-0.1359442956798279,0.3515205682283363
205,205,205,07-24,1.219651375080142,0.93339411235633,0.4146350225721677
206,206,206,07-25,0.8977217646723656,-0.27412328927898383,-0.030385523414621345
207,207,207,07-26,1.0500175079186245,0.2971188525417149,-0.1463395660030364
208,208,208,07-27,0.7779366491107977,-0.7234221633846517,-0.3272759771317346
209,209,209,07-28,0.7108486984104201,-0.9750606125728012,-0.5779226729065384
210,210,210,07-29,0.6451301083778253,-1.2215627624520171,-0.7801773189919138
211,211,211,07-30,0.8187101065990341,-0.5704860622924931,-0.865314882501643
212,212,212,07-31,0.5741897344295805,-1.487651165791236,-0.704512160792616
213,213,213,08-01,0.9138291468334624,-0.2137065285166606,-0.7127908784260759
214,214,214,08-02,1.035161054235842,0.2413941668695097,-0.535472640208758
215,215,215,08-03,0.697605836624049,-1.024732918373561,-0.4680616729657384
216,216,216,08-04,0.9287731826897332,-0.15765333314810856,-0.09736214519024587
217,217,217,08-05,0.9265425223921316,-0.16602025883437596,0.09289867522631008
218,218,218,08-06,1.1671707766580042,0.7365460008617191,-0.09213548006084857
219,219,219,08-07,1.2181755274799797,0.9278583939826752,0.15303849280968235
220,220,220,08-08,0.7391753892190626,-0.8688107648534421,0.24530627603830035
221,221,221,08-09,1.08979278876956,0.4463109188496245,0.2739282494994185
222,222,222,08-10,1.0763672370747932,0.39595336622359945,-0.004732706226061978
223,223,223,08-11,0.9723270092390828,0.005711581932332944,-0.42060607892462015
224,224,224,08-12,0.721417136382155,-0.935419733491164,-0.5522841042528575
225,225,225,08-13,0.5529331748455505,-1.5673818422086736,-0.8313412832041109
226,226,226,08-14,0.5285396401899777,-1.658878916822866,-1.1299707325650623
227,227,227,08-15,0.6434053390502951,-1.2280321548578963,-1.3778088814785907
228,228,228,08-16,0.5986714515290305,-1.3958233299421094,-1.341949814950297
229,229,229,08-17,0.5758783686686182,-1.4813173115488367,-1.3469974393220057
230,230,230,08-18,0.7787782740423138,-0.7202653343214024,-1.2695733889277985
231,231,231,08-19,0.5448588576790985,-1.5976675884389249,-0.8415165790684229
232,232,232,08-20,0.6523892560009485,-1.194334614457622,-0.9265464393357034
233,233,233,08-21,1.3281366489782478,1.3403087042983564,-0.5991819630982306
234,234,234,08-22,0.4626553754784407,-1.906002491545792,-0.5834005080073241
235,235,235,08-23,1.0995394843780086,0.482869545876,-0.4447838696716537
236,236,236,08-24,0.8040227186302074,-0.6255766037759641,-0.07089440326806169
237,237,237,08-25,0.7665938007035403,-0.7659677584249017,-0.01199341359689717
238,238,238,08-26,1.250473010778498,1.04900218396393,0.3983697863495006
239,239,239,08-27,1.4223562733006336,1.6937146423253435,0.4366094214437452
240,240,240,08-28,1.1190835059825046,0.5561767081325953,0.4679697378489906
241,241,241,08-29,1.1607086442328671,0.7123073564414674,0.6242684667339421
242,242,242,08-30,0.8541875332934133,-0.4374147053444915,0.5192705019525841
243,243,243,08-31,1.016613496464544,0.17182461488480733,0.2374583282588013
244,244,244,09-01,1.0825154119071536,0.41901439527578177,0.0009281676700761224
245,245,245,09-02,0.971561859095705,0.0028416001626466853,-0.03108950131425797
246,246,246,09-03,0.7407234309480868,-0.8630042553997556,0.0061089530817590425
247,247,247,09-04,1.109492310513787,0.5202013425354628,0.050848138658447235
248,248,248,09-05,0.9136911921985192,-0.21422397896838932,-0.03980905700494272
249,249,249,09-06,1.0881795139637152,0.4402597283449365,-0.17578343383579667
250,250,250,09-07,0.9374976971758292,-0.12492877870455794,-0.2794647153181953
251,251,251,09-08,0.7540535494051882,-0.813004660822477,-0.4271669411607315
252,252,252,09-09,0.5748720344762623,-1.4850919442941477,-0.6381661484814168
253,253,253,09-10,0.8732238147184292,-0.3660120125197543,-0.7468234646743968
254,254,254,09-11,0.5761711240797192,-1.4802192228925013,-1.0116028232884642
255,255,255,09-12,0.9143683170935684,-0.211684168812943,-1.0448431005626124
256,256,256,09-13,0.5139494370155601,-1.7136049303889624,-0.6668081731354077
257,257,257,09-14,0.7008814982286792,-1.0124463244673667,-0.6814025467719923
258,258,258,09-15,1.1795869814030178,0.7831176202690806,-0.6219642602831545
259,259,259,09-16,0.8498782578961008,-0.4535782543392622,-0.4922578368043642
260,260,260,09-17,0.6712502229982604,-1.1235895039594752,-0.21717614697800788
261,261,261,09-18,1.121850238205579,0.5665543720597992,0.4409270201786517
262,262,262,09-19,0.9539775862555512,-0.06311479143082514,0.4838034602111523
263,263,263,09-20,1.753601215181558,2.9361726784725897,0.5727647535756683
264,264,264,09-21,1.2481733004903053,1.0403762604640845,0.7719603632609439
265,265,265,09-22,0.9921831612064383,0.08018950584783355,0.5720038837545177
266,266,266,09-23,0.9898889354544514,0.07158415415217834,0.4399307309730505
267,267,267,09-24,0.8019944176989586,-0.633184504978757,-0.27753564500006994
268,268,268,09-25,0.7427097806105991,-0.8555537081196284,-0.5884289317649333
269,269,269,09-26,0.605922495595885,-1.3686255773661329,-0.5947760378047282
270,270,270,09-27,0.7508599472364555,-0.8249834601250957,-0.8326051667193957
271,271,271,09-28,0.9820301578368432,0.042106869609064165,-1.1085182388067578
272,272,272,09-29,0.6094509953729397,-1.3553906193358258,-1.0276804654338008
273,273,273,09-30,0.3606363667928393,-2.2886629375029317,-0.98629113899718
274,274,274,10-01,0.8720200805016536,-0.3705270678818856,-0.6925446046737974
275,275,275,10-02,0.6721299873474899,-1.1202896187464086,-0.9005222193955849
276,276,276,10-03,1.2207448891443382,0.9374957458152008,-0.8625549492277751
277,277,277,10-04,0.649343511382312,-1.20575881872166,-0.7080667614427211
278,278,278,10-05,0.6701844728871359,-1.1275869983289666,-0.8471089200250633
279,279,279,10-06,0.6077598717902417,-1.3617338107926076,-0.7527085413052466
280,280,280,10-07,0.6496044637227161,-1.2047800193759397,-1.119139494028642
281,281,281,10-08,0.8231353994556401,-0.5538873464275076,-0.9266929201634874
282,282,282,10-09,0.6345919756119829,-1.2610899705251724,-0.5765684121259401
283,283,283,10-10,0.9571862826656944,-0.051079375530731136,-0.4957356823883215
284,284,284,10-11,1.2302531542034996,0.9731600498963172,-0.34903915558509696
285,285,285,10-12,0.7370621037450957,-0.8767374323668956,-0.3330969765127374
286,286,286,10-13,0.8842642159945042,-0.3246008585565921,-0.18624955067300464
287,287,287,10-14,0.8486369424936048,-0.4582342719933499,-0.4335426368083674
288,288,288,10-15,0.8694931100848137,-0.380005415486776,-0.7204943981584611
289,289,289,10-16,0.5616095393329092,-1.5348378923429074,-0.7671431106485009
290,290,290,10-17,0.7712373158620145,-0.7485505182042442,-0.9349273459419516
291,291,291,10-18,0.6624415550841576,-1.156629707307135,-0.83224988687116
292,292,292,10-19,0.6158719919448811,-1.331306270317297,-0.6601958969564892
293,293,293,10-20,1.012882597346553,0.15783048243140094,-0.2559410012311056
294,294,294,10-21,1.1447153497013407,0.6523185240012485,-0.04354182881927749
295,295,295,10-22,1.208266660348612,0.8906914820093939,0.008830609968857131
296,296,296,10-23,1.1109968061991562,0.5258445162667245,0.22045118594482485
297,297,297,10-24,0.7462179319330668,-0.8423950745783274,0.24443783063963426
298,298,298,10-25,0.9543860182567988,-0.06158281446149073,0.16299573849049528
299,299,299,10-26,1.0512522862858529,0.3017503506002572,0.13552877285544004
300,300,300,10-27,1.0144383650672848,0.16366597110641487,-0.273365679289433
301,301,301,10-28,1.1643297554195302,0.7258896881990623,-0.0650435126853986
302,302,302,10-29,0.4569181246068436,-1.9275221966025136,0.18105827963136747
303,303,303,10-30,1.079455732945206,0.4075379250458789,0.5003549148676536
304,304,304,10-31,1.3480571356116102,1.415027939439106,0.345224269993452
305,305,305,11-01,1.5620078642026125,2.2175301620179737,0.2740037743009163
306,306,306,11-02,0.7662871682446568,-0.7671178981387947,0.30286912608932
307,307,307,11-03,1.0504035143551982,0.2985667140438477,0.15998369600903292
308,308,308,11-04,0.5030919260424475,-1.7543300858720916,-0.01295082476638968
309,309,309,11-05,0.8508923145974511,-0.4497746554358434,-0.3691207982354848
310,310,310,11-06,1.0714263748926791,0.3774208147865704,-0.09093354347864488
311,311,311,11-07,0.9922686920338132,0.08051032120340322,0.3087732930324058
312,312,312,11-08,1.2112830635733387,0.9020056304022448,0.565139565284357
313,313,313,11-09,1.6897854362110438,2.6968077331101514,0.5167820535003115
314,314,314,11-10,0.913182384545125,-0.21613245236038411,0.6120630760767795
315,315,315,11-11,0.7735383241315039,-0.7399197261401164,0.6323201320038949
316,316,316,11-12,1.2238404888545449,0.9491069502453778,0.6293329341377321
317,317,317,11-13,1.0246724293901104,0.2020526567660963,0.009551820092910038
318,318,318,11-14,1.206504660658586,0.8840824432052671,-0.25845110695949985
319,319,319,11-15,0.6983667172145288,-1.02187895115878,-0.2656126164590853
320,320,320,11-16,0.4844776166770268,-1.824150014674844,-0.4290190225642945
321,321,321,11-17,0.7620825788477796,-0.7828887831376289,-0.3759207999834683
322,322,322,11-18,0.9624511593872794,-0.03133148638587772,-0.1221664239399356
323,323,323,11-19,1.1096097897245003,0.5206419922510541,0.3094108105733913
324,324,324,11-20,1.6124170589809483,2.406608699466464,0.5776895561571873
325,325,325,11-21,1.3887293941229408,1.5675844559211818,0.6653753542699484
326,326,326,11-22,0.9136235913661552,-0.2144775411720677,0.7871232425326182
327,327,327,11-23,0.9023471652786172,-0.2567739944610621,0.6446596961803804
328,328,328,11-24,1.157202391211968,0.6991558431901406,0.19756106162405387
329,329,329,11-25,0.8817212280571923,-0.33413928586237257,0.08614556027997572
330,330,330,11-26,0.8972259286089633,-0.2759831078714962,0.4229718323516953
331,331,331,11-27,1.2105061293028514,0.8990914478567128,0.8689333004706559
332,332,332,11-28,1.452420052914298,1.80648009125825,1.010424639706641
333,333,333,11-29,1.6157192533031168,2.418994814252702,1.5094995782066811
334,334,334,11-30,1.3835357839463214,1.5481038786060517,1.6498450151102106
335,335,335,12-01,1.680055067211884,2.660310345137869,1.9995133056386296
336,336,336,12-02,1.1217263048205568,0.5660895135496783,1.6958427390263515
337,337,337,12-03,1.7698450326891784,2.997101191027228,1.3007942774876948
338,338,338,12-04,0.966660359168744,-0.015543308415420037,0.97411981050774
339,339,339,12-05,0.9837889946926957,0.04870404502076068,0.7197327458702532
340,340,340,12-06,0.8609784258034042,-0.4119429232736777,0.5493158217546253
341,341,341,12-07,1.2731306030147678,1.1339879573129477,0.14141735093314853
342,342,342,12-08,0.8491227601603956,-0.4564120311440889,0.04736340397000335
343,343,343,12-09,1.1173595498978777,0.5497103660983684,-0.011749167725842773
344,344,344,12-10,0.8162091087164367,-0.5798669901942911,0.10592400370732118
345,345,345,12-11,0.8892309180116964,-0.30597138515431604,-0.11527868776919792
346,346,346,12-12,1.0492116298149865,0.294096105325306,0.1189781513618302
347,347,347,12-13,0.919288764254944,-0.19322819154616688,0.2552736887683943
348,348,348,12-14,1.2238463683900274,0.9491290036420796,0.7488827614677503
349,349,349,12-15,1.335381596776165,1.3674835905377527,1.2391083078961382
350,350,350,12-16,1.6057996003448447,2.3817874460018458,1.5917609765814031
351,351,351,12-17,1.6734090290346963,2.6353818934160116,1.7680878873418286
352,352,352,12-18,1.6133244256323869,2.410012117436894,1.4470879766155464
353,353,353,12-19,1.2013460842172157,0.8647332730163853,1.2854587055838178
354,354,354,12-20,0.7103661846953189,-0.9768704607156125,1.0396453491256852
355,355,355,12-21,1.07683502088449,0.3977079643473835,0.7618918526048919
356,356,356,12-22,1.2125898728307352,0.9069073072530486,0.3602293468253865
357,357,357,12-23,1.2291069851722671,0.968860914291251,0.2385651336882525
358,358,358,12-24,0.9708141620491552,3.708275986202916e-05,0.6074417741813417
359,359,359,12-25,1.0067287013980724,0.1347479941935813,0.6634683734377541
360,360,360,12-26,1.3004312868709695,1.2363893822429224,0.6551004218818497
361,361,361,12-27,1.1664566921581103,0.7338675598858575,0.4767051120842827
362,362,362,12-28,1.1992042700361658,0.8566995979176227,0.5548949798809119
363,363,363,12-29,0.9437409978800179,-0.101510944494151,
364,364,364,12-30,1.095888800196059,0.4691762895396374,
365,365,365,12-31,,,
