,unnamed: 0,unnamed: 0,mth_day,twist,twist_norm,twist_ravg
163,163,163,06-12,4.355958428087194,0.9427131315655608,0.2580713612899443
164,164,164,06-13,4.259100036201302,0.7902707342607649,0.2191002877274254
165,165,165,06-14,3.520832408310992,-0.37166562310420304,0.3149117275096636
166,166,166,06-15,3.3390441781290083,-0.6577764398456665,0.2888823661170445
167,167,167,06-16,3.94130891176818,0.2901092107466917,0.3186608536434519
168,168,168,06-17,4.226932455008186,0.7396431830791187,0.3319386090577046
169,169,169,06-18,4.469481823111023,1.1213840567240054,0.6754707911019132
170,170,170,06-19,4.309718317992318,0.8699372667462808,0.7567805494671763
171,171,171,06-20,4.830467075653262,1.6895274691610491,1.03066677597455
172,172,172,06-21,3.6490182763771535,-0.16991788965408766,0.9936871778192701
173,173,173,06-22,4.985434952615947,1.9334265697909327,0.8985383528986975
174,174,174,06-23,4.085956539912381,0.5177655941474376,0.9444260734874008
175,175,175,06-24,4.1067495779648455,0.550491107200572,0.6675568555418758
176,176,176,06-25,4.4846543293164265,1.1452635902785004,0.7697342364561859
177,177,177,06-26,3.774969090038802,0.028312161487899563,0.5511087929802313
178,178,178,06-27,4.038545218124918,0.4431463958317722,0.8181361588331659
179,179,179,06-28,4.151977492428586,0.6216739089352061,0.8084777467963605
180,180,180,06-29,5.103934807244221,2.1199297892650457,0.8807715052616353
181,181,181,06-30,4.069929181227608,0.4925406349797392,1.052651955386993
182,182,182,07-01,4.7602570741748655,1.5790261410701496,0.8763608089779832
183,183,183,07-02,4.430222390568284,1.059594862240046,0.8190792207685513
184,184,184,07-03,3.3664771879656947,-0.6146004826222871,0.4678059239436571
185,185,185,07-04,3.933605073073004,0.2779843796786148,0.4256469359748636
186,186,186,07-05,3.7647889825473966,0.012290008315680659,0.1931000036035012
187,187,187,07-06,3.909208075404421,0.2395867071669778,0.02060908364895231
188,188,188,07-07,3.8737272515382126,0.18374454684197505,0.3670561956702085
189,189,189,07-08,3.772641819135338,0.024649342512752682,0.6979913426193289
190,190,190,07-09,4.6872243319560045,1.4640821895052498,0.7992340732932618
191,191,191,07-10,5.195216542797847,2.2635952613733377,0.7994433267192537
192,192,192,07-11,4.150752792744124,0.6197463923592778,0.93832157134437
193,193,193,07-12,3.910005804278928,0.24084222772292946,0.9116735429731854
194,194,194,07-13,4.403167499664039,1.0170140145926725,0.6428267921570182
195,195,195,07-14,3.671052554445334,-0.13523882771435494,0.28875722325065256
196,196,196,07-15,3.6623100925504213,-0.14899831539175226,0.3578463500113789
197,197,197,07-16,3.845410596433743,0.13917784793514365,0.5336487555280637
198,198,198,07-17,4.414138642080964,1.0342811529236355,0.3460011247231312
199,199,199,07-18,4.5802106261293165,1.2956566608230389,0.5237302702932453
200,200,200,07-19,3.6878055761189614,-0.10887177023692324,0.5650634930920161
201,201,201,07-20,4.3486026140953165,0.93113604570633,0.6510929487797545
202,202,202,07-21,3.819883165233567,0.09900102140087264,0.7829132538786112
203,203,203,07-22,4.173377417215466,0.6553545820615737,0.4279108705949236
204,204,204,07-23,4.916672175882118,1.825202983516776,0.4051479264802068
205,205,205,07-24,3.2268485470050545,-0.8343576388790872,0.04707399253336349
206,206,206,07-25,3.601027270325266,-0.2454494349252241,0.15990274933955348
207,207,207,07-26,2.983530979240263,-1.2173075579747297,0.07399169329562051
208,208,208,07-27,4.250015942044273,0.7759735622380126,-0.09765831351397136
209,209,209,07-28,3.8458619668911065,0.13988824579797593,0.22132168081672146
210,210,210,07-29,4.262297385637724,0.7953029426592243,0.0645174283870829
211,211,211,07-30,4.4428838432567375,1.0795223271050696,-0.007551955286782208
212,212,212,07-31,3.003248384671648,-1.1862749495030551,-0.1647624118194391
213,213,213,08-01,2.7087836098623965,-1.6497238600179205,-0.2473250490755981
214,214,214,08-02,3.650688499943444,-0.1672891769579288,-0.4799700641269933
215,215,215,08-03,3.5311115661151016,-0.35548757773897777,-0.5563855429280505
216,216,216,08-04,3.375393646131705,-0.6005671476491466,-0.4473404522520616
217,217,217,08-05,4.151568020780039,0.6210294542987258,-0.049707334994080116
218,218,218,08-06,3.4189568350501878,-0.5320044054471215,0.07164620668873005
219,219,219,08-07,4.224665214158239,0.7360748435299683,-0.02318411746807956
220,220,220,08-08,4.11331998979938,0.5608320731389322,0.10898902036043194
221,221,221,08-09,3.169593529312713,-0.9244695226798354,-0.04053609631315891
222,222,222,08-10,3.879272270724002,0.1924716793219223,-0.11881752775427508
223,223,223,08-11,3.5815391074221288,-0.2761212457428193,-0.1809480406954924
224,224,224,08-12,3.1205275123171297,-1.0016929940938184,-0.14924911463174131
225,225,225,08-13,3.98780742353324,0.36329176588266426,0.07246520111302962
226,226,226,08-14,4.2341645995927815,0.7510256295214388,0.14042699783986426
227,227,227,08-15,4.014826579729094,0.4058163717887903,0.007950532325756635
228,228,228,08-16,4.138360442663822,0.6002424596829301,-0.01860678043106412
229,229,229,08-17,3.07650411823465,-1.070980038827465,-0.10175583662442016
230,230,230,08-18,3.0192840793123366,-1.161036870634743,-0.3209477229887501
231,231,231,08-19,3.670821440154264,-0.13560257127747188,-0.26674603858411605
232,232,232,08-20,3.3985477107333484,-0.564125688664541,-0.5932142023910222
233,233,233,08-21,4.221457598989812,0.7310264782165953,-0.381774394448364
234,234,234,08-22,2.893778282818087,-1.3585665231585071,-0.17980664255231404
235,235,235,08-23,3.8825680534681215,0.1976588088284844,-0.1263395757500716
236,236,236,08-24,3.78923805565977,0.05076964074155636,0.18258679470009934
237,237,237,08-25,3.874651904679157,0.1851998295359828,0.03871235553414682
238,238,238,08-26,4.5762559591724985,1.2894325340364847,0.08124176499505374
239,239,239,08-27,3.6729705485046567,-0.13222015677911986,0.1501752620140163
240,240,240,08-28,3.0559115324023436,-1.1033900663930656,0.2863424265773394
241,241,241,08-29,4.1453606014616335,0.6112597909422597,0.31981600796600484
242,242,242,08-30,4.308342956413664,0.8677726281214948,0.2007004655765348
243,243,243,08-31,4.002261965447955,0.3860413178679759,0.2674076340655735
244,244,244,09-01,4.1221563088740805,0.5747392796996641,0.4000433442534119
245,245,245,09-02,3.927275748947987,0.2680228541551128,0.4529861599308839
246,246,246,09-03,3.561553604000752,-0.3075758052660358,0.5079867189660695
247,247,247,09-04,4.34719248336959,0.9289166850070932,0.7550744195972241
248,248,248,09-05,4.518019495033894,1.1977759823326068,0.7060896729788175
249,249,249,09-06,4.944225005693208,1.8685675216549045,1.1307471061715952
250,250,250,09-07,3.9354136230485457,0.2808307999892254,1.1176621620719045
251,251,251,09-08,5.5461811246960915,2.815967453311779,0.916788910824602
252,252,252,09-09,3.5116703694484057,-0.3860854698641799,1.1124400258175882
253,253,253,09-10,3.581411030203241,-0.27632282247672163,0.8375693237413939
254,254,254,09-11,5.263892796842948,2.371682672290524,0.5776272341288017
255,255,255,09-12,3.896345886090472,0.21934330919773795,-0.008216154363141381
256,256,256,09-13,2.9444462847564017,-1.2788217376863282,-0.08853136368154889
257,257,257,09-14,3.312792664154194,-0.6990928776398794,-0.06159155713521935
258,258,258,09-15,3.2054877526922807,-0.8679767257746249,-0.4926817162288437
259,259,259,09-16,3.6841126297291535,-0.11468398319874434,-0.43703890322366057
260,260,260,09-17,3.620464184887022,-0.2148582822712216,0.003154568489013113
261,261,261,09-18,4.108470865084879,0.5532001872288366,0.21926183646218145
262,262,262,09-19,4.622579109058953,1.3623390925897143,0.31188112289372216
263,263,263,09-20,4.136650179680542,0.5975507301991305,0.4100852159934448
264,264,264,09-21,3.5585767344973087,-0.3122610071853806,0.5003971652475784
265,265,265,09-22,4.058492357511844,0.4745405753995914,0.5946498155870853
266,266,266,09-23,3.964756992957179,0.32701341325357963,0.36781521080876906
267,267,267,09-24,4.467786657972145,1.1187160892658778,0.16092830266292546
268,268,268,09-25,3.7578261755700733,0.0013314639198163062,0.22499328456944392
269,269,269,09-26,3.3479430911196664,-0.6437707186759313,0.12882204411399042
270,270,270,09-27,3.8028092275585688,0.07212888425373053,-0.14458463636746524
271,271,271,09-28,3.691862396521573,-0.10248686733312956,-0.3649736765902632
272,272,272,09-29,2.9224591071788777,-1.3134266696351544,-0.4631662186322565
273,273,273,09-30,3.627605905005826,-0.20361815207091014,-0.33131325433157
274,274,274,10-01,3.383490483445285,-0.5878237883321435,-0.4636020068386857
275,275,275,10-02,3.8506011303533816,0.1473470671281884,-0.6395229286743535
276,276,276,10-03,3.2984898495257857,-0.7216036307889638,-0.5527870053521254
277,277,277,10-04,3.02120575941748,-1.1580123983471364,-0.5229950775706372
278,278,278,10-05,3.2531191676448064,-0.7930111297017864,-0.5086756011246613
279,279,279,10-06,3.741180537802741,-0.024866585381981124,-0.7246569929445728
280,280,280,10-07,3.4380800786914967,-0.5019069296562871,-0.7175788795295213
281,281,281,10-08,3.0272234876969226,-1.1485412837912812,-0.6103938407939007
282,282,282,10-09,3.3254734719991488,-0.6791349502986553,-0.5472157898613829
283,283,283,10-10,3.4298232045525854,-0.5149021659334128,-0.7191643942964329
284,284,284,10-11,3.4939704474986786,-0.4139428241066795,-0.6082966170403638
285,285,285,10-12,3.0856674151914656,-1.0565582119922814,-0.5134849910284957
286,286,286,10-13,3.860737087772072,0.16329973388012753,-0.5013459438183036
287,287,287,10-14,3.3886702422727533,-0.5796715277200719,-0.5174188816565932
288,288,288,10-15,3.3717506998279125,-0.6063006670375026,-0.4368686703515176
289,289,289,10-16,3.3685489551538703,-0.6113397929631514,-0.13203734978740522
290,290,290,10-17,3.8010489533875287,0.06935844372377431,-0.19826489955721402
291,291,291,10-18,4.247764260753117,0.7724297113923927,0.0552677356822851
292,292,292,10-19,3.6082603195241534,-0.2340655647387249,0.2167232054141076
293,293,293,10-20,4.355203061516924,0.9415242837169224,0.2479019197137059
294,294,294,10-21,3.9872612442391904,0.362432151353432,0.11725595793512428
295,295,295,10-22,3.4874103814311312,-0.4242675071655614,-0.1769837017952932
296,296,296,10-23,3.302992323946375,-0.7145173269477151,0.045153167227181684
297,297,297,10-24,3.126045600810049,-0.993008246990112,-0.009213284486840556
298,298,298,10-25,4.455104253724369,1.0987556493961241,0.07085278144515021
299,299,299,10-26,4.147943906111475,0.6153255734327892,0.3441327811089478
300,300,300,10-27,4.292494061142362,0.8428285469453766,0.5438568758011543
301,301,301,10-28,4.529225326748062,1.215412490817224,0.8359275004893413
302,302,302,10-29,4.0643928912993434,0.4838272412055237,0.9433628930342752
303,303,303,10-30,4.239495330986241,0.7594155011390098,0.8515892432611221
304,304,304,10-31,4.864676113161584,1.7433680046657285,0.8161024964525634
305,305,305,11-01,3.798078712765536,0.06468367479386912,0.6217968698598416
306,306,306,11-02,4.157209286437601,0.6299080660940245,0.6813593860602651
307,307,307,11-03,3.7884813791759435,0.0495787312608931,0.7140388092292375
308,308,308,11-04,4.291460805653207,0.8412023384080652,0.5072055221262612
309,309,309,11-05,4.3640778525892,0.9554920401528442,0.7053053395392711
310,310,310,11-06,4.076173442062331,0.5023682820478713,0.6420805086916841
311,311,311,11-07,4.553287109645408,1.2532825792719282,0.6031750683378422
312,312,312,11-08,3.916179669293331,0.25055908100850244,0.5341739727220097
313,313,313,11-09,3.640163649138496,-0.18385391086215808,0.3057230502438109
314,314,314,11-10,4.028410554100752,0.4271957647130703,0.4747075043954938
315,315,315,11-11,3.493163092628608,-0.4152134947163492,0.5595598285802106
316,316,316,11-12,4.720386447324453,1.5162750069579696,0.5699593201162533
317,317,317,11-13,4.876766396784129,1.7623965243802284,0.6191875953200499
318,318,318,11-14,3.9558252552098825,0.3129560302247588,0.5657444309781534
319,319,319,11-15,3.827834729724655,0.11151574036062104,0.34539772728219703
320,320,320,11-16,3.824671212016025,0.10653677866169192,0.045538564932004665
321,321,321,11-17,2.6531437375928006,-1.7372937168920874,-0.07118796075053667
322,322,322,11-18,3.577244771347531,-0.2828799671431844,-0.017318051488811454
323,323,323,11-19,4.431774303983341,1.0620373702849804,-0.007264332920615581
324,324,324,11-20,4.161191460716238,0.6361754857951102,-0.07518560397211202
325,325,325,11-21,3.8661621385114033,0.17183805176979627,0.40809406552226185
326,326,326,11-22,3.5657375345664306,-0.30099084764728684,0.4362855690012422
327,327,327,11-23,4.495532434411013,1.1623843000741558,0.1611235433761452
328,328,328,11-24,3.684718167466855,-0.11373094626930227,0.15333875312597153
329,329,329,11-25,3.38278458269902,-0.5889347834656018,0.24384703469355826
330,330,330,11-26,4.1315138010310575,0.5894667442940681,0.4464023191693773
331,331,331,11-27,4.211203416790342,0.7148877411753165,0.20179810756568936
332,332,332,11-28,4.337931339014045,0.9143408592076272,0.15401774109809266
333,333,333,11-29,3.5630371048966167,-0.3052409695479717,0.25348635939062536
334,334,334,11-30,3.502566894267565,-0.40041314507488257,0.15737945434723072
335,335,335,12-01,3.7619850117632536,0.007876926289594705,0.31796431218030635
336,336,336,12-02,3.765129103484428,0.01282531403370028,0.17147727073362948
337,337,337,12-03,4.823394960583935,1.6783968881737703,0.19226897251848998
338,338,338,12-04,3.77948436425497,0.03541861052756577,0.06339773108243267
339,339,339,12-05,3.642300518555461,-0.18049075883880866,0.02744939963686661
340,340,340,12-06,3.0112759636659687,-1.1736405936912264,0.1385137494504133
341,341,341,12-07,3.624940555508599,-0.20781306238380168,-0.2867170975215978
342,342,342,12-08,4.188535498646938,0.6792114129149803,-0.2628817935943168
343,343,343,12-09,3.2023035813017606,-0.8729881936582964,-0.3165620738408556
344,344,344,12-10,3.870350786562355,0.17843043409125206,-0.2406522267658433
345,345,345,12-11,3.4376572285289426,-0.5025724403180417,-0.1402125295974224
346,346,346,12-12,3.3006641855510814,-0.7181815112411527,-0.20984884551543548
347,347,347,12-13,4.007842991625037,0.394825120626724,0.037900687506284864
348,348,348,12-14,3.9230636209045135,0.2613935174069017,-0.00023658213550221963
349,349,349,12-15,4.1467896999890295,0.6135090044720256,0.21030856800201086
350,350,350,12-16,3.724961524504116,-0.05039318375947041,0.2742836915727776
351,351,351,12-17,4.240310493850635,0.7606984605070374,0.3197442227408434
352,352,352,12-18,3.5445541150977684,-0.33433076981655285,0.4105414017028109
353,353,353,12-19,4.181150444973996,0.6675883076351187,0.20495081562799025
354,354,354,12-20,4.269206251728459,0.8061765911787068,0.3625429801622406
355,355,355,12-21,3.3630245307387425,-0.6200345119768984,0.2900870356883756
356,356,356,12-22,4.3257441374966925,0.8951598034460319,0.09109312940194177
357,357,357,12-23,3.9640894534422895,0.325962793663847,-0.3023871183763149
358,358,358,12-24,2.7859372172228696,-1.5282942075351558,-0.567536989811515
359,359,359,12-25,2.6811006669927417,-1.6932931790344217,-0.6573405739483958
360,360,360,12-26,3.2583854849328846,-0.7847226374324939,-0.9356951500394308
361,361,361,12-27,3.0206697436634737,-1.1588560167981832,-1.210593447936209
362,362,362,12-28,3.2645835775370764,-0.7749676531001789,-1.1142248697595696
363,363,363,12-29,2.916105131342672,-1.3234269937168222,
364,364,364,12-30,3.1533194812995697,-0.9500827384753192,
365,365,365,12-31,,,
