,unnamed: 0,unnamed: 0,mth_day,christian,christian_norm,christian_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.15363793443886906,-0.6982781943418794,
2,2,2,01-03,0.2422203702062675,0.08610354460627521,
3,3,3,01-04,0.314707374821654,0.7279630988034219,
4,4,4,01-05,0.1325037221887785,-0.8854178909692604,-0.4460910823183325
5,5,5,01-06,0.12781351534552135,-0.9269488397162644,-0.5959548939619173
6,6,6,01-07,0.12182588848931555,-0.9799682122922876,-0.7053713786549047
7,7,7,01-08,0.05209068409178151,-1.5974610642033882,-0.8589617688973074
8,8,8,01-09,0.16808010217650596,-0.5703953635516501,-0.8379585050492079
9,9,9,01-10,0.21063500646400746,-0.1935792426509931,-0.7783842960932829
10,10,10,01-11,0.14673546812328933,-0.759398307880664,-0.8643645645035172
11,11,11,01-12,0.1681808131256188,-0.5695035859807139,-0.3301088462210978
12,12,12,01-13,0.06356592735921593,-1.4958498227536925,-0.3703889771058387
13,13,13,01-14,0.4141006889007727,1.6080732454911266,-0.5788007471413156
14,14,14,01-15,0.14078641139080705,-0.8120761488600955,-0.5870568324345898
15,15,15,01-16,0.06941584251130581,-1.4440498628638538,-0.5124680204289663
16,16,16,01-17,0.14114117053424274,-0.8089348196403099,-0.20974533041731172
17,17,17,01-18,0.21872195900171948,-0.12197071394697324,-0.5557460283570897
18,18,18,01-19,0.2686898759043561,0.3204863173162356,-0.4477366944204135
19,19,19,01-20,0.1796516974556677,-0.46793094214754105,-0.06556103469660916
20,20,20,01-21,0.21397319846636007,-0.16402014524003802,-0.009412983220500734
21,21,21,01-22,0.3283768749908089,0.8490040954789717,-0.06884360021673634
22,22,22,01-23,0.1791869147150035,-0.4720465107836594,-0.11863560527137865
23,23,23,01-24,0.17845195868468866,-0.4785544159243868,-0.14156255793234293
24,24,24,01-25,0.2349509689119711,0.02173428698838169,-0.12318303133598105
25,25,25,01-26,0.16411646599434762,-0.6054926581133268,-0.3159719648521644
26,26,26,01-27,0.22642710823999165,-0.05374298566186683,-0.3284015070220871
27,27,27,01-28,0.19774369623198,-0.30772950561812823,-0.2820609906472206
28,28,28,01-29,0.1707646957911273,-0.5466237638031954,-0.2233108790194437
29,29,29,01-30,0.20985214773582114,-0.2005113176751879,-0.08177799942228824
30,30,30,01-31,0.2747598609183595,0.3742349567550432,-0.3398510233151249
31,31,31,02-01,0.2600187028263959,0.24370461946960595,-0.543091403794082
32,32,32,02-02,0.051557633897500385,-1.602181129018887,-0.2864133350633956
33,33,33,02-03,0.060028649678795225,-1.5271717884918712,-0.3593137343309689
34,34,34,02-04,0.3446889528758944,0.9934446485809232,-0.552572268165831
35,35,35,02-05,0.16045506505362714,-0.637913713280628,-0.7819025055565891
36,36,36,02-06,0.14380848245140254,-0.7853162462541294,-0.6904527907816939
37,37,37,02-07,0.10462525077767228,-1.1322768048749436,-0.5477942997021699
38,38,38,02-08,0.1135236747886908,-1.0534828403695158,-0.5385061616070259
39,39,39,02-09,0.1566935973330231,-0.6712208420147264,-0.3653123165174954
40,40,40,02-10,0.3509825662176466,1.0491734771517869,-0.2995361363842557
41,41,41,02-11,0.2778106731420466,0.4012493572565552,0.1328714630585174
42,42,42,02-12,0.1883782165160248,-0.39065916545469137,0.3371935623683049
43,43,43,02-13,0.3976232886030239,1.4621687917816957,0.4205173407249532
44,44,44,02-14,0.2519716906405661,0.17244975548920952,0.12291137237194595
45,45,45,02-15,0.21315352910608493,-0.17127817187483707,0.06893512559097206
46,46,46,02-16,0.14932569227529813,-0.7364623329662564,-0.041252157719615316
47,47,47,02-17,0.24123653703439635,0.07739187657071185,0.14432318571445787
48,48,48,02-18,0.11371565775222832,-1.0517828653182155,0.4276216189489536
49,49,49,02-19,0.5233685612694106,2.575620852386135,0.3284395904502279
50,50,50,02-20,0.443933823507033,1.8722403548961841,0.5869346407490995
51,51,51,02-21,0.14594809660417374,-0.7663703428671914,0.7213393389017652
52,52,52,02-22,0.3244811303914096,0.8145079688269733,1.1850373176075866
53,53,53,02-23,0.33230874039989583,0.8838200654867053,1.2984785236625391
54,54,54,02-24,0.4279159587632842,1.7304050069167136,1.0004373480615965
55,55,55,02-25,0.6002359679141482,3.2562680887158497,0.9272791715218576
56,56,56,02-26,0.2419820544937912,0.08399330129052683,0.7111165789280124
57,57,57,02-27,0.09637634484808316,-1.2053194021056255,0.4639376914508602
58,58,58,02-28,0.1780100332995567,-0.4824675867360964,0.22073666832375585
59,59,59,02-29,0.16482109884135804,-0.5992532593762079,-0.3574141113353971
60,60,60,03-01,0.26312370565490634,0.2711988681540875,-0.3058523809874291
61,61,61,03-02,0.20848280671710998,-0.2126365892390684,0.05385212916841756
62,62,62,03-03,0.2769201218133825,0.3933636833783348,0.04764641516263827
63,63,63,03-04,0.3401109966174041,0.9529076588294544,0.08319077707517372
64,64,64,03-05,0.17380506088616304,-0.5197018707707721,0.04114574361914039
65,65,65,03-06,0.1889058473738716,-0.3859870879009952,0.11875175437295454
66,66,66,03-07,0.2346341224033765,0.01892866741788753,0.10693618808671383
67,67,67,03-08,0.2610683970342617,0.2529994752838168,0.22155711893325028
68,68,68,03-09,0.2689139310292123,0.3224702856608904,0.2921034352668733
69,69,69,03-10,0.4177777810935061,1.6406332439086728,0.5098865693319327
70,70,70,03-11,0.22160702433036392,-0.09642397276903407,0.49013317751112
71,71,71,03-12,0.3364750183013655,0.9207117164893612,0.4150817301218954
72,72,72,03-13,0.2212492858478861,-0.09959168350698899,0.1797527181937398
73,73,73,03-14,0.2102137708682716,-0.19730920905153032,-0.12805896415739415
74,74,74,03-15,0.10945572810404916,-1.0895037859080434,-0.1905235585324752
75,75,75,03-16,0.20920554724557025,-0.20623685019813087,-0.3669174316860799
76,76,76,03-17,0.17928121042459466,-0.4712115390195203,-0.5352081342267642
77,77,77,03-18,0.2169510811989138,-0.13765152243226705,-0.5157671756746137
78,78,78,03-19,0.1072160318250318,-1.1093358987510944,-0.5005968022219071
79,79,79,03-20,0.2233869036174751,-0.08066345773862793,-0.4971747930720943
80,80,80,03-21,0.11973512573824616,-0.998481545191804,-0.4330076558129207
81,81,81,03-22,0.21152428994946265,-0.1857047952992539,-0.5318758392139138
82,82,82,03-23,0.22276066206706294,-0.08620871546447906,-0.3306484964390956
83,83,83,03-24,0.14995830915425465,-0.7308606228382257,-0.3293975273396537
84,84,84,03-25,0.2435670503219537,0.09802815789781448,-0.2954199548313258
85,85,85,03-26,0.2242345563691588,-0.07315764314197662,-0.2356930169813487
86,86,86,03-27,0.14275822266771215,-0.7946161101418366,-0.19708223560316365
87,87,87,03-28,0.25199507635079194,0.1726568318006091,-0.09126268930706632
88,88,88,03-29,0.24892320684493066,0.14545597280463118,-0.1607192202576237
89,89,89,03-30,0.2216613029690727,-0.0959433450616416,-0.2369382559592456
90,90,90,03-31,0.1965035220470248,-0.3187110278055299,0.36486677876276224
91,91,91,04-01,0.1725887760121668,-0.5304718573517082,0.3402971332512601
92,92,92,04-02,0.5505394331602951,2.8162140981902097,0.16952911166659632
93,93,93,04-03,0.2353467613484389,0.02523895873159609,0.3121405938521958
94,94,94,04-04,0.13321132918112094,-0.8791521567033517,0.44657397115166503
95,95,95,04-05,0.3182943975437108,0.7597255480519552,0.6516716003940304
96,96,96,04-06,0.2875951583127573,0.4878892359912858,0.1176036097860366
97,97,97,04-07,0.3115622885223176,0.700113918102484,0.2774531426514974
98,98,98,04-08,0.1886566320367224,-0.38819384545775226,0.7006390784202119
99,99,99,04-09,0.3436603051835479,0.9843361559243607,0.3736565297023717
100,100,100,04-10,0.4199607965246717,1.6599634579089355,0.19910114026473125
101,101,101,04-11,0.09673204456721343,-1.2021697442550854,-0.04751798437243136
102,102,102,04-12,0.1693169720297767,-0.5594431006345572,-0.11042947297649863
103,103,103,04-13,0.14445394051453112,-0.7796008297204916,-0.4821595951844544
104,104,104,04-14,0.14602800399822932,-0.7656627770821559,-0.7032880210510433
105,105,105,04-15,0.09177713627563487,-1.246044577323374,-0.5783878268188194
106,106,106,04-16,0.2701248663286902,0.33319290270940194,-0.528294972367901
107,107,107,04-17,0.18136402578402386,-0.4527685788617427,-0.3780644199914824
108,108,108,04-18,0.2032597336327269,-0.2588859739290466,0.016673195255058004
