,unnamed: 0,unnamed: 0,mth_day,arnold schwarzenegger,arnold schwarzenegger_norm,arnold schwarzenegger_ravg
74,74,74,03-15,0.456665842621293,1.2446453144559992,0.14732869310203955
75,75,75,03-16,0.2634104206272099,-0.32069081506647085,-0.2827006399452188
76,76,76,03-17,0.246708254753472,-0.4559755248752319,-0.3913283306953779
77,77,77,03-18,0.12621534062587153,-1.4319476859106732,-0.4535139710807244
78,78,78,03-19,0.19726742291734484,-0.8564378743823212,-0.7255742818717085
79,79,79,03-20,0.19180565835041155,-0.900677240705653,-0.6350982610684356
80,80,80,03-21,0.2551354651714638,-0.3877165502899048,-0.5019331895571421
81,81,81,03-22,0.3304310991290829,0.22216530975316687,-0.4560274162047578
82,82,82,03-23,0.3453511146648628,0.3430149041925294,-0.4603267797767079
83,83,83,03-24,0.16022032946064452,-1.1565130457963684,-0.4655260426026379
84,84,84,03-25,0.1940826424510944,-0.8822340558140217,-0.4848281284670772
85,85,85,03-26,0.18795427188127106,-0.9318728176612334,-0.19401141610244266
86,86,86,03-27,0.24083732429777344,-0.5035290654765405,-0.4446586292702155
87,87,87,03-28,0.5458553983999542,1.9670655839409736,-0.4754649531573745
88,88,88,03-29,0.15968262325724705,-1.1608683748141082,-0.2596711636861749
89,89,89,03-30,0.13740035229171976,-1.341350989119322,-0.2509212173340748
90,90,90,03-31,0.3539332421840013,0.4125286810131759,-0.22472861131490046
91,91,91,04-01,0.1944358493883968,-0.8793731395486329,-0.7501287394069873
92,92,92,04-02,0.26023966108880314,-0.3463734293614944,-0.868709341162501
93,93,93,04-03,0.15666196618361544,-1.1853351846115479,-0.7402405846679496
94,94,94,04-04,0.07184330056979926,-1.8723519853471908,-0.8269606986799274
95,95,95,04-05,0.2325643874704782,-0.5705384501520129,-0.7377326041999838
96,96,96,04-06,0.28969477513779923,-0.10779200305869124,-0.6931319745659966
97,97,97,04-07,0.2605321186582177,-0.3440045726689721,-0.16079243300377544
98,98,98,04-08,0.293277856548129,-0.07876965155757154,-0.09826019021260346
99,99,99,04-09,0.550995812346592,2.0087020647617795,0.0583173172991388
100,100,100,04-10,0.11816445067012064,-1.4971585286001594,0.10226028464143876
101,101,101,04-11,0.3485501558365144,0.3689265949184406,0.3822291449676558
102,102,102,04-12,0.3222458031396856,0.15586580099510847,0.273168677698933
103,103,103,04-13,0.467920803658613,1.33580858928833,0.07679245930787149
104,104,104,04-14,0.21249063304750496,-0.7331324551699084,0.2449175943761933
105,105,105,04-15,0.4055288998834741,0.8304447544154103,0.15450789763977227
106,106,106,04-16,0.2427041964000783,-0.4884077181902286,0.07193677585285027
107,107,107,04-17,0.28157860730213946,-0.1735315855000853,-0.14005167661973816
108,108,108,04-18,0.26108072804367616,-0.33956092972642343,-0.0584494463274182
109,109,109,04-19,0.31088903111672217,0.06387787445279951,-0.0728173933890639
110,110,110,04-20,0.2729379957067118,-0.2435190734159888,-0.071690983649653
111,111,111,04-21,0.3948857531999536,0.7442370720455361,-0.17012042840464736
112,112,112,04-22,0.24353859146228585,-0.4816492597537632,-0.158058470554303
113,113,113,04-23,0.20866638024491554,-0.7641082540300517,-0.22354057179824105
114,114,114,04-24,0.2700156987907741,-0.2671891826243573,-0.2459232252408124
115,115,115,04-25,0.2623827549107917,-0.32901473301082884,-0.605986722398826
116,116,116,04-26,0.2563579051249745,-0.3778149940714168,-0.4800563064577972
117,117,117,04-27,0.12816646482896962,-1.4161439109025455,-0.27069413216530724
118,118,118,04-28,0.3368223349940916,0.27393323589240964,-0.1310629337942688
119,119,119,04-29,0.3637527207927581,0.4920647917248878,-0.09898491357646254
120,120,120,04-30,0.3734483826308894,0.5705980076018733,0.01830759813733573
121,121,121,05-01,0.28614474909341386,-0.13654661170399118,0.39130917779788615
122,122,122,05-02,0.3432430670546786,0.3259400762113728,0.5081690965217349
123,123,123,05-03,0.4044697187649143,0.8218655670607573,0.5329714923724843
124,124,124,05-04,0.42338705095983575,0.9750927482355024,0.5560351307608596
125,125,125,05-05,0.3821252507032372,0.6408791668293838,0.4707785877788251
126,126,126,05-06,0.3905329170720288,0.7089798379321253,0.3096900452615811
127,127,127,05-07,0.2229904314449375,-0.6480858695961984,0.28962433821154593
128,128,128,05-08,0.22391572128359927,-0.6405911788920909,0.16164359290126484
129,129,129,05-09,0.38960592072015626,0.7014713247605463,0.14239287394004652
130,130,130,05-10,0.328584513119222,0.20720827637381609,0.04796684382744354
131,131,131,05-11,0.36786516018450105,0.525374853062074,0.3893724065473331
132,132,132,05-12,0.3205862444597866,0.14242365725650735,0.4012741661500787
133,133,133,05-13,0.4758887381416114,1.4003475067231392,0.18489074458617866
134,134,134,05-14,0.2327320241764575,-0.5691806212756174,0.15624253107855807
135,135,135,05-15,0.2293185473253617,-0.5968292046228542,-0.03548025981948394
136,136,136,05-16,0.30736316971684063,0.035318995328092614,0.0706013057455813
137,137,137,05-17,0.2258453032524787,-0.6249618923261779,0.12928941029112692
138,138,138,05-18,0.3991668278849853,0.7789130506468988,0.2348040323445101
139,139,139,05-19,0.5193623187844179,1.7524761339964126,0.2878565169782425
140,140,140,05-20,0.3108926406481163,0.06390711104468162,0.45324603884465
141,141,141,05-21,0.26861750725745365,-0.2785142968204599,0.9384653906830088
142,142,142,05-22,0.4298764928512508,1.0276561265265374,1.046949016605779
143,143,143,05-23,0.5852745740551296,2.286354218703976,1.1381130700716509
144,144,144,05-24,0.4795267525494045,1.4298148061835199,1.1630929126676668
145,145,145,05-25,0.5868926617860052,2.2994604547916446,1.1904226348434774
146,146,146,05-26,0.32939661534540315,0.21378616662077599,1.2539543770227082
147,147,147,05-27,0.28886216995623865,-0.11453596376559602,0.8459706710587204
148,148,148,05-28,0.4769380283769606,1.40884657960192,0.4971138898591648
149,149,149,05-29,0.28305809118317304,-0.16154801707995162,0.14016995387151254
150,150,150,05-30,0.22110890914301226,-0.6633258810138137,0.3069853799988851
151,151,151,05-31,0.3224842078704878,0.15779683886573145,0.2952029734773742
152,152,152,06-01,0.4529661859827443,1.2146787233850111,-0.16792450216554392
153,153,153,06-02,0.2801342786050753,-0.18523040289466167,-0.2490624605868441
154,154,154,06-03,0.13387345309089527,-1.3699182742555884,0.0751743938422318
155,155,155,06-04,0.22295464081728794,-0.6483757676077525,0.0634148556231657
156,156,156,06-05,0.4612893877518106,1.2820952455606416,-0.2005957544117564
157,157,157,06-06,0.3137732563574433,0.08723960955133482,-0.13752417661210173
158,158,158,06-07,0.2573986747334675,-0.3693849368245212,-0.003262669462109365
159,159,159,06-08,0.32685494448745034,0.19319906390326605,0.18493442674994606
160,160,160,06-09,0.2333285045618487,-0.5643492313556344,-0.11243027058136447
161,161,161,06-10,0.3623628173510415,0.48080680966458,-0.19406735565604552
162,162,162,06-11,0.2410146276473345,-0.5020929384272215,-0.27808803016994504
163,163,163,06-12,0.2533000748001225,-0.4025829008967517,-0.0115480695075876
164,164,164,06-13,0.19515983438536424,-0.8735089839079181,0.496059944378064
165,165,165,06-14,0.5242960880396823,1.7924388278774106,0.4701930857931693
166,166,166,06-15,0.609342316857779,2.481298851958276,0.7441183665983854
167,167,167,06-16,0.3432017800100963,0.3256056581552117,0.7403207381377762
168,168,168,06-17,0.4439264933039811,1.1414587464040753,0.8065685277142621
169,169,169,06-18,0.2504869577568623,-0.4253686716604068,0.8250276088758733
170,170,170,06-19,0.2442332990144009,-0.4760222464490028,0.4000803592864995
171,171,171,06-20,0.5379697679052272,1.9031933148470788,0.51127132843785
172,172,172,06-21,0.2945599829075401,-0.06838464557796821,0.9131888505934499
173,173,173,06-22,0.4255671861104358,0.9927514730633143,1.062806142492587
174,174,174,06-23,0.7416494125648762,3.5529638793376748,1.35197926369991
175,175,175,06-24,0.3613169028590701,0.47233507973441496,1.0748083557674302
176,176,176,06-25,0.4584400978518458,1.2590164807949362,0.9263600253131964
177,177,177,06-26,0.3326536836467669,0.2401678672521981,0.8779220704479797
178,178,178,06-27,0.1845959533096217,-0.959074628303369,0.4469874239692498
179,179,179,06-28,0.3896864679766372,0.7021237438720132,0.6720299223623646
180,180,180,06-29,0.4224318769068039,0.9673560004652959,0.20903810169491802
181,181,181,06-30,0.5280185415933591,1.822590070093104,-0.06344076913116907
182,182,182,07-01,0.11547600983762922,-1.5189344432097431,0.0622986388659371
183,183,183,07-02,0.1308132552320818,-1.3947053577043245,-0.07645506316291446
184,184,184,07-03,0.27773820651186515,-0.20463818032073194,-0.03773849542963581
185,185,185,07-04,0.2869037950423303,-0.13039846830109625,-0.4078627031356813
186,186,186,07-05,0.4511114166976852,1.199655406864968,-0.1208960361324836
187,187,187,07-06,0.25384671893590205,-0.3981551761431688,0.1387574411387777
188,188,188,07-07,0.32804836391798936,0.20286555880944293,0.18052261577620046
189,189,189,07-08,0.3231531931248973,0.1632155059232433,0.505500414541899
190,190,190,07-09,0.3086760209415647,0.045952867503804916,0.2673872845458519
191,191,191,07-10,0.5276331328044346,1.8194683242930945,0.14773950021368487
192,192,192,07-11,0.2747276258229822,-0.2290233731113145,0.011746580530237005
193,193,193,07-12,0.16521687407763302,-1.1160418821361706,-0.10041754886448824
194,194,194,07-13,0.2273107577797485,-0.6130919592912443,-0.17522508090293087
195,195,195,07-14,0.2400669124853929,-0.5097692704451082,-0.7520492419769024
196,196,196,07-15,0.25326187352709684,-0.4028923247268508,-0.7421728088857451
197,197,197,07-16,0.1003470264060332,-1.6414766421507343,-0.7057336267304716
198,198,198,07-17,0.2820436554302853,-0.16976477456437047,-0.5446396743599063
199,199,199,07-18,0.19220942625242354,-0.8974067892045292,-0.2034767682399876
200,200,200,07-19,0.34664211093352393,0.3534717549321472,-0.03034783670455139
201,201,201,07-20,0.4927854697873807,1.5372081662744048,0.08839819369284581
202,202,202,07-21,0.3815082127979051,0.6358812644857661,0.5285904515500724
203,203,203,07-22,0.18830889139501272,-0.9290004597663511,0.8008584583579391
204,204,204,07-23,0.6081188246401534,2.4713887725789894,0.90878108373608
205,205,205,07-24,0.3938936558262744,0.7362012516426701,0.5287624837340879
206,206,206,07-25,0.4265864709344316,1.0010075072009923,0.3305743357059756
207,207,207,07-26,0.21128431412930532,-0.742903433737548,0.2827753228522662
208,208,208,07-27,0.2346991021192309,-0.5532476236829074,-0.2843976329502059
209,209,209,07-28,0.1529014735539811,-1.2157945368886076,-0.3646333781380571
210,210,210,07-29,0.1879819089324344,-0.9316489622358434,-0.5583832869014335
211,211,211,07-30,0.3344585255580491,0.2547867805155628,-0.4519181469260829
212,212,212,07-31,0.2830650137603585,-0.16149194537926592,-0.5146074274026841
213,213,213,08-01,0.29014903269887754,-0.1041125938854448,-0.4750750673865005
214,214,214,08-02,0.18826162537087188,-0.9293833065425146,-0.3766369221713386
215,215,215,08-03,0.18218531658268652,-0.9786003767915064,-0.3923466576320601
216,216,216,08-04,0.2609005809099646,-0.3410200909448717,-0.5163374082690676
217,217,217,08-05,0.3228214407225896,0.16052836775123416,-0.6466313545531003
218,218,218,08-06,0.19121808943863614,-0.9054364492013112,-0.689304497282329
219,219,219,08-07,0.1936329767636836,-0.8858762715896406,-0.4320958653943269
220,220,220,08-08,0.1566512278961774,-1.1854221629178874,-0.05043292871034896
221,221,221,08-09,0.37271421996090415,0.564651414536506,-0.0970958626209738
222,222,222,08-10,0.5436197892535336,1.948957529158996,-0.13960045311309507
223,223,223,08-11,0.2882555804668852,-0.11944923571251502,0.03537642691836385
224,224,224,08-12,0.15973254808817944,-1.160463992154039,0.2997381576798711
225,225,225,08-13,0.3232481954451952,0.16398500859911305,0.1273841090395648
226,226,226,08-14,0.3524788340205701,0.40074822165115626,-0.4669137743032785
227,227,227,08-15,0.2450418800429633,-0.4694728773053318,-0.34345282007195954
228,228,228,08-16,0.10338991375459372,-1.616829770898064,-0.12728275591706129
229,229,229,08-17,0.37971005478625497,0.6213164896753989,-0.0796417289499165
230,230,230,08-18,0.3198618756473177,0.13655639277535053,-0.05183551305415402
231,231,231,08-19,0.35853858425226537,0.4498311704019817,-0.2631786307961147
232,232,232,08-20,0.3730764624237432,0.5675855170257312,0.11990536118147994
233,233,233,08-21,0.08848814324052585,-1.737531583757096,0.2301595960608664
234,234,234,08-22,0.3871617776981913,0.6816741809675041,0.3670982455543267
235,235,235,08-23,0.4613815691136628,1.2828418989517176,0.2663049969702864
236,236,236,08-24,0.4213000370595831,0.9581882897361124,0.054952480358887
237,237,237,08-25,0.2838753547187892,-0.15492832110226026,0.7656269345316931
238,238,238,08-26,0.2165157633499621,-0.7005295826426651,0.9825401448900892
239,239,239,08-27,0.6149246917285947,2.52651514127974,0.7902050594786427
240,240,240,08-28,0.5478415954573003,1.9831534431178832,0.9145581889634268
241,241,241,08-29,0.3189081511898217,0.12883138648303827,0.9712174301670772
242,242,242,08-30,0.5134153957801337,1.704307066644816,0.9190460425171796
243,243,243,08-31,0.3258460421468615,0.18502712611964306,0.6966524402704618
244,244,244,09-01,0.1778694815215078,-1.0135579085420503,0.2613956163855653
245,245,245,09-02,0.4501852393884061,1.1921535277994328,0.045281394667722914
246,246,246,09-03,0.2254223798425397,-0.6283875001914959,-0.4652116082762307
247,247,247,09-04,0.15882018926532834,-1.1678539438240163,-0.4937822558397458
248,248,248,09-05,0.13526450978841947,-1.3586509510189058,-0.5689967055661661
249,249,249,09-06,0.3046821562028921,0.01360324073855215,-0.7771220616080897
250,250,250,09-07,0.12215390728366128,-1.4648446069005718,-0.7687871591127182
251,251,251,09-08,0.2960150796982152,-0.0565986084521084,-0.5651513474281473
252,252,252,09-09,0.2315965110159406,-0.578378085219267,-0.13621438935976035
253,253,253,09-10,0.3096646908825556,0.053960926283409434,-0.11255294444133362
254,254,254,09-11,0.4530022452573607,1.2149707973914163,-0.017164796971299728
255,255,255,09-12,0.3222095195715328,0.15557191024911246,0.043777197420363116
256,256,256,09-13,0.192813274348212,-0.8925157220803686,0.02490663227780084
257,257,257,09-14,0.341158243346708,0.3090533578978687,-0.2268577324263599
258,258,258,09-15,0.2176180218169266,-0.6916014760746407,-0.5553189493197483
259,259,259,09-16,0.1231686624845486,-1.4566252619415547,-0.6439085498166885
260,260,260,09-17,0.2096925437220624,-0.7557965039689151,-0.3006851595019613
261,261,261,09-18,0.2565862187145612,-0.3759656927325285,0.11873668818550702
262,262,262,09-19,0.44705814820957535,1.1668246198079948,0.39223755298474394
263,263,263,09-20,0.6518476012666852,2.8255844440226787,0.6790607130889548
264,264,264,09-21,0.4202154986616511,0.9494037127207812,0.6821607540554181
265,265,265,09-22,0.3356347129315879,0.26431369868371024,0.7400392662654255
266,266,266,09-23,0.2119889184643572,-0.737196258170135,0.36702951780592136
267,267,267,09-24,0.2994600887693472,-0.02869461947248407,-0.228843463895678
268,268,268,09-25,0.1707488431846952,-1.0712338709490294,-0.4602264701916148
269,269,269,09-26,0.2104509618033956,-0.7496534461869174,-0.544893837406829
270,270,270,09-27,0.24881708902695301,-0.4388943250548396,-0.6100908737695521
271,271,271,09-28,0.2729168309187483,-0.24369050460757505,-0.31875076160521626
272,272,272,09-29,0.16369380585278528,-1.1283784763464733,-0.4735142674359191
273,273,273,09-30,0.5152720997166637,1.7193460535135303,-0.6716550911624122
274,274,274,10-01,0.05610680791376434,-1.9998149059332468,-0.7817012144972036
275,275,275,10-02,0.06367690689724519,-1.9384983885458758,-0.6843172226110731
276,276,276,10-03,0.1672997346283197,-1.099171065063588,-0.4678022205648771
277,277,277,10-04,0.3450546322221547,0.3406134467092085,-0.7899824769316993
278,278,278,10-05,0.3240786483131153,0.17071153593070212,-0.6162812200238194
279,279,279,10-06,0.27661505899023603,-0.21373548468740325,-0.07033520203622012
280,280,280,10-07,0.18477710078514512,-0.9576073644859674,-0.09657820990711848
281,281,281,10-08,0.46808983560554496,1.3371777193797199,-0.3506443266389947
282,282,282,10-09,0.14786006235027035,-1.2566291122889781,-0.4598094963870694
283,283,283,10-10,0.15685356660797767,-1.1837832536820487,-0.2088048901363524
284,284,284,10-11,0.24321386579580725,-0.4842794825577459,0.08837245197966674
285,285,285,10-12,0.4625482915601855,1.2922921528168991,-0.25444711055539715
286,286,286,10-13,0.40491307634164697,0.8254566882101472,-0.2996920523605123
287,287,287,10-14,0.21414409969864365,-0.7197396558306635,-0.1123762339236271
288,288,288,10-15,0.11434458861883852,-1.5280987631196683,-0.21169507204536545
289,289,289,10-16,0.2956089311157806,-0.059888343060737766,-0.3684225198318046
290,290,290,10-17,0.16964281503739678,-1.0801925112881758,-0.826904599784282
291,291,291,10-18,0.3464514539975189,0.3519274660982644,-0.7911696949211892
292,292,292,10-19,0.06528960697866351,-1.9254357915047164,-0.4853738137863102
293,293,293,10-20,0.2406149540627176,-0.5053302266521067,-0.5334378116504161
294,294,294,10-21,0.3408648008781769,0.3066765236896051,-0.332197300068273
295,295,295,10-22,0.2600052239703352,-0.3482723302453735,-0.33508619173946624
296,296,296,10-23,0.31871298311679763,0.12725055820468245,0.0469426309261248
297,297,297,10-24,0.34431148941681783,0.3345941160711055,-0.10488683152555932
298,298,298,10-25,0.3482798476523938,0.3667371444888296,-0.08454259390227455
299,299,299,10-26,0.12814632978256554,-1.4163070013622114,0.026239108513081567
300,300,300,10-27,0.3559349221877842,0.4287419494293138,-0.2808333410081776
301,301,301,10-28,0.3420674631752801,0.3164178842467632,-0.11925685354882795
302,302,302,10-29,0.09124714483799418,-1.7151841389228724,0.1917496944945589
303,303,303,10-30,0.4640002834567438,1.3040530408272033,0.33027142721340724
304,304,304,10-31,0.5786598940263954,2.2327764327491506,0.2709983086678763
305,305,305,11-01,0.2307571699990981,-0.5851766050491214,0.3774894605148429
306,306,306,11-02,0.31202798876416343,0.0731032381561284,0.6772724878533989
307,307,307,11-03,0.4209514502015034,0.9553647953285628,0.4799034695873378
308,308,308,11-04,0.3133132980263842,0.08351402510846355,0.2395196898899983
309,309,309,11-05,0.3177979482744535,0.11983893123083746,0.5983729158294689
310,310,310,11-06,0.4005941051784218,0.7904737545651134,0.7750964124883125
311,311,311,11-07,0.4965799423925017,1.5679427505877028,0.5899017329903946
312,312,312,11-08,0.4429370246406696,1.1334442181091888,0.6530096358960737
313,313,313,11-09,0.2837673326343172,-0.1558032816589451,0.5410386742526436
314,314,314,11-10,0.3600608719583263,0.4621614425425379,0.5515593004483662
315,315,315,11-11,0.23485475785533624,-0.5519868386297433,0.03687844311795308
316,316,316,11-12,0.4083873248585296,0.8535975117394492,-0.17947612832949125
317,317,317,11-13,0.11532687706138164,-1.5201423933947762,-0.17170288441051526
318,318,318,11-14,0.28267102215014955,-0.16468321057547722,-0.12923519698722974
319,319,319,11-15,0.2895254117030585,-0.1091638181450891,-0.05322487636703503
320,320,320,11-16,0.3915190771296472,0.7169675670822511,-0.3148300290042593
321,321,321,11-17,0.29115987843736424,-0.09592491490857503,-0.25101517284891345
322,322,322,11-18,0.2146016712271027,-0.7160334040838965,-0.4226437525488864
323,323,323,11-19,0.16259813103629106,-1.1372532564627011,-0.4265434774428669
324,324,324,11-20,0.15553607788888654,-1.194454688775315,-0.6810567908474465
325,325,325,11-21,0.2866366660879799,-0.13256216750897204,-0.5805704252471021
326,326,326,11-22,0.20298674778213754,-0.8101123133452273,-0.44894066518361214
327,327,327,11-23,0.3655957824805573,0.5069932786934916,-0.3642797912053883
328,328,328,11-24,0.31210723957737113,0.07374515629704269,-0.2579698896354541
329,329,329,11-25,0.2253112031432031,-0.6292880125933581,-0.2398589123895548
330,330,330,11-26,0.2342858026383484,-0.5565952793557096,-0.18318072159518708
331,331,331,11-27,0.3000524857999388,-0.02389630403357617,-0.4188642566285893
332,332,332,11-28,0.24497147223809776,-0.4700431685790209,-0.3346678132550136
333,333,333,11-29,0.19101172927596305,-0.9071079315069216,-0.0636340111493736
334,334,334,11-30,0.37447628180803305,0.5789238165384971,0.1826685446201586
335,335,335,12-01,0.42608118786168736,0.9969148000404819,0.5530303538304654
336,336,336,12-02,0.41673596189449374,0.9212200552614837,0.9622003908070136
337,337,337,12-03,0.5744003132583064,2.1982745512282644,1.0845700492127166
338,338,338,12-04,0.5480667372302638,1.9849770532802689,0.8517303880609749
339,339,339,12-05,0.28165781938447004,-0.1728899810727044,0.6858263038062167
340,340,340,12-06,0.20199884597487566,-0.8181141503719522,0.6922401878352981
341,341,341,12-07,0.303186699418584,0.0014902945119325975,0.3918012585820805
342,342,342,12-08,0.4214870866195304,0.9597033594359722,0.1879468811161132
343,343,343,12-09,0.35184829662277306,0.39564097570895945,0.18408845051313685
344,344,344,12-10,0.3970603316429412,0.7618507884844642,0.2918461882375462
345,345,345,12-11,0.2787996627738236,-0.19604056469056225,0.2999248092927098
346,346,346,12-12,0.28182106441460986,-0.1715677240254964,0.15153110431321928
347,347,347,12-13,0.309170988511645,0.049962020842914436,-0.019250809612263064
348,348,348,12-14,0.3115635211838094,0.069341129559029,0.12768389716644127
349,349,349,12-15,0.22534052533139626,-0.6290505078439346,0.4933644774633498
350,350,350,12-16,0.5059031350327461,1.6434590291566902,0.4245157515544333
351,351,351,12-17,0.5496798406250017,1.998042917090889,0.3861470270178488
352,352,352,12-18,0.2308209399237441,-0.5846600794789959,0.4559975942713827
353,353,353,12-19,0.280749115745106,-0.18025032637659244,0.5927873379543952
354,354,354,12-20,0.3633057659190377,0.4884445330802321,0.1559108072800439
355,355,355,12-21,0.3266683838328961,0.1916879542541408,-0.16854549858783466
356,356,356,12-22,0.18228411147948884,-0.977800154889418,-0.1794733801714948
357,357,357,12-23,0.3093368019898429,0.05130508188361777,0.21450610243229384
358,358,358,12-24,0.22272604326689946,-0.6502273689809568,0.20433340322244176
359,359,359,12-25,0.572591882541141,2.1836265692461394,-0.004764266212457222
360,360,360,12-26,0.3557702753306288,0.4274083378211198,-0.10718274408781828
361,361,361,12-27,0.1717779769132724,-1.0628980623552533,-0.16877587526315055
362,362,362,12-28,0.10641698317970552,-1.5923110221415844,-0.08860437919706321
363,363,363,12-29,0.2637113046948037,-0.3182537051683759,
364,364,364,12-30,0.28211358059618313,-0.16919839258443273,
365,365,365,12-31,,,
