,unnamed: 0,unnamed: 0,mth_day,boxing,boxing_norm,boxing_ravg
90,90,90,03-31,0.2980840304682938,-1.4534568952925364,-0.303774407971036
91,91,91,04-01,0.3019305723182913,-1.4303871142069458,-0.3853595794057649
92,92,92,04-02,0.3854877780571169,-0.9292495938860348,-0.7491256605833824
93,93,93,04-03,0.7801700112661688,1.4378721153216123,-0.8089980368040021
94,94,94,04-04,0.4244332728756114,-0.6956725070454863,-0.4954143593103377
95,95,95,04-05,0.2431219230219433,-1.7830942257146236,-0.28550073291708306
96,96,96,04-06,0.6117964322844262,0.4280451696694498,0.05738834362547138
97,97,97,04-07,0.5119303670655567,-0.1709053558474178,-0.02339766756200275
98,98,98,04-08,0.7285176086223691,1.128084865369292,-0.21445908233529395
99,99,99,04-09,0.6993508378789332,0.9531560481967676,0.258847167157958
100,100,100,04-10,0.23329342847434004,-1.8420409956852333,-0.00397745608605644
101,101,101,04-11,0.7166224620482884,1.056743271244888,-0.12097937965774648
102,102,102,04-12,0.3488639210220512,-1.148902569794637,-0.3997178685028997
103,103,103,04-13,0.3948804148673145,-0.8729168972775581,-0.3173137150374537
104,104,104,04-14,0.44966469920721336,-0.5443460677016271,-0.17084059327407086
105,105,105,04-15,0.7817888177823754,1.4475809689894434,-0.3786588365988113
106,106,106,04-16,0.3798266766241135,-0.9632022651049362,-0.2286443836118484
107,107,107,04-17,0.5087189105124118,-0.19016618870355492,-0.3432999059836964
108,108,108,04-18,0.4989399540918025,-0.2488158518728593,-0.14866335267140235
109,109,109,04-19,0.2801778270533092,-1.5608500315086462,-0.21425022420189155
110,110,110,04-20,0.6443811497215968,0.6234732521721372,-0.18386583624357847
111,111,111,04-21,0.7161750232128172,1.054059739806508,-0.021545640998496183
112,112,112,04-22,0.4102235372014889,-0.7808959373550581,0.07822289276275562
113,113,113,04-23,0.6711057372777404,0.7837549827669392,0.4775180266820323
114,114,114,04-24,0.5987494422707546,0.3497953506946516,0.4760461440134696
115,115,115,04-25,0.6796368693621722,0.8349207720070139,0.17445448068913616
116,116,116,04-26,0.64290866285354,0.6146419561607604,0.35336298551888845
117,117,117,04-27,0.4144595582198711,-0.7554902401394922,0.2018156828741303
118,118,118,04-28,0.5892054829585625,0.2925550916234554,0.14681357857823166
119,119,119,04-29,0.5194962253240962,-0.12552883310160987,0.2073946052683835
120,120,120,04-30,0.5437247599227507,0.019782724919259937,0.09009830472288173
121,121,121,05-01,0.7402427642204551,1.1984069321479245,0.06676006525681623
122,122,122,05-02,0.5255642128414065,-0.08913584711225014,-0.05870319421637075
123,123,123,05-03,0.3911117385387674,-0.8955196769358852,-0.2842446998481852
124,124,124,05-04,0.4636907215283878,-0.4602244652156665,-0.22352751354505404
125,125,125,05-05,0.29386213618241,-1.4787778668924962,-0.4293390976089724
126,126,126,05-06,0.6044668702867625,0.3840858427380465,-0.3694706579598876
127,127,127,05-07,0.534346695667655,-0.03646257223558577,-0.183748585470538
128,128,128,05-08,0.5854572281456806,0.2700747907822589,-0.3554294411276404
129,129,129,05-09,0.5769100488863488,0.21881275800021271,-0.2701294835212543
130,130,130,05-10,0.29193939185298884,-1.490309599158281,-0.21190082069293512
131,131,131,05-11,0.3791971089379811,-0.9669781212541798,-0.002933035058834285
132,132,132,05-12,0.6627194356511789,0.7334578197079614,0.21941204332303385
133,133,133,05-13,0.7434002613934952,1.2173441415690192,0.2075616536275786
134,134,134,05-14,0.8078935779221492,1.6041452610734677,0.3893281726743045
135,135,135,05-15,0.5650547946730822,0.14771041982748145,0.6157720414059376
136,136,136,05-16,0.4737805250256752,-0.3997104848779257,0.7420209663276335
137,137,137,05-17,0.6057339315944246,0.3916850911356184,0.5977722729054348
138,138,138,05-18,0.7890201850410765,1.4909513692381369,0.3772349493567269
139,139,139,05-19,0.5990923547001339,0.3518519810358279,0.7031614994339589
140,140,140,05-20,0.5872657250519548,0.28092131978122,1.0952729370061178
141,141,141,05-21,0.8911151357520282,2.1032697202908737,1.3144108882475858
142,142,142,05-22,0.8660529221207814,1.9529581405550285,1.0676859135923886
143,143,143,05-23,0.8249618377229772,1.706512798584425,0.7731155373096272
144,144,144,05-24,0.5421939311820246,0.010601521306954569,1.0432368064905548
145,145,145,05-25,0.3044010589472991,-1.4155702766607416,0.8820065312539226
146,146,146,05-26,0.8574978774830485,1.901648934866785,0.41879575215634507
147,147,147,05-27,0.7298186764011364,1.1358880688710802,0.1705862709850977
148,148,148,05-28,0.4026519976234951,-0.8263065340304367,0.2047415391443201
149,149,149,05-29,0.5766504679663631,0.21725591155694066,0.6594638929234843
150,150,150,05-30,0.5763632198852615,0.2155331302622892,0.44634725840486
151,151,151,05-31,0.7593100736756845,1.3127638460142428,0.4111027271191621
152,152,152,06-01,0.64429375979373,0.6229491277550399,0.6002324901626022
153,153,153,06-02,0.6945596774350837,0.9244208811568928,0.5089242812000002
154,154,154,06-03,0.5918593973628272,0.3084720442302036,0.3614014658543305
155,155,155,06-04,0.4853047775014444,-0.3305933422186709,0.2953441360672369
156,156,156,06-05,0.42877984725993457,-0.6696037618117288,0.22608461904144395
157,157,157,06-06,0.6932256277290737,0.9164198672916808,-0.04571269697088661
158,158,158,06-07,0.5750058121287059,0.20739202560028225,-0.037232514716402966
159,159,159,06-08,0.42265079016486135,-0.7063630149170905,0.02338105230543026
160,160,160,06-09,0.6003430606840674,0.3593531377571054,0.2614458324991927
161,161,161,06-10,0.5459432260490306,0.03308805991232845,-0.017121284204326237
162,162,162,06-11,0.6669423516968045,0.7587849193508458,0.01860161271364275
163,163,163,06-12,0.41454416080284506,-0.7549828329294327,0.23595522712400266
164,164,164,06-13,0.6107433730934108,0.42172940710809614,-0.013946928275512973
165,165,165,06-14,0.6400936270021491,0.5977586715450689,-0.18852151696506853
166,166,166,06-15,0.3503383218660072,-1.1400597946399882,-0.15046514481088807
167,167,167,06-16,0.3712969754801679,-1.014359472225005,-0.06883030100030793
168,168,168,06-17,0.7050143457760809,0.9871231522759288,0.033106536746137595
169,169,169,06-18,0.496212515254168,-0.265173770065952,-0.20939788707979895
170,170,170,06-19,0.7127220553340542,1.0333504335867694,-0.2567730913443081
171,171,171,06-20,0.3974896564845544,-0.8572678714105507,-0.2220490311147696
172,172,172,06-21,0.30294367034863257,-1.4243110202270424,-0.10542016224014793
173,173,173,06-22,0.4060352897396423,-0.8060151108477744,0.11933087312000593
174,174,174,06-23,0.8216910901404159,1.6868963655236593,0.4229828995179486
175,175,175,06-24,0.7210558096406269,1.083332442094971,0.9177756057430032
176,176,176,06-25,1.0164987291679748,2.855262591974425,1.4378560227730692
177,177,177,06-26,0.8924854723114224,2.1114883659397767,1.886659273479309
178,178,178,06-27,0.8232375774424867,1.6961714819533529,1.9861098410056688
179,179,179,06-28,0.8550227716368368,1.8868043933896648,1.5688195398424274
180,180,180,06-29,0.9211824815611382,2.283599770681816,1.2964034488265543
181,181,181,06-30,0.3035942131736282,-1.4204093648844751,0.8013247320031959
182,182,182,07-01,0.7439708128905775,1.220766045879186,0.3339321295168635
183,183,183,07-02,0.3972035284805208,-0.8589839350003736,0.23641100199992096
184,184,184,07-03,0.35565311294164353,-1.1081841329646418,-0.1878161722915388
185,185,185,07-04,0.7574616122497209,1.3016776282880098,-0.04171616238607778
186,186,186,07-05,0.4967811644188144,-0.2617632750669425,-0.3100486029846842
187,187,187,07-06,0.4497541963051766,-0.5438093054517092,0.06669955503800955
188,188,188,07-07,0.4755282233458005,-0.3892285977124524,0.5341949604247264
189,189,189,07-08,0.7741063394869736,1.4015050131357891,0.17164933705794208
190,190,190,07-09,0.8233404225428791,1.6967882993556591,0.1960206246640348
191,191,191,07-10,0.39476716595916506,-0.8735961119126959,0.2772048884602956
192,192,192,07-11,0.5211624563003523,-0.1155355494303865,0.4157018398701472
193,193,193,07-12,0.530971785781638,-0.05670372267414395,0.12196018846314967
194,194,194,07-13,0.6140820269693149,0.4417531107466565,-0.05307263784939365
195,195,195,07-14,0.4802441087967679,-0.36094489530619617,0.06294160820030041
196,196,196,07-15,0.6482357462470815,0.6465913414803993,-0.18215378243511413
197,197,197,07-16,0.5108290351993859,-0.1775106356145316,-0.2751472100824359
198,198,198,07-17,0.27596645539608783,-1.586107893242874,-0.4021240197094857
199,199,199,07-18,0.4379401848592799,-0.6146642885580742,-0.3263346194908591
200,200,200,07-19,0.487053094081517,-0.3201077470156423,-0.3012038468296152
201,201,201,07-20,0.5560646201346701,0.09379150600556307,0.02220347200148999
202,202,202,07-21,0.6733768349480815,0.7973759774478627,0.28861700209804336
203,203,203,07-22,0.8343691109020556,1.7629332773720996,0.40244919331803536
204,204,204,07-23,0.5424893467369256,0.012373287336446302,0.7277424035294499
205,205,205,07-24,0.5518191035486573,0.06832885876187778,0.891352183642642
206,206,206,07-25,0.8124798353122198,1.6316515142528447,0.6118246271225568
207,207,207,07-26,0.7197415611353886,1.0754501866847168,0.13271532828219715
208,208,208,07-27,0.3937345339501848,-0.8797893616726493,-0.1251348097376392
209,209,209,07-28,0.3550631404097329,-1.111722515670058,0.01901585889230344
210,210,210,07-29,0.28453336269672186,-1.5347275407825718,-0.034211195743633516
211,211,211,07-30,0.696028945211141,0.9332328705415336,-0.17285320172826674
212,212,212,07-31,0.7592309312720035,1.312289186437223,-0.11845596459065096
213,213,213,08-01,0.5810426433930114,0.2435981507769173,0.4263112629811421
214,214,214,08-02,0.4481541008453653,-0.5534059388469545,0.7684919389936089
215,215,215,08-03,0.9000539918411363,2.1568808497607006,0.4954886089664588
216,216,216,08-04,0.6268545019374836,0.5183565152922293,0.2095316481656969
217,217,217,08-05,0.4229135488641807,-0.7047871096213674,0.047614993649850015
218,218,218,08-06,0.4731565867594097,-0.4034525783673485,0.24694591594056856
219,219,219,08-07,0.4190595230081007,-0.727901776318164,0.12154854081005065
220,220,220,08-08,0.6475668473500349,0.6425795948973568,0.03144561916393729
221,221,221,08-09,0.7746051417987799,1.4044965989775928,0.14338894919208955
222,222,222,08-10,0.5367145935526663,-0.022261014584450987,0.22104611651990616
223,223,223,08-11,0.5349028309949037,-0.03312712945245383,0.1347513245118088
224,224,224,08-12,0.5508456319143152,0.06249042559955115,-0.15665971424088845
225,225,225,08-13,0.3327293074769343,-1.2456705283667482,-0.6800355553643844
226,226,226,08-14,0.3560361860174159,-1.1058866376188268,-0.8927721725764292
227,227,227,08-15,0.2510144578585813,-1.7357584477633832,-1.1374542379665555
228,228,228,08-16,0.323890649164878,-1.29868071785672,-1.311962632176834
229,229,229,08-17,0.2901203250035984,-1.5012195217932107,-1.1351276446230818
230,230,230,08-18,0.3762656029971883,-0.9845599396621201,-0.9315005830691802
231,231,231,08-19,0.5096368847909172,-0.1846606030442346,-0.3960746717845517
232,232,232,08-20,0.5597468353260889,0.11587573170458272,0.16724852617357844
233,233,233,08-21,0.7866601584454235,1.4767970199443885,0.18561235593796147
234,234,234,08-22,0.8874450881033016,2.0812584698920604,0.3400159413026163
235,235,235,08-23,0.3084916930160281,-1.3910365432069127,0.1876548099293812
236,236,236,08-24,0.5307325701585985,-0.058138427474190776,0.2971429593596961
237,237,237,08-25,0.3572132100367152,-1.0988273912836453,0.027457504280328043
238,238,238,08-26,0.6692799290212531,0.7728046282864719,-0.7316552430312323
239,239,239,08-27,0.5168639990151083,-0.14131571053182002,-0.5949789475300459
240,240,240,08-28,0.1280207293110178,-2.4734180139773008,-0.2839862997990714
241,241,241,08-29,0.44522409336194496,-0.570978770199795,0.13580103258820475
242,242,242,08-30,0.8418528786090074,1.8078174589116562,0.09425043692293927
243,243,243,08-31,0.7771728627449153,1.4198966030400118,0.17398685764255184
244,244,244,09-01,0.6277122770719428,0.5235010542948789,0.4792517519482463
245,245,245,09-02,0.5966331510835435,0.3371028137858553,0.5780996219306082
246,246,246,09-03,0.4334109331258259,-0.6418286481431345,0.3326558125363254
247,247,247,09-04,0.5441125398347434,0.0221084496943762,-0.0006255687984197215
248,248,248,09-05,0.5963083159219488,0.3351546025459598,-0.14133231001959276
249,249,249,09-06,0.4437546712919063,-0.5797916849684589,0.05552127277293075
250,250,250,09-07,0.4869477765309125,-0.3207393930321592,0.03554928798163198
251,251,251,09-08,0.7935675411561937,1.5182243105409965,-0.0519818418471345
252,252,252,09-09,0.4134307499479557,-0.7616605568909269,-0.04910145264221926
253,253,253,09-10,0.4565454789732391,-0.5030783292782227,0.043753732136433236
254,254,254,09-11,0.5991898875103089,0.3524369377754513,0.47180224618092104
255,255,255,09-12,0.536647972597681,-0.022660576296543885,0.3592841216558947
256,256,256,09-13,0.9151720020645766,2.247551691234768,0.2404368400678229
257,257,257,09-14,0.6810032285787131,0.843115563390838,0.1378250645987341
258,258,258,09-15,0.2945346822243239,-1.4747442464193583,-0.15904469523334036
259,259,259,09-16,0.3538915819518423,-1.1187489820927554,-0.3410825674267353
260,260,260,09-17,0.3021982643242453,-1.4287816212169957,-0.7783285188823292
261,261,261,09-18,0.35453537488939674,-1.1148878094569137,-0.7206033706257454
262,262,262,09-19,0.4777465636238728,-0.3759240174987967,-0.25993266976985896
263,263,263,09-20,0.7387520726815159,1.1894664529303405,-0.00528491392324378
264,264,264,09-21,0.7553944857921961,1.289279958715961,0.4942396071518827
265,265,265,09-22,0.6086438692590914,0.4091375529869362,0.5792496410399699
266,266,266,09-23,0.801927837384365,1.5683655052337635,0.4553317714326874
267,267,267,09-24,0.4395803049146257,-0.6048276061283903,0.015997556850110506
268,268,268,09-25,0.3537778264333845,-1.1194312351424915,-0.18484166896616128
269,269,269,09-26,0.29923751389365016,-1.446538834565121,-0.39919123717037297
270,270,270,09-27,0.5544728166119239,0.08424460381832992,-0.7601905841185861
271,271,271,09-28,0.39420631177189497,-0.8769598562383338,-0.7093346760082063
272,272,272,09-29,0.4407803022500871,-0.5976305764555155,-0.7600131277303935
273,273,273,09-30,0.49045708908707397,-0.2996921574661111,-0.376851855739268
274,274,274,10-01,0.3030785714939705,-1.423501945475615,-0.32089006342882304
275,275,275,10-02,0.6825560714154744,0.8524287973816325,0.13538922924888444
276,276,276,10-03,0.6104575809209654,0.4200153576809997,0.3887829327268691
277,277,277,10-04,0.8506729045134181,1.8607158998279112,0.2553346209679757
278,278,278,10-05,0.6942780224073153,0.9227316444123924,0.4611651829981452
279,279,279,10-06,0.3569539975524825,-1.1003820280194716,0.2696412904635424
280,280,280,10-07,0.5089936258033693,-0.1885185732945982,0.01230498876742022
281,281,281,10-08,0.4909535594083914,-0.29671455782598405,-0.20284297963260808
282,282,282,10-09,0.3530156441313746,-1.1240024524957335,-0.3273152732211397
283,283,283,10-10,0.6354366190916494,0.5698280894277414,0.13267942834494306
284,284,284,10-11,0.5697546336476756,0.17589788288120284,0.2445727028744802
285,285,285,10-12,0.8171375243366736,1.6595861813770247,0.2978080129725468
286,286,286,10-13,0.6209328318879787,0.4828410738826249,0.3710785158011949
287,287,287,10-14,0.5442107222995578,0.022697302762415387,0.1165891445789075
288,288,288,10-15,0.4263162240861949,-0.6843794355238446,-0.055233531409789836
289,289,289,10-16,0.3808427814247188,-0.9571081379059828,-0.398822659279695
290,290,290,10-17,0.39786142542423936,-0.8550381730509812,-0.5775322098035801
291,291,291,10-18,0.4734073550769681,-0.4019485858424062,-0.5565230457675195
292,292,292,10-19,0.4421499221063873,-0.5894162292606856,-0.5199401941140994
293,293,293,10-20,0.5652285104783921,0.14875228697877899,-0.4893515955692502
294,294,294,10-21,0.4629140927928963,-0.4648823256033234,-0.08406219633415578
295,295,295,10-22,0.4114439364159188,-0.7735765466368879,0.1031922424603276
296,296,296,10-23,0.8033171936608615,1.5766982223595856,0.405311412755675
297,297,297,10-24,0.6607386607573672,0.721578046924494,0.3024759043873731
298,298,298,10-25,0.7443931106089695,1.2232987925113992,0.6688101797733542
299,299,299,10-26,0.4623507887166948,-0.4682607632310328,0.6344475337332053
300,300,300,10-27,0.8293987463228318,1.7331233267125639,-0.03088569649805095
301,301,301,10-28,0.3770671847043104,-0.979752422877782,-0.39825343224501225
302,302,302,10-29,0.13771084790917554,-2.4153011590279516,-0.7911443952072149
303,303,303,10-30,0.29322012263683017,-1.482628367557274,-0.6886239857919804
304,304,304,10-31,0.3513408681330646,-1.1340469852618176,-0.8882649271112396
305,305,305,11-01,0.5649132821789901,0.14686169326037465,-0.9401429835221076
306,306,306,11-02,0.6296758535285674,0.5352776787970088,-0.5452010354851679
307,307,307,11-03,0.3251678326452893,-1.291020761342991,-0.2414139678452177
308,308,308,11-04,0.5328149173775674,-0.04564947080631249,-0.11616772458565786
309,309,309,11-05,0.5971318931464228,0.34009403828242685,-0.06339775687237882
310,310,310,11-06,0.4766385242656863,-0.3825695257044583,-0.15793929498433565
311,311,311,11-07,0.6177049116649571,0.4634814995400486,-0.0018762287380548566
312,312,312,11-08,0.5350955066510019,-0.031971549874732004,0.3499786238518207
313,313,313,11-09,0.4812949618958226,-0.35464236386530623,0.2285873557327036
314,314,314,11-10,0.8848142043903973,2.0654796447329407,0.6894453617621245
315,315,315,11-11,0.475690794599692,-0.3882535704322761,0.5194049691483678
316,316,316,11-12,0.9376857098948054,2.3825785104720687,0.4101950002476143
317,317,317,11-13,0.4475947184336863,-0.5567608561424916,0.3535890181472621
318,318,318,11-14,0.4258407076769301,-0.6872313632792526,0.035449038219880734
319,319,319,11-15,0.424665743360616,-0.6942782564674193,0.17477583015831347
320,320,320,11-16,0.5665436298042204,0.15663976516865236,-0.2315342861457464
321,321,321,11-17,0.6150747793966219,0.4477071811983205,-0.04378394793178971
322,322,322,11-18,0.5312088055906456,-0.055282187352291234,0.20553108634817416
323,323,323,11-19,0.6354221270974599,0.5697411731412484,0.34387656421653995
324,324,324,11-20,0.6752580843655464,0.8086588424005308,0.20186637257556952
325,325,325,11-21,0.5630680112636145,0.1357946107427753,-0.043192944358369886
326,326,326,11-22,0.4244751437843823,-0.6954213846771701,-0.049778230152572094
327,327,327,11-23,0.3699148670018825,-1.0226487204053158,-0.1878910058158968
328,328,328,11-24,0.5246208165739451,-0.0947939021175044,-0.2399807944723522
329,329,329,11-25,0.4972526569224391,-0.25893548083869955,-0.10335241112103556
330,330,330,11-26,0.623146913146051,0.4961201104617982,0.2740889601736662
331,331,331,11-27,0.6997524797919957,0.9555649108506752,0.478216292881655
332,332,332,11-28,0.8020714526229626,1.5692268430910403,0.5062270843293132
333,333,333,11-29,0.5741259928231165,0.20211527584261665,0.5629654751189886
334,334,334,11-30,0.5526431062927497,0.07327084656844511,0.3704558799828466
335,335,335,12-01,0.5540143384999855,0.08149486389935268,-0.09058355940243096
336,336,336,12-02,0.43055829391209705,-0.6589374603550537,-0.4826352085563892
337,337,337,12-03,0.2385237863296557,-1.8106717254609903,-0.5284400149955137
338,338,338,12-04,0.4098588684888641,-0.7830830518327087,-0.4625864536006187
339,339,339,12-05,0.5283023837705341,-0.07271356279213054,-0.4687630083140735
340,340,340,12-06,0.6185237002013917,0.4683922149378154,-0.3628206040768197
341,341,341,12-07,0.5478352483458246,0.04443553561862399,-0.13049418134467058
342,342,342,12-08,0.5365441869058929,-0.023283034931530718,-0.09518152357088322
343,343,343,12-09,0.4709455777416948,-0.41671318906809596,-0.1779746686190269
344,344,344,12-10,0.44518602190854345,-0.5712071051899846,-0.17287510183242955
345,345,345,12-11,0.4454752526055538,-0.5694724330809924,-0.14588554663561576
346,346,346,12-12,0.6236253603312546,0.4989896156573992,0.0555746705699328
347,347,347,12-13,0.5748358826020914,0.2063728667995069,0.07482190468032314
348,348,348,12-14,0.7380871023888879,1.1854782683017606,0.03185569271063732
349,349,349,12-15,0.4902007127326094,-0.3012297844057539,0.07654279374840164
350,350,350,12-16,0.4022021725523424,-0.8290043770080996,0.11569972034526416
351,351,351,12-17,0.4901806974450432,-0.3013498268544064,0.34899574165576697
352,352,352,12-18,0.6627983606245748,0.7339311752385742,0.3492830974771464
353,353,353,12-19,0.8082276706072057,1.6061489946625238,0.4388593018438949
354,354,354,12-20,0.7383745761682035,1.187202403230037,0.5251270896904529
355,355,355,12-21,0.5798136876236037,0.23622744179473745,0.6568755341213613
356,356,356,12-22,0.488505372836914,-0.3113976499287523,0.309616413233801
357,357,357,12-23,0.621983223865745,0.4891408397310443,0.16202851845555452
358,358,358,12-24,0.3153966918358789,-1.3496235500867877,0.06461152241902975
359,359,359,12-25,0.6605791918345636,0.7206216259930446,0.12390688244058527
360,360,360,12-26,0.6409175910068878,0.6027004270108884,0.10970825868334556
361,361,361,12-27,0.6391333880544091,0.5919996019240705,0.3426134985985329
362,362,362,12-28,0.4743009206250885,-0.3965893924721905,0.4825616647837373
363,363,363,12-29,0.8549840700619956,1.8865722792221684,
364,364,364,12-30,0.4554023059501873,-0.5099345529755612,
365,365,365,12-31,,,
