,unnamed: 0,unnamed: 0,mth_day,sandra bullock,sandra bullock_norm,sandra bullock_ravg
168,168,168,06-17,0.20266474388132805,-0.2331044873547965,0.12455456181244785
169,169,169,06-18,0.2381479841230313,0.06517130400790508,-0.20488657150898248
170,170,170,06-19,0.15939993350803666,-0.5967929629378039,-0.18055298708673248
171,171,171,06-20,0.06890782474510311,-1.357478998640387,-0.0655766843064813
172,172,172,06-21,0.30351155772060434,0.6146242713329197,0.040841189256658215
173,173,173,06-22,0.3629322505679849,1.1141207677532716,0.5121098521847365
174,174,174,06-23,0.27862231904492085,0.4054027540240406,0.7604692313588662
175,175,175,06-24,0.5745240428437196,2.8927832815763748,0.9529635960473928
176,176,176,06-25,0.33667068305002423,0.8933633121069744,0.9207958727626744
177,177,177,06-26,0.2063039658709796,-0.20251281050922806,0.8566657826753207
178,178,178,06-27,0.2805512957135746,0.42161793162461,0.7405906180967085
179,179,179,06-28,0.31715830325106165,0.7293402272291495,0.18792707610426787
180,180,180,06-29,0.1957716874461302,-0.2910482334476337,-0.021004225609870697
181,181,181,06-30,0.18005099874402328,-0.4231979703782689,0.2029028588559949
182,182,182,07-01,0.1875423973343444,-0.3602244981778571,0.2593029957962714
183,183,183,07-02,0.3661214723529721,1.1409296962859654,0.2931289619893656
184,184,184,07-03,0.3208078569230617,0.7600187532662691,0.3112380468308427
185,185,185,07-04,0.3413021644612621,0.9322960243877146,0.33324934297531844
186,186,186,07-05,0.2086973561043585,-0.1823937243987712,0.6123870691690199
187,187,187,07-06,0.19576193738019265,-0.2911301935114145,0.4755615624650658
188,188,188,07-07,0.3867817178397723,1.3146018589843511,0.3907297532241181
189,189,189,07-08,0.2684599295897072,0.31997665606224085,0.4351175106245458
190,190,190,07-09,0.2602577039183622,0.2510278978205823,0.7061382618278138
191,191,191,07-10,0.3729846845699344,1.198622568790281,0.4672289410537661
192,192,192,07-11,0.4021430470502647,1.4437307828208363,0.02022968719719938
193,193,193,07-12,0.02523632845406868,-1.724586118155701,-0.2838280146353889
194,194,194,07-13,0.06772836443166085,-1.367393664155049,-0.2239141889116205
195,195,195,07-14,0.05143355077078465,-1.5043695549332892,-0.4446075199378792
196,196,196,07-15,0.3030222205204668,0.6105108521631931,-0.4820662389726889
197,197,197,07-16,0.2154610495051466,-0.12553741736727134,0.08698135693016118
198,198,198,07-17,0.3754062464419504,1.2189784686119782,0.3771404678229797
199,199,199,07-18,0.4314037709167045,1.6896994572613997,0.8107011112186298
200,200,200,07-19,0.2748343865414331,0.37356100120186175,0.5231688690371551
201,201,201,07-20,0.36089486639425,1.096994305440611,0.5043353689781398
202,202,202,07-21,0.0977911708275076,-1.1146826009256547,0.5276828211300891
203,203,203,07-22,0.20201831711041013,-0.2385384177213633,0.3042136281843704
204,204,204,07-23,0.3920708892536477,1.3590631815236742,0.3151823072373405
205,205,205,07-24,0.2718988169875999,0.3488842995870876,0.12054864362694845
206,206,206,07-25,0.28266346859048364,0.4393730755196825,0.2213352316592042
207,207,207,07-26,0.22197176411782404,-0.07080767622174157,0.11193723846194753
208,208,208,07-27,0.16972931974569655,-0.50996307273212,-0.2659606956142197
209,209,209,07-28,0.12393363064938427,-0.8949263769049034,-0.22493041842132566
210,210,210,07-29,0.1223397832780502,-0.9083244229333294,-0.1019813648727434
211,211,211,07-30,0.30118487824321394,0.5950659627444518,-0.2897130897310657
212,212,212,07-31,0.3704204558663861,1.177067396811176,-0.0943045171136308
213,213,213,08-01,0.08797503852965058,-1.1971980253716756,0.2510051713106413
214,214,214,08-02,0.30920552656346145,0.6624883629724899,0.2064903762629631
215,215,215,08-03,0.3704043195947089,1.1769317536407289,-0.05025932838581123
216,216,216,08-04,0.09056658787850297,-1.1754131932193983,-0.2461414828401416
217,217,217,08-05,0.11792539056402615,-0.9454322651481942,-0.06364391723795056
218,218,218,08-06,0.23060622192246602,0.0017744700851935755,-0.314388688722094
219,219,219,08-07,0.21823579353502606,-0.10221263175852932,-0.5964603054194706
220,220,220,08-08,0.13023216251118658,-0.8419802659323705,-0.6096586879792963
221,221,221,08-09,0.16907088462342082,-0.5154979465435305,-0.5803759951614538
222,222,222,08-10,0.08114601686200909,-1.2546034885783532,-0.4201381263152573
223,223,223,08-11,0.13882641279112412,-0.7697361082411384,-0.413590076643693
224,224,224,08-12,0.3449787381118397,0.9632016831623724,-0.21529903259628871
225,225,225,08-13,0.2229095758466758,-0.06292433372914356,-0.18102342679889769
226,226,226,08-14,0.27176578255257594,0.347765998352055,0.3605389369063891
227,227,227,08-15,0.19353568378226046,-0.30984431175918425,0.4021006174716591
228,228,228,08-16,0.4676954053208074,1.9947706936533671,0.1842245538068772
229,229,229,08-17,0.1684917722815924,-0.5203660248495181,0.09731052600561796
230,230,230,08-18,0.1894659757529264,-0.34405469882631873,0.4372582667392548
231,231,231,08-19,0.16087320377457465,-0.5844085005366988,0.3000168899172951
232,232,232,08-20,0.5144092897370001,2.387452442753876,0.11582044129618467
233,233,233,08-21,0.09557730661807183,-1.1332925726909424,0.10316898755636107
234,234,234,08-22,0.3362220435391168,0.8895920019267045,0.1434964139452557
235,235,235,08-23,0.15946158105341302,-0.5962747472884596,0.1850649109803248
236,236,236,08-24,0.21825036524057467,-0.10209014049295102,-0.5133991872842832
237,237,237,08-25,0.190543428636806,-0.3349975183262841,-0.5132935308860636
238,238,238,08-26,0.01586860792636964,-1.803332146833772,-0.8881227032179672
239,239,239,08-27,0.09565272067720086,-1.132658634301625,-1.0157845597242148
240,240,240,08-28,0.06868131868131867,-1.3593830320647176,-1.1824075990367096
241,241,241,08-29,0.06834075015893196,-1.362245886325945,-1.0132920096376108
242,242,242,08-30,0.0993203245547314,-1.1018283763679202,-0.4016240578204875
243,243,243,08-31,0.3112525695265251,0.6796960180683072,0.029223335166298013
244,244,244,09-01,0.452457057494891,1.8666755640689687,0.3796862344602994
245,245,245,09-02,0.4031774074716125,1.4524257236190885,0.7940610156995538
246,246,246,09-03,0.3188301999158276,0.7433943636992909,0.952591842382048
247,247,247,09-04,0.3641078289213487,1.124002801109581,0.9541190232328406
248,248,248,09-05,0.2124744102388207,-0.15064341627295408,0.6950213247679929
249,249,249,09-06,0.3123426209471979,0.6888591031730629,0.2635079688930833
250,250,250,09-07,0.2675216491193343,0.3120893732798831,0.2277176566760465
251,251,251,09-08,0.0951773782893374,-1.13665441163037,-0.1617126520729504
252,252,252,09-09,0.29328425317464346,0.5286524903970703,-0.3604948954427949
253,253,253,09-10,0.0861452935185654,-1.2125790513844,-0.6679175968820479
254,254,254,09-11,0.07059018829001379,-1.3433368764920206,-0.60246151034425
255,255,255,09-12,0.09291441617563556,-1.1556771054624548,-0.4746665026006685
256,256,256,09-13,0.3142420490544027,0.7048258925066704,-0.6463793775339982
257,257,257,09-14,0.18639324815405234,-0.3698843651688808,-0.4144005025599359
258,258,258,09-15,0.17072125536613686,-0.5016247592029077,-0.38446091762159496
259,259,259,09-16,0.2517241783640088,0.17929419845997338,-0.2687588052391018
260,260,260,09-17,0.09196007848962877,-1.1636993668619753,-0.4598939646407077
261,261,261,09-18,0.1754987753966959,-0.4614644311674953,-0.5758572651760996
262,262,262,09-19,0.17781606392100394,-0.4419850639029651,-0.7459629917809258
263,263,263,09-20,0.10362246142705367,-1.065664168381232,-0.8123351317293889
264,264,264,09-21,0.04930538713158202,-1.5222591188318657,-0.644040582845313
265,265,265,09-22,0.2043499296583843,-0.2189386412308041,-0.7950742964471903
266,266,266,09-23,0.2120831876861364,-0.15393207355751914,-0.8408569946476119
267,267,267,09-24,0.06769588224506265,-1.3676667127787592,-0.6455530389345496
268,268,268,09-25,0.14513788098693764,-0.716681253105495,-0.2664528362354813
269,269,269,09-26,0.2430239961421801,0.10615956589714153,-0.2778481022792029
270,270,270,09-27,0.3198946328748066,0.7523420973625446,-0.3790345016346355
271,271,271,09-28,0.1962163638574141,-0.28731023749313395,-0.18157954257755546
272,272,272,09-29,0.13985966660616075,-0.7610504696901145,-0.15900288004086985
273,273,273,09-30,0.20863273234199314,-0.18293695843627905,-0.4007592504453741
274,274,274,10-01,0.16125235954354875,-0.5812212778853815,-0.7329004442979418
275,275,275,10-02,0.07046625690693491,-1.3443786565298843,-0.7744679265359657
276,276,276,10-03,0.08282318188388557,-1.2405050657528611,-0.6741799652364634
277,277,277,10-04,0.16654686332390922,-0.5367151309212783,-0.7074415495851292
278,278,278,10-05,0.21144191217594066,-0.1593227018931002,-0.919070448018428
279,279,279,10-06,0.18489170831443666,-0.382506464528274,-0.6008443035726637
280,280,280,10-07,0.010198618087249228,-1.8509946684851748,-0.4402449462860467
281,281,281,10-08,0.2976056036767049,0.5649782101447015,-0.24148372974151625
282,282,282,10-09,0.1974537166228192,-0.2769089220331595,-0.3989525571190185
283,283,283,10-10,0.3084160770169527,0.6558521683459044,-0.5809218328628993
284,284,284,10-11,0.09904584663763782,-1.104135666158114,-0.1447713911994004
285,285,285,10-12,0.05500802922006365,-1.4743221189915587,-0.15531210034646173
286,286,286,10-13,0.3215084464652188,0.7659079814958187,-0.1662858425323357
287,287,287,10-14,0.29008199245889155,0.5017339552623337,-0.4896189458215836
288,288,288,10-15,0.18962102067616635,-0.3427513751484033,-0.32051183630884555
289,289,289,10-16,0.07763155113184239,-1.2841464513895828,-0.2323247022600365
290,290,290,10-17,0.21974893486360747,-0.08949300908168632,-0.1827592002476021
291,291,291,10-18,0.11795310262448501,-0.9451993146987044,0.4910231003722808
292,292,292,10-19,0.3568866702407289,1.0633009935704254,0.8419621021820256
293,293,293,10-20,0.7710056195680911,4.544427758981631,1.3611599482355123
294,294,294,10-21,0.4401097282144182,1.7628826357100649,1.4042442376846842
295,295,295,10-22,0.4482178830696308,1.8310406249313385,1.3707136680346652
296,296,296,10-23,0.2505010824552786,0.16901272761334493,1.2963271651161978
297,297,297,10-24,0.09402008574308413,-1.1463827325988185,0.4986939916105621
298,298,298,10-25,0.3037920330580575,0.6169819760596218,0.3172624470216609
299,299,299,10-26,0.20168131622554644,-0.2413712820521836,-0.07940504013615461
300,300,300,10-27,0.3106098639178285,0.6742933681766576,0.3511496931312603
301,301,301,10-28,0.16508968794678164,-0.5489642980155546,0.5471888306301482
302,302,302,10-29,0.5578168783755622,2.7523411272178344,0.3601823534614928
303,303,303,10-30,0.23394636901675625,0.029852092394508718,0.3745565889747613
304,304,304,10-31,0.17031296539759494,-0.5050568869523111,0.6938794854863263
305,305,305,11-01,0.2119411723743396,-0.15512586897257313,0.9531187617561544
306,306,306,11-02,0.5385320362100843,2.5902307472460486,0.4000227428949538
307,307,307,11-03,0.3501261498991789,1.0064713596034154,0.4285318530515269
308,308,308,11-04,0.16303514652290235,-0.5662349859493696,0.7672452984009692
309,309,309,11-05,0.25429523340446863,0.2009067533339476,0.6651764751299173
310,310,310,11-06,0.41207547316641424,1.5272237851443424,0.1946518414817419
311,311,311,11-07,0.13908780615038033,-0.7675388085988846,0.053455001020289626
312,312,312,11-08,0.2026870410979788,-0.2329170546430039,0.10711937107612557
313,313,313,11-09,0.24934449299218125,0.15929031683470166,0.4465554320283984
314,314,314,11-10,0.20133900738425034,-0.2442487656143539,0.5685449624048292
315,315,315,11-11,0.4965735204040562,2.2375231190475846,0.5939095080792552
316,316,316,11-12,0.4991475843869174,2.2591609674029267,0.5305336206495153
317,317,317,11-13,0.15719218392121134,-0.6153515345523276,0.3901568298383454
318,318,318,11-14,0.1574514188117684,-0.613172379221444,0.28139903476692546
319,319,319,11-15,0.14914816053176014,-0.6829704280323178,-0.03557626106674516
320,320,320,11-16,0.1237112732718728,-0.8967955360428737,-0.4840895686699842
321,321,321,11-17,0.2703269881990784,0.33567134404556104,-0.2164893746676277
322,322,322,11-18,0.1790135492529459,-0.4319188782165064,0.14956012659917
323,323,323,11-19,0.34819639373250866,0.9902496294618112,0.529284240254051
324,324,324,11-20,0.4187255034660885,1.5831246283793416,0.9340644433417946
325,325,325,11-21,0.4201827333777989,1.5953742538969682,0.9140786660436762
326,326,326,11-22,0.4126300579770517,1.5318856824835887,0.9826689976492476
327,327,327,11-23,0.2560617982408899,0.21575668025684944,0.6982448249385982
328,328,328,11-24,0.2279710701466029,-0.020376888583077096,0.3030738224709977
329,329,329,11-25,0.1451837817186655,-0.7162954068020855,-0.0042778595247231115
330,330,330,11-26,0.1366654498549256,-0.7879013864262611,-0.2872643889910602
331,331,331,11-27,0.20080521994726366,-0.2487358380773565,-0.4138055966930891
332,332,332,11-28,0.21064358838770925,-0.1660334943144339,-0.5980864802137228
333,333,333,11-29,0.16574084957416188,-0.5434905659553243,-0.5229988397042029
334,334,334,11-30,0.09643744151299886,-1.1260621897068792,-0.18908942754323133
335,335,335,12-01,0.1987788678342956,-0.265769563744966,-0.06871877438423613
336,336,336,12-02,0.3749989968694675,1.2155550865395683,0.06635159080501292
337,337,337,12-03,0.2867218298989783,0.4734880808766147,0.5381850486122132
338,338,338,12-04,0.30705236891224313,0.6443886968210604,0.8553379913918473
339,339,339,12-05,0.5025200402880624,2.2875101808878777,0.818319821145504
340,340,340,12-06,0.3228107722603531,0.7768554669709251,0.6591715845319315
341,341,341,12-07,0.17235651644952565,-0.4878785852230255,0.6782260345379334
342,342,342,12-08,0.2614042243000235,0.26066566685813336,0.4747025874378177
343,343,343,12-09,0.30032226909280496,0.5878147809126261,0.03903705342254297
344,344,344,12-10,0.16178403180824746,-0.5767519857796335,-0.0011499093484022744
345,345,345,12-11,0.19155632302755984,-0.3264830232037704,0.015385166087260309
346,346,346,12-12,0.2941266410795184,0.5357336903452536,-0.18047370065423893
347,347,347,12-13,0.18415870900597464,-0.38866813260905,-0.2995590248834083
348,348,348,12-14,0.12160661235895436,-0.914487533590862,-0.27382173830407874
349,349,349,12-15,0.21532308462168184,-0.12669716446239007,-0.29975405263276594
350,350,350,12-16,0.18015445976738584,-0.4223282663036564,-0.4978434584105727
351,351,351,12-17,0.17304669068071085,-0.4820769091758936,-0.6592361959950529
352,352,352,12-18,0.1527369437975866,-0.6528027443215862,-0.5729481439210043
353,353,353,12-19,0.06896188552633901,-1.3570245581159308,-0.7014537614221421
354,354,354,12-20,0.18319618356238399,-0.39675922114657103,-0.6319199751431708
355,355,355,12-21,0.12360000490335588,-0.8977308694692167,-0.8384612967707068
356,356,356,12-22,0.22978538755096425,-0.005125548629829,-0.7967120864291412
357,357,357,12-23,0.02562429407923032,-1.7213248389411098,-0.7524075221153188
358,358,358,12-24,0.18253615586940647,-0.4023074822721928,-0.6222274698251187
359,359,359,12-25,0.10058502514828163,-1.0911971722329972,-0.4842624801979184
360,360,360,12-26,0.2761144197153221,0.38432109259462943,-0.40087607467529657
361,361,361,12-27,0.2220748730685679,-0.06994093170601505,-0.250808958467733
362,362,362,12-28,0.2893038589602657,0.4951928845059019,-0.3027626095223126
363,363,363,12-29,0.1327372618285489,-0.8209221416957284,
364,364,364,12-30,0.14545334991895767,-0.7140293885996705,
365,365,365,12-31,,,
