,unnamed: 0,unnamed: 0,mth_day,sandra bullock,sandra bullock_norm,sandra bullock_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.2932763549318055,0.5285860969499999,
2,2,2,01-03,0.17433932687248868,-0.4712108755098517,
3,3,3,01-04,0.17068848369087586,-0.5019002412982908,
4,4,4,01-05,0.2479833028726661,0.1478480117541106,-0.17050107209678186
5,5,5,01-06,0.28984706070554306,0.4997590946191421,-0.19539633998149694
6,6,6,01-07,0.08453819129229627,-1.2260885190958013,-0.14709869236949533
7,7,7,01-08,0.2755069321999269,0.3792144896417092,0.3999562581332096
8,8,8,01-09,0.2088125979112744,-0.18142498983784147,0.4072679142755118
9,9,9,01-10,0.5611582998047139,2.780429461717939,0.0836184491006063
10,10,10,01-11,0.2532021223472889,0.1917179486079241,0.3820690812846424
11,11,11,01-12,0.05883672612021972,-1.4421376964302908,0.16991952621369208
12,12,12,01-13,0.29756242836550245,0.5646152740084152,0.13292253131622764
13,13,13,01-14,0.12408156317426645,-0.8936828407839928,-0.4214473928152112
14,14,14,01-15,0.1824053607934995,-0.40340695922262804,-0.5897606568610791
15,15,15,01-16,0.16546729630364068,-0.5457900830706938,-0.30731921224977377
16,16,16,01-17,0.1330656548843462,-0.8181616356672843,-0.5104568179544996
17,17,17,01-18,0.2604341320827453,0.25251097123754146,-0.2639491365483132
18,18,18,01-19,0.15256949214869106,-0.6542103602199396,-0.08660678201399169
19,19,19,01-20,0.30003063180232964,0.5853632476531251,0.03665497206067502
20,20,20,01-21,0.30898649583409943,0.660647167983301,0.033224392337365884
21,21,21,01-22,0.2534474789218149,0.1937804413773065,-0.16711503428377186
22,22,22,01-23,0.1306170200031639,-0.8387451140071391,-0.28477221494049193
23,23,23,01-24,0.11743844398738534,-0.9495255884892848,-0.5266303862146836
24,24,24,01-25,0.06858966954899598,-1.36015344416026,-0.5262232692944043
25,25,25,01-26,0.12740023045730822,-0.8657857799920251,-0.6787441520989684
26,26,26,01-27,0.30927708249061764,0.6630898695049773,-0.5266045134424567
27,27,27,01-28,0.14458309334685254,-0.7213448554500783,-0.12545231295557194
28,28,28,01-29,0.2392092860547626,0.07409271793193124,0.026889131124951574
29,29,29,01-30,0.4037676798600089,1.4573876144320237,0.15048494228811446
30,30,30,01-31,0.1773259776693709,-0.4461047796771189,0.036204455452663285
31,31,31,02-01,0.21561885202900394,-0.12421091301304785,0.09993351136916223
32,32,32,02-02,0.2277074327890053,-0.0225930515077297,0.14565524101360613
33,33,33,02-03,0.1900707956735694,-0.3389705199510845,-0.12242250734460508
34,34,34,02-04,0.2718439516404904,0.3484230957985945,-0.2216230248475428
35,35,35,02-05,0.21242260746928768,-0.15107887571724346,-0.3360432839279268
36,36,36,02-06,0.10651991368589886,-1.041307884694745,-0.4435251934334954
37,37,37,02-07,0.13394943749987911,-0.8107324674953522,-0.5387967279369076
38,38,38,02-08,0.150990383794864,-0.6674845085411416,-0.6409269099392519
39,39,39,02-09,0.12206911042376813,-0.910599726971558,-0.7207811569820585
40,40,40,02-10,0.1989467895738964,-0.2643579962154717,-0.6571196755014687
41,41,41,02-11,0.1554252745138674,-0.6302043579740823,-0.6806663537395302
42,42,42,02-12,0.15195938360462966,-0.6593389958112061,-0.6202063346324543
43,43,43,02-13,0.11714259366589352,-0.9520125369237228,-0.3037693298910731
44,44,44,02-14,0.19414475525477887,-0.304724393898686,-0.34797197804876384
45,45,45,02-15,0.3479314281661425,0.9880223014767296,-0.3899681006976277
46,46,46,02-16,0.167396394349399,-0.5295738851616164,-0.43305642263658295
47,47,47,02-17,0.1254498245647768,-0.8821810938672655,-0.4153367127916179
48,48,48,02-18,0.12120435775448965,-0.917868927444938,-0.3788215683968225
49,49,49,02-19,0.1297903392687731,-0.8456942778539319,-0.50910864325532
50,50,50,02-20,0.22020806334495127,-0.08563352752991348,-0.25888567602154616
51,51,51,02-21,0.25493680282684433,0.20629985232574466,-0.007096656222344974
52,52,52,02-22,0.3459973117041309,0.9717639182410264,-0.047068046928112034
53,53,53,02-23,0.3051685386905372,0.6285530249279417,-0.09368590111153567
54,54,54,02-24,0.09267409481773543,-1.1576972716795404,-0.25662550279870816
55,55,55,02-25,0.09651604948509417,-1.125401402954474,-0.4723963271450622
56,56,56,02-26,0.1039071391873558,-1.0632711376529482,-0.8011091432183391
57,57,57,02-27,0.10092669099469566,-1.08832509375238,-1.1765343543570903
58,58,58,02-28,0.1113729239192339,-1.000512978198635,-1.1455823006212291
59,59,59,02-29,0.03720238095238088,-1.6239982419045669,-1.1455713613453673
60,60,60,03-01,0.1147666519173128,-0.9719849492643712,-1.1436827384796366
61,61,61,03-02,0.0965238575801133,-1.1253357672993023,-1.021428431228205
62,62,62,03-03,0.10525517602060727,-1.0519394004585645,-0.8660496750923578
63,63,63,03-04,0.18818779123284285,-0.35479925024379,-0.6066038333437279
64,64,64,03-05,0.22227716540468065,-0.06824044138355252,-0.4099766904187931
65,65,65,03-06,0.22238628254397524,-0.06732319141278786,-0.4894562073762666
66,66,66,03-07,0.2551126341085644,0.20777790828523748,0.2953214630828525
67,67,67,03-08,0.03979399462451271,-1.6022128690441428,0.5076233334188341
68,68,68,03-09,0.6654036444566008,3.6567266222961496,0.4469151821512933
69,69,69,03-10,0.3397218778808802,0.9190119717721004,0.3946597644789323
70,70,70,03-11,0.17894568537645894,-0.4324893489887977,0.2911828047880544
71,71,71,03-12,0.18508808551508696,-0.3808556974469541,0.4872785763610947
72,72,72,03-13,0.1812541864601387,-0.41308384986003016,0.044943061044223034
73,73,73,03-14,0.1797607014360758,-0.42563823960590064,-0.07273603137097688
74,74,74,03-15,0.3496791141005874,1.0027135303949195,0.07928111451568683
75,75,75,03-16,0.2557264153892575,0.2129374172809008,0.1786719043026265
76,76,76,03-17,0.28745052012106764,0.4796135263311847,0.11213793626359247
77,77,77,03-18,0.2560299595916357,0.21548904127468407,0.3632530007802461
78,78,78,03-19,0.13376443019040332,-0.8122876580942344,0.05756557822850139
79,79,79,03-20,0.3589983684659211,1.0810521474940211,-0.0984397449774482
80,80,80,03-21,0.13148949427828646,-0.8314110049155483,0.098099945473834
81,81,81,03-22,0.14437495095404845,-0.7230945219547967,-0.10082306262950468
82,82,82,03-23,0.4277340816153226,1.6588516690388782,0.09423390856200538
83,83,83,03-24,0.11404526440965115,-0.9780490073453482,-0.2493450224201097
84,84,84,03-25,0.2729896754841017,0.35805416905482595,0.35179666890944583
85,85,85,03-26,0.1137630372109996,-0.9804214383986692,0.7788791747908093
86,86,86,03-27,0.5605646456065304,2.7754391430617846,0.5190876216462393
87,87,87,03-28,0.4492123852624116,1.8394005133333844,0.4915252811412382
88,88,88,03-29,0.2423034226091813,0.10010235017145884,0.33766902685566125
89,89,89,03-30,0.09437217303415947,-1.1434230503753553,0.41382006292232143
90,90,90,03-31,0.16317214570277475,-0.5650833566586358,-0.059504243566000474
91,91,91,04-01,0.16811714007123876,-0.5235152219987079,-0.4887298853829162
92,92,92,04-02,0.22272133617871245,-0.0645066958681469,-0.5345135989613163
93,93,93,04-03,0.14284525106943344,-0.7359533375681102,-0.4652539826281111
94,94,94,04-04,0.20962451493173745,-0.17459993129894216,-0.3515509370310773
95,95,95,04-05,0.14380740733537598,-0.7278653523761238,-0.33216043760795083
96,96,96,04-06,0.2443296368561934,0.11713491692356713,-0.4030072642116534
97,97,97,04-07,0.1819574402771798,-0.4071722254599494,-0.45515571116625303
98,98,98,04-08,0.1721532034330424,-0.4895876554903624,-0.5769523339764098
99,99,99,04-09,0.1056234062176993,-1.0488440192957085,-0.27795576382175285
100,100,100,04-10,0.12269009478205042,-0.9053796681598822,0.2313911451506049
101,101,101,04-11,0.3572213169612243,1.066114068551818,0.3772242329726149
102,102,102,04-12,0.6078846941714182,3.173216370757714,0.249205518601837
103,103,103,04-13,0.2860482979375418,0.4678263014721102,0.3052704874021541
104,104,104,04-14,0.08077765914164596,-1.25769994171503,0.4789323587336233
105,105,105,04-15,0.14564073544170314,-0.7124542064938061,0.21746710203999275
106,106,106,04-16,0.24664422206391026,0.13659155982893326,-0.20345497289924164
107,107,107,04-17,0.17059602345551347,-0.5026774716099656,-0.2770022822197996
108,108,108,04-18,0.30744437268498404,0.6476839211223077,0.2462530278749694
109,109,109,04-19,0.23355264952109656,0.026542445548762682,0.2059974950554332
110,110,110,04-20,0.454260075351466,1.881831918853584,0.4434742980147437
111,111,111,04-21,0.11690766121732292,-0.9539874034110232,0.4979699479941889
112,112,112,04-22,0.41614734692844907,1.561452377584796,0.33980427503833216
113,113,113,04-23,0.2094932245628688,-0.1757035717332946,0.6047420542991658
114,114,114,04-24,0.1945509217111052,-0.3013101166128329,0.1904430562351944
115,115,115,04-25,0.42265651532931736,1.6161691211137652,0.12039438430105832
116,116,116,04-26,0.158547088124991,-0.6039620695302452,-0.14272677550417046
117,117,117,04-27,0.0669092250017175,-1.3742794350158394,0.09872653462530874
118,118,118,04-28,0.2283401242894877,-0.017274581246576604,0.4071310414194081
119,119,119,04-29,0.3818346493497177,1.2730162890435806,0.3626650361400359
120,120,120,04-30,0.4146799068266059,1.5491169241517635,0.4382348520291625
121,121,121,05-01,0.39091814446036105,1.3493730894375324,0.8518492875352791
122,122,122,05-02,0.2124863351546876,-0.1505431741954858,0.8797832328725478
123,123,123,05-03,0.3621335940083255,1.1074071780208594,0.5759735864063328
124,124,124,05-04,0.2482784549620358,0.15032909077703596,0.4383815103802238
125,125,125,05-05,0.16498532428600712,-0.5498415897537099,0.3129687883500678
126,126,126,05-06,0.31647121211455553,0.72356446799511,0.2576300323070859
127,127,127,05-07,0.30140267171954943,0.5968967572565961,0.17986064081401107
128,128,128,05-08,0.1729873526919288,-0.4825757104533777,0.2347837140977705
129,129,129,05-09,0.3066243623165526,0.6407908290624106,0.4023627391241773
130,130,130,05-10,0.2874807367544028,0.4798675304795928,0.2658758082395933
131,131,131,05-11,0.28459771610600176,0.4556325604047307,0.18773801799404785
132,132,132,05-12,0.21905133362616566,-0.09535711731239367,0.4654048892589211
133,133,133,05-13,0.2456304891249438,0.12807001578332294,0.3208987979120966
134,134,134,05-14,0.3711768253656867,1.183425517135862,0.4167290438720801
135,135,135,05-15,0.20348067105907802,-0.22624571901853624,0.6285204980093428
136,136,136,05-16,0.35588121185064925,1.0548490062394935,0.7041614673628309
137,137,137,05-17,0.4357674844729008,1.726381285228307,0.6783036630541677
138,138,138,05-18,0.2730413676565459,0.3584886988085354,0.701682422358462
139,139,139,05-19,0.2271740395777215,-0.027076810068657118,0.5091417053626591
140,140,140,05-20,0.3878638141921818,1.3236980729616277,0.5054128360249576
141,141,141,05-21,0.06605144518205894,-1.3814900209933545,0.14831979136621773
142,142,142,05-22,0.3532196676615932,1.0324757902132846,-0.02817849562673295
143,143,143,05-23,0.18088622372332044,-0.4161769827241324,-0.13585391689009932
144,144,144,05-24,0.14706270024257814,-0.7005010231491686,-0.5602510988650857
145,145,145,05-25,0.15031886826074273,-0.6731293376488554,-0.5309895776910457
146,146,146,05-26,0.08494307569466109,-1.222685018888291,-0.6427005739813119
147,147,147,05-27,0.08693735578672335,-1.2059208939491135,-0.4587957516692746
148,148,148,05-28,0.2734840357305223,0.3622098124716877,-0.20354097584326689
149,149,149,05-29,0.3121514322451364,0.6872519511480911,-0.2382826813897272
150,150,150,05-30,0.32925515693704943,0.8310276318068779,0.10820920654132224
151,151,151,05-31,0.1255213824437482,-0.8815795709276174,0.35635597388069523
152,152,152,06-01,0.3322575797331443,0.8562663086980056,0.3303622342243344
153,153,153,06-02,0.2640563499996625,0.2829597100871243,0.1373007680009352
154,154,154,06-03,0.2549305600067339,0.2062473745335226,-0.034194677302247824
155,155,155,06-04,0.17435051271110152,-0.4711168461923042,0.07765152193522694
156,156,156,06-05,0.20684735324135187,-0.1979450400122203,-0.1754217816679082
157,157,157,06-06,0.2053535177880248,-0.2105023755027688,-0.015154746381371209
158,158,158,06-07,0.15162218610325134,-0.6621735129208053,0.45466735360858096
159,159,159,06-08,0.3784496842340717,1.2445619218063462,0.5268973949438337
160,160,160,06-09,0.5902741097190891,3.0251799744732355,0.4732191803080149
161,161,161,06-10,0.22590593860050065,-0.03773659818078722,0.4095590262404736
162,162,162,06-11,0.16853361057453786,-0.5200143278271335,0.6893208207577409
163,163,163,06-12,0.15991499533303322,-0.5924632999080166,0.5850884673380491
164,164,164,06-13,0.3513069460354158,1.0163972541827986,0.1589955990590798
165,165,165,06-14,0.3040520614075172,0.6191678012881948,0.2359955239345051
166,166,166,06-15,0.2861430461551477,0.4686227647994197,0.2838138306798946
167,167,167,06-16,0.28086595034933504,0.4242629510717646,0.3934195979992149
