,unnamed: 0,unnamed: 0,mth_day,multiple storylines,multiple storylines_norm,multiple storylines_ravg
0,0,0,01-01,,,
1,1,1,01-02,2.4717427669555074,-1.186805171271406,
2,2,2,01-03,3.212345180216958,0.11848856779504302,
3,3,3,01-04,2.301357778274256,-1.4871045694020903,
4,4,4,01-05,2.6716660689373857,-0.8344452144340624,-0.8043378258639121
5,5,5,01-06,2.5419765166765256,-1.0630198957437638,-0.97326784122153
6,6,6,01-07,2.9334027547543897,-0.3731406721271919,-1.2920691470425898
7,7,7,01-08,1.8966539269418043,-2.2003852634171133,-1.238082166174318
8,8,8,01-09,2.127049161203605,-1.7943192671313155,-1.3523857925152036
9,9,9,01-10,2.485145781475762,-1.1631826841924595,-1.4321859013675111
10,10,10,01-11,2.2825419707563617,-1.5202669724793756,-1.3122671101264138
11,11,11,01-12,2.2703128224793216,-1.5418205488576096,-0.9282100333988516
12,12,12,01-13,3.3416425717264917,0.34637207531939224,-0.7902674111256937
13,13,13,01-14,3.2041003170148854,0.10395719694826017,-0.4482204555328465
14,14,14,01-15,2.5966475476335247,-0.9666635334923678,-0.5198721877957454
15,15,15,01-16,3.649577019498726,0.8890990493646239,-0.058429783600558366
16,16,16,01-17,2.0386178137330444,-1.950177366056769,0.058697295268838434
17,17,17,01-18,3.8412022609249794,1.2268338763135125,-0.07823757342996866
18,18,18,01-19,3.7403785558474882,1.049134548535773,-0.00446420320933183
19,19,19,01-20,2.7379326283971115,-0.7176520152445824,-0.08727779514232836
20,20,20,01-21,2.847794401638557,-0.5240233121685468,-0.07191097334474643
21,21,21,01-22,3.3676545179154838,0.3922174977666447,-0.542397348262947
22,22,22,01-23,2.0909311205397745,-1.8579764352712769,-0.8839836586309581
23,23,23,01-24,2.2395244121355162,-1.5960843731956909,-1.0341006326656481
24,24,24,01-25,2.5775154934234434,-1.000383313672294,-1.2425215447291595
25,25,25,01-26,2.2268890682505096,-1.6183538594527225,-1.6111321934888505
26,26,26,01-27,2.138266611094863,-1.7745487845496155,-1.1585242950069643
27,27,27,01-28,2.1127924381178342,-1.8194463947915005,-0.9862827617227417
28,28,28,01-29,3.631745230856198,0.8576709556200374,-0.9981373580934242
29,29,29,01-30,2.8258866602470305,-0.5626351734903534,-0.9186017702096868
30,30,30,01-31,2.5371588637196325,-1.0715108918963892,-0.8093718096561018
31,31,31,02-01,2.4976522531057106,-1.1411403321502973,-0.5800470549793973
32,32,32,02-02,2.5101184171609603,-1.1191690212281058,-0.9043060809837306
33,33,33,02-03,2.8934832281723075,-0.4434978667312739,-0.8482409253116886
34,34,34,02-04,2.5278694824639447,-1.0878832004059618,-0.6530823286749914
35,35,35,02-05,3.0167493987151848,-0.2262442394581019,-0.5368609273415563
36,36,36,02-06,3.2015377233373665,0.09944068792379417,-0.3449736010062612
37,37,37,02-07,2.8933050371069418,-0.4438119241496871,-0.4654278970999409
38,38,38,02-08,3.1633608837639775,0.03215493678366513,-0.4253807245238736
39,39,39,02-09,2.483420390798288,-1.1662236432933524,-0.4317399776685422
40,40,40,02-10,2.6642021642188367,-0.8476001649495579,-0.5128941093676269
41,41,41,02-11,2.995100578601252,-0.2643997583261133,-0.5642816588414387
42,42,42,02-12,2.9252645260470818,-0.3874841022707137,-0.5911113986004175
43,43,43,02-13,2.718366284183253,-0.7521372209925575,-0.460688634758885
44,44,44,02-14,3.0720243389634745,-0.12882350177020838,-0.4761697145065787
45,45,45,02-15,2.927418905865172,-0.3836870602441569,-0.4810107590164083
46,46,46,02-16,2.6114998888096173,-0.9404866434357207,-0.44760608338733215
47,47,47,02-17,2.978620199636514,-0.29344602538509085,-0.4224095422116468
48,48,48,02-18,3.038984140160011,-0.18705604849625715,-0.29110689697929715
49,49,49,02-19,2.80414292728843,-0.6009579739384453,-0.31861373800183457
50,50,50,02-20,3.5190182362738485,0.6589923696238895,-0.07125175869743489
51,51,51,02-21,2.833777303675031,-0.5487281063793815,-0.0694050570509627
52,52,52,02-22,3.453594844170349,0.5436852323906775,-0.1236802930898594
53,53,53,02-23,2.98490693030112,-0.2823658155062577,0.054218221303696634
54,54,54,02-24,2.85421482921783,-0.5127074647296372,-0.00489751529524618
55,55,55,02-25,3.4097632492079577,0.4664331124228908,0.12009571659249822
56,56,56,02-26,3.317770398136428,0.30429795003023263,0.002811398326501883
57,57,57,02-27,3.2592920506175163,0.20123128494708487,0.01491998058827742
58,58,58,02-28,3.0543235696096778,-0.1600206772053006,0.0238732324950171
59,59,59,02-29,3.026128204758436,-0.2097143219356045,-0.2647444970022152
60,60,60,03-01,2.884694405286638,-0.4589879532891991,-0.3714418731986751
61,61,61,03-02,2.4272212485304725,-1.265273264560503,-0.42121191489995935
62,62,62,03-03,2.9545402748251246,-0.33588630714852685,-0.5928249747090906
63,63,63,03-04,3.089859783125956,-0.09738896526062037,-0.7324566948528921
64,64,64,03-05,2.470100835195624,-1.1896990360600879,-0.7317207713371937
65,65,65,03-06,2.5507796185606324,-1.0475046427984136,-0.7195210160609378
66,66,66,03-07,2.8871997114045937,-0.4545724121950089,-0.8452972454248502
67,67,67,03-08,2.4687529034907865,-1.1920747329029675,-1.0160383196087108
68,68,68,03-09,2.5263599677727338,-1.0905436833320008,-0.7574478025710082
69,69,69,03-10,2.508605551382572,-1.1218354103637846,-0.6839547869510877
70,70,70,03-11,3.3504211274002875,0.3618440661661293,-0.7653240327722578
71,71,71,03-12,2.8009720607533106,-0.6065465490788908,-0.5253467410745082
72,72,72,03-13,2.6101942006134857,-0.9427878871220292,-0.3986990163212216
73,73,73,03-14,3.2857081498389924,0.2477890172835301,-0.4334465367168885
74,74,74,03-15,2.9575071085846054,-0.33065733481228143,-0.4115604799144539
75,75,75,03-16,2.3903144877406635,-1.3303205327377865,-0.6711184745316219
76,76,76,03-17,3.424927880935716,0.4931604069807369,-0.479301028356121
77,77,77,03-18,1.9173581823985724,-2.1638945167818986,-0.4254114438049994
78,78,78,03-19,3.2631987740277117,0.20811678993097613,-0.4364006081343737
79,79,79,03-20,3.4691645865339016,0.5711265245902599,-0.1632317928609283
80,80,80,03-21,2.920096671170502,-0.3965923207885276,-0.2375835127502505
81,81,81,03-22,3.320263714175983,0.3086923589028863,0.059621001091401636
82,82,82,03-23,3.171812149822713,0.04705008764480317,0.02530112053584094
83,83,83,03-24,2.9291321927791665,-0.3806674337319853,0.01265142380856471
84,84,84,03-25,3.146363525677536,0.0021975065976120485,0.03635012654275952
