,unnamed: 0,unnamed: 0,mth_day,aliens,aliens_norm,aliens_ravg
0,0,0,01-01,,,
1,1,1,01-02,5.139871351350698,-0.6576295411400269,
2,2,2,01-03,4.892247034657863,-0.9524211768459712,
3,3,3,01-04,5.359988699530444,-0.3955843834439343,
4,4,4,01-05,3.9963253676468056,-2.018997421093412,-1.3649431461458363
5,5,5,01-06,4.717405453528102,-1.1605664687907442,-1.523440995428855
6,6,6,01-07,3.1685390947905967,-3.0044598855609306,-1.6549018377090532
7,7,7,01-08,4.341044311390681,-1.6086166368381394,-1.5284387179986858
8,8,8,01-09,4.229686148283787,-1.7411862305271597,-1.310957710618142
9,9,9,01-10,5.997361131013433,0.3631943348182696,-1.376183108530344
10,10,10,01-11,5.092426735325967,-0.7141113768101486,-1.106980936530257
11,11,11,01-12,4.388670320653329,-1.5519188562639568,-0.8283355864932603
12,12,12,01-13,4.525314440212754,-1.3892468535604088,-0.7489753434401534
13,13,13,01-14,5.745413147785517,0.06325546338384062,-0.9156073969346042
14,14,14,01-15,4.6296607115690005,-1.2650247722085173,-0.7896180576455327
15,15,15,01-16,5.1575378106493455,-0.6365979861484353,-0.7275342549290381
16,16,16,01-17,5.727411319823986,0.041824658924280916,-0.6092118042859688
17,17,17,01-18,4.701571855770832,-1.179416039964989,-0.7393463498156424
18,18,18,01-19,5.121658008504597,-0.6793121497019938,-0.5671971878113943
19,19,19,01-20,5.089536779290534,-0.7175518097942011,-0.4406042181501809
20,20,20,01-21,5.49729018501312,-0.2321298001830283,-0.661881297102712
21,21,21,01-22,5.795564684147433,0.12295983181884527,-0.752593829999261
22,22,22,01-23,4.6121778022068645,-1.2858378147909055,-0.8312783526999287
23,23,23,01-24,4.244381903548623,-1.7236912373442834,-0.863779573139845
24,24,24,01-25,4.725089066755712,-1.1514192859059995,-1.2317266473823445
25,25,25,01-26,4.9257310630833295,-0.9125591324336988,-1.4396409646254853
26,26,26,01-27,3.64284185332478,-2.439812245638023,-1.2885541718568094
27,27,27,01-28,4.747679306775055,-1.1245260716400007,-1.0941198499440896
28,28,28,01-29,5.373653216481677,-0.3793170581788528,-1.1305106348438925
29,29,29,01-30,5.224328284794642,-0.5570853058679649,-0.8828886301268423
30,30,30,01-31,4.541679997706306,-1.3697639953048175,-0.7158626537176934
31,31,31,02-01,6.173742654104202,0.5731728958686032,-0.3046114935144351
32,32,32,02-02,4.484650539908938,-1.4376563871831298,-0.2473637385160927
33,33,33,02-03,6.820379652372037,1.3429808895795492,-0.16681797369913473
34,34,34,02-04,5.662181135797624,-0.035830528188798394,-0.053314176481182085
35,35,35,02-05,5.6302778619094385,-0.07381071696621705,-0.2310033386384781
36,36,36,02-06,5.113737617200791,-0.6887412119971017,-0.2189252738896912
37,37,37,02-07,5.278191654004318,-0.492962077075173,-0.7207243513217966
38,38,38,02-08,4.545523824659262,-1.365187998690408,-0.9571753366867408
39,39,39,02-09,4.291319015315794,-1.667813575013083,-1.0007606075921271
40,40,40,02-10,4.4704713328624965,-1.454536440378465,-0.8535354172369503
41,41,41,02-11,5.4106086796416415,-0.3353223423985344,-0.8756441084564909
42,42,42,02-12,5.855750606973115,0.19460993013395986,-0.25909336872681915
43,43,43,02-13,5.1667641460337865,-0.6256142243924168,-0.17962817232412964
44,44,44,02-14,7.652931304516971,2.3341164396876226,-0.1762201234444435
45,45,45,02-15,4.691822542078809,-1.191022396596946,-0.3209560430704538
46,46,46,02-16,4.487647853622331,-1.4340881471003482,-0.2272408453530058
47,47,47,02-17,4.6811415810421915,-1.2037378601545965,-0.23870278163678016
48,48,48,02-18,6.328073949722204,0.7569011164386478,-0.5910671409714506
49,49,49,02-19,5.108996140504397,-0.694385842095063,-0.42694154007519175
50,50,50,02-20,5.8770196474943805,0.21993028367959985,-0.04273299243906407
51,51,51,02-21,5.5190133748799965,-0.2062687912193927,0.2273682771277309
52,52,52,02-22,6.424053793664242,0.8711631387164179,0.2164758949963889
53,53,53,02-23,6.042448366172191,0.4168697572461733,0.39491194783107214
54,54,54,02-24,6.273176489501426,0.6915468236505958,0.5198966382748291
55,55,55,02-25,6.008311459626211,0.3762304749130364,0.4167837422850184
56,56,56,02-26,6.506940815252475,0.9698384263421421,0.2420269994340811
57,57,57,02-27,4.999325758563108,-0.8249461671582571,0.25707050635431744
58,58,58,02-28,5.543282147637719,-0.17737731838920573,0.1072461285826324
59,59,59,02-29,6.118267439794144,0.5071307987675913,-0.08010947395755239
60,60,60,03-01,5.518063629922521,-0.2073994429795145,-0.4290643771438829
61,61,61,03-02,5.064041729316778,-0.7479031403280724,-0.6685760158329795
62,62,62,03-03,4.7482127716049085,-1.1238909927758407,-0.7473787116656855
63,63,63,03-04,3.792190303820489,-2.262015999292837,-0.8407051095371907
64,64,64,03-05,5.1461176148843135,-0.6501934933854413,-0.8533050831349679
65,65,65,03-06,5.6479036430671385,-0.052827588461438924,-0.9322309446369202
66,66,66,03-07,5.454559931555524,-0.2829992845661775,-0.9101439783911012
67,67,67,03-08,4.6662564432381135,-1.2214583093397873,-0.6785968841237878
68,68,68,03-09,4.859530785998524,-0.9913691953009259,-0.7171216218857687
69,69,69,03-10,4.959184561229113,-0.8727334336889572,-0.8452229150591397
70,70,70,03-11,4.951953451958121,-0.8813419199573259,-0.9847455354790862
71,71,71,03-12,5.002274839246533,-0.8214353475016656,-1.0557671134239686
72,72,72,03-13,4.751367791209732,-1.120135007085857,-0.967288996309298
73,73,73,03-14,4.308308640541469,-1.647587777009083,-0.8237773413185029
74,74,74,03-15,5.305459312572673,-0.4605004926129029,-0.5437609969275109
75,75,75,03-16,5.682481382445617,-0.01166350374418669,-0.7703544862391025
76,76,76,03-17,6.363232081555567,0.7987561463886266,-0.3857120166240578
77,77,77,03-18,3.8602466845440975,-2.1809962833712158,-0.19103704444918987
78,78,78,03-19,6.68996069222026,1.1877198106044118,-0.08776935501091927
79,79,79,03-20,5.289467895889231,-0.4795379439598754,0.0047448564678668394
80,80,80,03-21,5.8259270857989325,0.1591056440167206,-0.15101593011880313
81,81,81,03-22,6.148751770618964,0.54342176512853,0.2671114130069125
82,82,82,03-23,5.578199800967994,-0.13580857313139325,0.171013169720897
83,83,83,03-24,5.9676029000788615,0.3277677753830792,0.12085718234033987
84,84,84,03-25,6.205626831686607,0.6111303508883185,0.12557728965694073
85,85,85,03-26,5.036682390491366,-0.7804738682432182,-0.06427545974080245
86,86,86,03-27,5.849716363527747,0.1874262879163256,-0.070231752668945
87,87,87,03-28,5.191896453554934,-0.5956947312579289,-0.2755428218469163
88,88,88,03-29,5.548180164295026,-0.17154633070024866,-0.5388472264673151
89,89,89,03-30,4.932837858127996,-0.9040986396847488,-0.34364112033123523
90,90,90,03-31,4.8785761549561775,-0.9686960768340738,-0.29547254425423725
91,91,91,04-01,6.020518553897983,0.390762768573261,-0.39945341411498186
92,92,92,04-02,6.092485342543792,0.4764377443783133,-0.33465030200204365
93,93,93,04-03,4.6678342605405225,-1.2195799504223963,-0.1885610457421304
94,94,94,04-04,5.874786982390959,0.21727234197738046,-0.20296270981552209
95,95,95,04-05,5.669125755257019,-0.02756310212526892,-0.3133441525853447
96,96,96,04-06,4.805991960695578,-1.055106061274424,-0.4464529351923015
97,97,97,04-07,5.464197559050387,-0.2715258880456748,-0.38377769785957255
98,98,98,04-08,5.421618858969438,-0.3222149512634269,-0.5741465282483009
99,99,99,04-09,4.983716618211477,-0.8435285264260227,-0.6009740274272611
100,100,100,04-10,4.9153306240366295,-0.9249406403549899,-0.4848068645724434
101,101,101,04-11,5.533915518300482,-0.18852809719903024,-0.4904285489222054
102,102,102,04-12,5.391472907368647,-0.3581030841455176,-0.4189425997982788
103,103,103,04-13,5.435864345135976,-0.3052559941442467,-0.17645269433349445
104,104,104,04-14,5.781907086195981,0.1067007434801326,-0.1746945143472108
105,105,105,04-15,6.205862497659518,0.6114109063626832,-0.07428248729846662
106,106,106,04-16,4.9241918276461005,-0.9143915604372878,-0.055852730012797946
107,107,107,04-17,6.039990791287337,0.4139440650934348,-0.03171326577788533
108,108,108,04-18,5.484358637530222,-0.2475245404315055,-0.02690682257326004
109,109,109,04-19,5.557526921935763,-0.16041920873477095,-0.06046779490489771
110,110,110,04-20,5.806131495645418,0.13553940270788434,0.23711604998942404
111,111,111,04-21,6.03671564609568,0.4100450723728572,0.16386454334556422
112,112,112,04-22,6.42401042475763,0.8711115089286426,0.3050238986743689
113,113,113,04-23,5.670804177780429,-0.0255649747697242,0.3662750138205664
114,114,114,04-24,6.195799899919982,0.5994315915413224,0.7735305164629692
115,115,115,04-25,5.866231722838881,0.20708748214241385,0.7653436812911605
116,116,116,04-26,7.858693780590657,2.5790724185623013,0.6345478509802515
117,117,117,04-27,5.995454106355424,0.3609240613420053,0.671630037827628
118,118,118,04-28,5.764801189812068,0.08633652706318852,0.6030455757877048
119,119,119,04-29,5.857697903395843,0.19692814631453406,0.6493254456452096
120,120,120,04-30,5.850135128779953,0.1879248193017833,0.23921092981347045
121,121,121,05-01,6.099481647776293,0.4847667012874424,0.4241486762535873
122,122,122,05-02,5.791722107419801,0.11838532357186665,0.5366188398205528
123,123,123,05-03,6.927537874267236,1.4705505399827068,0.5779764667338746
124,124,124,05-04,6.3316493095338,0.7611575084649815,0.4436775695068957
125,125,125,05-05,6.06613978974565,0.44507390779446415,0.2974382272224127
126,126,126,05-06,5.173270483442357,-0.6178685640600899,0.4028652317335331
127,127,127,05-07,5.362437319091328,-0.3926693524194554,0.2334359528561933
128,128,128,05-08,6.323072799725332,0.7509473506385894,0.3404625971999082
129,129,129,05-09,6.073616575395415,0.4539748667186682,0.1363650054868849
130,130,130,05-10,6.871062165195199,1.4033173745272702,0.4118781649531235
131,131,131,05-11,5.037490657983897,-0.7795116424836755,0.6750466921347372
132,132,132,05-12,6.561853121263849,1.0352103927373413,0.5294168803496414
133,133,133,05-13,6.688803175348086,1.186341810670227,0.3006746128352006
134,134,134,05-14,5.589100496602817,-0.12283152007198615,-0.09421792447841792
135,135,135,05-15,4.920758607297548,-0.9184787383679766,0.14208779512131195
136,136,136,05-16,4.880809060111991,-0.9660378493544408,0.19634390145950872
137,137,137,05-17,6.228468323405748,0.6383226751147036,0.2622279221848717
138,138,138,05-18,6.835303171355736,1.360747030766522,0.4978247444912327
139,139,139,05-19,7.0208577583899565,1.5816459350224048,0.9205389440386672
140,140,140,05-20,6.776505329149907,1.29074941376618,1.0295512656413597
141,141,141,05-21,7.051232517833589,1.6178064589166308,0.9645204701328572
142,142,142,05-22,5.430229702593716,-0.3119639197382869,0.9148847739223186
143,143,143,05-23,5.900713984042177,0.2481379020636889,0.9206819396032988
144,144,144,05-24,6.58513992649417,1.0629328535032905,0.8947474484255148
145,145,145,05-25,7.050075395866076,1.6164289291082874,0.66625260444916
146,146,146,05-26,6.645795840572396,1.1351424666994758,0.8447643785769078
147,147,147,05-27,5.899621561057576,0.2468373950585013,0.9683280564530184
148,148,148,05-28,6.329926656019557,0.7591067250282002,0.8774930608539896
149,149,149,05-29,6.523473267470018,0.9895199693203516,0.6981987006866585
150,150,150,05-30,6.127332763889804,0.5179228799091179,0.4097237588451017
151,151,151,05-31,6.146434219270378,0.5406627681043003,0.4628795435285503
152,152,152,06-01,5.1918859929854735,-0.5957071843498651,0.30032008585517217
153,153,153,06-02,6.167526004729928,0.5657721031591931,0.11181918419825107
154,154,154,06-03,5.510629164109408,-0.21625002101206864,0.04171980265667654
155,155,155,06-04,5.5734312449343495,-0.1414854406211748,0.01904181398861769
156,156,156,06-05,5.774032818728446,0.09732659065967064,0.17645785343157736
157,157,157,06-06,6.0321374597755275,0.4045948360959472,0.3316344491694185
158,158,158,06-07,5.985260725824332,0.3487890523078929,0.7840946636635651
159,159,159,06-08,6.949613971254863,1.4968316775862398,1.0436763908482456
160,160,160,06-09,7.791022592026775,2.4985112659528106,1.2686388405719164
161,161,161,06-10,6.881719677191732,1.4160049224869091,1.3528833326338752
162,162,162,06-11,6.90784055572824,1.4471012890016952,1.508279289127218
163,163,163,06-12,6.456728572722571,0.9100617884676996,1.420652931975255
164,164,164,06-13,6.7684542676223325,1.2811647912679522,1.2144394001070775
165,165,165,06-14,6.507978303497689,0.971073534674462,1.2590397738864354
166,166,166,06-15,6.751709150190657,1.2612300747437482,1.0145288895207234
167,167,167,06-16,7.106504964364025,1.683607165163054,0.9910512559492588
168,168,168,06-17,5.6755089696567165,-0.019964017192577347,0.7442633173507729
169,169,169,06-18,6.338401613612418,0.7691959870389115,0.8798838682939945
170,170,170,06-19,5.524646358680665,-0.1995628403229636,0.8334598480189302
171,171,171,06-20,7.191504065883713,1.7847968403337915,1.031637701622257
172,172,172,06-21,6.517732709077229,0.9826859530933632,1.272171567209189
173,173,173,06-22,8.105318695248739,2.8726742867830164,1.2945139015534315
174,174,174,06-23,6.887796434288801,1.4232391763290118,1.4128688339878317
175,175,175,06-24,6.4510066798057055,0.9032499931043678,1.1601971762750516
176,176,176,06-25,6.1211536347662685,0.5105667542834397,1.0270794196481352
177,177,177,06-26,5.918042291319963,0.26876689405711063,0.5708126340273979
178,178,178,06-27,5.846820996562336,0.1839794133318643,0.5657374336982635
179,179,179,06-28,5.805740199778677,0.1350735730585926,0.6154620705057399
180,180,180,06-29,6.8622174925273445,1.3927879743542049,0.5163666421249792
181,181,181,06-30,6.701618184085968,1.2015978139492267,0.25573687396406275
182,182,182,07-01,5.621714001452241,-0.08400581600112438,0.3753868126197377
183,183,183,07-02,4.604471746563325,-1.2950117149083882,0.38190810355728405
184,184,184,07-03,6.449855086678222,0.9018790452659138,0.18329604155416845
185,185,185,07-04,5.838607418860345,0.17420131868387012,0.21714139831285664
186,186,186,07-05,5.8612153571166505,0.20111560233551184,0.12317733950828405
187,187,187,07-06,6.872198329357567,1.404669954501356,0.3436239350239158
188,188,188,07-07,5.148136402153374,-0.6477901688285599,0.013820845330973422
189,189,189,07-08,5.715519638768902,0.027667858185402086,0.2814169035880352
190,190,190,07-09,4.787651926819276,-1.0769394928917404,0.5157778459706067
191,191,191,07-10,7.187287972504673,1.779777668226241,0.3207448891723769
192,192,192,07-11,7.042391371381768,1.6072812566309402,0.7680123553896987
193,193,193,07-12,5.889234836297277,0.2344722137119772,0.7149854380137972
194,194,194,07-13,7.402358448225512,2.0358146284753715,0.6306250947761192
195,195,195,07-14,5.448264684602568,-0.2904936460700071,0.25078378163512666
196,196,196,07-15,4.362476925496496,-1.5831015523178085,0.2486407863911972
197,197,197,07-16,5.2728928358922165,-0.4992702106197141,0.28463703437978755
198,198,198,07-17,7.031590704021924,1.594423285167363,-0.20416735973481528
199,199,199,07-18,6.07065544459239,0.4504497016435198,-0.07118044944826593
200,200,200,07-19,4.9387908412431525,-0.8970117362122454,0.32112526911005224
201,201,201,07-20,6.118516933312508,0.5074278156492888,0.6052825231715507
202,202,202,07-21,6.3396924986601375,0.7707327590321005,0.3231954041388496
203,203,203,07-22,6.7050415948308215,1.2056733137492772,0.2487800436724383
204,204,204,07-23,5.60987539793364,-0.09809942902884412,0.4086359645195385
205,205,205,07-24,5.695603023390168,0.00395753884505196,0.4455853123747093
206,206,206,07-25,5.744462543717495,0.06212378887035589,0.1185880775373194
207,207,207,07-26,6.304741152184363,0.7291239027803142,-0.11964230859894988
208,208,208,07-27,4.691630809735703,-1.191250649992239,0.08921617527777842
209,209,209,07-28,5.504363635813515,-0.22370900306833846,0.09871347428725286
210,210,210,07-29,6.662519362507986,1.1550514742315259,-0.14426484183711227
211,211,211,07-30,5.743469283340527,0.0609413329018985,-0.2214296452166281
212,212,212,07-31,4.519855081079255,-1.3957461078758349,0.18373297652882886
213,213,213,08-01,5.915831575482872,0.2661350825032189,0.133551695529461
214,214,214,08-02,6.733645002959454,1.2397250804805031,0.09658009760326587
