,unnamed: 0,unnamed: 0,mth_day,animals,animals_norm,animals_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.5212857169915837,0.2841636686871061,
2,2,2,01-03,1.345950564584751,-0.30524670607321625,
3,3,3,01-04,1.406865680084382,-0.1004731591697564,
4,4,4,01-05,0.9950609260208679,-1.4848047725901317,-0.34058660605568525
5,5,5,01-06,1.6131430163458496,0.5929531184561024,-0.6679987271903962
6,6,6,01-07,1.1303209546501554,-1.0301117856442157,-0.7394402796816989
7,7,7,01-08,0.9369031887843784,-1.6803090581211595,-0.5450249120908915
8,8,8,01-09,1.2184378905908095,-0.7338960210210326,-0.2101457769065496
9,9,9,01-10,1.7538685449792466,1.0660190463750876,-0.282956493392168
10,10,10,01-11,1.5927709771473813,0.52447003851592,-0.2313716630043413
11,11,11,01-12,1.483186585798988,0.15608881954239195,-0.01866140463225892
12,12,12,01-13,1.2223922973197658,-0.7206028033172552,0.04240411937393673
13,13,13,01-14,1.3165597455797862,-0.4040475078886656,0.01337254117528893
14,14,14,01-15,1.3274308783316509,-0.3675028769838585,-0.319219378127486
15,15,15,01-16,1.7020514436246188,0.8918295771832008,-0.5762387564265209
16,16,16,01-17,0.999143270299368,-1.4710814773007292,-0.2600972409242401
17,17,17,01-18,1.0244447604563744,-1.3860274502518175,-0.2437616326439993
18,18,18,01-19,1.7866584505098229,1.1762462896964296,-0.2891935424254633
19,19,19,01-20,1.3457164061014717,-0.3060338582072208,-0.6097012809097604
20,20,20,01-21,1.2463415948703034,-0.6400943356726428,-0.6193343020165374
21,21,21,01-22,1.129992223958879,-1.0312168537225817,-0.3943326187132555
22,22,22,01-23,0.9819497430434374,-1.5288796039413912,-0.8771580210932902
23,23,23,01-24,1.426039704724029,-0.03601735043212649,-0.9731996875788892
24,24,24,01-25,0.9248860507964484,-1.720706124583779,-0.9247767660067424
25,25,25,01-26,1.1742961432242904,-0.8822838571208151,-0.7777388182094956
26,26,26,01-27,1.3327693948962762,-0.34955680623976176,-0.7847242597691423
27,27,27,01-28,1.3924333558826432,-0.14898916693910222,-0.865893092930697
28,28,28,01-29,0.9694817562593124,-1.57079225329927,-0.7008286393785269
29,29,29,01-30,1.281165264003302,-0.5230303494014544,-0.4287024761993285
30,30,30,01-31,1.2195018467836412,-0.7303194032707575,-0.4135168632027012
31,31,31,02-01,1.66000135987556,0.7504731219543751,-0.4255047408491184
32,32,32,02-02,1.3598734828102788,-0.258443128259998,-0.1484386511552326
33,33,33,02-03,1.3710367557122738,-0.22091643281760573,-0.14849808940033135
34,34,34,02-04,1.4640040158954477,0.09160428486404476,-0.20326654613855
35,35,35,02-05,1.281059175469308,-0.5233869788720469,-0.39314863690574015
36,36,36,02-06,1.1217481988619789,-1.0589301437000695,-0.451007590948231
37,37,37,02-07,1.3210897280177232,-0.3888194226487655,-0.3310002141222923
38,38,38,02-08,1.2566037513000523,-0.6055968525149434,-0.4017764304470197
39,39,39,02-09,1.5852322901659368,0.4991278281380268,-0.2868456879908487
40,40,40,02-10,1.3376788691982462,-0.3330530130843196,-0.26442191191674624
41,41,41,02-11,1.4861936635038382,0.16619747586497904,-0.3016241432093619
42,42,42,02-12,1.1617713443360118,-0.9243874872554548,-0.08260713167432877
43,43,43,02-13,1.2546892114382435,-0.6120328104044597,-0.4323449074454689
44,44,44,02-14,1.6475169358139787,0.7085052166952551,-0.6175367482860389
45,45,45,02-15,0.9610017488335564,-1.5992988264888142,-0.7122749962635785
46,46,46,02-16,1.00713864430159,-1.4442040581277389,-0.7839878101482389
47,47,47,02-17,1.317099811146866,-0.4022320120002589,-0.7320211865779901
48,48,48,02-18,1.0337745086124863,-1.3546643705634174,-0.9668060218959316
49,49,49,02-19,1.3474419988400248,-0.3002330689829665,-0.3960119047021473
50,50,50,02-20,1.2284605026791786,-0.7002037952123946,0.054263464556491336
51,51,51,02-21,1.9797853788820672,1.8254658766738925,0.2662190323954607
52,52,52,02-22,1.810814017604377,1.2574481574240923,0.4099515485497101
53,53,53,02-23,1.6954093562304713,0.8695013950335571,0.4037972218605092
54,54,54,02-24,1.2903159307342542,-0.4922692736379205,0.5319571481419877
55,55,55,02-25,1.3364574299804972,-0.33715902911817186,0.2838160884004015
56,56,56,02-26,1.4572071400231417,0.06875576247647602,0.06812038223813237
57,57,57,02-27,1.5368900476364031,0.3366195182243756,0.017865075782907986
58,58,58,02-28,1.4258288751676875,-0.03672607954952234,0.17407961936152158
59,59,59,02-29,1.605711018428101,0.5679695563022108,0.3138253339941373
60,60,60,03-01,1.5691359377725542,0.4450179878337609,0.21101996130829906
61,61,61,03-02,1.5858829971833994,0.5013152586775224,0.19934127301903207
62,62,62,03-03,1.2737146553978835,-0.5480764736385533,0.09970097920754348
63,63,63,03-04,1.5160453050380749,0.2665473884887737,-0.09423934600829227
64,64,64,03-05,1.2479855912750029,-0.6345678424184539,0.009367529135246466
