,unnamed: 0,unnamed: 0,mth_day,dystopic future,dystopic future_norm,dystopic future_ravg
47,47,47,02-17,1.6519917548531424,-2.4124528757844494,-0.3189941931228497
48,48,48,02-18,2.7040256542752017,0.0008843269508653579,-0.7088640245333561
49,49,49,02-19,2.3440535671362985,-0.8248818677657107,-0.6420987813695127
50,50,50,02-20,2.803140215958205,0.22825044050842186,-0.4056530650841712
51,51,51,02-21,2.723622313039248,0.04583853010968173,-0.13197605424329004
52,52,52,02-22,2.9340016666267124,0.5284430554761658,-0.13859788714943289
53,53,53,02-23,2.36780757844574,-0.7703908107391619,-0.10321432853369107
54,54,54,02-24,2.686705921204312,-0.0388466704859918,-0.10437680608793456
55,55,55,02-25,2.4366010232574493,-0.6125805160712599,-0.11793114969680715
56,56,56,02-26,2.8000996981399857,0.22127557518296093,-0.24426234275282266
57,57,57,02-27,2.6881702536798184,-0.03548753154355379,-0.15967154432359235
58,58,58,02-28,2.60357615253264,-0.2295441028599272,-0.2720967329045857
59,59,59,02-29,2.58905901589724,-0.2628460201637804,-0.2027962583335028
60,60,60,03-01,2.3926522529426166,-0.7133978019719522,-0.40581762382744396
61,61,61,03-02,2.617859858729381,-0.19677766864476184,-0.5702284847670741
62,62,62,03-03,2.2690872265355173,-0.9968526177806863,-0.4999099175777459
63,63,63,03-04,2.2581454756779338,-1.0219526971813346,-0.5169844421871558
64,64,64,03-05,2.787497859846762,0.19236730027604126,-0.2531884462775297
65,65,65,03-06,2.544399748178027,-0.3652931678202398,-0.41996366905445387
66,66,66,03-07,3.082623790896405,0.8693781734858048,-0.3409106051125153
67,67,67,03-08,2.1816509748333504,-1.1974290053063066,-0.3517173671830449
68,68,68,03-09,2.475854444210288,-0.5225342341290552,-0.6415023019384732
69,69,69,03-10,2.229879852386751,-1.0867932696045115,-0.5389783533315734
70,70,70,03-11,2.0295509606923874,-1.5463423082565293,-0.8556063711599734
71,71,71,03-12,2.8125562311961856,0.2498505238211597,-0.7459312937417909
72,72,72,03-13,2.254467473864344,-1.0303899334845954,-0.3801085719550053
73,73,73,03-14,2.468511590668281,-0.5393785407972118,-0.2401626036364924
74,74,74,03-15,3.4326819544206457,1.6724020965916586,0.10295444961302788
75,75,75,03-16,2.59591548783376,-0.2471174596934347,-0.11610784504295385
76,76,76,03-17,2.926990666372562,0.5123600112405924,0.30977844815734884
77,77,77,03-18,2.239587912134758,-1.0645232441147303,0.24872757635801546
78,78,78,03-19,3.368394240264243,1.5249278257172203,-0.09793362009551124
79,79,79,03-20,2.3088300012508407,-0.9056837715932122,0.2973632394364543
80,80,80,03-21,2.5259723660465943,-0.4075650821295013,0.2742936760967689
81,81,81,03-22,3.6298340701802942,2.1246636974983586,0.4940836363969744
82,82,82,03-23,2.8666510769010896,0.37394263120248,0.2612823769473224
83,83,83,03-24,2.814459476853611,0.2542165176865025,0.2116508162705253
84,84,84,03-25,2.759490975958881,0.12812026901930842,0.25864283107650016
85,85,85,03-26,2.1790161876137746,-1.2034731356539952,-0.09750842962233996
86,86,86,03-27,2.648882316273183,-0.12561299329365178,-0.34477399620017085
87,87,87,03-28,2.6983027471167498,-0.01224386669468222,-0.5094310263126067
88,88,88,03-29,2.219915698426396,-1.1096507682645054,-0.6324105333120812
89,89,89,03-30,2.3837908311456535,-0.7337256629881125,-0.6630976233345408
90,90,90,03-31,2.4378319633243763,-0.6097567729775386,-0.8170602961403062
91,91,91,04-01,2.098752578512685,-1.3875956757887529,-1.0809938765086773
92,92,92,04-02,2.246185293610022,-1.0493890301282438,-0.9404263863126218
93,93,93,04-03,2.007971350173172,-1.5958453489049078,-1.0719835324112854
94,94,94,04-04,2.5875769552337333,-0.2662458270881728,-0.9879938737443462
95,95,95,04-05,2.039696577138844,-1.523068539580094,-1.024473677551632
96,96,96,04-06,2.657511089850978,-0.10581882097590416,-0.8973239271208282
97,97,97,04-07,2.003337838609702,-1.6064744986324668,-0.6081583370065994
98,98,98,04-08,2.578751785200127,-0.28649052754342125,-0.6038762281661003
99,99,99,04-09,2.7642983226370803,0.139148191780465,-0.2911917022391413
100,100,100,04-10,2.5987770237267247,-0.2405531740451781,-0.1405840013908947
101,101,101,04-11,2.857538495111272,0.3530386159816599,0.14143960750323326
102,102,102,04-12,3.0514330166172545,0.7978273841135755,0.2876990206287738
103,103,103,04-13,2.7409846042362096,0.08566715473230052,0.2515958173260974
104,104,104,04-14,2.961300549317912,0.5910659512098221,0.16626428880082975
105,105,105,04-15,2.669868600070936,-0.0774710280355933,0.1970683440107488
106,106,106,04-16,2.3755881698947774,-0.7525423451967842,0.2247934586642102
107,107,107,04-17,2.9381080324733264,0.5378629472411741,0.4406429799525615
108,108,108,04-18,3.1239494319306536,0.9641780720343442,0.2131373069424181
109,109,109,04-19,3.305549754879871,1.3807642824624091,0.2259441705010816
110,110,110,04-20,2.3662481545355534,-0.7739680868510384,0.01406059404738234
111,111,111,04-21,2.703365588209309,-0.0006298466836125307,0.022045891594393446
112,112,112,04-22,1.821396145073474,-2.02384380391898,-0.04620591158955891
113,113,113,04-23,2.9589939750765546,0.5857747325232407,-0.255797828837853
114,114,114,04-24,2.9454334485906934,0.5546672529306301,-0.13318999318944674
115,115,115,04-25,2.75735167860569,0.12321277897264425,-0.3360328535530373
116,116,116,04-26,2.686935042279285,-0.03832107296060097,0.07726527848540594
117,117,117,04-27,2.1728200056449722,-1.217687008865156,-0.0618779290889017
118,118,118,04-28,2.902397950323342,0.45594498831167996,-0.36554838876760015
119,119,119,04-29,2.5950580002531964,-0.24908451292260514,-0.4358783839176059
120,120,120,04-30,2.1511682688893825,-1.2673555051415608,-0.4210639966231587
121,121,121,05-01,2.573400080892448,-0.29876719192739004,-0.05328436000967973
122,122,122,05-02,2.725682808522464,0.05056525080608222,0.11902118406648415
123,123,123,05-03,3.134765923843148,0.988990810815718,0.3857589950026517
124,124,124,05-04,3.3530716644343186,1.4897782527686634,0.7279503104186822
125,125,125,05-05,3.2927240016170125,1.3513423526943995,0.8032110022907119
126,126,126,05-06,3.0461866612569253,0.7857923873546222,0.8256794027754392
127,127,127,05-07,2.7702481609376064,0.15279695930478834,0.9765220535022828
128,128,128,05-08,2.7844500266690195,0.18537565371444534,0.8780058145292572
129,129,129,05-09,3.529302373693897,1.8940467151767808,0.8794310031715998
130,130,130,05-10,3.0953975451465916,0.8986808189305081,0.7707146716563337
131,131,131,05-11,3.2964516533428885,1.3598934845484558,1.227622286593906
132,132,132,05-12,2.761833692980712,0.13349439826302542,1.3625467883315785
133,133,133,05-13,3.965312736099986,2.8942426489302218,0.9872591671490036
134,134,134,05-14,3.1373517667071185,0.9949226641404786,0.7836426100507564
135,135,135,05-15,2.5477189487086696,-0.3576790119186675,0.5690184157737406
136,136,136,05-16,2.562828320320058,-0.3230185236589749,0.8126159477989066
137,137,137,05-17,2.7350914063960863,0.07214831888636138,0.3659009935101061
138,138,138,05-18,3.3989751447817165,1.5950795904140211,0.2472360393695389
139,139,139,05-19,2.7969075714393616,0.2139529231974196,0.4852306235569628
140,140,140,05-20,2.8269776815082186,0.28293293929707525,0.5549961299631806
141,141,141,05-21,3.1702056119737394,1.0702884932058754,0.6834796440636549
142,142,142,05-22,2.7453034696688525,0.09557451477833193,0.5156154230138926
143,143,143,05-23,3.0711464231522236,0.8430494034892068,0.6921849861414442
144,144,144,05-24,2.959917931779899,0.5878942641154475,0.5425096395544146
145,145,145,05-25,3.2587340393008466,1.2733703019627296,0.9436091343796116
146,146,146,05-26,2.4354943736501298,-0.6151191402251028,1.1230796603420572
147,147,147,05-27,4.219301275320501,3.476885462157058,0.8819320721588815
148,148,148,05-28,3.2147175500027587,1.1723976705530046,0.5561677271654216
149,149,149,05-29,2.4404129212320727,-0.6038361256098453,0.2707200518367095
150,150,150,05-30,2.107865096972469,-1.3666918058453117,0.6758341583495261
151,151,151,05-31,2.5121314577386973,-0.439315750009543,0.1473002750883868
152,152,152,06-01,3.4950904533919283,1.8155654988517973,-0.1346508580026294
153,153,153,06-02,2.8368946355346965,0.30568216259022224,0.09656744255072018
154,154,154,06-03,2.4772603484413342,-0.5193091279930927,0.4194064316810244
155,155,155,06-04,3.0451758778711517,0.7834736777102522,0.5384689391146341
156,156,156,06-05,2.9522665181297274,0.5703421289365137,0.2426772020427565
157,157,157,06-06,2.823545363333935,0.2750592945921153,0.2680397391244929
158,158,158,06-07,2.7214324642410057,0.04081507642053192,0.2438457281406121
159,159,159,06-08,2.9032316117892205,0.4578573850806405,0.2182331498101308
160,160,160,06-09,2.413979710271458,-0.6644731938963776,0.14766422254802894
161,161,161,06-10,2.9781849063034933,0.6297982077273647,0.2580592278654196
162,162,162,06-11,2.7676899816023783,0.14692856536390286,0.5794386233501211
163,163,163,06-12,3.1122889863696366,0.9374293264964588,0.6893321905486568
164,164,164,06-13,3.5620162456764346,1.9690914493287413,0.9097169926061314
165,165,165,06-14,3.1906636985036005,1.1172187882718545,0.9405114591007374
166,166,166,06-15,2.9904071131700642,0.6578356184484694,1.1012903362725746
167,167,167,06-16,3.0587293639040887,0.8145650066950018,1.2522206272289964
168,168,168,06-17,3.1882151255501285,1.1116018283949252,0.986190711215226
169,169,169,06-18,3.507054663596564,1.8430110722349893,0.9195822849062312
170,170,170,06-19,2.8662017786645038,0.3729119532461198,0.952419427625482
171,171,171,06-20,3.0164460490558667,0.7175682304178846,1.0963482231037465
172,172,172,06-21,3.0762942919571565,0.8548584747639748,1.1101830155713617
173,173,173,06-22,3.435182281733804,1.6781377795645886,0.8761690691581684
174,174,174,06-23,3.224400712837898,1.194610583200616,0.9232300759950354
175,175,175,06-24,2.8949795562675584,0.4389273937558305,0.7766725426674488
176,176,176,06-25,2.989292180976792,0.6552779942673218,0.679138637270948
177,177,177,06-26,2.6331175367330664,-0.16177696954763462,0.4436930835574637
178,178,178,06-27,2.8211895149607784,0.26965504238497073,0.204210912265618
179,179,179,06-28,2.819362734360052,0.26546445728368306,0.3819268348447653
180,180,180,06-29,2.5980231915681835,-0.2422824445504585,0.2874189040015598
181,181,181,06-30,3.3598043842487177,1.5052229292307149,0.07899142170059494
182,182,182,07-01,2.7421019908153905,0.0882304092080887,-0.08022712133355075
183,183,183,07-02,2.0879650979360034,-1.4123418633534237,-0.1050551501388366
184,184,184,07-03,2.4047455024987143,-0.6856562158199034,-0.017815852836283588
185,185,185,07-04,2.754423791067627,0.11649628445196793,-0.2116929173877224
186,186,186,07-05,2.826201909453165,0.28115333926485964,-0.13632071487521394
187,187,187,07-06,2.852709286230815,0.34196054192208186,-0.02521317843215384
188,188,188,07-07,2.9392417324827966,0.5404636242831391,0.06810158343767525
189,189,189,07-08,2.378572381543667,-0.7456966446950629,0.08900140195702676
190,190,190,07-09,2.648814899909792,-0.12576764460092893,0.2218657626282396
191,191,191,07-10,2.809088305125272,0.2418951955680769,0.11498843775619155
192,192,192,07-11,3.1737152481429973,1.0783395032921363,0.1967211655194112
193,193,193,07-12,2.573166331228507,-0.2993034073102063,0.32262215782917303
194,194,194,07-13,3.15301774406133,1.0308599908624572,0.09051104075747557
195,195,195,07-14,2.7078726842049505,0.009709309163508177,-0.040739197773099096
196,196,196,07-15,2.0417167372940237,-1.5184343470311137,0.14786805745602696
197,197,197,07-16,2.4657967831160943,-0.545606235615371,0.2089171842520985
198,198,198,07-17,3.6670268979690452,2.2099830346668927,0.03539340195295615
199,199,199,07-18,2.732843356503189,0.06699135346622308,0.4323588506073247
200,200,200,07-19,2.6991576673317548,-0.010282702932397124,0.8738076932966644
201,201,201,07-20,3.7461555443299535,2.3915020010897194,1.0030756564902008
202,202,202,07-21,3.196348125340687,1.1302587091049252,0.7980334784702662
203,203,203,07-22,2.8039035654622304,0.23000154354584865,0.537456813221053
204,204,204,07-23,3.130728890768524,0.9797299665472826,0.7188655081962599
205,205,205,07-24,2.0512921378923368,-1.496468638029056,0.2624114363233933
206,206,206,07-25,3.173641125045473,1.078169466918845,0.13146431961936686
207,207,207,07-26,2.5522772335943857,-0.3472224301474809,0.05550494003392265
208,208,208,07-27,2.8538494335339917,0.3445760088807666,-0.04931725959668955
209,209,209,07-28,2.60522803297788,-0.2257547339668165,0.2977697556099125
210,210,210,07-29,2.8565612179748467,0.3507967687636094,0.042011763333601536
211,211,211,07-30,2.9591154763782352,0.5860534532105567,-0.1869113226594668
212,212,212,07-31,2.5046933850831317,-0.456378486739021,-0.4808398899839947
213,213,213,08-01,1.95351752470981,-1.7207609461058908,-0.5509914304141527
214,214,214,08-02,2.085064657456737,-1.4189953950664007,-0.31210959268554783
215,215,215,08-03,2.421743192453592,-0.6466639765477643,-0.2271199327353751
216,216,216,08-04,3.4813685369733482,1.7840877951352383,-0.20483767237147207
217,217,217,08-05,3.181410155961165,1.095991412911593,0.06834466409030675
218,218,218,08-06,2.5629737444925142,-0.3226849245556028,0.5360561509590785
219,219,219,08-07,2.668039502878565,-0.08166692733521788,0.4962590426014233
220,220,220,08-08,3.3083872966072425,1.3872735261462303,0.3531639865825444
221,221,221,08-09,2.317651877629192,-0.8854466266936959,0.21015259767412253
222,222,222,08-10,3.1070963061364782,0.9255174590219652,0.4229245271120097
223,223,223,08-11,2.8073567606099488,0.23792307946106195,0.4109165878262441
224,224,224,08-12,3.1194893006950744,0.9539466520717202,0.13935345933574428
225,225,225,08-13,2.636632140882465,-0.1537145630498108,0.180960552153254
226,226,226,08-14,2.5981004373619494,-0.2421052447967696,-0.1301191386404643
227,227,227,08-15,2.4264772967645083,-0.6358040697886376,-0.10325260071522337
228,228,228,08-16,2.2934519142152947,-0.9409606857403444,-0.34567985400722284
229,229,229,08-17,2.8776275258194515,0.3991223070125076,-0.5413106946501408
230,230,230,08-18,2.4854087710834807,-0.5006168676802769,-0.5925463919911518
231,231,231,08-19,2.124949954334685,-1.3274996069073182,-0.4484967351671217
232,232,232,08-20,2.4640909245540934,-0.5495194288428354,-0.2626029578606839
233,233,233,08-21,2.8032463334508786,0.2284938711555433,-0.34481990987506506
234,234,234,08-22,2.779666327674789,0.1744019780982826,-0.1931116222738063
235,235,235,08-23,2.662585001646076,-0.0941794050737794,0.05594831453739596
236,236,236,08-24,2.882209337201385,0.4096328579272756,0.0509920026791287
237,237,237,08-25,2.7763785973349027,0.16686001395989533,0.11207900264185797
238,238,238,08-26,2.451127444560261,-0.579257299992439,-0.008747191991086289
239,239,239,08-27,2.9630224178752487,0.5950158709319189,-0.15996808602296594
240,240,240,08-28,2.4636394105544968,-0.5505551896993829,0.2514172672716413
241,241,241,08-29,2.2670592376323264,-1.0015047692650574,0.28167941275601466
242,242,242,08-30,3.9582081745817113,2.877944977694919,0.6151685575157172
243,243,243,08-31,2.855530742876898,0.3484328868661353,0.5163296170791375
244,244,244,09-01,3.3233848770785888,1.4216775685657757,0.5307658352002349
245,245,245,09-02,2.704504256871345,0.001982228312441427,0.7272613955661154
246,246,246,09-03,2.5013980565297844,-0.4639378809727978,0.16293553934072946
247,247,247,09-04,2.781003141592055,0.17746859293022413,0.3099975825377002
248,248,248,09-05,2.4821858506480607,-0.5080101596573964,0.08987440523302077
249,249,249,09-06,3.240178825837196,1.2308051460479594,0.07199183923543916
250,250,250,09-07,2.7476417667236603,0.10093850473769936,0.18238485782983252
251,251,251,09-08,2.65773151674174,-0.1053131676730483,0.14096292200768948
252,252,252,09-09,2.790136483192747,0.19842023059356267,0.6493921823884056
253,253,253,09-10,2.672662009780417,-0.0710630220026345,0.3368638434209337
254,254,254,09-11,3.812007850091036,2.5425654026269005,-0.06699177476305722
255,255,255,09-12,2.422745422619794,-0.6443648877568724,-0.2139781054043831
256,256,256,09-13,1.6913373257527349,-2.3221952043662464,-0.2252741525661432
257,257,257,09-14,2.2732814637336425,-0.9872311515210036,-0.3431457864078756
258,258,258,09-15,2.760591110427998,0.13064394762300238,-0.8243010315181025
259,259,259,09-16,2.3643628932511116,-0.7782928250530291,-0.918467424925932
260,260,260,09-17,2.5535223931056708,-0.344366068034461,-0.14841264806367116
261,261,261,09-18,2.176448540595018,-1.2093632482038492,0.25706676107136
262,262,262,09-19,3.7054538663325967,2.2981334568073195,0.4773666693785445
263,263,263,09-20,3.3338330106393697,1.4456453032891834,0.6586613511937024
264,264,264,09-21,3.336796469503504,1.452443397466109,0.5026407219098985
265,265,265,09-22,2.8385481438782723,0.30947526583791884,0.7443354661385128
266,266,266,09-23,2.145442682993832,-1.2804898437372847,0.0076564237891246405
267,267,267,09-24,2.808613156345652,0.2408052171678361,-0.6802478761449352
268,268,268,09-25,1.778633218144041,-2.1219407972890094,-1.1645925716418564
269,269,269,09-26,1.5345851253411698,-2.6817804963151746,-1.2148159488809025
270,270,270,09-27,2.069968846516162,-1.4536247755154186,-1.2518323435726173
271,271,271,09-28,2.7071864046093803,0.008135002403643754,-1.3029425328445907
272,272,272,09-29,2.048624462964075,-1.5025882118875746,-1.3657613832894973
273,273,273,09-30,2.6749319161301104,-0.06585591846400321,-1.1845617262853618
274,274,274,10-01,1.6143273927106256,-2.498853899958447,-0.928472477382068
275,275,275,10-02,2.0085218338523694,-1.5945825542903644,-1.087143623601907
276,276,276,10-03,2.7397830046498197,0.08291071790434364,-1.0318032141382865
277,277,277,10-04,2.2921741357207384,-0.9438918749153912,-0.9743004035202648
278,278,278,10-05,2.1933700543326715,-1.170545755105851,-0.6619743382094933
279,279,279,10-06,2.825333375189308,0.27916094524412555,-0.33926503053982904
280,280,280,10-07,2.4312317391259337,-0.6248975080938176,-0.5872532106110525
281,281,281,10-08,2.852584066704159,0.3416732917276213,-0.7116411269106134
282,282,282,10-09,2.091157594669291,-1.4050183625229973,-0.7283490188432395
283,283,283,10-10,1.9668313585639623,-1.6902193727127572,-0.8515251769868336
284,284,284,10-11,2.1496697326012177,-1.270793106701607,-0.6364953613135916
285,285,285,10-12,2.503160011713803,-0.4598960036174383,-0.8078863515053843
286,286,286,10-13,2.9936529089939348,0.6652813859456337,-0.5591496535714496
287,287,287,10-14,2.4043024137310534,-0.6866726494231341,-0.3951516330703484
288,288,288,10-15,2.7417407903210536,0.0874018250806108,-0.1073943744639448
289,289,289,10-16,2.3957763318807195,-0.7062312497061495,-0.14045332683787135
290,290,290,10-17,2.902313144012382,0.4557504449368145,-0.2263577435214877
291,291,291,10-18,2.4166926787509726,-0.6582497178609973,0.028380685481433562
292,292,292,10-19,2.7689656377113043,0.14985488584393578,0.07903676841781926
293,293,293,10-20,3.0705834352795827,0.8417579245943929,0.2035867027137644
294,294,294,10-21,2.8742342928467965,0.391338322698925,0.2490448340407544
295,295,295,10-22,2.7215428751593262,0.04106835606952081,0.4801461511674918
296,296,296,10-23,3.0212111457657285,0.7284992328987551,0.5474446829728993
297,297,297,10-24,3.021149659423675,0.7283581848994269,0.41643530896193376
298,298,298,10-25,2.9449882923831243,0.5536460766763808,0.2710424434085724
299,299,299,10-26,2.7279219063924023,0.05570168052859966,0.37176057396557183
300,300,300,10-27,2.4939520269714306,-0.4810188706212434,0.4217739637388451
301,301,301,10-28,2.984976151318873,0.6453771394115173,0.3785053608680369
302,302,302,10-29,3.152023652381522,1.028579571538395,0.5857143440640259
303,303,303,10-30,2.907978478166963,0.4687465676745781,0.5820960828104609
304,304,304,10-31,3.4869536862117583,1.7968999758523148,0.6848319357483158
305,305,305,11-01,2.71845816425624,0.03399211300720932,0.8387076939419152
306,306,306,11-02,2.76266275629884,0.1353962470058861,0.6083747410749082
307,307,307,11-03,3.387445844494261,1.5686316885731129,0.5648110210017642
308,308,308,11-04,2.5495763666178224,-0.3534181456636467,0.28060309971003666
309,309,309,11-05,2.7940354032002257,0.20736424723571398,0.5525500340553897
310,310,310,11-06,2.743593742949076,0.09165244810194953,0.7719112577500974
311,311,311,11-07,3.4297488867900383,1.6656737190793276,0.621425605349032
312,312,312,11-08,3.3364129391178183,1.4515635891741316,0.7201462843683012
313,313,313,11-09,2.9938431415073903,0.6657177741667207,0.5704518443228249
314,314,314,11-10,2.8077852090071618,0.2389059284519685,0.7562584318033246
315,315,315,11-11,2.4025021554526265,-0.6908023930371436,0.3867220841213535
316,316,316,11-12,3.2295801070854973,1.2064919729849477,0.019612085878263723
317,317,317,11-13,2.463208203483741,-0.5515443670124994,0.06928058241114747
318,318,318,11-14,2.3762184933584,-0.7510964002844072,0.09145465387996857
319,319,319,11-15,3.1237535627117614,0.9637287533640232,0.12515624600202366
320,320,320,11-16,2.8657825949844726,0.371950357264895,-0.13266590165086425
321,321,321,11-17,2.4906503446158608,-0.4885928403048132,0.1008729115611094
322,322,322,11-18,2.555233466147266,-0.3404409129323795,0.2325694719341329
323,323,323,11-19,3.0740405763108525,0.8496885122593423,-0.14894464152997228
324,324,324,11-20,2.7206773923286827,0.03908296195373399,-0.29418544929209905
325,325,325,11-21,2.1258844377077337,-1.325355927420608,-0.10525392425043448
326,326,326,11-22,2.4858980438193488,-0.4994944893078659,0.0033527580430785056
327,327,327,11-23,2.9848101382528016,0.6449963099451744,-0.12730257385359728
328,328,328,11-24,2.8392996414344216,0.3111991808286985,-0.028582087484224805
329,329,329,11-25,2.7323050621694778,0.06575652087928759,0.5102113569011936
330,330,330,11-26,2.9788857308326424,0.6314058801699688,0.5026786564016265
331,331,331,11-27,3.535125469513936,1.9074047388919029,0.35108316592697797
332,332,332,11-28,2.4661958912877684,-0.5446906923052687,0.2252488034898909
333,333,333,11-29,2.58830459862556,-0.2645766329027166,0.07398605229086233
334,334,334,11-30,2.510173612516622,-0.4438069937938239,-0.07304696331675921
335,335,335,12-01,2.3366698186547503,-0.8418199863148836,-0.3241901546833903
336,336,336,12-02,2.594313570974957,-0.2507922134757605,-0.08145827519223542
337,337,337,12-03,2.8782479706863127,0.40054559069211604,-0.16477417162926694
338,338,338,12-04,3.1010731858631653,0.9117005846416608,-0.1265933662500977
339,339,339,12-05,2.370387730697241,-0.7644720115249057,-0.09203013373216123
340,340,340,12-06,2.6100374065705876,-0.21472216151880846,0.0839520724221844
341,341,341,12-07,2.427071671096912,-0.634440591207265,0.04604975586926265
342,342,342,12-08,3.0546037774814,0.8051010234503134,-0.08980665947225226
343,343,343,12-09,2.7791125779982826,0.1731316913745855,-0.1293870537767232
344,344,344,12-10,2.7457339794781404,0.09656209259257112,-0.13264952516633635
345,345,345,12-11,2.266863242249626,-1.0019543773517312,0.0496175747100075
346,346,346,12-12,2.6015042505063355,-0.2342969898564876,-0.05876620416165671
347,347,347,12-13,2.903800329492248,0.4591620080507982,-0.12717004463748674
348,348,348,12-14,2.7711206171723823,0.1547983502203281,-0.2047976000814352
349,349,349,12-15,2.6001989335651685,-0.2372913514803948,0.4433462464955505
350,350,350,12-16,2.542695250127588,-0.3692032400711194,0.4882807976060906
351,351,351,12-17,3.962115685699199,2.886908702110184,0.3107365672108732
352,352,352,12-18,2.7190328021816383,0.03531031680675311,0.30435185115448915
353,353,353,12-19,2.4394245709512528,-0.6061033743205065,0.3842140171129095
354,354,354,12-20,2.7544210750067357,0.11649005388202385,0.2061495553050935
355,355,355,12-21,2.80908239777639,0.2418816442701271,-0.2751677806592772
356,356,356,12-22,2.0769588004714565,-1.4375900109180155,-0.4030001581013378
357,357,357,12-23,2.7032062720289107,-0.0009953136760404982,-0.2650443546710449
358,358,358,12-24,2.384680865717052,-0.731683947845611,-0.38400133060342384
359,359,359,12-25,2.8002548312219937,0.22163144626125084,-0.5790117581253575
360,360,360,12-26,2.443283192297879,-0.5972518017122498,-0.5151839434285327
361,361,361,12-27,2.2990229325810563,-0.9281809208614752,-0.7664595992647691
362,362,362,12-28,2.243903622051255,-1.0546231227370666,-0.6279003355085182
363,363,363,12-29,2.045982305797556,-1.5086492486934584,
364,364,364,12-30,2.747089506462293,0.09967163469189326,
365,365,365,12-31,,,
