,unnamed: 0,unnamed: 0,mth_day,stupid,stupid_norm,stupid_ravg
30,30,30,01-31,4.61328763243504,-1.1773579528978035,-0.901711436300669
31,31,31,02-01,5.483402562575037,-0.019554035864183184,-0.4405917546217681
32,32,32,02-02,4.638965968249196,-1.1431895036979365,-0.5821609278157619
33,33,33,02-03,5.822242017469419,0.4313170324659872,-0.3891494293499691
34,34,34,02-04,5.1860672113739685,-0.4151983609624485,-0.29834004764508526
35,35,35,02-05,5.489895922240801,-0.010913755143428608,-0.5456765788298373
36,36,36,02-06,5.022759034228061,-0.6325016626685004,-0.6288793051750163
37,37,37,02-07,4.368129732417699,-1.5035732229726952,-0.9585226358246007
38,38,38,02-08,4.263793972251239,-1.6424058617690105,-1.0698447358536092
39,39,39,02-09,4.3358370430201045,-1.5465429514315194,-1.0910350854052937
40,40,40,02-10,4.684101274665367,-1.0831309611364988,-1.1797026557448664
41,41,41,02-11,5.394345859323175,-0.1380558524535354,-1.1490843219785924
42,42,42,02-12,4.622945340544763,-1.1645070847059371,-0.8170578887923631
43,43,43,02-13,4.506191811604486,-1.3198632203750504,-0.7397415858753513
44,44,44,02-14,5.76094466832068,0.3497527373483656,-0.7758868023126273
45,45,45,02-15,4.6844663844219525,-1.0826451339294492,-0.9227825123687871
46,46,46,02-16,4.521117757270847,-1.300002259760155,-0.7318793889237026
47,47,47,02-17,4.731973853426761,-1.0194301127904937,-0.6593218503059818
48,48,48,02-18,5.483752540155076,-0.01908834403543021,-0.7293195809194258
49,49,49,02-19,4.833363261191083,-0.8845179886687253,-0.6408525900467049
50,50,50,02-20,5.445315728463293,-0.07023364633229902,-0.3337741019781914
51,51,51,02-21,5.08337563900523,-0.5518431886931229,-0.22514473685018666
52,52,52,02-22,5.9057748996190975,0.5424686686509262,-0.356111094688641
53,53,53,02-23,5.221797895610036,-0.3676539220224654,-0.2220542264273877
54,54,54,02-24,4.893208070794876,-0.8048864910661563,-0.15076206019295202
55,55,55,02-25,5.437843247028996,-0.08017677910120556,-0.0808613327872716
56,56,56,02-26,5.7667814481589215,0.35751935107431504,-0.32681919011286803
57,57,57,02-27,5.398567178687483,-0.13243882425904044,-0.4209686097792534
58,58,58,02-28,4.796718690554481,-0.9332784753026524,-0.4364171759577546
59,59,59,02-29,4.7972658249691325,-0.9325504400207776,-0.6774593098863235
60,60,60,03-01,4.8235484615117645,-0.8975778881371635,-0.9315710319331437
61,61,61,03-02,4.350952678919288,-1.5264295826726195,-1.105882474625634
62,62,62,03-03,4.6209583945816926,-1.167150981206606,-1.152686437945758
63,63,63,03-04,4.612574041768909,-1.178307480413982,-0.9772472343047797
64,64,64,03-05,4.5856734867401565,-1.2141022552233955,-0.747856523789275
65,65,65,03-06,5.58834418378654,0.12008478182509315,-0.7662380532221705
66,66,66,03-07,5.857901234646318,0.4787663749558638,-0.5220818514448607
67,67,67,03-08,4.268067953985823,-1.6367187592699932,-0.5494179031472943
68,68,68,03-09,5.721890702689657,0.29778622945725297,-0.3199006314064773
69,69,69,03-10,4.489312202519098,-1.3423237906285832,-0.4707926619139329
70,70,70,03-11,5.620596941024259,0.16300137522150662,-0.6490349183008819
71,71,71,03-12,4.907952245296331,-0.7852674012196407,-0.4805576394918169
72,72,72,03-13,5.05418354368455,-0.5906871633658302,-0.7323126319763315
73,73,73,03-14,5.027754081443637,-0.6258550864156027,-0.6147770924383428
74,74,74,03-15,4.586694451535337,-1.2127437254498346,-0.44436141670821394
75,75,75,03-16,5.019295352184471,-0.6371105534006509,-0.6332501287908006
76,76,76,03-17,6.389023554207202,1.1854954296022795,-0.4321364894800354
77,77,77,03-18,4.056228290488525,-1.9185996737151607,-0.16805199387800185
78,78,78,03-19,5.96103129732195,0.6159946724987607,0.04513706316752882
79,79,79,03-20,6.218545677816241,0.9586518871965984,0.2145168391961715
80,80,80,03-21,5.547991846104768,0.0663906168233494,0.04144522131661699
81,81,81,03-22,5.783050957868839,0.3791681027712052,0.5337942196501694
82,82,82,03-23,5.608620949837129,0.1470657223249524,0.3785803206314204
83,83,83,03-24,6.276294441519122,1.0354943162861536,0.28050277642467397
84,84,84,03-25,5.261151487375511,-0.31528872161373306,0.22969794378559827
85,85,85,03-26,5.77630117888036,0.3701866219561202,0.21531751112606498
86,86,86,03-27,5.3189061982563,-0.2384383790111048,0.23291911400071497
87,87,87,03-28,5.718207702591255,0.2928855068140055,0.016120598190422886
88,88,88,03-29,5.687988883717681,0.2526753395728525,0.1847766072012317
89,89,89,03-30,5.298721524394939,-0.2652967785755988,-0.03812872423134132
90,90,90,03-31,6.021643532733843,0.69664733245112,0.021741652233234363
91,91,91,04-01,4.771191829876555,-0.967245366639318,-0.3025276995813629
92,92,92,04-02,5.588869571165239,0.1207838797763493,-0.435723410079011
93,93,93,04-03,4.256034702916524,-1.652730604073578,-0.49427413383587776
94,94,94,04-04,5.087391971082208,-0.5464989234130361,-0.37476309435841815
95,95,95,04-05,5.0347086384727024,-0.6166011211167994,-0.26720805202084147
96,96,96,04-06,6.5605344704963295,1.4137135693158775,-0.3550015728181499
97,97,97,04-07,5.256171609818243,-0.321915112613858,-0.15929302013466107
98,98,98,04-08,5.192997081403696,-0.4059772450075013,-0.12837343916118532
99,99,99,04-09,5.138510212667536,-0.4784792879726448,-0.2493286382669234
100,100,100,04-10,5.226812413401783,-0.3609814375721817,-0.8133905751096355
101,101,101,04-11,4.489305795703243,-1.342332315751228,-0.905551705671512
102,102,102,04-12,4.017105282445262,-1.9706580517403949,-0.7807352431937665
103,103,103,04-13,4.840604995295508,-0.8748818959851173,-0.8091771601215753
104,104,104,04-14,5.755810866698524,0.3429215298589717,-0.9526195063871149
105,105,105,04-15,5.0102618822036336,-0.6491307895394974,-0.8146690240247784
106,106,106,04-16,4.58001207736699,-1.2216355151654197,-0.5790859501383699
107,107,107,04-17,5.1113425977431755,-0.5146294215772078,-0.5354175281511768
108,108,108,04-18,5.079380233468177,-0.5571596084219442,-0.5736084084741788
109,109,109,04-19,5.037511632357476,-0.6128713640619585,-0.7007194473358953
110,110,110,04-20,5.583603182778923,0.11377624792096007,-0.5758216726563407
111,111,111,04-21,4.437101551311578,-1.4117970227097958,-0.6575645057894293
112,112,112,04-22,5.1431925100349485,-0.4722488670880911,-0.6514111146837287
113,113,113,04-23,4.742753451543331,-1.00508642037574,-0.5258517495799779
114,114,114,04-24,5.107126680305798,-0.5202392617877407,-0.7222098626402559
115,115,115,04-25,5.6036752629431215,0.14048482656054614,-0.500191464521461
116,116,116,04-26,4.698198720170403,-1.0643724304407072,-0.30713983383403015
117,117,117,04-27,5.438211601779578,-0.07968663399702741,-0.1462381881616055
118,118,118,04-28,6.0136876103419645,0.6860609170364941,-0.151616991690395
119,119,119,04-29,5.468280056475039,-0.03967654634119186,-0.1891885800603692
120,120,120,04-30,5.082872950354632,-0.5525120829604778,-0.09559202303461627
121,121,121,05-01,5.434260047591903,-0.08494470365929914,-0.08596118812296538
122,122,122,05-02,5.120237860717423,-0.5027930882861896,-0.2863207456554391
123,123,123,05-03,5.4816382984233964,-0.02190162452712208,-0.40538002550755414
124,124,124,05-04,5.110240110257958,-0.516096428158348,-0.3944991248586755
125,125,125,05-05,4.931426162061931,-0.7540322254538824,-0.42432764384982
126,126,126,05-06,5.131936357216562,-0.4872266790672056,-0.15289508495742996
127,127,127,05-07,5.299759346723715,-0.2639158176061664,-0.14271688198064827
128,128,128,05-08,6.344162837358426,1.1258022650681507,-0.11150631749311742
129,129,129,05-09,5.527533149400151,0.039167593333567965,0.04737825540130258
130,130,130,05-10,5.250972635372966,-0.3288330412331628,0.24862767627450988
131,131,131,05-11,5.647857521519858,0.1992752119126376,0.3564193819563967
132,132,132,05-12,6.039396367711866,0.7202698461720383,0.19214234042699818
133,133,133,05-13,5.785806272697326,0.38283441648515465,0.3206439717100207
134,134,134,05-14,5.603416130194846,0.14014001589175965,0.4914314283630314
135,135,135,05-15,6.106963843743478,0.810177381031703,0.6983616389499471
136,136,136,05-16,6.0210756574554525,0.6958916986849012,0.8797493883906888
137,137,137,05-17,6.580932957246479,1.4408564754341322,0.9408606382088975
138,138,138,05-18,6.857297499039439,1.8085963428164884,1.2931825623023139
139,139,139,05-19,6.061364906162172,0.7495019153944069,1.6278966477903463
140,140,140,05-20,7.192081854291358,2.2540715604522576,1.4844745759426765
141,141,141,05-21,7.616233516232428,2.8184618939598964,1.4946648997110354
142,142,142,05-22,5.374366741427604,-0.16464073240111618,1.4289502606850426
143,143,143,05-23,6.626882462460762,1.5019984180442838,1.4574529726813832
144,144,144,05-24,6.560981580407338,1.4143085086605305,1.2075301008891348
145,145,145,05-25,6.189887369556688,0.9205181873724498,0.81784294358671
146,146,146,05-26,6.065146875420053,0.7545343296987678,1.0479556395172038
147,147,147,05-27,5.859083059246329,0.4803389501453477,0.8606763684994813
148,148,148,05-28,6.411975041407508,1.216035443181847,0.8505714691424527
149,149,149,05-29,5.782415688316019,0.3783227919379479,1.0765034530463644
150,150,150,05-30,6.515417265057779,1.3536791125183598,1.1755033408966904
151,151,151,05-31,7.208644291167108,2.2761100907959197,1.3628463043152859
152,152,152,06-01,6.5115503427089925,1.3485336568007236,1.1315730518673375
153,153,153,06-02,6.703837030772879,1.6043967306569198,1.4374625345934475
154,154,154,06-03,5.369133640010762,-0.17160407150584284,1.429365535658909
155,155,155,06-04,7.161711449767793,2.213659688294608,1.2048269915800278
156,156,156,06-05,6.4789068358290365,1.3050971189111298,1.0974302567760275
157,157,157,06-06,6.196170572324476,0.9288788263226322,1.107822435020326
158,158,158,06-07,6.027284392180861,0.7041532479767205,1.2116759083240756
159,159,159,06-08,6.7506967242702425,1.6667498001227106,0.8098902425781204
160,160,160,06-09,5.837422560124327,0.4515167683166548,0.8357308077447129
161,161,161,06-10,5.3500072328180295,-0.19705430618112324,0.7679027836691897
162,162,162,06-11,6.595425330319783,1.4601405099106854,0.762318187970975
163,163,163,06-12,5.890325123565501,0.5219106818694933,0.5333115825168342
164,164,164,06-13,6.002102718370695,0.6706456737874328,0.6077052223130177
165,165,165,06-14,5.718075931190605,0.29271016739786576,0.8238991829400432
166,166,166,06-15,6.172873230527804,0.8978786070937561,0.6750952102401616
167,167,167,06-16,6.324854131399793,1.100109457581029,0.7884563169939566
168,168,168,06-17,5.924448718103579,0.5673166737113958,0.6897160065835681
169,169,169,06-18,6.401485208788153,1.2020773223922627,0.9428591926958539
170,170,170,06-19,5.556869719773531,0.0782038113251019,0.9844393400229899
171,171,171,06-20,6.8595317293218105,1.8115692840715805,1.1080933950783665
172,172,172,06-21,6.360363563499504,1.147359491056572,1.070803770611658
173,173,173,06-22,6.882426469304978,1.8420337879132882,1.1538398166602706
174,174,174,06-23,5.756304914940813,0.3435789269111447,1.234158298762791
175,175,175,06-24,6.775905621487062,1.7002935986839376,1.0349232853686736
176,176,176,06-25,5.919036280529202,0.5601147039402246,1.3125327436654264
177,177,177,06-26,5.961154946118218,0.6161592037068762,1.2582431688988085
178,178,178,06-27,7.612140988977329,2.813016240837088,1.3473585084532909
179,179,179,06-28,6.637627662561879,1.5162963393135804,1.1971221406266639
180,180,180,06-29,6.158137658689936,0.8782709642380376,1.4346013005833151
181,181,181,06-30,6.098470151942919,0.7988753917241757,1.4531219982381787
182,182,182,07-01,6.989860932106468,1.9849896636801303,1.1408413782226627
183,183,183,07-02,6.04466719880118,0.7272833896360593,0.9204019605345524
184,184,184,07-03,6.2040267519912815,0.9393325207439917,0.8106756357681064
185,185,185,07-04,5.643637441765857,0.1936598331849189,0.6725652696173667
186,186,186,07-05,5.663367281751047,0.2199130156393619,0.30440218689648385
187,187,187,07-06,5.475712412949865,-0.029786805180262176,0.09154695327975404
188,188,188,07-07,5.32976534792904,-0.22398883264516686,0.1765030802089483
189,189,189,07-08,5.0848750578165225,-0.5498480120643197,0.5314080503725538
190,190,190,07-09,6.587105060988645,1.449069282319157,0.7020028543719933
191,191,191,07-10,7.243950459075898,2.323089654166552,0.7154914874911392
192,192,192,07-11,6.432601607773325,1.2434818396359981,1.0279563205150093
193,193,193,07-12,5.536534427238191,0.05114499353461388,0.9982482080579512
194,194,194,07-13,6.73871022550908,1.650800165498054,0.7427827189466637
195,195,195,07-14,4.950917285788634,-0.7280966868066685,0.43519050050002933
196,196,196,07-15,5.435177694319734,-0.08372365234856773,0.1854064767103624
197,197,197,07-16,5.856976839133336,0.4775363434867456,0.4387815734509766
198,198,198,07-17,5.306292712740339,-0.2552223031020034,0.15146533954149233
199,199,199,07-18,6.6790359407821605,1.5713955739782997,0.5239838175408398
200,200,200,07-19,5.44316367681497,-0.07309723795885202,0.7722578072646825
201,201,201,07-20,6.630651918008822,1.5070141811894162,0.8864185122536742
202,202,202,07-21,6.554677647874651,1.4059202859944882,1.0482767570415967
203,203,203,07-22,6.371742417578057,1.1625005734206957,0.7625402710051096
204,204,204,07-23,6.036132748436829,0.7159271656255313,0.7195761521063441
205,205,205,07-24,5.39061268225798,-0.1430233422406229,0.33199026243502927
206,206,206,07-25,5.249432834670788,-0.3308819513514451,0.03662423251409097
207,207,207,07-26,4.882976352122072,-0.8185011568384728,-0.30045670785564127
208,208,208,07-27,5.222833514117468,-0.3662758935311416,-0.3800083408271759
209,209,209,07-28,4.8518002862742255,-0.8599850687976978,-0.38153988781804987
210,210,210,07-29,5.677424010900888,0.2386173677963236,-0.4136672703103115
211,211,211,07-30,5.3837067361818,-0.1522126241858671,-0.3239482322489256
212,212,212,07-31,5.104566257032374,-0.5236462463050144,0.04308324532447397
213,213,213,08-01,5.287531251547637,-0.2801869284701578,0.09395570190868825
214,214,214,08-02,6.877826542399053,1.835912971909256,0.10354970146481962
215,215,215,08-03,5.081190859352784,-0.5547503292924121,0.27763463689586265
216,216,216,08-04,5.720684612099756,0.2961813651331117,0.3432967538676746
217,217,217,08-05,6.168678522176938,0.8922969884003913,0.5039202707753774
218,218,218,08-06,5.400645346839669,-0.12967354447414264,0.32083513642333755
219,219,219,08-07,6.011803737433146,0.6835541729760588,0.529295469186062
220,220,220,08-08,6.052271680080662,0.7374021657970169,0.5531779266484756
221,221,221,08-09,6.021165816477747,0.6960116672839347,0.22125740767826638
222,222,222,08-10,5.828373742361403,0.4394761099075936,0.3681933540997699
223,223,223,08-11,4.6720054071865595,-1.0992261254208646,0.40226295667325296
224,224,224,08-12,6.0631987837800025,0.7519421340548782,0.4886634795734095
225,225,225,08-13,6.165428039926827,0.8879717884169572,0.5078041099274125
226,226,226,08-14,6.441862959785131,1.2558053031979564,0.5691280921119105
227,227,227,08-15,6.107473426937275,0.8108554494079531,0.507188349701299
228,228,228,08-16,6.104891613942352,0.8074200030145815,0.32601769206299275
229,229,229,08-17,4.392710992056677,-1.470864579884534,0.13515760199396123
230,230,230,08-18,5.246276547837378,-0.3350818117749593,-0.14789731616627752
231,231,231,08-19,5.304814883448243,-0.2571887519972318,-0.36972185374933514
232,232,232,08-20,5.165531242208327,-0.4425242057634762,-0.6960329314934763
233,233,233,08-21,5.107237519028452,-0.5200917760903923,-0.18024049885254487
234,234,234,08-22,4.633512204502996,-1.1504464634502658,0.08548771776747509
235,235,235,08-23,6.7184866604131575,1.6238900159610552,0.07790440643466746
236,236,236,08-24,6.444479897673725,1.2592874879451603,0.24753623744232245
237,237,237,08-25,5.270620738929465,-0.30268861999407753,0.47073252644456204
238,238,238,08-26,5.930423396822412,0.5752667802824537,1.1084782901441022
239,239,239,08-27,6.11365883384104,0.8190859579230454,0.8430566509437633
240,240,240,08-28,7.5091914233999075,2.676028118746975,0.8025144882169952
241,241,241,08-29,5.52166570833614,0.03136018075902193,1.0958979235958923
242,242,242,08-30,6.261669973282865,1.0160345115845515,0.9441664216500079
243,243,243,08-31,6.593525094096862,1.457611992279306,0.8349721185124795
244,244,244,09-01,5.246246171611764,-0.33512223139285385,0.4675276130914284
245,245,245,09-02,5.621287412143196,0.16392013909787578,0.3886194656094306
246,246,246,09-03,5.852335998429982,0.4713610862206682,0.2669628996936844
247,247,247,09-04,5.165858531195031,-0.4420887041329649,0.16112900259175242
248,248,248,09-05,5.713104575659784,0.2860951160900744,0.10492926501863668
249,249,249,09-06,6.1163061835620285,0.8226086096677137,0.2934749945908263
250,250,250,09-07,4.9928341904659215,-0.6723206568315482,0.02694162656418177
251,251,251,09-08,6.471464813867103,1.2951945165310137,0.01577818773273007
252,252,252,09-09,4.650502115393911,-1.1278391219391992,-0.14735748502114088
253,253,253,09-10,5.115521122644001,-0.5090693371216751,-0.32601246348337326
254,254,254,09-11,4.977504449870329,-0.6927189204331513,-0.29354050616085514
255,255,255,09-12,5.310727474679596,-0.24932126110568045,-0.7022100612227855
256,256,256,09-13,5.139254501167139,-0.4774889128964399,-0.6016221431464509
257,257,257,09-14,4.628720237924906,-1.1568228138405685,-0.494865628312211
258,258,258,09-15,5.104066219067828,-0.5243116134811915,-0.47836292792923346
259,259,259,09-16,5.596900237433887,0.13146975188376436,-0.3698089291698528
260,260,260,09-17,5.051917288415453,-0.5937027181352863,0.007322365063112198
261,261,261,09-18,5.800211680030714,0.40200273145060345,0.2947872640877691
262,262,262,09-19,6.8397889262493825,1.7852988525013502,0.408882839447055
263,263,263,09-20,5.924937137104446,0.5679665803073729,0.7276687362188969
264,264,264,09-21,5.618538119477601,0.1602618386745237,0.8580164234540701
265,265,265,09-22,7.0343476197674155,2.0441851325148157,1.118791921053424
266,266,266,09-23,5.639672090954696,0.1883834052757536,0.781838055465474
267,267,267,09-24,6.976082570797253,1.9666557170467267,0.5145394964950688
268,268,268,09-25,5.320419791788523,-0.2364243410263501,0.361955382493967
269,269,269,09-26,4.7196529078321285,-1.0358247735150583,0.025013410291539435
270,270,270,09-27,4.930516354783467,-0.7552428453320869,-0.14724637757332398
271,271,271,09-28,5.5150321141403875,0.02253329930025019,-0.5819938691784342
272,272,272,09-29,4.862930134503288,-0.8451753219134269,-0.6866359605950031
273,273,273,09-30,5.015749161722071,-0.6418292325839343,-0.8195713013144307
274,274,274,10-01,4.848574889263529,-0.8642768895257635,-0.6825093744325358
275,275,275,10-02,4.1202300366455775,-1.833436817831624,-0.601802123035856
276,276,276,10-03,5.548546543725541,0.06712871595928274,-0.3458273490753964
277,277,277,10-04,5.878951686587857,0.5067768076803287,-0.13217691662425898
278,278,278,10-05,6.0171539332939386,0.6906733218493311,0.09604434316865439
279,279,279,10-06,5.979126958454139,0.6400733621228902,0.20572654566999135
280,280,280,10-07,5.877654455844783,0.5050506692317166,-0.011316380559908046
281,281,281,10-08,4.614801460509298,-1.1753436028236022,-0.2663772085313529
282,282,282,10-09,4.56987154799174,-1.2351288414201136,-0.2744159552052244
283,283,283,10-10,4.7288489900254005,-1.02358816014834,-0.4911675868425062
284,284,284,10-11,5.980906171141935,0.6424408418061017,-0.28733002314060646
285,285,285,10-12,5.001765448209773,-0.6604364277008005,-0.2226357418156747
286,286,286,10-13,6.796784741505591,1.7280760514431148,-0.03370393474721926
287,287,287,10-14,4.906516452559368,-0.7871779148740113,0.024289077234974293
288,288,288,10-15,5.421789823738006,-0.10153799900938093,-0.15651997435205012
289,289,289,10-16,4.990347080472934,-0.6756300882551788,-0.17632009092229764
290,290,290,10-17,5.165614464269495,-0.4424134677160447,-0.5288301423151226
291,291,291,10-18,4.9124841279819496,-0.7792371271222854,-0.04506556703584702
292,292,292,10-19,5.207270726763793,-0.38698425691383503,0.025337697522056734
293,293,293,10-20,7.087874315133135,2.1154095368016423,0.13300211596819753
294,294,294,10-21,5.739247369292237,0.3208815883380416,0.487439281849318
295,295,295,10-22,5.475820051620811,-0.029643577578334045,0.6003760661457999
296,296,296,10-23,6.763818090768615,1.6842095275706783,0.8095848042725885
297,297,297,10-24,5.421730887641248,-0.10161642134339446,0.5673346748996654
298,298,298,10-25,6.150620341746563,0.8682681718468969,0.6135541642007599
299,299,299,10-26,5.995536737268789,0.6619087605641039,0.8287551102800134
300,300,300,10-27,5.947657103165129,0.5981985241446092,0.5829134267314052
301,301,301,10-28,6.446189317481777,1.2615620988971874,0.8136035385283408
302,302,302,10-29,5.655285724487884,0.20915942627902925,0.9803988051560656
303,303,303,10-30,6.4619428314276695,1.2825242494382187,0.9641419292145702
304,304,304,10-31,6.902722055867383,1.8690397716132456,0.8962208538794134
305,305,305,11-01,5.922232353343206,0.5643675049151312,0.8734046269890886
306,306,306,11-02,5.641392074083006,0.1906720721336692,0.7620262992246002
307,307,307,11-03,6.343307960588821,1.124664737555239,0.7014586355290825
308,308,308,11-04,5.153066249551904,-0.4591105403079014,0.659330112134542
309,309,309,11-05,6.188835299021705,0.9191182672651134,0.5589458575198503
310,310,310,11-06,6.712759023348412,1.6162686312460015,0.7045894757369228
311,311,311,11-07,5.4695865949059534,-0.0379380227730186,0.6314388981714077
312,312,312,11-08,6.298118233802525,1.064533781436104,0.6321853552135558
313,313,313,11-09,6.013462420674638,0.6857612721621493,0.34901162922007883
314,314,314,11-10,5.15643212217088,-0.4546317980550138,0.1478064874466777
315,315,315,11-11,4.91196786135622,-0.7799240886957483,0.11817990758923909
316,316,316,11-12,5.805498673116479,0.409037780605595,-0.004937961533786006
317,317,317,11-13,5.335996464053802,-0.2156975019176504,-0.02360925245507889
318,318,318,11-14,5.74296362852826,0.3258265666979533,-0.09649752644678851
319,319,319,11-15,5.929271123219565,0.573733526634392,-0.14811798883820512
320,320,320,11-16,4.827769343443316,-0.8919614420052716,-0.1856133617761597
321,321,321,11-17,4.679204432074107,-1.089646863044248,-0.1962733420544818
322,322,322,11-18,5.63642712313553,0.18406554297786767,-0.3241910969495621
323,323,323,11-19,5.287929216092177,-0.27965738358758296,-0.3213637556436751
324,324,324,11-20,5.166165709329482,-0.4416799626725285,-0.3276001689402616
325,325,325,11-21,5.9420199756633725,0.5906975744697139,-0.09269666630763673
326,326,326,11-22,4.799648538667738,-0.9293799217847908,-0.24145138207551822
327,327,327,11-23,5.7384151072625125,0.3197741527515013,-0.2422795625304889
328,328,328,11-24,4.965672616880357,-0.7084627516294212,-0.02914542721218612
329,329,329,11-25,5.284194841895727,-0.28462646631740685,-0.05318149973129449
330,330,330,11-26,6.127215454633885,0.8371248492372882,0.14161634579195878
331,331,331,11-27,5.83363817498133,0.4464811393550637,0.1239345604990935
332,332,332,11-28,5.678017550493938,0.2394071513547288,0.3591948199569257
333,333,333,11-29,5.6586856203511005,0.2136834409943095,0.44324565264398835
334,334,334,11-30,6.0264919553431335,0.7030988051175721,0.25269714736061993
335,335,335,12-01,5.6631910605253175,0.2196785298049692,0.33425054476545907
336,336,336,12-02,5.268007274784009,-0.30616618246292243,0.19714272857806878
337,337,337,12-03,6.20137313065879,0.9358015237840986,0.048386442347656676
338,338,338,12-04,5.05978044066004,-0.5832397457696129,0.045969528854843476
339,339,339,12-05,4.987924032674584,-0.6788542763881631,-0.15219966617393413
340,340,340,12-06,6.015593775691046,0.6885973241606929,-0.16498074046565994
341,341,341,12-07,4.769620191996166,-0.9693366403676964,-0.41362028487705915
342,342,342,12-08,5.210375735967219,-0.3828526282132773,-0.3324298338907496
343,343,343,12-09,5.080224843115297,-0.5560357426842965,-0.5374648861302531
344,344,344,12-10,5.425878823375752,-0.09609703985175573,-0.5988589731836655
345,345,345,12-11,4.0633941142785,-1.9090645898251843,-0.6172197660978396
346,346,346,12-12,5.738759792069597,0.32023280184021863,-0.4124383006556142
347,347,347,12-13,4.686828970742933,-1.0795013978527408,-0.05066090023832861
348,348,348,12-14,6.133762198264293,0.845836164440075,-0.08740640025568946
349,349,349,12-15,6.711526549004287,1.614628659819417,0.23241853455806302
350,350,350,12-16,5.260188548657309,-0.3165700399559209,-0.0012702185667720634
351,351,351,12-17,5.505526655298828,0.009885019057330462,0.09324166292219561
352,352,352,12-18,4.6850265815929175,-1.0818997169087918,-0.20771993770862862
353,353,353,12-19,5.112995429238954,-0.5124301089189347,-0.6218932308877714
354,354,354,12-20,4.776686902931151,-0.9599334393448704,-0.5986103428527931
355,355,355,12-21,4.843964896680261,-0.8704110992554394,-0.6842132681650298
356,356,356,12-22,5.3651741418029095,-0.17687271174605113,-0.6889115131543595
357,357,357,12-23,5.1195318476356935,-0.5037325328160898,-0.9449511779109847
358,358,358,12-24,4.663841579276748,-1.1100891868447702,-1.0425616526081523
359,359,359,12-25,3.958479029345085,-2.0486680974586857,-1.1787971464880835
360,360,360,12-26,4.336548481618875,-1.5455962875278753,-1.4317014614485297
361,361,361,12-27,4.229661202440045,-1.6878240625350271,-1.490145401527978
362,362,362,12-28,4.2247954449970875,-1.69429860150873,-1.5027532338725507
363,363,363,12-29,4.8560004633079,-0.8543961732927788,
364,364,364,12-30,4.606991211101343,-1.1857361809122042,
365,365,365,12-31,,,
