,unnamed: 0,unnamed: 0,mth_day,martial arts,martial arts_norm,martial arts_ravg
103,103,103,04-13,1.060019354317393,0.4020949459975545,0.4337565116579641
104,104,104,04-14,1.1096716503214346,0.5754360535331655,0.097703443427034
105,105,105,04-15,0.4805665934928304,-1.6208323183875912,-0.04671528075767328
106,106,106,04-16,0.7044760540741393,-0.8391421044706738,-0.18000861263956702
107,107,107,04-17,1.2057568038498938,0.9108788884223448,-0.4534527477906398
108,108,108,04-18,0.7991897567741459,-0.5084871409322017,-0.3509744500222443
109,109,109,04-19,0.5900628852911087,-1.2385698649088823,-0.04228739902723174
110,110,110,04-20,1.2857966161922572,1.1903058401435385,0.13008276745439365
111,111,111,04-21,1.0110935197317292,0.2312899875824843,0.11812295795608542
112,112,112,04-22,1.0007211161977898,0.19507889441907852,0.29660946721556614
113,113,113,04-23,1.1852020026326482,0.8391200314324954,0.45186240558150104
114,114,114,04-24,1.1059467095757491,0.5624319146246824,0.13838681795468466
115,115,115,04-25,0.8568893165111453,-0.3070522347132729,0.30982142144917846
116,116,116,04-26,0.7470398415931359,-0.6905476856173596,0.5438441230516285
117,117,117,04-27,1.3057306706901206,1.259897608549447,0.5903374706287834
118,118,118,04-28,1.4029256924865334,1.5992151040337788,0.7486377097500246
119,119,119,04-29,1.2651080845403837,1.1180801168954246,0.9964023688589769
120,120,120,04-30,1.3780104032524616,1.512233349352131,1.1561937727264013
121,121,121,05-01,1.2827115938110918,1.17953571994044,1.0228559821078542
122,122,122,05-02,1.0216663348649668,0.268200737587187,0.5625796860051678
123,123,123,05-03,1.0765688448852322,0.4598708648381633,1.1222198906577694
124,124,124,05-04,0.6118689643054452,-1.1624426725823391,1.281255712743128
125,125,125,05-05,2.226937214129788,4.4759213448110335,1.215689555698919
126,126,126,05-06,1.651338311180109,2.466448281864284,1.3685726911602167
127,127,127,05-07,1.170025908908413,0.7861387776751863,1.461877910924579
128,128,128,05-08,1.2844198895366137,1.1854995503549726,1.82230354151727
129,129,129,05-09,1.2369284430091965,1.019702183424335,1.105262216068213
130,130,130,05-10,1.231316723191666,1.000111110973806,0.9257882695312215
131,131,131,05-11,0.9945896661825936,0.17367339211669114,0.6916455737251667
132,132,132,05-12,1.3428842931404184,1.3896046026423354,0.544111633843138
133,133,133,05-13,0.7676151038329426,-0.6187173971611432,0.5530542652898949
134,134,134,05-14,1.03085976322347,0.3002959110628005,0.371778880206175
135,135,135,05-15,1.252297752342525,1.0733579721048767,0.38923733802563004
136,136,136,05-16,0.9197666515536028,-0.08754119952851296,0.14384449695884793
137,137,137,05-17,1.024594753645678,0.2784241390334213,0.059233536745034676
138,138,138,05-18,0.9211383557175559,-0.0827524437583573,-0.09344246493527374
139,139,139,05-19,0.6221979491331773,-1.1263831584440227,-0.09765279265449535
140,140,140,05-20,0.7684622003169272,-0.6157600990190499,0.2392730843631368
141,141,141,05-21,1.245061646337634,1.048096005789547,0.1689832470150542
142,142,142,05-22,1.4988264123318338,1.93401406257728,0.10128075149368725
143,143,143,05-23,0.9037906861154436,-0.14331488505507434,0.4907908545338686
144,144,144,05-24,0.8047810393614708,-0.4889674168865592,0.6522246642319612
145,145,145,05-25,1.291631918063228,1.2106774597970658,0.5392687015391048
146,146,146,05-26,1.0459114246173924,0.3528427591695053,-0.004151616887701677
147,147,147,05-27,1.0509291762692181,0.3703602296324083,-0.09368727218477298
148,148,148,05-28,0.5648736914080293,-1.3265078479835586,-0.16334690377429598
149,149,149,05-29,0.7499096734833062,-0.6805288168375021,-0.3185869313323922
150,150,150,05-30,0.6850600788903404,-0.9069252064236972,-0.526329855995434
151,151,151,05-31,1.02482767608364,0.2792372944484883,-0.6605922248834576
152,152,152,06-01,0.6888727509376745,-0.8936147888087459,-0.20853836072213483
153,153,153,06-02,0.8201783182526079,-0.4352139836957323,0.3813748825372169
154,154,154,06-03,1.3417988856294032,1.3858153369843775,0.8496355029236246
155,155,155,06-04,1.7637677497621849,2.858950642718608,0.8686730094792604
156,156,156,06-05,1.4898391158196689,1.9026385158947487,1.003225823322391
157,157,157,06-06,1.0575466055096026,0.3934623337823032,1.3382970410654078
158,158,158,06-07,0.9201227839886048,-0.08629790574996192,1.234108340652412
159,159,159,06-08,1.396050557296414,1.5752133227623677,1.0777161800763335
160,160,160,06-09,1.1627343255814169,0.7606831345064023,0.7913146374198975
161,161,161,06-10,1.4949833871825324,1.9205976792621369,0.8148149430559063
162,162,162,06-11,0.9976133175368219,0.1842292599561322,1.045003274981293
163,163,163,06-12,1.0979355524205887,0.5344641675983561,0.8475657103885572
164,164,164,06-13,1.3157373969073949,1.2948320858023583,0.831972233083643
165,165,165,06-14,1.0567232550016037,0.39058793520595225,0.5572155000700175
166,166,166,06-15,1.1359344985161546,0.6671222706769173,0.4380773565080696
167,167,167,06-16,1.0227710136498451,0.2720572811803838,0.2603918457727371
168,168,168,06-17,0.7928558037441554,-0.5305996014155547,-0.0865311334036256
169,169,169,06-18,0.7925552407303265,-0.5316488968136389,0.2600166946728919
170,170,170,06-19,0.7194960541273544,-0.7867057892558179,0.6735498661717818
171,171,171,06-20,1.6523198420031482,2.4698749036650574,0.45081751498092615
172,172,172,06-21,1.846655863944192,3.1483212996702568,0.7203035484764868
173,173,173,06-22,0.6399706685418904,-1.0643368259647503,1.1474396927849615
174,174,174,06-23,1.2560096566637022,1.086316599557809,1.236518974628537
175,175,175,06-24,1.5266554402530172,2.0311679690372086,0.9793139452257033
176,176,176,06-25,0.8725927176761091,-0.2522300981943645,0.4690641299027316
177,177,177,06-26,1.2102728133946314,0.9266447272480556,0.9879263327142326
178,178,178,06-27,0.9697118351464448,0.08682240773242736,0.8521014755136006
179,179,179,06-28,1.5317164308336082,2.0488363909042566,0.7470281050862128
180,180,180,06-29,1.0225734183595143,0.2713674563540165,1.1140257784403895
181,181,181,06-30,1.3460704365649163,1.4007277464728818,1.098782731593417
182,182,182,07-01,1.503335558860479,1.949755941930696,1.3875247106153434
183,183,183,07-02,1.184075255822414,0.8351864461662211,1.282070389863138
184,184,184,07-03,1.4659600389919445,1.8192742818639844,1.2954381681436227
185,185,185,07-04,1.350476704492828,1.4161104663910231,1.5870826553164694
186,186,186,07-05,1.0455480339092391,0.35157412603692445,1.9053329686938143
187,187,187,07-06,1.847307054154134,3.150594669509964,2.281070850179454
188,188,188,07-07,2.0502984456625466,3.859257822194765,2.090715037438512
189,189,189,07-08,1.8298395102462668,3.0896137350800594,1.7259099238773004
190,190,190,07-09,1.1388038337036606,0.6771394054183341,1.612037863614684
191,191,191,07-10,0.7235021198770675,-0.7727202149762475,1.366393066413674
192,192,192,07-11,0.8498411070365838,-0.3316582355387742,0.8990940611777347
193,193,193,07-12,1.4251280907491064,1.676725886303905,0.30981484908299417
194,194,194,07-13,1.247172094611548,1.0554637907791289,-0.11085501169386082
195,195,195,07-14,0.8170711155844708,-0.4460615374883842,-0.1628684871811601
196,196,196,07-15,0.4158169527188272,-1.846879759242796,-0.16855128074300083
197,197,197,07-16,0.6341088356938412,-1.0848010679000433,-0.24520041280815993
198,198,198,07-17,0.8400743384238559,-0.3657549969098187,-0.6866498421423418
199,199,199,07-18,1.2933945816746837,1.2168310939129503,-0.6336209045360465
200,200,200,07-19,0.4884722784719863,-1.593232785225963,-0.37730061250447394
201,201,201,07-20,0.9082096300744641,-0.1278879118506124,-0.141895543383442
202,202,202,07-21,0.8563434219239257,-0.3089580070533606,0.03396524499592385
203,203,203,07-22,1.0386892265436485,0.3276293468261481,-0.31350848316650526
204,204,204,07-23,1.1423185796517197,0.6894097333663765,-0.1001689600604605
205,205,205,07-24,0.6962066907133533,-0.8680112750616243,-0.10019839477794434
206,206,206,07-25,0.8551295809856286,-0.3131956465896943,0.00024990781557788594
207,207,207,07-26,0.9081590419136032,-0.12806452015551545,-0.04910209297563025
208,208,208,07-27,1.0289795239213404,0.2937318085077728,-0.3124656353264357
209,209,209,07-28,0.9538701024530744,0.03151734207889928,-0.301696644223491
210,210,210,07-29,0.6896871843392602,-0.8907715207384562,-0.31515319846874956
211,211,211,07-30,0.7147148844653212,-0.8033973284439563,-0.4234294226640187
212,212,212,07-31,0.8320023900701297,-0.3939349720612456,-0.46290772201005176
213,213,213,08-01,0.722069433613195,-0.7777218653271296,-0.3751111699619934
214,214,214,08-02,0.9611298984262676,0.056862012431574176,-0.4398498445145769
215,215,215,08-03,1.104762194435198,0.5582966543672496,-0.5823459719471801
216,216,216,08-04,0.5784236573838729,-1.2792035680539575,-0.573844583153631
217,217,217,08-05,0.4698130259517068,-1.6583740930395758,-0.2961016541230303
218,218,218,08-06,0.8466133549643984,-0.3429266392999505,-0.11716103873586514
219,219,219,08-07,1.1994140515627634,0.8887357088564747,0.0143058885249282
220,220,220,08-08,1.2686673035576008,1.130505704754565,0.32631586596936785
221,221,221,08-09,1.33070864925707,1.3470982179320097,0.5537101803721542
222,222,222,08-10,1.1146615518984089,0.5928562966126802,0.3747240686611277
223,223,223,08-11,0.860625683222067,-0.2940082066228571,-0.08138603526638284
224,224,224,08-12,0.5389977572921872,-1.4168433095661102,-0.507970707309452
225,225,225,08-13,0.4155175755584089,-1.8479249147085883,-0.7603097234028845
226,226,226,08-14,0.5355148952847487,-1.4290023275038497,-0.8666675921437627
227,227,227,08-15,0.8970246247841431,-0.16693587862858486,-0.9706328644529956
228,228,228,08-16,0.931868937169228,-0.04529091583258895,-0.9537133639131623
229,229,229,08-17,0.681945119278688,-0.9177998404782548,-0.6813163579384618
230,230,230,08-18,0.5680765624638371,-1.3153263063271112,-0.5041018748575691
231,231,231,08-19,0.8836743894921806,-0.21354287886038534,-0.6709405687004159
232,232,232,08-20,0.840085672357741,-0.3657154290184931,-0.6810801832592762
233,233,233,08-21,0.6102862626246361,-1.1679680416856646,-0.4302356954017177
234,234,234,08-22,0.914442425341732,-0.10612860318575153,-0.26025462757851064
235,235,235,08-23,1.1130605634739528,0.5872670866670961,-0.4334625846280749
236,236,236,08-24,0.8602155852714662,-0.29543989938786913,-0.3055919110268968
237,237,237,08-25,0.5859894533815655,-1.2527906211577706,-0.12904109476172643
238,238,238,08-26,1.0598514033887672,0.4015086125885755,-0.29858945449886437
239,239,239,08-27,0.9137164245838522,-0.10866314409464216,-0.52790018630356
240,240,240,08-28,0.6230470789860985,-1.1234187616085791,-0.6826645620385593
241,241,241,08-29,0.7189542434783558,-0.7885973041610775,-0.4321123039566706
242,242,242,08-30,0.5942288252654632,-1.2240261537978654,-0.5749910713817107
243,243,243,08-31,1.0166026550495142,0.2505229273335618,-0.11844151004836811
244,244,244,09-01,0.814291918264677,-0.4557639919616647,-0.011504919499072175
245,245,245,09-02,1.6983681768007253,2.630634223905413,0.010780493183574269
246,246,246,09-03,0.8068343175622389,-0.4817992183128035,0.27325670841813304
247,247,247,09-04,0.7572552070347468,-0.6548848280651989,0.10103034316421056
248,248,248,09-05,1.0453352102931266,0.3508311376094875,-0.0007602153553972387
249,249,249,09-06,0.7206047378031001,-0.7828352641899732,-0.44711810074869923
250,250,250,09-07,0.6393489397449178,-1.0665073430793115,-0.4490921950129294
251,251,251,09-08,0.9312324120289492,-0.04751308845439891,-0.39118742895161995
252,252,252,09-09,0.8034415281377003,-0.4936437838981846,-0.6180533073449389
253,253,253,09-10,0.8567735945215784,-0.3074562316973421,-0.37839851970072624
254,254,254,09-11,0.6554307528676032,-1.0103641327504256,-0.27493859312990115
255,255,255,09-12,1.1324889339088005,0.6550934616753024,-0.33490840566842905
256,256,256,09-13,0.8171609880818882,-0.4457477836543609,-0.27007407000670014
257,257,257,09-14,0.8281649195292323,-0.4073319636855661,-0.37615977400090883
258,258,258,09-15,0.9148694636551956,-0.10463776992781132,-0.30186655920064653
259,259,259,09-16,0.6744487374324273,-0.9439704556625942,-0.4634153431955999
260,260,260,09-17,0.7831152500350151,-0.5646048439488517,-0.5050769804322183
261,261,261,09-18,0.8548421083156558,-0.3141992422944178,-0.35585189736821804
262,262,262,09-19,0.7455589552982705,-0.6957176070740706,-0.44762858125627586
263,263,263,09-20,1.0846315396239232,0.488018534698435,-0.34325993976027486
264,264,264,09-21,0.7571368932523087,-0.655297873256158,-0.2071424606982156
265,265,265,09-22,0.8538225543454587,-0.3177586066865881,-0.13247797282590756
266,266,266,09-23,1.0170544047271526,0.2521000304235039,-0.1342712836919616
267,267,267,09-24,0.9831646962648896,0.13378768493943038,-0.27716296371611887
268,268,268,09-25,0.7424768703890016,-0.7064774722703948,-0.3458387594513616
269,269,269,09-26,0.8390498621807926,-0.3693315454465085,-0.35654816543699325
270,270,270,09-27,0.6391068084107601,-1.0673526476676145,-0.47966794430088106
271,271,271,09-28,0.835416766927141,-0.3820150426003779,-0.4284831919362149
272,272,272,09-29,0.8054538285794777,-0.4866186427598233,-0.5544905252410449
273,273,273,09-30,1.071133690282602,0.44089619912742695,-0.5879885854552079
274,274,274,10-01,0.5259135807845665,-1.462521472099375,-0.3148020141239492
275,275,275,10-02,0.7814782119832837,-0.5703199067314865,-0.25331925811094336
276,276,276,10-03,1.1086206137710568,0.5717667803199378,-0.33102615539683183
277,277,277,10-04,0.9410844891692479,-0.013118506522342848,-0.4888069961287753
278,278,278,10-05,0.6719023847085446,-0.9528600264751546,-0.5900140290132511
279,279,279,10-06,0.7999626638884314,-0.5057888452642336,-0.6169825795278993
280,280,280,10-07,0.3519734822385229,-2.06976366940623,-0.6656380361489401
281,281,281,10-08,0.7351285443715838,-0.7321312098193746,-0.7200995226041527
282,282,282,10-09,1.0249986096646129,0.27983404059369194,-0.6364673927295947
283,283,283,10-10,0.8474839156617053,-0.33988742525361765,-0.6459469195353799
284,284,284,10-11,0.8156372665383576,-0.4510672472278072,-0.378483096961529
285,285,285,10-12,0.7836706159963621,-0.5626660060989442,-0.3070797879406906
286,286,286,10-13,0.8116518497399309,-0.4649807339631247,-0.4017268333131834
287,287,287,10-14,0.857846286939683,-0.3037113556943439,-0.23147227113747212
288,288,288,10-15,0.8623328745869423,-0.2880482316412646,-0.16316131159151795
289,289,289,10-16,1.1400929812447282,0.6816399478006498,-0.028259325102922745
290,290,290,10-17,0.9330403233867978,-0.04120148995208223,0.11541507170608079
291,291,291,10-18,1.0155207567930753,0.2467459128326271,0.1500037647754634
292,292,292,10-19,1.0585787482690825,0.3970656468908964,0.0614656619953462
293,293,293,10-20,0.9172923600987956,-0.09617919727804823,-0.2001635299410153
294,294,294,10-21,0.7101663118122757,-0.8192768483219678,-0.11364110286855293
295,295,295,10-22,0.6904423380934956,-0.8881352038175191,-0.041839037931276794
296,296,296,10-23,1.0817426325297377,0.477933072482692,0.027717147532069036
297,297,297,10-24,1.1389238237049892,0.6775583024562839,0.1456600912666802
298,298,298,10-25,1.1781219204100086,0.8144027596709713,0.4061427573341278
299,299,299,10-26,1.119995736250786,0.6114784651296187,0.825244348536116
300,300,300,10-27,1.1578464711251757,0.743619148082718,0.628701133349702
301,301,301,10-28,1.4107339027882992,1.626474343394409,0.3194597694821986
302,302,302,10-29,0.7439524094223766,-0.7013262186357908,0.30104560001924097
303,303,303,10-30,0.6074442241891607,-1.1778898807487364,0.21491778934337855
304,304,304,10-31,1.146474293167676,0.7039177428932255,0.03758518406871766
305,305,305,11-01,0.9719716370400634,0.094711601074444,-0.18314438228320964
306,306,306,11-02,0.8530726826068429,-0.3203764835652473,-0.06443391426226454
307,307,307,11-03,1.0313756563401024,0.30209694528284525,0.028800863115723534
308,308,308,11-04,0.9479748959780264,0.010936589489879916,0.03846503214155208
309,309,309,11-05,0.7676827560662597,-0.618481216480808,0.20567653953920775
310,310,310,11-06,1.1630836775632942,0.7619027570481968,0.4882373043246411
311,311,311,11-07,1.2593507375417052,1.097980645460378,0.5113790150061918
312,312,312,11-08,1.3386975040372384,1.3749881051473525,0.4181548514063919
313,313,313,11-09,1.0711483017951635,0.4409472093721497,0.6089308052386994
314,314,314,11-10,0.7877546055370348,-0.5484083921089195,0.3637959236816994
315,315,315,11-11,1.0955610394626805,0.5261745065130365,0.03793940625146971
316,316,316,11-12,0.7417810838614517,-0.7089065322938031,-0.31034988550539744
317,317,317,11-13,0.6993154006853982,-0.8571584591209999,-0.35940724053446965
318,318,318,11-14,0.7401079396156354,-0.7147476453938505,-0.2873062048614308
319,319,319,11-15,0.9868355724821204,0.14660307919771673,-0.15303200602404532
320,320,320,11-16,0.9116715003693888,-0.11580217807068653,-0.011701949085313449
321,321,321,11-17,1.3263322290955744,1.3318196995373497,0.10776141685600081
322,322,322,11-18,0.9846788680451021,0.13907380933858815,0.045770616754627604
323,323,323,11-19,0.9046318599495808,-0.14037826347311436,-0.0761572081010554
324,324,324,11-20,0.6335670642311253,-1.0866924460020897,-0.16083771423500334
325,325,325,11-21,0.7772835555278186,-0.5849638699363813,-0.48669931400851135
326,326,326,11-22,0.7661348201400536,-0.6238852148743743,-0.6405038300870558
327,327,327,11-23,0.7662881574382809,-0.6233498991036983,-0.6614411114782767
328,328,328,11-24,0.7203417768266891,-0.7837532871326789,-0.5287010347682336
329,329,329,11-25,0.8686478706488352,-0.26600195182043945,-0.32022535239568556
330,330,330,11-26,0.8617016252977394,-0.29025198574183203,-0.28444392451068734
331,331,331,11-27,1.1355815878170057,0.6658902242989071,-0.17010059789954404
332,332,332,11-28,0.8276307944320678,-0.4091966475643847,0.3347229135092942
333,333,333,11-29,0.9628050291612884,0.06271006056316132,0.3317950821762457
334,334,334,11-30,1.587959854545102,2.2451877813203502,0.6215144378619967
335,335,335,12-01,0.8636159350601498,-0.2835689398187304,0.626727527519333
336,336,336,12-02,1.3596296036448423,1.4480641483726735,0.44644405150908967
337,337,337,12-03,1.1445410968835492,0.6971687622429253,0.2299557433357119
338,338,338,12-04,0.5177854735121307,-1.490897503625845,0.026659934542236325
339,339,339,12-05,0.5907360475448965,-1.2362197884771051,0.014756641537587564
340,340,340,12-06,1.2385642443022995,1.0254129285594968,-0.2524157155831513
341,341,341,12-07,0.8431582662673655,-0.35498869784662296,-0.2765133257648898
342,342,342,12-08,0.9004521650630177,-0.15496999435175945,-0.029220938506429078
343,343,343,12-09,1.1031255887881757,0.5525831011524943,0.5413661822874838
344,344,344,12-10,0.9427960778494998,-0.007143180075080656,0.37385947061905406
345,345,345,12-11,1.571379162863617,2.1873029362863723,0.3868359101018282
346,346,346,12-12,0.9506777891387712,0.02037265854891865,0.18501446091818474
347,347,347,12-13,0.8654603049506548,-0.2771300609499776,0.022434346751925665
348,348,348,12-14,0.5535904721628888,-1.3658986894536205,0.13730447147689437
349,349,349,12-15,0.8237062611611536,-0.4228975838450602,-0.21563077394970057
350,350,350,12-16,1.140218334437779,0.6820775682747316,-0.28588155221962974
351,351,351,12-17,0.9648048011792064,0.06969146372680263,-0.4479899265186527
352,352,352,12-18,0.8299408507369136,-0.4011320110706564,-0.2631059917686022
353,353,353,12-19,0.5868517359898691,-1.2497803067441158,-0.31598554079716085
354,354,354,12-20,0.8713424002004604,-0.2565950809533173,-0.6541174490645413
355,355,355,12-21,0.7328244942823945,-0.7401748780164121,-0.8239792978251649
356,356,356,12-22,0.5590858205271615,-1.346713881329551,-0.8363520059548105
357,357,357,12-23,0.6728706749573511,-0.9494796288369388,-0.5720814258716257
358,358,358,12-24,0.8086764187106478,-0.4753682598485298,-0.5268175466336925
359,359,359,12-25,1.041042017360525,0.33584317375499345,-0.5219213327942024
360,360,360,12-26,0.9491354486757506,0.014988194474281794,-0.053760872363102896
361,361,361,12-27,0.7412394027474567,-0.7107975949794717,0.179710455042143
362,362,362,12-28,1.3636927169243536,1.4622488812570462,0.17857540564505844
363,363,363,12-29,1.0741276285417822,0.4513483355945366,
364,364,364,12-30,0.8067256589822317,-0.4821785562310372,
365,365,365,12-31,,,
