,unnamed: 0,unnamed: 0,unnamed: 0.1,unnamed: 0.1.1,unnamed: 0.1.1.1,unnamed: 0.1.1.1.1,unnamed: 0.1.1.1.1.1,unnamed: 0.1.1.1.1.1.1,mth_day,comedy,comedy_norm,comedy_ravg
283,283,283,283,283,283,283,283,283,10-10,18.209265982854188,0.11674181939709165,-0.7743443973296872
284,284,284,284,284,284,284,284,284,10-11,17.2010176192438,-0.4759128983484706,-0.3655700948637697
285,285,285,285,285,285,285,285,285,10-12,17.680009693884852,-0.1943583498419589,-0.22957704221799238
286,286,286,286,286,286,286,286,286,10-13,19.99169093493502,1.1644623959973197,-0.145088630906644
287,287,287,287,287,287,287,287,287,10-14,16.869323533651126,-0.6708847641800936,-0.4168360929003576
288,288,288,288,288,288,288,288,288,10-15,16.631668323845364,-0.8105799884637636,-0.5673688544208488
289,289,289,289,289,289,289,289,289,10-16,15.435418826999099,-1.51374295256519,-0.4182408672431082
290,290,290,290,290,290,290,290,290,10-17,15.664462799768481,-1.3791094674714175,-0.6062008252890886
291,291,291,291,291,291,291,291,291,10-18,19.202225357120515,0.7004095732244849,-0.6406214162902466
292,292,292,292,292,292,292,292,292,10-19,18.0731000814442,0.0367026477214378,-0.3068365500252596
293,293,293,293,293,293,293,293,293,10-20,16.517977258874794,-0.8774083101870417,-0.07228772019464265
294,294,294,294,294,294,294,294,294,10-21,20.038758845183967,1.1921292091261584,0.2191107495950012
295,295,295,295,295,295,295,295,295,10-22,17.829563006898912,-0.1064499735814884,0.006673604352373445
296,296,296,296,296,296,296,296,296,10-23,18.638896528482483,0.3692813512664456,0.17711119183043247
297,297,297,297,297,297,297,297,297,10-24,17.033784972043915,-0.5742132982312816,0.46722099109013987
298,298,298,298,298,298,298,298,298,10-25,19.812832308594686,1.059328172589792,0.3284235521728017
299,299,299,299,299,299,299,299,299,10-26,19.47925695458304,0.8632504853712023,0.5949108522728093
300,300,300,300,300,300,300,300,300,10-27,18.62199168071369,0.35934457562212946,0.3682502709345834
301,301,301,301,301,301,301,301,301,10-28,20.549717351784786,1.492473827018557,0.5396943504362398
302,302,302,302,302,302,302,302,302,10-29,16.325271207838117,-0.9906821367629094,0.3778043734734089
303,303,303,303,303,303,303,303,303,10-30,18.783790910737327,0.454451178778657,0.1812608329752925
304,304,304,304,304,304,304,304,304,10-31,18.160349342000565,0.08798831081280649,0.19170594429412977
305,305,305,305,305,305,305,305,305,11-01,17.473049658983705,-0.3160107576174961,-0.06046563408357327
306,306,306,306,306,306,306,306,306,11-02,18.728609575548038,0.4220152435351529,0.04887108696920315
307,307,307,307,307,307,307,307,307,11-03,17.97568994288607,-0.02055564324766133,0.03286963221086953
308,308,308,308,308,308,308,308,308,11-04,17.441319727657525,-0.3346618104462508,0.030244609692015378
309,309,309,309,309,309,309,309,309,11-05,18.62045694822189,0.3584424502286553,0.2743858653765963
310,310,310,310,310,310,310,310,310,11-06,18.13355457013937,0.07223817569968156,0.2994224661052651
311,311,311,311,311,311,311,311,311,11-07,19.96510799409791,1.1488367764899898,0.417391424312358
312,312,312,312,312,312,312,312,312,11-08,18.984169289754693,0.5722348479071654,0.48997945513833985
313,313,313,313,313,313,313,313,313,11-09,19.179851544989653,0.6872581059948965,0.3526263190561256
314,314,314,314,314,314,314,314,314,11-10,18.18225802889704,0.1008663745096407,0.5075218114808203
315,315,315,315,315,315,315,315,315,11-11,17.218432424886178,-0.4656763662646301,0.3842083985515003
316,316,316,316,316,316,316,316,316,11-12,19.714641723501465,1.00161113024785,0.3765674404566046
317,317,317,317,317,317,317,317,317,11-13,18.706393166650173,0.4089562989140692,0.3975131869978494
318,318,318,318,318,318,318,318,318,11-14,18.90617463352484,0.5263890993377913,0.3390956337931648
319,319,319,319,319,319,319,319,319,11-15,19.39365409182645,0.8129325852423649,0.23634619638668955
320,320,320,320,320,320,320,320,320,11-16,17.585964092534255,-0.2496389447184667,-0.0007264718183260799
321,321,321,321,321,321,321,321,321,11-17,16.169623237765766,-1.0821729907034818,-0.022157234823164052
322,322,322,322,322,322,322,322,322,11-18,17.294735603286544,-0.4208248789822437,-0.05907833528471898
323,323,323,323,323,323,323,323,323,11-19,18.48763984114478,0.28037172088504136,-0.1130193923496139
324,324,324,324,324,324,324,324,324,11-20,18.52930454703,0.30486249656846176,-0.11696261827408182
325,325,325,325,325,325,325,325,325,11-21,18.84305374168689,0.4892862428529953,0.16294506976398207
326,326,326,326,326,326,326,326,326,11-22,17.545713832475773,-0.2732983002652741,0.23030351014008765
327,327,327,327,327,327,327,327,327,11-23,19.026765448662726,0.5972731375249015,0.16151186504432047
328,328,328,328,328,328,328,328,328,11-24,17.98229314987521,-0.016674236725610282,0.3159909313728715
329,329,329,329,329,329,329,329,329,11-25,17.785452936819986,-0.13237814968956169,0.3378479900827857
330,330,330,330,330,330,330,330,330,11-26,20.10614105409741,1.2317368945397682,0.46494485514752637
331,331,331,331,331,331,331,331,331,11-27,19.06615845697309,0.6204285951124807,0.35969231564498777
332,332,332,332,332,332,332,332,332,11-28,18.843048037886245,0.4892828901231701,0.5840763554907387
333,333,333,333,333,333,333,333,333,11-29,17.952405985638944,-0.03424209949032996,0.6843066735625181
334,334,334,334,334,334,334,334,334,11-30,20.27268079941951,1.3296300023488952,0.46439842916875085
335,335,335,335,335,335,335,335,335,12-01,18.808548352961488,0.4690037587411151,0.6549309072660975
336,336,336,336,336,336,336,336,336,12-02,17.86143983854439,-0.087712571822835,0.572278283324676
337,337,337,337,337,337,337,337,337,12-03,21.01100816629833,1.7636234636965604,0.5506407885659866
338,338,338,338,338,338,338,338,338,12-04,17.99937596028217,-0.006632853525358561,0.30990242723898026
339,339,339,339,339,339,339,339,339,12-05,17.731542457214864,-0.16406706804246635,0.2885248305587787
340,340,340,340,340,340,340,340,340,12-06,17.815357319844278,-0.1148001656131428,0.26736982558438255
341,341,341,341,341,341,341,341,341,12-07,18.59033771976792,0.34073817865990585,-0.08021348741352008
342,342,342,342,342,342,342,342,342,12-08,17.645501297849993,-0.2146426016692123,-0.2544016566285764
343,343,343,343,343,343,343,343,343,12-09,17.463070764755187,-0.3218764142908553,-0.3970314248361832
344,344,344,344,344,344,344,344,344,12-10,16.221359877938905,-1.0517618688156964,-0.40238774299253555
345,345,345,345,345,345,345,345,345,12-11,16.275657003932906,-1.019845677288107,-0.57796374006252
346,346,346,346,346,346,346,346,346,12-12,17.760682999153854,-0.1469380745512572,-0.5193283657932716
347,347,347,347,347,347,347,347,347,12-13,16.798155461520132,-0.7127178037600012,-0.29397113068442116
348,348,348,348,348,348,348,348,348,12-14,18.244018630655905,0.13716964394627842,0.06718071118589024
349,349,349,349,349,349,349,349,349,12-15,19.76339225100521,1.0302669963622475,0.31125955435802716
350,350,350,350,350,350,350,350,350,12-16,19.90779728586937,1.115149182406172,0.183741670711962
351,351,351,351,351,351,351,351,351,12-17,18.767078266785735,0.4446273817447144,0.2123626289432131
352,352,352,352,352,352,352,352,352,12-18,16.459051269910766,-0.912045376427648,0.09574589884150846
353,353,353,353,353,353,353,353,353,12-19,17.090302306260266,-0.5409920543724948,-0.12967107137149012
354,354,354,354,354,354,354,354,354,12-20,17.05365982198664,-0.5625307366639494,-0.3236608046459584
355,355,355,355,355,355,355,355,355,12-21,17.4624610219906,-0.3222348249157439,-0.3604775901583041
356,356,356,356,356,356,356,356,356,12-22,17.92765783595275,-0.04878921724063792,-0.19958492857902863
357,357,357,357,357,357,357,357,357,12-23,18.391272969352976,0.22372666867064034,-0.29096575953522286
358,358,358,358,358,358,358,358,358,12-24,18.10135419500654,0.05331059304800486,-0.21006090895717608
359,359,359,359,359,359,359,359,359,12-25,16.157537539340833,-1.08927704010966,-0.4420535274127888
360,360,360,360,360,360,360,360,360,12-26,17.87949159985983,-0.0771016331956687,-0.6550914628802121
361,361,361,361,361,361,361,361,361,12-27,15.094409228015197,-1.7141905356494207,-0.9026945152666058
362,362,362,362,362,362,362,362,362,12-28,15.75308491795721,-1.3270168300451783,-1.097690219151236
363,363,363,363,363,363,363,363,363,12-29,15.863878536285837,-1.2618916456477214,
364,364,364,364,364,364,364,364,364,12-30,16.110946355845726,-1.1166636302597772,
365,365,365,365,365,365,365,365,365,12-31,,,
