,mth_day,Morgan Freeman,Morgan Freeman_norm
335,12-01,2.471762393043978,0.908330366237796
336,12-02,2.0352300581212064,-0.28383015479985296
337,12-03,2.784193230660366,1.7615723379393358
338,12-04,2.55552910121517,1.1370954644215177
339,12-05,2.073776441887509,-0.17856080066808597
340,12-06,2.0998997213277963,-0.10721868019434176
341,12-07,2.107927973335847,-0.08529369473219353
342,12-08,2.1646974328463413,0.06974249162735681
343,12-09,1.9067327592057695,-0.6347535448256093
344,12-10,1.969600492073442,-0.4630631036461726
345,12-11,2.360354719839975,0.6040783805103852
346,12-12,1.9950474387327095,-0.3935680336108759
347,12-13,2.350264670955403,0.5765226716356814
348,12-14,2.53597845772928,1.0837030729303272
349,12-15,2.2021656336607283,0.1720673510518602
350,12-16,2.2661234803353287,0.3467348698498138
351,12-17,2.201920162904433,0.17139697563791445
352,12-18,1.9540940505662932,-0.5054108655590968
353,12-19,2.7507486040488045,1.6702357740758533
354,12-20,2.0664596680567553,-0.19854275436214391
355,12-21,1.9355999463839557,-0.5559178706863127
356,12-22,2.441354506359326,0.8252870745191159
357,12-23,2.510921623752978,1.015273392333982
358,12-24,1.8882065816625115,-0.6853481416192551
359,12-25,2.181375436145174,0.11528976387265645
360,12-26,1.9118665507124528,-0.6207332694235842
361,12-27,1.6620275254086827,-1.3030383331123356
362,12-28,1.3836861236413163,-2.0631827806388583
363,12-29,2.064454129940077,-0.20401983629826928
364,12-30,1.4546439457443925,-1.8693984778447348
365,12-31,,
