,unnamed: 0,unnamed: 0,mth_day,oscar (best picture),oscar (best picture)_norm,oscar (best picture)_ravg,Oscar (Best Picture)_ravg
293,293,293,10-20,2.7298273725215605,-1.6586663635363297,-0.32660404828859096,-0.32660404828859096
294,294,294,10-21,4.478685700561133,1.322011620778842,-0.15882539540190155,-0.15882539540190155
295,295,295,10-22,3.0287029503060463,-1.1492758426069891,-0.2070224518744894,-0.2070224518744894
296,296,296,10-23,4.200789172504493,0.848376878721389,0.012090794635146396,0.012090794635146436
297,297,297,10-24,3.3612329128424605,-0.5825262537088935,0.229954117720231,0.22995411772023103
298,298,298,10-25,4.461443478436804,1.2926247281628631,0.031871932411420466,0.0318719324114205
299,299,299,10-26,3.496791309498334,-0.3514864250258221,0.43596306618069697,0.435963066180697
300,300,300,10-27,3.781359089830623,0.13351850892597875,0.3201168480174493,0.3201168480174494
301,301,301,10-28,4.451261472155337,1.2752709600086698,0.5411139860572668,0.541113986057267
302,302,302,10-29,3.792965265716589,0.1532995697419031,0.5498686214688989,0.549868621468899
303,303,303,10-30,4.139229101698088,0.7434565745300119,0.5806593942320513,0.5806593942320514
304,304,304,10-31,4.492263212327852,1.3451525406326554,0.7551860328893962,0.7551860328893963
305,305,305,11-01,3.6051868483461535,-0.166741788446908,0.7519696191572872,0.7519696191572872
306,306,306,11-02,4.395760981789666,1.1806783408700492,0.6960444307205841,0.6960444307205841
307,307,307,11-03,4.439938440338912,1.2559724776160155,0.6710612521678657,0.6710612521678657
308,308,308,11-04,3.596086772851452,-0.1822515608783158,0.6779519430702371,0.6779519430702371
309,309,309,11-05,4.051278561379268,0.5935575032137024,0.5719067899781357,0.5719067899781357
310,310,310,11-06,4.516521133983204,1.3864966860468833,0.30597234271057216,0.30597234271057216
311,311,311,11-07,3.2318665163090867,-0.8030127069995155,0.2462732439872184,0.2462732439872184
312,312,312,11-08,3.459567923840132,-0.4149283427353322,0.2774563732940098,0.2774563732940098
313,313,313,11-09,4.229774310174851,0.8977778852758928,-0.06559860563622706,-0.06559860563622706
314,314,314,11-10,3.70586355988344,0.00484721496243273,-0.31007244621341457,-0.31007244621341457
315,315,315,11-11,2.84359112912128,-1.464772370367719,-0.18246238358029296,-0.18246238358029299
316,316,316,11-12,3.6558777884133566,-0.08034635741624163,-0.01998033315892685,-0.01998033315892685
317,317,317,11-13,3.681103747473181,-0.037352331200785925,-0.18133010029461327,-0.18133010029461327
318,318,318,11-14,4.03156816378213,0.5599639597928646,-0.30556229427430376,-0.30556229427430376
319,319,319,11-15,3.6617601493684337,-0.07032071753822589,-0.2685262731926737,-0.26852627319267375
320,320,320,11-16,3.26851774488036,-0.74054594891571,-0.09403578559655767,-0.09403578559655767
321,321,321,11-17,2.9739723797902062,-1.242556243877939,0.5161923920997055,0.5161923920997055
322,322,322,11-18,4.2701524145258425,0.9665965681604548,0.4738807780869082,0.47388077808690826
323,323,323,11-19,5.829345126483568,3.624016734976793,0.3999473963994261,0.39994739639942606
324,324,324,11-20,3.882614766746031,0.3060942757160813,0.5340579159675453,0.5340579159675453
325,325,325,11-21,3.401485787029379,-0.5139210076631191,0.9209248246888412,0.9209248246888412
326,326,326,11-22,3.740639121812608,0.06411716849300482,0.8041909367075558,0.8041909367075558
327,327,327,11-23,4.335894906249791,1.0786452084498372,0.008424607782588392,0.008424607782588392
328,328,328,11-24,3.859203563489696,0.26619324027274216,-0.03489243272362908,-0.03489243272362908
329,329,329,11-25,3.02793703308232,-1.150581238573012,0.0004331789186439543,0.00043317891864395425
330,330,330,11-26,3.7301218759997714,0.046192032678776425,0.10481293717453953,0.10481293717453953
331,331,331,11-27,3.5258457288388096,-0.3019673378094808,-0.196098120053651,-0.196098120053651
332,332,332,11-28,4.108096613964055,0.6903957180283783,-0.019995630008767973,-0.019995630008767973
333,333,333,11-29,3.276570528637852,-0.7268211349193057,0.1872618446221306,0.18726184462213066
334,334,334,11-30,4.47915306744309,1.3228081805420402,0.05261256945417197,0.052612569454172003
335,335,335,12-01,3.7575642436646985,0.09296360921237964,0.2596161033638768,0.25961610336387686
336,336,336,12-02,3.2561038690608286,-0.7617036183289755,0.10422993645660933,0.1042299364566094
337,337,337,12-03,4.254578968960591,0.9400538656487482,0.20321132570625905,0.2032113257062591
338,338,338,12-04,3.561076653764581,-0.2419212834152265,0.14342133155068945,0.14342133155068945
339,339,339,12-05,3.625023654714029,-0.13293279942140754,0.06098668774545055,0.06098668774545054
340,340,340,12-06,4.268668949877947,0.9640682156086224,0.12655267773002155,0.12655267773002155
341,341,341,12-07,3.467362120329545,-0.40164425361905376,-0.13045849845757138,-0.13045849845757138
342,342,342,12-08,3.486921746518373,-0.3683076784215495,-0.11720888591834615,-0.11720888591834615
343,343,343,12-09,3.3497993082790885,-0.6020131914768094,-0.2424401021162141,-0.2424401021162141
344,344,344,12-10,3.6077204616924186,-0.16242360817987514,-0.3608697471195044,-0.3608697471195044
345,345,345,12-11,3.1841608915494564,-0.8843200966086153,-0.3033744764123425,-0.3033744764123425
346,346,346,12-12,3.851750372210737,0.2534903455888805,0.015307196279328188,0.015307196279328186
347,347,347,12-13,3.6697679156450262,-0.05667262937608214,0.3115459225579731,0.3115459225579731
348,348,348,12-14,4.608805627057973,1.5437823577284746,0.3446286697608764,0.3446286697608764
349,349,349,12-15,4.392675257173532,1.17541916619506,0.5009102857917078,0.5009102857917078
350,350,350,12-16,3.7241846452063943,0.03607287503754466,0.2978374168600093,0.2978374168600093
351,351,351,12-17,3.734333182189161,0.05336959957637346,0.36791952515489,0.36791952515488996
352,352,352,12-18,3.1368546070883205,-0.9649468680013108,-0.11688603664904025,-0.11688603664904025
353,353,353,12-19,3.916484292354669,0.3638200203932016,-0.5210785347357323,-0.5210785347357323
354,354,354,12-20,2.9021008128467045,-1.3650510130951068,-0.42553847368738174,-0.42553847368738174
355,355,355,12-21,2.9697598933608806,-1.249735822325092,-0.3926374171256554,-0.3926374171256554
356,356,356,12-22,4.06052295274257,0.6093132413276476,-0.2289458522774055,-0.2289458522774055
357,357,357,12-23,3.8501577437259455,0.2507759389467315,-0.27680099398970986,-0.27680099398970986
358,358,358,12-24,3.7131128099289694,0.017202521088188726,-0.10214967509024267,-0.10214967509024268
359,359,359,12-25,3.7480155139824776,0.0766891701193756,-0.025719736223797567,-0.025719736223797567
360,360,360,12-26,3.5169416279251005,-0.3171430996983037,-0.5507366978694125,-0.5507366978694125
361,361,361,12-27,3.2388231114639563,-0.7911561891264214,-0.7566042743941744,-0.7566042743941744
362,362,362,12-28,2.2122583151649744,-2.5407885285460416,-0.9574089097924604,-0.9574089097924604
363,363,363,12-29,3.1254235170032834,-0.9844295202018399,,
364,364,364,12-30,3.0062021122154885,-1.1876252913015268,,
365,365,365,12-31,,,,
