,unnamed: 0,unnamed: 0,mth_day,pixar,pixar_norm,pixar_ravg,Pixar_ravg
178,178,178,06-27,0.4867769297186787,-0.3422079754565298,0.6956266649005913,0.6956266649005913
179,179,179,06-28,0.9644813494060512,1.7170997685475824,0.6727557056267202,0.6727557056267202
180,180,180,06-29,0.8160503045231204,1.077237151454611,0.8882900923768653,0.8882900923768653
181,181,181,06-30,0.745834607892538,0.7745484555521727,0.8591631365046234,0.8591631365046234
182,182,182,07-01,0.7949052592233112,0.9860842256313336,1.231481578369782,1.231481578369782
183,183,183,07-02,0.7847292788313838,0.9422171932985696,1.1710171408561565,1.1710171408561563
184,184,184,07-03,1.004984562534963,1.891702675734421,1.009163123222354,1.0091631232223541
185,185,185,07-04,0.880324537628106,1.3543131434658298,0.9761004534651546,0.9761004534651546
186,186,186,07-05,0.5907754378803497,0.10611304565179787,1.399309145052207,1.399309145052207
187,187,187,07-06,0.6998166675948879,0.5761724370089756,1.7049203181731654,1.7049203181731654
188,188,188,07-07,1.3839439680123595,3.5253363751536475,1.4173486834715718,1.417348683471572
189,189,189,07-08,1.2100910787783652,2.7758842320243184,1.3276002633753363,1.3276002633753363
190,190,190,07-09,0.6047309104803257,0.16627286752486187,1.3296724667932056,1.3296724667932056
191,191,191,07-10,0.7554091128264641,0.8158226228884159,1.5413461220988252,1.5413461220988252
192,192,192,07-11,0.5936596131108554,0.11854626615901467,1.1318007719216059,1.131800771921606
193,193,193,07-12,0.9944324897281942,1.8462143688426929,0.5886718545614058,0.5886718545614058
194,194,194,07-13,0.8139224418610568,1.068064274090335,0.38231884132514377,0.38231884132514377
195,195,195,07-14,0.454142624628909,-0.4828892721368838,0.22875804650216955,0.22875804650216955
196,196,196,07-15,0.3175205698429458,-1.07184521189271,0.07055464227375607,0.07055464227375607
197,197,197,07-16,0.5416770839214319,-0.10554214604942952,-0.21365762291167956,-0.21365762291167953
198,198,198,07-17,0.37346581557026737,-0.8306741592114661,-0.5537066245349882,-0.5537066245349882
199,199,199,07-18,0.5988545419336045,0.1409407777300793,-0.5241362356913407,-0.5241362356913407
200,200,200,07-19,0.3406287009171815,-0.9722297356495172,-0.37333106583671344,-0.37333106583671344
201,201,201,07-20,0.4952998692911902,-0.30546693907499856,-0.40018267927303935,-0.40018267927303935
202,202,202,07-21,0.5274172101902075,-0.16701419276494675,-0.18669820743093765,-0.18669820743093765
203,203,203,07-22,0.5043039391305654,-0.266651826667385,-0.2590548664248062,-0.2590548664248062
204,204,204,07-23,0.6706020042643437,0.450232671841144,-0.19459589907194755,-0.19459589907194755
205,205,205,07-24,0.4981456627605244,-0.293199176233132,-0.21132459283968474,-0.21132459283968474
206,206,206,07-25,0.4303452583844169,-0.5854759315323652,-0.3448190028472853,-0.3448190028472853
207,207,207,07-26,0.4720162071817876,-0.4058391016814215,-0.3703271627032522,-0.3703271627032522
208,208,208,07-27,0.34161437469891826,-0.96798065281055,-0.6682720868290045,-0.6682720868290045
209,209,209,07-28,0.4688006665281104,-0.4197007858031866,-0.6988360320480366,-0.6988360320480366
210,210,210,07-29,0.25591039493291234,-1.33743687291337,-0.7664841186052845,-0.7664841186052845
211,211,211,07-30,0.4556055467723474,-0.4765828475473238,-0.8991485966201345,-0.8991485966201345
212,212,212,07-31,0.3361899578202869,-0.9913644508758528,-0.66426051393988,-0.66426051393988
213,213,213,08-01,0.2873685040852497,-1.2018259697705214,-0.4019949034121865,-0.4019949034121865
214,214,214,08-02,0.6685409612325329,0.4413478432709766,-0.43499371075721777,-0.43499371075721777
215,215,215,08-03,0.8338323864714782,1.1538928773629742,-0.6040457708688118,-0.6040457708688118
216,216,216,08-04,0.2099813408834692,-1.5354297169835582,-0.4958618434118409,-0.4958618434118409
217,217,217,08-05,0.22031215798857973,-1.4908952082168885,-0.15716110759634547,-0.15716110759634547
218,218,218,08-06,0.4867646558540449,-0.34226088613402744,-0.04246837212370259,-0.04246837212370259
219,219,219,08-07,0.7587856749909234,0.8303784451224513,-0.008186483821699545,-0.008186483821699545
220,220,220,08-08,0.8281748774381337,1.1295042561068338,0.23213977961848656,0.23213977961848656
221,221,221,08-09,0.8815472836881121,1.3595842071749924,0.4798633077273146,0.47986330772731467
222,222,222,08-10,0.5444770039428496,-0.09347213634244153,0.3334012079215796,0.3334012079215796
223,223,223,08-11,0.5651036285670537,-0.00455403956391985,-0.1225965623597069,-0.1225965623597069
224,224,224,08-12,0.2829128733384745,-1.2210334849684377,-0.4395023273140144,-0.4395023273140144
225,225,225,08-13,0.12410982083984193,-1.905608176565268,-0.8455619337994683,-0.8455619337994683
226,226,226,08-14,0.3870928148357079,-0.7719303336190111,-0.8218396180354789,-0.8218396180354789
227,227,227,08-15,0.3163773544065875,-1.0767734317377309,-0.93542514100009,-0.9354251410000899
228,228,228,08-16,0.5774946676271789,0.04886175824149487,-0.8487646462539121,-0.8487646462539121
229,229,229,08-17,0.4070107748184653,-0.6860671773515862,-0.632257803086059,-0.632257803086059
230,230,230,08-18,0.4035304006791402,-0.7010705164913712,-0.4599769795958033,-0.4599769795958033
231,231,231,08-19,0.4254526662935548,-0.6065671175581492,-0.4827559153701818,-0.48275591537018175
232,232,232,08-20,0.6268801250567222,0.2617546073225224,-0.6442863186199094,-0.6442863186199094
233,233,233,08-21,0.28467272455644993,-1.2134470463840017,-0.5198568664286027,-0.5198568664286027
234,234,234,08-22,0.3526702203702344,-0.9203206612568704,-0.2947910636692818,-0.2947910636692818
235,235,235,08-23,0.5801966410615257,0.06050953579625318,-0.3034408850738597,-0.30344088507385975
236,236,236,08-24,0.7167859469033165,0.6493243000645547,-0.4398547354403324,-0.43985473544033243
237,237,237,08-25,0.4134135004335587,-0.6584660459856168,-0.2635313410998117,-0.26353134109981174
238,238,238,08-26,0.4370138962241292,-0.5567284948763139,-0.2170341219884205,-0.2170341219884205
239,239,239,08-27,0.5300866458588641,-0.15550668034087714,-0.3041323978249271,-0.30413239782492707
240,240,240,08-28,0.4173869014122673,-0.6413373465885229,-0.5042690555837321,-0.5042690555837321
241,241,241,08-29,0.4589697925672406,-0.4620801192227863,-0.4395774715860993,-0.43957747158609933
242,242,242,08-30,0.4382277773498609,-0.5514956464882761,-0.477290130122817,-0.47729013012281696
243,243,243,08-31,0.5034538230096032,-0.2703165419998198,-0.2652555589201498,-0.2652555589201498
244,244,244,09-01,0.3845239163842396,-0.7830044460966199,-0.328770158801778,-0.32877015880177796
245,245,245,09-02,0.8252048051090691,1.116700746875126,-0.33773111988615834,-0.33773111988615834
246,246,246,09-03,0.3289847521954626,-1.022424945878292,-0.04334163538421357,-0.043341635384213574
247,247,247,09-04,0.4464975701115576,-0.5158458857290682,-0.0903194897437582,-0.0903194897437582
248,248,248,09-05,0.8479707842380595,1.2148412605233925,-0.1239033141653456,-0.12390331416534561
249,249,249,09-06,0.4380681746906717,-0.5521836681570875,-0.3773018886540628,-0.37730188865406283
250,250,250,09-07,0.3377806122727246,-0.9845073926261444,-0.2794922370014834,-0.27949223700148346
251,251,251,09-08,0.4725145790031694,-0.4036907000571773,-0.2779390400158043,-0.2779390400158043
252,252,252,09-09,0.4651201200691422,-0.4355670359628156,-0.5445826556756082,-0.5445826556756082
253,253,253,09-10,0.4486593715233116,-0.5065267038149934,-0.2958304912945969,-0.29583049129459693
254,254,254,09-11,0.4768455824230896,-0.38502043343543096,-0.3039298477150101,-0.30392984771501025
255,255,255,09-12,0.7842913421922598,0.9403293181289799,-0.20872501347837935,-0.20872501347837946
256,256,256,09-13,0.3265076054967728,-1.033103531148624,-0.08868356369611825,-0.08868356369611834
257,257,257,09-14,0.6050244582755451,0.16753830536260733,-0.1281870861834764,-0.1281870861834765
258,258,258,09-15,0.6321985898324786,0.2846816627307512,-0.11133239531465576,-0.11133239531465584
259,259,259,09-16,0.39367679592612254,-0.7435478387391423,-0.3807532595580001,-0.38075325955800016
260,260,260,09-17,0.5003046123148859,-0.2838922882225072,-0.21277236310859207,-0.21277236310859216
261,261,261,09-18,0.4093006552108579,-0.6761958673310859,-0.2058025914222329,-0.20580259142223298
262,262,262,09-19,0.5603101060426129,-0.02521815245217604,-0.3955493394628529,-0.3955493394628529
263,263,263,09-20,0.6147252640394621,0.2093569354807624,-0.04306509384890304,-0.04306509384890311
264,264,264,09-21,0.3681015103428495,-0.8537988255129687,0.2646679400612592,0.26466794006125915
265,265,265,09-22,0.8842784046178352,1.3713576349445566,0.3839183326007054,0.38391833260070535
266,266,266,09-23,0.9286197025991141,1.5625059152384664,0.3150541186746693,0.3150541186746692
267,267,267,09-24,0.5752781000043654,0.03930648790559104,0.2807431724990365,0.2807431724990364
268,268,268,09-25,0.4644621509813656,-0.4384034360083928,0.4877381860413898,0.48773818604138963
269,269,269,09-26,0.5669699229172488,0.003491258426965723,0.20044402728517302,0.20044402728517285
270,270,270,09-27,0.6562054125701959,0.38817125574115097,-0.1746767529528506,-0.17467675295285076
271,271,271,09-28,0.4844109546328474,-0.3524073175927441,-0.17856522331345692,-0.17856522331345706
272,272,272,09-29,0.4065116636485599,-0.6882187661896753,-0.35334879428492244,-0.35334879428492255
273,273,273,09-30,0.5698659721206334,0.01597566574195312,-0.4641328915149268,-0.4641328915149269
274,274,274,10-01,0.22119141715856133,-1.4871048618371858,-0.4240637763948333,-0.42406377639483345
275,275,275,10-02,0.41277620505666174,-0.6612133249530604,-0.4022520468117612,-0.40225204681176135
276,276,276,10-03,0.7119752025150808,0.6285859464617112,-0.3668255892628431,-0.3668255892628432
277,277,277,10-04,0.514769388392533,-0.22153694009431105,-0.5928228928221176,-0.5928228928221179
278,278,278,10-05,0.4558196179188998,-0.4756600208961666,-0.5768273009726572,-0.5768273009726573
279,279,279,10-06,0.2553139259914504,-1.3400081556136942,-0.5562030978610756,-0.5562030978610758
280,280,280,10-07,0.2434547188265629,-1.3911313107404233,-0.5807994106759228,-0.5807994106759229
281,281,281,10-08,0.4414817921869539,-0.5374681062835711,-0.6422995077547532,-0.6422995077547533
282,282,282,10-09,0.6777410749334906,0.4810080695726283,-0.6029588918974877,-0.6029588918974879
283,283,283,10-10,0.42917110439258377,-0.5905375225672936,-0.3874696236837487,-0.38746962368374877
284,284,284,10-11,0.5105754535815115,-0.2396163257525745,-0.20248326781652248,-0.20248326781652262
285,285,285,10-12,0.5552404701049908,-0.04707254633125981,-0.17277091847344858,-0.17277091847344872
286,286,286,10-13,0.5009260949341796,-0.28121317553706643,-0.2962404874564289,-0.29624048745642906
287,287,287,10-14,0.4828366231250925,-0.3591940102251277,-0.01072596855063133,-0.010725968550631479
288,288,288,10-15,0.5058912123615752,-0.25980934432525365,-0.08683062522348513,-0.08683062522348528
289,289,289,10-16,0.826561580769895,1.1225495908674918,-0.06620702975972895,-0.0662070297597291
290,290,290,10-17,0.40464996199649145,-0.6962442657896973,0.07140459097302675,0.0714045909730266
