,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,prison,prison_norm,prison_ravg
0,0,0,0,01-01,,,
1,1,1,1,01-02,5.713120912759508,-0.5759794050688885,
2,2,2,2,01-03,5.517647431907891,-0.8633544516759756,
3,3,3,3,01-04,5.287287068251514,-1.2020183970549854,
4,4,4,4,01-05,4.330885104916259,-2.608071318357456,-1.3486157073958818
5,5,5,5,01-06,5.2132279328444815,-1.3108963246211909,-1.6972990656854903
6,6,6,6,01-07,5.0632580342358215,-1.5313743475967938,-2.1032563937895206
7,7,7,7,01-08,4.290067299066513,-2.668079554806541,-1.9965894286222756
8,8,8,8,01-09,3.8608461277178328,-3.299098420300158,-1.7304189387247708
9,9,9,9,01-10,5.722618455982491,-0.5620166060515153,-1.63850820933048
10,10,10,10,01-11,5.417185521905121,-1.0110483789724274,-1.4065602700570228
11,11,11,11,01-12,5.588335871013042,-0.7594319482554459,-1.1483463267085485
12,12,12,12,01-13,6.009888681568247,-0.1396867119560506,-0.8618114141391912
13,13,13,13,01-14,5.343895296451944,-1.118795894715695,-0.7702145504301189
14,14,14,14,01-15,5.030258240705337,-1.5798889448840132,-0.8686932641059492
15,15,15,15,01-16,6.096445439132849,-0.012435423797081456,-0.6777036273361688
16,16,16,16,01-17,5.0152721927010635,-1.6019206610274097,-0.6805054998621182
17,17,17,17,01-18,6.367806661119999,0.3865058723632364,-0.4972096875318008
18,18,18,18,01-19,5.998453622428293,-0.156497947111747,-0.37010745463069367
19,19,19,19,01-20,6.0919658937725165,-0.019021020733790164,-0.42779492772444055
20,20,20,20,01-21,5.54899045874294,-0.8172755474773706,-0.05887264187160779
21,21,21,21,01-22,5.861010150641996,-0.3585602623595628,-0.3524574051708737
22,22,22,22,01-23,6.520925329202927,0.6116130540895868,-0.7423515212440698
23,23,23,23,01-24,5.1696225539472715,-1.3750027074323588,-1.1552384039139005
24,24,24,24,01-25,4.4072098258867936,-2.4958626435509235,-1.4663554541154165
25,25,25,25,01-26,4.406883550548888,-2.4963423167527745,-1.7670598904222148
26,26,26,26,01-27,4.279253225677045,-2.6839778486864665,-1.8804187140197837
27,27,27,27,01-28,4.633769089184499,-2.162786880200352,-1.276161722021679
28,28,28,28,01-29,6.058282992740969,-0.06853988749582789,-0.7802510124277983
29,29,29,29,01-30,7.635728479621981,2.2505392445562697,-0.6321172562152886
30,30,30,30,01-31,6.431130700167474,0.4796016140123607,-0.4267801311843143
31,31,31,31,02-01,5.011450049283368,-1.6075397794777166,-0.12358100983227849
32,32,32,32,02-02,5.117279276687942,-1.4519550985006209,-0.08680070950375375
33,33,33,33,02-03,5.871191509987807,-0.3435921520881368,-0.4972081589725848
34,34,34,34,02-04,6.208391502513173,0.15214191447532058,-0.590021283143748
35,35,35,35,02-05,5.960765249607255,-0.21190545225671684,-0.2727808026319407
36,36,36,36,02-06,6.052339890081811,-0.07727713101461832,0.29584351689884186
37,37,37,37,02-07,6.306178350675558,0.2959031035931272,0.13127094461630764
38,38,38,38,02-08,7.437960414759091,1.9597908186840745,-0.12124681936685339
39,39,39,39,02-09,5.199534580760648,-1.331027585783342,-0.03827350136127052
40,40,40,40,02-10,5.1778108682075725,-1.3629646694236457,-0.14883849951948191
41,41,41,41,02-11,6.299397642638963,0.28593445577678034,-0.2520580882252098
42,42,42,42,02-12,5.6010997708263375,-0.7406671199638867,-0.5030469077634883
43,43,43,43,02-13,5.884916465875222,-0.3234144286412401,-0.5107640804141951
44,44,44,44,02-14,6.413619739619018,0.453857901454404,-0.3614790169992303
45,45,45,45,02-15,5.16803909877966,-1.3773306216875831,-0.5192581444750758
46,46,46,46,02-16,5.787076105313053,-0.4672542889338569,-0.43738130674180326
47,47,47,47,02-17,5.655466258528165,-0.6607403090782926,-0.502577889194273
48,48,48,48,02-18,5.935257186269473,-0.2494060935642516,-0.6486705214000383
49,49,49,49,02-19,5.618834847542408,-0.7145939233560591,-0.5320208646143718
50,50,50,50,02-20,5.817383517695112,-0.4226978917801873,-0.6010661490725386
51,51,51,51,02-21,5.644112050580863,-0.6774326809735833,-0.4374133719473181
52,52,52,52,02-22,5.5052870860761605,-0.8815259956828574,-0.4771499313513232
53,53,53,53,02-23,6.323369301051657,0.3211763536730304,-0.24201354863468505
54,54,54,54,02-24,5.773083531831312,-0.487825449988282,-0.03627393198716688
55,55,55,55,02-25,6.578478235104625,0.6962243729437699,0.17925214210966434
56,56,56,56,02-26,6.657052225677693,0.8117398081049217,0.38291565667998056
57,57,57,57,02-27,6.523721447751512,0.6157237636074039,0.13007089557234777
58,58,58,58,02-28,6.336482764035598,0.3404550917390401,0.04760549945841144
59,59,59,59,02-29,5.291454119430897,-1.1958922129727665,-0.17019427681924715
60,60,60,60,03-01,5.436524079954374,-0.9826178266719,-0.5489607072350394
61,61,61,61,03-02,5.689589358348948,-0.6105742847221816,-0.719036377056325
62,62,62,62,03-03,5.111222966166247,-1.4608587743898318,-0.7992650062164574
63,63,63,63,03-04,5.829605164922162,-0.40473025532031015,-0.5353982752023492
64,64,64,64,03-05,6.009052050943935,-0.14091668322175488,-0.3006149824124021
65,65,65,65,03-06,6.368352388808883,0.3873081731118831,-0.49619932919386933
66,66,66,66,03-07,6.3947264297263136,0.4260819300677821,-0.208905725464077
67,67,67,67,03-08,4.891366544290875,-1.7840803654109847,-0.30950388049726824
68,68,68,68,03-09,6.283731464948673,0.26290284798892205,-0.2973327964910734
69,69,69,69,03-10,5.4190419285433045,-1.008319185519457,-0.4092493716594503
70,70,70,70,03-11,6.0587249265366685,-0.06789017918458574,-0.6355883391530772
71,71,71,71,03-12,5.911596185969911,-0.2841912778983784,-0.3424079504260639
