,unnamed: 0,unnamed: 0,mth_day,emotional,emotional_norm,emotional_ravg
207,207,207,07-26,5.064372548231997,-1.2293647486473076,-0.1114834916002068
208,208,208,07-27,5.2835242626351695,-0.9137775750377312,-0.2527113455875666
209,209,209,07-28,5.97985374038521,0.08896453164682043,-0.31995859034997903
210,210,210,07-29,6.076457395395898,0.2280776320311977,-0.519822861143545
211,211,211,07-30,5.910484898209178,-0.010929356468642666,-0.32047540403320046
212,212,212,07-31,5.027885428480071,-1.2819076503856035,-0.11169725160190301
213,213,213,08-01,5.894964041947619,-0.033280005985239974,-0.11941492342219799
214,214,214,08-02,6.153409236322652,0.3388913395500535,-0.18961308101156119
215,215,215,08-03,5.9476976614557575,0.04265850072505046,-0.007638679304463883
216,216,216,08-04,5.7839731399485865,-0.1931113135049816,0.07330924626686154
217,217,217,08-05,6.66869065775514,1.0809170537739412,0.1269272904886713
218,218,218,08-06,5.365159148386373,-0.796220096957651,0.055818451484057945
219,219,219,08-07,6.118366397241531,0.2884282593456186,-0.09716242316901108
220,220,220,08-08,5.857130579642661,-0.08776169447762659,-0.29833077861132357
221,221,221,08-09,5.3102949324222966,-0.8752267471933636,-0.5889705459099287
222,222,222,08-10,4.945794779124767,-1.4001214461588565,-0.3206821266664868
223,223,223,08-11,5.457725030437981,-0.6629215500176899,-0.26910453535945156
224,224,224,08-12,6.482996727637088,0.8135104185030007,-0.0991624448013414
225,225,225,08-13,6.3332670998988565,0.5978938071878301,-0.05038612221229546
226,226,226,08-14,6.565203092269115,0.9318908488710343,0.3489358050062579
227,227,227,08-15,5.5135240040365145,-0.582568811659088,0.2969416283800099
228,228,228,08-16,6.609590248651464,0.9958101171524641,0.22490121827080642
229,229,229,08-17,5.241088603495225,-0.9748866097751782,-0.12628161943554153
230,230,230,08-18,6.182836631753004,0.3812679578477795,-0.15220409349720923
231,231,231,08-19,4.870045637403114,-1.5092032190502576,0.25189093825109105
232,232,232,08-20,6.457195762936758,0.7763560045010283,-0.07355374899973623
233,233,233,08-21,7.197206860533134,1.8420013788307137,0.27778027613673223
234,234,234,08-22,5.253608121646692,-0.9568580063524996,0.23330849653610972
235,235,235,08-23,6.7049399962405705,1.1331175410436327,0.3652382710073841
236,236,236,08-24,5.997542661204753,0.11443728024404425,0.6261035128809629
237,237,237,08-25,5.419737868405616,-0.717624572222611,0.5307229838569695
238,238,238,08-26,7.544104289622044,2.3415474557425013,0.9043916792062491
239,239,239,08-27,6.7997989516398025,1.269718204686754,0.896941365650334
240,240,240,08-28,6.810518073365457,1.2851541657431782,0.898780073673313
241,241,241,08-29,6.673897879352008,1.0884156597081418,1.0325805125215046
242,242,242,08-30,6.005203733311971,0.12546952838191813,0.47937800354769816
243,243,243,08-31,5.977224319317348,0.0851780608665382,0.26078359854608424
244,244,244,09-01,5.239157414872371,-0.9776675981003372,0.20623080824929838
245,245,245,09-02,5.889014053753357,-0.04184822532292975,0.19827506589450103
246,246,246,09-03,6.583221050189077,0.957837423962463,0.07154315023997
247,247,247,09-04,6.640749867223464,1.0406812055793575,0.22174813351029868
248,248,248,09-05,5.4771686499917305,-0.6349219655452679,0.3150703360877201
249,249,249,09-06,6.6030611532879675,0.9864079604885104,0.5141779205151533
250,250,250,09-07,5.627989200134153,-0.41773438263580864,0.1163249018300535
251,251,251,09-08,6.718606105525304,1.1527972812416694,-0.08125190327523729
252,252,252,09-09,4.925545864064127,-1.429280688148136,0.1297611332607689
253,253,253,09-10,5.817535886695353,-0.14477962505238728,0.14032433164499875
254,254,254,09-11,6.356365383927972,0.6311562536707693,-0.07846054450323724
255,255,255,09-12,6.6470732658654335,1.0497871507938894,-0.42350200547490663
256,256,256,09-13,4.716410694360876,-1.7304436395252245,-0.3090517423643285
257,257,257,09-14,5.280973006931807,-0.9174514845883468,-0.28672790698382805
258,258,258,09-15,5.402408806642531,-0.7425791094846668,-0.31224681048492525
259,259,259,09-16,5.910549301779388,-0.010836612769384843,-0.6002958897125446
260,260,260,09-17,6.250039552215815,0.4780428326641862,0.0063034221974311855
261,261,261,09-18,5.446901874430805,-0.6785073245718262,0.2509836218348421
262,262,262,09-19,7.243838111141452,1.90915223193463,0.5367955411831594
263,263,263,09-20,6.300445717772457,0.5506297132361185,0.5941039787558079
264,264,264,09-21,6.593258955695817,0.9722924066052376,0.6104175500050684
265,265,265,09-22,6.149327871899932,0.3330140126665056,0.6581254632708303
266,266,266,09-23,6.3180108908432215,0.5759242601597496,0.30172353872730207
267,267,267,09-24,5.645679363323128,-0.3922598449772546,0.2128527006026905
268,268,268,09-25,5.7588710533180185,-0.22925931532653954,0.13624374465917047
269,269,269,09-26,5.930160772804129,0.0174046844884491,-0.049341875441098144
270,270,270,09-27,6.274063777229602,0.5126386709441174,-0.013912627450016765
271,271,271,09-28,5.376075784084748,-0.7804997079351061,-0.08974384392096728
272,272,272,09-29,6.465628685605682,0.7884997481062379,-0.22491192331467044
273,273,273,09-30,5.329724676607381,-0.8472471438029575,-0.26701638806045536
274,274,274,10-01,5.195686257315613,-1.0402677916887586,-0.5111015168698653
275,275,275,10-02,5.754730342076638,-0.2352221039862605,-0.3559539550277277
276,276,276,10-03,5.257070459781075,-0.9518721019123416,-0.35097650474187586
277,277,277,10-04,6.022506127389642,0.15038566311771914,-0.3671400554217259
278,278,278,10-05,6.48636748974068,0.8183644498213486,-0.17345518004307206
279,279,279,10-06,5.262378406444059,-0.9442284478820576,0.08695005468976147
280,280,280,10-07,6.002684311280418,0.12184146058316428,-0.20577961527465036
281,281,281,10-08,6.839722225210558,1.3272093044107407,-0.24555309204723588
282,282,282,10-09,4.0373971448812656,-2.7082501216988124,-0.5205558693175368
283,283,283,10-10,5.8567878786511125,-0.08825519751779415,-0.5305921801037025
284,284,284,10-11,5.340554190389439,-0.8316522138004574,-0.5789144257330351
285,285,285,10-12,5.220561598303581,-1.0044463125990508,-1.1134910041824744
286,286,286,10-13,5.801347174811482,-0.1680920131928313,-0.7584629094655453
287,287,287,10-14,4.6123812536428535,-1.880250166285896,-0.8731263300491028
288,288,288,10-15,5.51664006965416,-0.5780815533972378,-0.9121471184904663
289,289,289,10-16,5.379036804433385,-0.7762357210191388,-0.8826828855144612
290,290,290,10-17,5.177972056524881,-1.065776944448638,-0.648350700519385
291,291,291,10-18,5.3433258493929685,-0.8276609147430194,-0.526072832633388
292,292,292,10-19,6.777704347268263,1.2379010967776254,-0.2571979851416779
293,293,293,10-20,5.121858316495848,-1.146582958969914,-0.2716609203076343
294,294,294,10-21,6.636921032541398,1.0351675315530229,0.0039016929461509475
295,295,295,10-22,5.318776236793666,-0.8630133320148768,0.035249783033314164
296,296,296,10-23,6.326117941465615,0.5875987350740732,0.19741118120062992
297,297,297,10-24,5.473939288601357,-0.6395723742200401,0.46343187866515906
298,298,298,10-25,7.453358202497778,2.21086948578152,0.37904981779291186
299,299,299,10-26,6.2302473156293035,0.4495412258172613,0.5605186483856305
300,300,300,10-27,6.285338810231497,0.5288751663195398,0.3235676551046963
301,301,301,10-28,6.0748755081347685,0.2257996515414349,0.4133271283868411
302,302,302,10-29,5.33884936879618,-0.8341072246115319,0.06601931539072455
303,303,303,10-30,5.847926777928983,-0.10101553452717137,-0.07636339397063927
304,304,304,10-31,6.006282230939871,0.1270226078048209,0.0103636392349389
305,305,305,11-01,5.637002390602393,-0.4047550303509216,0.05576217623664923
306,306,306,11-02,6.646691481090361,1.0492373655530087,0.12218582032458451
307,307,307,11-03,6.2640308613424205,0.4981908735516969,0.24674959848074332
308,308,308,11-04,5.615606918457294,-0.4355653600839202,0.34670366829518046
309,309,309,11-05,6.366928204189043,0.6463671344097817,0.32938819618637
310,310,310,11-06,6.42274603415846,0.7267470266914434,0.21396486939306955
311,311,311,11-07,5.564856580208195,-0.5086478630037844,0.21041046319340628
312,312,312,11-08,6.165774218334372,0.356697404793206,0.3993445229087997
313,313,313,11-09,6.249221244016748,0.4768644363537173,0.12664129150824435
314,314,314,11-10,6.402810453167553,0.6980389982084404,-0.07569176234709087
315,315,315,11-11,5.230696081676003,-0.98985225399355,0.008851784430634604
316,316,316,11-12,5.5797148971386274,-0.48725129644056797,0.03477599454534055
317,317,317,11-13,5.917111641898089,-0.0013865823374315256,-0.059084473945050925
318,318,318,11-14,6.2737887810215325,0.5122426654814416,-0.25352134874577154
319,319,319,11-15,5.858146745980238,-0.08629837458863154,-0.3388377950832542
320,320,320,11-16,5.592679154704417,-0.4685822505958834,-0.15023819694569107
321,321,321,11-17,4.8752206939827785,-1.501750932018446,0.1957302055401339
322,322,322,11-18,6.3655248803807725,0.6443462923848108,0.2766874420394618
323,323,323,11-19,7.358606890267607,2.0744238325775184,0.24880059142651167
324,324,324,11-20,6.611101295391077,0.9979860844774088,0.4923917090882111
325,325,325,11-21,5.741954740115758,-0.25361947826633185,0.7987795440870104
326,326,326,11-22,6.607614149147291,0.9929644553743135,0.7635282708208943
327,327,327,11-23,6.151801460132628,0.3365760779743494,0.3960132182308345
328,328,328,11-24,6.2186486265177825,0.4328386527881149,0.4084921922940013
329,329,329,11-25,5.827336409476948,-0.1306664829628399,0.3405103336119863
330,330,330,11-26,6.66309558645157,1.0728599288564094,0.19700175572200881
331,331,331,11-27,5.458704808730858,-0.6615106303584221,0.25527561979788443
332,332,332,11-28,6.0096782346467,0.13191298803444895,0.40510669221048956
333,333,333,11-29,6.394602529727264,0.6862192624296034,0.4506583226313805
334,334,334,11-30,6.842927541554624,1.3318250872637458,0.09702634701136974
335,335,335,12-01,6.01712963433623,0.14264329956250574,0.3702128086280996
336,336,336,12-02,5.189669664127182,-1.0489319248636553,0.2771507258341007
337,337,337,12-03,6.5969503349405345,0.977608139341957,0.0574140722839783
338,338,338,12-04,5.621930251920398,-0.42645950872954425,0.09141166156388529
339,339,339,12-05,5.4790583941667945,-0.6322006588711311,-0.020033032200378494
340,340,340,12-06,6.984580256227063,1.5358106229431878,0.11884999189785629
341,341,341,12-07,5.552789551938778,-0.5260248630230769,-0.23211794202629252
342,342,342,12-08,5.768332969441596,-0.2156337802742465,-0.23925666939267196
343,343,343,12-09,5.1346242801718285,-1.1281994642029358,-0.3167833380841323
344,344,344,12-10,5.59218637501111,-0.4692918729278209,-0.42038745614489903
345,345,345,12-11,5.1560395180564615,-1.097360671019893,-0.5296864687740784
346,346,346,12-12,6.5529083381471205,0.9141859145785872,-0.39534154332364707
347,347,347,12-13,5.097389561002041,-1.1818189387981533,0.07272832071384235
348,348,348,12-14,6.328088051951736,0.5904357724283414,0.1643951554328046
349,349,349,12-15,7.084861585275589,1.6802197200220006,0.26273809006195575
350,350,350,12-16,5.9741209844466425,0.08070913538595273,-0.16126074215574218
351,351,351,12-17,5.565790443170047,-0.5073030632449864,-0.027147639234103276
352,352,352,12-18,4.786295267229238,-1.6298070787276002,-0.30904895456656356
353,353,353,12-19,5.656178742952133,-0.3771403212683198,-0.71445565660402
354,354,354,12-20,5.153531636853947,-1.1009721195664204,-0.7187503100519105
355,355,355,12-21,5.395713586657145,-0.7522204922027376,-0.5866568762499553
356,356,356,12-22,5.956227088662961,0.054941214698609735,-0.32604340569267787
357,357,357,12-23,6.116164569241095,0.285257539566745,-0.2167361503494507
358,358,358,12-24,5.872154775699228,-0.06612625538393553,-0.035878390371919165
359,359,359,12-25,6.111613077583407,0.2787032107910433,-0.07487769892865237
360,360,360,12-26,5.907084850861832,-0.015825559701231142,-0.5227112310701428
361,361,361,12-27,5.233220949843206,-0.9862163435431368,-0.7899427388477047
362,362,362,12-28,4.0903055073736185,-2.6320599781503327,-0.9811139334720652
363,363,363,12-29,5.002730666294536,-1.3181315070986273,
364,364,364,12-30,5.075630102647817,-1.2131534231300989,
365,365,365,12-31,,,
