,unnamed: 0,unnamed: 0,mth_day,weird,weird_norm,weird_ravg
57,57,57,02-27,1.8747761408055543,-0.8376723828095044,0.1125941753054257
58,58,58,02-28,1.7733493493615866,-1.0791951758719638,-0.33194003986048054
59,59,59,02-29,2.1088067428799957,-0.2803864441496611,-0.6399679147902436
60,60,60,03-01,1.9493170691232065,-0.6601716165085858,-0.63774872182156
61,61,61,03-02,1.9332193729175693,-0.6985042946314474,-0.5645058868704623
62,62,62,03-03,2.112932314402475,-0.27056241695819844,-0.31321601080591993
63,63,63,03-04,2.0593248283514662,-0.3982153731029181,-0.12629452213443562
64,64,64,03-05,2.4065200458843194,0.4285440805152904,0.02316968036157317
65,65,65,03-06,2.5797895418320365,0.8411424878792446,-0.185602874453867
66,66,66,03-07,2.325919400588824,0.23661359846746696,-0.3823612202173308
67,67,67,03-08,1.407178825572277,-1.9511396235240883,-0.5465897048225498
68,68,68,03-09,1.6171637590400814,-1.4511124915389817,-0.6644822978862085
69,69,69,03-10,1.645521194019411,-1.3835862807342316,-0.6868273091091707
70,70,70,03-11,2.109468145369969,-0.27881147786666177,-0.8959911609493451
71,71,71,03-12,2.5234872086802733,0.7070724205414727,-0.48401851037841176
72,72,72,03-13,1.7988929089883203,-1.01836951257358,-0.3165827400278121
73,73,73,03-14,2.4452190928344435,0.5206962799015117,-0.3356809425593245
74,74,74,03-15,2.039048735052724,-0.4464978694353842,0.06436973668370946
75,75,75,03-16,1.5973997878227522,-1.4981754959233058,-0.22065533003365348
76,76,76,03-17,3.1174688304260014,2.121492597591542,0.008254133982835588
77,77,77,03-18,1.80531454352476,-1.003077979762705,-0.20025281731805897
78,78,78,03-19,2.375672073520755,0.3550872715253543,-0.12275396907971003
79,79,79,03-20,1.9198477820096884,-0.7303454279038556,0.18648016186556868
80,80,80,03-21,2.2343212246860973,0.018495219994709305,-0.3459797118011781
81,81,81,03-22,2.376571607816545,0.35722928974836643,0.027096709431721416
82,82,82,03-23,1.7758390188318869,-1.0732666444089385,-0.04489421321845825
83,83,83,03-24,2.7453486634332407,1.2353805476346922,0.31684014021765045
84,84,84,03-25,2.194277807458,-0.07685826437572366,0.4678020427390035
85,85,85,03-26,2.8313034924757714,1.4400606927127966,0.1526217195484245
86,86,86,03-27,2.614697284656343,0.9242666351228274,0.16087524772658732
87,87,87,03-28,1.5824172714373812,-1.5338526493951077,-0.11845717532407495
88,88,88,03-29,1.7966352891280892,-1.0237454753399615,-0.17023633076709488
89,89,89,03-30,2.041519652753385,-0.4406139906692813,-0.1710601985097099
90,90,90,03-31,2.063810776988395,-0.3875331970338433,-0.3173340944326735
91,91,91,04-01,2.8292276073641074,1.4351174862571063,0.03488095189812342
92,92,92,04-02,2.2461335127483637,0.04662325958504567,0.29820958049650076
93,93,93,04-03,2.469887350629023,0.5794376285896741,0.15493418422080438
94,94,94,04-04,2.4601398194148025,0.5562262962503026,0.048051622328604465
95,95,95,04-05,1.6805111478538368,-1.3002663683234597,-0.4052841215296162
96,96,96,04-06,1.794500659050988,-1.0288285683870428,-0.33940723193862143
97,97,97,04-07,1.6869654788904698,-1.2848969768922176,-0.6822811643055746
98,98,98,04-08,2.412122356868641,0.4418845971310144,-0.8102643738277576
99,99,99,04-09,1.6059539125763425,-1.4778059656120448,-0.6490156178841842
100,100,100,04-10,2.1376627694616954,-0.21167296088279602,-0.3337544756522533
101,101,101,04-11,2.0868068121009444,-0.3327738326620187,-0.22244508730535517
102,102,102,04-12,2.5888586337521824,0.8627382850045425,-0.34843093877490694
103,103,103,04-13,1.9674297938596208,-0.6170406468108287,-0.21588349908064666
104,104,104,04-14,2.0946780149943307,-0.3140305116862961,-0.31155807888102766
105,105,105,04-15,1.9399313732996863,-0.6825213274464831,-0.4761823852605543
106,106,106,04-16,1.896593207565904,-0.7857204396850819,-0.5241780758848468
107,107,107,04-17,1.6720058325814813,-1.3205196709391789,-0.2719188761273783
108,108,108,04-18,2.467924733275955,0.5747641412587877,-0.11236555740519949
109,109,109,04-19,2.6030428783027038,0.8965145517339819,0.10547073580132144
110,110,110,04-20,2.496701715789535,0.6432894006467769,0.41579202915715757
111,111,111,04-21,2.488809663414634,0.6244964317926425,0.6324459813847799
112,112,112,04-22,2.6785043316315766,1.076207320449935,0.553793319406935
113,113,113,04-23,2.2179049988540327,-0.020595957573445327,0.5887555774942651
114,114,114,04-24,2.2697449993853303,0.1028481693917185,0.5220805682074966
115,115,115,04-25,2.6911366672441903,1.1062881002579623,0.48995548773304315
116,116,116,04-26,2.32870186345995,0.2432393449261661,0.3495781396328678
117,117,117,04-27,2.4078646611789125,0.4317459489459212,0.1553893445651827
118,118,118,04-28,2.3247979879276506,0.2339432318488831,0.02087858922431089
119,119,119,04-29,1.7286108953449195,-1.185728727979556,-0.15778281608440203
120,120,120,04-30,1.930820606636998,-0.7042163626535123,-0.23066538511617776
121,121,121,05-01,2.2409666555721204,0.03431966840568472,-0.44600974504961594
122,122,122,05-02,2.1450609316368032,-0.19405606926448832,-0.761705171704591
123,123,123,05-03,1.865265251657629,-0.8603202106547078,-0.7858454614747877
124,124,124,05-04,1.5293457543771376,-1.6602293280809668,-0.8817354500875622
125,125,125,05-05,1.6677850303023891,-1.3305704666007363,-1.0775334446752278
126,126,126,05-06,1.6892082829319512,-1.2795562943301586,-1.2699258344973035
127,127,127,05-07,1.7476178802359237,-1.1404682991203101,-1.2120823209181761
128,128,128,05-08,1.6602931989406058,-1.348410408196941,-0.6465732520589084
129,129,129,05-09,2.011012539036653,-0.5132591291799445,-0.17153589863464555
130,130,130,05-10,2.9542490438657203,1.7328250850746398,-0.24321235282593745
131,131,131,05-11,2.8647283240493384,1.5196536539448402,-0.07818673823065163
132,132,132,05-12,1.5086063775335676,-1.7096150194779098,0.17138337915760027
133,133,133,05-13,2.1634300290331625,-0.15031461154859507,0.12880363226176236
134,134,134,05-14,2.289130649667801,0.1490102961325703,-0.24191828230481607
135,135,135,05-15,1.903725097051228,-0.7687376105549719,-0.21882854665857698
136,136,136,05-16,2.020147533138434,-0.49150640232483095,0.13567807134258802
137,137,137,05-17,2.9229071262781234,1.6581920678222748,0.4134400435403036
138,138,138,05-18,2.401850489700124,0.41742468852908027,0.6024869226060564
139,139,139,05-19,2.8633020022231364,1.5162572216376982,0.8655234869838613
140,140,140,05-20,2.7654687575459214,1.2832915705270864,0.6728855561076287
141,141,141,05-21,2.566493718240188,0.8094817757118576,0.275476057436329
142,142,142,05-22,1.534761114951518,-1.6473339875822268,0.5527857561811551
143,143,143,05-23,1.9215613776184064,-0.7262649242055229,0.26531231985139947
144,144,144,05-24,3.100582877397561,2.081282880998037,-0.01819156380361416
145,145,145,05-25,2.138960223066288,-0.20858339634083586,-0.06343542281726866
146,146,146,05-26,2.0511289906918058,-0.41773173140299535,0.4535983147430184
147,147,147,05-27,2.4524935596436905,0.5380186216299306,0.30780998760747175
148,148,148,05-28,2.8375219617622167,1.4548684377794954,0.04008161040896555
149,149,149,05-29,1.5542210848738265,-1.600994887018803,0.1474573783769231
150,150,150,05-30,2.4259923776746852,0.4749126178069998,0.15452023381618119
151,151,151,05-31,2.4095130637086735,0.43567121146690935,0.07353145714661613
152,152,152,06-01,2.06892514375595,-0.3753545987674468,-0.21432330727755358
153,153,153,06-02,2.2484275585079283,0.05208596161254031,-0.048198447635043995
154,154,154,06-03,2.112219356889166,-0.27226014876552285,0.0679914900285163
155,155,155,06-04,1.9728029821507893,-0.6042457291637454,0.21732498226571847
156,156,156,06-05,2.718754127218761,1.1720522437883616,0.24476658529263529
157,157,157,06-06,2.785786046826051,1.3316721648901224,0.03972423581800557
158,158,158,06-07,2.13806926995143,-0.2107049806059461,0.24399537454625567
159,159,159,06-08,1.7317859441829495,-1.178168135235238,0.690293411215175
160,160,160,06-09,2.6269177650130096,0.953366683603978,0.5955051101038352
161,161,161,06-10,3.0973323231649417,2.0735424908497704,0.5529588604220629
162,162,162,06-11,2.4799177062025057,0.6033224371203231,0.9171666343496381
163,163,163,06-12,2.6785830071838217,1.0763946667994884,1.2140531766877771
164,164,164,06-13,3.0557572146798004,1.9745416629595047,1.1482127652717915
165,165,165,06-14,2.4798457615716285,0.6031511187935965,0.8215752605342659
166,166,166,06-15,2.461020834310972,0.5583242151080632,1.2770566698462973
167,167,167,06-16,2.2743095272446365,0.11371746242461699,1.470345954573179
168,168,168,06-17,3.627586230314403,3.3362108929925114,1.3040369459533592
169,169,169,06-18,3.1656106302523566,2.2361303751607786,1.3974242763913807
170,170,170,06-19,2.6367113204521697,0.9766876112405859,1.474893223740146
171,171,171,06-20,2.715152181336241,1.163475101421725,1.7343226818802393
172,172,172,06-21,2.656217983196916,1.023137899200656,0.9598495981270796
173,173,173,06-22,2.9279893860658817,1.6702942112651775,0.491999794140959
174,174,174,06-23,1.6761599748764513,-1.310627609526447,0.2247640217705366
175,175,175,06-24,1.9867776788531064,-0.5709684487559454,-0.05806378678804963
176,176,176,06-25,1.9633620284810471,-0.6267270229819486,-0.18867569185170066
177,177,177,06-26,2.0025159090534568,-0.5334917499297923,-0.4574925100149372
178,178,178,06-27,2.3271174551594385,0.2394664688187496,-0.26009730058551794
179,179,179,06-28,2.2506563607205843,0.057393302285758285,-0.1795176469540852
180,180,180,06-29,2.17353322445605,-0.12625635294993173,-0.27167002982272165
181,181,181,06-30,2.189812819840125,-0.08749052696734883,-0.34434101314385884
182,182,182,07-01,1.7311672844628772,-1.179641320193767,-0.41031564773457774
183,183,183,07-02,1.819408106037079,-0.9695176498566151,-0.4013566529217781
184,184,184,07-03,2.1608823246764697,-0.1563813387255637,-0.43367464333147665
185,185,185,07-04,2.2732301829318184,0.11114727116255647,-0.2755434991955439
186,186,186,07-05,2.0921021504375013,-0.3201642954081231,-0.1277122931462634
187,187,187,07-06,2.5882530922559117,0.8612963378482478,-0.24600962198044266
188,188,188,07-07,2.1036549834021585,-0.29265408389808395,-0.2735347564611426
189,189,189,07-08,1.5213363998952931,-1.6793016228616908,-0.20339798094215375
190,190,190,07-09,2.091527725740894,-0.3215321456097636,0.22701313261112013
191,191,191,07-10,2.449952586964564,0.53196792427649,-0.03796172247129759
192,192,192,07-11,3.1766014897171115,2.26230238591152,0.2090391890402997
193,193,193,07-12,1.9206005939497208,-0.7285527926462586,0.5092138804102321
194,194,194,07-13,2.726018851110777,1.1893513851714996,0.5052199543415768
195,195,195,07-14,2.2776813087700947,0.12174652535790348,0.2656040533055252
196,196,196,07-15,2.0814643002246944,-0.34549570202169466,0.4118230967039072
197,197,197,07-16,1.8461966007188184,-0.90572748193982,0.6218192674485153
198,198,198,07-17,3.5450270506802686,3.1396166463018123,0.47538411658287155
199,199,199,07-18,2.4497242649062034,0.5314242318213903,0.52138690261563
200,200,200,07-19,2.3570487679499377,0.3107404799776367,0.4689962553666223
201,201,201,07-20,2.3935937224753987,0.3977632415544543,0.8830631418988144
202,202,202,07-21,1.9494565045687688,-0.6598395855157406,0.2010277493946194
203,203,203,07-22,2.8895136776282326,1.5786738372533318,-0.15675706247683213
204,204,204,07-23,1.8265144257859824,-0.9525957087233576,-0.38937671500160365
205,205,205,07-24,1.548220145099496,-1.6152846394073188,-0.5101487441197925
206,206,206,07-25,1.770921106459287,-1.0849774351709924,-0.2974922041629457
207,207,207,07-26,2.089286557400485,-0.32686893315467924,-0.8116112947760571
208,208,208,07-27,2.485283461202738,0.6160996542253403,-0.872605493972491
209,209,209,07-28,1.5940968156471769,-1.506040706425337,-0.6143419552382533
210,210,210,07-29,1.6728284110770844,-1.3185609039019612,-0.18439553347726734
211,211,211,07-30,2.1989622572281298,-0.0657034070018929,-0.07563164403784177
212,212,212,07-31,2.8542495699742263,1.4947010953949231,-0.09651498553077338
213,213,213,08-01,2.3633370233858098,0.32571440348187425,0.11181312608097223
214,214,214,08-02,2.4326640716519807,0.4907996052677506,0.5017264378748156
215,215,215,08-03,2.119017507241593,-0.2560720367548632,0.82667514846447
216,216,216,08-04,2.6552861490425532,1.0209189668610992,0.5780567259069148
217,217,217,08-05,3.01772982813246,1.8839888565360337,0.578205205664418
218,218,218,08-06,2.22781008803219,0.002990560049591713,0.3329011383659945
219,219,219,08-07,2.3637111452284816,0.3266052820268934,0.3589980041894074
220,220,220,08-08,1.8145757125677924,-0.9810247985227906,0.39402567021982465
221,221,221,08-09,2.1847733226737542,-0.0994908418143853,-0.017872556906867287
222,222,222,08-10,2.7435447452318744,1.231084963043603,0.2752849730347739
223,223,223,08-11,1.979877084318376,-0.5874005062241181,0.22462764077614295
224,224,224,08-12,2.9664739782414307,1.7619357396994388,0.43004288156530784
225,225,225,08-13,2.236070752975104,0.0226612884751076,0.4691892482072563
226,226,226,08-14,2.332156894602577,0.2514666462121989,0.20463042076090418
227,227,227,08-15,2.2834097366081165,0.13538735803730564,0.32726246977711837
228,228,228,08-16,2.076940504468828,-0.3562680016345099,0.03944245158499501
229,229,229,08-17,2.2888709089309645,0.14839178787316706,-0.1508851983394762
230,230,230,08-18,2.241258922840292,0.03501563054669876,-0.34647888051280185
231,231,231,08-19,1.7565055092115232,-1.1193046110717195,-0.6071180023350226
232,232,232,08-20,1.8393229216759404,-0.9220954468277548,-0.625004628411576
233,233,233,08-21,1.6266819094080185,-1.4284473728960183,-0.8488380342682889
234,234,234,08-22,2.0318718862312037,-0.4635877580938305,-0.8167792194267546
235,235,235,08-23,1.7248817991788894,-1.1946086472671107,-0.7497342451637353
236,236,236,08-24,2.322036956722142,0.2273685195959041,-0.5157309315309168
237,237,237,08-25,1.9254375558076275,-0.7170347654936039,-0.16536552634626114
238,238,238,08-26,2.4289369698099934,0.4819244349691573,-0.10224278485339433
239,239,239,08-27,2.5094914802212065,0.6737450582119152,-0.021016091451328395
240,240,240,08-28,2.190921151658822,-0.08485130913662968,0.3235734113397938
241,241,241,08-29,1.92954727493572,-0.7072484868547151,0.6331137294686988
242,242,242,08-30,3.190293087504895,2.2949055363426374,0.7792504099463341
243,243,243,08-31,2.7053808702816564,1.1402071432798264,0.6582649299776253
244,244,244,09-01,2.797155002365267,1.3587445178349689,0.7952865801799668
245,245,245,09-02,2.2046464867792537,-0.052167821600338164,1.0920097998967029
246,246,246,09-03,2.5361722021827493,0.737278592077419,0.6312951944464261
247,247,247,09-04,2.6771955711777013,1.073090831445702,0.5214229960543318
248,248,248,09-05,2.0294385708023457,-0.4693820963590237,0.2217246638878775
249,249,249,09-06,2.4285378176529138,0.4809739529272608,0.3185862282758433
250,250,250,09-07,2.042010367426626,-0.4394454751637573,0.4273121592562669
251,251,251,09-08,2.4487068729368624,0.5290015647274567,0.23922793639969064
252,252,252,09-09,2.8101270249042014,1.3896341779599604,0.5649355683829282
253,253,253,09-10,2.203283051277982,-0.05541450569375559,0.6303409172240172
254,254,254,09-11,2.8501183826409564,1.4848636955404015,0.8785703250185497
255,255,255,09-12,2.5933385288100483,0.8734060459737941,0.7667684020521696
256,256,256,09-13,2.667469655688287,1.049930971603438,0.8656412515404242
257,257,257,09-14,2.167001527119341,-0.1418099730708246,1.1198718737592372
258,258,258,09-15,3.0592552108784985,1.982871274889488,1.0088517953001956
259,259,259,09-16,2.8438634943450527,1.4699692276191232,0.8226732329434853
260,260,260,09-17,2.570383036725688,0.8187432247861529,0.8256892536291595
261,261,261,09-18,2.124227668272547,-0.24366532816646885,1.0762241503769172
262,262,262,09-19,2.6750690701501134,1.0680270957174838,0.8717875609224576
263,263,263,09-20,2.7982699154896125,1.3613994074157223,0.8306426756950551
264,264,264,09-21,2.544139919459574,0.7562517381627308,0.7677121355386026
265,265,265,09-22,2.740191448157681,1.2230999162547092,1.0035958825867268
266,266,266,09-23,2.4118180576368418,0.4411599838474383,0.6878695985510751
267,267,267,09-24,2.7185798115259905,1.1716371541222768,0.2713822601060053
268,268,268,09-25,1.8795390857983263,-0.8263306084964267,-0.2522417293614972
269,269,269,09-26,1.7488540683170335,-1.1375246232546965,-0.41517676618323157
270,270,270,09-27,1.2247737304213993,-2.385492198642284,-0.5696203162548686
271,271,271,09-28,2.3296468915362385,0.24548969532430284,-0.9704416252439859
272,272,272,09-29,2.0226693513547582,-0.4855013165823839,-0.9750769742847276
273,273,273,09-30,1.7086373842050868,-1.2332906998124271,-0.8592297129806474
274,274,274,10-01,1.86785947806117,-0.8541427027408777,-0.5859016621804868
275,275,275,10-02,2.040752382243997,-0.44244105543021595,-0.5729706207580594
276,276,276,10-03,1.9134736295764625,-0.7455238938413202,-0.5962025858917455
277,277,277,10-04,2.3622290099742282,0.3230759438588674,-0.4757612206628858
278,278,278,10-05,1.9641321759792167,-0.624893107384501,-0.23147043971087233
279,279,279,10-06,2.0121113812733933,-0.5106425084392687,-0.10840723243123779
280,280,280,10-07,2.4833946772975315,0.6116019829712028,0.053264025451308594
281,281,281,10-08,2.35083258877629,0.2959381882475913,0.10480981167411298
282,282,282,10-09,2.3208338645542783,0.22450365345395806,0.043975755868646015
283,283,283,10-10,2.4921080241097693,0.6323506611956937,0.43329613416419094
284,284,284,10-11,1.810849671765808,-0.9898974422173028,0.5641001383435165
285,285,285,10-12,2.993075115095166,1.8252797613340008,0.4661534933612241
286,286,286,10-13,2.8129792341099757,1.3964260080471562,0.2781744069118927
287,287,287,10-14,2.1040381440626708,-0.2917416816461632,0.4996139746434185
288,288,288,10-15,1.847186255017236,-0.90337086524203,1.020475663448045
289,289,289,10-16,3.050065421893081,1.9609880675848488,0.7529317002042983
290,290,290,10-17,3.1232557402368126,2.135272690610456,0.5222921537060624
291,291,291,10-18,2.3189492799819926,0.22001598187152105,0.40897336213775143
292,292,292,10-19,2.2318408110703327,0.0125887290577406,0.6650429664113778
293,293,293,10-20,1.8185107710140518,-0.9716544310560288,0.32161931839049546
294,294,294,10-21,2.492400348937156,0.6330467603997285,0.008694231767974866
295,295,295,10-22,2.18474687494171,-0.09955382054044568,0.02882056150468255
296,296,296,10-23,2.334783883912096,0.2577221708753325,0.2972891958047762
297,297,297,10-24,2.369661240278253,0.34077396029176715,0.37663798802184906
298,298,298,10-25,2.908296523638065,1.6234005348583025,0.18836294380750807
299,299,299,10-26,2.018444532067829,-0.4955616777535916,0.2492175320404797
300,300,300,10-27,2.018007019806681,-0.4966035048863173,0.350637305266607
301,301,301,10-28,2.3380811143528444,0.2655737088573842,0.5605374377158128
302,302,302,10-29,2.590329508990407,0.8662408102320966,0.46121228411502785
303,303,303,10-30,2.898542925225013,1.6001747549870011,0.6023219814400482
304,304,304,10-31,2.65802867491867,1.0274496132535933,0.5537681560795452
305,305,305,11-01,2.373996163278181,0.3510965061965306,0.49895762711572816
306,306,306,11-02,1.8956667970176952,-0.7879264570493347,0.23750452684812806
307,307,307,11-03,2.1999759851518337,-0.06328946492551826,0.027785139790532543
308,308,308,11-04,1.9315507145675657,-0.7024777913735041,-0.013949897844915404
309,309,309,11-05,2.3701166612736846,0.34185843264142796,-0.1362264246139381
310,310,310,11-06,2.5528696320519697,0.7770393874409056,-0.027909076668060768
311,311,311,11-07,2.06589814184083,-0.3825626544176057,-0.03976193354935286
312,312,312,11-08,2.168592120227975,-0.1380223693740706,0.12099007554293144
313,313,313,11-09,2.170110549405491,-0.13440660621327086,-0.07107088988121606
314,314,314,11-10,2.336594734479645,0.2620342631802017,-0.20610060055442161
315,315,315,11-11,1.8861840128242824,-0.810507359903457,-0.10329373662471437
316,316,316,11-12,2.2126376366481546,-0.03313887659832762,-0.14252856193994998
317,317,317,11-13,2.3249387950542983,0.23427852916063785,-0.12548714185371226
318,318,318,11-14,2.0697328185248898,-0.3734313212654843,-0.07399143562717472
319,319,319,11-15,2.213049516922703,-0.03215808569584454,0.2166703911696244
320,320,320,11-16,2.466347562926312,0.571008500539427,0.1628961817735831
321,321,321,11-17,2.618559523560059,0.9334636008773376,0.1979756859423408
322,322,322,11-18,2.077143703699158,-0.3557841329745755,0.22070980980460542
323,323,323,11-19,2.413328006892262,0.4447555541731839,0.4247747184482907
324,324,324,11-20,2.127015591974175,-0.2370265780918966,0.31621707825935996
325,325,325,11-21,2.7272282907169316,1.1922313661662671,0.0916848425796668
326,326,326,11-22,2.1928167795626594,-0.08033734059415723,0.2159402533657482
327,327,327,11-23,2.0528095845509653,-0.41372981320082136,0.09431712190394383
328,328,328,11-24,2.390227884511656,0.3897483317419129,0.529740372847736
329,329,329,11-25,2.1068763341588665,-0.2849832345976424,0.5426777374496206
330,330,330,11-26,3.2241439259921467,2.3755129275708566,0.4140121486153456
331,331,331,11-27,2.7598263415593767,1.2698555537775742,0.5694183436009693
332,332,332,11-28,1.8686203504165004,-0.8523308735998074,0.5676375251953949
333,333,333,11-29,2.4443838503511595,0.5187073567129217,0.5478195026501166
334,334,334,11-30,2.3857407875863967,0.3790634213084664,0.05273853805091681
335,335,335,12-01,2.056941210089347,-0.4038913698693126,-0.3061746161989204
336,336,336,12-02,1.9766970964592727,-0.5949728600243417,-0.41413319643229535
337,337,337,12-03,1.855479157237587,-0.883623371721449,-0.6875312994923376
338,338,338,12-04,1.5965990079235206,-1.5000823550000568,-0.5597853208717338
339,339,339,12-05,1.755507441744634,-1.121681261647332,-0.683699092878871
340,340,340,12-06,2.7076200909945887,1.1455392930320891,-0.7442501392625221
341,341,341,12-07,1.74471785052047,-1.1473740019121352,-0.4289897856358458
342,342,342,12-08,1.8241276861258882,-0.9582791383262494,-0.2606832399271617
343,343,343,12-09,2.6498351449039435,1.0079387500386092,0.11983754690877468
344,344,344,12-10,2.0206780613444058,-0.4902430807479525,-0.30376673565379825
345,345,345,12-11,2.7142989991904485,1.1614434593682863,-0.020541339890358928
346,346,346,12-12,1.6402718044632698,-1.3960864023433484,0.39436528431300105
347,347,347,12-13,2.4583559163150652,0.5519783726685007,0.2630819050200253
348,348,348,12-14,2.8695606353277987,1.5311606068939108,0.20560208672098346
349,349,349,12-15,2.3190427150193367,0.2202384742807549,0.3765969699480791
350,350,350,12-16,1.8758471705883581,-0.8351219905422038,0.6647736271788659
351,351,351,12-17,3.1451518095397013,2.1874127587308605,0.6211307674177474
352,352,352,12-18,2.366385476999544,0.3329735410413719,0.308260749150978
353,353,353,12-19,2.348389767475492,0.29012121410178976,0.25569163721572535
354,354,354,12-20,2.08122753377392,-0.34605950270670544,0.41644083069765964
355,355,355,12-21,2.186585245021316,-0.09517619733076094,-0.01758579021597173
356,356,356,12-22,2.2808840960563845,0.12937317034940174,-0.20678935072614527
357,357,357,12-23,2.051542539730885,-0.4167469667509275,-0.42222550550065946
358,358,358,12-24,1.889652581631972,-0.8022478220196695,-0.4875164877587523
359,359,359,12-25,1.8055590641019792,-1.0024957145452953,-0.43552009416085163
360,360,360,12-26,1.916714990091532,-0.7378053962552621,-0.46748966999775976
361,361,361,12-27,2.3175996466623787,0.21680216425664284,-0.7741174628650694
362,362,362,12-28,2.2003309161304565,-0.06244428467204712,-0.6589375590638746
363,363,363,12-29,1.2789378641125284,-2.256513723954786,
364,364,364,12-30,2.1798693665552635,-0.11116839921250067,
365,365,365,12-31,,,
