,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,mystery,mystery_norm,mystery_ravg
270,270,270,270,09-27,10.327012406148539,-0.37308428112687,-0.9576785502765578
271,271,271,271,09-28,9.735810913777883,-0.8803670792530117,-1.0247770876172042
272,272,272,272,09-29,10.02696935463311,-0.6305374179934905,-1.0945974935023022
273,273,273,273,09-30,9.683003934646797,-0.9256783182804872,-1.0245843965995918
274,274,274,274,10-01,8.549853619726829,-1.8979824647824188,-1.0545697930867377
275,275,275,275,10-02,9.083765999520052,-1.4398568181612723,-1.2031122150028282
276,276,276,276,10-03,10.117337512168179,-0.5529966600497455,-1.2583162940587342
277,277,277,277,10-04,8.697118076076253,-1.7716216107495533,-1.2518657411016598
278,278,278,278,10-05,9.6409511331201,-0.9617618923289282,-1.0882574228814013
279,279,279,279,10-06,9.72810985839101,-0.8869750005380411,-0.8901649854001672
280,280,280,280,10-07,9.693895746761676,-0.9163325554608678,-0.956258534228525
281,281,281,281,10-08,10.468940640949056,-0.2513021932738677,-0.6504573185352319
282,282,282,282,10-09,9.65517394366868,-0.9495579530198932,-0.5449342382350838
283,283,283,283,10-10,10.835453565721776,0.06318568341020529,-0.4818349994320719
284,284,284,284,10-11,10.378828342244187,-0.32862341052804017,-0.12581769173125298
285,285,285,285,10-12,10.169335513417264,-0.5083795677199698,-0.40256364248047855
286,286,286,286,10-13,12.183370624285548,1.2197712907440459,-0.31275517432062566
287,287,287,287,10-14,8.533776038149405,-1.911777897769221,-0.4896050325653341
288,288,288,288,10-15,10.28316567451099,-0.410707144060776,-0.4773392228946598
289,289,289,289,10-16,9.598819082872877,-0.9979134660580454,-0.41134494376629527
290,290,290,290,10-17,10.464597838184801,-0.2550285525039943,-0.5886982949365854
291,291,291,291,10-18,10.630804931888417,-0.1124138929497826,-0.39522148673908286
292,292,292,292,10-19,10.943215433420116,0.15565118372230535,-0.1503239979468956
293,293,293,293,10-20,9.8866755825613,-0.7509170485842059,0.08679461526090171
294,294,294,294,10-21,11.995627773205275,1.0586777886923475,0.16529930180877428
295,295,295,295,10-22,11.256886872852835,0.4247982131887385,0.08404716484173987
296,296,296,296,10-23,11.013547118743515,0.2159995667832412,0.1299309983712673
297,297,297,297,10-24,10.062643920192476,-0.5999267147519891,0.25084189447327815
298,298,298,298,10-25,11.2640612136265,0.43095418489946974,0.06595558536620572
299,299,299,299,10-26,10.732153124675085,-0.025451671972140662,0.18778386343507006
300,300,300,300,10-27,10.70279786925308,-0.050640065950086965,0.2520012356102551
301,301,301,301,10-28,12.10877926983512,1.1557678816019246,0.3746987615086829
302,302,302,302,10-29,11.462591396290465,0.6013037998343516,0.584372765505968
303,303,303,303,10-30,10.92061459086324,0.13625844063857745,0.5518413786283416
304,304,304,304,10-31,12.730220734892605,1.6889982088831803,0.44137394524265217
305,305,305,305,11-01,10.504675222306027,-0.2206399932378988,0.38745970922401085
306,306,306,306,11-02,9.930346939902986,-0.7134446662642235,0.3595470042199542
307,307,307,307,11-03,11.731780362180633,0.8322824654900769,0.6605291545289711
308,308,308,308,11-04,11.267409936377485,0.43382756981001136,0.6587517359912612
309,309,309,309,11-05,13.025252442928224,1.942151342492679,0.6882450812590801
310,310,310,310,11-06,12.7177920166793,1.6783336976569212,0.7156295340280098
311,311,311,311,11-07,10.710909415167444,-0.043679921630985205,0.7529870565515079
312,312,312,312,11-08,10.121834560668542,-0.5491379496506452,0.8088850388513968
313,313,313,313,11-09,11.993005341408145,1.056427600631065,0.35085830299516235
314,314,314,314,11-10,11.658280322816081,0.7692154636093455,0.1924932809370621
315,315,315,315,11-11,9.822469804319633,-0.806009072644728,0.5384759826443133
316,316,316,316,11-12,11.61041398936311,0.7281435653083199,1.0078361154212314
317,317,317,317,11-13,13.130216637955186,2.032216288612522,0.7405045529559698
318,318,318,318,11-14,13.403866736591091,2.2670228470108635,0.7804913560365164
319,319,319,319,11-15,10.123671479455169,-0.5475617741605042,0.5846373777704935
320,320,320,320,11-16,11.937890722502518,1.0091362820926255,0.3290663184036842
321,321,321,321,11-17,8.452947738931433,-1.981132942240866,0.27165164696596084
322,322,322,322,11-18,9.823316233288569,-0.8052827908925355,0.1304778086575694
323,323,323,323,11-19,12.728740701100975,1.6877282599861814,0.11908538999593656
324,324,324,324,11-20,12.416699213466911,1.4199798171605147,-0.163187354446613
325,325,325,325,11-21,10.04400922866313,-0.6159162861303011,0.29431198851732887
326,326,326,326,11-22,9.96407964450299,-0.6845001845626718,0.5329484322855841
327,327,327,327,11-23,11.652042547404955,0.7638631155427853,0.20173289474078526
328,328,328,328,11-24,11.49199755515831,0.6265358717169961,-0.02317333557442632
329,329,329,329,11-25,10.412693863130226,-0.29956496528261195,0.14579483010521227
330,330,330,330,11-26,10.844027329102143,0.07054243526924515,0.3338509843258121
331,331,331,331,11-27,11.22553044817148,0.3978927079475304,0.34082341923483245
332,332,332,332,11-28,11.27907490279352,0.4438367407609274,0.43524981961086656
333,333,333,333,11-29,11.700797765664635,0.8056977249969074,0.589232863897126
334,334,334,334,11-30,12.15228048642718,1.193094273973201,0.6002381636311501
335,335,335,335,12-01,11.489430617281034,0.6243333004349447,0.8000076573719827
336,336,336,336,12-02,10.920982624855624,0.13657423367338953,0.675156587480828
337,337,337,337,12-03,12.622432017859747,1.596509670392526,0.34201531360769577
338,338,338,338,12-04,10.40604543146456,-0.3052696785860004,0.012452558877348677
339,339,339,339,12-05,9.371285087392241,-1.193149918241886,-0.08558599486772474
340,340,340,340,12-06,9.847790843024168,-0.7842822544088816,-0.22782952819350147
341,341,341,341,12-07,10.80388946156218,0.03610197796450424,-0.5807553215212109
342,342,342,342,12-08,9.926335187652006,-0.7168869662812709,-0.7317393508316887
343,343,343,343,12-09,10.15457476172362,-0.5210450895737306,-0.5487040234956372
344,344,344,344,12-10,9.350279490468152,-1.2111738544488675,-0.6162468848010123
345,345,345,345,12-11,10.651171877293413,-0.09493795422557642,-0.6014714849575442
346,346,346,346,12-12,9.375492859924108,-1.1895394222411324,-0.39263457461749934
347,347,347,347,12-13,10.90720743493047,0.12475437702531293,-0.164305288233344
348,348,348,348,12-14,11.38664127543396,0.5361344957589981,0.0015346888986170388
349,349,349,349,12-15,11.751182594997791,0.8489306287312015,0.2024945032722065
350,350,350,350,12-16,10.509926641965896,-0.2161339916571012,0.42535635531771804
351,351,351,351,12-17,12.056396843758604,1.1108209320159603,0.5739559595048079
352,352,352,352,12-18,10.93386929226312,0.14763169003193685,0.3967209844097371
353,353,353,353,12-19,11.946300123493321,1.0163520021478518,0.17809829398211122
354,354,354,354,12-20,10.147313837205783,-0.5272753548114268,0.2484687320804577
355,355,355,355,12-21,10.222448784298845,-0.4628055138345537,0.048549317613061214
356,356,356,356,12-22,11.001996645240569,0.2060886369329776,-0.12914152176050928
357,357,357,357,12-23,10.658446943345037,-0.08869555478841852,-0.42331853137371667
358,358,358,358,12-24,9.691354192524289,-0.918513346209486,-0.3558171684249063
