,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,mystery,mystery_norm,mystery_ravg
0,0,0,0,01-01,,,
1,1,1,1,01-02,10.094979437801397,-0.5721810949198499,
2,2,2,2,01-03,10.082364397296706,-0.5830054807312482,
3,3,3,3,01-04,9.256081660727864,-1.2920006779002964,
4,4,4,4,01-05,8.317179848036657,-2.097629122439286,-1.5504197056783227
5,5,5,5,01-06,8.17069340792913,-2.223322396533213,-1.7591936131016261
6,6,6,6,01-07,7.808178846569426,-2.5343794615460435,-2.136987470634779
7,7,7,7,01-08,8.635113902136,-1.8248245394596707,-2.1417859049337085
8,8,8,8,01-09,7.4406155360251125,-2.849768625930165,-1.9616706393225332
9,9,9,9,01-10,9.22252828739391,-1.3207912836938736,-1.5368894569206566
10,10,10,10,01-11,9.576647910680311,-1.0169375287722344,-1.2606958665434396
11,11,11,11,01-12,11.141004286531182,0.3253646978780449,-1.0584964964280195
12,12,12,12,01-13,9.73948103245925,-0.8772179192827398,-0.875797347232283
13,13,13,13,01-14,10.049006545177106,-0.6116283187671503,-0.5732920501208528
14,14,14,14,01-15,8.718151577755942,-1.7535737307557475,-0.4448087158120468
15,15,15,15,01-16,11.337816845526747,0.4942404989747074,-0.39691320661476936
16,16,16,16,01-17,10.475076234314132,-0.2460375229193979,-0.033840322280782376
17,17,17,17,01-18,11.475916843628086,0.6127377530617092,-0.10019389011850448
18,18,18,18,01-19,12.27829250231946,1.301219386721182,0.029462440332597557
19,19,19,19,01-20,9.58502477633316,-1.0097497257934829,-0.06583132690066458
20,20,20,20,01-21,9.62478215550639,-0.9756357480491352,-0.28607128729793946
21,21,21,21,01-22,10.671468793394485,-0.07752210442486539,-0.6408953599710704
22,22,22,22,01-23,8.935033554994117,-1.567477285303047,-0.3157914890891752
23,23,23,23,01-24,8.994785741982959,-1.5162066829770766,-0.41927078354958774
24,24,24,24,01-25,14.551603101663618,3.2518426120125534,-0.6637880524960577
25,25,25,25,01-26,8.861438876628599,-1.6306254925559582,-0.9697125465656291
26,26,26,26,01-27,7.914978769558296,-2.4427393617279543,-0.6817203971209705
27,27,27,27,01-28,8.53227127144309,-1.913069068842294,-0.4908559643766537
28,28,28,28,01-29,10.948837955675303,0.16047561136490446,-1.2248254180185392
29,29,29,29,01-30,10.329418076007343,-0.3710200865111756,-1.0313381075756485
30,30,30,30,01-31,9.419272520570377,-1.1519741098387588,-0.8071706912643265
31,31,31,31,02-01,10.21441185869503,-0.4697016298986141,-0.4709308390726014
32,32,32,32,02-02,9.48248444749977,-1.0977348638600233,-0.5510208031059557
33,33,33,33,02-03,10.883450966215312,0.1043700443080574,-0.5878301611513975
34,34,34,34,02-04,10.388803516084582,-0.3200641728352216,-0.5451976689699225
35,35,35,35,02-05,10.07202617362007,-0.5918762347838269,-0.4140889094314913
36,36,36,36,02-06,9.717383078558203,-0.8961791567499078,-0.18761824235711885
37,37,37,37,02-07,11.13119864415246,0.3169509273319732,-0.3100175008170188
38,38,38,38,02-08,11.0660957607214,0.26108913858621136,-0.34643480385800474
39,39,39,39,02-09,10.027565950592598,-0.6300255064513424,-0.030361268056864565
40,40,40,40,02-10,10.134153084583943,-0.5385679910811374,-0.039484115337018864
41,41,41,41,02-11,12.282191549872847,1.3045649800230141,-0.24913158326971574
42,42,42,42,02-12,9.653590957714137,-0.9509162404308336,-0.12405185319193783
43,43,43,43,02-13,9.665224678095923,-0.940933880264208,-0.0908739666519889
44,44,44,44,02-14,11.940724153725727,1.0115675190528788,-0.1724138934836665
45,45,45,45,02-15,10.259564545166404,-0.4309581872116488,-0.6527286192079554
46,46,46,46,02-16,9.563979682977356,-1.0278075520712031,-0.725858339277938
47,47,47,47,02-17,8.923558648799885,-1.5773233743227202,-0.6216744707718557
48,48,48,48,02-18,9.14222649037884,-1.3896945608507292,-0.6871813818818074
49,49,49,49,02-19,10.393737359021817,-0.3158306692277141,-0.6861370492354336
50,50,50,50,02-20,11.482662688777351,0.6185260523931679,-0.38374812347284487
51,51,51,51,02-21,10.266867111167242,-0.424692191333405,-0.08993131497440927
52,52,52,52,02-22,11.678454506656456,0.7865260025043294,0.1567385636627108
53,53,53,53,02-23,10.978092368171122,0.1855774766678936,0.3192754378926402
54,54,54,54,02-24,10.867082143815265,0.09032471097199142,0.3820042243291219
55,55,55,55,02-25,11.53028734216674,0.6593905761518624,0.6399627889918962
56,56,56,56,02-26,11.921297930810056,0.9948987710120578,0.7265358940076229
57,57,57,57,02-27,12.07065965798846,1.1230591966432408,0.7290137083558367
58,58,58,58,02-28,12.283822743941707,1.3059646325986898,0.6364188280487081
59,59,59,59,02-29,10.995418651016422,0.2004443627571766,0.3589604464453558
60,60,60,60,03-01,10.219606239341433,-0.4652445708707803,-0.14921209290006288
61,61,61,61,03-02,9.590141018886207,-1.005359713468251,-0.47866378068063
62,62,62,62,03-03,8.367867401497,-2.0541364650604543,-0.6663077026240053
63,63,63,63,03-04,9.766946657673355,-0.8536509300401616,-0.8006186740586217
64,64,64,64,03-05,10.97171004746954,0.18010110093843815,-0.7512897521827556
65,65,65,65,03-06,10.056240184324324,-0.6054214658505224,-0.8624041405773335
66,66,66,66,03-07,10.564542030633088,-0.16927103961558407,-0.6534471055007359
67,67,67,67,03-08,8.813166213289994,-1.672046043835718,-0.7511919057188384
68,68,68,68,03-09,9.829013469547744,-0.8003942546008694,-0.7769100637636028
69,69,69,69,03-10,9.083459593173552,-1.4401197313487757,-0.631784877857751
70,70,70,70,03-11,10.791874104205704,0.025792152669852155,-0.9015319979504447
71,71,71,71,03-12,11.071037770266994,0.2653296495845893,-0.7297673234701092
72,72,72,72,03-13,8.678317220126125,-1.7877537601717466,-0.49674544716031427
73,73,73,73,03-14,10.014242207955402,-0.6414579969537052,-0.34506452753238515
74,74,74,74,03-15,11.458434552283983,0.5977370032579002,-0.4313691306504444
75,75,75,75,03-16,10.14409858640691,-0.5300342135812007,-0.8101372179799822
76,76,76,76,03-17,10.188383384429713,-0.4920354660385034,-0.44949338844340697
77,77,77,77,03-18,8.422476541870054,-2.0072788743926377,-0.34652380114164066
78,78,78,78,03-19,11.200143361566944,0.37610921704770495,-0.4429161558809341
79,79,79,79,03-20,10.734263946202363,-0.02364047314310746,-0.23926051976288773
80,80,80,80,03-21,10.784404553409612,0.019382874822139524,-0.05619501635064292
81,81,81,81,03-22,11.568174267042293,0.6918996031270777,0.5264266145861761
82,82,82,82,03-23,11.468481182565483,0.6063575544349654,0.2399835563555035
83,83,83,83,03-24,12.4964973322808,1.4884509112282769,0.3335433676630253
84,84,84,84,03-25,9.197171084989824,-1.342549132336331,0.19627791627763613
85,85,85,85,03-26,11.388487195347546,0.5377183947020235,0.15544278573523607
86,86,86,86,03-27,9.82456668770937,-0.8042098334901953,0.015208711847430187
87,87,87,87,03-28,11.28263188074027,0.4468888198726772,-0.19625814379919496
88,88,88,88,03-29,10.487885025117166,-0.2350468888918699,0.014096849698918964
89,89,89,89,03-30,11.017801175734279,0.2196497773485261,-0.06772156418794216
90,90,90,90,03-31,10.668092470967283,-0.0804191713476475,-0.17945543253415294
91,91,91,91,04-01,10.816366454348742,0.04680791138085685,-0.30262486048483067
92,92,92,92,04-02,9.04326012704574,-1.4746130435674598,-0.34668928802199694
93,93,93,93,04-03,10.421361403351359,-0.29212774783138923,-0.4424668454144404
94,94,94,94,04-04,10.179761563213928,-0.4994334541148674,-0.4783524810183151
95,95,95,95,04-05,10.34807018849964,-0.3550155670061348,-0.7439716201859525
96,96,96,96,04-06,10.417159759642763,-0.295732984970896,-0.4305462064837169
97,97,97,97,04-07,8.959006827038051,-1.5469069236249668,-0.6591930774822404
98,98,98,98,04-08,11.234908332095763,0.405939438645954,-0.6192232226619744
99,99,99,99,04-09,8.822532838382815,-1.66400897382253,-0.6753931018862241
100,100,100,100,04-10,10.459253451054806,-0.2596143251932712,-0.7953519261746304
101,101,101,101,04-11,9.955298544600153,-0.6920348423516336,-0.5883474421072755
102,102,102,102,04-12,9.578339643475132,-1.0154859307013324,-0.7394152017572475
103,103,103,103,04-13,10.406499551334287,-0.304880019220838,-0.34279045617771314
104,104,104,104,04-14,10.178556901090447,-0.5004671192538773,-0.319600225885268
105,105,105,105,04-15,11.595957946002311,0.7157394996546762,-0.27827081424032923
106,106,106,106,04-16,10.621412690137504,-0.1204729434385999,-0.05090059155567317
107,107,107,107,04-17,10.24429722462888,-0.4440583724820013,-0.11217572553915951
108,108,108,108,04-18,11.16824115957257,0.34873540540660386,0.02499007362416659
109,109,109,109,04-19,9.978029071474953,-0.6725308231217562,-0.05589819107433863
110,110,110,110,04-20,11.137697941951144,0.3225276757260793,0.01173714288806812
111,111,111,111,04-21,11.03034133552378,0.23040991146364484,0.002304024022924289
112,112,112,112,04-22,11.094357294487596,0.2853390603358406,-0.013757045874716786
113,113,113,113,04-23,10.17833550893834,-0.5006570856728643,0.27579710949594954
114,114,114,114,04-24,11.055933052209618,0.2523689860207574,0.22523278612677614
115,115,115,115,04-25,12.002755903249314,1.0647941091022417,0.25160617856285
116,116,116,116,04-26,10.784123522944713,0.019141735511038968,0.20540166848227395
117,117,117,117,04-27,11.214759049170047,0.3886502660800881,0.2975065122610718
118,118,118,118,04-28,10.771269162012434,0.008111999852384146,0.35722393985753315
119,119,119,119,04-29,10.822384800155008,0.0519719769999227,0.2249704612765768
120,120,120,120,04-30,11.473511165790189,0.6106735515995253,0.13586166767125712
121,121,121,121,05-01,11.077964593189995,0.2712732376165036,0.04123290892335737
122,122,122,122,05-02,10.161024313303695,-0.5155110261208791,0.16851201563070736
123,123,123,123,05-03,10.553061113427743,-0.17912228640731045,0.15604256681856
124,124,124,124,05-04,11.661276843458927,0.771786640096484,0.08053097279815034
125,125,125,125,05-05,10.73519134387367,-0.022844715872961475,-0.012062413313701939
126,126,126,126,05-06,10.945491285269195,0.1576039874770675,0.08139516493529268
127,127,127,127,05-07,10.430499136976744,-0.28428707905461004,0.042210299376483094
128,128,128,128,05-08,10.814532690937435,0.0452344433730886,0.034661871993707995
129,129,129,129,05-09,10.279058315592467,-0.414231479760168,-0.02421310416789241
130,130,130,130,05-10,11.60849395923459,0.7264960757998334,0.12762802861292608
131,131,131,131,05-11,10.323504128396241,-0.3760945728425639,0.2666588934749419
132,132,132,132,05-12,12.007250579708536,1.0686507841619783,0.12906872527410682
133,133,133,133,05-13,11.40268177469632,0.5498981101174855,0.4499072531570249
134,134,134,134,05-14,9.852424221148917,-0.7803065658319221,0.3887595353115956
135,135,135,135,05-15,12.522543218235107,1.5107996875373404,0.7606246000206464
136,136,136,136,05-16,11.180914445257594,0.3596097687272583,0.8376035635083774
137,137,137,137,05-17,12.923795508611743,1.85509581541174,0.787866318011493
138,138,138,138,05-18,12.545531139544625,1.530524565088365,0.9957508576520709
139,139,139,139,05-19,11.054890753126712,0.2514746371361792,0.9681604242276172
140,140,140,140,05-20,11.306070793005302,0.4670006720115453,1.0567295006654869
141,141,141,141,05-21,12.329615263934937,1.3452570869906175,0.8992255042523905
142,142,142,142,05-22,11.800239646443766,0.8910242273544768,0.7793394774056445
143,143,143,143,05-23,11.822438260807605,0.9100718369331608,1.0174670952541987
144,144,144,144,05-24,11.707220064365284,0.8112084040078891,0.8223169957578927
145,145,145,145,05-25,12.720014075661226,1.6802403442275045,0.612288587509436
146,146,146,146,05-26,9.941470647074754,-0.7038999249662898,0.6520823451113608
147,147,147,147,05-27,10.860977547197166,0.08508663749987752,0.775349388646395
148,148,148,148,05-28,12.078500162686748,1.1297867729660258,0.8400215987935086
149,149,149,149,05-29,12.684391321710446,1.6496740981433662,0.4045897030261303
150,150,150,150,05-30,12.159444826905425,1.1992416648905704,0.8490568613191832
151,151,151,151,05-31,9.67522737024514,-0.9323510303767648,0.8640700578391463
152,152,152,152,06-01,13.049437031070964,1.962903024792028,0.7508907198904201
153,153,153,153,06-02,10.965958329758402,0.17516581661965508,0.6983839793719323
154,154,154,154,06-03,11.287086058979984,0.4507107452736686,0.6919843477129405
155,155,155,155,06-04,12.317234420644033,1.3346336550324396,1.0478079075102273
156,156,156,156,06-05,12.11469497374982,1.1608438749366194,0.6975243409428042
157,157,157,157,06-06,12.163347452572308,1.2025903284069552,0.8526373948905913
158,158,158,158,06-07,10.60005572258731,-0.1387983746125101,0.6944101693222294
159,159,159,159,06-08,12.050596752178931,1.1058441403063777,0.4370678721037023
160,160,160,160,06-09,10.180671582850758,-0.4986526081365026,0.5304652108729073
161,161,161,161,06-10,10.517751165217092,-0.20942012827872286,0.6400195335211948
162,162,162,162,06-11,12.76778212278504,1.7212279075518495,0.7193006060423769
163,163,163,163,06-12,12.929413393912014,1.85991626429668,0.7517024469130428
164,164,164,164,06-13,11.154433934082832,0.3368880605145819,0.8524914989932003
165,165,165,165,06-14,12.277168795414633,1.3002551855303726,0.9300553101438989
166,166,166,166,06-15,10.885445782463133,0.10608170434444272,0.7803218056469744
167,167,167,167,06-16,11.060121311521714,0.2559627386254688,0.6701842425180643
168,168,168,168,06-17,11.720760560333504,0.8228268805703031,0.6715100458813662
169,169,169,169,06-18,12.159269104434006,1.1990908855232196,0.7567611374242701
170,170,170,170,06-19,11.163704702930536,0.3448428806943924,0.7966519635440682
171,171,171,171,06-20,12.873292764915288,1.811761734787796,0.9638522960414845
172,172,172,172,06-21,11.164385056821008,0.3454266610632316,0.9554334377349166
173,173,173,173,06-22,12.229280839057227,1.2591647336099665,0.9329295924984343
174,174,174,174,06-23,11.661891129555025,0.7723137307308957,1.054504767216759
175,175,175,175,06-24,12.00190945884344,1.0640678141043252,1.03608465194796
176,176,176,176,06-25,12.013827257776056,1.0742939290043398,1.1901691745706322
177,177,177,177,06-26,12.744488874736712,1.7012410431750031,0.8860888570445778
178,178,178,178,06-27,12.241831405038305,1.2699337967992648,0.9669191749512254
179,179,179,179,06-28,10.102978845147586,-0.5653171715463594,0.9551978254001425
180,180,180,180,06-29,12.227102543209012,1.2572956381707812,0.8885249623110161
181,181,181,181,06-30,11.919947136768307,0.993739716797828,0.6047490150131613
182,182,182,182,07-01,11.547612795493649,0.6742567504695813,0.22417532352160677
183,183,183,183,07-02,10.760166550055747,-0.0014146406121259946,0.36209039884991406
184,184,184,184,07-03,9.580644368561632,-1.013508352150062,0.091597739718558
185,185,185,185,07-04,11.067359249793977,0.2621732804234844,0.10885159024814156
186,186,186,186,07-05,10.335664501022533,-0.3656603166173553,-0.09072418119202859
187,187,187,187,07-06,12.04059584261731,1.0972628199753294,-0.24075923077752615
188,188,188,188,07-07,10.1520658419723,-0.5231978781714396,0.04289570222881508
189,189,189,189,07-08,9.711036413368618,-0.9016249381251114,0.23110695594305342
190,190,190,190,07-09,11.564120492701145,0.6884212458879853,0.4166578341557175
191,191,191,191,07-10,12.383439051685555,1.3914408027089145,0.23148651583648186
192,192,192,192,07-11,11.633141448972205,0.7476449526586288,0.4933769497733151
193,193,193,193,07-12,10.745772992653231,-0.01376508994008449,0.7942475325377053
194,194,194,194,07-13,11.983352248130558,1.0481447254495595,0.4625383630697195
195,195,195,195,07-14,11.814894121902693,0.9035985584612292,0.14337968994726194
196,196,196,196,07-15,9.2446219004338,-1.3018337709199288,0.07576603031210209
197,197,197,197,07-16,10.151700646006963,-0.5235112360258309,0.2672445137909641
198,198,198,198,07-17,11.160348403807582,0.3419629948476697,0.044019554347904166
199,199,199,199,07-18,12.08469911758078,1.1351058109330876,-0.10212716879282836
200,200,200,200,07-19,10.42243676298572,-0.29120503120880004,0.29379819331473706
201,201,201,201,07-20,10.79295336840136,0.026718219616833967,0.2974187948762948
202,202,202,202,07-21,12.01315652226634,1.0737184017254635,0.2737537169294504
203,203,203,203,07-22,10.177017945009164,-0.5017876266564841,-0.03410227216806716
204,204,204,204,07-23,10.994868760686352,0.1999725271666031,0.14812680376250048
205,205,205,205,07-24,9.931995487234863,-0.7120301236520177,0.03808679204989738
206,206,206,206,07-25,11.696685785914598,0.8021694243746058,-0.12507080272554613
207,207,207,207,07-26,10.023491213737897,-0.6335218506587846,-0.15036380227983162
208,208,208,208,07-27,10.87226610911817,0.09477283307280253,-0.03380732054446558
209,209,209,209,07-28,10.000154950975935,-0.6535456239821971,0.10582869937974493
210,210,210,210,07-29,11.80989776859235,0.8993114175787993,-0.10759597764406442
211,211,211,211,07-30,10.90840971227268,0.12578599589324538,-0.13785810619679612
212,212,212,212,07-31,10.204299432212624,-0.4783786377682503,-0.06392469213827963
213,213,213,213,08-01,9.811881252247671,-0.8150946219751748,-0.003379654795000316
214,214,214,214,08-02,11.389250460516383,0.5383733174239015,-0.3416434376462474
215,215,215,215,08-03,10.423520181161605,-0.2902753999225212,-0.30725011260314666
216,216,216,216,08-04,9.444565603078557,-1.1302712795286831,-0.1963439738369915
217,217,217,217,08-05,11.148907342015065,0.3321459461518499,-0.07901677246564992
218,218,218,218,08-06,10.97981803832921,0.18705819482868044,-0.10538673856131153
219,219,219,219,08-07,10.632299568847023,-0.11113141374712536,-0.25146601987993455
220,220,220,220,08-08,11.20485670578502,0.38015352084993176,-0.13913249067110953
221,221,221,221,08-09,9.402051019120023,-1.1667510878342593,-0.19969436313862943
222,222,222,222,08-10,10.23006533250174,-0.456270104275733,-0.3300097265596562
223,223,223,223,08-11,10.725424391095178,-0.03122528865326969,-0.2399168241555322
224,224,224,224,08-12,10.068579128380863,-0.5948339856974802,-0.14991851862326885
225,225,225,225,08-13,11.262280225199705,0.4294260006776187,0.02652510021978886
226,226,226,226,08-14,11.834175887173155,0.920143354043512,0.1462324557052469
227,227,227,227,08-15,10.635844845734537,-0.10808937477591317,-0.06785355192187109
228,228,228,228,08-16,11.067127036216156,0.2619740286370153,-0.2864125277833472
229,229,229,229,08-17,9.22841363883992,-1.3157413344159776,-0.5474636746772965
230,230,230,230,08-18,8.54029084605464,-1.9061878408663369,-0.7197633368109001
231,231,231,231,08-19,9.436862589921672,-1.1368808806860773,-0.42392060676764615
232,232,232,232,08-20,10.629358955497699,-0.11365461875811,-0.49255869657697615
233,233,233,233,08-21,12.704544957246174,1.666967005483611,-0.10143974820098241
234,234,234,234,08-22,10.587170594421062,-0.14985451021896468,0.4525602087689964
235,235,235,235,08-23,11.963339090621133,1.0309723558399848,0.8165702220836786
236,236,236,236,08-24,12.414172663578693,1.4178119009535357,0.8929481007539438
237,237,237,237,08-25,11.982226996967736,1.0471791992020154,0.8809054215469576
238,238,238,238,08-26,11.163436389474526,0.3446126532634809,0.6884648932280971
239,239,239,239,08-27,12.620335716022813,1.5947109302416944,0.44500062196721696
240,240,240,240,08-28,9.2415173064921,-1.3044976801321275,0.25816080374480976
241,241,241,241,08-29,10.260898861541158,-0.4298132717252964,0.022531736940210267
242,242,242,242,08-30,11.107682716250943,0.2967729916190925,0.0963949480205707
243,243,243,243,08-31,10.334574960012864,-0.3665952016255815,-0.18079546271027525
244,244,244,244,09-01,11.679929841844338,0.7877919197456436,-0.3528519291905779
245,245,245,245,09-02,10.682063197022533,-0.06843153414338125,-0.23392372577504172
246,246,246,246,09-03,8.038400936716641,-2.3368364790139435,0.017889704215011265
247,247,247,247,09-04,11.092512292202873,0.2837559487679209,0.49379301086976507
248,248,248,248,09-05,12.868504997144539,1.8076535715594104,0.4884448167775046
249,249,249,249,09-06,13.662360717673721,2.4888246383029418,0.8359630388005627
250,250,250,250,09-07,11.642532236321195,0.7557027551920805,1.3547829224906591
251,251,251,251,09-08,13.112107648499565,2.0166777979949666,1.3658917098390597
252,252,252,252,09-09,11.666283734739896,0.7760828231266359,1.5721469448261878
253,253,253,253,09-10,11.170191232033622,0.3504086728583232,1.2694192493346188
254,254,254,254,09-11,14.310758547047042,3.0451849814821785,0.7924750354300633
255,255,255,255,09-12,11.545517023966903,0.6724584653535279,0.43959666348183396
256,256,256,256,09-13,8.307467864974537,-2.1059625282352528,0.41889570477410626
257,257,257,257,09-14,10.644581989536716,-0.10059243369440947,0.33063372996625945
258,258,258,258,09-15,11.521530893996394,0.65187707088027,-0.1612552154670878
259,259,259,259,09-16,10.553013459571428,-0.1791631759887576,-0.29324018533200963
260,260,260,260,09-17,10.871192139177117,0.09385130888209504,0.18511842966352998
261,261,261,261,09-18,10.622603279094742,-0.11945135383600285,0.4865965764911078
262,262,262,262,09-19,11.652422530715835,0.7641891617379849,0.522958426383895
263,263,263,263,09-20,12.752688130489881,1.7082764472710579,0.6959955039979703
264,264,264,264,09-21,11.775793565642848,0.8700481702369925,0.6780769907798668
265,265,265,265,09-22,11.76298681840147,0.8590592896956942,0.610804367379766
266,266,266,266,09-23,10.74589573494574,-0.013659770426525728,0.23692950217812983
267,267,267,267,09-24,10.152194952653453,-0.5230870942366082,-0.35777247229663556
268,268,268,268,09-25,9.038077485897787,-1.479060029471832,-0.5649612141906127
269,269,269,269,09-26,8.594194728497992,-1.8599353995775345,-0.854865609015397
