,unnamed: 0,unnamed: 0,mth_day,disney,disney_norm,disney_ravg,Disney_ravg
107,107,107,04-17,1.7296004291404412,0.4482928763457968,-0.35985569342432616,-0.35985569342432616
108,108,108,04-18,1.7273696579493774,0.4427494639974052,-0.09067516676678243,-0.09067516676678244
109,109,109,04-19,1.2318239475771673,-0.7886696170244117,0.18218870158551267,0.18218870158551267
110,110,110,04-20,1.8677001901138928,0.7914674355999327,0.23034722267826602,0.230347222678266
111,111,111,04-21,1.9003812781440668,0.8726791473483436,0.2970809076679501,0.29708090766795014
112,112,112,04-22,1.3944950095741813,-0.38443597019746995,0.455426849312851,0.455426849312851
113,113,113,04-23,1.890729610149368,0.8486949862839019,0.6460266576084729,0.6460266576084729
114,114,114,04-24,2.109697591694893,1.3928251138668102,0.3570862221000157,0.35708622210001567
115,115,115,04-25,1.6920291800003326,0.3549292327493195,0.2890528451345717,0.2890528451345717
116,116,116,04-26,1.1700504838068455,-0.9421751774508104,0.6565806523708742,0.6565806523708742
117,117,117,04-27,1.736113977253848,0.4644788855556798,0.7566956815491827,0.7566956815491827
118,118,118,04-28,2.2818947476097207,1.8207308732203449,0.8738184202540089,0.8738184202540089
119,119,119,04-29,2.132458396154205,1.4493851613537532,0.8509930322639203,0.8509930322639203
120,120,120,04-30,2.392491670396652,2.095561546095768,1.2397125919804866,1.2397125919804866
121,121,121,05-01,1.6369170417507741,0.2179769048087877,1.3374880948080394,1.3374880948080394
122,122,122,05-02,2.1086179300517647,1.3901421808485876,1.0519874021083675,1.0519874021083675
123,123,123,05-03,1.9721939523934628,1.0511319025209966,1.3691790311009349,1.3691790311009349
124,124,124,05-04,1.59255033632342,0.10772671702231296,1.5675517220611968,1.5675517220611968
125,125,125,05-05,2.898320904876151,3.3525349353091567,1.6352733600194302,1.6352733600194302
126,126,126,05-06,2.8714646093839846,3.2857976918573404,1.6161384472543876,1.6161384472543876
127,127,127,05-07,1.800431645544645,0.6243067325581892,1.934615812437536,1.9346158124375357
128,128,128,05-08,2.062416482866805,1.27533270425833,2.030792607108823,2.030792607108823
129,129,129,05-09,2.74116088460729,2.9619960936198835,1.3792183908098141,1.379218390809814
130,130,130,05-10,1.8247702138836623,0.6847874850500395,0.9350633506836434,0.9350633506836434
131,131,131,05-11,1.3250881386199256,-0.5569103624848992,0.6085426604872138,0.6085426604872138
132,132,132,05-12,1.7990476153639554,0.6208674511003172,0.3454511706149023,0.3454511706149023
133,133,133,05-13,1.012044020884731,-1.3348174086203888,-0.09459632357048446,-0.09459632357048446
134,134,134,05-14,1.4271793263978227,-0.3032162349755392,-0.2292208378011191,-0.2292208378011191
135,135,135,05-15,1.6786616032611124,0.3217111285075631,-0.10983685332038412,-0.10983685332038413
136,136,136,05-16,1.4997179149575672,-0.12295960033376832,-0.07342116185901297,-0.07342116185901298
137,137,137,05-17,1.613342018919459,0.15939354439951045,-0.06384386089501774,-0.06384386089501774
138,138,138,05-18,1.8869736836149669,0.8393615998685441,0.14902602049061678,0.14902602049061678
139,139,139,05-19,1.035168514322237,-1.2773536028364174,0.0880890960217914,0.0880890960217914
140,140,140,05-20,1.9411558834310008,0.974003053338268,0.3049711986091525,0.3049711986091525
141,141,141,05-21,1.5315287612131656,-0.043910418305389234,0.5325307208911549,0.5325307208911549
142,142,142,05-22,2.0233820220842373,1.1783330151903983,0.4776680129347418,0.47766801293474176
143,143,143,05-23,2.162786867675369,1.5247506780915252,0.9409969857651704,0.9409969857651704
144,144,144,05-24,1.7545071009241526,0.5101853521300649,0.903048432535202,0.9030484325352021
145,145,145,05-25,2.1538811695789413,1.5026202341461552,0.9793851404621372,0.9793851404621371
146,146,146,05-26,1.8495287043929536,0.7463117339584577,0.6542225374359835,0.6542225374359835
147,147,147,05-27,1.715844541633294,0.4141098292562205,0.23053689019486034,0.23053689019486034
148,148,148,05-28,1.2382735131140854,-0.7726426029665234,0.18140925471645614,0.18140925471645616
149,149,149,05-29,1.1397934370600502,-1.0173632053552135,-0.10183511789843944,-0.10183511789843945
150,150,150,05-30,1.6358879107690758,0.2154195392596396,-0.2595362370541495,-0.25953623705414947
151,151,151,05-31,1.4699846667576115,-0.1968460015432184,-0.032066589068257594,-0.032066589068257594
152,152,152,06-01,1.4687577012979107,-0.19989498097580224,0.28473566773176684,0.28473566773176684
153,153,153,06-02,2.2650723879603962,1.7789277171715716,0.8193581656675336,0.8193581656675336
154,154,154,06-03,2.003195878600996,1.128170937833623,1.1023012354550457,1.1023012354550457
155,155,155,06-04,2.430645055019596,2.190371782259387,1.2928112331202517,1.2928112331202515
156,156,156,06-05,2.3190569147595004,1.913077957984712,1.4916655199547406,1.4916655199547406
157,157,157,06-06,1.9299730504734551,0.9462139844480166,1.2390471617488743,1.2390471617488743
158,158,158,06-07,1.9488934585651487,0.9932307400311324,1.0426684583197965,1.0426684583197965
159,159,159,06-08,1.6551227175379863,0.26321756793637485,1.0911857216039254,1.0911857216039254
160,160,160,06-09,1.529037443381758,-0.0501012827408436,0.8476236617882135,0.8476236617882135
161,161,161,06-10,2.547790495121916,2.48147536196416,0.9233804445476812,0.9233804445476812
162,162,162,06-11,1.730973771605944,0.45170559909044,1.0244580835719763,1.0244580835719763
163,163,163,06-12,2.112888595505789,1.4007546810048233,0.9673905787469024,0.9673905787469023
164,164,164,06-13,2.192946476120199,1.5996965741769027,1.1595408252035624,1.1595408252035624
165,165,165,06-14,1.5173326297268823,-0.07918746101406969,0.6393525004346825,0.6393525004346825
166,166,166,06-15,1.9929862249755064,1.1028001959991174,0.6597360690224456,0.6597360690224456
167,167,167,06-16,1.2917903393779069,-0.6396545866491194,0.4875274151651527,0.4875274151651527
168,168,168,06-17,1.7801901113464105,0.574007010617019,0.12051675458679838,0.12051675458679838
169,169,169,06-18,1.6970889980017014,0.3675027578610659,0.17303945786601668,0.17303945786601668
170,170,170,06-19,1.3067953941040231,-0.6023673892932232,0.583349042548423,0.583349042548423
171,171,171,06-20,1.6441492466282794,0.2359487586612401,0.6068259979275119,0.6068259979275119
172,172,172,06-21,2.983683012515542,3.5646577040935554,0.8732391181456255,0.8732391181456255
173,173,173,06-22,1.3484756939091374,-0.4987928543745856,1.125881341533119,1.125881341533119
174,174,174,06-23,2.4234473790578064,2.1724857319257,1.2912441244616908,1.2912441244616908
175,175,175,06-24,2.307096291154984,1.8833560981860271,1.5945160418278252,1.5945160418278252
176,176,176,06-25,1.706065564584739,0.38980930827820587,1.1612571929294022,1.161257192929402
177,177,177,06-26,2.3764024659097536,2.055580262858048,1.625707481010789,1.625707481010789
178,178,178,06-27,1.9375749862816456,0.9651046107030156,1.4666666521708993,1.4666666521708993
179,179,179,06-28,2.4698957765777654,2.287908874113738,1.3404608202278878,1.3404608202278878
180,180,180,06-29,2.0394416329055653,1.2182407588863609,1.5265103258975732,1.5265103258975732
181,181,181,06-30,2.0023709887432988,1.1261211065279593,1.3917334091764024,1.3917334091764022
182,182,182,07-01,2.1552840436827543,1.5061063422963177,1.3595759552048492,1.3595759552048488
183,183,183,07-02,2.050982189574833,1.246918762531022,1.0481390716671954,1.048139071667195
184,184,184,07-03,1.8599304770271423,0.7721598868736946,0.7996217951314005,0.7996217951314003
185,185,185,07-04,1.7179281610002404,0.4192875728878166,0.8041620004254089,0.8041620004254085
186,186,186,07-05,1.439394067107701,-0.2728629003284079,0.8945226454324843,0.894522645432484
187,187,187,07-06,2.013333361954804,1.1533623382920093,0.8779482135764362,0.8779482135764359
188,188,188,07-07,2.373460766992415,2.04827021233877,0.7717583227218804,0.77175832272188
189,189,189,07-08,2.010963050349027,1.1474721713947331,0.8679270359561652,0.8679270359561649
190,190,190,07-09,1.6035338739103389,0.13502054174635966,0.9993253717635217,0.9993253717635212
191,191,191,07-10,1.9501285258462395,0.9962998522935264,0.9925997875324204,0.99259978753242
192,192,192,07-11,1.756656724457554,0.51552711451573,0.691506631338326,0.6915066313383257
193,193,193,07-12,1.9970943684220568,1.1130088329054018,0.4225213920809801,0.42252139208097983
194,194,194,07-13,1.6464681893691857,0.241711275174205,0.2357258772305347,0.2357258772305344
195,195,195,07-14,1.3614953742911855,-0.4664392641493424,-0.04157197658993983,-0.04157197658994013
196,196,196,07-15,1.152514147835784,-0.9857525473563128,-0.4096021908419511,-0.4096021908419514
197,197,197,07-16,1.2805899549051492,-0.6674872706293208,-0.551116999497956,-0.5511169994979562
198,198,198,07-17,0.8680439194231397,-1.6926541709963374,-0.6821508550619696,-0.6821508550619698
199,199,199,07-18,1.6554053814748833,0.26391998096937264,-0.6559325064389109,-0.6559325064389111
200,200,200,07-19,1.3300855733824437,-0.5444918582098763,-0.5664507485993671,-0.5664507485993672
201,201,201,07-20,1.4247998515082465,-0.30912917241098964,-0.4535759004303735,-0.4535759004303738
202,202,202,07-21,1.3685687888788132,-0.44886200031904894,-0.06026957965004982,-0.06026957965005012
203,203,203,07-22,1.5531274574391132,0.009761818384639612,-0.21997697165730765,-0.21997697165730792
204,204,204,07-23,1.817686148272992,0.6671837536856046,-0.2408326076547149,-0.24083260765471526
205,205,205,07-24,1.2697902115771182,-0.6943243710741743,-0.28895302015181706,-0.2889530201518174
206,206,206,07-25,1.2797294219395556,-0.6696256741943203,-0.20894819655364816,-0.20894819655364846
207,207,207,07-26,1.3086126117856334,-0.5978516473936025,-0.14543660905202596,-0.14543660905202624
208,208,208,07-27,1.5617412729867912,0.03116694126996467,-0.31262876095667,-0.31262876095667025
209,209,209,07-28,1.7064768503325982,0.3908313433943728,-0.20045470804266036,-0.20045470804266063
210,210,210,07-29,1.4139989472488066,-0.33596915774225955,0.03770727850390656,0.03770727850390626
211,211,211,07-30,1.5406356366316514,-0.02128005359011673,0.030995638311872117,0.030995638311871816
212,212,212,07-31,1.8547740316541144,0.7593462450850811,-0.04693286746739175,-0.04693286746739204
213,213,213,08-01,1.2924072862811855,-0.6381214885458092,0.008114944671835897,0.008114944671835609
214,214,214,08-02,1.3735820799884846,-0.4364040934056185,-0.19336339936824687,-0.19336339936824717
215,215,215,08-03,1.8393903690105808,0.7211182162297387,-0.2906803142129017,-0.29068031421290197
216,216,216,08-04,0.9275273763887292,-1.5448392219827562,-0.3721989196161876,-0.3721989196161879
217,217,217,08-05,1.3056629269774702,-0.6051815426580455,-0.24842611111152998,-0.24842611111153032
218,218,218,08-06,1.657946505530662,0.2702346126653655,-0.036142219083785385,-0.0361422190837857
219,219,219,08-07,1.5912580281308684,0.10451536248213644,-0.13694635585688522,-0.13694635585688555
220,220,220,08-08,1.8861437595826105,0.8372992587608492,0.05192106975563149,0.05192106975563119
221,221,221,08-09,1.595997725504199,0.11629339559113964,0.16371334029544407,0.16371334029544377
222,222,222,08-10,1.3835497526880955,-0.4116346683076559,-0.057116570428022685,-0.057116570428022984
223,223,223,08-11,1.5755865344928173,0.06557208058083,-0.2695656423736823,-0.2695656423736826
224,224,224,08-12,1.1247503743317502,-1.054744851675435,-0.4560975042235354,-0.4560975042235356
225,225,225,08-13,1.0782975198957514,-1.1701790691918212,-0.5562941840355649,-0.5562941840355652
226,226,226,08-14,1.4357606264380365,-0.28189191233826905,-0.5038698234026521,-0.5038698234026523
227,227,227,08-15,1.3540717931894828,-0.4848866832810374,-0.6732639984042476,-0.6732639984042478
228,228,228,08-16,1.5101289202404886,-0.09708850451017853,-0.40474987356068826,-0.40474987356068853
229,229,229,08-17,1.166582525649172,-0.9507929694287433,-0.1701030937850394,-0.1701030937850397
230,230,230,08-18,1.7730805397056442,0.5563398973859205,-0.09489821417672756,-0.09489821417672788
231,231,231,08-19,1.6448546260629997,0.23770160946207186,-0.14274986146762786,-0.14274986146762814
232,232,232,08-20,1.6173435955343085,0.16933736531160198,-0.2394602596719077,-0.239460259671908
233,233,233,08-21,1.2385334898708118,-0.7719965670264392,-0.1613722118564985,-0.1613722118564988
234,234,234,08-22,1.27662065136381,-0.6773508937358578,-0.4193875793015153,-0.41938757930151577
235,235,235,08-23,1.3551269345639163,-0.48226468253628796,-0.6100765781567626,-0.6100765781567629
236,236,236,08-24,1.1500997339767334,-0.9917523072841812,-0.7230924166071367,-0.7230924166071371
237,237,237,08-25,1.1844340420999278,-0.9064323836694111,-0.7309782824217769,-0.7309782824217771
238,238,238,08-26,1.3444656704899944,-0.5087576653906428,-0.7463740030388771,-0.7463740030388774
239,239,239,08-27,1.2194929843082063,-0.8193117619142796,-0.7769811394836257,-0.776981139483626
240,240,240,08-28,1.2394475227637776,-0.7697252174384582,-0.7115428091892042,-0.7115428091892045
241,241,241,08-29,1.2812256832073765,-0.6659075012047799,-0.655214558660632,-0.6552145586606323
242,242,242,08-30,1.3081012675135322,-0.5991223255176522,-0.6137485576959459,-0.6137485576959463
243,243,243,08-31,1.320439192673247,-0.5684628804979782,-0.32020082057480603,-0.3202008205748063
244,244,244,09-01,1.444585763905906,-0.2599616596025269,-0.3050549511685064,-0.3050549511685067
245,245,245,09-02,1.9282670685905965,0.9419746608125604,-0.34730785535322023,-0.3473078553532205
246,246,246,09-03,1.2760173829997656,-0.6788500010006607,-0.07624455073871783,-0.07624455073871811
247,247,247,09-04,1.1792056037290144,-0.9194249263130624,-0.1151576374636723,-0.1151576374636726
248,248,248,09-05,1.962586454130448,1.0272575021693622,-0.21320271003703187,-0.21320271003703217
249,249,249,09-06,1.2264831374143403,-0.8019414008477052,-0.4089421632964629,-0.40894216329646316
250,250,250,09-07,1.2078549097930509,-0.8482320950426845,-0.5089682264339168,-0.5089682264339171
251,251,251,09-08,1.4556521095979595,-0.2324620587440257,-0.5851675239919482,-0.5851675239919485
252,252,252,09-09,1.034503406431912,-1.2790063798253843,-1.0256883817243114,-1.0256883817243116
253,253,253,09-10,0.9952216020830836,-1.376620711661251,-0.948117662245622,-0.9481176622456222
254,254,254,09-11,0.8989442315446906,-1.6158676442248177,-0.9507178764092364,-0.9507178764092367
255,255,255,09-12,1.4137784516444254,-0.3365170839755681,-0.9393787690732176,-0.939378769073218
256,256,256,09-13,1.2015766654746711,-0.8638333800243709,-0.8548530917770694,-0.8548530917770697
257,257,257,09-14,1.4830305029641797,-0.1644274147279137,-0.7895967595074418,-0.7895967595074421
258,258,258,09-15,1.2385915391202016,-0.7718523160484942,-0.6449966293890762,-0.6449966293890765
259,259,259,09-16,1.1527836994837717,-0.9850827180434856,-0.5774662633030564,-0.5774662633030567
260,260,260,09-17,1.24808275946141,-0.7482668635146243,-0.5459568965482227,-0.545956896548223
261,261,261,09-18,1.5768312275005072,0.06866511254055083,-0.42890288732368137,-0.4289028873236817
262,262,262,09-19,1.2776563613599068,-0.6747771794953676,-0.5571059167097108,-0.5571059167097111
263,263,263,09-20,1.7656586336162958,0.5378966406193338,-0.0580032786188451,-0.05800327861884539
264,264,264,09-21,0.929043982574696,-1.5410704923646703,0.3500942409427224,0.3500942409427221
265,265,265,09-22,2.3578722440082838,2.0095331105017085,0.2881807053535049,0.28818070535350454
266,266,266,09-23,2.233438492610185,1.7003182538547807,0.20859910669174225,0.20859910669174195
267,267,267,09-24,1.4273403476787236,-0.3028161009947546,-0.07086222778599784,-0.07086222778599814
268,268,268,09-25,1.0855057582914105,-1.1522667714659434,0.3299242582062362,0.3299242582062359
269,269,269,09-26,1.090896315979849,-1.1388713662471066,0.06363331398547056,0.06363331398547027
270,270,270,09-27,1.8967471486347875,0.8636484235887341,-0.2541071402393979,-0.25410714023939823
271,271,271,09-28,1.7149099715214822,0.4117874451771145,-0.3161291797429241,-0.31612917974292437
272,272,272,09-29,1.4662508396194731,-0.2061244714944302,-0.43321947255610055,-0.4332194725561009
273,273,273,09-30,1.2775874840199692,-0.6749483380159114,-0.4348031664754665,-0.4348031664754668
274,274,274,10-01,0.8027900205346998,-1.854808528345002,-0.41276611278026215,-0.41276611278026243
275,275,275,10-02,1.0870724704326462,-1.1483735297633018,-0.5344228654428386,-0.5344228654428389
276,276,276,10-03,1.9499558454766728,0.9958707457599599,-0.8043418353639109,-0.8043418353639114
277,277,277,10-04,1.4211684686544273,-0.3181530707983441,-0.9980997255423733,-0.9980997255423736
278,278,278,10-05,0.8145286610993083,-1.8256382910208648,-1.0269542383964672,-1.0269542383964678
279,279,279,10-06,0.8097570298303172,-1.8374956790866848,-1.103409431598225,-1.1034094315982257
280,280,280,10-07,0.7331204971851291,-2.0279356054695663,-1.3029702553950644,-1.3029702553950648
281,281,281,10-08,0.9024706060760952,-1.6071046889738492,-1.261846751159568,-1.2618467511595683
282,282,282,10-09,1.4681141473174613,-0.20149419702107488,-0.9652600957205256,-0.9652600957205261
283,283,283,10-10,1.5204616001322853,-0.0714120453853648,-0.6968202270399821,-0.6968202270399825
284,284,284,10-11,1.5306402454731782,-0.04611835838661174,-0.3632361314738837,-0.36323613147388406
285,285,285,10-12,1.4579079029212596,-0.2268564670034235,-0.21461050659584494,-0.21461050659584524
286,286,286,10-13,1.538562788053341,-0.026431032072975712,-0.2565328749975358,-0.25653287499753613
287,287,287,10-14,1.2613287332309229,-0.7153509397056163,-0.23708158253380415,-0.23708158253380449
288,288,288,10-15,1.3668921499474205,-0.4530284074312202,-0.41170485225172415,-0.41170485225172443
289,289,289,10-16,1.5674269494117483,0.045295709397025014,-0.4468341814398476,-0.44683418143984793
290,290,290,10-17,1.109010532696209,-1.0938579766941317,-0.3867595801262521,-0.3867595801262524
291,291,291,10-18,1.373087769845283,-0.4376324421321646,-0.4122886575048079,-0.4122886575048082
292,292,292,10-19,1.6836135418157585,0.3340165758085975,-0.6646339240890823,-0.6646339240890825
293,293,293,10-20,1.1996885086493478,-0.8685254039769514,-0.8952297482765451,-0.8952297482765453
294,294,294,10-21,0.7576018621042027,-1.967100006936866,-0.6078749906321833,-0.6078749906321836
295,295,295,10-22,1.0106509179195888,-1.3382792357277522,-0.5345726017596951,-0.5345726017596953
