,unnamed: 0,unnamed: 0,mth_day,disney,disney_norm,disney_ravg,Disney_ravg
0,0,0,01-01,,,,
1,1,1,01-02,1.2086197048989693,-0.8463315977388275,,
2,2,2,01-03,1.3002529273337209,-0.6186252606646654,,
3,3,3,01-04,0.9898818274879227,-1.3898899221239904,,
4,4,4,01-05,0.8424977231747409,-1.7561358495768618,-1.1825358978651297,-1.1825358978651297
5,5,5,01-06,1.1591933164324495,-0.969154975259244,-1.2822936959010904,-1.2822936959010904
6,6,6,01-07,0.9395039278575864,-1.515077781827189,-1.1754475200187793,-1.1754475200187793
7,7,7,01-08,0.9677534572270036,-1.4448783859545913,-0.7358866778313913,-0.7358866778313913
8,8,8,01-09,1.5582341375203572,0.022451794629201632,-0.5240895186604594,-0.5240895186604594
9,9,9,01-10,2.0512060824904172,1.247475131000337,-0.5144127065917891,-0.5144127065917891
10,10,10,01-11,1.3538841811907314,-0.4853528945512702,-0.5261885683450067,-0.5261885683450067
11,11,11,01-12,1.182558080473925,-0.9110941028472228,-0.4359188190452135,-0.43591881904521346
12,12,12,01-13,0.9110709863788776,-1.5857329523464945,-0.5189408872500679,-0.5189408872500679
13,13,13,01-14,1.1857107118998904,-0.9032598901558312,-0.6406989426218471,-0.6406989426218471
14,14,14,01-15,1.357776484723523,-0.4756806145999252,-0.6789241231343448,-0.6789241231343448
15,15,15,01-16,1.7572199831715054,0.5169267987696622,-0.7080791602223458,-0.7080791602223458
16,16,16,01-17,1.2615890826831453,-0.7147039776262564,-0.4036751085105523,-0.4036751085105523
17,17,17,01-18,1.1121629382155491,-1.0860243253752286,-0.3997726210870958,-0.3997726210870958
18,18,18,01-19,1.6460577558896896,0.24069135792426705,-0.6158934035183933,-0.6158934035183933
19,19,19,01-20,1.1951333086370013,-0.8798449656150921,-0.8266605129816059,-0.826660512981606
20,20,20,01-21,0.8359505930835456,-1.7724053091877106,-0.8214514084616146,-0.8214514084616146
21,21,21,01-22,1.2483205909578745,-0.7476758580096147,-0.5978022441776532,-0.5978022441776532
22,22,22,01-23,1.2741665200781558,-0.6834493505063082,-0.8337327834747771,-0.8337327834747771
23,23,23,01-24,1.6521661866496211,0.2558706603285404,-0.8132758319061099,-0.8132758319061099
24,24,24,01-25,1.076400998918808,-1.1748918778584772,-0.4925426665381687,-0.4925426665381687
25,25,25,01-26,1.24452683235307,-0.7571032562030884,-0.5956652813313902,-0.5956652813313902
26,26,26,01-27,1.6103641784583915,0.15199368301993688,-0.7400483137253558,-0.7400483137253558
27,27,27,01-28,0.9993299580009304,-1.366411546768944,-0.7271261144963073,-0.7271261144963073
28,28,28,01-29,0.9255521768896864,-1.549747544870102,-0.6278858699682529,-0.6278858699682529
29,29,29,01-30,1.6833669719641535,0.3334038557028321,-0.5719119104624281,-0.5719119104624281
30,30,30,01-31,1.316017608227927,-0.5794504106901512,-0.7432582126317285,-0.7432582126317285
31,31,31,02-01,1.3796765435430716,-0.4212594991681395,-0.598283840838676,-0.598283840838676
32,32,32,02-02,1.1966467381324872,-0.8760841299958657,-0.4770628189265944,-0.47706281892659436
33,33,33,02-03,1.3493720963589289,-0.4965653160106295,-0.7044273858246181,-0.7044273858246181
34,34,34,02-04,1.2182416032982264,-0.8224214133976113,-0.8585607933719661,-0.8585607933719661
35,35,35,02-05,1.1343928450237497,-1.030783545685311,-0.9005980604821854,-0.9005980604821854
36,36,36,02-06,0.9438608821598496,-1.5042508559742398,-0.8483828536128131,-0.848382853612813
37,37,37,02-07,1.2781771220384723,-0.6734831018294549,-0.8944962382907953,-0.8944962382907953
38,38,38,02-08,1.3227209017332864,-0.5627928887796313,-0.6819516564723065,-0.6819516564723065
39,39,39,02-09,1.238030846316144,-0.7732456240785235,-0.5670227368487719,-0.5670227368487719
40,40,40,02-10,1.7314327211211342,0.4528460775133216,-0.3964705241830206,-0.3964705241830206
41,41,41,02-11,1.4118899245877432,-0.3412100279441032,-0.4485167777469092,-0.44851677774690923
42,42,42,02-12,1.355660985066512,-0.4809375799797319,-0.3655829750612171,-0.3655829750612171
43,43,43,02-13,1.1525108979624508,-0.9857606232127868,-0.4461944693488236,-0.44619446934882356
44,44,44,02-14,1.522965436510096,-0.06519007266547831,-0.6902238147518558,-0.6902238147518558
45,45,45,02-15,1.0433935494775892,-1.256914589804162,-0.9131634429438714,-0.9131634429438714
46,46,46,02-16,1.1422213120252154,-1.011329994904872,-0.8851768756125611,-0.8851768756125611
47,47,47,02-17,0.8735998584754501,-1.6788477970961972,-0.7831819487858971,-0.783181948785897
48,48,48,02-18,1.4232348448652374,-0.3130181759918691,-0.8853833271103929,-0.885383327110393
49,49,49,02-19,1.3987787165189445,-0.3737910622528029,-0.5766443454930616,-0.5766443454930616
50,50,50,02-20,1.2761991386508504,-0.6783983426124541,-0.6577614675069575,-0.6577614675069575
51,51,51,02-21,1.78884705262552,0.5955192998998262,-0.4257828657048319,-0.42578286570483187
52,52,52,02-22,0.9463631717483726,-1.4980327269882479,-0.2361079131604641,-0.23610791316046412
53,53,53,02-23,1.4337146209938152,-0.2869761862834434,-0.026593088822870075,-0.026593088822870075
54,54,54,02-24,1.881207003395151,0.8250315392743374,0.1041328340356966,0.1041328340356966
55,55,55,02-25,1.9046544531872267,0.8832978837727614,-0.11290397393427615,-0.11290397393427615
56,56,56,02-26,1.5918382478966984,0.10595719453894592,-0.08139242749732611,-0.08139242749732616
57,57,57,02-27,1.2648094077330014,-0.7067015479200103,-0.21447421784986406,-0.21447421784986406
58,58,58,02-28,1.0224481304988953,-1.3089634483665478,0.02147505588361126,0.02147505588361126
59,59,59,02-29,1.1123872450213834,-1.0854669283986709,-0.08634170959386261,-0.08634170959386261
60,60,60,03-01,2.4509089948587244,2.2407271816751893,-0.1425901087926494,-0.1425901087926494
61,61,61,03-02,1.6443297442624565,0.2363972909079182,0.05629199577158092,0.05629199577158092
62,62,62,03-03,1.4560258991950692,-0.2315332006537749,0.46714081204300895,0.467140812043009
63,63,63,03-04,1.7450123311999095,0.4865910794653718,0.6769052428072375,0.6769052428072375
64,64,64,03-05,2.014446898355568,1.1561294492620209,0.608073248276431,0.608073248276431
65,65,65,03-06,1.6188656590197787,0.17311965618669972,0.4321292347759632,0.43212923477596316
66,66,66,03-07,2.2847134234966124,1.8277352144903507,0.3239415251408954,0.3239415251408954
67,67,67,03-08,1.219511081796324,-0.8192667900948891,0.32960833751850177,0.32960833751850177
68,68,68,03-09,1.194805541718561,-0.8806594584641814,0.16638758378930044,0.16638758378930044
69,69,69,03-10,1.7586949090086446,0.5205919537310097,0.24014740895398154,0.24014740895398154
70,70,70,03-11,1.6203486798005564,0.17680492688681293,-0.08590205426762916,-0.08590205426762916
71,71,71,03-12,1.7969595290343574,0.6156786071747862,0.15844693980508126,0.15844693980508126
72,72,72,03-13,1.4974635813004369,-0.1285615648393135,0.14262226963504102,0.14262226963504102
73,73,73,03-14,1.8094942859514216,0.6468271743413735,0.16271794700111042,0.16271794700111042
74,74,74,03-15,1.156596709932498,-0.9756074794844228,0.2232177785331743,0.2232177785331743
75,75,75,03-16,1.8072161323805431,0.6411660179274262,-0.18618959703260274,-0.18618959703260274
76,76,76,03-17,1.7664261563769867,0.5398039160791963,-0.11910769286217282,-0.11910769286217282
77,77,77,03-18,0.8084411348511958,-1.840765646219876,-0.36948953157618003,-0.36948953157618
78,78,78,03-19,1.6594335411666048,0.2739298601832661,-0.2792711285505282,-0.2792711285505282
79,79,79,03-20,1.2049447152551012,-0.8554638579426695,-0.37047160565892695,-0.37047160565892695
80,80,80,03-21,1.3744299884889517,-0.4342970613305124,-0.3642632750790476,-0.3642632750790476
81,81,81,03-22,1.587011625670458,0.093963155277034,0.14045570283890846,0.14045570283890843
82,82,82,03-23,1.7814162355539909,0.5770538995584724,0.3116009947646953,0.3116009947646953
83,83,83,03-24,2.027090390682849,1.1875482212878603,0.371997220705974,0.371997220705974
84,84,84,03-25,2.0726656401552708,1.3008016117379877,0.3596430940360721,0.35964309403607214
85,85,85,03-26,1.3507720350479857,-0.4930865022949978,0.4709461052236015,0.47094610522360153
86,86,86,03-27,1.3446008203153443,-0.5084218213499233,0.4850686331573584,0.48506863315735843
87,87,87,03-28,1.8557539113579082,0.7617812224022107,0.4681199475762086,0.4681199475762086
88,88,88,03-29,1.8155152270916783,0.6617890671610136,0.423203467047005,0.423203467047005
89,89,89,03-30,1.986167611919911,1.0858561078009612,0.3398257578488549,0.3398257578488549
90,90,90,03-31,1.9642143277094992,1.031302728562766,0.3199329093759965,0.31993290937599655
91,91,91,04-01,1.1494556833498126,-0.9933527574838986,0.017955752462744168,0.017955752462744168
92,92,92,04-02,1.2965693294294174,-0.6277789121870734,-0.1504779789378941,-0.1504779789378941
93,93,93,04-03,1.1266269047441126,-1.0500817190773035,-0.21793944417369573,-0.21793944417369573
94,94,94,04-04,1.4088302193769446,-0.34881332124281605,-0.27124819146097456,-0.27124819146097456
95,95,95,04-05,1.8232811978879693,0.6810873163861514,-0.0465447590201473,-0.0465447590201473
96,96,96,04-06,1.8354997993219413,0.7114502448390932,0.23420190091845816,0.23420190091845816
97,97,97,04-07,1.6920044732852393,0.3548678371610649,0.6439547022019866,0.6439547022019866
98,98,98,04-08,1.9744350788465488,1.0567010474445595,0.8664989666527009,0.8664989666527009
99,99,99,04-09,2.1159793329388727,1.408435088623867,1.0403973708005525,1.0403973708005523
100,100,100,04-10,1.9461656755970007,0.9864522654614692,1.1434787727294382,1.1434787727294382
101,101,101,04-11,2.243160715157756,1.7244777412732597,1.197330920762312,1.197330920762312
102,102,102,04-12,2.0843909233865103,1.3299386564124092,0.8839447921306637,0.8839447921306637
103,103,103,04-13,1.822031048461625,0.6779807253583068,0.5217882668991146,0.5217882668991146
104,104,104,04-14,1.2177609905839089,-0.8236157243453295,0.2451483731965381,0.24514837319653812
105,105,105,04-15,1.2415486115330563,-0.7645040627654269,0.032450895708627615,0.032450895708627615
106,106,106,04-16,1.2782157562484289,-0.6733870967539899,-0.11541396969387305,-0.11541396969387303
