,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,lesbian,lesbian_norm,lesbian_ravg
0,0,0,0,01-01,,,
1,1,1,1,01-02,0.7654886609591307,-0.2696812576413502,
2,2,2,2,01-03,0.8152633678054081,-0.03778649287250272,
3,3,3,3,01-04,0.7347937049669422,-0.4126856076495117,
4,4,4,4,01-05,0.8391111232427901,0.07331751934189136,-0.23029744730604795
5,5,5,5,01-06,0.6944488318133936,-0.6006478371100527,-0.3052979167803021
6,6,6,6,01-07,0.7945471532891816,-0.13430100790476188,-0.5289919361102641
7,7,7,7,01-08,0.6688984757050042,-0.7196840744868755,-0.46098018684937686
8,8,8,8,01-09,0.5271765475657266,-1.3799506088522746,-0.4409362315272039
9,9,9,9,01-10,0.8223833894931352,-0.00461511208418881,-0.385916092233126
10,10,10,10,01-11,0.8649249530943315,0.19358125127492948,-0.13156725007496767
11,11,11,11,01-12,0.7653071275597573,-0.2705270013455854,-0.080076917565253
12,12,12,12,01-13,1.1221131266150226,1.3917920450441883,-0.02609776616998009
13,13,13,13,01-14,0.7352108706909739,-0.4107420794285876,-0.021987105784855854
14,14,14,14,01-15,0.5966941955175137,-1.0560757004806371,-0.21776601627618716
15,15,15,15,01-16,0.8276773489963121,0.020048850226556603,-0.19250908179971024
16,16,16,16,01-17,0.6127889149365945,-0.9810922116730584,-0.5147505238985576
17,17,17,17,01-18,0.7978345503497131,-0.11898539448672392,-0.4699506993117301
18,18,18,18,01-19,0.7071109165346028,-0.5416566075488959,-0.4280714728293223
19,19,19,19,01-20,0.7929068209500515,-0.1419431319076228,-0.516127496446828
20,20,20,20,01-21,0.6506288211617421,-0.8048003415861905,-0.346908656608204
21,21,21,21,01-22,0.7142734237465336,-0.5082872914784772,-0.3696850763647011
22,22,22,22,01-23,0.8307192719473842,0.034220827358685146,-0.6188772625883133
23,23,23,23,01-24,0.7685016859139644,-0.2556439130257067,-0.8397121865571108
24,24,24,24,01-25,0.3861859996648231,-2.0368097248905683,-0.8237845652336134
25,25,25,25,01-26,0.5085021183361655,-1.4669526757204083,-0.7692127922351165
26,26,26,26,01-27,0.6711413846840585,-0.7092346136452063,-0.6191456708684578
27,27,27,27,01-28,0.7845542859934079,-0.1808566534874952,-0.8055264865298922
28,28,28,28,01-29,1.0239848762158323,0.9346235555586366,-0.6894300014559338
29,29,29,29,01-30,0.5284690882682528,-1.373928806994312,-0.6508232173354146
30,30,30,30,01-31,0.5357021437537076,-1.3402308144468176,-0.24180171595482183
31,31,31,31,02-01,0.5582222928418343,-1.2353119709972935,-0.27743855053236194
