,unnamed: 0,unnamed: 0,mth_day,film noir,film noir_norm,film noir_ravg
43,43,43,02-13,5.1147860731041614,-0.9241411910016568,-0.46644289846095915
44,44,44,02-14,5.3888766958941074,-0.5910598012827621,-0.42825539514129396
45,45,45,02-15,5.534232096605465,-0.4144204898781216,-0.5901705120341908
46,46,46,02-16,6.3814744624079776,0.6151684167313966,-0.6683061978906121
47,47,47,02-17,4.272937691005041,-1.9471752013883148,-0.7489240104520575
48,48,48,02-18,5.259559654194079,-0.7482089205242175,-0.5988056069932285
49,49,49,02-19,4.716746666491049,-1.4078480663703297,-0.5080879700061912
50,50,50,02-20,6.130065749974649,0.3096506194702115,-0.20332490313075238
51,51,51,02-21,5.982138002860888,0.1298853320441018,0.10718184199413024
52,52,52,02-22,7.886200359110191,2.44374681798403,0.3033282008487435
53,53,53,02-23,5.806022212303307,-0.08413473063901909,0.7105735029040732
54,54,54,02-24,6.228005433199883,0.4286692326034623,0.9282414757666476
55,55,55,02-25,6.727464561528594,1.0356237459616475,0.9951835196055722
56,56,56,02-26,7.204771550145824,1.6156584566456582,0.4942370979046508
57,57,57,02-27,6.312655174693176,0.5315375950776485,0.49549509345706366
58,58,58,02-28,5.412846020863664,-0.5619317122214978,0.25250734176224465
59,59,59,02-29,5.8122333930249725,-0.0765867573245418,-0.12567113021525186
60,60,60,03-01,5.028286693310449,-1.0292572775654518,-0.5249655216651316
61,61,61,03-02,4.860260158468848,-1.2334470859033315,-0.7200619103327471
62,62,62,03-03,5.2333101871186845,-0.7801078920536199,-0.9057064829578217
63,63,63,03-04,5.349393479662309,-0.6390407369280446,-1.1233773879868212
64,64,64,03-05,4.496251372847024,-1.6757991479719463,-1.1724249722715512
65,65,65,03-06,4.737513115683718,-1.3826121874985384,-1.236631932635054
66,66,66,03-07,4.786120964370325,-1.3235427832738318,-1.2691171485423631
67,67,67,03-08,4.543247086648756,-1.6186888480843495,-1.39648186529952
68,68,68,03-09,5.072918883353294,-0.9750191874974738,-1.0866256119752467
69,69,69,03-10,4.720547636904839,-1.4032290374709868,-0.9689658174014784
70,70,70,03-11,6.02612417998319,0.18333837197369365,-0.8685540105104014
71,71,71,03-12,5.318442234526628,-0.6766534200559284,-0.7926412850942836
72,72,72,03-13,5.281890506633854,-0.7210719419273698,-0.7700643167031539
73,73,73,03-14,4.918055769977707,-1.1632124955876435,-0.7450050744024109
74,74,74,03-15,5.184389572224676,-0.8395573771506953,-0.6750908126964994
75,75,75,03-16,4.844274213186718,-1.2528735836665297,-0.9059413082067147
76,76,76,03-17,6.3713162704037085,0.6028239422091631,-0.7147965183998659
77,77,77,03-18,4.178649534505229,-2.0617563931172205,-0.46644183167479464
78,78,78,03-19,6.225641723573866,0.42579679691372224,-0.30619922995942517
79,79,79,03-20,6.14427301642417,0.3269156247627844,-0.08681518758083388
80,80,80,03-21,5.975565468399142,0.12189823314152146,0.015770912179567147
81,81,81,03-22,5.9274528715285575,0.06343067060501807,0.5641858013675475
82,82,82,03-23,6.877821085878093,1.2183405407715693,0.6484815337463921
83,83,83,03-24,6.886372928808465,1.2287329420106616,0.6250251261375596
84,84,84,03-25,6.641840355489356,0.9315711911867892,0.46895339157121785
85,85,85,03-26,6.028460216879668,0.18617717910978945,0.4397100416291777
86,86,86,03-27,5.204982657453772,-0.8145321742565292,0.054082410616648015
87,87,87,03-28,5.783067836900663,-0.11202942904722274,-0.28087432276855323
88,88,88,03-29,4.973837480457688,-1.0954252453036089,-0.5601440590105892
89,89,89,03-30,5.232569939598196,-0.7810074583005457,-0.6086148042586513
90,90,90,03-31,5.262984286750752,-0.7440472262654264,-0.5244715843278408
91,91,91,04-01,5.789142551668532,-0.10464729237858318,-0.7326921377915429
92,92,92,04-02,5.620428280048023,-0.30967285467166594,-0.7606862513973921
93,93,93,04-03,4.75500737591785,-1.3613527498294349,-0.8270387190575725
94,94,94,04-04,4.835620379121188,-1.2633899269387043,-0.7550819901643839
95,95,95,04-05,4.9049637193891815,-1.1791222642616284,-0.9071034759246045
96,96,96,04-06,5.618260779134308,-0.3123068529062941,-0.9964236928614056
97,97,97,04-07,5.0385572894062784,-1.0167762069399076,-0.8147133119323101
98,98,98,04-08,5.1794219438741065,-0.8455941562924721,-0.534129972655328
99,99,99,04-09,5.652177491335366,-0.27109046425486233,-0.4748721577216178
100,100,100,04-10,6.220962182909433,0.4201101087231876,-0.6586832900221004
101,101,101,04-11,5.1975410635763115,-0.8235753746593667,-0.7671449593921302
102,102,102,04-12,4.710718491578394,-1.4151736467091895,-0.690899773862342
103,103,103,04-13,4.503042653811206,-1.6675462231600873,-0.7334571762154295
104,104,104,04-14,5.555872103474409,-0.38812304311374296,-0.7800088512036062
105,105,105,04-15,5.4420561466671815,-0.5264348783733879,-0.6021165596366941
106,106,106,04-16,5.99111966423507,0.1408000587941284,-0.16766156416621505
107,107,107,04-17,6.0758598857642925,0.2437783747421052,0.19464150631451613
108,108,108,04-18,6.855780520709577,1.191556326113685,0.44449681255447365
109,109,109,04-19,6.291864436569745,0.5062721997242998,0.43854900082412596
110,110,110,04-20,6.7894984532229765,1.1110087943260023,0.4045796415659087
111,111,111,04-21,5.412689640971067,-0.5621217487554737,0.2467448672098275
112,112,112,04-22,5.8234006059703365,-0.06301609675517532,-0.1629437478818806
113,113,113,04-23,5.296572307355673,-0.7032302713943821,-0.10582964853718542
114,114,114,04-24,4.83299910223633,-1.2665753644365636,-0.30476340414331354
115,115,115,04-25,6.5738574786791135,0.8489567957924709,-0.2366803859785214
116,116,116,04-26,5.807290284570064,-0.08259373931076637,-0.03390205909839062
117,117,117,04-27,5.748840217248348,-0.15362363976672108,-0.014434060615371483
118,118,118,04-28,6.824590818664937,1.1536538645256094,0.09362869362934796
119,119,119,04-29,5.39269288316787,-0.5864222804962672,-0.14927736414553971
120,120,120,04-30,5.366544149042986,-0.6181988389682469,-0.3779404396986717
121,121,121,05-01,5.374542091329029,-0.6084795508568552,-0.4916358161580738
122,122,122,05-02,4.678297670957205,-1.4545721926295585,-0.827942551027454
123,123,123,05-03,5.187484869804975,-0.8357958985231333,-0.8232874735747681
124,124,124,05-04,5.164122382047744,-0.8641865446906717,-0.8726719954476779
125,125,125,05-05,5.415676690444863,-0.5584918157801524,-0.9996843860164542
126,126,126,05-06,5.122714836914442,-0.9145059702057052,-0.8189648833435474
127,127,127,05-07,4.747435810865566,-1.3705538942695128,-0.8577452425979782
128,128,128,05-08,5.570575460713831,-0.3702551765921184,-0.6767473566585694
129,129,129,05-09,4.996012158062619,-1.068478054049718,-0.5529862591569575
130,130,130,05-10,6.0577746510501935,0.2218007709457816,-0.38346774194778055
131,131,131,05-11,6.026730156746527,0.1840747692295189,-0.014117831227190347
132,132,132,05-12,5.959689295238364,0.10260513304935667,0.021401939321130884
133,133,133,05-13,6.5710504020426335,0.8455455700540283,0.3553369238450447
134,134,134,05-14,5.745949462350402,-0.15713655330219098,0.3213824595418852
135,135,135,05-15,6.644770402227935,0.9351318530937648,0.5552008267045417
136,136,136,05-16,5.890129134585768,0.01807398512682482,0.8074827988656904
137,137,137,05-17,7.181176316517174,1.5869849722054576,0.7261548090824368
138,138,138,05-18,7.205296975571692,1.6162969660162492,1.1873962124920145
139,139,139,05-19,6.169504592675871,0.3575776313545065,1.4641859935745247
140,140,140,05-20,8.023265711518246,2.610311867155276,1.505594673390518
141,141,141,05-21,8.011382032066978,2.5958705395888253,1.4190110238775695
142,142,142,05-22,6.094578819077368,0.26652606402278445,1.1888142269936164
143,143,143,05-23,6.75368140714756,1.0674830751277662,1.0516674335531522
144,144,144,05-24,6.068731822974793,0.23511618471253176,0.6185535312870436
145,145,145,05-25,5.492361086229002,-0.4653031292882793,0.2522868163571345
146,146,146,05-26,5.884825146382672,0.011628453558624196,0.3700238332660451
147,147,147,05-27,6.20299029777479,0.3982702500093702,0.1618018126614906
148,148,148,05-28,6.67588921262224,0.972948165476248,0.3030793827753425
149,149,149,05-29,5.725613702357753,-0.1818490484995608,0.5950603846895479
150,150,150,05-30,6.7662704734188175,1.0827816053956434,0.7614847595525819
151,151,151,05-31,6.9339772880535255,1.286582882196953,0.7455138749980943
152,152,152,06-01,6.706522700703568,1.0101747027368284,0.48373217377938443
153,153,153,06-02,6.124136242955212,0.30244494268244576,0.3642919551280119
154,154,154,06-03,5.3833779213260735,-0.5977420418360111,0.10128354037341836
155,155,155,06-04,5.1358939835115365,-0.8984903604077965,-0.20643939031513817
156,156,156,06-05,5.4677024520726345,-0.4952688831319176,-0.3461997589135284
157,157,157,06-06,5.414637469211823,-0.5597547019343863,-0.4402172587635984
158,158,158,06-07,6.016475024918113,0.171612491146487,-0.24154447343306537
159,159,159,06-08,5.659937715823912,-0.26166005641797424,-0.042537568275183145
160,160,160,06-09,6.364297584990558,0.5942946701471871,0.2331624941568995
161,161,161,06-10,6.1184633180563175,0.2955510705394969,0.44806837053352977
162,162,162,06-11,6.828933745343245,1.1589314914605782,0.6266601952218986
163,163,163,06-12,6.475705796331551,0.7296805563253952,0.9186504227991875
164,164,164,06-13,6.898247696072272,1.2431634392767004,0.8872250184520031
165,165,165,06-14,7.101599468096192,1.4902813090457585,1.0075398005753895
166,166,166,06-15,6.209138955631857,0.4057422440640811,1.0128282653973821
167,167,167,06-16,6.712501074249188,1.017439763279815,1.2099361950882324
168,168,168,06-17,6.855044815995724,1.1906622803925342,1.1413856523220731
169,169,169,06-18,7.448899199626718,1.9123281344704952,1.1535334837611901
170,170,170,06-19,6.5597887811165725,0.8318601826797465,1.3772628775324705
171,171,171,06-20,7.161577721834803,1.5631682976804608,1.5285656435553712
172,172,172,06-21,7.313772191255277,1.748118606691763,1.4089424971621114
173,173,173,06-22,7.4595377562575935,1.92525635941722,1.2243287951579633
174,174,174,06-23,6.264421916481112,0.4729234020329761,1.2645123695936227
175,175,175,06-24,6.537394334093768,0.8046459224456076,1.184492433294558
176,176,176,06-25,6.758189675605903,1.0729616292937034,1.0255444428090255
177,177,177,06-26,6.766490247370986,1.0830486798860708,0.8295320414078304
178,178,178,06-27,6.5289882606941925,0.7944306637785692,1.2384489600443958
179,179,179,06-28,6.491753373828753,0.7491819510100508,1.3836310154483675
180,180,180,06-29,8.283393189412935,2.926424913852369,1.3304615485104496
181,181,181,06-30,7.254210845827122,1.6757382548694382,1.2991259030863347
182,182,182,07-01,6.495672715675068,0.7539448276661957,1.2019490645371074
183,183,183,07-02,6.611774790399897,0.8950348073413806,1.2389785242592586
184,184,184,07-03,6.049190931497357,0.2113696324832051,0.715704468748488
185,185,185,07-04,6.674581258966112,0.9713587093429592,0.6673632313310063
186,186,186,07-05,5.699799217636616,-0.21321941921225504,0.46722847812120283
187,187,187,07-06,7.015532607789687,1.3856908303645483,0.22014887087099141
188,188,188,07-07,5.507534785864888,-0.4468636915926251,0.4865096249049787
189,189,189,07-08,5.39185307420205,-0.5874428361598879,0.5829441876992066
190,190,190,07-09,7.364310668837057,1.8095341566871288,0.6229570486400499
191,191,191,07-10,7.150713703298478,1.5499660861083266,0.4499369235027208
192,192,192,07-11,5.897357237629371,0.026857746432804475,0.7333383650303588
193,193,193,07-12,6.1612694399656025,0.3475700795405737,0.7527613677305905
194,194,194,07-13,6.906790583496258,1.2535449575732032,0.27039133417252237
195,195,195,07-14,5.48775148950019,-0.4709048199584977,-0.020461139534631172
196,196,196,07-15,4.982674702479628,-1.0846860446612807,0.1919595756090379
197,197,197,07-16,5.714669454912146,-0.19514875613459465,0.5189947058840578
198,198,198,07-17,6.946155421575072,1.301382037294819,0.3849486324991951
199,199,199,07-18,7.775960598908857,2.3097808611906934,0.6025158907757769
200,200,200,07-19,6.244956457591868,0.4492685172640268,0.7207135080133525
201,201,201,07-20,6.561960025198762,0.8344987297009933,0.894346569629248
202,202,202,07-21,5.566259247054932,-0.3755003412358273,0.6929513184375672
203,203,203,07-22,6.57195891264002,0.8466496135607787,0.23134300685494744
204,204,204,07-23,5.951793955640527,0.09301053014473393,0.1391628773803595
205,205,205,07-24,5.49683279089516,-0.4598690083050251,-0.31277633944890026
206,206,206,07-25,5.789829695009228,-0.10381225958350077,-0.3235271421066214
207,207,207,07-26,4.330572048071444,-1.8771365712745656,-0.6757660256996538
208,208,208,07-27,5.513178631561519,-0.4400051571821542,-0.6600296086519836
209,209,209,07-28,4.83282767406202,-1.2667836879974164,-0.6011340903712558
210,210,210,07-29,6.029490359262207,0.1874290324307554,-0.8022975524571785
211,211,211,07-30,5.787621344985053,-0.10649589862065784,-0.5778857006118292
212,212,212,07-31,4.796612656034234,-1.3107930320990369,-0.5217466644222054
213,213,213,08-01,5.438574826953476,-0.5306654602024702,-0.35544984034689947
214,214,214,08-02,5.7903574329054335,-0.1031709400444116,-0.4505435255227667
215,215,215,08-03,5.653895463840227,-0.2690027435455806,-0.08375542212069571
216,216,216,08-04,5.5599783144990615,-0.3831330786244484,0.21264677313773686
217,217,217,08-05,7.5985873634395125,2.094232721791768,0.42779813498222574
218,218,218,08-06,6.260057894387335,0.4676201394515587,0.4525088340471168
219,219,219,08-07,6.500855204944519,0.7602427108644632,0.41547783270619826
220,220,220,08-08,5.912363124703232,0.04509325434493433,0.5122535681671221
221,221,221,08-09,5.4710599671713736,-0.4911887515910917,0.27107886946351467
222,222,222,08-10,6.037795252139909,0.19752133414109505,0.08096618976053058
223,223,223,08-11,6.407820324344863,0.6471845295701235,0.0041711511897281435
224,224,224,08-12,5.321402579708233,-0.6730559387663458,0.04515975677222742
225,225,225,08-13,6.1216902212722655,0.2994724794396485,0.311716374899233
226,226,226,08-14,6.114738750208103,0.29102488783993,0.36968232062338574
227,227,227,08-15,6.7871467566411745,1.1081509571709416,-0.011835426945861816
228,228,228,08-16,6.323994169063188,0.5453170084860117,-0.001983042314039433
229,229,229,08-17,4.524128705459893,-1.641921955845362,-0.2187547391849071
230,230,230,08-18,5.370047379262745,-0.6139416309754115,-0.25047081163157575
231,231,231,08-19,5.051409661039579,-1.0011577017855575,-0.6155192115729697
232,232,232,08-20,5.958144986923487,0.10072845315991813,-0.699700418372272
233,233,233,08-21,4.984770285721793,-1.082139442477422,-0.4245435977697783
234,234,234,08-22,5.908360991509143,0.040229767690197545,-0.3350816263259783
235,235,235,08-23,5.882677816609372,0.009018967769600695,-0.19796681708037925
236,236,236,08-24,5.811753608897648,-0.07716980231261135,-0.2728977892888891
237,237,237,08-25,5.7283952499054465,-0.1784688463119634,-0.2735106375580952
238,238,238,08-26,5.588183575577995,-0.3488573800911408,-0.5173906840544268
239,239,239,08-27,4.9817444313396395,-1.0858165320926587,-0.5915257999933834
240,240,240,08-28,4.704236668262467,-1.4230505112877918,-0.30293775788116717
241,241,241,08-29,5.516645836579581,-0.4357917278641386,0.01458352696924554
242,242,242,08-30,7.236617536462475,1.654358450360686,0.28056833558962624
243,243,243,08-31,7.296113100257216,1.7266588627905128,0.5832478651153532
244,244,244,09-01,6.90144713393446,1.2470514716311434,0.6592753859995789
245,245,245,09-02,6.4761831477775225,0.7302606450617031,0.9473550912666607
246,246,246,09-03,5.079612138490687,-0.9668853859824378,0.8690951955863078
247,247,247,09-04,6.938999920602789,1.292686503738352,0.7326796581753859
248,248,248,09-05,6.850220021465782,1.1847990762785685,0.5695668102980143
249,249,249,09-06,6.622580070289843,0.9081656383249824,0.7261744815839098
250,250,250,09-07,6.096099790497191,0.2683743843669135,0.7855263476458227
251,251,251,09-08,7.249412072863867,1.6699066727770762,0.31372980522317967
252,252,252,09-09,5.3726538472403345,-0.6107741896109599,0.37947543165312386
253,253,253,09-10,4.609569118385304,-1.5380927507975066,0.3994991861096186
254,254,254,09-11,7.174830046224723,1.5792728348582334,0.18638903634441936
255,255,255,09-12,6.721444615094442,1.028308165063951,-0.1618417955232283
256,256,256,09-13,5.043897617545421,-1.0102865142242818,0.020580135320406118
257,257,257,09-14,5.530070040662944,-0.4194783184288097,0.24115212023251242
258,258,258,09-15,6.273337142893829,0.4837573954508467,-0.2500353410512465
259,259,259,09-16,5.6986130802637565,-0.2146608413248689,-0.41000271207760464
260,260,260,09-17,4.749659238269934,-1.36785193284432,-0.013561141689586146
261,261,261,09-18,5.9316276327462765,0.06850393890580203,0.20162699585998414
262,262,262,09-19,7.0012735673548425,1.368362908103829,0.04180347005845143
263,263,263,09-20,6.592531993660344,0.871650506868612,0.1892866147496307
264,264,264,09-21,5.4842303766395295,-0.4751837593583497,0.2902961956037801
265,265,265,09-22,6.426790905152884,0.6702380268222067,0.3468922699110071
266,266,266,09-23,5.248380207593937,-0.7617944477194235,0.1468155149134226
267,267,267,09-24,6.2110629971914495,0.4080803847491642,0.01319762937957251
268,268,268,09-25,6.013421995772985,0.16790237811832215,-0.18123436014299268
269,269,269,09-26,5.932811986617787,0.06994319366551145,-0.32779782327967055
270,270,270,09-27,4.524249061378934,-1.6417756964937409,-0.46077204712801895
271,271,271,09-28,5.7031538819624865,-0.2091427519978604,-0.5950297221947365
272,272,272,09-29,4.5918381919557145,-1.5596397908095134,-0.7519049319205684
273,273,273,09-30,5.548184116967784,-0.3974656656511413,-0.9926742927460371
274,274,274,10-01,5.2388721362864725,-0.7733488802366689,-0.8938896177597705
275,275,275,10-02,4.744046247773863,-1.3746729712873005,-0.9861891753667594
276,276,276,10-03,5.011984862744587,-1.0490676465761413,-0.7574597396271235
277,277,277,10-04,5.247437459335203,-0.7629400976397943,-0.7049835714277709
278,278,278,10-05,5.721158449899516,-0.1872631763716982,-0.36299874564500306
279,279,279,10-06,5.807278009343988,-0.08260865645502605,-0.31579747026465277
280,280,280,10-07,6.927375369012,1.2785600744599384,-0.0769325110144488
281,281,281,10-08,4.977096079403278,-1.0914653190051986,-0.16131959614109
282,282,282,10-09,6.191347879672763,0.3841221089250827,-0.031205055300165135
283,283,283,10-10,4.830787785740832,-1.2692626083996417,0.026391105073073143
284,284,284,10-11,6.363581172403742,0.5934240686738511,0.07579168290942984
285,285,285,10-12,6.091651161749778,0.2629683057844036,0.18038279446020988
286,286,286,10-13,7.1712839552607415,1.5749635414780785,0.06534439178868429
287,287,287,10-14,5.493500365949104,-0.4639186497005183,0.3329408275518888
288,288,288,10-15,5.623361524272778,-0.3061083071040709,0.4598991174770959
289,289,289,10-16,6.152008532356683,0.3363160061795855,0.5045332004224985
290,290,290,10-17,6.990420338350207,1.3551738082250937,0.3781652784912944
291,291,291,10-18,6.312025832381872,0.5307728034568191,0.39586357602028127
292,292,292,10-19,6.547359650416932,0.8167560098908537,0.47784511659710205
293,293,293,10-20,5.580883285711791,-0.3577288645265974,0.32186642052895487
294,294,294,10-21,6.028134151160357,0.18578093635685372,0.18405853279491513
295,295,295,10-22,5.38188508625187,-0.5995561702292974,0.39825767644394583
296,296,296,10-23,6.3100127693845325,0.5283264818208553,0.3733519871315314
297,297,297,10-24,7.369604763466286,1.815967665351003,0.4594604825934652
298,298,298,10-25,6.424391220981463,0.6673218740163673,0.48988340130743513
299,299,299,10-26,6.006032187040423,0.1589221082450059,0.7855880159880387
300,300,300,10-27,6.17834314502406,0.3683184486406729,0.8121042877761226
301,301,301,10-28,6.841886116055501,1.1746715178543246,0.5876324631954719
302,302,302,10-29,6.440933229178407,0.6874241125493588,0.7160226053277735
303,303,303,10-30,6.261305877418677,0.4691367178670991,0.7225955001070329
304,304,304,10-31,7.058299961067454,1.4376627268101771,0.6454131938457041
305,305,305,11-01,6.0384849546675845,0.1983594769205624,0.39203486394875914
306,306,306,11-02,5.797266080177192,-0.09477538892730004,0.49680312863773374
307,307,307,11-03,5.590865319579141,-0.34559846152734475,0.6916021747639042
308,308,308,11-04,6.958212185077892,1.3160337006832064,0.7404310126166492
309,309,309,11-05,7.223099484380702,1.6379309946241212,0.9735819522887224
310,310,310,11-06,7.299385659463214,1.7306357539266481,1.012744555066493
311,311,311,11-07,7.18963578262671,1.5972651149530015,1.4540343486604304
312,312,312,11-08,5.9906260669568825,0.14020022773932386,1.4339550887725074
313,313,313,11-09,7.769673228224338,2.3021403000362795,1.062323465502134
314,314,314,11-10,6.859073589808669,1.1955581413556686,0.9459078473097856
315,315,315,11-11,5.388219250034703,-0.5918587449981183,0.9277944202546312
316,316,316,11-12,6.724599491078119,1.032142044772557,1.140984267590459
317,317,317,11-13,7.1002032176924015,1.4885845526220751,0.6722403558624969
318,318,318,11-14,7.043221735746772,1.419339311754289,0.7585867768900298
319,319,319,11-15,5.455314371916993,-0.5103231703314924,0.6689851171243166
320,320,320,11-16,7.2853972160267535,1.713636667520866,0.662496590510388
321,321,321,11-17,4.9458233284446536,-1.1294687035923976,0.6298607649095078
322,322,322,11-18,6.6925632797106465,0.9932108850889853,0.46069332960654136
323,323,323,11-19,6.939068299195294,1.2927695990167938,0.5778613722546514
324,324,324,11-20,6.207980696244083,0.4043346999364899,0.3791445801923096
325,325,325,11-21,6.033815532986418,0.1926850855571679,0.7005829538842216
326,326,326,11-22,6.304260275151937,0.5213359151468154,0.4663411592752395
327,327,327,11-23,6.532881268394276,0.7991615385590747,0.04728534015088448
328,328,328,11-24,5.536026504924236,-0.4122398825649077,0.05850634942832251
329,329,329,11-25,4.870037593916641,-1.2215653157293362,0.24925629364448385
330,330,330,11-26,6.263382892514138,0.4716607556011181,0.1346975073724622
331,331,331,11-27,6.975617253907777,1.3371847508541357,0.24114823207357305
332,332,332,11-28,5.738641960027361,-0.16601680248531436,0.5394198655764215
333,333,333,11-29,7.058467140142794,1.4378658867657397,0.7901922789923187
334,334,334,11-30,7.0087018385362505,1.377389918452183,0.632891083642501
335,335,335,12-01,6.108192034722421,0.2830691647660468,0.38869076283046633
336,336,336,12-02,5.486729787360075,-0.4721464164977878,0.4628994684051233
337,337,337,12-03,5.769911620098021,-0.12801717401807247,0.23879373366733517
338,338,338,12-04,6.1050372788032226,0.2792354309626277,-0.03595177128241641
339,339,339,12-05,5.951975772547875,0.09323147833901096,-0.3154259445648541
340,340,340,12-06,5.652183542080772,-0.27108311124632645,-0.2354550497664092
341,341,341,12-07,4.7283265861003185,-1.3937758749285796,-0.31355209312924276
342,342,342,12-08,5.881575126132214,0.007678952292881846,-0.40542282651133016
343,343,343,12-09,5.384318166111809,-0.5965994341950738,-0.4776308453807832
344,344,344,12-10,5.651438117046684,-0.2719889693298965,-0.3690166928812149
345,345,345,12-11,5.5954585703278426,-0.3400166348777075,-0.13550679802446788
346,346,346,12-12,6.1884510422410255,0.3806018037510835,-0.1571392983694658
347,347,347,12-13,5.881249706114619,0.0072834942119026375,0.02251455321990717
348,348,348,12-14,5.774767618866768,-0.12211604977710568,0.13299009354718186
349,349,349,12-15,6.2713344496148,0.4813236753411641,0.18353007049281675
350,350,350,12-16,6.19689596463608,0.3908642726337516,-0.01106037698479398
351,351,351,12-17,5.844992783605437,-0.03677677320389825,0.06118679328511759
352,352,352,12-18,5.227687362532729,-0.7869408811145808,0.01292420916964608
353,353,353,12-19,6.2379602130115135,0.4407665158313721,0.046199627481343736
354,354,354,12-20,5.5364777207341955,-0.4116915544699348,-0.15409442821172348
355,355,355,12-21,6.4356272695111025,0.6809761852113501,-0.22552205721065022
356,356,356,12-22,5.2079715006358045,-0.8109000615246515,-0.377940243812245
357,357,357,12-23,5.4923286494744765,-0.4653425471974586,-0.6582215814870708
358,358,358,12-24,4.475143444205685,-1.7014500007241495,-0.7976286885056413
359,359,359,12-25,4.854109500766183,-1.2409215102175826,-1.1575637823791618
360,360,360,12-26,4.848174225609848,-1.2481341965813582,-1.2661231226792313
361,361,361,12-27,4.658497046888722,-1.4786343780297733,-1.5315440524355226
362,362,362,12-28,4.671974628202483,-1.4622561033250685,-1.4156788788577221
363,363,363,12-29,4.181849165770157,-2.057868125735205,
364,364,364,12-30,5.047211867705539,-1.0062589592573472,
365,365,365,12-31,,,
