,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,bruce willis,bruce willis_norm,bruce willis_ravg,bruce willis_ravg
21,21,21,21,01-22,1.85110243422768,-0.9108574374903384,-0.7344318069042792,-0.7344318069042792
22,22,22,22,01-23,1.5868819403665533,-1.5361598135805232,-1.1731695906323365,-1.1731695906323365
23,23,23,23,01-24,1.4221774469748134,-1.925948317740673,-1.360405158475828,-1.360405158475828
24,24,24,24,01-25,1.8791144918313285,-0.8445642975344992,-1.368511453773768,-1.368511453773768
25,25,25,25,01-26,1.4426804260785469,-1.8774261105373573,-1.32929675387074,-1.32929675387074
26,26,26,26,01-27,1.7643721402257302,-1.1161127457592113,-0.9348432865969319,-0.9348432865969319
27,27,27,27,01-28,1.9505230771471584,-0.6755692380721705,-0.8399942055801245,-0.8399942055801245
28,28,28,28,01-29,2.586935935811033,0.8305609900623253,-0.850321832853208,-0.850321832853208
29,29,29,29,01-30,1.6626473890713118,-1.3568538316398282,-0.8735385207032372,-0.8735385207032372
30,30,30,30,01-31,1.852930959996028,-0.9065300611730002,-1.0034665672119363,-1.0034665672119363
31,31,31,31,02-01,1.3838193857488077,-2.016726237637533,-0.8316673280452442,-0.8316673280452442
32,32,32,32,02-02,1.4349668419801784,-1.8956810248114064,-1.1444767157161417,-1.1444767157161417
33,33,33,33,02-03,2.3860839982626323,0.3552261969279822,-0.9009129149663816,-0.9009129149663816
34,34,34,34,02-04,1.7938733722725175,-1.0462953359630591,-0.6160782497188498,-0.6160782497188498
35,35,35,35,02-05,2.2801522972392583,0.10452897285873217,-0.416379684179015,-0.416379684179015
36,36,36,36,02-06,2.5750694849545566,0.8024779303121904,-0.034740709427477125,-0.034740709427477125
37,37,37,37,02-07,1.890113194579789,-0.8185348443985239,-0.27827972815751795,-0.27827972815751795
38,38,38,38,02-08,2.4025323805857326,0.3941528236978205,-0.10246845573511416,-0.10246845573511416
39,39,39,39,02-09,1.768641919705506,-1.1060079154522626,0.03527505653743428,0.03527505653743428
40,40,40,40,02-10,2.2396059618358835,0.008572298571363449,-0.2163886622446937,-0.2163886622446937
41,41,41,41,02-11,2.6293720689572204,0.9309900464940228,-0.07736230692116108,-0.07736230692116108
42,42,42,42,02-12,1.9370289342759075,-0.7075043823805776,0.005075172557893794,0.005075172557893794
43,43,43,43,02-13,2.2425853456659235,0.015623287542671734,0.2546356100984613,0.2546356100984613
44,44,44,44,02-14,2.61153531139322,0.8887777005721498,0.10130962065685128,0.10130962065685128
45,45,45,45,02-15,2.4013500421418508,0.3913547097911427,-0.31690307156401215,-0.31690307156401215
46,46,46,46,02-16,1.8508800890319208,-0.9113836380782968,-0.2635047329717266,-0.2635047329717266
47,47,47,47,02-17,1.5690815442177048,-1.5782861068311578,-0.4764755867559567,-0.4764755867559567
48,48,48,48,02-18,2.0724092168435444,-0.3871143508268644,-0.5005314671740321,-0.5005314671740321
49,49,49,49,02-19,1.7026424350049278,-1.2622018351627091,-0.5695764393632547,-0.5695764393632547
50,50,50,50,02-20,2.5505466744006298,0.7444424180636978,-0.3129704911831359,-0.3129704911831359
51,51,51,51,02-21,2.22630100332771,-0.02291512334419377,-0.00584928193373339,-0.00584928193373339
52,52,52,52,02-22,2.5014506252878888,0.6282520510024165,0.19334731266321184,0.19334731266321184
53,53,53,53,02-23,2.3477229249573166,0.2644411486652574,0.5083573741307436,0.5083573741307436
54,54,54,54,02-24,2.577430383680774,0.8080652167548069,0.6335585695798293,0.6335585695798293
55,55,55,55,02-25,2.5012843451726026,0.6278585336424813,0.46673854402725334,0.46673854402725334
56,56,56,56,02-26,2.867968033651532,1.495649590758212,0.33057463514322466,0.33057463514322466
57,57,57,57,02-27,1.8033638335088928,-1.0238352766596488,0.08189934069738967,0.08189934069738967
58,58,58,58,02-28,2.1562356065026984,-0.18873140230175567,-0.04330201370570891,-0.04330201370570891
59,59,59,59,02-29,1.7172588971021283,-1.2276106180097524,-0.526323741395672,-0.526323741395672
60,60,60,60,03-01,2.2600086214353263,0.056857090336215374,-0.9745263835954802,-0.9745263835954802
61,61,61,61,03-02,1.2766841103176814,-2.2702718324972966,-0.8732539060604813,-0.8732539060604813
62,62,62,62,03-03,1.7316442837336319,-1.1935662624406378,-1.0857973267844547,-1.0857973267844547
63,63,63,63,03-04,2.060118949612703,-0.4162004114496557,-0.9656474497198909,-0.9656474497198909
64,64,64,64,03-05,1.6173763626748257,-1.463991926645596,-1.1035513678942286,-1.1035513678942286
65,65,65,65,03-06,2.02187369854124,-0.5067113556223701,-1.0402468159989908,-1.0402468159989908
66,66,66,66,03-07,1.910382174212429,-0.7705664187098097,-0.9714969532005665,-0.9714969532005665
67,67,67,67,03-08,1.4371795180274831,-1.8904445211258707,-1.060439444744051,-1.060439444744051
68,68,68,68,03-09,1.9059451346121952,-0.7810670856500919,-0.8697134198058203,-0.8697134198058203
69,69,69,69,03-10,1.834623925706356,-0.9498553607105632,-0.821475334008063,-0.821475334008063
70,70,70,70,03-11,2.1009221775790783,-0.3196357770162115,-0.8588113147345656,-0.8588113147345656
71,71,71,71,03-12,2.144171242958956,-0.21728284083582688,-0.6139332949187962,-0.6139332949187962
72,72,72,72,03-13,1.8157246295407303,-0.9945823030688244,-0.5924037871993519,-0.5924037871993519
73,73,73,73,03-14,2.0580163528658564,-0.4211764022312549,-0.6571553233566739,-0.6571553233566739
74,74,74,74,03-15,1.9605286837532083,-0.6518900393334258,-0.6275138262124247,-0.6275138262124247
75,75,75,75,03-16,1.6704599930304944,-1.3383645776544957,-0.8489207604454592,-0.8489207604454592
76,76,76,76,03-17,2.1760719737132974,-0.14178679415071535,-0.5372115156660829,-0.5372115156660829
77,77,77,77,03-18,1.5828404205196076,-1.5457244462340332,-0.38630946656013726,-0.38630946656013726
78,78,78,78,03-19,2.605998011628188,0.8756731656074325,-0.4465707134987707,-0.4465707134987707
79,79,79,79,03-20,2.4405968335804715,0.4842358924044194,-0.09902072596482643,-0.09902072596482643
80,80,80,80,03-21,1.8077489371636963,-1.0134575209652263,-0.09632066840987819,-0.09632066840987819
81,81,81,81,03-22,2.551600057667668,0.7469353475491701,0.19921644019712467,0.19921644019712467
82,82,82,82,03-23,2.182917403072603,-0.12558644882102593,0.11113978433204143,0.11113978433204143
83,83,83,83,03-24,2.332112744850289,0.227498205407984,0.03309667808204537,0.03309667808204537
84,84,84,84,03-25,2.3826981324002947,0.34721323041693314,0.20875506289514376,0.20875506289514376
85,85,85,85,03-26,2.2427349139943256,0.015977254904443024,0.07426640302022963,0.07426640302022963
86,86,86,86,03-27,2.253093912275105,0.04049278791336384,0.09184810316555707,0.09184810316555707
87,87,87,87,03-28,2.2106322812163026,-0.059996611700314464,-0.18775182606085897,-0.18775182606085897
88,88,88,88,03-29,2.227492114504501,-0.0200962479490613,-0.37577830204861434,-0.37577830204861434
89,89,89,89,03-30,1.6232457946333756,-1.4501013699505123,-0.663416267887912,-0.663416267887912
90,90,90,90,03-31,1.905996457395432,-0.7809456255095992,-0.7420686693466415,-0.7420686693466415
91,91,91,91,04-01,1.5134892086208216,-1.7098505401313424,-0.9510318686172958,-0.9510318686172958
92,92,92,92,04-02,2.0536872525397336,-0.4314216208390141,-1.0856354265831276,-1.0856354265831276
93,93,93,93,04-03,1.6808499376213348,-1.31377580732424,-1.011346466609683,-1.011346466609683
94,94,94,94,04-04,1.8862330380534549,-0.8277175957440513,-0.9368437010319802,-0.9368437010319802
95,95,95,95,04-05,1.811589864093128,-1.0043676101098449,-0.9165075276040445,-0.9165075276040445
96,96,96,96,04-06,2.09488258610051,-0.3339290320433837,-1.0172564413946548,-1.0172564413946548
97,97,97,97,04-07,1.5650473090710884,-1.587833499563728,-0.8277841147587655,-0.8277841147587655
98,98,98,98,04-08,1.7982595224469136,-1.0359151035826757,-0.5080844174329271,-0.5080844174329271
99,99,99,99,04-09,2.1612172635519604,-0.1769418475089046,-0.4875037760656797,-0.4875037760656797
100,100,100,100,04-10,2.6967645358819823,1.090480588210979,-0.7375339860715918,-0.7375339860715918
101,101,101,101,04-11,1.863767761705165,-0.8808837619063605,-0.5844265382464756,-0.5844265382464756
102,102,102,102,04-12,1.4609834541538051,-1.834110292078856,-0.15522178019236776,-0.15522178019236776
103,103,103,103,04-13,1.9532191154644905,-0.6691888126130308,-0.26883328285755487,-0.26883328285755487
104,104,104,104,04-14,2.886418123567399,1.5393134447419716,-0.7158477818153446,-0.7158477818153446
105,105,105,105,04-15,1.8731791384113223,-0.8586108635000274,-0.5450446377127761,-0.5450446377127761
106,106,106,106,04-16,1.5634530738381205,-1.591606405535759,-0.3418160528530705,-0.3418160528530705
107,107,107,107,04-17,2.296803292802891,0.1439351027090499,-0.3392977524010062,-0.3392977524010062
108,108,108,108,04-18,1.9762268862425856,-0.6147387829206217,-0.7768816387096686,-0.7768816387096686
109,109,109,109,04-19,1.9596037378287512,-0.6540790099006449,-0.7367510533184739,-0.7367510533184739
110,110,110,110,04-20,1.7770160010064175,-1.0861898731100037,-0.5863396018489825,-0.5863396018489825
111,111,111,111,04-21,1.9749218167996256,-0.617827351152859,-0.6341793775938107,-0.6341793775938107
112,112,112,112,04-22,1.944789747190912,-0.6891376967188114,-0.42690339483921297,-0.42690339483921297
113,113,113,113,04-23,2.1755155799442947,-0.143103551759919,-0.25763559610700054,-0.25763559610700054
114,114,114,114,04-24,2.5017316464011,0.6289171136069648,-0.07595279906307832,-0.07595279906307832
115,115,115,115,04-25,2.3887467229118013,0.3615277824926297,-0.07023129849805404,-0.07023129849805404
116,116,116,116,04-26,2.23763460918608,0.0039069091535296535,0.23576510719527458,0.23576510719527458
117,117,117,117,04-27,1.9894274809012389,-0.5834983477627134,0.2882891117525645,0.2882891117525645
118,118,118,118,04-28,2.7205794245392063,1.1468407374411604,0.10275406862082236,0.10275406862082236
119,119,119,119,04-29,2.3086791720336013,0.17204047558382035,0.04319032039200022,0.04319032039200022
120,120,120,120,04-30,2.031346476608518,-0.484293145183488,-0.1531285225934461,-0.1531285225934461
121,121,121,121,05-01,2.2377353379401628,0.0041452931196969646,0.11820562092950158,0.11820562092950158
122,122,122,122,05-02,1.7399093777017982,-1.1740061487591482,0.009601176180994098,0.009601176180994098
123,123,123,123,05-03,2.677338265932504,1.0445065133749727,-0.10874194733167879,-0.10874194733167879
124,124,124,124,05-04,2.4452356440816168,0.4952140689501156,-0.05067339298818583,-0.05067339298818583
125,125,125,125,05-05,2.00864501510204,-0.538018265492217,-0.03111255502745287,-0.03111255502745287
126,126,126,126,05-06,2.17856711123051,-0.13588181912253025,0.0794479905599947,0.0794479905599947
127,127,127,127,05-07,2.2873277380072015,0.12151032088409475,-0.0971684585754047,-0.0971684585754047
128,128,128,128,05-08,2.0202124413747042,-0.5106428752344627,-0.01764051383134131,-0.01764051383134131
129,129,129,129,05-09,2.229564319768992,-0.015192181437423725,0.5096767849379118,0.5096767849379118
130,130,130,130,05-10,2.6468620600958066,0.972381737414496,0.5979861473214685,0.5979861473214685
131,131,131,131,05-11,3.3455473755904257,2.6258855271233013,0.668133456167859,0.668133456167859
132,132,132,132,05-12,2.4024569690056157,0.3939743551788102,0.7254603706538622,0.7254603706538622
133,133,133,133,05-13,2.4651715201048643,0.5423941739624384,0.9467877869521552,0.9467877869521552
134,134,134,134,05-14,2.165552803761317,-0.1666813883184439,0.8821172034162409,0.8821172034162409
135,135,135,135,05-15,2.7906935411705875,1.3127723163523348,0.34704929157875514,0.34704929157875514
136,136,136,136,05-16,2.482903365804691,0.5843582361990102,0.5295768789311838,0.5295768789311838
137,137,137,137,05-17,1.9889949620308875,-0.5845219439016129,0.47378890347540614,0.47378890347540614
138,138,138,138,05-18,2.8652173657444537,1.4891398792933819,0.922445661518939,0.922445661518939
139,139,139,139,05-19,2.323732814703444,0.20766632122777315,1.3510333515666704,1.3510333515666704
140,140,140,140,05-20,3.3030278691107946,2.525259159942754,1.338596928603051,1.338596928603051
141,141,141,141,05-21,3.8772876958444416,3.884298456638723,1.6392948056886276,1.6392948056886276
142,142,142,142,05-22,2.4513734249988417,0.5097396984172935,1.342882870183318,1.342882870183318
143,143,143,143,05-23,2.7513513319201777,1.219665318611847,1.3303385068614848,1.3303385068614848
144,144,144,144,05-24,2.1137271013839376,-0.2893317337384747,0.837811402670995,0.837811402670995
145,145,145,145,05-25,2.2919292137691967,0.13240014129677471,0.27479057908610566,0.27479057908610566
146,146,146,146,05-26,2.0543287467159708,-0.42990346520018535,0.1351928068692733,0.1351928068692733
147,147,147,147,05-27,2.4498665400971382,0.5061735151293872,-0.048065586982727095,-0.048065586982727095
148,148,148,148,05-28,2.0974525662840042,-0.3278469348837008,0.05700393139370332,0.05700393139370332
149,149,149,149,05-29,2.2867381286517263,0.12011495549984448,0.4584446591308818,0.4584446591308818
150,150,150,150,05-30,2.380108817782539,0.3410853765201078,0.8315657204639005,0.8315657204639005
151,151,151,151,05-31,3.3096979419346204,2.5410445077198456,0.8931584929016019,0.8931584929016019
152,152,152,152,06-01,3.000298903220024,1.8088229027979272,0.7675428659980806,0.7675428659980806
153,153,153,153,06-02,2.6060220901865714,0.8757301497555953,1.0507078747206746,1.0507078747206746
154,154,154,154,06-03,1.7789805030433232,-1.0815406963048286,1.0804352700428534,1.0804352700428534
155,155,155,155,06-04,3.004643589846552,1.819105007835408,0.6393428643368507,0.6393428643368507
156,156,156,156,06-05,2.4554763907223056,0.5194497484531814,0.43923080054037317,0.43923080054037317
157,157,157,157,06-06,2.1914007046579442,-0.10550992651617128,0.4002452018018258,0.4002452018018258
158,158,158,158,06-07,2.4929567563264494,0.608150520019062,0.4609467340138716,0.4609467340138716
159,159,159,159,06-08,2.507182285195793,0.6418165573243112,-0.007030071608673934,-0.007030071608673934
160,160,160,160,06-09,1.9328765005555475,-0.7173315030325541,0.07790017013807343,0.07790017013807343
161,161,161,161,06-10,1.8181865979162208,-0.9887558258998652,0.14684131774328485,0.14684131774328485
162,162,162,162,06-11,2.670799197186428,1.0290311989336656,0.035861476696108584,0.035861476696108584
163,163,163,163,06-12,2.366186518025536,0.30813695911509714,-0.20148349499851773,-0.20148349499851773
164,164,164,164,06-13,2.2115906569989927,-0.05772852626399558,-0.19500347412269928,-0.19500347412269928
165,165,165,165,06-14,1.9054439131583447,-0.7822532728434466,0.09228240238350911,0.09228240238350911
166,166,166,166,06-15,1.9493052337397518,-0.6784513777776435,0.10232308043359332,0.10232308043359332
167,167,167,167,06-16,2.5465396546669536,0.7349594331373852,0.43860393076038906,0.43860393076038906
168,168,168,168,06-17,2.6962552294793034,1.0892752672341708,0.5609027472476668,0.5609027472476668
169,169,169,169,06-18,3.2187560499529573,2.3258220610758715,0.8258525750328211,0.8258525750328211
170,170,170,170,06-19,2.5216536434179604,0.6760643726596711,1.0622203717455514,1.0622203717455514
171,171,171,171,06-20,2.577168605300414,0.8074456938674791,1.2984730185892632,1.2984730185892632
172,172,172,172,06-21,2.5485661836578117,0.7397554024987381,1.204445854588467,1.204445854588467
173,173,173,173,06-22,3.1455086662547904,2.152475314199657,0.8367948412097107,0.8367948412097107
174,174,174,174,06-23,2.457869085508517,0.5251122832293941,0.9628546158923772,0.9628546158923772
175,175,175,175,06-24,2.2866540522199257,0.11991598080333304,0.9476411018095098,0.9476411018095098
176,176,176,176,06-25,2.8412517501541426,1.4324230207556703,1.226573810496721,1.226573810496721
177,177,177,177,06-26,2.5385979326974493,0.716164609370275,0.7843874528692177,0.7843874528692177
178,178,178,178,06-27,3.2557415362049515,2.413351654622004,0.844829505399124,0.844829505399124
179,179,179,179,06-28,2.0244379434324498,-0.5006428315653624,0.8676290647747341,0.8676290647747341
180,180,180,180,06-29,2.6111072267350464,0.8877645984088314,0.714514923495079,0.714514923495079
181,181,181,181,06-30,2.344457550831653,0.25671333705699384,0.7389558571180701,0.7389558571180701
182,182,182,182,07-01,2.453062973911289,0.5137381730777392,0.2302478035255223,0.2302478035255223
183,183,183,183,07-02,2.600562791292796,0.862810211108222,0.23913966313513588,0.23913966313513588
184,184,184,184,07-03,1.9660190119588257,-0.6388966669332826,0.20402799656942852,0.20402799656942852
185,185,185,185,07-04,2.0469813876338234,-0.4472916739076809,0.28528374308201715,0.28528374308201715
186,186,186,186,07-05,2.52208896387522,0.6770945990145872,0.37453286105640493,0.37453286105640493
187,187,187,187,07-06,2.5504644456736543,0.7442478161325257,0.4433854533294923,0.4433854533294923
188,188,188,188,07-07,2.6793353847917016,1.049232880924066,0.7365039819002589,0.7365039819002589
189,189,189,189,07-08,2.775124091197949,1.2759257647467463,1.2546819471026265,1.2546819471026265
190,190,190,190,07-09,2.709159534114572,1.1198145044913168,1.2101019363389247,1.2101019363389247
191,191,191,191,07-10,3.3607128856312998,2.661776117306524,1.238282532476614,1.238282532476614
192,192,192,192,07-11,2.4090657011078243,0.4096145344323769,1.1841597811504683,1.1841597811504683
193,193,193,193,07-12,2.6219104338564403,0.9133313929586614,0.935152860621583,0.935152860621583
194,194,194,194,07-13,2.5421185057457665,0.7244963729671929,0.6234736035792143,0.6234736035792143
195,195,195,195,07-14,2.1438192949965216,-0.2181157584265649,0.18383435449678243,0.18383435449678243
196,196,196,196,07-15,1.9189621796417675,-0.7502610377628955,0.27219923810392155,0.27219923810392155
197,197,197,197,07-16,2.2460998220480435,0.023940622811932863,0.16638350835880486,0.16638350835880486
198,198,198,198,07-17,2.6330963212949308,0.9398038360752116,0.05234029789080378,0.05234029789080378
199,199,199,199,07-18,2.353636855115093,0.2784370144879612,0.23542452339954378,0.23542452339954378
200,200,200,200,07-19,2.2529858760592503,0.04023711015918646,0.2951631183171168,0.2951631183171168
201,201,201,201,07-20,2.6079909309775533,0.8803895946258751,0.4778873200295574,0.4778873200295574
202,202,202,202,07-21,2.070416851703475,-0.3918294682574577,0.4983218954126942,0.4983218954126942
203,203,203,203,07-22,2.7093586932397757,1.1202858330865764,0.39457395428566705,0.39457395428566705
204,204,204,204,07-23,2.6849038992542655,1.0624112883740329,0.4508676938394218,0.4508676938394218
205,205,205,205,07-24,2.090605720516897,-0.3440506322742018,0.24273554319920446,0.24273554319920446
206,206,206,206,07-25,2.395706840203204,0.3779995474817148,0.3539944679543736,0.3539944679543736
207,207,207,207,07-26,2.080315536800525,-0.3684033092154291,0.0014258890745586135,0.0014258890745586135
208,208,208,208,07-27,2.3524905092105333,0.27572408027355705,-0.24114741065246237,-0.24114741065246237
209,209,209,209,07-28,1.8154950433299768,-0.9951256401923138,-0.17759713496579776,-0.17759713496579776
210,210,210,210,07-29,2.069910198585972,-0.3930285099880931,-0.5527819072449125,-0.5527819072449125
211,211,211,211,07-30,2.2517241093379834,0.037251021845785666,-0.7731418467781621,-0.7731418467781621
212,212,212,212,07-31,1.4445045776376948,-1.8731090861929736,-0.8783877547068254,-0.8783877547068254
213,213,213,213,08-01,1.5216391497245303,-1.6905629464149268,-0.7985579848154495,-0.7985579848154495
214,214,214,214,08-02,2.085661594115253,-0.3557513672984228,-0.730674980748992,-0.730674980748992
215,215,215,215,08-03,2.0178866736711742,-0.5161470208440591,-0.5762658890584845,-0.5762658890584845
216,216,216,216,08-04,2.24201331104844,0.014269514410652544,-0.2281494669067837,-0.2281494669067837
217,217,217,217,08-05,2.6431959606193844,0.9637055719888308,0.041089632802359555,0.041089632802359555
218,218,218,218,08-06,2.3270807183893982,0.21558944671723124,0.09679126156055191,0.09679126156055191
219,219,219,219,08-07,2.2042383907830514,-0.07512834816006721,0.1338279000738725,0.1338279000738725
220,220,220,220,08-08,2.226881385583656,-0.02154159474926864,0.17463247623644093,0.17463247623644093
221,221,221,221,08-09,2.111785298974343,-0.2939271897641357,0.19208005023181293,0.19208005023181293
222,222,222,222,08-10,2.345464751609537,0.2590969713860633,0.11392946972974725,0.11392946972974725
223,223,223,223,08-11,2.687430623342664,1.0683910159610628,-0.02273413536425854,-0.02273413536425854
224,224,224,224,08-12,2.128946320389176,-0.2533140362951628,-0.02480790952200974,-0.02480790952200974
225,225,225,225,08-13,1.857756497112086,-0.8951099787241019,-0.008796642586066328,-0.008796642586066328
226,226,226,226,08-14,2.2216237663606795,-0.03398423969577584,0.2253977207852564,0.2253977207852564
227,227,227,227,08-15,2.152378506538427,-0.1978595881484752,0.19026842336917812,0.19026842336917812
228,228,228,228,08-16,2.939215417356618,1.6642631516139996,0.0068032734947275535,0.0068032734947275535
229,229,229,229,08-17,2.5983676611613213,0.8576152314645932,0.12640651793216548,0.12640651793216548
230,230,230,230,08-18,1.6638089306108113,-1.3541049355418662,0.08917619474338763,0.08917619474338763
231,231,231,231,08-19,2.1609854262287267,-0.1774905120994743,-0.09529106764756567,-0.09529106764756567
232,232,232,232,08-20,2.1272340942050483,-0.2573661788284429,-0.5690490343646076,-0.5690490343646076
233,233,233,233,08-21,1.6847004707544897,-1.3046631624941951,-0.6324044003591093,-0.6324044003591093
234,234,234,234,08-22,1.7381015045711683,-1.1782846486882517,-0.3870193616924988,-0.3870193616924988
235,235,235,235,08-23,2.4377434249655003,0.4774830354975835,-0.25066175083013803,-0.25066175083013803
236,236,236,236,08-24,2.285931205354311,0.11820529645779645,-0.04136601467622162,-0.04136601467622162
237,237,237,237,08-25,2.5066915357341872,0.6406551530746899,0.3615888915932472,0.3615888915932472
238,238,238,238,08-26,2.6578595152890734,0.9984082380950556,0.3980402669894723,0.3980402669894723
239,239,239,239,08-27,2.706308080858254,1.113066275122618,0.3293399893525549,0.3293399893525549
240,240,240,240,08-28,1.8305163180506443,-0.9595763963109007,0.4488540542690734,0.4488540542690734
241,241,241,241,08-29,2.2635682868591496,0.0652813696760786,0.4426113435020646,0.4426113435020646
242,242,242,242,08-30,2.5889340385087998,0.8352896859569079,0.4843119672443936,0.4843119672443936
243,243,243,243,08-31,2.49086445253449,0.6031988884726373,0.3643127189812509,0.3643127189812509
244,244,244,244,09-01,2.7635826964649537,1.24861198054903,0.48777851989515986,0.48777851989515986
245,245,245,245,09-02,2.402075167137689,0.3930707855437614,0.597351331329402,0.597351331329402
246,246,246,246,09-03,2.143537948607132,-0.21878159082744708,0.4761725465866258,0.4761725465866258
247,247,247,247,09-04,2.541367157849514,0.7227182382815318,0.37211047274945014,0.37211047274945014
248,248,248,248,09-05,2.2817106575542097,0.1082169775002502,0.10173823672703752,0.10173823672703752
249,249,249,249,09-06,2.227036900366295,-0.02117355455041684,0.5206101785930808,0.5206101785930808
250,250,250,250,09-07,2.0781106260577644,-0.3736214355854456,0.5268056087579961,0.5268056087579961
251,251,251,251,09-08,3.4640370810177634,2.9063024367400208,0.5585639238900076,0.5585639238900076
252,252,252,252,09-09,2.159245161761428,-0.18160900983795536,0.7074868733088727,0.7074868733088727
253,253,253,253,09-10,2.6218837018055265,0.9132681290736012,0.6502044058264868,0.6502044058264868
254,254,254,254,09-11,2.659273546300052,1.0017546740134404,0.4279724221644989,0.4279724221644989
255,255,255,255,09-12,2.081809224030738,-0.36486835944473306,-0.19126311038380817,-0.19126311038380817
256,256,256,256,09-13,1.5146880639169835,-1.7070133375573726,-0.2707342721596376,-0.2707342721596376
257,257,257,257,09-14,1.894095326604784,-0.8091107585498214,-0.35772582295591593,-0.35772582295591593
258,258,258,258,09-15,1.9577627070480423,-0.6584359804929317,-0.6302023351932954,-0.6302023351932954
259,259,259,259,09-16,2.4013348787846818,0.391318824295931,-0.3040264475773478,-0.3040264475773478
260,260,260,260,09-17,1.9684665251042681,-0.6331043994108357,0.13839085420082195,0.13839085420082195
261,261,261,261,09-18,2.9087597433972023,1.5921869662509518,0.3747692925088922,0.3747692925088922
262,262,262,262,09-19,2.6363442971727724,0.947490473111646,0.5261628841984819,0.5261628841984819
263,263,263,263,09-20,2.4933832560548312,0.6091598712986003,0.6225498510557332,0.6225498510557332
264,264,264,264,09-21,2.3415893908397947,0.24992556964460624,0.6922436289518065,0.6922436289518065
265,265,265,265,09-22,2.64570380772468,0.9696406254394396,0.878535497755673,0.878535497755673
266,266,266,266,09-23,2.145160474644856,-0.21494173203439607,0.8061959950038572,0.8061959950038572
267,267,267,267,09-24,3.3810636858716263,2.7099381790741512,0.6906580035373461,0.6906580035373461
268,268,268,268,09-25,2.4529426674307184,0.5134534566007514,0.6165199301251053,0.6165199301251053
269,269,269,269,09-26,2.20046092280656,-0.08406807750046551,0.5412092778476247,0.5412092778476247
270,270,270,270,09-27,2.153627862594431,-0.19490287082883856,0.5180576215327165,0.5180576215327165
271,271,271,271,09-28,2.454769451816623,0.517776711774557,0.18431759026882047,0.18431759026882047
272,272,272,272,09-29,2.0864643081264105,-0.3538516699238459,0.2228931104146078,0.2228931104146078
273,273,273,273,09-30,2.534935867521006,0.7074979914907754,0.3100076054149474,0.3100076054149474
274,274,274,274,10-01,2.550742804199108,0.7449065774754753,0.4082056965756374,0.4082056965756374
275,275,275,275,10-02,2.4213214450585907,0.43861889250157216,0.030146955410034,0.030146955410034
276,276,276,276,10-03,2.4025885171653845,0.3942856761353015,-0.012789972311692552,-0.012789972311692552
277,277,277,277,10-04,1.4962808442036737,-1.7505757352190634,-0.03664946269258768,-0.03664946269258768
278,278,278,278,10-05,1.97760673763276,-0.6114732362542052,-0.05619135371230008,-0.05619135371230008
279,279,279,279,10-06,2.4744451362578417,0.5643410492054046,-0.3462509956543857,-0.3462509956543857
280,280,280,280,10-07,2.5011984401252625,0.6276552313572009,-0.6537798882257321,-0.6537798882257321
281,281,281,281,10-08,1.6859360880830785,-1.3017389591509416,-0.7414376796102117,-0.7414376796102117
282,282,282,282,10-09,1.6229135409099216,-1.4508876792927765,-0.49689006722793194,-0.49689006722793194
283,283,283,283,10-10,1.2740429079731952,-2.276522483525941,-0.7681680500739789,-0.7681680500739789
284,284,284,284,10-11,2.5976058937551376,0.8558124380394734,-0.6142635186556984,-0.6142635186556984
