,unnamed: 0,unnamed: 0,mth_day,remake,remake_norm,remake_ravg
81,81,81,03-22,2.3436023919341085,0.5544437181117177,-0.0995178483442608
82,82,82,03-23,2.196859238088561,0.1345895623412754,0.016085718305110814
83,83,83,03-24,2.388801872866774,0.6837662071746192,0.08259363503818712
84,84,84,03-25,1.9316407132154207,-0.6242403860220923,-0.005841554417068258
85,85,85,03-26,2.012221342878424,-0.393687127815442,-0.26003019284465
86,86,86,03-27,2.0135375366089407,-0.3899213002924883,-0.332055105348604
87,87,87,03-28,1.8105538278756448,-0.9706881124537728,-0.4352766950030618
88,88,88,03-29,2.0458187493233355,-0.2975599126824485,-0.4595357338769066
89,89,89,03-30,2.172340112476895,0.06443666924787206,-0.3760287724862816
90,90,90,03-31,1.8807680781632232,-0.7697946192651609,-0.38467805122418514
91,91,91,04-01,2.187340365245114,0.10735464052830804,-0.2720846225700508
92,92,92,04-02,1.995399489055354,-0.4418169727199098,-0.028847099812264205
93,93,93,04-03,2.0466688872967778,-0.29512754052896684,-0.042417176291713855
94,94,94,04-04,2.5559021780447786,1.1618652238642708,-0.2617082517572095
95,95,95,04-05,2.143882861884261,-0.016983789628825827,-0.4412938287757726
96,96,96,04-06,1.4209017615142143,-2.085541072058135,-0.29110785191572214
97,97,97,04-07,1.810738820236923,-0.9701588215830704,-0.32717446067466455
98,98,98,04-08,2.3103483388631147,0.4592988884403933,-0.5632793931643224
99,99,99,04-09,1.9710350819137337,-0.5115271930826215,-0.41480888051592985
100,100,100,04-10,2.060776211718047,-0.2547643710736759,-0.15016491978328816
101,101,101,04-11,2.45523428208079,0.8738392862615295,-0.17403442230331123
102,102,102,04-12,1.97587575298736,-0.4976773076622851,-0.27853086416606354
103,103,103,04-13,1.7606830658892985,-1.1133758367032087,-0.20071030491047823
104,104,104,04-14,2.091213138215552,-0.16767976273612067,-0.20259570122152218
105,105,105,04-15,2.1342293836812165,-0.04460383754910952,-0.16363703356907813
106,106,106,04-16,2.05682242447366,-0.26607674893993954,0.156031191565546
107,107,107,04-17,2.536932905505624,1.107591292176194,0.576890272793352
108,108,108,04-18,2.646238871642939,1.4203320431454598,0.7569672125004984
109,109,109,04-19,2.6432493769062257,1.4117786506636272,0.9978622417512454
110,110,110,04-20,2.4688450997569187,0.9127818755067568,0.9531782272264772
111,111,111,04-21,2.6394004653836585,1.4007663379553728,0.7086738942087344
112,112,112,04-22,1.9631174110389968,-0.534180836088549,0.5324422902052363
113,113,113,04-23,2.0241929009663893,-0.3594347059302629,0.30922763760182387
114,114,114,04-24,2.276670805828117,0.3629424191244705,0.08717074002692277
115,115,115,04-25,2.175155087629184,0.07249073504315302,0.030073301441643257
116,116,116,04-26,2.00317869104644,-0.4195595099426499,0.3220674362817828
117,117,117,04-27,2.51966376968563,1.0581817064436958,0.44250312217338417
118,118,118,04-28,2.57544633043078,1.2177839729522881,0.521165218335153
119,119,119,04-29,2.2767536362653598,0.3631794094193452,0.44510303128122036
120,120,120,04-30,2.4416298601125423,0.8349149960950831,0.6333641221415653
121,121,121,05-01,2.0156481960581973,-0.3838823872804424,0.8824616421352202
122,122,122,05-02,2.3979733001681107,0.7100070352194199,0.7301092697349417
123,123,123,05-03,3.0420359581694654,2.552766826405625,1.00236745229314
124,124,124,05-04,2.2559544214247613,0.3036697385506181,1.340578571501238
125,125,125,05-05,2.847695099910523,1.9967285047685344,1.4571120420258092
126,126,126,05-06,3.1508785210980137,2.86418171134367,1.152077797485129
127,127,127,05-07,2.2600257556223693,0.3153184358669862,0.9389078456952143
128,128,128,05-08,1.7582985017707304,-1.1201984320246616,1.0104928331240712
129,129,129,05-09,2.595005998825318,1.2737471156661366,0.7621556584623512
130,130,130,05-10,2.406072361365521,0.733179663123759,0.3418235925434439
131,131,131,05-11,2.3269174004246365,0.5067054567982143,0.4406499742430503
132,132,132,05-12,2.2694173922614667,0.3421893158302263,0.6701713437146731
133,133,133,05-13,2.467270505749457,0.9082767260646244,0.42878937971763725
134,134,134,05-14,2.2396183482218417,0.2569297848050751,0.1567973349018497
135,135,135,05-15,2.088813786245804,-0.17454466831607848,-0.008241033311175677
136,136,136,05-16,1.8356890042600973,-0.8987726057709663,0.11747750915385784
137,137,137,05-17,1.9808222101175024,-0.4835247524799379,-0.01925859042859736
138,138,138,05-18,2.5330565893202346,1.0965005706204274,-0.03172578529192854
139,139,139,05-19,2.180526841720003,0.08786012856989323,0.2235835060660297
140,140,140,05-20,2.2134739054141472,0.18212661562508803,0.5952390102556622
141,141,141,05-21,2.6242124255831643,1.3573110798316708,0.9245264479960654
142,142,142,05-22,2.6150725127372065,1.3311604193668287,0.8511565569174908
143,143,143,05-23,2.671357384843733,1.4921998739624815,0.9532253088293189
144,144,144,05-24,2.3791956011718502,0.6562812241489797,0.6402310325353517
145,145,145,05-25,2.3945710333817805,0.7002726400408618,0.6860728585389246
146,146,146,05-26,1.557106451034197,-1.695839042138715,0.6016299193673192
147,147,147,05-27,2.720345437963984,1.6323620358531081,0.7172190089064091
148,148,148,05-28,2.4379906897700305,0.8245027843371967,0.8976557056800383
149,149,149,05-29,2.9137545217920517,2.1857344111970205,0.7282091682301624
150,150,150,05-30,2.7575819944961832,1.7389014047907547,1.2404099728178768
151,151,151,05-31,2.0392316522391885,-0.3164065846583938,0.8641714213815082
152,152,152,06-01,2.6312217422762822,1.3773657853875718,0.5191378557857681
153,153,153,06-02,1.9313510091522872,-0.6250692727651039,0.4311604741225688
154,154,154,06-03,1.7144349563961347,-1.2456986092372435,0.23095953143575357
155,155,155,06-04,2.729260764497102,1.6578701212178253,0.5922135866816653
156,156,156,06-05,2.33774881201206,0.5376957486698632,0.43106843473730594
157,157,157,06-06,2.796802708917208,1.8511177468170767,0.4575842935792525
158,158,158,06-07,2.2932908560640093,0.4104948737214157,0.6548552694302795
159,159,159,06-08,1.9869563287602416,-0.4659741197134242,0.25812494373593425
160,160,160,06-09,2.128123825648096,-0.06207275413108184,0.23375484952522085
161,161,161,06-10,1.897293876684896,-0.7225118329482464,-0.12916345574667631
162,162,162,06-11,2.286643287369615,0.3914751834055828,-0.211068507351076
163,163,163,06-12,2.0357416217953666,-0.32639208481430626,0.038497371532303926
164,164,164,06-13,2.1215311329822155,-0.08093543590498241,0.1044523821709164
165,165,165,06-14,2.5103106934545343,1.0314211535868554,0.2504483487120331
166,166,166,06-15,2.266435372265036,0.33365730970059304,0.29878394129336433
167,167,167,06-16,2.2034560277727047,0.15346396629845366,0.5208777301050492
168,168,168,06-17,2.38800587531917,0.6814887388935702,0.5276390174853218
169,169,169,06-18,2.501485393604824,1.0061706480558026,0.29575144011812854
170,170,170,06-19,2.1357099513256945,-0.04036771162334652,0.5862156179422784
171,171,171,06-20,2.024028769513256,-0.35990431061630457,0.763101216492887
172,172,172,06-21,2.8755558815740967,2.076442376645492,0.9185709788247846
173,173,173,06-22,2.574395558718289,1.2147775576021058,0.8651461289219199
174,174,174,06-23,2.7140351348414806,1.6143073128849557,1.153986955537517
175,175,175,06-24,2.3894503329430767,0.6856215486386149,1.5255839132767666
176,176,176,06-25,2.741426197422857,1.6926772480702357,1.0516663977470515
177,177,177,06-26,2.803289502631481,1.8696774358191928,0.51848973413485
178,178,178,06-27,1.8817229050178257,-0.767062716532799,0.3149600545424314
179,179,179,06-28,1.4562926541742771,-1.9842824240711043,0.31500943910351337
180,180,180,06-29,2.28722139477368,0.3931292353304439,0.30931663773873175
181,181,181,06-30,2.389553895279829,0.6859178560051064,0.07606088047877742
182,182,182,07-01,2.7294880572615243,1.6585204398815463,0.14962598222577872
183,183,183,07-02,2.3141384247747427,0.4701428922594668,0.5595599790887752
184,184,184,07-03,2.0359932614492986,-0.3256721060507913,0.7727424777976256
185,185,185,07-04,2.3159484190357813,0.4753215571068746,1.0346818285026622
186,186,186,07-05,2.734277665746716,1.6722242275835462,0.9173178404044532
187,187,187,07-06,2.938856160036661,2.2575539602353265,0.8956362891429546
188,188,188,07-07,2.4833688533705582,0.9543365112922912,1.2979664119211
189,189,189,07-08,2.268670933237766,0.34005358469047603,1.40046820693661
190,190,190,07-09,2.879703253961241,2.088308630618082,1.693019147040568
191,191,191,07-10,2.5309007276221425,1.0903323271999337,1.6713633704425803
192,192,192,07-11,3.3477742386110334,3.427529868207296,1.6095049152430096
193,193,193,07-12,2.893442719488976,2.1276193006474,1.623097606253106
194,194,194,07-13,2.353648025079485,0.5831857800948674,1.2251174601029005
195,195,195,07-14,2.297175607834725,0.4216097307510547,1.0373708293331625
196,196,196,07-15,2.0451154189523053,-0.29957224628315204,0.5540655946161529
197,197,197,07-16,2.1371849716477245,-0.03614745741849305,0.013014287332004123
198,198,198,07-17,2.334254661333633,0.5276984599052387,-0.17785121873558682
199,199,199,07-18,1.7588262228042215,-1.1186885430574929,0.01126658694174787
200,200,200,07-19,1.9533918036881923,-0.5620072563106783,0.16278371327352176
201,201,201,07-20,2.6937667984473266,1.5563165648150628,0.02539399488337119
202,202,202,07-21,2.362855767698959,0.6095305117074913,-0.01913727126661252
203,203,203,07-22,1.8490706304352191,-0.8604857677593964,-0.0249408964345695
204,204,204,07-23,2.2408699702483275,0.2605108630053364,0.138064595590771
205,205,205,07-24,1.74665567859245,-1.1535102940652346,-0.08101799068431177
206,206,206,07-25,2.2952239327528674,0.4160256958413648,-0.24448319659748674
207,207,207,07-26,2.2343376959250345,0.2418210471645661,-0.15109111411101872
208,208,208,07-27,2.02005959150258,-0.3712607237715584,0.03998989842002653
209,209,209,07-28,2.044919334656609,-0.3001332728405884,0.1519270171500432
210,210,210,07-29,2.6415781214017064,1.4069969381916079,0.007653806496674946
211,211,211,07-30,1.9813944174007008,-0.4818875816851347,0.07046291089394309
212,212,212,07-31,1.9926745023510348,-0.4496135680788447,0.19717101545064952
213,213,213,08-01,2.366052091642609,0.618675673548175,0.035907335408446456
214,214,214,08-02,2.2857739586211743,0.3889879035686801,-0.23018801123711974
215,215,215,08-03,1.7067398880336624,-1.2677153530938068,0.20768113203536184
216,216,216,08-04,2.0835604880822345,-0.18957514168178932,0.42108090557644623
217,217,217,08-05,2.8996318315934024,2.1453272779497548,0.007869154860294436
218,218,218,08-06,2.4401864114597682,0.8307850731676618,0.13356430655308116
219,219,219,08-07,1.4995226836648357,-1.8605948307487359,0.41419941811477723
220,220,220,08-08,2.5493641038512083,1.1431588137254003,0.6881526837894464
221,221,221,08-09,2.295248265779144,0.4160953162763696,0.38499188654763916
222,222,222,08-10,2.6580566409801665,1.4541444523662257,0.15998984546233452
223,223,223,08-11,2.2638857626572646,0.326362494498912,0.5690932143287685
224,224,224,08-12,1.9683438631355032,-0.5192271733441659,0.4986900214152314
225,225,225,08-13,2.357436572636161,0.5940253824498681,0.2983477190292913
226,226,226,08-14,2.401724456698435,0.7207396562441778,0.08478371046087256
227,227,227,08-15,1.8751186436701013,-0.7859584980392705,0.22753013829296045
228,228,228,08-16,2.2102003213343218,0.1727604009557131,0.19053668856153747
229,229,229,08-17,2.56323343944986,1.1828410614914395,0.010879634831826246
230,230,230,08-18,1.8907664175781875,-0.7411878717327038,0.1396055060145717
231,231,231,08-19,1.9806851367497749,-0.4839169399283991,0.4406143901941333
232,232,232,08-20,2.6716701994177194,1.4930948833406503,0.43575093931054115
233,233,233,08-21,2.5063520240183292,1.020094807038099,0.47884930350736693
234,234,234,08-22,2.2000013780380963,0.1435796956541601,0.4784207405782199
235,235,235,08-23,2.6536132506424512,1.4414312466723944,0.5366533475884224
236,236,236,08-24,1.8898676958437948,-0.743759249307586,-0.12314676239202509
237,237,237,08-25,2.10280234757473,-0.13452129786718414,-0.1654696714343
238,238,238,08-26,1.288030460968533,-2.465705776542035,-0.3666652149962657
239,239,239,08-27,2.4175983880127254,0.7661573527844495,-0.9697091948616178
240,240,240,08-28,1.778082458868062,-1.063593565717634,-0.9312265157234272
241,241,241,08-29,1.3889944639026632,-2.1768326325197176,-0.581975898540327
242,242,242,08-30,1.9705681432856241,-0.5128631744784423,-0.09137341614274257
243,243,243,08-31,2.835201486803067,1.9609824052314169,0.0038852633778141965
244,244,244,09-01,2.3168527969442443,0.4779091178434717,0.1694588034393233
245,245,245,09-02,2.617361456286152,1.33770942990779,0.9096516037778352
246,246,246,09-03,2.1252999361000704,-0.07015232534857943,1.3915495403032139
247,247,247,09-04,2.941222414717493,2.2643241695113536,1.0209682896420784
248,248,248,09-05,2.981136533268064,2.3785244446738294,0.7908829612448242
249,249,249,09-06,2.058070751322982,-0.2625050987353965,0.4064406403555428
250,250,250,09-07,1.8343502953699324,-0.9026028525400532,0.5397549721842175
251,251,251,09-08,1.811163239162776,-0.9689444954278984,0.22096139714564647
252,252,252,09-09,2.4048679513712736,0.7297336656234691,-0.19531428963104283
253,253,253,09-10,2.272693488890668,0.3515627192799271,-0.36772973112407215
254,254,254,09-11,2.1081818706937843,-0.11912967598630647,-0.19984082831941175
255,255,255,09-12,1.6965054033282905,-1.2969977476935726,0.026000782550030615
256,256,256,09-13,2.186423224809192,0.10473056428790932,-0.33682942916180086
257,257,257,09-14,2.2847664148330535,0.38610516978875575,-0.3881010342464724
258,258,258,09-15,1.6439916016396885,-1.4472476046475198,-0.6024131396781466
259,259,259,09-16,2.1651739095875864,0.043933088771898096,-0.3553948763696894
260,260,260,09-17,1.6587567478110925,-1.4050023085763514,-0.45274241665717446
261,261,261,09-18,2.2145172679313663,0.18511183215717086,-0.5287286800176916
262,262,262,09-19,1.9822796923292725,-0.479354677437001,-0.43092618263861543
263,263,263,09-20,2.125418739724311,-0.06981241037434717,-0.5410980020956374
264,264,264,09-21,1.8490892059690849,-0.8604326203730626,-0.37052618899468986
265,265,265,09-22,1.9341371074529183,-0.6170978279702342,-0.3715759506200615
266,266,266,09-23,2.016455898350477,-0.3815714299706657,-0.5459715512635276
267,267,267,09-24,2.2123158558994613,0.17881326240494125,-0.536163912998857
268,268,268,09-25,1.6165618338279075,-1.525728281297798,-0.4488243574101823
269,269,269,09-26,2.1459859355129494,-0.01096658078632376,-0.48811788661078337
270,270,270,09-27,2.0322454043737253,-0.3363952868410143,-0.5541485601738873
271,271,271,09-28,1.8517362596151143,-0.8528590031738402,-0.5820346613163118
272,272,272,09-29,1.8779856821191039,-0.7777554713492889,-0.5769415700108811
273,273,273,09-30,2.153837057385446,0.01149665555039433,-0.5422285163841151
274,274,274,10-01,1.6272423466304178,-1.495169733465214,-0.34522690916464266
275,275,275,10-02,2.2187812559658884,0.19731174097427207,-0.4035041829815404
276,276,276,10-03,2.4453693917208894,0.8456143564758202,-0.4612497073579258
277,277,277,10-04,1.7295253798625578,-1.2025226460752267,-0.4750740849703356
278,278,278,10-05,1.7568899123000887,-1.1242286176076013,-0.42467878929820446
279,279,279,10-06,2.124846522321085,-0.07144961012406444,-0.5268545724756276
280,280,280,10-07,1.7329242534202232,-1.1927979594324272,-0.7836413150336728
281,281,281,10-08,2.0045126134286204,-0.4157429580902668,-0.5634916240564317
282,282,282,10-09,1.9068724500929752,-0.6951060988724514,-0.4384782922057022
283,283,283,10-10,2.191192263871484,0.11837549978822046,-0.5759140342373763
284,284,284,10-11,2.0190502411150244,-0.37414862650322384,-0.341850314970952
285,285,285,10-12,1.8366356668183317,-0.8960640623141088,-0.5082603732068443
286,286,286,10-13,2.2237696752493235,0.2115843561661188,-0.31453274269091863
287,287,287,10-14,1.6555409082562051,-1.4142033075056204,-0.5601082591112171
288,288,288,10-15,2.313130715229335,0.4672596842231022,-0.4174801665259602
289,289,289,10-16,1.6762059245703649,-1.3550775987335704,-0.485173569902005
290,290,290,10-17,2.3181497619168923,0.4816199290083177,-0.5159485033666036
291,291,291,10-18,1.6946786081195364,-1.3022244825703777,-0.3116818809887168
292,292,292,10-19,2.15923282500386,0.02693475537852707,-0.21414079223502833
293,293,293,10-20,2.083900060801987,-0.18860357323829965,-0.17142457083517537
294,294,294,10-21,2.5176801302562617,1.052506216745233,-0.11321599962133529
295,295,295,10-22,1.7657843597830865,-1.0987802703344527,0.21147979212134824
296,296,296,10-23,2.4402165682595056,0.8308713562913582,0.1567989294120324
297,297,297,10-24,2.375584830423306,0.6459502678857234,0.18598535711830352
298,298,298,10-25,2.0445638314210366,-0.3011504208773679,-0.06680469925463468
299,299,299,10-26,2.145105720799479,-0.013485007000672934,0.04675118408776815
300,300,300,10-27,1.9875644752395136,-0.4642341214923961,-0.08443503841978202
301,301,301,10-28,2.003917743440608,-0.4174449702800357,-0.2716048323756581
302,302,302,10-29,2.1651113237273965,0.043754021246057234,-0.08321653868427208
303,303,303,10-30,1.9830787352631047,-0.4770684958495329,-0.25510996138798603
304,304,304,10-31,2.4396251923804377,0.8291793412709481,-0.4446088035385194
305,305,305,11-01,1.7846350769889612,-1.0448455432229566,-0.2584747199950144
306,306,306,11-02,1.5901742286732352,-1.601227174395596,-0.08260218053720751
307,307,307,11-03,2.394251892791153,0.6993595309809942,0.14203133268307405
308,308,308,11-04,2.53392641001619,1.0989892579928988,0.002075774170134178
309,309,309,11-05,2.4541484589226585,0.8707325834721564,0.2429456205504712
310,310,310,11-06,2.1461301331251543,-0.010554009806691198,0.4360476066059576
311,311,311,11-07,2.2897533487271424,0.40037353505906537,0.4747936298671304
312,312,312,11-08,1.995120480482362,-0.4426152580626773,0.08473891233847226
313,313,313,11-09,2.4755045883880418,0.9318356705480308,-0.03809979229417552
314,314,314,11-10,1.7159586661820505,-1.24133904717905,-0.01255202776899844
315,315,315,11-11,2.1965484516198552,0.13370035567626964,-0.17268438229040342
316,316,316,11-12,2.1997053018631907,0.14273257734437128,-0.08610684876950409
317,317,317,11-13,1.953946358434559,-0.5604205920693646,-0.09061874006255903
318,318,318,11-14,2.17667867367512,0.07684994306271874,0.21214761920418726
319,319,319,11-15,2.4660428862843267,0.9047643227897012,0.09957477298614954
320,320,320,11-16,2.3508775754248323,0.5752591084214279,-0.15533210194399774
321,321,321,11-17,1.9604765547809444,-0.5417367216319566,-0.12358332675938973
322,322,322,11-18,1.6651505535050848,-1.3867086722365125,-0.2214839429879043
323,323,323,11-19,2.020525412193454,-0.3699279409617164,-0.24223562277160723
324,324,324,11-20,1.97137530833247,-0.5105537543083688,-0.2674614165875475
325,325,325,11-21,2.422525390069973,0.7802542440874838,-0.31274485504032645
326,326,326,11-22,2.297977598250389,0.4239043455257861,-0.026787253412619488
327,327,327,11-23,1.865514514021752,-0.8134373523486303,0.00809208358326316
328,328,328,11-24,2.2648205067814526,0.3290369375297292,0.1593886617445266
329,329,329,11-25,2.093669438677012,-0.1606519189864205,0.19308740161838708
330,330,330,11-26,2.288653154560036,0.39722571465921175,-0.0286575530002534
331,331,331,11-27,2.493193634769898,0.9824466833306468,0.1598698094432104
332,332,332,11-28,1.832965352314185,-0.9065653821860568,0.27115973887632827
333,333,333,11-29,2.26086751035502,0.3177268223121524,0.1745373660174614
334,334,334,11-30,2.4982020514699355,0.9967765141284364,-0.0158506481865735
335,335,335,12-01,1.8910466250573776,-0.7403861561396218,-0.26260847814232596
336,336,336,12-02,1.8893982617638871,-0.7451023705649976,-0.13890753486124702
337,337,337,12-03,1.9757279142649653,-0.4981002964038681,-0.2765920418048712
338,338,338,12-04,2.0923735249081874,-0.16435972249958306,-0.5710552033838846
339,339,339,12-05,1.9721349801624632,-0.5083802193495927,-0.4024696234294405
340,340,340,12-06,1.8806954374104432,-0.770002455345644,-0.32943804311965463
341,341,341,12-07,2.2445805275621598,0.2711273235870427,-0.2783434231236827
342,342,342,12-08,2.042549792280239,-0.3069128887062824,-0.13804987379904346
343,343,343,12-09,2.0828763454003925,-0.19153257642803626,-0.20158231346186128
344,344,344,12-10,2.386577370826619,0.6774015734482522,-0.2659910978098691
345,345,345,12-11,1.8389037077386,-0.8895748573264997,-0.3106330364383944
346,346,346,12-12,1.7456264185044768,-1.1564551614336909,0.08669073766759672
347,347,347,12-13,2.150963749763095,0.003275691815891019,0.20906655713313793
348,348,348,12-14,2.8757611764067867,2.077029755929664,0.03588143037163747
349,349,349,12-15,2.3395056552118505,0.5427223403652109,0.2665688796484362
350,350,350,12-16,2.0233979474362944,-0.3617091871207505,0.2586959245894583
351,351,351,12-17,2.3226688923038443,0.4945498383342925,-0.015014019913073731
352,352,352,12-18,1.729116367484708,-1.2036928917875582,-0.42718939936212413
353,353,353,12-19,1.5769778557115657,-1.638983975199301,-0.5124683807340088
354,354,354,12-20,2.0114051000900086,-0.3960225207646383,-0.44103539162954836
355,355,355,12-21,2.160670602450032,0.03104845213390361,-0.537389800450034
356,356,356,12-22,2.1731971379275907,0.06688874750601237,-0.34685738046452713
357,357,357,12-23,2.120608015074294,-0.08357661458862219,-0.20825802204494784
358,358,358,12-24,2.128674087720084,-0.0604983718745163,-0.10688402739863388
359,359,359,12-25,1.8676288833971697,-0.8073878246818251,-0.08726075719643632
360,360,360,12-26,2.22399234479679,0.21222144711324545,-0.07757921728360233
361,361,361,12-27,2.201821757230668,0.14878807334708902,-0.23018524118439973
362,362,362,12-28,2.1934998980365212,0.12497798698301635,-0.3394545461026614
363,363,363,12-29,1.8005841839140857,-0.9992127579934066,
364,364,364,12-30,1.8995299117936684,-0.7161142013840865,
365,365,365,12-31,,,
