,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,road trip,road trip_norm,road trip_ravg
0,0,0,0,01-01,,,
1,1,1,1,01-02,1.6525941193757046,0.10009480558712784,
2,2,2,2,01-03,1.4683492830100373,-0.5042472406363848,
3,3,3,3,01-04,1.2028547265432228,-1.3750967400379173,
4,4,4,4,01-05,0.9529083183610212,-2.1949467111234395,-1.3450871893350744
5,5,5,5,01-06,1.0537361399563765,-1.8642210678915128,-1.5938721152543387
6,6,6,6,01-07,0.9415795672721664,-2.2321061819083208,-1.7825592849517236
7,7,7,7,01-08,1.1975140376305389,-1.3926147499284571,-1.6088375360352842
8,8,8,8,01-09,1.1232006680251578,-1.6363702588206934,-1.1973584875438663
9,9,9,9,01-10,1.5206284317051753,-0.3327662465392804,-1.1020774874891075
10,10,10,10,01-11,1.7055902516895134,0.27392757982506794,-0.5749539203969907
11,11,11,11,01-12,1.2280251774994,-1.292535067562958,-0.5497984918942685
12,12,12,12,01-13,1.905799706879544,0.93063522064438,-0.35733402755739885
13,13,13,13,01-14,1.2435286199733149,-1.2416821789121248,-0.19483984981665223
14,14,14,14,01-15,1.4752587512865447,-0.4815834727994749,-0.3826965231558273
15,15,15,15,01-16,1.817864542036756,0.6421988199051992,-0.227111771876488
16,16,16,16,01-17,1.3619607896403942,-0.8532124602099828,-0.36225030874422304
17,17,17,17,01-18,1.5126224900933318,-0.3590265598869223,0.131578055584642
18,18,18,18,01-19,1.6586028311948464,0.11980399943796982,0.07781462548809265
19,19,19,19,01-20,2.1468448139769314,1.7212880070610654,0.09240199899218828
20,20,20,20,01-21,1.3769141024987073,-0.8041640533787711,0.20412314330590287
21,21,21,21,01-22,1.8445479236852296,0.7297230609297729,0.055916002054987785
22,22,22,22,01-23,1.5663223171689873,-0.18288559432769527,-0.11608825484314778
23,23,23,23,01-24,1.2415203816899818,-1.2482694073924128,-0.723705079875648
24,24,24,24,01-25,1.3439707810395165,-0.9122215419508436,-0.7950915807312531
25,25,25,25,01-26,1.0353855349076568,-1.9244129431339358,-1.0701316389930826
26,26,26,26,01-27,1.2463331417558825,-1.232483058512401,-1.2005701520467287
27,27,27,27,01-28,1.3414416694196185,-0.920517288641205,-0.9797129841139873
28,28,28,28,01-29,1.3277227759635262,-0.9655166726495708,-0.7045194896384456
29,29,29,29,01-30,1.6455147059661015,0.07687360020403468,-0.5307561442792288
30,30,30,30,01-31,1.847357702489527,0.7389394249024068,-0.4005600671711249
31,31,31,31,02-01,1.3532353287333796,-0.8818328709786348,-0.17176296235580088
32,32,32,32,02-02,1.484489216503287,-0.4513065958637775,-0.22087393405219746
33,33,33,33,02-03,1.7599598122600104,0.4522653402507393,-0.2041106653033297
34,34,34,34,02-04,1.2378884544844446,-1.2601825028279503,-0.4368288518462069
35,35,35,35,02-05,1.6761782587692429,0.17745321269724115,-0.4073549340907891
36,36,36,36,02-06,1.4216670744733917,-0.6573696943548565,-0.4877536881529479
37,37,37,37,02-07,1.4071493384022715,-0.7049893644461278,-0.683933945846614
38,38,38,38,02-08,1.3374229445592616,-0.9336991202367306,-0.5085931065457979
39,39,39,39,02-09,1.4011047595346948,-0.7248162059112577,-0.4834469327783201
40,40,40,40,02-10,1.5586238173181888,-0.20813746702305366,-0.34970326193772777
41,41,41,41,02-11,1.7221759122500475,0.3283302553021083,-0.10619230588067212
42,42,42,42,02-12,1.6663124461097218,0.14509233068869762,0.055117742459337225
43,43,43,43,02-13,1.85258221733904,0.756076371896206,0.06416917382448324
44,44,44,44,02-14,1.6324930325625469,0.03416116980332535,-0.16874568736186024
45,45,45,45,02-15,1.4176617358480352,-0.6705076177203816,-0.06931493190997982
46,46,46,46,02-16,1.1325734299135168,-1.6056266341411145,0.055891749661720724
47,47,47,47,02-17,1.9040557273225638,0.9249147880133908,-0.13828045270163072
48,48,48,48,02-18,1.895341864488476,0.8963324201189009,-0.10899671794156035
49,49,49,49,02-19,1.4974003211785434,-0.4089568422839026,-0.27129031313579266
50,50,50,50,02-20,1.6860591574359698,0.2098635783637476,0.17613179013191135
51,51,51,51,02-21,1.1207925332835835,-1.6442691888857757,0.07012377374155872
52,52,52,52,02-22,1.9510027884339656,1.0789059854651095,0.12627609125929407
53,53,53,53,02-23,1.7101447152855234,0.2888666896712751,0.3108773454625482
54,54,54,54,02-24,1.998056292027563,1.233246325225313,0.43759810313961633
55,55,55,55,02-25,1.8350749352761009,0.6986506829356223,0.7145167798975115
56,56,56,56,02-26,1.9178581402296613,0.9701881244261562,0.46570242258758654
57,57,57,57,02-27,1.6273351768545297,0.01724287166159472,0.23929915651756414
58,58,58,58,02-28,1.4958688704701533,-0.4139801583944397,0.12913667214756594
59,59,59,59,02-29,1.2960054082120949,-1.0695529067488594,-0.17826842121553652
60,60,60,60,03-01,1.7965458821540226,0.5722714190053235,-0.5231208923533571
61,61,61,61,03-02,1.2727662081711502,-1.1457798772429924,-0.7707523600955483
62,62,62,62,03-03,1.2870502640066843,-1.0989267024007672,-0.6388406802054407
63,63,63,63,03-04,1.1743650133030503,-1.468545934791552,-0.5106459856918929
64,64,64,64,03-05,1.7371631444126725,0.3774899209462049,-0.5760917332039232
65,65,65,65,03-06,1.53050053223522,-0.3003847396675727,-0.37646738759051246
66,66,66,66,03-07,1.6768318117874224,0.1795969339331419,-0.020757800737337795
67,67,67,67,03-08,1.6379212238313725,0.0519661964374713,0.16251809362614977
68,68,68,68,03-09,1.9377180939185903,1.0353308187182808,-0.037139917490157104
69,69,69,69,03-10,1.5096152648231969,-0.3688905686106265,-0.04187390007906971
70,70,70,70,03-11,1.3719465474498314,-0.8204581457516363,-0.12479649177948314
71,71,71,71,03-12,1.5218410799971789,-0.32878863520104834,-0.3860536088466444
72,72,72,72,03-13,1.525148908693079,-0.3179386162693387,-0.7080350529458226
73,73,73,73,03-14,1.1600268749188771,-1.5155765059654964,-0.6903392479366501
74,74,74,74,03-15,1.348746148131844,-0.8965578458767883,-0.3203275775134637
75,75,75,75,03-16,1.5419846230564769,-0.26271573855559216,-0.37128315354851504
76,76,76,76,03-17,2.0487759035720483,1.3996118767874823,-0.3167746941469867
77,77,77,77,03-18,1.4286325882779958,-0.6345220914113568,-0.20652767344043
78,78,78,78,03-19,1.6248563731569852,0.009112140139831429,-0.23250791606789525
79,79,79,79,03-20,1.3616919195750892,-0.8540943817261559,-0.06058776519488276
80,80,80,80,03-21,1.3012228068563243,-1.0524393016415796,-0.3264315868269941
81,81,81,81,03-22,1.856462825559475,0.7688051666824829,-0.12278427822028132
82,82,82,82,03-23,1.5624915049785055,-0.19545105300518545,-0.3236953285600889
83,83,83,83,03-24,1.8011464514290176,0.5873617602289196,-0.02911801949438808
84,84,84,84,03-25,1.2573477032715041,-1.1963541618990143,0.19077264478156417
85,85,85,85,03-26,1.9005359246712583,0.9133694726680492,0.34588301973788577
86,86,86,86,03-27,1.7034491921726649,0.2669046840141338,0.4818890325798619
87,87,87,87,03-28,2.140192403844107,1.6994674164204129,0.3604791990939063
88,88,88,88,03-29,1.8112751771132325,0.6205850240466713,0.5902298653396404
89,89,89,89,03-30,1.5790622687025055,-0.14109724068681406,0.23566980914720556
90,90,90,90,03-31,1.6776101110109711,0.18214983557539,0.1873410758889341
91,91,91,91,04-01,1.2519708286976132,-1.21399086448656,0.07557712868544515
92,92,92,92,04-02,1.6150457497191142,-0.023067715535494963,0.09215052121381317
93,93,93,93,04-03,1.9357525808058265,1.0288837331994796,0.0572926616698022
94,94,94,94,04-04,1.8415914062767795,0.7200253792168794,0.07718021768500875
95,95,95,95,04-05,1.5152998943860732,-0.3502443979508799,0.28888093387022445
96,96,96,96,04-06,1.7139886439291947,0.3014751716666293,0.06813277100753792
97,97,97,97,04-07,1.6392160722391882,0.056213432624734175,-0.4091169496251444
98,98,98,98,04-08,1.2112508186980633,-1.347556692711614,-0.47052846152485434
99,99,99,99,04-09,1.0627622214588126,-1.8346145905966145,-0.6697537972440758
100,100,100,100,04-10,1.7292568033978106,0.3515563078186201,-0.8593928559770925
101,101,101,101,04-11,1.150874751947043,-1.5455964122662091,-1.1393819471215936
102,102,102,102,04-12,1.3670988232078864,-0.8363591807314705,-0.6834262594725012
103,103,103,103,04-13,1.1270569934084078,-1.6237211142422725,-0.4333863296363292
104,104,104,104,04-14,2.0452899022189794,1.3881774331829388,-0.6307827576113304
105,105,105,105,04-15,1.520137969965084,-0.33437501157958194,-0.5122757698686896
106,106,106,106,04-16,1.3681771188182899,-0.8328222600313874,-0.3831380071894872
107,107,107,107,04-17,1.3676490177914125,-0.8345544858103642,-0.15268317930071088
108,108,108,108,04-18,1.603319017736516,-0.0615326046562558,-0.4751411832654499
109,109,109,109,04-19,1.5486074612539824,-0.2409921469096145,-0.41143558759601223
110,110,110,110,04-20,1.4554462279632574,-0.5465705906054951,-0.23744768730485988
111,111,111,111,04-21,1.636668935728984,0.047858562437044005,-0.1917539954717716
112,112,112,112,04-22,1.6864376709582634,0.2111051417155268,-0.2884402944049735
113,113,113,113,04-23,1.4512324139228503,-0.5603923348118346,-0.24566503600681874
114,114,114,114,04-24,1.4264593922605016,-0.6416503982554672,-0.2591971937520772
115,115,115,115,04-25,1.6268524273288965,0.01565940347931372,-0.19912876623552614
116,116,116,116,04-26,1.4306930584127069,-0.6277635370770465,-0.2195716219390144
117,117,117,117,04-27,1.7465467541037465,0.4082691275363505,0.2112796127321114
118,118,118,118,04-28,1.6490433778343017,0.0884480074945973,0.05669313095597748
119,119,119,119,04-29,2.2393501600831254,2.0247150732149204,-0.08952888220675348
120,120,120,120,04-30,1.1436881250567548,-1.5691692889122708,0.14406702269284674
121,121,121,121,05-01,1.3593815367306743,-0.861672675497072,0.14210913981358955
122,122,122,122,05-02,1.8579892183558704,0.7738118923205549,0.0881096614632851
123,123,123,123,05-03,1.742965373529953,0.3965218302608072,-0.07244476993163655
124,124,124,124,05-04,1.5502669470234267,-0.2355488626072293,0.22933738777332538
125,125,125,125,05-05,1.9456622547818987,1.0613884848453905,0.1633824505442636
126,126,126,126,05-06,1.695711317338809,0.2415236573175009,0.2884556288406508
127,127,127,127,05-07,1.2387360510172871,-1.2574022988714428,0.22411854400438877
128,128,128,128,05-08,2.0867744310970906,1.524250962098878,0.3776269585741414
129,129,129,129,05-09,1.6252792809407532,0.010499321243234895,0.110860336386107
