,unnamed: 0,unnamed: 0,mth_day,supernatural,supernatural_norm,supernatural_ravg
34,34,34,02-04,2.62069588458257,-0.3765441909631123,-0.8756187420349623
35,35,35,02-05,2.376438991872776,-0.8964458122886131,-0.47066179531820995
36,36,36,02-06,2.1802363526554465,-1.3140637927098515,-0.4642058083702572
37,37,37,02-07,3.1444838838310747,0.7383403349924496,-0.6774305267049296
38,38,38,02-08,2.3501417561586457,-0.9524195673482041,-0.6705040889836433
39,39,39,02-09,2.204015342772024,-1.2634501319122429,-0.5689651510989506
40,40,40,02-10,2.6402206956539715,-0.3349855646353945,-0.4787158617953664
41,41,41,02-11,2.6626652828414668,-0.2872121849804571,-0.4755453846010897
42,42,42,02-12,2.434638455711318,-0.7725680568883458,0.09361287043088758
43,43,43,02-13,3.1534210851335858,0.7573631981581103,0.1708190143718656
44,44,44,02-14,3.954531753787076,2.4625299628436594,-0.03171276627378166
45,45,45,02-15,2.4216503572855292,-0.8002132682663748,0.010744164656096455
46,46,46,02-16,2.069307491467035,-1.550176248509278,0.10146556453239354
47,47,47,02-17,2.7823463640024007,-0.03247059940118841,0.22040786128578307
48,48,48,02-18,2.690371382793616,-0.2282396576305633,-0.22353589177615465
49,49,49,02-19,3.488705392299383,1.4710169786784475,-0.19656506635310347
50,50,50,02-20,2.7031066701217576,-0.2011325555279671,0.030210610829148592
51,51,51,02-21,2.4976779333664467,-0.6383883157280678,-0.16444857243401345
52,52,52,02-22,2.708561380802572,-0.1895221854157657,-0.0250470960526874
53,53,53,02-23,2.2336250833870643,-1.2004256989801607,-0.17345556379374516
54,54,54,02-24,3.083327704490592,0.608169200657393,-0.026216339250252785
55,55,55,02-25,3.0703594241929606,0.5805661722321008,0.02191974236323065
56,56,56,02-26,3.1181566795481754,0.6823027917329871,0.08630963217517812
57,57,57,02-27,2.633367870537541,-0.34957182604716713,-0.042239226189222046
58,58,58,02-28,2.8900688864028927,0.1968171534559191,-0.2631380710142868
59,59,59,02-29,1.8712610119833912,-1.9717188491665616,-0.2849324396869664
60,60,60,03-01,2.4606399124895835,-0.7172238682929957,-0.6220085586385028
61,61,61,03-02,3.0089236692092984,0.4497999601960234,-0.7149986234796927
62,62,62,03-03,2.1679788530755157,-1.3401539219762306,-0.7053761943984919
63,63,63,03-04,2.3712398444727305,-0.9075122150943062,-0.39904289236479157
64,64,64,03-05,2.917193379167915,0.2545517279431242,-0.08419937304156384
65,65,65,03-06,2.7347784631986864,-0.1337190369643596,-0.25682226703886407
66,66,66,03-07,3.3481466625971437,1.1718372476463708,-0.06793669579523742
67,67,67,03-08,2.522320089199058,-0.5859374037877779,-0.05803310331146305
68,68,68,03-09,2.7004250023149408,-0.20684049451447087,-0.33270826345174076
69,69,69,03-10,2.3991569037107854,-0.8480906601916601,-0.32658829120106425
70,70,70,03-11,2.142916496367912,-1.393499232898542,-0.673485497805177
71,71,71,03-12,2.7520299432184165,-0.09699920346030087,-0.5959506791220606
72,72,72,03-13,2.3702843482754226,-0.9095459919783059,-0.7709815051944272
73,73,73,03-14,2.740881599048611,-0.12072849168907948,-0.2292794295781803
74,74,74,03-15,2.2070337457629834,-1.2570254509486711,-0.0015195337529753106
75,75,75,03-16,3.926151169592842,2.4021217935058217,-0.1602864147860905
76,76,76,03-17,2.7849447819847506,-0.026939857947312133,0.4810474213365246
77,77,77,03-18,2.3044848296543843,-1.0496004896589919,0.6181194812958469
78,78,78,03-19,4.178128797018391,2.9384570247573847,0.812537622240757
79,79,79,03-20,3.1272715705701617,0.7017038680668541,0.39652964865982104
80,80,80,03-21,2.7550755565103358,-0.09051660527921053,0.3326769500874612
81,81,81,03-22,2.7534737536965777,-0.09392604797979393,0.40889870192931155
82,82,82,03-23,2.60495155513553,-0.4100560493814713,-0.1826657106547843
83,83,83,03-24,2.5193449589340875,-0.5922699786078895,-0.4640522364217488
84,84,84,03-25,2.5105784837060807,-0.6109294507471902,-0.42303195240228436
85,85,85,03-26,2.334076139569045,-0.9866152865349332,-0.11084567905203375
86,86,86,03-27,2.870706899460828,0.1556050988375764,0.0005688013288993229
87,87,87,03-28,3.633490040786882,1.7791915921217099,0.047707112343507746
88,88,88,03-29,2.919015835735475,0.2584308329041272,-0.030108804281954154
89,89,89,03-30,2.6522222984583763,-0.309440112520239,0.1459768083922887
90,90,90,03-31,2.2912245919081577,-1.0778249504999615,0.18214537743758286
91,91,91,04-01,2.830440715156123,0.06989838951052382,-0.20828392472592935
92,92,92,04-02,2.9726618300829672,0.3726165131093413,-0.19302578612138246
93,93,93,04-03,2.532915883012444,-0.5633842208593633,-0.23101778320193167
94,94,94,04-04,2.9620267290030915,0.3499796645314085,-0.11369838089983623
95,95,95,04-05,2.545127339249646,-0.5373920950035344,-0.19671341305683632
96,96,96,04-06,2.621934151010753,-0.37390853668738894,-0.25726191251174935
97,97,97,04-07,2.5964311298290847,-0.4281918034314767,-0.18904107111291943
98,98,98,04-08,2.8019827508672663,0.009325516379863041,0.07907346470516624
99,99,99,04-09,2.7252223893354155,-0.15405917246638368,0.046793044159184304
100,100,100,04-10,3.717809985561776,1.9586668794399225,0.05984242334358539
101,101,101,04-11,2.4541326407008164,-0.731074618279426,0.06023129093304282
102,102,102,04-12,2.658718811961577,-0.2956122615809824,0.09174064805897612
103,103,103,04-13,2.597527301702921,-0.4258585978947321,0.2606685261574147
104,104,104,04-14,2.89080391256984,0.1983816591354628,0.09664098376897882
105,105,105,04-15,3.201410155296049,0.8595080961242479,0.2542247880608406
106,106,106,04-16,3.255435688049752,0.9745016251093072,0.6056177630879359
107,107,107,04-17,2.8983428004566383,0.2144282074717448,0.7507298388841783
108,108,108,04-18,3.649254167262176,1.8127455885815893,0.9732367941537096
109,109,109,04-19,3.0065811296747382,0.4448138568827233,0.9839463513912601
110,110,110,04-20,3.5180247782623453,1.5334233907526509,0.9649345419736951
111,111,111,04-21,3.2315991341240724,0.9237654395495508,0.8142736368766466
112,112,112,04-22,3.201843639446951,0.8604307686039178,0.39725083677745027
113,113,113,04-23,2.4736474770834045,-0.6895372231105461,0.3893300755439304
114,114,114,04-24,2.473716075093838,-0.6893912120135886,0.2032120820092351
115,115,115,04-25,2.9842534378872436,0.3972892894816043,0.05430526189158893
116,116,116,04-26,2.9933801041919286,0.4167154295444788,0.09801742232880382
117,117,117,04-27,2.811848369440909,0.030324518843673782,0.36392031142917663
118,118,118,04-28,3.325063064554396,1.1227037312272072,0.45397409863835453
119,119,119,04-29,3.2231963623739666,0.9058801114916908,0.6205353718324763
120,120,120,04-30,2.7275670808019896,-0.1490684887585209,0.7453348974941058
121,121,121,05-01,3.45377002372661,1.3966569286463348,0.6750029508758777
122,122,122,05-02,3.3451752488815933,1.165512583514256,0.6495236481978913
123,123,123,05-03,2.613590906476268,-0.3916671608656945,0.5601789762439509
124,124,124,05-04,3.2532399151900564,0.9698279151592896,0.7415538950636953
125,125,125,05-05,2.971344268941285,0.3698120797680479,0.5253087717789534
126,126,126,05-06,3.2388415866223736,0.9391810241599456,0.4183140819189033
127,127,127,05-07,2.8442005239141643,0.09918618893788314,0.6440561761127267
128,128,128,05-08,3.043569836514912,0.5235444443539554,0.7682553902364248
129,129,129,05-09,3.2499312472623587,0.962785404297246,0.6367368789706876
130,130,130,05-10,3.6033428524516404,1.7150231999014776,0.7583154241875628
131,131,131,05-11,2.6006090962328163,-0.4192989878263752,0.7275634651320221
132,132,132,05-12,3.581557167302498,1.6686522954611962,0.4903300762839377
133,133,133,05-13,2.7575143780487816,-0.08532556539536061,0.628013138366551
134,134,134,05-14,2.374836891316781,-0.8998558887345502,0.235378857446775
135,135,135,05-15,3.6380435617113314,1.7888837767929262,0.3382859011592385
136,136,136,05-16,2.496553119606023,-0.6407824856171787,0.04863639840427636
137,137,137,05-17,2.890691916183328,0.19814327444840574,-0.22280454827886878
138,138,138,05-18,2.7650693786610057,-0.0692447210685766,-0.14034696471964977
139,139,139,05-19,1.992354361559585,-1.7139712454942315,-0.46866977367224366
140,140,140,05-20,2.607275094789011,-0.4051103873792361,-0.44279927376279277
141,141,141,05-21,2.7125402838097985,-0.18105307692263733,-0.6380842271376055
142,142,142,05-22,2.5694790078302714,-0.48555948616047295,-0.5194441688447933
143,143,143,05-23,2.3402066634230367,-0.9735664458004706,-0.16098306698396012
144,144,144,05-24,3.0995017112507317,0.6425956286882967,-0.08611324996294899
145,145,145,05-25,3.0028139328295738,0.4367953656707676,0.025576306048727893
146,146,146,05-26,2.8183242792483183,0.04410851474683066,0.2331496173538484
147,147,147,05-27,3.0273799701719453,0.4890842591474239,0.5240554415863508
148,148,148,05-28,3.1546036923766407,0.7598803816702498,0.48312059025597587
149,149,149,05-29,3.160235874146263,0.7718684995945436,0.5396958740349928
150,150,150,05-30,2.984111192975334,0.3969865207060471,0.6365812452015688
151,151,151,05-31,3.162292985633517,0.7762470683448686,0.39840161193631946
152,152,152,06-01,3.091432714453988,0.6254207417462873,0.2162082985586513
153,153,153,06-02,2.355979673556544,-0.939993540444072,0.4021522765049757
154,154,154,06-03,2.6410222288142964,-0.3332794985957591,0.4362926868595303
155,155,155,06-04,3.684390018795476,1.88753236727249,0.5027850266894667
156,156,156,06-05,3.080348983437848,0.6018289828333748,0.4011980898090992
157,157,157,06-06,3.34972704988348,1.1752011073244866,0.8257093756603395
158,158,158,06-07,2.8050711199772187,0.015899120464082362,0.8738789720062262
159,159,159,06-08,3.5526269239102226,1.6070741746633703,0.8820314394713832
160,160,160,06-09,2.776806640063497,-0.044261920520438806,0.733285315343794
161,161,161,06-10,3.707370863123832,1.9364471720634315,0.7644715532410521
162,162,162,06-11,2.6610512017990797,-0.2906477619321596,0.6315856016331048
163,163,163,06-12,3.4376373765872725,1.3623185347080358,0.3139187372638979
164,164,164,06-13,2.4304812942122425,-0.7814165891836014,0.28886806353414834
165,165,165,06-14,2.6571614970874,-0.2989270115518711,0.004176927552123806
166,166,166,06-15,2.7061917451541624,-0.19456596289893646,-0.04368483171452046
167,167,167,06-16,2.904860125653507,0.2283003561712845,-0.31970230338885736
168,168,168,06-17,2.5261345469716976,-0.5778183175320252,0.016877508943595926
169,169,169,06-18,2.659576675877389,-0.2937862953379857,0.16270830697721503
170,170,170,06-19,3.379260090857304,1.2380622848111185,0.2631143834745079
171,171,171,06-20,3.0682413182843438,0.5760577766498434,0.32134266482079604
172,172,172,06-21,2.989224633475041,0.4078704960848208,0.573686780656438
173,173,173,06-22,3.0689987836544,0.5776700442490136,0.9047547284128031
174,174,174,06-23,3.237462849474044,0.936246377481826,0.8851348509929533
175,175,175,06-24,3.592818176320604,1.6926213912002053,0.9776390585863654
176,176,176,06-25,3.3239539702681635,1.1203430202920197,1.0109466582255884
177,177,177,06-26,3.3289997700669263,1.1310830222103154,1.178927744275993
178,178,178,06-27,3.083114828748023,0.6077160939201597,0.886472091710169
179,179,179,06-28,3.5425176544909265,1.58555656055144,0.43028457748627363
180,180,180,06-29,2.4130648554571756,-0.8184875379131167,0.32459945097034626
181,181,181,06-30,2.3068793738996938,-1.0445036941431671,-0.0386167750161985
182,182,182,07-01,3.0260400625260675,0.4862322611964553,0.165405204385303
183,183,183,07-02,2.3051360646790107,-1.0482143337089531,-0.23567304997658547
184,184,184,07-03,3.6582287274820966,1.8318479703291688,-0.27339778550363875
185,185,185,07-04,2.4119253563464813,-0.820912965619891,-0.3368178430557012
186,186,186,07-05,2.306723275048434,-1.044835951075436,-0.30879793021850993
187,187,187,07-06,2.128105711063456,-1.4250240394555425,0.17059374812952988
188,188,188,07-07,3.105024892304008,0.6543517382196035,-0.07280377743251205
189,189,189,07-08,3.656484669197957,1.8281357363792856,0.2658278243369389
190,190,190,07-09,2.9721198078507536,0.3714628169569172,0.34080668884174065
191,191,191,07-10,3.3664879054379933,1.210876644996815,0.46082093646345434
192,192,192,07-11,2.518079851504103,-0.5949627640466257,0.6691683521676478
193,193,193,07-12,2.4664117213072343,-0.7049385537252599,0.43777390441063235
194,194,194,07-13,3.692331685857868,1.9044362324447641,0.47443299328818905
195,195,195,07-14,3.00421101032385,0.4397690498371928,0.29284782096089296
196,196,196,07-15,3.0754574560309056,0.5914173502222577,0.3908345264895501
197,197,197,07-16,2.8546207197759306,0.12136561103303822,0.5931024196171476
198,198,198,07-17,2.7942928183913307,-0.0070425308746832425,0.04667392807692731
199,199,199,07-18,3.0365810577021906,0.508668805040325,-0.13659851833127631
200,200,200,07-19,2.1520142108929026,-1.3741347167965574,-0.12256102830347278
201,201,201,07-20,2.4875875980152737,-0.6598656286120289,-0.260751789386032
202,202,202,07-21,3.1150274849170745,0.6756422903890789,-0.46182876842547715
203,203,203,07-22,2.4650772617212606,-0.7077789554623171,-0.6352323808087265
204,204,204,07-23,2.2274805283612014,-1.2135044051113544,-0.5345408751868393
205,205,205,07-24,2.547776724635473,-0.5317528692591704,-0.1463091495633043
206,206,206,07-25,2.435851690254115,-0.7699856830652344,-0.3447778177138101
207,207,207,07-26,3.5819670466932694,1.6695247251291812,-0.33020231057838106
208,208,208,07-27,2.5555677156734258,-0.515169718513956,-0.20669704749885784
209,209,209,07-28,2.50616389738313,-0.6203259126497429,-0.11159777750138118
210,210,210,07-29,2.575627299469919,-0.4724728266342152,0.059122852717367363
211,211,211,07-30,2.815850351288125,0.03884275072568945,-0.22309192920171336
212,212,212,07-31,2.917093013014853,0.2543380982472569,-0.0991697579515281
213,213,213,08-01,2.7864368592791853,-0.02376396638530321,0.03734844547215182
214,214,214,08-02,2.9048897017474467,0.22836330898715546,-0.07891240244891405
215,215,215,08-03,2.890992612649413,0.1987833078923366,-0.06449137237072648
216,216,216,08-04,2.247901680327527,-1.1700379141606103,-0.031450921331979055
217,217,217,08-05,2.8565015343437814,0.12536893119481488,-0.03001099974428639
218,218,218,08-06,3.0102301478890894,0.4525808044797414,-0.03684782483708753
219,219,219,08-07,2.7904958284186803,-0.0151244368591472,0.02376439263933074
220,220,220,08-08,2.8856174981073384,0.1873423584303486,0.20030852309820965
221,221,221,08-09,3.0618513054531937,0.5624566127508462,0.06852647258479228
222,222,222,08-10,2.7455587634744987,-0.11077313140733698,-0.21456344298766658
223,223,223,08-11,2.4850234755764307,-0.6653233718856894,-0.3429093020793381
224,224,224,08-12,2.212233061914448,-1.2459586889550116,-0.4628606627016254
225,225,225,08-13,2.4287039880242416,-0.7851995914091767,-0.5766602480800286
226,226,226,08-14,2.547488758898406,-0.5323658053033752,-0.6854328267274269
227,227,227,08-15,2.74106369515118,-0.12034089951957305,-0.7628391368601107
228,228,228,08-16,2.4389416922904346,-0.7634086032917263,-0.6557059407156339
229,229,229,08-17,2.2668242161749754,-1.1297612326817918,-0.4667468273760616
230,230,230,08-18,2.5142289071622796,-0.6031595120881517,-0.6268493257440515
231,231,231,08-19,2.9613574437589985,0.34855508862825724,-0.6685833260275493
232,232,232,08-20,2.0961786975825185,-1.4929807955113146,-0.5263098131322592
233,233,233,08-21,2.6234204702240382,-0.37074490122056014,-0.18881943793824715
234,234,234,08-22,2.8399939462085277,0.09023247408001404,-0.07038092279839092
235,235,235,08-23,3.2181697821401354,0.8951810184822808,-0.3064375180335408
236,236,236,08-24,2.848093113372682,0.10747157875098576,0.833343825979592
237,237,237,08-25,2.2959417409713456,-1.0677844827826422,1.1246262513848617
238,238,238,08-26,5.309087886987879,5.345707268567482,1.1206474621260964
239,239,239,08-27,3.4445112752390825,1.376949651211058,0.8078889258005648
240,240,240,08-28,2.828778208523977,0.06635973852742202,0.6867652632378373
241,241,241,08-29,2.3365403532119737,-0.9813701994709088,0.6606159090680629
242,242,242,08-30,2.5066597932483115,-0.6192703966253792,-0.1896001614120221
243,243,243,08-31,2.22222979547374,-1.2246806078012886,-0.6241167383608507
244,244,244,09-01,2.912429053980953,0.24441084568697266,-0.5609652952223733
245,245,245,09-02,2.219660289248768,-1.2301498104819135,-0.33449576056196473
246,246,246,09-03,3.006794679007185,0.4452683973582869,-0.3059948088427108
247,247,247,09-04,2.9749312628831523,0.37744700849154256,-0.1139232284489502
248,248,248,09-05,2.58700061490378,-0.4482646863098556,-0.1671267403627843
249,249,249,09-06,2.7636569287674866,-0.07225112543872501,0.04205123496623703
250,250,250,09-07,2.7624546284172498,-0.07481022579603205,-0.22437993887788335
251,251,251,09-08,2.8093083324335097,0.0249180414922144,-0.48663286272103917
252,252,252,09-09,2.2557566213269142,-1.1533186457064355,-0.5659702802602586
253,253,253,09-10,2.235671199196419,-1.196070534567392,-0.6673834413110704
254,254,254,09-11,2.36335779146719,-0.9242891915451724,-1.045516291143052
255,255,255,09-12,2.4777851878600967,-0.6807300917435957,-1.2410299191914673
256,256,256,09-13,1.69654271959133,-2.343607324787921,-0.9266080945938855
257,257,257,09-14,2.2581784727369323,-1.148163726798277,-0.8490863835634789
258,258,258,09-15,3.1420746637351704,0.7332123018790553,-0.6659332698943544
259,259,259,09-16,2.4541957601188256,-0.7309402683849521,-0.43193098852413286
260,260,260,09-17,2.879644818857728,0.17462949046957352,-0.044889973814864925
261,261,261,09-18,3.13741002213668,0.7232835964777339,0.4760153438462263
262,262,262,09-19,2.78756569462772,-0.021361236532313525,0.27697379791050813
263,263,263,09-20,3.7265491305954574,1.9772681791682705,0.3445473579853274
264,264,264,09-21,2.581000019576975,-0.4610369737352537,0.3474749505403225
265,265,265,09-22,2.6446776567261105,-0.3254989079360366,0.3020885489454525
266,266,266,09-23,2.8878973570065467,0.19219504579954425,0.22642063910248253
267,267,267,09-24,3.0094711086563413,0.4509651869085137,-0.31704970460288895
268,268,268,09-25,2.574266780625865,-0.4753686955901333,-0.4282863417369532
269,269,269,09-26,2.1945703255097007,-1.2835538830639583,-0.18249190134631188
270,270,270,09-27,2.2674370581161263,-1.1284567965396393,-0.022627050816260555
271,271,271,09-28,3.337543196580692,1.1492677344078113,-0.134070783536907
272,272,272,09-29,3.338537517094128,1.1513841489798522,-0.2204391727017335
273,273,273,09-30,2.6953243691606,-0.2176972094153649,-0.21689430339446472
274,274,274,10-01,2.3308044773697314,-0.9935790305790922,0.1341484707577654
275,275,275,10-02,2.204562894025047,-1.2622846672203458,-0.19602558944479118
276,276,276,10-03,3.2569852384511915,0.9777998483737416,-0.3075533258386295
277,277,277,10-04,2.40682145973162,-0.8317766268075283,-0.2668604334532554
278,278,278,10-05,3.0241539811505764,0.4822177306168222,-0.2968818080070186
279,279,279,10-06,2.8100328337053093,0.026460144896879742,0.15891161115918187
280,280,280,10-07,2.246177763053854,-1.1737072779016713,-0.10480378098759736
281,281,281,10-08,3.489390788955657,1.472475847776857,0.1285711033481053
282,282,282,10-09,2.5136026490917867,-0.6044925045069339,0.09799808031588293
283,283,283,10-10,3.0646777357595534,0.5684726792066876,0.020445003391233296
284,284,284,10-11,2.937972234832225,0.2987795924234881,0.4963191773426939
285,285,285,10-12,2.591419856026148,-0.4388583166510181,0.04964327020880647
286,286,286,10-13,3.587610937513425,1.6815377658070922,0.3456331960922288
287,287,287,10-14,2.2302640851763167,-1.2075795950264676,0.18884559696411796
288,288,288,10-15,3.347963342778752,1.1714470507936001,0.10333781367188673
289,289,289,10-16,2.6227119844604103,-0.3722529155619776,-0.052719607658734506
290,290,290,10-17,2.6969358780359465,-0.2142671073298993,-0.3875601395631487
291,291,291,10-18,2.1515123898250867,-1.3752028446347455,-0.1457856120254629
292,292,292,10-19,2.643734967274105,-0.3275054256193929,-0.16108079393125763
293,293,293,10-20,2.9117979647842107,0.2430675701996473,0.1709021571720183
294,294,294,10-21,3.304848028813596,1.0796759593588316,0.3841187999693794
295,295,295,10-22,3.5585327714282435,1.619644791057678,0.7381600824062229
296,296,296,10-23,3.297968448516332,1.0650327494542675,0.7986593416971441
297,297,297,10-24,3.149513011387364,0.7490448499863158,0.7351234924248521
298,298,298,10-25,2.8142752442746204,0.03549013012613515,0.6309242866730668
299,299,299,10-26,2.732697898744466,-0.1381475254341053,0.5789541171571319
300,300,300,10-27,3.011122756464521,0.4544807248481191,0.2866527127625025
301,301,301,10-28,3.4120349926307894,1.3078237739620688,0.4059572720953959
302,302,302,10-29,2.4740052619029043,-0.6887756769135085,0.8805352726929758
303,303,303,10-30,3.485818494041581,1.464872205983676,1.3079602289654628
304,304,304,10-31,4.152054658912959,2.8829581337116146,1.1316926045748843
305,305,305,11-01,3.937558442393824,2.4264022122008173,0.8739811531904041
306,306,306,11-02,2.514245111314525,-0.6031250214953536,0.7522498519727044
307,307,307,11-03,2.6855768042094774,-0.2384449343448113,0.5043532303022866
308,308,308,11-04,2.1308590800716343,-1.4191634842197067,0.18444739779466968
309,309,309,11-05,2.787027153078685,-0.02250752403883106,-0.14824279527689574
310,310,310,11-06,3.2502778449592014,0.9635231386659128,0.14236753963170687
311,311,311,11-07,2.9997440237255,0.4302610537714248,0.2516720302006143
312,312,312,11-08,3.3334413724820178,1.140536987956262,0.5470034204886512
313,313,313,11-09,2.993693272369592,0.4173820090686332,0.356576357199724
314,314,314,11-10,2.9633634395791733,0.3528248575085153,0.16771896616716253
315,315,315,11-11,2.2502357195584137,-1.1650699037723946,-0.0838160694250049
316,316,316,11-12,2.7179111324113543,-0.16962120752945611,-0.21355166140063828
317,317,317,11-13,2.2906964230111586,-1.0789491597815797,-0.47410648653121074
318,318,318,11-14,2.967732038984931,0.3621234361024616,-0.5436203865789907
319,319,319,11-15,2.2592199486894686,-1.1459469417148014,-0.4978188907053663
320,320,320,11-16,2.767411953420838,-0.06425854277816498,-0.432860271714599
321,321,321,11-17,2.379344734856689,-0.8902609285306476,-0.36788087539070663
322,322,322,11-18,2.901021818494064,0.22013050641514784,-0.20300866928658953
323,323,323,11-19,2.4738656779455868,-0.6890727818382256,-0.11058379444062032
324,324,324,11-20,3.4324873438965966,1.3513566727271644,-0.06161232851026566
325,325,325,11-21,2.5197547708130648,-0.591397692638986,-0.12156087679508108
326,326,326,11-22,2.905456740460689,0.2295702528039629,-0.17082045305983165
327,327,327,11-23,2.210356847234644,-1.2499522182395402,-0.06842430023475154
328,328,328,11-24,2.7621648823996545,-0.0754269511733558,-0.4351317421551195
329,329,329,11-25,2.762508356736147,-0.07469586488774498,-0.16600869226404072
330,330,330,11-26,2.398782312525504,-0.8488879787950434,-0.09231622983990632
331,331,331,11-27,3.2783809096050693,1.0233406067074868,0.4176862969711026
332,332,332,11-28,3.113187101161945,0.6717250273487693,0.55000269278118
333,333,333,11-29,3.647993823500298,1.8100629426265136,1.0382254075580202
334,334,334,11-30,3.1351491975406263,0.7184714236871087,1.4084049328210144
335,335,335,12-01,4.138750611465373,2.8546404237732963,1.5211133960112504
336,336,336,12-02,3.4422747373615823,1.372189172782923,1.3557900122364528
337,337,337,12-03,3.5960927751394225,1.6995913858489025,0.7941185556421259
338,338,338,12-04,2.6471599796059744,-0.3202152753000164,0.6338362762233994
339,339,339,12-05,2.0647082277169257,-1.5599657969394478,0.2720800413885365
340,340,340,12-06,2.6833323546450734,-0.24322225282524976,0.1446417977320946
341,341,341,12-07,3.119002448950948,0.6841030147641184,-0.07138038293010059
342,342,342,12-08,3.0830413578400235,0.6075597108442715,-0.13732262980388243
343,343,343,12-09,2.9871517242873438,0.4034583018757315,-0.10604280626814717
344,344,344,12-10,2.4612765625245574,-0.7158687565427077,-0.3205833154614594
345,345,345,12-11,2.1528823612986243,-1.3722868557250365,-0.3507808556660237
346,346,346,12-12,2.07856796092382,-1.5304653079851231,-0.46646208881907486
347,347,347,12-13,3.033879144441443,0.502917773536733,-0.44583116013893803
348,348,348,12-14,2.7569496043721764,-0.08652768807403519,-0.23603949166275054
349,349,349,12-15,3.045307879141564,0.5272438739565525,0.0031577943775445982
350,350,350,12-16,3.0526545343156624,0.5428812543144174,0.3790879169621922
351,351,351,12-17,2.827151301070665,0.06289686051673431,0.25011483745398605
352,352,352,12-18,3.1382706414167028,0.7251154275227624,0.06870817429818582
353,353,353,12-19,2.670319243663624,-0.2709207035125039,-0.28647383660899034
354,354,354,12-20,2.2455856150121987,-1.1749676670088365,-0.49700752621411765
355,355,355,12-21,2.0440916785524856,-1.6038481914865046,-0.5502866617832883
356,356,356,12-22,2.459184892471853,-0.7203208833163462,-0.7452246036667004
357,357,357,12-23,2.6769637013411938,-0.2567779528982901,-1.0428385911779243
358,358,358,12-24,2.5887635731260974,-0.4445122237777097,-0.9548206700031715
359,359,359,12-25,1.831380511780532,-2.0566046285798483,-0.8543089009192274
360,360,360,12-26,2.493697754467836,-0.6468601399603195,-0.7372811773197122
361,361,361,12-27,2.327422501810348,-1.0007775769828402,-0.7949329308368857
362,362,362,12-28,2.7890722437108115,-0.018154541719255568,-0.8475439120677407
363,363,363,12-29,2.5144502072981427,-0.6026884740013311,
364,364,364,12-30,2.4404594216779936,-0.7601781111628397,
365,365,365,12-31,,,
